Id,degree centrality,eigenvector centrality,closeness centrality,betweenness centrality,load centrality,pagerank,hubs,authorities,percolation,subgraph,harmonic,MAUT
9504033,0.021420519,0.000947066,0.678537687,0.001108169,0.001411447,0.009015882,0.000576279,0.000576279,0.00019395,3.61E-07,0.56758215,
9504064,0.011273957,0.000687601,0.665801439,7.80E-05,9.64E-05,0.003772258,0.000483767,0.000483767,0,2.54E-07,0.564657982,
9512184,0.033821871,0.000968467,0.678959215,0.002746014,0.003018964,0.01238912,0.00065596,0.00065596,0.000430698,4.68E-07,0.569090934,
9408098,0.016910936,0.003992442,0.735805794,0.002182947,0.00281358,0.006739334,0.000672086,0.000672086,4.50E-05,4.98E-07,0.568749661,
9603175,0.010146561,0.000555793,0.667528237,0.000149802,0.000185371,0.010377156,0.000608804,0.000608804,0.00021998,4.03E-07,0.570958781,
9612061,0.016910936,0.000586051,0.65950711,0.000175803,0.000217551,0.008735548,0.000593423,0.000593423,7.94E-05,3.83E-07,0.567358911,
9706065,0.012401353,0.00065896,0.66905026,0.00084765,0.000962352,0.007283595,0.000567368,0.000567368,7.94E-05,3.50E-07,0.566806204,
9504022,0.014656144,0.000628715,0.665231736,0.000119416,0.000131291,0.007213572,0.000545351,0.000545351,0.000146589,3.24E-07,0.567115145,
9510156,0.004509583,0.000430419,0.65509573,5.24E-05,7.66E-05,0.005481285,0.00053644,0.00053644,3.46E-05,3.13E-07,0.56624939,
9412027,0.011273957,0.000539273,0.660384959,0.000244696,0.000297288,0.003772258,0.000483767,0.000483767,0,2.54E-07,0.564657982,
9407173,0.012401353,0.001712708,0.695579988,0.000256399,0.000303596,0.005901551,0.000929575,0.000929575,6.81E-05,8.87E-07,0.588582046,
9406201,0.005636979,0.000712368,0.665642764,9.74E-05,0.000123878,0.005481285,0.00053644,0.00053644,3.46E-05,3.13E-07,0.56624939,
302183,0.001127396,0.000577955,0.659622483,8.16E-06,7.97E-06,0.004823958,0.000930699,0.000930699,1.25E-05,9.59E-07,0.569326232,
9611095,0.011273957,0.009722242,0.732240649,0.000220536,0.000257064,0.007532226,0.007884027,0.007884027,0.000186729,6.71E-05,0.64262799,
9706046,0.027057497,0.018317654,0.749115906,0.000303094,0.000364719,0.014724035,0.012819383,0.012819383,0.00023594,0.000177883,0.631286194,
9412211,0.001127396,0.000347035,0.651975066,0.000745943,0.000834251,0.003772258,0.000483767,0.000483767,0,2.54E-07,0.564657982,
9503130,0.01578354,0.000692778,0.66956707,0.002212239,0.002537267,0.008745904,0.000590464,0.000590464,0.000224132,3.78E-07,0.570139898,
9503202,0.005636979,0.000540991,0.671833797,0.000186236,0.000247405,0.005585406,0.000533433,0.000533433,0.000131072,3.08E-07,0.571020193,
9703125,0.010146561,0.000421155,0.661091241,0.000538528,0.000647587,0.005574568,0.000514694,0.000514694,3.95E-05,2.87E-07,0.565214796,
9701099,0.012401353,0.000731113,0.668949367,0.000901887,0.001019172,0.005693544,0.000537392,0.000537392,8.80E-05,3.13E-07,0.56620269,
9604130,0.006764374,0.000487284,0.660003501,6.38E-05,7.64E-05,0.005481285,0.00053644,0.00053644,3.46E-05,3.13E-07,0.56624939,
9604056,0.027057497,0.001115746,0.698815724,0.009293644,0.011192532,0.005030307,0.000619413,0.000619413,5.41E-06,4.22E-07,0.567413309,
11176,0.009019166,0.000856256,0.688034305,0.000217615,0.000297664,0.005220022,0.00057226,0.00057226,6.74E-06,3.55E-07,0.570962972,
104138,0.018038331,0.003635074,0.770760724,0.006019299,0.007276676,0.009932174,0.001918761,0.001918761,0.004122668,3.91E-06,0.641643346,
107140,0.024802706,0.003153356,0.755775148,0.004846936,0.005780758,0.012542333,0.002451353,0.002451353,0.002037731,6.45E-06,0.648437322,
9409089,0.216459977,0.101962685,0.892154079,0.138770795,0.148935571,0.231882239,0.146020457,0.146020457,0.105355577,0.023184111,0.815069947,
9807076,0.028184893,0.019691187,0.78443855,0.002549303,0.003091626,0.025958725,0.021779647,0.021779647,0.005314723,0.000483916,0.717178601,
108167,0.010146561,0.011275021,0.748803495,0.000427332,0.000468548,0.009516374,0.012505926,0.012505926,0.000977356,0.000165941,0.666108827,
108203,0.006764374,0.002756305,0.723980684,0.000931035,0.001049924,0.003485926,0.003500323,0.003500323,0,1.36E-05,0.60787575,
109129,0.010146561,0.003905301,0.709279359,0.000369533,0.000409861,0.008288438,0.007103199,0.007103199,7.17E-05,5.88E-05,0.612932743,
9911157,0.01578354,0.006156501,0.738002036,0.000298648,0.000416029,0.010968121,0.006063725,0.006063725,0.0002939,4.14E-05,0.620655767,
110175,0.009019166,0.005443333,0.733786769,0.000426834,0.00048648,0.008362126,0.00894492,0.00894492,0.000126677,9.05E-05,0.629386443,
9803138,0.02367531,0.008876879,0.781309573,0.003535424,0.004333515,0.006443925,0.004989958,0.004989958,9.50E-05,2.71E-05,0.637115113,
112058,0.013528749,0.014870843,0.803058378,0.001180385,0.00143968,0.007978247,0.016125713,0.016125713,0.001982266,0.000265355,0.727823227,
9511193,0.011273957,0.010344435,0.783460599,0.00034939,0.000454948,0.004347231,0.004704674,0.004704674,0.00015659,2.42E-05,0.649861943,
9811008,0.00789177,0.003929587,0.729986642,0.000332897,0.000364346,0.007419617,0.004654937,0.004654937,0.000403049,2.42E-05,0.620506428,
9907062,0.011273957,0.004667739,0.725799311,0.000130034,0.000163478,0.008664794,0.005807092,0.005807092,0.000113708,3.86E-05,0.612583259,
9811051,0.00789177,0.00476871,0.740836796,0.000443212,0.000561705,0.005125205,0.006867476,0.006867476,2.83E-05,5.23E-05,0.627366007,
205299,0.038331454,0.017690915,0.769698702,0.00291613,0.003717462,0.012519933,0.015043158,0.015043158,0.002156478,0.000247382,0.682799195,
207081,0.004509583,0.002267202,0.716755534,0.004140455,0.00504736,0.003485926,0.003500323,0.003500323,0,1.36E-05,0.60787575,
207083,0.012401353,0.004778806,0.734966766,0.001357207,0.001591026,0.006913924,0.006242659,0.006242659,0.000289155,4.27E-05,0.627919228,
207130,0.0789177,0.021862,0.812997262,0.029591346,0.032675447,0.019832642,0.013498157,0.013498157,0.008574459,0.000190837,0.694990409,
208035,0.003382187,0.002647121,0.724251854,0.004322193,0.004802731,0.003485926,0.003500323,0.003500323,0,1.36E-05,0.60787575,
9809161,0.00789177,0.003004514,0.723598611,0.004797577,0.005138453,0.003485926,0.003500323,0.003500323,0,1.36E-05,0.60787575,
209105,0.004509583,0.006086851,0.732368651,0.000855109,0.001099589,0.005938022,0.007529703,0.007529703,0.000675393,5.48E-05,0.639849228,
210272,0.030439684,0.021308928,0.738233221,0.000659277,0.000650846,0.016379416,0.038929674,0.038929674,0.000234795,0.001834696,0.657502685,
211037,0,0.002144185,0.705985883,0,0,0.003485926,0.003500323,0.003500323,0,1.36E-05,0.60787575,
211073,0.011273957,0.004648001,0.728576121,0.000466523,0.000603229,0.003485926,0.003500323,0.003500323,0,1.36E-05,0.60787575,
211253,0.005636979,0.003733786,0.708426491,2.85E-05,2.93E-05,0.007548093,0.007057625,0.007057625,4.86E-05,5.80E-05,0.612900412,
211256,0.001127396,0.002190224,0.706118092,2.26E-05,3.25E-05,0.003485926,0.003500323,0.003500323,0,1.36E-05,0.60787575,
303222,0.020293123,0.007472747,0.755464727,0.001361348,0.001623463,0.005308823,0.005703015,0.005703015,0.000184729,3.49E-05,0.629226327,
304093,0.020293123,0.010442301,0.79391081,0.005017661,0.005932926,0.011452749,0.014255402,0.014255402,0.001398077,0.000216722,0.693160196,
304196,0.004509583,0.006185073,0.721721904,3.99E-05,4.92E-05,0.005575344,0.007623945,0.007623945,2.16E-05,6.79E-05,0.627542801,
9510212,0.004509583,0.002200338,0.709726601,0.001505694,0.001694508,0.005212048,0.003521878,0.003521878,0.000640203,1.37E-05,0.610211543,
4078,0.005636979,0.005627199,0.757338689,0.00053981,0.00055507,0.004497324,0.006539753,0.006539753,0.000143233,4.43E-05,0.64434915,
4149,0.014656144,0.002900073,0.723383438,0.003353991,0.004016621,0.011120827,0.003947833,0.003947833,0.005521228,1.72E-05,0.619342509,
5089,0.00789177,0.004164265,0.71956642,0.00504818,0.005692871,0.003485926,0.003500323,0.003500323,0,1.36E-05,0.60787575,
6211,0.010146561,0.003467038,0.729704101,0.00040818,0.000511299,0.005124155,0.004778582,0.004778582,1.66E-05,2.59E-05,0.610733202,
7028,0.006764374,0.003507983,0.719889265,0.000312293,0.0004112,0.007095674,0.005295524,0.005295524,0.000346177,3.11E-05,0.626493581,
7211,0.037204059,0.020481155,0.784969293,0.004803484,0.005811674,0.021834052,0.030068262,0.030068262,0.006892571,0.000986153,0.708975999,
8217,0,0.002144185,0.705985883,0,0,0.003485926,0.003500323,0.003500323,0,1.36E-05,0.60787575,
9803180,0.002254791,0.002794979,0.718894185,3.17E-05,4.12E-05,0.004685578,0.003592139,0.003592139,2.97E-05,1.43E-05,0.609886436,
9809059,0.013528749,0.009218895,0.756578881,0.000305441,0.0003849,0.007907052,0.010576686,0.010576686,0.000154071,0.00012038,0.663714103,
9811078,0.003382187,0.002931677,0.716810038,0.000221078,0.00029246,0.005352454,0.004869485,0.004869485,7.52E-05,2.64E-05,0.619562155,
9008,0.010146561,0.003560576,0.726967754,0.000350643,0.000408179,0.006571918,0.004867075,0.004867075,0.00018178,2.68E-05,0.616758588,
9018,0.011273957,0.003240727,0.724564994,0.000677416,0.000838749,0.005065812,0.003702327,0.003702327,8.31E-05,1.51E-05,0.619011244,
9071,0.002254791,0.00264573,0.723681938,0.001084915,0.001221236,0.003485926,0.003500323,0.003500323,0,1.36E-05,0.60787575,
11066,0.010146561,0.005549962,0.755283136,0.000488452,0.000615329,0.006014482,0.006407817,0.006407817,0.000205171,4.47E-05,0.651636389,
11284,0.005636979,0.002669984,0.722115827,0.000753559,0.000923315,0.003485926,0.003500323,0.003500323,0,1.36E-05,0.60787575,
12052,0.04735062,0.038641276,0.760707729,0.001940921,0.002098112,0.030614234,0.084314466,0.084314466,0.001635261,0.008618427,0.687347529,
103231,0.014656144,0.005278319,0.741630935,0.002086508,0.002300368,0.006062617,0.003774443,0.003774443,0.000158781,1.57E-05,0.617849463,
104241,0.006764374,0.003154486,0.740342231,0.000779502,0.000984275,0.003485926,0.003500323,0.003500323,0,1.36E-05,0.60787575,
105270,0.027057497,0.015296995,0.754067215,0.002067337,0.00242204,0.008018399,0.011547793,0.011547793,0.000232972,0.000144164,0.642445294,
106064,0.009019166,0.002308771,0.709526274,0.003171143,0.003589929,0.003485926,0.003500323,0.003500323,0,1.36E-05,0.60787575,
106086,0.033821871,0.024110982,0.757255036,0.001483045,0.001758776,0.022777184,0.048365688,0.048365688,0.00163561,0.00278187,0.682542257,
106284,0.004509583,0.002536518,0.718811957,0.002382003,0.002664503,0.003485926,0.003500323,0.003500323,0,1.36E-05,0.60787575,
107112,0.003382187,0.002407989,0.721590692,0.000688843,0.000854464,0.005611003,0.003842199,0.003842199,0.000567417,1.62E-05,0.624031543,
9412232,0.004509583,0.000941596,0.66270047,0.001070726,0.00133582,0.016399199,0.001224417,0.001224417,0.003648324,1.45E-06,0.568474435,
9601029,0.241262683,0.119608866,0.842582764,0.053692714,0.053506593,0.194759002,0.105739996,0.105739996,0.088000847,0.011749551,0.787019052,
9912224,0.009019166,0.00630646,0.714446771,0.001006909,0.001176432,0.012934158,0.006557005,0.006557005,0.002978031,4.45E-05,0.633646107,
9603078,0.043968433,0.026166863,0.73816096,0.000177013,0.000222455,0.030833024,0.021854492,0.021854492,0.000433023,0.000513165,0.667589471,
9605112,0.025930101,0.016295111,0.72672256,0.000108732,0.000184596,0.019929768,0.014626491,0.014626491,0.000270925,0.000230176,0.653871767,
9610068,0.033821871,0.0236045,0.731331704,0.000112001,0.000120925,0.023206986,0.020975073,0.020975073,0.000412894,0.000475416,0.658509568,
9601177,0.074408117,0.038022149,0.786738164,0.006894686,0.007997447,0.043338,0.025228727,0.025228727,0.010765226,0.000687303,0.713110529,
9605091,0.04735062,0.028643194,0.763418437,0.000593111,0.000706424,0.024064525,0.018222432,0.018222432,0.000597102,0.000359237,0.664039295,
9606031,0.018038331,0.01187815,0.744846659,0.000312346,0.000362094,0.01078818,0.007914579,0.007914579,0.000427506,6.77E-05,0.632785826,
9607149,0.045095829,0.030670688,0.758343976,0.000364368,0.000463994,0.025789838,0.023991046,0.023991046,0.000669415,0.000613649,0.686984274,
9608108,0.03945885,0.025630861,0.74363475,0.000155912,0.00020315,0.025631597,0.020369663,0.020369663,0.000587454,0.000445453,0.673766248,
9609076,0.036076663,0.022378502,0.73311622,0.000105388,0.000136148,0.022112461,0.015050914,0.015050914,0.000349354,0.000243618,0.646229913,
9709064,0.021420519,0.003555812,0.717184974,0.001991971,0.002263277,0.023554535,0.003691609,0.003691609,0.004391099,1.45E-05,0.633321513,
9609052,0.041713641,0.021928372,0.740153307,0.000645965,0.000721071,0.029318182,0.017452779,0.017452779,0.001925497,0.000325829,0.663929387,
9905089,0.028184893,0.004255668,0.728034523,0.003595746,0.004209202,0.019447178,0.003101977,0.003101977,0.005580476,1.03E-05,0.613895662,
9901147,0.027057497,0.022532307,0.751587151,0.001667955,0.001948248,0.020853637,0.046605879,0.046605879,0.004005618,0.002609014,0.678625833,
9702015,0.042841037,0.023312775,0.7444496,0.000742557,0.000843481,0.010118921,0.009351935,0.009351935,1.87E-05,9.44E-05,0.612281417,
9705192,0.045095829,0.02305014,0.741536132,0.000462134,0.000502511,0.012962135,0.011299699,0.011299699,6.49E-05,0.000138119,0.612356514,
9706071,0.037204059,0.020203875,0.73311622,0.000152205,0.000178737,0.011590859,0.010444241,0.010444241,3.05E-05,0.000117946,0.615758462,
9610045,0.03156708,0.016475754,0.703627678,0.00184522,0.002053384,0.011965665,0.01191209,0.01191209,2.44E-05,0.000153493,0.614574358,
9604052,0.064261556,0.037740691,0.790225398,0.002655638,0.002930569,0.016778599,0.015964671,0.015964671,0.000638281,0.000273285,0.667835632,
9610170,0.036076663,0.020009503,0.765658473,0.001397473,0.001556202,0.008563124,0.007410151,0.007410151,0.000634301,5.82E-05,0.656369216,
9610171,0.020293123,0.014227498,0.738348868,0.000148831,0.000198097,0.006483463,0.007056108,0.007056108,5.72E-06,5.36E-05,0.609809885,
9704156,0.034949267,0.023160188,0.746697824,0.000219461,0.000283428,0.008826887,0.008174754,0.008174754,1.16E-05,7.22E-05,0.598895577,
9702079,0.034949267,0.015904298,0.725003846,0.000336421,0.000377652,0.008007263,0.004872478,0.004872478,0.00017111,2.56E-05,0.601466155,
9712200,0.012401353,0.004696011,0.715497448,0.0006559,0.000897253,0.005235954,0.003862907,0.003862907,6.18E-05,1.58E-05,0.614036533,
9706157,0.013528749,0.009809377,0.718935306,0.000773405,0.000943642,0.006973754,0.006578393,0.006578393,9.92E-06,4.67E-05,0.593712852,
9702045,0.030439684,0.01689976,0.709125958,0.000187611,0.000227847,0.009474826,0.009641927,0.009641927,1.49E-05,0.000100166,0.613778397,
9605224,0.03156708,0.020864615,0.760247596,0.000355885,0.000480974,0.011122053,0.012494047,0.012494047,0.000114364,0.000168345,0.637266333,
9606113,0.028184893,0.018755132,0.743370857,0.000269369,0.000371551,0.010567977,0.012136053,0.012136053,0.000109185,0.000158574,0.64043478,
9704112,0.032694476,0.019017237,0.73198478,0.000260804,0.000344296,0.010462439,0.009697485,0.009697485,0.000145254,0.000100903,0.63362096,
9706204,0.043968433,0.023359745,0.749719149,0.001225699,0.001351138,0.013564729,0.011286637,0.011286637,0.000175813,0.000136827,0.632470812,
9710155,0.019165727,0.011396486,0.73495244,0.000111655,0.000137133,0.003247708,0.002534741,0.002534741,0,6.86E-06,0.590451518,
9609006,0.009019166,0.006058319,0.71524636,0.000447492,0.000596644,0.003876649,0.004013098,0.004013098,2.90E-07,1.73E-05,0.591460967,
9605077,0.030439684,0.016840413,0.725310661,0.00016438,0.000200791,0.005145053,0.004573879,0.004573879,1.54E-06,2.25E-05,0.598943304,
9604127,0.027057497,0.019919576,0.739783005,0.000257867,0.000285299,0.012039636,0.011081554,0.011081554,0.000224483,0.000132036,0.639109718,
9701106,0.018038331,0.008761879,0.711534651,0.000913507,0.000967019,0.010899543,0.007643574,0.007643574,0.000639821,6.28E-05,0.619848345,
9705147,0.006764374,0.004696485,0.691193723,0.001948886,0.002072649,0.006298135,0.004403338,0.004403338,0.000158836,2.06E-05,0.609474428,
9701077,0.009019166,0.005129741,0.686793621,9.92E-06,1.53E-05,0.003932376,0.003139511,0.003139511,0,1.06E-05,0.598057021,
9603096,0.005636979,0.003334432,0.719326192,0.000275679,0.000369,0.003247708,0.002534741,0.002534741,0,6.86E-06,0.590451518,
9707124,0.019165727,0.013281646,0.727627097,0.004826446,0.005995364,0.010701703,0.00842046,0.00842046,0.006861241,7.49E-05,0.628969304,
9711115,0.020293123,0.009176802,0.785059182,0.004453448,0.005317467,0.010070221,0.006113868,0.006113868,0.002354709,4.01E-05,0.658042478,
9607001,0.013528749,0.009233104,0.723556954,0.000327143,0.000367438,0.007308879,0.007386683,0.007386683,2.68E-05,5.87E-05,0.619280242,
9704199,0.016910936,0.010071111,0.716571646,0.000316333,0.000345916,0.006413694,0.006555517,0.006555517,5.82E-06,4.62E-05,0.608602857,
9705017,0.011273957,0.005842118,0.687808393,0.001311072,0.001413507,0.00450088,0.004535003,0.004535003,1.53E-06,2.21E-05,0.592311839,
9611189,0.034949267,0.020445849,0.707887845,0.000119907,0.000137045,0.014704268,0.013399034,0.013399034,4.61E-05,0.000194251,0.618180985,
9611052,0.00789177,0.00580286,0.684835221,0.00149533,0.001672394,0.005711565,0.004915364,0.004915364,5.37E-06,2.60E-05,0.592703404,
9706186,0.01578354,0.012285235,0.734716147,0.000407649,0.000491076,0.006000271,0.007285996,0.007285996,3.09E-05,5.60E-05,0.633783984,
9611151,0.03156708,0.019359429,0.7445525,0.001009725,0.001138248,0.013791429,0.012029626,0.012029626,0.000172499,0.000155716,0.641950235,
9710158,0.009019166,0.004618766,0.693481939,0.000517151,0.000556104,0.004004189,0.003114034,0.003114034,2.20E-06,1.04E-05,0.592897904,
9610031,0.019165727,0.010735514,0.72469729,0.00125677,0.00139767,0.009122027,0.007436349,0.007436349,0.000598687,5.95E-05,0.624368453,
9612249,0.006764374,0.005783706,0.710957755,0.000191944,0.000297682,0.004665798,0.004600993,0.004600993,3.74E-05,2.27E-05,0.611246565,
9712091,0.033821871,0.006839828,0.749227544,0.005684686,0.006798958,0.006824368,0.002640288,0.002640288,0.001206489,7.44E-06,0.604681302,
9708136,0.012401353,0.00991779,0.72091467,0.001024127,0.001171233,0.007246846,0.006416839,0.006416839,3.18E-05,4.40E-05,0.61179799,
9605017,0.016910936,0.014191774,0.734938115,9.47E-05,9.82E-05,0.010934553,0.012072943,0.012072943,0.000185941,0.000155253,0.64959534,
9606035,0.005636979,0.003715144,0.688053138,0.000456923,0.000646113,0.004518994,0.003675818,0.003675818,0,1.45E-05,0.605346056,
9610046,0.022547914,0.015984844,0.745384098,0.000520715,0.000560005,0.009959411,0.010002926,0.010002926,4.58E-05,0.000108203,0.627078192,
9610086,0.010146561,0.003104749,0.689834338,0.001235894,0.001465266,0.004956735,0.002587415,0.002587415,0.000387134,7.14E-06,0.594528827,
9803064,0.014656144,0.009833905,0.75507139,0.000326629,0.000381481,0.005868923,0.006741572,0.006741572,8.65E-05,4.73E-05,0.654821771,
9710189,0.011273957,0.007833276,0.739862843,0.000166171,0.000206789,0.007970754,0.005901443,0.005901443,0.000373924,3.65E-05,0.642780152,
9705165,0.029312289,0.018560049,0.723418134,7.04E-05,7.81E-05,0.011419112,0.010664834,0.010664834,9.85E-05,0.000122304,0.631741053,
9704201,0.004509583,0.002806534,0.676292284,0.000216621,0.000243268,0.003247708,0.002534741,0.002534741,0,6.86E-06,0.590451518,
9707021,0.012401353,0.008677193,0.720253672,0.000273684,0.000350331,0.008413473,0.006005301,0.006005301,0.000438676,3.85E-05,0.619196164,
9704204,0.033821871,0.019504879,0.717703714,7.08E-05,8.81E-05,0.014467404,0.013129021,0.013129021,0.000111295,0.00018611,0.631768509,
9704096,0.02367531,0.010606869,0.70974664,0.002230553,0.002514963,0.010519652,0.00868212,0.00868212,0.000395682,8.12E-05,0.62304707,
9610186,0.005636979,0.003476132,0.680871811,0.000549582,0.000570605,0.003995848,0.003291346,0.003291346,2.37E-06,1.16E-05,0.595047066,
9611237,0.011273957,0.007052179,0.717901852,0.000298728,0.000383417,0.007371893,0.004504068,0.004504068,0.001078392,2.18E-05,0.6213035,
9701153,0.013528749,0.010505282,0.706005711,0.00011244,0.000122864,0.009114061,0.009406225,0.009406225,3.33E-05,9.55E-05,0.620943496,
9702075,0.018038331,0.012430052,0.69391586,7.55E-06,8.92E-06,0.010178791,0.009411715,0.009411715,1.55E-05,9.58E-05,0.605570065,
9702142,0.014656144,0.010515225,0.718763999,8.84E-05,0.000100159,0.008754689,0.008806449,0.008806449,5.21E-05,8.30E-05,0.629999793,
9705063,0.025930101,0.015119389,0.715198877,0.000192105,0.000252675,0.012470229,0.011026704,0.011026704,0.000514624,0.000131681,0.623398521,
9705065,0.01578354,0.010623206,0.707064835,0.000173507,0.0002148,0.007080646,0.007803704,0.007803704,8.59E-06,6.56E-05,0.609698522,
9708014,0.005636979,0.003588625,0.682097342,0.000151093,0.000231027,0.003995848,0.003291346,0.003291346,2.37E-06,1.16E-05,0.595047066,
9709124,0.010146561,0.012505399,0.74152884,0.00010684,8.95E-05,0.008834655,0.011986732,0.011986732,0.000269806,0.000154196,0.655241134,
9709191,0.006764374,0.006022117,0.733743931,0.000383959,0.000433535,0.006904923,0.005110411,0.005110411,0.000197375,2.76E-05,0.631787069,
9712224,0.011273957,0.008743091,0.707184186,0.000760539,0.000854726,0.005168196,0.00516237,0.00516237,1.56E-06,2.85E-05,0.61162915,
9712252,0.013528749,0.007129363,0.700789889,8.12E-05,0.000144695,0.005160648,0.003972017,0.003972017,4.05E-06,1.70E-05,0.60257636,
9605058,0.010146561,0.007473246,0.711024788,8.02E-05,0.000113124,0.008619798,0.006229004,0.006229004,0.000367896,4.14E-05,0.637208856,
9602052,0.171364149,0.105302486,0.837576081,0.021749716,0.022987303,0.132087464,0.094309828,0.094309828,0.029343207,0.009324151,0.766172685,
9603186,0.01578354,0.009950248,0.757917165,0.000426225,0.000494203,0.016835474,0.010180077,0.010180077,0.00050445,0.000102385,0.671805855,
9610024,0.048478016,0.017504219,0.799152228,0.009314315,0.01061759,0.0245374,0.011465197,0.011465197,0.007310991,0.000131374,0.699421735,
9608167,0.01578354,0.013402545,0.741820614,0.000388324,0.000555001,0.006032507,0.007163185,0.007163185,3.13E-05,5.23E-05,0.645201562,
9610062,0.020293123,0.012736973,0.762129986,0.000645797,0.000708846,0.010313004,0.011399012,0.011399012,0.001025902,0.00013239,0.667138033,
9609056,0.024802706,0.016360442,0.748439345,0.000351638,0.000392586,0.007730881,0.006289662,0.006289662,0.000159375,4.16E-05,0.640504317,
9609152,0.014656144,0.006610128,0.748090391,0.000475126,0.0005627,0.004075655,0.003265141,0.003265141,5.10E-06,1.16E-05,0.621830292,
9605168,0.016910936,0.011835935,0.753509657,0.000145507,0.000180936,0.005531837,0.004593942,0.004593942,1.92E-05,2.11E-05,0.612648776,
9911146,0.016910936,0.012935292,0.732710208,0.000225123,0.000282351,0.00865317,0.008164774,0.008164774,0.000154163,6.59E-05,0.643475869,
9605174,0.010146561,0.008397469,0.725422294,0.000908835,0.001022841,0.007968375,0.007939256,0.007939256,5.35E-05,6.37E-05,0.646896549,
9607131,0.010146561,0.011274692,0.750196472,7.91E-05,8.35E-05,0.006708392,0.008872754,0.008872754,6.68E-05,8.39E-05,0.653976373,
9609051,0.004509583,0.003578717,0.715721539,4.20E-05,5.64E-05,0.004161168,0.002381255,0.002381255,2.82E-05,6.05E-06,0.584545022,
9611060,0.016910936,0.007740575,0.747408274,0.000253961,0.00025444,0.008208737,0.005773862,0.005773862,0.000423528,3.41E-05,0.642880823,
9611135,0.003382187,0.006088955,0.70603215,1.24E-06,1.22E-06,0.004549214,0.005337376,0.005337376,4.51E-06,2.83E-05,0.621739799,
9704007,0.011273957,0.00893705,0.720363754,1.75E-05,2.59E-05,0.006655905,0.007115946,0.007115946,1.22E-05,5.26E-05,0.63417957,
9704077,0.009019166,0.011768056,0.75904621,0.000527569,0.000554266,0.006454539,0.009938601,0.009938601,0.000110361,0.000101563,0.658042478,
9607235,0.056369786,0.026891395,0.774958638,0.002763321,0.003099924,0.049399971,0.024165954,0.024165954,0.005198339,0.000620184,0.693295764,
9711072,0.011273957,0.008190479,0.713932727,9.28E-06,1.35E-05,0.00578256,0.003803291,0.003803291,3.27E-06,1.57E-05,0.574208825,
9702109,0.034949267,0.016651298,0.701441726,6.09E-05,8.12E-05,0.008933968,0.006659437,0.006659437,1.40E-05,4.77E-05,0.603227429,
9907017,0.009019166,0.001539794,0.671971486,0.0001313,0.000203903,0.003294937,0.000579293,0.000579293,0,3.62E-07,0.539224808,
9708091,0.019165727,0.007954541,0.709332731,0.000452214,0.000562616,0.005328355,0.002664274,0.002664274,6.19E-06,7.74E-06,0.58044958,
9612197,0.005636979,0.001027777,0.670102543,0.001690845,0.001892713,0.023912466,0.001057391,0.001057391,0.004512582,1.17E-06,0.574427787,
9704179,0.002254791,0.000174021,0.624638654,9.82E-05,0.000135313,0.005648403,2.53E-05,2.53E-05,0,6.84E-10,0.465876093,
9602044,0.004509583,4.16E-05,0.578321753,0.000747298,0.000850434,0.005648403,2.53E-05,2.53E-05,0,6.84E-10,0.465876093,
9603014,0.003382187,0.000186404,0.630746069,9.87E-05,0.000142196,0.005648403,2.53E-05,2.53E-05,0,6.84E-10,0.465876093,
9612136,0,2.16E-05,0.559320023,0,0,0.005648403,2.53E-05,2.53E-05,0,6.84E-10,0.465876093,
9712251,0.080045096,0.024785553,0.771959995,0.006175887,0.007376653,0.088264538,0.035228579,0.035228579,0.009584058,0.001328293,0.687654759,
9806026,0.062006764,0.018409565,0.776322833,0.005927606,0.00699891,0.064546847,0.025087192,0.025087192,0.008147276,0.000669045,0.696463869,
9903067,0.011273957,0.006968147,0.741077044,0.000149151,0.000238401,0.010399342,0.007484631,0.007484631,0.000235652,5.85E-05,0.660852887,
107234,0.019165727,0.008543777,0.71791552,0.001042801,0.001191001,0.016312749,0.011863723,0.011863723,0.002039711,0.000161832,0.633804597,
9809027,0.04735062,0.016540899,0.764091393,0.002285659,0.002764344,0.043660871,0.021125398,0.021125398,0.00456274,0.000474708,0.675513838,
9810251,0.029312289,0.01178078,0.755646406,0.000969436,0.001115714,0.031371301,0.018583456,0.018583456,0.002326213,0.000374803,0.681031933,
108050,0.02367531,0.005458204,0.757391933,0.004753739,0.005682812,0.027041741,0.00819202,0.00819202,0.007648289,7.23E-05,0.679505529,
9910213,0.00789177,0.001609682,0.671319458,9.04E-05,0.000141668,0.00654911,0.002338262,0.002338262,2.33E-06,6.01E-06,0.570507942,
112041,0.012401353,0.003050622,0.715701162,0.002691872,0.003279105,0.005543729,0.001743244,0.001743244,8.58E-07,3.37E-06,0.560049947,
9905007,0.011273957,0.002767707,0.69986636,0.000185724,0.000275872,0.006120231,0.002057706,0.002057706,6.25E-05,4.56E-06,0.572044438,
9804173,0.004509583,0.002218229,0.687513675,4.06E-06,4.17E-06,0.003507271,0.00084448,0.00084448,0,7.76E-07,0.535112587,
9803083,0.006764374,0.003346784,0.711413828,6.51E-05,7.78E-05,0.004409131,0.002252947,0.002252947,1.79E-06,5.40E-06,0.598480405,
9902108,0.005636979,0.001783327,0.699775439,0.000400801,0.000562897,0.004572303,0.001445857,0.001445857,0,2.27E-06,0.556421168,
8084,0.027057497,0.010197239,0.759665559,0.002093267,0.002381477,0.023783413,0.012776646,0.012776646,0.002124793,0.000176849,0.669746331,
