,Unnamed: 0,Node Id,Authorities-Score,Betweenness-Centrality,Closeness-Centrality,Degree-Centrality,Degree-Prestige,EigenVector-Centrality,Harmonic-Centrality,Hub-Score,Katz-Centrality,Load-Centrality,Page-Rank,Percolation-Centrality,Rank-Prestige,scores
10277,10277,9510070,8.1e-05,0.0,0.003000622,0.003876054,0.0,1.08e-36,0.544138296,4.45e-21,0.001072739,0.0,0.002218663,0.0,0.029644269,
10285,10285,9510083,1.12e-18,0.0,0.0,0.030232652,0.03098374,0.0,0.524158441,0.001925457,0.0,0.0,0.0,0.0,0.0,
10291,10291,9510092,1.12e-18,0.0,0.0,0.002325668,0.00309837,0.0,0.602062051,0.000166571,0.0,0.0,0.0,0.0,0.0,
10292,10292,9510093,0.08034417,0.007269897,0.013697167,0.034108617,0.024786981,3.48e-32,0.307808211,0.005943766,0.002974303,0.007454608,0.001321757,0.007269897,0.045454545,
10293,10293,9510094,0.001094723,2.57e-06,0.019763904,0.004651247,0.001549006,1.29e-24,0.651106488,9.52e-05,0.001753937,2.32e-06,0.002265869,2.57e-06,0.017786561,
10294,10294,9510095,3.72e-05,5.26e-05,0.006245198,0.008527212,0.00309837,8.42e-35,0.546227068,1.56e-06,0.001916994,5.32e-05,0.007836129,5.26e-05,0.031620553,
10295,10295,301058,1.16e-18,0.0,0.593483909,0.0,0.0,0.000474262,0.290471195,4.45e-21,0.002902769,0.0,0.137205891,0.0,0.005928854,
10304,10304,301061,1.28e-18,0.0,0.394948079,0.000775103,0.0,3.9e-05,0.462515404,4.45e-21,0.002009912,0.0,0.174019646,0.0,0.007905138,
10305,10305,9510108,1.12e-18,0.0,0.0,0.006976826,0.007745926,0.0,0.665706183,9.11e-05,0.0,0.0,0.0,0.0,0.0,
10310,10310,204001,0.102694299,0.009278015,0.506272437,0.029457459,0.010069722,0.00063699,0.485050984,0.005874705,0.0365397,0.009439111,0.07734967,0.009278015,0.108695652,
10311,10311,204002,0.209006873,0.000432127,0.426748686,0.020155125,0.011618907,3.25e-05,0.520996003,0.009280454,0.01130058,0.000503758,0.003021158,0.000432127,0.053359684,
10313,10313,204004,0.360756155,0.352885374,0.56276766,0.07209311,0.037180481,0.002934073,0.170616779,0.024050769,0.043344334,0.347807569,0.030636431,0.352885374,0.201581028,
10315,10315,9510118,0.028576547,0.0,0.008958475,0.002325668,0.0,1.82e-21,0.527422729,4.45e-21,0.000808389,0.0,0.000283234,0.0,0.015810277,
10317,10317,204008,0.003625383,0.023182329,0.427575427,0.048837302,0.045700999,0.000688084,0.230036438,0.006220462,0.004150407,0.023661383,0.003729242,0.023182329,0.017786561,
10318,10318,204009,0.022249898,0.001049814,0.362532974,0.019379932,0.000774503,1.06e-09,0.023008521,8.49e-05,0.014859922,0.001004973,0.080119695,0.001049814,0.09486166,
10321,10321,9510124,6.45e-05,0.000160395,0.004950525,0.002325668,0.000774503,1.2300000000000001e-33,0.685636468,8.58e-05,0.000661922,0.00015647,0.003257186,0.000160395,0.007905138,
10323,10323,204012,0.010520719,0.019954088,0.464364069,0.037209389,0.013942685,3.94e-06,0.00073244,0.000882329,0.030273373,0.019921358,0.022705891,0.019954088,0.122529644,
10325,10325,204014,0.029500664,0.003762045,0.492339066,0.007752019,0.003872963,0.044724923,0.248775906,0.002601634,0.007138251,0.003714583,0.001699401,0.003762045,0.0256917,
10329,10329,204020,0.000312067,0.0,0.00237086,0.002325668,0.0,2.4600000000000003e-37,0.570036428,4.45e-21,0.000748026,0.0,0.008119362,0.0,0.015810277,
10330,10330,204021,0.01172918,0.0,0.473238194,0.000775103,0.0,0.01040451,0.472021619,4.45e-21,0.003221174,0.0,0.000377645,0.0,0.005928854,
10331,10331,9510134,0.032059758,0.117906798,0.049649201,0.055038846,0.038729666,6.21e-21,0.001464881,0.011213168,0.009191664,0.122326041,0.010385231,0.117906798,0.084980237,
10332,10332,204023,0.375141816,0.00234111,0.415936184,0.021705511,0.001549006,2.56e-10,0.36487014,0.002045025,0.035713048,0.00240939,0.106321632,0.00234111,0.100790514,
10333,10333,9510135,1.12e-18,0.0,0.0,0.300000064,0.300542217,0.0,0.353082566,0.137690363,0.0,0.0,0.0,0.0,0.0,
10336,10336,204027,0.216539849,0.020437053,0.479010555,0.020930318,0.008520519,0.024122014,0.482542236,0.006782143,0.00901363,0.02071007,0.002690719,0.020437053,0.067193676,
10337,10337,204026,0.086483151,0.006024355,0.513712385,0.031783038,0.026336166,0.000749015,0.432638804,0.020861314,0.014624857,0.007174742,0.001888224,0.006024355,0.039525692,
10340,10340,9510143,0.001158701,0.022673944,0.004167534,0.011628002,0.006971333,2.9e-35,0.184364165,0.001649214,0.001394394,0.022923555,0.014161678,0.022673944,0.017786561,
10341,10341,204025,0.065327976,0.007396993,0.452708617,0.044186126,0.032532925,0.000190088,0.111335707,0.021739685,0.018750485,0.007352838,0.01274551,0.007396993,0.061264822,
10342,10342,204033,0.115826715,0.121241292,0.569573884,0.041860547,0.027110759,0.000473322,0.461803844,0.016093891,0.032622273,0.121695071,0.012084632,0.121241292,0.083003953,
10343,10343,204034,0.010520719,5.29e-05,0.043798435,0.004651247,0.000774503,5.07e-19,0.657840725,0.000108848,0.001209537,5.32e-05,0.10105868,5.29e-05,0.02173913,
10347,10347,204038,0.375448197,3e-05,0.063646699,0.012403195,0.000774503,2.53e-17,0.568934251,0.000560733,0.004405161,3.03e-05,0.014350501,3e-05,0.063241107,
10348,10348,204037,0.007535109,0.007447831,0.423038458,0.014728774,0.002323778,4.33e-11,0.290660787,8.02e-21,0.018679289,0.007352838,0.061630679,0.007447831,0.077075099,
10350,10350,9510153,0.001841126,9.02e-05,0.001587632,0.003876054,0.002323778,1.19e-36,0.589394221,3.13e-05,0.00059672,9.41e-05,0.000613673,9.02e-05,0.009881423,
10353,10353,204043,0.219858852,1.66e-05,0.143541148,0.013953581,0.000774503,7.4e-15,0.597993066,0.000490641,0.004736769,1.66e-05,0.007694512,1.66e-05,0.081027668,
10356,10356,204047,0.406630754,0.009176338,0.285078357,0.020930318,0.004647556,8.38e-12,0.267891731,0.000274594,0.009446837,0.009311899,0.010526847,0.009176338,0.081027668,
10358,10358,204049,0.080516909,0.007625766,0.448826138,0.019379932,0.003872963,0.001959394,0.030270196,0.000224705,0.01173432,0.007759916,0.048610905,0.007625766,0.083003953,
10360,10360,204051,0.463962984,0.069756441,0.374372585,0.056589232,0.042602629,1.96e-06,0.343879544,0.039675377,0.006750816,0.070291607,0.005475849,0.069756441,0.084980237,
10363,10363,204054,0.551262202,0.139057877,0.60304789,0.098449689,0.053446943,0.001753871,0.035419236,0.029340416,0.078782069,0.13403003,0.033846411,0.139057877,0.229249012,
10366,10366,9510169,1.12e-18,0.0,0.0,0.152713252,0.153369479,0.0,0.422359457,0.064031498,0.0,0.0,0.0,0.0,0.0,
10367,10367,204058,0.110648816,0.001733591,0.53763715,0.014728774,0.004647556,0.124316549,0.010647851,0.00548648,0.02280335,0.001867468,0.015672257,0.001733591,0.063241107,
10370,10370,204061,0.010591805,0.026536395,0.421046919,0.018604739,0.006196741,9.32e-09,0.164520281,0.001208049,0.032985354,0.026443249,0.033138327,0.026536395,0.057312253,
10375,10375,204066,0.351254098,0.029551369,0.407506995,0.018604739,0.010069722,0.000413398,0.264817805,0.005581475,0.003859886,0.029911041,0.005239821,0.029551369,0.04743083,
10380,10380,9510183,0.122577036,0.016675008,0.012724012,0.076744267,0.061192869,3.7e-33,0.578645807,0.01583715,0.004068853,0.016664737,0.002690719,0.016675008,0.086956522,
10381,10381,9510184,0.000189799,0.00261818,0.002904303,0.009302423,0.006971333,2.47e-34,0.726765224,1.72e-05,0.000837656,0.002646004,0.001746607,0.00261818,0.017786561,
10382,10382,204071,0.429282288,0.046393127,0.526593096,0.049612495,0.028659962,0.011486301,0.005432266,0.008181212,0.020925284,0.045522465,0.011329343,0.046393127,0.108695652,
10385,10385,204072,6.53e-05,0.0,0.051186277,0.002325668,0.0,6.87e-21,0.536915945,4.45e-21,0.001639912,0.0,0.015058585,0.0,0.015810277,
10389,10389,204079,0.041869617,0.048894124,0.511135481,0.037984582,0.008520519,7.64e-09,0.200900784,0.004209082,0.048651514,0.047606193,0.047795192,0.048894124,0.160079051,
10390,10390,204081,0.351134674,0.001093026,0.150812808,0.007752019,0.000774503,5.07e-14,0.060382041,0.000373959,0.002530664,0.001091477,0.011234931,0.001093026,0.031620553,
10391,10391,204074,0.015852164,0.003355337,0.476659917,0.021705511,0.011618907,0.001199007,0.440934691,0.002168716,0.009000562,0.003485602,0.00439012,0.003355337,0.059288538,
10392,10392,204083,0.088118839,0.042810034,0.562546988,0.036434196,0.00309837,0.462315173,0.040241354,0.003055168,0.081284036,0.039682683,0.061317706,0.042810034,0.164031621,
10393,10393,204084,0.044570883,0.041301911,0.540606063,0.047286916,0.03408211,0.003486733,0.282735409,0.003842668,0.007833829,0.041927461,0.00320998,0.041301911,0.06916996,
10398,10398,204089,0.412352461,0.144731447,0.51474745,0.158914796,0.019364833,0.000148391,0.472747254,0.004334133,0.080779873,0.142376137,0.474859953,0.144731447,0.713438735,
10399,10399,204082,7.39e-06,0.000130146,0.123645849,0.003876054,0.000774503,6.17e-14,0.561233121,3.49e-10,0.002057121,0.000135099,0.030069963,0.000130146,0.017786561,
10400,10400,204091,0.029856094,0.937479649,0.664690639,0.022480704,0.008520519,0.057409303,0.531549587,0.002886124,0.029269927,0.938119632,0.018032537,0.937479649,0.084980237,
10406,10406,204088,2e-05,2.3e-05,0.021140739,0.010852809,0.000774503,4.25e-19,0.654064452,4.78e-08,0.004851115,2.28e-05,0.056817125,2.3e-05,0.053359684,
10407,10407,204090,3.56e-05,9.58e-06,0.008128674,0.012403195,0.000774503,9.570000000000001e-35,0.620706118,5.4e-07,0.002974774,9.59e-06,0.027048805,9.58e-06,0.067193676,
10409,10409,9510212,0.019761891,0.0,0.003776315,0.001550475,0.0,4.21e-33,0.55969076,4.45e-21,0.000576259,0.0,0.002690719,0.0,0.011857708,
10412,10412,204103,0.089745996,0.010955684,0.368824982,0.027907073,0.005422148,8.91e-12,0.00091555,0.000738023,0.021200022,0.011092863,0.020487228,0.010955684,0.12055336,
10415,10415,9510218,0.006170259,0.0,0.028282627,0.00542644,0.0,4.1700000000000006e-21,0.538845106,4.45e-21,0.002142904,0.0,0.004578943,0.0,0.031620553,
10419,10419,9510222,1.12e-18,0.0,0.0,0.041860547,0.042602629,0.0,0.00109866,0.008693458,0.0,0.0,0.0,0.0,0.0,
10421,10421,204112,0.441423766,0.02379239,0.554353417,0.034108617,0.004647556,0.571227945,0.001281771,0.003335534,0.110746694,0.021931303,0.09586276,0.02379239,0.146245059,
10422,10422,204113,0.334988214,0.007295316,0.371803113,0.009302423,0.003872963,8.26e-05,0.0,0.000270883,0.001985867,0.007378281,0.02421647,0.007295316,0.023715415,
10425,10425,9510225,1.12e-18,0.0,0.0,0.052713267,0.053446943,0.0,0.091912394,0.01962325,0.0,0.0,0.0,0.0,0.0,
10426,10426,9510229,1.12e-18,0.0,0.0,0.020930318,0.021688611,0.0,0.030669049,0.009497862,0.0,0.0,0.0,0.0,0.0,
10430,10430,204119,0.008317055,0.000920176,0.499901028,0.002325668,0.000774503,0.012342946,0.0,9.19e-05,0.005691271,0.000994796,0.00075529,0.000920176,0.005928854,
10434,10434,9510234,1.12e-18,0.0,0.0,0.03488381,0.035631296,0.0,0.001831101,0.009683192,0.0,0.0,0.0,0.0,0.0,
10436,10436,204127,0.090342407,0.0,0.246640225,0.013178388,0.0,2.05e-11,0.045471609,4.45e-21,0.022652033,0.0,0.101300845,0.0,0.06916996,
10438,10438,9510241,0.002715483,0.01924235,0.038153959,0.02403109,0.013942685,6.910000000000001e-21,0.176889428,0.001822381,0.004482091,0.019463395,0.012839922,0.01924235,0.057312253,
10439,10439,204129,0.002061492,0.008261247,0.561885979,0.01627916,0.008520519,0.001280185,0.11598221,0.001150326,0.008021496,0.00834509,0.017088425,0.008261247,0.043478261,
10441,10441,204128,0.001443045,0.0,0.417492918,0.008527212,0.0,2.08e-11,0.02127492,4.45e-21,0.006538169,0.0,0.059216113,0.0,0.053359684,
10445,10445,204136,0.026301797,0.0091255,0.507029899,0.00542644,0.000774503,0.00499255,0.0,5.98e-05,0.002697816,0.009184687,0.004437326,0.0091255,0.029644269,
10447,10447,204138,0.003191759,0.000851544,0.487077474,0.019379932,0.002323778,3.78e-06,0.00036622,3.76e-05,0.043658843,0.000857407,0.040561407,0.000851544,0.092885375,
10449,10449,204140,0.021752297,0.002508877,0.496051645,0.036434196,0.030209147,0.001652834,0.117807822,0.003360273,0.005019002,0.00251116,0.001652196,0.002508877,0.031620553,
10452,10452,204143,0.024737906,0.035769164,0.518605086,0.068992338,0.051123166,0.004265982,0.149258789,0.005741077,0.011153701,0.036535465,0.007788923,0.035769164,0.086956522,
10453,10453,204144,0.084082579,0.082442157,0.545819409,0.039534968,0.025561574,0.004156647,0.0,0.009437707,0.019133702,0.081703263,0.033421561,0.082442157,0.071146245,
10455,10455,204146,0.237687205,0.083745908,0.602512116,0.070542724,0.048799388,0.002072384,0.00036622,0.029613237,0.058654958,0.080005496,0.00911068,0.083745908,0.12055336,
10456,10456,204147,0.508872947,0.038389631,0.477080597,0.046511705,0.024012389,0.000476408,0.148169484,0.015641265,0.020968832,0.039318094,0.020817667,0.038389631,0.12055336,
10457,10457,204148,0.019477547,0.008007054,0.294410456,0.031783038,0.003872963,1e-12,0.0,0.001385339,0.010305439,0.008065224,0.063507574,0.008007054,0.152173913,
10459,10459,204150,0.004172745,0.023029813,0.491062132,0.037209389,0.03098374,0.00346573,0.125773253,0.004424716,0.006277815,0.023177978,0.003351597,0.023029813,0.031620553,
10464,10464,204155,0.009170086,0.0,0.449938541,0.01627916,0.000774503,1.44e-10,0.00036622,2.12e-05,0.023720244,0.0,0.495015325,0.0,0.081027668,
10467,10467,204158,0.051750562,0.103341077,0.672383235,0.035659003,0.013942685,0.051174606,0.249161461,0.006168471,0.033166976,0.103132843,0.018882238,0.103341077,0.114624506,
10469,10469,204160,0.325513169,0.002363987,0.245722184,0.010077616,0.005422148,4.37e-12,0.004254257,0.003624147,0.002583145,0.002389036,0.003257186,0.002363987,0.027667984,
10472,10472,204163,0.065043633,0.002440245,0.497487967,0.026356669,0.000774503,4.5e-11,0.231553022,3.95e-05,0.034897342,0.002297444,0.111504806,0.002440245,0.126482213,
10473,10473,204164,0.005438074,0.01565824,0.487149844,0.020155125,0.011618907,2.15e-06,0.001464881,0.000474149,0.017073241,0.016079563,0.009299502,0.01565824,0.051383399,
10477,10477,204168,0.027154828,0.018505192,0.485817385,0.047286916,0.037180481,0.002687106,0.00756855,0.015966778,0.009723478,0.019463395,0.00793054,0.018505192,0.055335968,
10478,10478,204169,0.008459227,0.000239449,0.266142827,0.023255897,0.002323778,3.64e-11,0.003125079,4.87e-05,0.021992321,0.0002646,0.068389576,0.000239449,0.110671937,
10480,10480,204171,8.67e-05,5.49e-05,0.022765255,0.006201633,0.000774503,4.860000000000001e-21,0.138116461,6.76e-05,0.001597294,5.5e-05,0.056190235,5.49e-05,0.033596838,
10483,10483,204174,0.13223406,0.017742616,0.621393004,0.04263574,0.01549187,0.00256814,0.00073244,0.009421751,0.080585304,0.017326238,0.022469863,0.017742616,0.152173913,
10488,10488,204179,0.050471015,0.004168752,0.4353681,0.017054353,0.001549006,0.001624689,0.124782457,0.000105137,0.00955279,0.00412166,0.04852263,0.004168752,0.092885375,
10491,10491,204182,0.341962455,0.008947565,0.513996691,0.017054353,0.000774503,0.000464092,0.007163092,1.4e-06,0.010498893,0.009413668,0.204306755,0.008947565,0.090909091,
10492,10492,204183,0.409461396,0.016420816,0.380767819,0.031783038,0.003872963,3.79e-07,0.089820817,0.002618126,0.015638177,0.016486641,0.124285248,0.016420816,0.140316206,
10496,10496,204187,0.004919147,0.001248084,0.497606829,0.035659003,0.029434555,0.002637295,0.009202008,0.003364396,0.006370687,0.00126194,0.003351597,0.001248084,0.027667984,
10498,10498,204189,0.079884244,0.034286207,0.432774638,0.037984582,0.020914018,0.000748671,0.121683794,0.008585558,0.008086662,0.03468428,0.044679623,0.034286207,0.100790514,
10499,10499,204190,0.027936773,0.000658358,0.422732061,0.007752019,0.001549006,0.00949673,0.005005009,0.001129711,0.00449708,0.000636059,0.011706987,0.000658358,0.033596838,
10500,10500,204191,0.024595734,0.005948098,0.498358121,0.022480704,0.004647556,0.001803314,0.071788666,0.000312938,0.010801139,0.006029836,0.014067267,0.005948098,0.088932806,
10502,10502,204193,0.348931721,0.0,0.18937788,0.010852809,0.0,3.41e-13,0.212208812,4.45e-21,0.005114754,0.0,0.020156789,0.0,0.051383399,
10504,10504,204195,0.046134773,0.096511187,0.418933214,0.012403195,0.00309837,9.4e-05,0.0,0.000589594,0.006539107,0.096900995,0.015813874,0.096511187,0.059288538,
10505,10505,204196,0.443016091,0.040107208,0.604651146,0.04263574,0.021688611,0.001580899,0.0,0.012924062,0.05116716,0.043588338,0.020817667,0.040107208,0.112648221,
10507,10507,204198,0.416411468,0.003151983,0.435752595,0.017054353,0.001549006,0.002428207,0.222773534,0.000445288,0.008036704,0.003129409,0.014161678,0.003151983,0.077075099,
10509,10509,204200,0.379719751,0.00358411,0.521068354,0.017829546,0.006196741,0.001061956,0.0,0.006397093,0.022298823,0.003918121,0.004106887,0.00358411,0.065217391,
10512,10512,204203,0.039594867,0.038433607,0.562513052,0.046511705,0.01549187,0.002535294,0.161452257,0.002519174,0.023123455,0.038577467,0.035168168,0.038433607,0.154150198,
10513,10513,204204,0.014928047,0.000838834,0.498165093,0.036434196,0.027110759,0.003145929,0.004113873,0.003051045,0.007391178,0.000852319,0.001746607,0.000838834,0.045454545,
10515,10515,204206,0.04705889,0.002079292,0.572062589,0.030232652,0.000774503,0.004247873,0.038006676,5.85e-05,0.029760613,0.002063374,0.170669465,0.002079292,0.136363636,
10522,10522,204213,0.001073398,0.000217589,0.35488886,0.010852809,0.001549006,5.27e-09,0.061680986,8.25e-05,0.016938806,0.000232289,0.058476874,0.000217589,0.04743083,
10524,10524,204215,0.000406612,0.000284695,0.360166836,0.006976826,0.000774503,0.000793703,0.041348818,2.16e-06,0.002418922,0.00028241,0.036442719,0.000284695,0.033596838,
10526,10526,204218,0.405398124,0.186703155,0.46774743,0.026356669,0.009295111,0.029862646,0.004760862,0.00871865,0.018903078,0.189243993,0.01831577,0.186703155,0.084980237,
10528,10528,204220,1.37e-18,0.0,0.011689902,0.001550475,0.000774503,2.7e-18,0.134908487,5.03e-21,0.000497888,0.0,0.12412711,0.0,0.009881423,
10530,10530,204222,0.001947755,0.00017158,0.528907918,0.006201633,0.002323778,0.014659304,0.179817689,4.01e-05,0.005849847,0.000168428,0.008402596,0.00017158,0.023715415,
10533,10533,204225,0.015709992,0.000279611,0.279833948,0.017829546,0.001549006,1.14e-12,0.156880066,0.000157088,0.007519106,0.000290043,0.061811949,0.000279611,0.06916996,
10534,10534,204226,0.105592473,0.016802105,0.372666933,0.039534968,0.026336166,1.61e-06,0.206940536,0.022856656,0.006657631,0.016995488,0.00835539,0.016802105,0.075098814,
10535,10535,204227,0.003298387,0.002643599,0.549486082,0.006976826,0.002323778,0.019631218,0.046850417,0.000973036,0.005576783,0.002595119,0.010149203,0.002643599,0.027667984,
10539,10539,204231,0.007819453,0.0,0.40281151,0.009302423,0.0,7.32e-09,0.008209435,4.45e-21,0.021765879,0.0,0.024924554,0.0,0.04743083,
10541,10541,204233,0.005679766,0.007142801,0.567589059,0.019379932,0.003872963,0.000195402,0.105598727,0.000279542,0.02793155,0.006996645,0.018929443,0.007142801,0.088932806,
10542,10542,204234,0.143437915,0.061220412,0.662188917,0.058914811,0.010844314,0.006187677,0.0,0.007209454,0.118003568,0.059332825,0.084569294,0.061220412,0.264822134,
10547,10547,204239,0.001961972,0.00259276,0.512766053,0.014728774,0.006971333,9.69e-06,0.0,0.000219758,0.021883787,0.002671446,0.014067267,0.00259276,0.043478261,
10551,10551,204243,0.04513957,0.000154549,0.207564663,0.009302423,0.000774503,4.29e-14,0.022407151,8.2e-05,0.004078212,0.00016105,0.060738966,0.000154549,0.055335968,
10553,10553,204245,0.003383691,0.022724783,0.374290812,0.014728774,0.006971333,6.5e-05,0.165384977,1.27e-05,0.006248323,0.022898112,0.009582736,0.022724783,0.041501976,
10560,10560,204252,0.005224816,1.36e-05,0.497606829,0.020930318,0.016266463,0.002795832,0.158343342,0.001818258,0.00624526,1.56e-05,0.001274551,1.36e-05,0.023715415,
10561,10561,204253,0.379262668,0.052224805,0.456460583,0.106201637,0.010844314,0.000396118,0.106528211,0.000412303,0.048476943,0.052174367,0.534398952,0.052224805,0.507905138,
10562,10562,204254,0.014785875,0.043973726,0.469188968,0.031783038,0.01549187,0.000753969,0.062352816,0.001871857,0.015308341,0.044031798,0.05544533,0.043973726,0.09486166,
10564,10564,204257,0.443090731,1.07e-06,0.172184146,0.01627916,0.000774503,1.81e-13,0.005139289,0.001348232,0.006098888,1.07e-06,0.006844811,1.07e-06,0.084980237,
10567,10567,204260,0.008245969,0.119119295,0.589010902,0.036434196,0.0123935,0.000208483,0.0,0.000614332,0.045580569,0.118429546,0.037103597,0.119119295,0.124505929,
10568,10568,204261,0.039665953,0.124883358,0.661848163,0.043410933,0.022463203,0.03176508,0.0,0.009544988,0.029931619,0.125870669,0.020156789,0.124883358,0.114624506,
10570,10570,301116,1.35e-18,0.0,0.573725445,0.0,0.0,0.000668593,0.0,4.45e-21,0.004886616,0.0,0.062510592,0.0,0.001976285,
10574,10574,301129,0.001322198,0.0,0.593493568,0.00542644,0.0,0.114835251,0.21299175,4.45e-21,0.010857864,0.0,0.038425354,0.0,0.029644269,
10579,10579,9904003,0.001244004,0.026683826,0.129661414,0.006201633,0.003872963,1.15e-15,0.00036622,0.000585471,0.001020463,0.02837992,0.00278513,0.026683826,0.015810277,
10584,10584,9904008,0.001386176,0.030022387,0.20049918,0.003876054,0.002323778,1.6e-14,0.10501901,0.000535994,0.00231058,0.03072545,0.011329343,0.030022387,0.015810277,
10586,10586,9904010,1.12e-18,0.0,0.0,0.006201633,0.006971333,0.0,0.002929761,0.00917375,0.0,0.0,0.0,0.0,0.0,
10587,10587,9904011,0.369919843,0.000447378,0.169823295,0.023255897,0.001549006,4.46e-14,0.00036622,0.00105962,0.010911034,0.000429976,0.017324453,0.000447378,0.114624506,
10589,10589,9904013,0.412907642,0.043069818,0.234593401,0.031783038,0.005422148,1.2e-13,0.197702672,0.00334378,0.01014232,0.04352346,0.028040123,0.043069818,0.128458498,
10593,10593,9904017,1.12e-18,0.0,0.0,0.075969074,0.076684739,0.0,0.023749813,0.06687198,0.0,0.0,0.0,0.0,0.0,
10595,10595,9904019,0.302002917,0.00358411,0.106698368,0.037209389,0.006196741,3.36e-17,0.021888062,0.000725654,0.013143054,0.003511044,0.052077211,0.00358411,0.160079051,
10606,10606,9904033,0.476074606,0.001962364,0.102652283,0.030232652,0.001549006,2.69e-19,0.160397919,0.003756084,0.010255525,0.002004857,0.005334232,0.001962364,0.14229249,
10623,10623,9904050,0.413407376,0.012226645,0.249853358,0.027907073,0.003872963,9.85e-13,0.035849346,0.003067537,0.024760494,0.012822943,0.017371659,0.012226645,0.126482213,
10628,10628,9904056,0.36896587,0.038523845,0.233040219,0.033333424,0.010844314,3.7e-13,0.002685614,0.001636844,0.020007533,0.037138448,0.03493214,0.038523845,0.130434783,
10631,10631,9904059,0.000208993,5.8e-06,0.021277164,0.006201633,0.000774503,1.26e-19,0.000793477,4.54e-07,0.002732456,5.85e-06,0.075683313,5.8e-06,0.0256917,
10644,10644,9904073,0.412869256,0.015607401,0.124474675,0.027907073,0.005422148,4.54e-15,0.024153091,0.004123034,0.006580995,0.015952352,0.022517068,0.015607401,0.12055336,
10649,10649,9904078,0.119963206,0.006608997,0.220237595,0.038759775,0.007745926,1.93e-12,0.002014211,0.003248951,0.044789422,0.006258817,0.024735731,0.006608997,0.154150198,
10654,10654,9904083,0.398740215,3.3e-06,0.127416026,0.006976826,0.000774503,1.96e-15,0.00073244,0.000915314,0.002174923,2.95e-06,0.001038523,3.3e-06,0.035573123,
10657,10657,9904086,0.247362712,0.003380756,0.131765275,0.017829546,0.002323778,8.91e-16,0.001647991,0.0022017,0.005430979,0.003383832,0.00354042,0.003380756,0.079051383,
10658,10658,9904087,0.077768015,0.036722131,0.210603913,0.038759775,0.013168092,2.38e-12,0.00036622,0.00585545,0.033996125,0.036624004,0.020392817,0.036722131,0.132411067,
10663,10663,9904094,0.071167686,0.047991742,0.220282865,0.020155125,0.00309837,4.78e-14,0.001190215,0.001459554,0.013303547,0.048402539,0.048873368,0.047991742,0.096837945,
10664,10664,9904095,1.12e-18,0.0,0.0,0.036434196,0.037180481,0.0,0.010742458,0.01388679,0.0,0.0,0.0,0.0,0.0,
10667,10667,9904098,0.404078769,0.001014227,0.184851381,0.020930318,0.001549006,2.04e-12,0.003295981,0.001867734,0.014794086,0.001060946,0.022989124,0.001014227,0.102766798,
10670,10670,9904101,0.352149781,2.87e-06,0.003111754,0.00542644,0.000774503,1.7899999999999998e-38,0.045770544,0.00091119,0.001190046,2.87e-06,0.0067504,2.87e-06,0.02173913,
10681,10681,9904113,0.376311891,0.000787996,0.145901332,0.017054353,0.000774503,6.95e-15,0.001464881,0.001109096,0.005425831,0.000811611,0.023886031,0.000787996,0.084980237,
10683,10683,9904115,0.104886589,0.015149855,0.121960738,0.039534968,0.005422148,7.81e-16,0.190873473,0.001484292,0.010089993,0.015697928,0.021195312,0.015149855,0.177865613,
10684,10684,9904116,0.035898398,0.020996276,0.134998138,0.018604739,0.008520519,5.68e-15,0.399828063,0.005747179,0.005765158,0.021066263,0.005523055,0.020996276,0.051383399,
10687,10687,9904119,0.021396867,0.00039654,0.02838726,0.006201633,0.000774503,3.92e-27,0.620276782,5.9e-07,0.002494481,0.000396901,0.017796509,0.00039654,0.029644269,
10688,10688,9904120,1.12e-18,0.0,0.0,0.026356669,0.027110759,0.0,0.20836405,0.018740508,0.0,0.0,0.0,0.0,0.0,
10690,10690,9904122,0.148548994,0.078853217,0.208072228,0.023255897,0.006971333,3.71e-14,0.613361572,0.003174736,0.007208455,0.079652356,0.018174154,0.078853217,0.084980237,
10693,10693,9904125,1.12e-18,0.0,0.0,0.0,0.000774503,0.0,0.52559145,7.79e-07,0.0,0.0,0.0,0.0,0.0,
10695,10695,9904127,0.004073224,0.0,0.008179477,0.006201633,0.0,9.24e-34,0.594760928,4.45e-21,0.001753839,0.0,0.003493214,0.0,0.035573123,
10698,10698,9904131,1.12e-18,0.0,0.0,0.011628002,0.0123935,0.0,0.001464881,0.009595537,0.0,0.0,0.0,0.0,0.0,
10708,10708,9904142,1.12e-18,0.0,0.0,0.009302423,0.010069722,0.0,0.554506974,0.004908348,0.0,0.0,0.0,0.0,0.0,
10709,10709,9904143,0.376652393,0.100775769,0.162758654,0.027907073,0.010844314,4.58e-14,0.351215484,0.008074714,0.005991819,0.102093269,0.007316867,0.100775769,0.086956522,
10712,10712,9904146,0.007606195,0.016573332,0.108805535,0.021705511,0.001549006,3.57e-17,0.004028422,1.58e-05,0.012108109,0.016715622,0.103052172,0.016573332,0.12055336,
10713,10713,9904147,1.12e-18,0.0,0.0,0.002325668,0.00309837,0.0,0.595491263,0.005345637,0.0,0.0,0.0,0.0,0.0,
10715,10715,9904149,0.388296269,0.006329386,0.158998168,0.02403109,0.010844314,8.87e-15,0.03141079,0.012549855,0.00427156,0.006538683,0.004484531,0.006329386,0.081027668,
10716,10716,9904150,0.278076813,0.000455004,0.156675595,0.027131862,0.000774503,2.24e-15,0.00054933,0.000126165,0.009466774,0.000452874,0.011234931,0.000455004,0.132411067,
