,Rank,Id,degree centrality,betweenness centrality,closeness centrality,eigenvector centrality,Katz-Centrality,Percolation-Centrality,Harmonic centrality,hubscore,authoritiesscore,Page-Rank,rank-Prestige,degree_prestige
800,801,9705123,9502074,9401148,9310026,208131,9310019,9401148,9608055,9902069,9912114,2046,9804136,9504129
801,802,9705117,9712053,9804164,8241,205290,9306078,9804164,208086,9605040,9409110,9703014,202162,9706020
802,803,9705113,9612208,9602062,204004,4182,9712161,9602062,9410104,9403001,6006,9708116,3110,9609064
803,804,9705106,9803054,9305142,9711201,9606015,9409110,9305142,9802023,9301103,9611150,9707118,9607077,9307009
804,805,9705104,6204,9301015,207164,206010,9701060,9301015,9909047,9204103,9405121,9802092,9609205,9502077
805,806,9705102,9903221,9704194,11140,205103,9312045,9704194,9510199,9208018,6192,208072,9604166,9312187
806,807,9705099,9510205,9208055,9707247,9805208,9801042,9208055,9603030,204214,3174,9911072,9907029,9605062
807,808,9705078,6062,9702075,204144,202111,10107,9702075,9405162,9412148,9507158,9706066,5061,205223
808,809,9705077,9611133,9303032,208086,202106,9708081,9303032,5273,9209042,9705220,11197,9403157,9312209
809,810,9705075,9305016,9707091,9410104,9602156,9211070,9707091,5031,9202069,9303091,204166,9601016,9210024
810,811,9705062,9710161,9603150,8107,9803173,9803187,9603150,207164,9405064,9706082,9606194,208228,9508087
811,812,9705057,9402041,9206078,9412159,9233,9707129,9206078,8171,9701039,9405157,9710233,9310193,9906027
812,813,9705055,9910103,9304155,3059,12002,9712109,9304155,9707247,9308125,9509018,3081,9705155,9607020
813,814,9705048,9505036,9509020,9242,9710149,9504026,9509020,2256,9805008,209159,9711106,202021,2046
814,815,9705044,9904047,9802023,9707192,212107,9409169,9802023,9610200,9610149,12093,9912128,9805172,9205096
815,816,9705038,9602085,9212104,9410209,201187,9501101,9212104,9510106,9501137,9610002,9708055,9603037,9209027
816,817,9705034,9706175,9302086,9404114,209160,9602176,9302086,9606133,9707051,9502094,5122,9712239,9608190
817,818,9705030,9503020,9310118,9607095,9303159,9610128,9310118,9712028,9407001,9604083,9711110,9303131,9407048
818,819,9705029,9306013,9211059,9603030,9611203,9802071,9211059,9309050,9705038,209086,9607108,9403193,9803264
819,820,9705023,9015,9309095,9605003,9611072,9412166,9309095,9411238,9407013,9612008,9510209,9303032,9804011
820,821,9705019,203130,9209037,9606167,9609191,9412187,9209037,9410073,9501005,9607051,9712068,9702168,9301066
821,822,9705014,9503097,9406020,9093,9411049,9705156,9406020,9606167,9712186,9603162,9602012,8142,7248
822,823,9705007,2068,9310113,9505068,10190,9607203,9310113,9710193,9607051,9606109,10223,9310159,9303062
823,824,9705003,9603081,9506087,9705162,9711149,9609139,9506087,6110,9311050,9502122,9711073,9707134,9409085
824,825,9704213,9403124,9608035,9407023,9015,9804197,9608035,9402031,9602063,9702006,9609003,4114,9711163
825,826,9704212,9511006,9601040,11099,211119,209150,9601040,9511087,9711168,9805126,9310113,11060,9405084
826,827,9704198,9704118,9701023,9512147,9601023,9503114,9701023,3190,9709103,9407111,9309107,9402155,9410077
827,828,9704197,9710127,9208020,9802023,9712090,9401148,9208020,9093,9705172,9610012,209145,9607049,9908110
828,829,9704194,9603005,9303044,9804188,9612207,9612219,9303044,9306037,9901036,9408021,206108,11169,9207060
829,830,9704186,9307010,9305045,9803028,9707247,9412061,9305045,9602049,9408122,212336,9405008,12145,9305007
830,831,9704176,9512211,9402041,9608055,206201,9911001,9402041,9505068,9602175,9605037,209114,9608180,6066
831,832,9704174,9512121,9301038,9510199,9704172,2022,9301038,9407023,9405072,9608020,9609087,9912203,9602146
832,833,9704172,9610209,9401115,9710207,9707198,9308060,9401115,9910060,9402054,9307178,8171,211119,9408104
833,834,9704168,9503030,9304164,9707243,9508139,9803023,9304164,9707243,9604076,9503030,1143,9802073,9605044
834,835,9704167,9407177,9310013,9711149,9802023,9904202,9310013,9705220,9605145,9243,9710250,9409025,9503098
835,836,9704160,9611160,9205014,9603128,7142,9911063,9205014,206255,209034,206108,9509101,9612008,9510046
836,837,9704158,9605161,9403119,205200,3081,9310052,9403119,9601040,9803203,9702163,9611213,3188,9203052
837,838,9704150,9404025,9608055,5242,9510182,9602107,9608055,9805083,9801106,9503097,9706225,204184,3146
838,839,9704148,9310157,2071,207149,9711106,9304011,2071,1197,9603086,9303017,9701042,9605022,9304149
839,840,9704144,201121,9804167,9711157,9904096,9409030,9804167,9501020,9201068,9706102,9801207,9402142,9406004
840,841,9704142,9410056,9205015,205195,9412159,9403157,9205015,9904181,9303020,9031,9711081,9607134,9910208
841,842,9704137,9906151,9605225,9501020,9804112,9405163,9605225,9410209,9804011,207164,9703094,9408001,9703168
842,843,9704131,9610094,9707118,3086,9710065,9303131,9707118,9404114,9205040,204259,1124,208123,9608097
843,844,9704124,9404105,9707044,9610097,3146,9403193,9707044,9607095,1070,9236,9309050,9612241,9402147
844,845,9704120,9303006,9309065,9407074,9407074,9312094,9309065,205200,9909052,9305016,9402031,9508039,4077
845,846,9704118,9508159,9405110,9707237,9603031,9412119,9405110,5242,9205016,9610038,9511087,9712043,9606076
846,847,9704116,9602098,9512139,9607121,9603075,9801099,9512139,9711157,9209023,9609182,3190,12188,9611065
847,848,9704114,6047,9412061,9210123,9710153,9605001,9412061,9711149,9606101,9801038,9306037,9412041,9212011
848,849,9704112,9412244,9610242,9409035,8186,9704025,9610242,9804001,9304088,9601076,9602049,9710122,9306073
849,850,9704108,9605003,9708099,9232,9310170,9403037,9708099,9910080,9403103,9803011,9706175,9605153,9912248
850,851,9704096,9906142,8107,9803208,9404113,9605022,8107,9706179,9308094,9705077,12072,9211126,9204084
851,852,9704094,9608013,9510216,209051,9310026,9401093,9510216,9607121,9405157,9803263,209134,9709071,9610024
852,853,9704089,9711083,9612118,9608148,9612083,9710183,9612118,9801207,9610097,9905167,9505073,9608055,9912179
853,854,9704088,9902187,9504124,9705183,9410073,9507085,9504124,4163,9610051,9611092,9605145,9803251,9911055
854,855,9704087,9605064,9605136,9805083,9605030,9604113,9605136,9803051,9704158,9507029,9709065,7079,9709107
855,856,9704080,9501075,9303131,9705220,9605200,9303029,9303131,9903205,9201031,9207040,9702050,209242,9606105
856,857,9704074,9708149,9407074,9711052,9510008,9608190,9407074,208132,9304108,9607007,9601011,9312187,9611134
857,858,9704072,9401128,9410084,206255,9803063,9301097,9410084,207217,9303078,9910039,210097,7248,9804133
858,859,9704070,205062,9706226,9606015,9609152,4012,9706226,9709228,9603054,9210047,9905142,9304149,9307023
859,860,9704059,9607122,9507171,9410073,11227,9412069,9507171,10226,9504142,9906194,9506156,9610115,9603150
860,861,9704057,9704051,9803159,9706107,9912271,9610153,9803159,9804113,9411099,206185,9711163,9306073,9212153
861,862,9704056,203206,9307049,9712028,6062,9610101,9307049,9706082,9504124,9208035,9612183,9912248,9712223
862,863,9704054,9208020,9408104,9805172,9707224,9601155,9408104,9912271,9610175,9409180,9605225,9709107,9503137
863,864,9704052,9911083,9610220,9510092,211105,9303057,9610220,9805172,5071,6250,9707261,9705055,9310085
864,865,9704051,9406067,9307065,9211015,9510199,9409180,9307065,9510092,9706090,9910145,9707185,9305045,9305045
865,866,9704049,9509105,9305037,9801024,5024,9401105,9305037,9605003,9510193,9602041,11250,9605108,9205004
866,867,9704043,9804113,9405121,2256,209159,9601053,9405121,211105,9302112,9209045,4114,9609192,9503180
867,868,9704030,9804167,9306080,9304062,4084,9604040,9306080,9407074,7084,210020,9606017,9712193,204004
868,869,9704029,9612131,9209041,9802047,210112,9402057,9209041,9710179,9301017,9905025,206038,4012,9202086
869,870,9704025,9708025,9907067,9506064,208003,6106,9907067,9211015,9208065,9612204,5277,9705138,9503072
870,871,9704019,9709152,9611036,9606049,9802091,9502122,9611036,9801024,9705019,9601020,205290,6170,9605108
871,872,9704018,9605174,9505173,5031,9804027,9310134,9505173,9604026,9309157,9904016,206010,202112,9609065
872,873,9704016,9912018,9602001,206201,9706107,3153,9602001,9304062,9206069,9511006,3086,9709025,9603128
873,874,9704014,9310080,9310080,9704172,9901119,9707035,9310080,9706107,9207096,210040,9610097,9408079,8123
874,875,9704013,9702125,9710239,208132,9805159,9412018,9710239,9802047,9403080,210112,9707237,9604082,9603131
875,876,9704009,9609095,9405086,5054,9235,9309115,9405086,9506064,6062,9404100,9409035,9701065,209058
876,877,9703222,9912114,9606181,9412074,9506138,9222,9606181,9805159,9910053,9308106,9803208,9406214,9512173
877,878,9703219,9601142,9412200,9605174,212240,9609207,9412200,9802092,9706007,9604077,209051,203187,9503181
878,879,9703204,1177,9303158,9712145,9604195,9307092,9303158,9712145,9309026,9303172,9608148,9705029,9408009
879,880,9703201,9705133,9610191,8171,9912279,9211084,9610191,205103,9401159,9404105,9705183,9179,9305142
880,881,9703196,11263,9508099,9610006,9412113,9803011,9508099,7122,9703071,208039,9711047,9312055,9201009
881,882,9703193,9503063,9307145,9709228,9406046,9910218,9307145,9508151,9201036,211119,9607077,9407157,9203031
882,883,9703188,11110,9603128,204087,9608137,9603117,9603128,9912114,9202057,9704176,9611182,1071,9203062
883,884,9703176,206173,9706225,9406214,9510130,9702002,9706225,8190,9601138,9610077,9404192,9506079,9608056
884,885,9703174,9607176,9507005,9703222,7099,9302091,9507005,7036,10253,207037,9911186,9505002,9301011
885,886,9703168,9412213,9503175,9709047,12080,9405133,9503175,206201,9407179,9412237,9710046,9406027,9907017
886,887,9703163,9403197,9702083,9710179,9509070,6096,9702083,2219,9203013,9903116,9707087,9603042,9206036
887,888,9703158,9803057,1019,9801106,6147,9906034,1019,9703014,9904016,9709033,9503161,9706035,9610114
888,889,9703150,9709098,1197,9604026,206229,9505016,1197,4032,9505176,9905142,4032,3290,9512051
889,890,9703139,10179,9408113,9603044,9804001,9511119,9408113,9704172,9501016,9906129,9235,9802133,9301097
890,891,9703137,9610234,9302032,9612118,9506122,9602068,9302032,9803087,9609010,9606045,9912279,207268,9910166
891,892,9703126,9707139,9502069,5122,9412167,9302037,9502069,4083,3285,9506080,6147,9509111,9712193
892,893,9703123,9708093,9406132,9508151,9411198,9411099,9406132,9803139,9711188,12213,9706079,9612149,9407060
893,894,9703114,9910146,9401030,9510106,9706091,9906217,9401030,9605174,9601028,201250,6146,9602114,9202057
894,895,9703110,9408173,9711052,4135,9705007,9603162,9711052,9605145,9201001,9712111,9507143,9412114,9204101
895,896,9703105,10068,9803051,7036,205191,209079,9803051,9709030,9711065,9309055,9803072,9304150,9305037
896,897,9703100,9611143,9410054,9606181,5191,9711024,9410054,3086,9205091,9207012,9602062,9404094,9803002
897,898,9703094,9901049,9505122,2219,9804164,9301103,9505122,9306156,9203082,9602012,9710078,1046,4012
898,899,9703087,205251,9601069,9411020,9505135,9303091,9601069,9603128,9505074,9307074,9707222,9803117,9705138
899,900,9703080,9401113,9409035,9304125,9707171,9307074,9409035,9610097,9405008,9610242,9509166,9502074,9905179
900,901,9703072,209232,9310067,9601040,9612065,9407044,9310067,9707237,9204071,9711069,9505144,9712053,9506211
901,902,9703071,9411018,9503014,9308052,9610200,9403009,9503014,9711052,9202061,6186,9702201,9612208,7084
902,903,9703041,9612060,9307171,9803051,9603097,9209105,9307171,9404157,9203016,9301076,9701069,2096,9212007
903,904,9703040,9409139,9506150,9903205,9406136,9803012,9506150,9302033,9506176,9710022,4182,6144,9301102
904,905,9703037,9701018,9209045,7142,9702194,2151,9209045,9606181,9202007,9704070,8135,9601155,9612124
905,906,9703031,9305038,9309105,1197,206006,9707020,9309105,9210123,9605004,9603010,9612069,9903221,9504056
906,907,9703030,207038,9309152,9904096,9406059,9602009,9309152,9705172,9409025,10159,9612241,5269,6170
907,908,9703029,9412200,9412110,9904181,11014,9602041,9412110,9411020,9507143,9612149,9505173,9402041,202112
908,909,9703023,9607105,9310134,212014,208086,9309154,9310134,9211047,9201030,9803203,9612017,9802115,9709025
909,910,9703014,9507045,9411238,9706082,9706020,9307017,9411238,9606077,9611006,9609153,9250,9505036,9302104
910,911,9703010,9503157,9610157,203124,9410104,9603092,9610157,4004,9701050,9505070,9502113,9904047,9904182
911,912,9703008,9704014,9601052,9801207,9306083,9310029,9601052,9409035,9908141,9705163,9711044,9706175,9408079
912,913,9702202,9510123,9611213,3112,3268,9410010,9611213,11214,9207025,9607208,9712028,9707004,9202021
913,914,9702201,9907176,2046,9607037,9710192,9604056,2046,9232,9308066,9801017,9603150,9712125,9211085
914,915,9702195,211105,4077,9912271,9606144,9702009,4077,207149,9903205,9409139,207143,9306013,9701065
915,916,9702194,9911011,9403173,9303013,6146,9404008,9403173,9405029,9912179,9503127,205315,9503097,9605080
916,917,9702184,9609061,9904019,9406212,9706110,9503209,9904019,9803208,207274,9404104,211171,9710127,9202005
917,918,9702178,9508017,9908141,9612194,9601112,9410140,9908141,9306153,9504131,9904181,6062,9603005,201258
918,919,9702168,9605213,9606015,9408104,204071,9704016,9606015,9301083,9203040,9407074,9802091,9701169,9202037
919,920,9702166,9804086,9610243,9608071,9712110,8003,9610243,209051,9304022,9911022,9804027,9307010,9302020
920,921,9702163,6151,9406136,9506159,9412074,205175,9406136,9608148,9310097,9804021,9503029,9707224,9406151
921,922,9702147,9312059,9612128,9602175,9707091,9403143,9612128,9211040,203124,11060,9410073,9708109,9406214
922,923,9702137,9405190,9611134,9804113,9801017,9805052,9611134,9705183,202186,9907129,9501020,9404105,9307107
923,924,9702125,9312169,9510156,211105,206255,9212086,9510156,212014,9802071,9710178,9705232,9701103,9312065
924,925,9702109,9212113,9801020,9305109,206107,9805095,9801020,9908141,9603106,9803063,9612204,9602098,9604064
925,926,9702107,9404037,9305010,9403094,9506156,9707029,9305010,201056,9304130,9405009,9708089,9412244,203187
926,927,9702106,9007,9403037,6156,9711163,9410063,9403037,9512143,9409142,9304011,9712056,9711083,9203019
927,928,9702104,9805126,9607208,9403129,2247,12134,9607208,7142,9307117,9505173,208131,9902187,9705229
928,929,9702096,206052,9607243,9407018,9612183,9308119,9607243,2247,9509111,9610165,212107,9605064,9502044
929,930,9702094,9412142,9503104,9709030,205316,9605188,9503104,205316,9211029,9608180,9303172,9501075,9512031
930,931,9702093,209145,9604142,7001,9411051,9707009,9604142,9904096,9702137,9712194,9702083,9906139,9307178
931,932,9702089,9505049,9410056,9308075,208039,9209075,9410056,9707090,9402015,9510123,9611194,9401128,204189
932,933,9702086,9708166,9705232,9601022,9605225,9505160,9705232,9412074,9303161,9608144,9607117,205062,9205061
933,934,9702083,6116,9603176,9910188,9707090,9503133,9603176,9804182,9303012,9502041,206164,203206,9607073
934,935,9702082,9406132,9804011,9805159,9707261,9306069,9804011,9511053,9702147,9805175,6181,9911083,9411238
935,936,9702075,9804112,9502024,9512073,9705162,9609032,9502024,9510208,9610192,205158,9711058,9407154,9204056
936,937,9702072,201029,1143,9605145,9612128,9404098,1143,9610195,3191,9703030,9612028,9804167,9608071
937,938,9702050,9410180,2256,9606133,8201,9210105,2256,204087,9506186,12002,9505122,9612131,9611036
938,939,9702049,9605037,9309145,8135,11141,9309026,9309145,9703222,1164,9705189,9709013,9605174,9203061
939,940,9702045,9704019,9402073,9612069,9607208,9708134,9402073,9709047,3192,1019,9911033,9601142,9310096
940,941,9702043,9603009,9306147,9612241,9902204,9307147,9306147,5054,9603052,9505132,9605159,206173,204168
941,942,9702028,9609138,9403143,9505173,9031,7148,9403143,9604195,9503224,9906082,9706090,9709098,9510092
942,943,9702009,9601103,9503133,9505144,9706225,9605048,9503133,9505144,9305076,9804019,9504148,9707139,9608179
943,944,9702006,9803030,9705139,9612017,208221,9307123,9705139,9608137,9403081,9608003,210061,9910146,9401155
944,945,9702002,9601041,7036,9250,9903095,203190,7036,9801106,9706091,9701129,9603081,9408173,202038
945,946,9701186,9904019,9901119,9502113,9605157,202077,9901119,9603044,9606015,9803068,9602005,9901049,9212134
946,947,9701178,9912155,9804001,9711044,9601040,9511130,9804001,9612118,9512184,9701161,3061,205251,9406136
947,948,9701175,9503017,9311048,9510208,206029,9603139,9311048,5122,9910256,9407177,9912072,9401113,9209094
948,949,9701173,9511173,9303017,9710153,9411028,9604165,9303017,9509166,9208042,9504015,1152,9605018,9605075
949,950,9701169,9805018,9410140,9707198,9610191,9510147,9410140,9611214,9606018,9912259,9907154,9409139,9305104
950,951,9701166,9509166,9304068,9508139,9601104,1185,9304068,12067,2256,206220,209159,207038,9802195
951,952,9701162,9309025,9610195,9610195,2245,9209116,9610195,202111,9307055,9608087,9710239,211239,201066
952,953,9701161,12077,9209023,9509166,7036,9606109,9209023,9233,9509018,9707033,9612015,9507045,9205116
953,954,9701160,9612199,9401025,2247,2219,9602001,9401025,9906151,9510008,1082,9710114,9704014,9407157
954,955,9701154,9902126,9803117,205316,209148,9910037,9803117,9707198,9605007,9805104,9509020,9805175,9503104
955,956,9701142,10237,9411112,6232,9712068,2060,9411112,9508139,9502077,210215,12090,10050,9312080
956,957,9701140,206236,9307190,9707090,9803251,9408039,9307190,9707185,9904182,9611190,6036,9508017,9310164
957,958,9701129,9511159,9408035,9804001,9602012,9512036,9408035,9908075,9605075,9701140,9906119,9605213,9402100
958,959,9701125,9308019,9206049,7191,9712062,9606174,9206049,211078,9707067,9605115,9908115,9312169,1071
959,960,9701112,5054,9311021,9406136,206179,9509077,9311021,208170,9903012,9707097,206237,9212113,9711069
960,961,9701111,9801121,9307045,205103,207235,9305066,9307045,208072,9207102,9405089,9707044,9710239,9506159
961,962,9701106,9704052,9312013,9910080,10223,9802066,9312013,209120,9502113,209158,9912086,9405121,9506079
962,963,9701103,12252,9802168,9706179,9707033,9709216,9802168,4135,9602029,6207,9509050,206052,9505002
963,964,9701101,9501018,9309055,9912128,2256,9611003,9309055,9710153,9402121,9706190,9804142,9412142,9406027
964,965,9701087,9604053,9608137,208072,9711073,9305067,9608137,9701129,9703030,9222,5144,9505049,9305133
965,966,9701078,9302001,9312143,9509022,208118,9612053,9312143,9911072,9608006,9801013,9512030,6116,9607119
966,967,9701076,203259,9404173,9411176,201017,9712036,9404173,9706066,9210001,5090,4083,9402016,9603042
967,968,9701069,209111,9612103,209120,202021,9410016,9612103,9304125,9403149,9706150,9706007,210110,9506146
968,969,9701065,9603090,9503063,9609001,9905200,9403168,9503063,11197,9411018,6163,3123,201029,9301014
969,970,9701060,9804092,9309154,9401006,9803235,9306010,9309154,9308052,204195,3189,9609155,9605037,9908136
970,971,9701050,9311048,9312210,9410093,9312187,9310040,9312210,204166,9607105,9901122,5249,9609138,9203036
971,972,9701042,9805013,9307027,9302020,7248,9606025,9307027,9606194,9603161,9507047,9610029,9601103,9402038
972,973,9701039,9607174,9610156,9410138,6066,9512065,9610156,9607218,9604097,9612183,9608183,202034,9706035
973,974,9701037,9407074,9505039,9603052,9805135,9401153,9505039,4077,9512081,9707169,9404050,9601041,9610153
974,975,9701025,3008,9505174,9304072,9702072,9210121,9505174,2045,9603097,9609095,9306083,9601053,9508005
975,976,9701023,9305051,9307163,9307101,9612060,3056,9307163,209024,9606044,203005,9705189,203101,9206099
976,977,9701021,9803203,9303072,9406067,9703031,9612068,9303072,9712068,9708097,9306078,9511187,9309025,3290
977,978,9701019,205180,9403045,9308034,9603161,9603012,9403045,9406136,9211064,9307109,9709071,9503044,203215
978,979,9701018,9405086,9503069,9604089,11243,9702045,9503069,9602012,9207097,9707029,9706096,9704052,201070
979,980,9701012,9409165,9511046,9802092,9712147,9706141,9511046,10223,9301038,9704080,9706068,9402057,9308145
980,981,9701002,9304104,9601142,9307065,207017,9801157,9601142,9711073,9208045,9912203,206255,209111,9710048
981,982,9612251,9310181,9407027,9906244,203041,9610038,9407027,9311088,9608177,9601052,12251,9712130,9203056
982,983,9612248,9803188,9512086,9305163,204218,9604052,9512086,205187,9712051,203124,207051,9607174,9602175
983,984,9612244,9707051,9509071,9712173,7125,9707097,9509071,9707214,9311029,9609123,7211,3008,9701154
984,985,9612242,9902205,9508017,9701129,209206,9610106,9508017,8135,9304063,3146,9407074,9305051,9611225
985,986,9612241,201220,9703094,9311009,205280,9710101,9703094,3112,9306037,9906217,9803131,9803203,9206063
986,987,9612224,9511165,9503161,9505043,10082,9602070,9503161,9607037,9205014,9403156,9702072,9405086,9509111
987,988,9612222,3032,9411195,9611214,9607064,9412162,9411195,9303013,9801145,10226,9607064,9803188,9210032
988,989,9612220,9409064,9510169,9301028,8126,9504027,9510169,9612069,9505071,9706202,9707204,9707051,9004
989,990,9612219,3191,9606194,9603101,10138,2136,9606194,9406212,9610002,9601072,9711201,9902205,9709212
990,991,9612215,9701087,9508058,9602002,11072,9603147,9508058,9612241,9702096,9710064,9803193,9409064,9211032
991,992,9612212,9406144,9404098,7122,3160,9604134,9404098,9612194,9402038,9602083,202112,9701087,9612149
992,993,9612208,9703031,9310042,9312189,203005,9404025,9310042,9408104,9506087,2046,209111,9703031,9201057
993,994,9612207,9703137,9405190,9703014,9707204,9703196,9405190,9406214,9612199,3285,207033,9703137,9602114
994,995,9612204,206147,9701186,9911072,9509007,9605209,9701186,9608071,9410087,9403119,206211,206147,9402060
995,996,9612199,9702184,9711168,9403066,9803227,9802116,9711168,9506159,9307066,9512042,9712223,9408096,9912075
996,997,9612194,9408096,9509077,4032,9706150,9608191,9509077,9602175,9701154,9803136,8123,9911026,9412114
997,998,9612183,9911026,9712068,9706066,5021,9508021,9712068,9015,9906074,9602085,9909202,9803081,9304150
998,999,9612182,9603161,9402057,9311181,9703014,9805200,9402057,9305109,205316,9710137,9801194,209088,9609232
999,1000,9612178,9612182,9912279,9610241,1164,9402004,9912279,9403094,9702009,208114,9406008,9709118,9904009
1000,1001,9612173,9803081,9209075,9803223,9802190,9507143,9209075,6156,9409195,8105,9505105,9909202,9601076
1001,1002,9612168,9247,9511130,11197,6163,9612049,9511130,9605200,9505102,9312059,5026,208184,9303132
1002,1003,9612164,9610056,9307108,9303044,9605220,9510195,9307108,9505173,9804136,9707240,9802049,9611047,5145
1003,1004,9612161,9410013,9607007,9610149,207199,9612251,9607007,9403129,9308006,9909189,9611065,207201,9610101
1004,1005,9612157,9712062,9609207,9607234,9506080,9701025,9609207,9612017,203199,9611040,9701166,9306032,1046
1005,1006,9612149,9909202,9606080,204166,9903050,9503078,9606080,9407018,9210084,9710248,9803051,9608068,9907024
1006,1007,9612146,9804152,9606025,9606194,3064,9702107,9606025,7001,9706028,9906174,9411198,9509109,9710248
1007,1008,9612143,9403045,9705106,9210050,7230,9710065,9705106,9308075,9805018,201173,9801020,207040,202124
1008,1009,9612131,9301038,9611194,9408077,9705219,8001,9611194,9250,208097,9710109,9705106,9610031,9302047
1009,1010,9612128,9212081,9511065,9403192,9708023,205191,9511065,9601022,9409115,208132,9709025,9611011,9803117
1010,1011,9612126,208184,9703222,207217,9902173,9706023,9703222,9502113,9607147,5269,9708064,204171,9604180
1011,1012,9612124,9611047,9605121,9512143,3203,9803054,9605121,9910188,9905026,9309137,209148,9302022,9502074
1012,1013,9612121,207201,9706066,9804182,212346,9711053,9706066,9510008,9212050,9909103,9712062,9501017,9408134
1013,1014,9612120,9306032,9407111,9909047,9712202,9805154,9407111,6232,201140,203215,207235,9708159,9403120
1014,1015,9612118,9506138,9608183,4077,5120,9706068,9608183,9803063,9302093,205316,9707033,9908038,9712053
1015,1016,9612117,9608068,9308106,9605200,9805069,9605003,9308106,9711044,9503184,9910139,208118,205232,9612208
1016,1017,9612104,9509109,9402155,9510008,205184,9604166,9402155,11227,9405135,2054,206245,9707035,6144
1017,1018,9612103,9405161,9305016,9803063,9302126,9709014,9305016,9512073,9611138,9303013,9509140,9412018,9601155
1018,1019,9612102,9405058,9612030,11227,9311130,9712241,9612030,9711162,9803087,5212,9306156,9309115,9803054
1019,1020,9612093,9601114,9504013,4083,9601043,9406214,9504013,9512031,9904181,9704142,9404157,9709014,9205085
1020,1021,9612084,9701186,9801106,9015,9711175,9711029,9801106,3264,209158,7149,9302033,4135,6204
1021,1022,9612083,9405079,9802091,9604195,9505093,9412027,9802091,205181,9802092,9406082,9705172,9607117,9903221
1022,1023,9612080,9610031,9711073,9801017,9702195,9909166,9711073,9706225,9511105,9805208,9211047,203137,9511175
1023,1024,9612079,9611011,9804027,9608137,9710177,9803027,9804027,9801017,9601104,7230,9606077,9712147,9706028
1024,1025,9612078,9311079,9503154,209166,5054,9704197,9503154,206107,9803076,9607003,4004,9607204,9501137
1025,1026,9612073,4041,9604077,206107,9018,9805050,9604077,205180,3290,9508038,11214,9911139,9510205
1026,1027,9612069,204171,9404172,9912114,209166,9303159,9404172,206196,9310021,204112,9405029,9307092,9208057
1027,1028,9612068,9302022,9711067,8190,4114,203168,9711067,201046,9202066,210221,9306153,9601072,9301077
1028,1029,9612065,9805020,9601150,9910060,9606017,9505123,9601150,9303172,9710171,9511222,9301083,9803011,9611054
1029,1030,9612060,9204030,9704158,2045,9403121,9804112,9704158,9702083,9701060,7006,9211040,9910218,5269
1030,1031,9612053,9407076,9503139,9908075,9711052,9801206,9503139,9406067,9210152,9407067,209120,9606024,6062
1031,1032,9612051,9607003,9307115,9803087,9805124,3075,9307115,9611194,9607077,9802042,9904015,9801196,9704144
1032,1033,9612049,9704124,9410187,9607218,9706060,9612008,9410187,9607117,9404037,212334,9802168,201170,9412072
1033,1034,9612042,9708159,9207050,9404113,9410203,9701154,9207050,206164,9210114,9705044,6178,204214,9205028
1034,1035,9612030,9909166,9312209,3264,9703126,9704186,9312209,6181,9204023,9805124,9607243,206164,9305016
1035,1036,9612028,9801145,9702166,9707214,10060,9703204,9702166,9604089,9405049,9602050,9403038,210040,9211133
1036,1037,9612025,9211092,9409165,9711162,9606167,9707139,9409165,9404113,9303144,205038,9705188,9411116,9710161
1037,1038,9612018,9908038,9602136,9303172,6232,9503212,9602136,9711058,207033,9712056,9612128,3217,9211113
1038,1039,9612017,9506087,9409089,9702083,9093,5191,9409089,9612028,9402123,9709027,8201,9801204,9402041
1039,1040,9612015,207164,9602064,9603081,9505068,9712088,9602064,9505122,9501100,9410041,11141,9907118,9509092
1040,1041,9612008,9707035,9512081,9611194,9407023,9512219,9512081,9709013,201148,9408113,9902204,9804070,9910103
1041,1042,9612005,9505136,9602082,9607117,9706163,9510101,9602082,209166,9203024,9608017,9031,212240,9802115
1042,1043,9611237,9909044,9505046,206164,9412209,9804019,9505046,9911033,3175,9304051,208221,9801189,9505036
1043,1044,9611225,2237,9510241,6181,9609203,9702201,9510241,9411053,5150,9606085,9903095,4109,9904047
1044,1045,9611222,9303090,9410206,9711058,9711081,9701069,9410206,9605159,9701018,9711170,206029,2251,9403081
1045,1046,9611215,9706226,9605062,9612028,9703094,9312172,9605062,9706090,9504029,9611157,9901069,9805094,9602085
1046,1047,9611214,3141,9702106,9505122,9606181,9502155,9702106,9504148,9601092,9602089,9912036,9305110,9706175
1047,1048,9611213,9504015,9303006,9709013,9411020,9610200,9303006,210061,9510151,9309145,9911107,9702089,9803005
1048,1049,9611207,9406195,9710114,9911033,1124,9609003,9710114,9610094,9505099,9601113,9907180,2071,9503020
1049,1050,9611204,9710180,9204071,9411053,206245,9711052,9204071,9709211,9708081,9606044,9709139,4069,209014
1050,1051,9611203,9307171,9211034,9605159,9509140,9606061,9211034,206038,9706020,9205015,9612103,10043,9306013
1051,1052,9611194,9607146,9703031,9602005,9705132,9607060,9703031,5277,202201,3010,9093,9805083,5031
1052,1053,9611193,9502042,9609152,9706090,9606054,9706107,9609152,205290,9502006,9802039,3112,3123,9015
1053,1054,9611190,203137,9304104,9504148,9608107,9412074,9304104,206010,9502155,209195,9607037,9305020,203130
1054,1055,9611182,2230,9512031,3061,9610104,9901122,9512031,6238,9403108,9404106,9303013,9912259,9503097
1055,1056,9611174,9804018,9704172,210061,9503161,4135,9704172,3268,9197,9602054,9406212,9706176,9311038
