,Rank,Id,Degree-Centrality,Closeness-Centrality,Betweenness-Centrality,EigenVector-centrality,Hybrid-Centrality,Harmonic-Centrality,Hub-Score,Authorities-Score,Degree-Prestige,Percolation-Centrality,Page-Rank,Load-Centrality
2092,2093,9609070,201135,210288,9911160,202045,12049,201039,206107,208080,9711179,9911160,9901120,9211030
2093,2094,9609069,202060,4011,9703038,11125,12011,204257,108120,9704195,9712050,9703038,9910249,9712059
2094,2095,9609063,203013,107189,9704087,302067,106167,7254,9506048,109164,9712059,9704087,3187,9802162
2095,2096,9609062,203140,211056,9910091,9906224,109207,9126,10004,9604013,9712193,9910091,203013,9610205
2096,2097,9609059,204145,11127,11217,4134,204257,111017,102112,12179,9802039,11217,108245,9910091
2097,2098,9609053,204204,202064,110225,105188,108119,6196,9404114,9510129,9802168,110225,207135,103051
2098,2099,9609052,204225,202198,104099,1204,203249,107189,6007,9609076,9803119,104099,111177,110225
2099,2100,9609051,204226,204026,107189,6093,108006,111052,9703072,207029,9803259,107189,112050,2172
2100,2101,9609043,205070,7239,204218,101029,6069,5001,4067,7050,9804149,204218,302050,10204
2101,2102,9609041,205222,10240,9708062,110064,209142,103064,2180,6093,9804163,9708062,112064,103153
2102,2103,9609035,206060,10244,101087,204158,209076,208188,11033,109180,9804164,101087,112099,106058
2103,2104,9609031,206167,10015,103051,106155,212216,107261,9806004,111266,9805172,103051,9802067,9603123
2104,2105,9609026,207115,2029,112195,211245,109194,109216,9810128,9708078,9806099,112195,205180,9703060
2105,2106,9609017,207249,107081,9703060,9809193,11262,207201,112178,110172,9806169,9703060,301144,9706133
2106,2107,9609007,208203,102149,9802162,104032,209261,209261,9707044,9710223,9806235,9802162,9702024,101087
2107,2108,9608195,209003,12231,9908064,3025,11127,204080,9912232,9512081,9807082,9908064,203136,111057
2108,2109,9608194,209163,6193,9706133,204140,112049,106131,9810070,5015,9808037,9706133,112127,203268
2109,2110,9608183,209222,102147,9906214,205055,103064,102149,105047,209239,9809021,9906214,103099,207061
2110,2111,9608180,210221,107180,103153,211035,209264,209142,206131,9806178,9809067,103153,205293,9801180
2111,2112,9608174,211272,7075,9211030,208098,9198,12049,205052,210187,9809192,9211030,8125,9904197
2112,2113,9608173,212009,109170,9801183,9811106,202055,105227,108106,9702202,9810151,9801183,106054,103023
2113,2114,9608168,303057,104167,9912257,207177,9126,109010,9811097,6007,9810225,9912257,9810195,104099
2114,2115,9608163,303157,202072,109053,211207,7236,110103,108080,108017,9811257,109053,2150,110113
2115,2116,9608157,9203071,5151,211182,106034,12231,111082,9711106,9708103,9812032,211182,211197,5016
2116,2117,9608154,9206006,12011,9602030,301016,204026,106149,9602082,106148,9812067,9602030,9708008,104032
2117,2118,9608137,9206049,107103,9606044,203269,206185,11217,9512127,302059,9901041,9606044,107065,9510161
2118,2119,9608126,9402113,209261,9608117,203272,6193,211268,7226,9712018,9901056,9608117,109200,9707244
2119,2120,9608125,9403179,10121,9712059,5169,109170,6246,9903003,9801087,9903033,9712059,208098,9009
2120,2121,9608117,9406125,201224,9801180,206072,101220,106083,9204083,9702012,9903048,9801180,9801151,11193
2121,2122,9608116,9407106,202163,4056,210264,109064,303210,203160,9909172,9903132,4056,205021,9710124
2122,2123,9608113,9503023,102056,9710124,8173,108226,106034,9910076,9811035,9903165,9710124,210046,9801183
2123,2124,9608111,9503099,5217,12104,208157,102112,107180,6176,103099,9903226,12104,3183,9912257
2124,2125,9608109,9505046,3102,101219,107036,211268,101234,9404140,3208,9903228,101219,207175,102185
2125,2126,9608108,9505186,101220,206173,9905046,212308,11177,9912155,9910249,9904131,206173,1156,103171
2126,2127,9608107,9506098,9198,9510161,8119,7075,110064,12033,9609239,9904143,9510161,12164,9605090
2127,2128,9608105,9506200,303210,9904197,206204,103142,5114,9608173,9609053,9905049,9904197,112083,9812046
2128,2129,9608096,9509148,9909215,11193,9903109,202098,112227,1018,9702165,9905137,11193,205067,9912060
2129,2130,9608095,9512089,9072,102185,101136,107189,108101,9311120,9610205,9905195,102185,206195,7153
2130,2131,9608090,9601013,205082,9611165,106262,211262,205204,9610151,2077,9907013,9611165,9306041,106012
2131,2132,9608078,9601112,206170,9707244,210220,211207,6011,9903124,9811168,9907140,9707244,7097,203140
2132,2133,9608071,9605215,6069,11113,111267,10244,303134,205070,9702166,9909101,11113,109094,107115
2133,2134,9608068,9607066,9912001,2075,9908065,2040,102046,9607105,209043,9910021,2075,106038,9811233
2134,2135,9608061,9607229,9907006,7089,3237,202064,205099,108182,5180,9911042,7089,209221,9910245
2135,2136,9608060,9610193,211207,104032,103179,211056,11262,9711158,9706192,9911238,104032,301255,109053
2136,2137,9608059,9611072,106149,109186,207149,112044,104167,9908060,9606044,9912210,109186,4049,206173
2137,2138,9608054,9611214,212298,9810064,203206,4067,110281,9506098,9712005,9912271,9810064,203057,210292
2138,2139,9608053,9702012,211262,9009,11170,110092,4067,9811168,9603136,1012,9009,7079,9510135
2139,2140,9608050,9705055,202016,202087,111077,104167,211056,6193,10113,1037,202087,206174,9709027
2140,2141,9608039,9707123,109101,211012,112065,102147,209076,9308083,9608039,1041,211012,9907188,9805093
2141,2142,9608034,9708022,206042,9804075,205024,10026,8192,9909214,201047,1103,9804075,106040,7078
2142,2143,9608019,9708086,4009,9906234,9810195,3102,102113,112264,101091,1132,9906234,111278,7089
2143,2144,9608015,9710021,210033,7097,9905048,10121,202072,9901014,9911117,1167,7097,9701127,12104
2144,2145,9608014,9712184,8192,7215,211262,102056,202107,9903043,9506091,2174,7215,1134,9611230
2145,2146,9608008,9712185,202140,10163,10244,212318,212318,1178,9606077,3110,10163,109075,11113
2146,2147,9608005,9801038,212341,207061,104099,202163,106020,9905217,9804037,3124,207061,9810053,112195
2147,2148,9607239,9801061,103158,206195,204172,210033,203229,6102,112166,3147,206195,104198,9810064
2148,2149,9607235,9801144,208188,211287,7158,106149,7061,9411099,106005,3197,211287,304039,9908116
2149,2150,9607234,9801205,106112,9604168,205123,207263,6232,9607109,206001,4056,9604168,210153,9604168
2150,2151,9607229,9802085,11054,9912210,211065,111049,206170,109177,9711030,4072,9912210,3298,9804075
2151,2152,9607223,9803053,10002,203140,9810135,9907107,109194,9610156,111077,4134,203140,6201,7097
2152,2153,9607207,9803127,11160,105300,3096,210168,3119,9712084,9904094,5270,105300,208041,9906234
2153,2154,9607203,9804110,303134,9504095,3151,212267,9911022,9810200,9602014,6007,9504095,210303,9911160
2154,2155,9607202,9804202,7147,7043,9139,2086,112049,9904145,210252,6064,7043,211148,5217
2155,2156,9607201,9804205,203035,103171,106171,107103,205041,9030,4134,6115,103171,3063,9606044
2156,2157,9607193,9805006,206044,9812046,109079,9802109,102056,9607066,1138,6117,9812046,9806011,1192
2157,2158,9607190,9805096,212114,106012,111199,202198,212216,9501071,9712199,6193,106012,9910037,10232
2158,2159,9607185,9806001,1054,9910245,112203,212298,12231,9701042,12265,7067,9910245,110174,9910126
2159,2160,9607168,9806095,103142,107115,9903094,6007,202160,208029,9804202,9022,107115,9812229,7254
2160,2161,9607164,9806216,12183,9811233,108007,210288,107103,9605215,9603150,9047,9811233,11190,206195
2161,2162,9607163,9807164,8197,206223,205006,107180,2172,9703179,9911238,9083,206223,9903237,9504095
2162,2163,9607161,9807179,12049,9611230,102172,103158,206185,9608194,9509106,9101,9611230,102057,112055
2163,2164,9607159,9807195,6047,9805093,202024,102149,4039,9703127,202187,9140,9805093,206220,9708055
2164,2165,9607149,9808060,107255,9912060,204143,7147,11077,9812218,212212,9196,9912060,110122,9811013
2165,2166,9607139,9808087,204215,211042,210059,212339,210126,103219,108113,10137,211042,204136,7215
2166,2167,9607136,9810226,210126,9910126,4201,202201,111049,9504019,109013,10232,9910126,210187,9704127
2167,2168,9607121,9811147,205064,2226,11121,9242,3129,9710151,9710245,10274,2226,9702110,103177
2168,2169,9607117,9812088,106212,7078,3236,2172,6007,9905134,201215,11225,7078,9803108,109174
2169,2170,9607112,9812229,201067,103015,10091,202072,202064,9198,112013,12009,103015,111059,1203
2170,2171,9607109,9901009,7061,112055,12024,11160,7069,9511108,9611215,101206,112055,207194,7043
2171,2172,9607105,9902122,110152,207104,103196,9072,10108,9911195,7024,103195,207104,9806104,7204
2172,2173,9607099,9902155,210063,9804174,211115,112151,112158,9510093,9805146,103247,9804174,201102,102194
2173,2174,9607072,9902170,1122,2007,209115,201224,9912287,9609070,111160,104200,2007,210089,103015
2174,2175,9607070,9903026,6215,7153,9903203,6196,112131,8088,9801067,106014,7153,203099,105300
2175,2176,9607067,9903124,202201,109174,2025,11217,9202,112198,11041,107169,109174,9607057,106040
2176,2177,9607066,9903203,303111,9712162,2030,212081,10121,205303,302186,111025,9712162,9911193,9908023
2177,2178,9607060,9911015,203036,103177,107070,207201,6193,9812087,108001,111208,103177,9805141,9607235
2178,2179,9607057,9912135,207201,112236,204084,5114,7200,6013,9912135,112147,112236,9807146,112236
2179,2180,9607054,9912196,11185,9605090,10144,303210,205255,112187,9611159,201029,9605090,3240,9804174
2180,2181,9607052,1002,9038,9708055,9909070,7061,108226,202052,9511026,202124,9708055,103081,111078
2181,2182,9607050,1082,208060,3218,9155,12183,12121,9601167,9701123,203019,3218,207128,201039
2182,2183,9607049,3007,112131,106127,205183,208188,304076,9505175,211086,203160,106127,212255,9905134
2183,2184,9607041,3086,109024,9607235,211062,106020,110092,9311081,9703172,205106,9607235,110175,2007
2184,2185,9607027,3190,202166,9808172,211093,202172,9906216,9701061,202075,205134,9808172,112189,2226
2185,2186,9607026,3263,303155,9908116,2199,212114,4103,207129,11144,206005,9908116,211056,10163
2186,2187,9607019,3281,8050,5246,9908160,206170,2040,9812025,208197,208142,5246,109216,9704087
2187,2188,9607011,4111,6007,111078,204009,11185,11054,11066,9608194,208148,111078,112037,9901101
2188,2189,9607007,4148,102172,9811013,212295,202016,12183,106108,5114,208179,9811013,206188,9906023
2189,2190,9606199,4187,10026,9905134,6048,205082,209264,12054,9601007,209122,9905134,9409009,106127
2190,2191,9606196,5209,2086,112002,112071,109101,10244,9907144,9701175,211202,112002,9089,9706117
2191,2192,9606193,6011,201051,9807189,212220,107255,206129,205050,111201,211241,9807189,1121,9906018
2192,2193,9606191,6069,4067,9611173,208076,102172,202172,9902066,212306,211271,9611173,209231,110242
2193,2194,9606185,9061,212089,9901120,108170,205255,202140,108165,301161,9505046,9901120,9801135,9507115
2194,2195,9606184,9206,205255,9906018,207166,210126,9089,204079,9707002,9505173,9906018,9806199,9511043
2195,2196,9606176,9209,102023,9910050,101115,101038,5003,9508058,102144,9509123,9910050,207004,9611165
2196,2197,9606173,11008,208140,6176,206058,8205,9908175,7043,206009,9511065,6176,303006,9804019
2197,2198,9606169,11016,112151,7254,211121,201067,6192,9612105,107126,9512042,7254,9607190,211012
2198,2199,9606165,101164,111153,9507115,111094,204215,9905227,9908025,5153,9603186,9507115,9911037,211287
2199,2200,9606149,102158,106020,9804019,208162,3160,9910249,9506109,7012,9604123,9804019,106267,12183
2200,2201,9606148,102198,112207,1089,204202,202140,102147,9709118,108220,9608109,1089,2002,9610238
2201,2202,9606146,102207,7200,106040,210054,4039,9811147,205266,9909070,9608154,106040,12158,101125
2202,2203,9606144,103115,206214,201039,9112,208060,201067,9712059,106167,9610012,201039,203047,207104
2203,2204,9606139,103220,9907107,9706117,9810051,8197,111228,9704006,6011,9610041,9706117,206098,211182
2204,2205,9606138,104185,111277,9906023,9905081,111153,9811019,9708103,103219,9612120,9906023,8019,9209023
2205,2206,9606133,106086,205017,10014,9910011,303111,10202,102125,107115,9612143,10014,111027,9712162
2206,2207,9606130,106120,107141,10232,7064,12041,9907178,111212,9702075,9612164,10232,210234,9805051
2207,2208,9606122,107111,9176,103111,103058,11054,12011,203187,9603009,9702166,103111,204190,9811101
2208,2209,9606120,107143,101038,210157,205302,206042,303155,4072,9507012,9704189,210157,205066,9910219
2209,2210,9606118,108167,109064,9209023,209241,9196,106058,202126,9712057,9705078,9209023,211097,3085
2210,2211,9606112,108169,208127,9709027,212016,106058,204038,9805045,203047,9706168,9709027,9902187,112002
2211,2212,9606102,110189,12121,3085,107250,208048,108119,6119,9911113,9706225,3085,206014,210157
2212,2213,9606095,110200,204080,102194,109029,204038,2008,12158,211216,9707017,102194,9710218,9303007
2213,2214,9606086,111008,9196,1054,9910149,8050,11075,9906013,8177,9708085,1054,9802039,9808172
2214,2215,9606082,112079,202172,2066,9906194,206044,8167,9506035,9711037,9708099,2066,9807067,105208
2215,2216,9606077,112099,210026,112050,1159,203036,207263,9101,3160,9708166,112050,112034,109186
2216,2217,9606057,112116,212205,9805051,12068,203035,3291,208010,201004,9710097,9805051,203186,205085
2217,2218,9606049,112155,4039,9811101,108201,111277,9906039,205213,9912164,9710121,9811101,4039,9605184
2218,2219,9606044,112177,10202,9908160,3197,9202,205082,202098,106093,9710181,9908160,111121,6176
2219,2220,9606040,112218,203149,1192,8080,8054,1065,9211021,211272,9711067,1192,206209,103111
2220,2221,9606036,112248,106048,7012,103088,4037,206089,9803239,102184,9711158,7012,9901146,211042
2221,2222,9606033,201226,102144,9511043,203166,205017,107255,9809032,9604196,9712074,9511043,9155,9612089
2222,2223,9606017,203099,7069,1203,211274,3119,210033,6047,205269,9712086,1203,211063,1054
2223,2224,9606001,203110,205231,7204,9811097,212341,212267,9309075,102207,9712145,7204,9712215,9602167
2224,2225,9605236,203202,108114,9612089,9126,103080,102172,11204,9704043,9801020,9612089,9807223,9812073
2225,2226,9605234,204025,11217,9704127,112200,108114,9242,12074,101125,9802049,9704127,9612207,7012
2226,2227,9605229,204140,103080,9901101,204204,303134,208060,5028,105311,9802103,9901101,206123,202190
2227,2228,9605225,204197,204038,9910249,204169,6011,202016,2040,9509070,9803013,9910249,207244,1066
2228,2229,9605215,205067,203115,12011,106010,9908175,202098,9906112,4148,9803111,12011,9506091,12011
2229,2230,9605201,205316,9912287,12042,205265,102023,111277,9706168,212009,9804051,12042,9901161,106256
2230,2231,9605200,206241,106092,205085,11127,9176,103158,9803048,9805071,9805014,205085,5153,112050
2231,2232,9605199,207116,205114,106256,206123,9907178,8211,9206026,9702168,9805071,106256,202184,9908160
2232,2233,9605184,208184,105106,110291,203249,7069,202163,9905037,9702006,9805082,110291,208151,9912210
2233,2234,9605176,209002,203162,9908023,211250,205064,2030,9608105,111154,9805125,9908023,9602179,9807189
2234,2235,9605154,209050,9089,12183,207246,9181,210288,102076,112065,9806119,12183,9703007,9911081
2235,2236,9605151,209139,103064,9804006,5016,210063,111025,9609112,9706072,9806171,9804006,201162,5246
2236,2237,9605150,210153,3291,102212,107267,109024,204215,9503099,9610049,9806240,102212,9912042,10014
2237,2238,9605136,211164,201225,208014,203111,102144,107141,10014,9702110,9808069,208014,8250,9804093
2238,2239,9605135,211172,205220,1066,6251,106212,212114,109162,108007,9808117,1066,203115,9804149
2239,2240,9605131,211269,12041,9610238,9908171,112131,109101,9711003,112084,9810243,9610238,11233,9901135
2240,2241,9605113,212116,3129,9912042,104147,303155,208048,9903162,9912140,9812017,9912042,9712018,3218
2241,2242,9605105,212279,6196,104146,209142,110152,11160,205291,206192,9903085,104146,9912230,104146
2242,2243,9605101,9201007,6192,202190,203082,112207,9118,9906168,101029,9904092,202190,110234,9507012
2243,2244,9605096,9203056,111025,209122,9037,206214,205064,9407106,5066,9904142,209122,5192,9901057
2244,2245,9605091,9205081,4037,9507012,210025,107141,9910118,9809187,101045,9904179,9507012,204221,9910050
2245,2246,9605090,9206007,103009,9602167,10138,208140,201224,9811057,9607149,9904199,9602167,203089,9912042
2246,2247,9605085,9209049,108115,9911081,12009,201051,201225,9910081,6141,9905015,9911081,210269,9903178
2247,2248,9605077,9302047,6011,105208,212303,10202,101091,203004,110267,9906204,105208,9707192,9709062
2248,2249,9605075,9304141,210029,9303007,9224,106055,9908201,202156,211076,9906221,9303007,9803174,9901120
2249,2250,9605074,9305083,5114,9604078,205162,3129,202198,9902183,9611205,9907100,9604078,109025,9910249
2250,2251,9605062,9307010,103257,9705054,103183,208127,303009,105035,206174,9910245,9705054,9609166,102212
2251,2252,9605053,9307158,207133,9903178,106013,9905227,101038,9805015,9903210,9912121,9903178,9902018,9705120
2252,2253,9605049,9404151,207128,9905227,2066,202166,110152,201039,209004,9912125,9905227,9911066,7231
2253,2254,9605046,9503207,110022,9906216,9181,111025,2052,9211056,9909154,9912164,9906216,9801036,10252
2254,2255,9605042,9506011,106055,9910219,211176,2008,103080,9707018,12231,1024,9910219,202104,103196
2255,2256,9605033,9506052,210220,9709062,2057,7200,112207,6145,7254,1122,9709062,212242,1201
2256,2257,9605032,9506160,201127,9902155,202165,6210,105106,7250,9710248,1133,9902155,2008,12042
2257,2258,9605028,9511053,106058,207022,208012,108115,1178,9608059,209158,1204,207022,9811010,105108
2258,2259,9605023,9512005,212081,9812007,2147,8167,9181,4009,9506110,2040,9812007,5176,104158
2259,2260,9605016,9601115,303009,5016,10282,212089,104057,8160,9608137,2054,5016,1213,112126
2260,2261,9605009,9603002,202009,9812073,204179,9906216,8197,109017,7019,3006,9812073,208196,9402031
2261,2262,9605001,9603170,101091,104158,11089,9089,112151,9905211,101087,3203,104158,202072,9611036
2262,2263,9604199,9605135,10108,205015,106180,2230,212341,9701123,109155,4148,205015,202116,7061
2263,2264,9604198,9606001,12110,206141,103225,12110,7147,9811002,111089,5182,206141,208126,205015
2264,2265,9604196,9607041,7236,212231,209088,106092,12117,9607070,9904191,6013,212231,212217,9812007
2265,2266,9604195,9610107,9181,9908088,212114,105106,301244,1016,211009,7120,9908088,9707205,9905227
2266,2267,9604189,9610251,202160,7231,11099,205220,8050,9906087,212020,7215,7231,9801067,109025
2267,2268,9604179,9611039,9242,103196,202055,12121,106092,12037,9510161,8125,103196,9808143,9301083
2268,2269,9604178,9611205,8119,108118,110085,101091,203149,1025,4005,8128,108118,108167,9611173
2269,2270,9604168,9701023,8205,201015,9911170,204080,110121,3118,206243,8151,201015,9711081,9806024
2270,2271,9604166,9701169,10014,9505162,102149,6192,102112,208041,9807127,9126,9505162,112238,9906216
2271,2272,9604156,9702166,108013,9510135,9909186,4124,12041,9608109,9705004,9233,9510135,206044,1089
2272,2273,9604152,9703049,106209,9901135,212341,103257,205220,111057,9801017,10006,9901135,3256,203028
2273,2274,9604148,9703078,212067,9402031,111210,203149,11122,9606036,301030,10215,9402031,9707160,108165
2274,2275,9604139,9704214,3119,112126,203218,203115,203036,9911215,9507160,10221,112126,104185,110291
2275,2276,9604129,9705054,10208,207214,112078,212205,101066,9206048,8132,12037,207214,206003,206141
2276,2277,9604123,9705241,10163,9508064,209156,205231,108114,203265,112055,101234,9508064,9708166,9602174
2277,2278,9604119,9707148,9908201,9703127,103220,6122,12110,106201,11094,102035,9703127,9802203,207022
2278,2279,9604112,9707217,1065,3281,212242,1206,9910113,210230,9604078,102080,3281,5007,9612080
2279,2280,9604097,9707250,2040,9301083,204167,9906056,102144,9711001,9707188,103068,9301083,7171,9807090
2280,2281,9604091,9708034,210282,7061,210193,11089,6037,2016,8205,106012,7061,9507005,9902155
2281,2282,9604090,9708089,9118,9602174,204225,10014,2002,9902180,9112,106086,9602174,9602172,105260
2282,2283,9604089,9709049,9906216,9707188,206097,3291,5176,12035,9903031,106209,9707188,9910190,203187
2283,2284,9604078,9709069,9910113,10252,206247,207128,103128,9703038,204157,108101,10252,110143,9503124
2284,2285,9604071,9709099,107259,101187,101206,203162,9911088,9908020,9605113,108119,101187,104227,9508064
2285,2286,9604070,9710119,2172,105260,107186,8119,103220,9911011,9505045,110064,105260,9711003,101187
2286,2287,9604068,9710217,205170,203028,9903238,5032,2175,4015,9803116,110072,203028,9806213,212231
2287,2288,9604065,9711097,206129,212136,4039,111228,9902058,9708085,208041,110093,212136,203247,9505162
2288,2289,9604055,9711106,9908175,9804149,304233,5003,210063,1037,9510234,110136,9804149,204179,9708086
2289,2290,9604052,9711202,103128,9807090,4097,201127,201051,205061,9706050,110196,9807090,207199,9804006
2290,2291,9604051,9712050,301244,105108,6066,1065,103003,9606191,9510074,111092,105108,4186,3281
2291,2292,9604044,9712177,111291,110039,204215,207133,202166,9808002,12196,111165,110039,12111,9705054
2292,2293,9604042,9802116,8211,9505088,303066,4123,207128,108115,208126,111180,9505088,110186,9707188
2293,2294,9604041,9803039,6210,9703082,201019,103220,9196,9803117,9506048,111210,9703082,206182,9908088
2294,2295,9604035,9803167,2008,3116,208077,205170,205017,9905048,9801036,112236,3116,9709222,101164
2295,2296,9604034,9803231,9910118,104147,4005,103009,205170,9804174,9507005,112253,104147,9812049,9703082
2296,2297,9604030,9804121,9202,111209,201002,106209,10014,205280,209261,204002,111209,103071,9804035
2297,2298,9604013,9804163,205258,204032,106044,210026,207133,11177,112188,204089,204032,1211,2066
2298,2299,9603195,9804177,112010,110242,7087,210029,8119,9610157,104185,204196,110242,108191,3116
2299,2300,9603194,9805041,6122,9802085,103148,210220,8205,3129,112222,204254,9802085,201035,104147
2300,2301,9603187,9805082,101066,9605184,111149,4103,4124,9402073,2159,205020,9605184,9711163,203005
2301,2302,9603186,9805145,104057,109025,205288,12117,102023,112113,11017,205098,109025,9804114,208014
2302,2303,9603183,9807034,304076,9611036,103244,103128,9911147,9302047,9612120,205174,9611036,10240,9505088
2303,2304,9603170,9807127,102112,9705120,105185,205114,8054,9406217,9704095,205200,9705120,106083,1092
2304,2305,9603167,9809193,9907178,9708086,110300,9118,106048,9181,9709192,205258,9708086,210290,204032
2305,2306,9603161,9810075,12117,9902126,205021,107259,210220,205218,103158,206033,9902126,9805207,9808157
2306,2307,9603158,9810083,207155,9908106,203244,9908201,4123,9707120,9512154,206065,9908106,101043,9907166
2307,2308,9603150,9812087,10282,203005,9910036,9910249,203035,8058,104106,208019,203005,111249,9809187
2308,2309,9603147,9902131,106245,9901009,203149,201225,208127,9207060,9602073,208041,9901009,112214,9908036
2309,2310,9603142,9902195,103220,5169,8132,104057,112004,9705004,9611042,208126,5169,212061,9910150
2310,2311,9603140,9903217,1178,101164,211101,8249,202009,107084,111050,209215,101164,6011,207135
2311,2312,9603136,9906216,10215,112008,7097,110022,106212,9504150,206195,211234,112008,201140,209122
2312,2313,9603133,9908106,211146,10179,106094,210282,108115,9901009,210094,211245,10179,207156,9709193
2313,2314,9603127,9912161,112004,207135,109070,104037,7145,209099,9610172,211249,207135,112178,108118
2314,2315,9603126,9912188,9905227,9611063,203017,303009,208140,9603140,9708017,211254,9611063,205231,112008
2315,2316,9603123,9912279,211043,1170,205064,206129,1041,9806133,6085,9309154,1170,9306156,206223
2316,2317,9603116,1124,8167,3057,8133,2030,210026,109122,106031,9310159,3057,9909177,2147
2317,2318,9603113,1215,5003,7062,203115,10208,206044,9609095,9609104,9403073,7062,111013,5169
2318,2319,9603109,2143,208048,108165,205121,202160,9909088,206065,103199,9403121,108165,208008,106149
2319,2320,9603104,3006,103193,9610031,9903162,1212,112222,9802163,9604178,9404092,9610031,6215,110039
2320,2321,9603100,4039,212207,9709193,208219,8250,2230,9711143,9806191,9409011,9709193,101026,202193
2321,2322,9603099,4074,12249,9908065,9811010,9811147,109024,9912125,211122,9502074,9908065,112065,203031
2322,2323,9603097,4160,4123,202193,104234,1178,206042,7153,9901078,9504080,202193,210058,207106
2323,2324,9603090,5046,102194,9910150,207273,10163,9909146,9207091,3020,9506139,9910150,207191,212136
2324,2325,9603089,5213,106089,1123,208115,9910118,102071,8203,9603186,9512145,1123,9605151,9901009
2325,2326,9603087,6007,104037,209043,103106,9911147,111153,3256,9206,9603051,209043,206153,9908106
2326,2327,9603086,6225,210079,9303057,106033,202009,9906102,9705241,9806108,9604078,9303057,206051,3057
2327,2328,9603081,7078,4124,1092,209186,1041,5032,9812187,206164,9605028,1092,208103,7062
2328,2329,9603078,8033,103003,102207,9912135,301244,7050,103155,9710033,9605113,102207,9509166,10179
2329,2330,9603075,9198,10175,201258,2091,106089,9176,9704051,9810201,9608039,201258,9909015,201258
2330,2331,9603073,10119,211226,9612080,204102,9910113,5052,102185,104147,9608183,9612080,4027,9901147
2331,2332,9603061,10279,203229,9908066,8160,104201,2235,208231,209057,9609104,9908066,103220,1170
2332,2333,9603060,11172,104201,9911091,303168,8211,6210,9406055,9811048,9610204,9911091,202017,111209
2333,2334,9603059,11236,9909146,205078,302038,212067,109096,7097,211129,9611204,205078,9506169,201015
2334,2335,9603053,12011,2030,207106,6203,10175,5153,9212045,109025,9612076,207106,9604013,207214
2335,2336,9603051,12052,212122,9908036,103209,203229,209189,9905195,9802150,9612102,9908036,7215,9610031
2336,2337,9603045,12211,6037,7235,111180,10215,107159,11079,9810210,9703157,7235,11125,9611063
2337,2338,9603042,101110,2052,203247,208044,108013,211146,110200,9608154,9704011,203247,103211,9803116
2338,2339,9603037,101125,101157,1201,109197,106245,10208,3007,9812072,9704112,1201,9611149,9905032
2339,2340,9603033,101219,107159,109064,205092,205258,212204,207244,210279,9704174,109064,9706148,9908065
2340,2341,9603017,101220,212295,9901057,9906155,102071,208052,9604139,212331,9704185,9901057,111085,102207
2341,2342,9603015,103013,109096,9905143,3076,304076,205016,4077,9101,9705054,9905143,304183,9606118
2342,2343,9603009,103098,111228,9905032,107237,9117,106161,205296,208188,9705208,9905032,101219,1123
2343,2344,9603004,103110,11089,2147,203237,2091,205231,9702110,304266,9706039,2147,210160,7235
2344,2345,9603003,103167,9117,3035,2192,7050,4049,9812172,9607019,9706087,3035,11269,12251
2345,2346,9603002,103195,207265,106149,106038,112004,7130,6069,207067,9706208,106149,12198,208231
2346,2347,9602179,104037,9811147,212277,205154,101066,210029,109039,9505105,9708044,212277,9809004,9806216
2347,2348,9602176,109053,9127,9803116,6210,9911088,203162,9709054,9912230,9708046,9803116,204109,9808032
2348,2349,9602174,109150,208033,9807011,9807097,10282,106055,9905030,110064,9708117,9807011,9812218,205078
2349,2350,9602172,110031,9911088,9809187,202171,2052,108013,9705120,9605085,9712047,9809187,211201,207156
2350,2351,9602167,111121,108194,9906040,103199,2175,104111,9808101,9806015,9712070,9906040,9808048,210093
2351,2352,9602156,111129,210081,12133,12194,103003,8250,11152,1200,9801017,12133,1163,9807011
2352,2353,9602153,111247,9911147,203187,12054,107159,5246,9603053,2016,9803054,203187,3072,9902126
2353,2354,9602150,111276,205016,210093,204253,102194,107259,7168,112073,9803188,210093,112078,9905143
2354,2355,9602145,112113,8054,9503124,2086,9175,106209,9303160,9806030,9804010,9503124,111008,9908066
2355,2356,9602144,112195,9010,5066,3085,111260,212067,207171,9707228,9804095,5066,9409098,12133
2356,2357,9602140,202044,106056,12128,209221,111291,108182,9509151,104049,9804096,12128,209090,109070
2357,2358,9602136,202075,11225,109070,301180,102046,9117,9603113,209257,9804123,109070,204038,9712130
2358,2359,9602135,202116,210066,201032,9907093,11122,112155,9710007,9512005,9804208,201032,210168,12128
2359,2360,9602120,202175,209189,12251,2002,112010,212205,108205,9907106,9804210,12251,211252,109064
2360,2361,9602114,202176,107091,203151,112058,5204,103071,9610107,4125,9805208,203151,9801023,201032
2361,2362,9602111,202188,112196,9501096,212089,101157,4204,9911095,203211,9806230,9501096,9907101,9703127
2362,2363,9602102,203268,101206,9609217,7100,9909146,112196,106093,9812163,9806236,9609217,207283,9912232
2363,2364,9602098,204008,211259,9710007,9176,9127,212295,9612076,9704018,9807051,9710007,210257,112139
2364,2365,9602087,205026,104009,9812160,304076,210081,9908066,9708089,9903124,9807090,9812160,9908038,109122
2365,2366,9602082,205311,12029,5001,9907029,8042,10163,9807096,109079,9807150,5001,9051,110232
2366,2367,9602077,206098,212204,107233,212081,103071,9175,112188,207061,9807206,107233,106114,9812160
2367,2368,9602073,207097,8133,110232,208039,5208,210064,9312172,9904217,9808004,110232,9705088,212277
2368,2369,9602071,207171,7130,112139,212308,103193,104201,9506200,2012,9808056,112139,109121,9911091
