,Rank,Id,degree centrality,eigenvector centrality,closeness centrality,betweenness centrality,load centrality,pagerank,hubs,authorities,percolation,subgraph,harmonic
482,483,9903222,205187,112195,9808056,9705028,9504158,9311147,9703210,9703210,7043,8227,9907026
483,484,9903219,9811131,9708009,9507048,9910040,9310112,9412108,110002,110002,108097,9507158,9712004
484,485,9903213,9507050,10122,212314,9903141,9711108,9410138,110113,110113,10105,111064,11017
485,486,9903210,9909205,9408074,9711157,11240,9710122,106112,9215,9215,9812090,11090,9503121
486,487,9903207,9909062,206011,9709139,9809127,7007,9909030,103108,103108,9711157,206081,108052
487,488,9903205,205089,111145,9601102,9710179,9603086,9604091,9507158,9507158,9805112,111249,9608024
488,489,9903190,9612121,9908141,9806125,110007,9711183,9712028,8213,8213,9212086,8250,103078
489,490,9903187,9312172,5046,9706192,4074,9809127,9601092,12179,12179,9505027,9504006,9903043
490,491,9903178,9912152,211291,9712047,9606139,4187,9203076,9901159,9901159,8194,5253,10046
491,492,9903176,9609026,4074,9806009,9506170,106076,9208031,9808069,9808069,12131,110113,9610119
492,493,9903174,9202014,211254,9712029,7183,9311009,9807137,111160,111160,9405096,9610157,7146
493,494,9903172,9707027,12234,5049,7222,9302008,9805153,9912266,9912266,9712251,9811237,4160
494,495,9903170,9708127,107166,9705078,9710248,9903141,111182,9805112,9805112,9209023,9215,9911096
495,496,9903162,9707079,5007,9808182,207249,205060,4133,110178,110178,207059,206071,212337
496,497,9903153,9704110,6013,9902118,303087,9712088,6236,301106,301106,6062,9912266,207208
497,498,9903141,106178,9903077,9612085,9806075,9411057,12145,9009,9009,104059,205301,12148
498,499,9903138,9706168,12262,9704087,9603086,9084,9805156,104099,104099,12037,111160,9905064
499,500,9903132,9504034,12170,7011,211068,9804058,9401021,205187,205187,9302048,110002,210083
500,501,9903131,9608154,6019,9709146,9303044,9605001,9610234,108103,108103,9810062,8213,12145
501,502,9903130,9609219,301047,206081,9612167,9411187,9506089,107185,107185,106178,210217,106140
502,503,9903129,9604097,303239,304018,9904207,7222,9502077,206071,206071,9808124,301106,105229
503,504,9903125,9602174,106178,9912104,107096,9604056,9405190,107106,107106,103115,9901159,5049
504,505,9903121,9708122,9806155,9601007,9411187,106178,11033,209122,209122,210079,104099,10072
505,506,9903120,9506011,110203,11190,9411057,9710248,9603090,303173,303173,9084,9009,303033
506,507,9903117,9512196,108172,5180,9305040,106127,9912160,107169,107169,9810072,108103,11225
507,508,9903110,9607057,8090,12265,9912085,212079,5182,10001,10001,212314,107106,107178
508,509,9903108,12024,9911096,12179,4134,9609137,9710230,5222,5222,9807195,11256,9907210
509,510,9903107,6112,210135,206255,12145,9901035,9301043,105070,105070,103051,9705199,105227
510,511,9903105,4160,9903268,9701117,9702049,12145,9612146,105245,105245,9207053,9805112,210051
511,512,9903103,111008,9603126,9701185,12179,9806075,8042,205301,205301,103209,12179,210174
512,513,9903093,4014,9905006,109029,9703209,9303044,5032,4085,4085,9507105,209122,110146
513,514,9903092,107242,210270,205297,9511164,9711008,6139,5247,5247,9808069,107185,9712230
514,515,9903091,9710230,112050,103165,9710122,9310067,9612207,11088,11088,107167,10001,105235
515,516,9903090,6066,206006,9606136,9710149,9511164,9506194,210217,210217,9809022,5222,9505062
516,517,9903078,5183,205100,9706211,9610157,9604174,9701149,12037,12037,9711183,110050,12118
517,518,9903077,9906070,110007,207171,9612017,5087,9605184,11256,11256,9601150,105245,111165
518,519,9903071,212274,9705055,9904027,106201,9710149,9805157,110050,110050,9512031,9808100,9604091
519,520,9903069,9704041,9710230,9608104,9807037,9107,9907202,110191,110191,9512105,110178,9504113
520,521,9903068,9712179,111154,10048,9610108,9305040,9411122,104017,104017,9709100,9704041,9912012
521,522,9903065,11094,9708168,211162,9504047,9606139,9603150,8090,8090,9604044,9402044,206038
522,523,9903061,9508064,107184,9608024,9711183,207249,9308112,106151,106151,9507143,110064,9506126
523,524,9903058,211100,9903187,12211,9209122,9504047,103115,12211,12211,9504161,4085,9708168
524,525,9903055,3263,11241,303087,9902089,106201,9812056,7181,7181,12179,5247,6100
525,526,9903051,9608054,9301042,9911136,12154,9401020,9812090,9610157,9610157,9609123,303173,111225
526,527,9903043,9507008,4038,210007,9609137,6237,9604042,109107,109107,9302074,106209,9906070
527,528,9903038,9911136,112088,9508058,9901035,110007,9808088,9704041,9704041,9707257,11089,106092
528,529,9903037,105311,11003,111078,11283,9312075,9305040,9808100,9808100,11079,104017,9506150
529,530,9903033,9607163,211245,111165,6163,9703209,9511134,12065,12065,210022,9505075,9612164
530,531,9903031,5073,205204,6168,9503057,9209122,9603097,104168,104168,5259,110191,9411187
531,532,9903029,8057,207001,9904050,9507070,9709138,8231,112248,112248,9908040,8090,9601102
532,533,9903028,9607235,206009,4141,207107,9807236,9705052,8194,8194,9905178,11088,9140
533,534,9903023,9510134,212231,9712071,9812034,9910198,9309119,11252,11252,9807041,9505100,9038
534,535,9903021,9604042,301237,9707192,9807236,112141,106036,205306,205306,9411176,9505062,9505105
535,536,9903015,9804083,9903107,9504113,12131,212314,9912018,11089,11089,12213,7181,11279
536,537,9903014,9912118,110134,5129,9906129,9305139,9505027,7023,7023,9502072,4111,106177
537,538,9903005,9601150,212032,9806130,9401020,9411021,104153,108085,108085,9912258,12037,6189
538,539,9903003,9510225,110005,9407031,6237,9812034,9506019,110183,110183,9804208,12065,9611230
539,540,9903001,9905104,209210,9710122,9601169,9309013,9507032,9903014,9903014,9401069,112248,9603126
540,541,9902210,9810201,107177,9505105,209130,9309030,104036,206006,206006,112094,109092,9605154
541,542,9902203,9309075,9909176,11111,9302008,9904207,9602135,9301042,9301042,5048,108119,211023
542,543,9902200,9902121,8092,111154,12251,9902089,9208074,110169,110169,9602172,109107,9604097
543,544,9902191,9602064,9906192,9701169,9604174,9610024,9309137,7235,7235,9506076,11252,9809057
544,545,9902190,9407031,301071,9904179,9084,110108,9511194,9504006,9504006,9803076,104168,12093
545,546,9902183,9302103,103229,9805171,303191,9206070,9701166,9810219,9810219,9805171,104026,9507012
546,547,9902167,9602136,107057,208107,9804058,9176,106247,105229,105229,9247,9301042,12129
547,548,9902161,212095,303115,9907026,9907026,109119,9708152,4111,4111,9706109,110183,212207
548,549,9902158,9139,9703210,9906078,12060,9206044,9709100,109092,109092,107143,12211,9910105
549,550,9902157,9601152,303186,301171,207142,9503227,3263,303057,303057,11094,111082,105048
550,551,9902156,9707099,9707099,9507040,208020,9701121,111093,110039,110039,9202092,206006,9181
551,552,9902149,9705107,211069,9610016,9710124,9507070,108043,109182,109182,9510227,10144,4074
552,553,9902130,9705166,208203,5145,11226,9710124,106127,9511043,9511043,9605201,7235,12194
553,554,9902121,9706127,212095,4147,9910198,9301067,6112,108198,108198,9906087,207245,208086
554,555,9902118,211059,301106,9902068,9908036,9409098,9902040,9610082,9610082,9405004,8194,106155
555,556,9902116,109092,9704041,10072,9206070,207116,4063,104026,104026,9710102,9610082,304271
556,557,9902115,9703146,208019,9707202,9502077,9805185,103167,105187,105187,9408113,210046,109174
557,558,9902107,205204,9911098,112005,9403155,9806125,9305004,5199,5199,9912244,9702098,9902040
558,559,9902106,107057,8089,107191,9808141,9506101,4160,111082,111082,207130,7023,9902058
559,560,9902105,9604168,111160,12141,9503227,207107,9506200,10072,10072,12198,9512219,9805156
560,561,9902104,7175,9812072,9201056,112141,12060,9401069,209034,209034,9410138,9810219,9207053
561,562,9902100,11282,7215,9901105,9610024,9806057,9211,6066,6066,6019,6066,10090
562,563,9902098,212079,206102,9907206,9310067,9207042,110196,9512219,9512219,9206026,9702014,10237
563,564,9902092,8015,212274,9512196,9604056,9901163,9233,10144,10144,9904143,109182,9905006
564,565,9902089,9211,212253,9901134,108187,9908036,9501075,6225,6225,9811015,108085,9806051
565,566,9902086,210070,11139,9911004,9139,9909134,9708164,10220,10220,11127,9202,9901088
566,567,9902078,111228,9504047,9812237,106112,9502077,9903162,104031,104031,9505053,303057,12030
567,568,9902072,207107,10264,9207094,303122,207212,9705199,106217,106217,9505065,110039,9910146
568,569,9902070,7153,10003,9806103,5221,9612167,9711078,5114,5114,9503109,205306,9607067
569,570,9902068,8053,8214,107166,9409098,5183,106117,6056,6056,8250,5199,206188
570,571,9902064,8227,106040,9707132,9709138,9707189,9903224,303210,303210,9403108,111217,9903058
571,572,9902058,8033,9908019,9803103,5183,9702089,9203083,107147,107147,12072,11190,10223
572,573,9902047,9106,9098,112178,9312075,9511188,9303139,9202,9202,9803264,105187,9812121
573,574,9902045,9302033,112185,9507090,207153,9306066,104073,104167,104167,9506106,9903014,103106
574,575,9902040,9507012,112153,9707217,9302014,12154,9804035,104230,104230,10088,9804208,107163
575,576,9902038,9909070,4159,9612115,9702089,9506085,9805034,9231,9231,106200,9912012,208048
576,577,9902034,9704043,4115,9701088,9901163,107096,11131,11190,11190,9805008,104037,9911042
577,578,9902033,9503086,110215,9908153,9309030,5129,9206071,9705199,9705199,11282,209034,8205
578,579,9902030,9610156,7050,211116,9411021,303191,9209106,9702098,9702098,111209,108198,9507063
579,580,9902029,9705232,9806146,6071,9207042,108187,9803265,210167,210167,9810055,11086,9612143
580,581,9902028,9512129,111238,11094,9506077,12128,9708042,9804208,9804208,9912272,105229,9707089
581,582,9902024,112195,9705199,209257,9405176,4115,9808032,106209,106209,9311147,302030,9701186
582,583,9902018,9709192,208028,9808192,9805185,9403155,9605033,4183,4183,6003,10220,109099
583,584,9902002,9506110,4063,9912072,207106,9139,9038,9905006,9905006,9611159,302148,112173
584,585,9901163,9703007,6225,4077,9511188,9402057,11283,9906161,9906161,9907202,6056,9709118
585,586,9901161,9601057,108075,9612233,212314,9402144,9705128,106160,106160,9803031,106160,9804170
586,587,9901159,9506194,210167,8013,9701121,208020,9603060,107105,107105,9308037,8112,9910076
587,588,9901158,9608034,8250,9905148,9602074,9506077,9902064,9806155,9806155,12150,9604041,303194
588,589,9901147,9606049,211090,110263,212313,9704128,9703210,11086,11086,11033,107147,303087
589,590,9901136,7209,7247,207244,9506037,205230,106014,11073,11073,9806026,6225,212179
590,591,9901135,107081,104059,12075,12128,9309115,9704041,104037,104037,106061,206141,12196
591,592,9901134,7078,110039,9611230,4154,112125,9909062,9912012,9912012,9511080,106217,9710053
592,593,9901131,103163,109125,207091,9176,9211097,9304087,9505062,9505062,9209054,9511043,12156
593,594,9901126,9310170,210148,11086,9808018,11109,210292,109029,109029,5192,9231,212252
594,595,9901124,207156,108101,9903058,9805109,5221,9507036,8112,8112,9409068,104031,5072
595,596,9901122,9507022,103115,9804111,9512154,211269,6066,110215,110215,9711108,104167,10054
596,597,9901120,9903077,9511194,9510225,9302104,9401115,9612162,10119,10119,10108,9708118,9703195
597,598,9901105,9308122,206025,9505062,9704128,108152,9503209,9246,9246,210217,4160,9808035
598,599,9901095,211234,9511043,210174,9602043,9312172,9501030,206141,206141,10205,104230,11197
599,600,9901091,9703110,6193,206038,9711008,111135,9612192,9910258,9910258,9502113,5114,6204
600,601,9901088,205100,104169,112253,9309013,9711175,9706072,9604041,9604041,104031,210167,105068
601,602,9901080,11088,211216,9510227,9811231,9505093,104102,112186,112186,9505117,303210,106255
602,603,9901073,9709123,103171,105227,9806125,9908040,8081,110064,110064,9408164,9604034,10002
603,604,9901072,9906044,210313,107261,9908040,106112,12141,9808149,9808149,9507001,4183,9906087
604,605,9901070,9711153,103148,9503033,103128,9503057,9212153,112189,112189,9708081,9512196,212138
605,606,9901062,9908199,112203,9502057,9301067,303122,9906022,9810099,9810099,9505062,10072,212079
606,607,9901055,211291,9811019,211245,9904019,104158,9808129,302030,302030,106201,9909047,7125
607,608,9901048,12213,9910217,9901088,9312172,9807037,9807099,4011,4011,104200,9906161,9606009
608,609,9901035,9912271,212248,106092,9506085,12179,12011,9905160,9905160,9702167,9906194,9808192
609,610,9901034,303015,105229,10179,112125,112029,9712230,9512196,9512196,9412113,9503163,9612115
610,611,9901033,11048,105319,9812079,9309115,9808018,9204097,9061,9061,6156,206154,7250
611,612,9901032,104031,111182,6100,9206044,9303016,9609041,11060,11060,9701037,107105,9803152
612,613,9901017,6023,9908105,9506194,9301111,112090,9906161,9606139,9606139,9805015,110215,304238
613,614,9901016,7089,9803166,9507011,12164,9304005,9307036,209230,209230,9304087,10119,9603009
614,615,9901011,112152,9402002,302030,110111,9302126,4097,9402044,9402044,108037,12097,6139
615,616,9901008,212314,107199,7067,9302126,9805109,9506106,9906194,9906194,107160,209067,9611222
616,617,9812250,8054,211075,210083,9707189,9611024,6224,206154,206154,9206003,9602043,9908077
617,618,9812240,9502077,9912185,10122,9305139,9807024,9812089,9909047,9909047,9805217,9246,9603059
618,619,9812237,211017,9702014,9607139,9711175,9701078,9704151,5005,5005,9601048,112189,205188
619,620,9812230,10252,10088,9811035,106200,9302104,9512006,103139,103139,107236,7177,103031
620,621,9812227,303035,9610157,9711132,9712206,4154,9301018,5283,5283,9906070,9910258,9502057
621,622,9812219,206196,11256,9906154,9807024,9706025,9207005,7247,7247,9208074,112186,12041
622,623,9812210,109152,9067,11235,9611051,9711019,9909110,106142,106142,11021,9805171,9805099
623,624,9812208,9805157,112045,107220,110293,9612046,12213,109095,109095,5183,9905006,9903207
624,625,9812180,9601036,9909072,211204,9505093,106200,9303012,3294,3294,9712088,9810099,103167
625,626,9812166,9603060,9911161,9812109,9211097,205228,9139,12097,12097,9708042,209230,9206084
626,627,9812155,206045,106024,9902100,9909124,9610193,9603116,207086,207086,9609226,9806155,6228
627,628,9812154,9808017,5026,9506101,207212,110293,9809039,7131,7131,9612121,109029,12141
628,629,9812143,9611159,9708118,9611120,112029,9705151,104200,4160,4160,103090,9708168,4151
629,630,9812135,9306052,212150,9703009,9706025,7169,11127,9909215,9909215,4204,303160,111027
630,631,9812121,9608117,9504081,9601014,9806057,110196,6203,110035,110035,9705130,105048,9804026
631,632,9812109,9712230,207174,302127,112090,9906129,11141,12225,12225,106103,103139,211135
632,633,9812094,9302126,8213,304238,4115,9903091,9504148,9805171,9805171,9712171,111276,9708118
633,634,9812092,108101,11090,103086,9304005,11226,9806199,9911031,9911031,9701121,7247,9712047
634,635,9812090,9705130,110046,9705130,9905004,9611051,9911041,209210,209210,11197,11073,212190
635,636,9812089,9707217,106234,112045,205230,9602074,108101,107200,107200,4187,9061,9606146
636,637,9812088,9908004,110191,110281,9702019,9706143,11193,103262,103262,9506109,5005,207171
637,638,9812082,9712047,9906044,9047,211269,9309075,9705046,12141,12141,9202074,109095,9706109
638,639,9812079,9605154,8194,12164,108152,12251,9301003,9505100,9505100,9504034,5283,104146
639,640,9812078,9607139,211234,6189,106234,9301111,111208,104210,104210,104147,3294,7236
640,641,9812073,11060,9507158,105019,206182,211236,9305142,9505075,9505075,8140,207086,106120
641,642,9812072,209261,108154,9812135,9909134,9702019,9402113,9906200,9906200,9207103,9606139,9805123
642,643,9812071,103170,9512181,107163,9506004,112095,106120,9602043,9602043,9310144,9808149,10108
643,644,9812067,6224,5005,5204,9303016,11148,103179,207245,207245,9803086,110035,9812092
644,645,9812056,9213,301135,9701054,5129,9602029,9506150,9912130,9912130,9702024,7131,9904165
645,646,9812053,107172,108158,112188,9912280,12131,9204060,9810116,9810116,9404108,12225,9908056
646,647,9812049,8250,106109,211212,9903254,9506004,9611100,12169,12169,108050,11060,9611209
647,648,9812046,9030,9805114,303210,9305109,9903254,4103,108119,108119,9506098,9911031,210044
648,649,9812035,206154,9712230,9142,9610193,9811231,9806095,9702014,9702014,107081,9905160,9707164
649,650,9812034,209067,7168,9811036,9303081,9302014,105048,303160,303160,9711153,103162,9711082
650,651,9812032,4133,103139,9805129,9401115,9905004,5073,9402113,9402113,9510161,4011,9601014
651,652,9812031,9911043,9910263,12145,112095,112038,10252,301237,301237,9806159,106142,107138
652,653,9812016,207245,109029,9908049,209208,11283,9401115,9503163,9503163,11119,9603142,9912152
653,654,9812013,205074,211287,9908105,8001,9712090,9503086,9712082,9712082,9910076,103262,206128
654,655,9812003,9612128,302182,212010,9402057,209208,112226,11003,11003,9305040,209210,9608104
655,656,9811249,9412236,12200,9807185,107166,9205043,8076,8199,8199,10145,9204099,9812071
656,657,9811237,9908040,9602043,9708037,9309075,9405176,107212,106125,106125,9512219,9810116,211170
657,658,9811234,9806039,7097,9712075,9402144,9506037,9209008,210046,210046,6240,208086,9904086
658,659,9811231,9411099,211009,9605023,9807034,212313,7175,103162,103162,9204026,107200,9803251
659,660,9811225,9210021,9711082,11073,9412127,9912203,9507046,112185,112185,9703099,106112,9709222
660,661,9811220,9506035,9904017,9510182,107105,111073,104037,5090,5090,108066,9402113,9904197
661,662,9811213,9506148,9612162,9705126,9811198,9805028,9705130,7097,7097,9203076,104210,206098
662,663,9811208,211075,9503163,8194,9201021,9206029,107134,9511194,9511194,9504147,9912130,6112
663,664,9811198,205301,206017,9501075,9206029,9403195,9708009,7158,7158,111253,301237,9912119
664,665,9811195,6085,6052,210051,9702098,9201021,9511108,12193,12193,210249,11003,9804159
665,666,9811183,9703211,6246,9707164,9711019,9903153,9205090,103128,103128,9909056,12141,4165
666,667,9811178,9712084,9711143,9709138,9806240,9305109,9809124,105048,105048,9904019,9503121,9706087
667,668,9811177,210135,10105,9709222,9904064,10285,9605187,12170,12170,9606056,8199,104143
668,669,9811170,9903029,106061,9603009,108032,9704016,9608163,9603142,9603142,205060,9709172,111085
669,670,9811169,9709146,9708044,9910012,9209049,9209049,9310201,9911026,9911026,9607219,9909215,10017
670,671,9811167,9610026,9606139,10004,9912203,10272,9206063,104086,104086,9506110,212047,212211
671,672,9811150,9504150,304261,9910105,9205043,9702182,103230,9604156,9604156,9303139,9604156,211141
672,673,9811147,9710085,112126,211254,9903153,110111,9705040,9612162,9612162,9312189,9612162,4133
673,674,9811134,212032,205146,208095,211245,9403038,103195,9910083,9910083,9902024,207123,9907054
674,675,9811132,8076,11037,9905094,205228,9908148,9610156,7177,7177,9511167,12193,9906214
675,676,9811131,9707120,304059,212253,9705151,103128,9812046,9608024,9608024,9610024,106125,9912001
676,677,9811122,211287,303210,9805099,9805028,9503230,9805008,9808075,9808075,9906200,112185,9710247
677,678,9811120,9511154,11017,9705199,9305185,9811198,9603133,9709172,9709172,9211059,9906200,6085
678,679,9811098,9506200,9604034,9910250,9903091,9701173,9905177,106112,106112,205064,9808075,110111
679,680,9811096,9511108,109107,211257,9712090,103093,9807226,209067,209067,7240,302008,9904143
680,681,9811093,10223,9009,4009,8252,9206047,104181,111217,111217,9803265,9504113,9912145
681,682,9811092,4103,11089,11089,9506101,9805101,9612102,112238,112238,5208,9608024,10205
682,683,9811080,210145,9906200,9811167,9612046,108032,9608111,108158,108158,9902064,103128,9905161
683,684,9811077,303160,9912258,9712004,9707136,103055,9707079,9708118,9708118,9704094,12169,10179
684,685,9811057,7158,304108,112197,211236,9909124,9612194,9604034,9604034,108023,12170,11127
685,686,9811053,208014,109213,7175,9611209,9806240,9609112,8108,8108,9712206,104086,9810201
686,687,9811047,108100,9505100,5021,9912092,9303081,9612131,10045,10045,9902040,9911026,4009
687,688,9811045,10279,209013,10046,9602029,9512154,9908141,9204099,9204099,9406105,9511178,10101
688,689,9811036,109176,9309140,9910076,9304056,9603187,12041,112027,112027,9705151,9711138,11269
689,690,9811035,4183,109111,9503121,104158,9712206,9206034,211110,211110,3251,9910083,211116
690,691,9811031,6209,9805112,205230,9609085,9610157,9705151,12018,12018,107212,9503086,209169
691,692,9811028,7204,9707164,8042,207116,9201020,9601057,302148,302148,11111,9712082,9608154
692,693,9811021,10204,5095,9708068,9611024,108008,9811237,109079,109079,9401021,9506194,9808075
693,694,9811019,7147,5090,9909213,206255,9810055,11137,10160,10160,108204,108158,9910004
694,695,9811015,11115,9902149,9803124,206207,9611209,9304068,10026,10026,9206071,9910219,9708068
695,696,9811013,105227,9608024,9902190,9810055,9806156,9702089,111027,111027,9605229,8108,9810240
696,697,9811005,4097,212025,208165,9701078,8001,9211003,106103,106103,9406020,9610085,210022
697,698,9810251,11009,4011,9904165,9607190,9911112,9205011,9711138,9711138,6192,112238,9401070
698,699,9810243,110234,10198,9511194,9403038,9612143,9311120,106121,106121,9904011,107220,9808182
699,700,9810240,9511194,205286,206154,9604097,11166,110031,210249,210249,9503163,211018,9507143
700,701,9810230,9406067,105187,8075,111073,9710095,9807235,109130,109130,106117,9505004,12033
701,702,9810226,206059,301213,9701128,111135,9602043,205101,5242,5242,9903033,7158,4117
702,703,9810219,9511080,9708037,112152,11148,9404050,107172,11017,11017,9138,301144,12104
703,704,9810212,9601003,9512219,9911082,10272,9806194,11018,9903117,9903117,9306091,5090,9507048
704,705,9810206,9503115,9709172,211100,9706143,9304056,209230,9910263,9910263,9711084,11156,9912258
705,706,9810203,9705003,9707079,9711081,11109,104204,9603074,107220,107220,9412092,112027,211074
706,707,9810201,9505004,111064,8141,112038,208163,9806230,9503121,9503121,104102,7097,109122
707,708,9810200,9507018,9710027,5015,10285,206182,9407155,205286,205286,9810126,109079,8230
708,709,9810198,9609084,211017,9905161,9911116,9902030,9407106,106046,106046,9503088,12018,112188
709,710,9810195,9703218,9911203,9412074,9506200,9808141,5270,208086,208086,12007,9810201,9806113
710,711,9810194,9709118,9505075,9803031,7169,9607243,9903268,5138,5138,6094,9511194,10004
711,712,9810192,9710027,107105,9902040,11024,211245,9712066,9712186,9712186,9411238,10160,110209
712,713,9810188,212212,9224,9605201,9503230,9607037,9191,7052,7052,9612143,10026,10203
713,714,9810180,211254,9215,9909082,9306066,9904019,9803194,9506194,9506194,9902098,106121,9911253
714,715,9810170,301136,9511053,208187,110232,9404005,12023,9810201,9810201,9208031,109130,103071
715,716,9810159,9611065,11172,9809057,9704016,9912092,9911214,109049,109049,9910058,9411028,9059
716,717,9810157,209169,9908199,211110,9405190,9305185,9610105,8046,8046,9707133,107031,9908134
717,718,9810155,9712150,111025,9602051,9206047,9609085,103124,9511178,9511178,9212088,205286,210252
718,719,9810151,4074,12211,9712186,9312062,9707136,9505006,112127,112127,9906238,10045,106209
719,720,9810149,9906027,9709096,207127,9709177,301244,9609145,206077,206077,9911163,5138,9912249
720,721,9810146,9907054,9025,9810060,9609019,9609019,103148,8241,8241,9602029,207127,103170
721,722,9810135,11172,304171,212096,9806194,9904064,9808139,210253,210253,9604034,9910263,9809021
722,723,9810132,10175,107106,9806032,9506099,9207114,9207103,9804085,9804085,4039,106046,9511080
723,724,9810126,5272,9912090,206164,9908148,9706101,9607109,9707099,9707099,9309137,106103,105242
724,725,9810116,10218,111165,9710146,301244,9501144,107004,11002,11002,304257,9807127,103233
725,726,9810113,10221,12089,9904197,4103,9911116,9605199,9411028,9411028,9912104,106177,9602070
726,727,9810107,106120,103167,107172,110196,9811249,9810206,9708168,9708168,107004,105019,9705232
727,728,9810102,107212,211110,9712062,9805101,9412127,9512210,12142,12142,9406089,211110,9610016
728,729,9810099,9911253,9705232,9905029,9806156,9903138,9611213,10027,10027,9511157,9508064,111017
729,730,9810089,6139,207146,205075,9310122,106234,9209052,205110,205110,9610249,9707099,9710217
730,731,9810072,6033,4131,9030,9501062,9506065,11241,208020,208020,212123,9804085,9912157
731,732,9810070,11269,9504006,9412200,211170,6167,210070,6120,6120,9912146,109049,9806103
732,733,9810068,9411020,103163,9805123,9912272,9308045,9811077,11156,11156,9604091,8241,212193
733,734,9810062,9612146,5059,7250,9207114,207142,7007,111276,111276,9609238,6176,11125
734,735,9810060,9605033,206208,207130,9201067,9709177,9501142,104054,104054,9303030,210249,9712150
735,736,9810055,210148,9905195,9909119,9903138,7146,6085,105019,105019,7211,9705232,9710032
736,737,9810053,12011,8073,9512060,103051,9312062,9106,106177,106177,9507023,6232,11235
737,738,9810043,9510227,10026,7171,104204,9504019,6064,106159,106159,210083,112127,304220
738,739,9810035,9612080,9709139,9912119,9403195,9201067,7204,6176,6176,9207005,112066,8091
739,740,9810031,9406105,303033,9810146,9808140,9810053,9701162,301144,301144,9707124,210253,107115
740,741,9810026,9309097,9911026,9512139,9702182,9808124,9310144,111054,111054,9911055,9507115,9704087
741,742,9810020,9207053,10010,9606146,9603187,9711127,9605229,207127,207127,11089,9903117,10145
742,743,9810006,9403195,10158,9506200,9311055,9410140,9505004,8019,8019,9912266,205060,9505088
743,744,9809214,9605184,8020,104031,9412128,10082,9610157,12009,12009,109168,106040,9701117
744,745,9809201,9603081,11205,9505053,9901016,9903176,9806042,211018,211018,9410101,111027,207106
745,746,9809184,9903107,9508064,301144,208163,6064,210157,11032,11032,9905004,11002,210218
746,747,9809180,9309039,9912047,9911116,9607037,210010,9207032,9610085,9610085,210044,206077,9602043
747,748,9809161,9607207,112027,9908077,9808173,9604097,7035,9025,9025,112218,5242,9706210
748,749,9809147,9604055,9604041,12097,9404005,107166,9809147,9807127,9807127,9604041,205110,210068
749,750,9809127,9702180,12171,9906200,9706101,9505129,106191,9707205,9707205,9203052,7052,9910050
750,751,9809124,9612102,212083,212190,9603106,9711143,9205043,106040,106040,9708118,208020,9711083
751,752,9809111,9710215,111249,11119,9903021,9604044,9210121,9098,9098,9708152,11017,5091
752,753,9809100,9709065,9611042,9609094,9612143,108204,9203043,9404008,9404008,108152,10027,9207094
753,754,9809097,9701139,9512129,211123,9904011,9807034,104158,211056,211056,9807034,9507018,9912227
754,755,9809057,9710218,107185,209169,103209,207143,8250,209223,209223,9412130,8046,9512226
755,756,9809055,9408155,9811131,10017,106188,9310122,9511157,10003,10003,9710154,11032,9811131
756,757,9809039,9507032,7023,9504150,9701173,9912280,9312114,11108,11108,9505052,9704110,9811028
757,758,9809027,9703180,104017,209116,9908157,9807125,9506148,205060,205060,9803056,9507032,12158
758,759,9809024,104147,301136,212245,9805096,9712147,9702035,9903110,9903110,9303013,12142,9705058
759,760,9809022,9505006,12037,9906191,106151,9611065,9811047,106136,106136,4049,9505088,4134
760,761,9809021,9506150,211076,210168,9606061,9707257,9812071,9704110,9704110,11193,6120,9701185
761,762,9809007,7120,9812180,209127,9404050,9607190,9202004,9910219,9910219,7090,9909134,110028
762,763,9808192,108120,107267,107143,9808124,9712241,9303005,210072,210072,9412131,9512129,9803194
763,764,9808187,109069,302150,106020,9903176,9407031,9401059,301066,301066,4036,9712186,9506110
764,765,9808186,112126,9505150,6228,9807125,208138,9605053,9707079,9707079,9503207,9507113,110263
765,766,9808182,104143,211202,110209,7064,9902104,9803251,6232,6232,9209106,106159,112037
766,767,9808179,8016,9708085,3289,103093,9501062,9811169,9504113,9504113,9904064,111054,11271
767,768,9808178,4126,5253,11024,9308045,9606061,10137,212047,212047,9809039,104054,9709211
768,769,9808175,6251,9706025,9707247,9810053,9309097,9309110,9912185,9912185,110087,9505150,9503163
769,770,9808173,9908076,11038,106040,9410140,8252,6246,108152,108152,9807123,12009,9808187
770,771,9808172,9911205,112189,301178,9512129,107105,9511064,4061,4061,9905012,9712029,104059
771,772,9808162,9505161,12137,9510161,9911112,9409111,10223,9910217,9910217,10223,107091,209050
772,773,9808161,9811237,9712047,111013,7146,9210024,9211121,209139,209139,12145,9504034,9807235
773,774,9808149,9308139,9810219,207226,9710102,110232,103170,207123,207123,11017,9707205,9908148
774,775,9808143,9610024,9406125,9511126,206006,9903029,107057,9508064,9508064,9611142,9305185,9711143
775,776,9808141,9603136,9181,9710230,9811249,301193,9308100,303168,303168,9207095,9098,9601038
776,777,9808140,12080,9505062,9904064,9810072,211170,9705240,9507115,9507115,9503143,9912001,12218
777,778,9808139,9508068,11197,9601057,103055,9603106,9609122,103179,103179,9301043,4097,209067
778,779,9808138,9805034,110178,9805107,9703105,3255,9912233,9706025,9706025,207055,9609059,9906078
779,780,9808134,9910052,110035,9602102,9704109,7064,9602089,206066,206066,9308020,9404008,5242
780,781,9808129,7226,12169,108187,9706146,212096,9403040,302008,302008,9608117,209223,9402044
