Id,Authorities-Score,Betweenness-Centrality,Closeness-Centrality,Degree-Centrality,Degree-Prestige,EigenVector-Centrality,Harmonic-Centrality,Hub-Score,Katz-Centrality,Load-Centrality,Page-Rank,Percolation-Centrality,Rank-Prestige,scores
9606135,1.12E-18,0,0,0.00542644,0.006196741,0,0.004583856,0.000585471,0,0,0,0,0,
9606136,0.138464032,0.079720521,0.068821694,0.035659003,0.017041055,1.95E-19,0.002594059,0.004780781,0.007528509,0.079911104,0.003729242,0.079720521,0.079051383,
9606137,1.88E-05,1.91E-06,0.001778145,0.003100861,0.000774503,6.90E-38,0.014129994,4.36E-21,0.000697025,1.91E-06,0.016994014,1.91E-06,0.013833992,
9412148,1.12E-18,0,0,0,0.000774503,0,0.002484193,3.74E-21,0,0,0,0,0,
9606139,1.12E-18,0,0,0.10697683,0.107668479,0,0.001342807,0.028028095,0,0,0,0,0,
9606140,0.000287898,0,0.002586399,0.003876054,0.000774503,1.25E-36,0.001342807,8.66E-07,0.000953737,0,0.003162775,0,0.02173913,
9606141,4.28E-05,0.000114895,0.001675564,0.00542644,0.004647556,2.01E-36,0,4.33E-06,0.000411415,0.000114999,0.00042485,0.000114895,0.005928854,
9606142,0.032059758,0.006583578,0.033885015,0.014728774,0.002323778,6.91E-21,0.00036622,0.000279129,0.004349934,0.006691337,0.008733035,0.006583578,0.065217391,
9606143,1.12E-18,0,0,0.013178388,0.013942685,0,0,0.001051374,0,0,0,0,0,
9606144,0.000184823,0.006710674,0.003843932,0.006201633,0.003872963,1.01E-33,0.041510288,0.000494764,0.00082589,0.006920318,0.004484531,0.006710674,0.017786561,
9606145,0.001876669,0.001026936,0.00088897,0.001550475,0.000774503,5.14E-39,0.00036622,1.91E-05,0.000340012,0.001027871,0.006419961,0.001026936,0.007905138,
9606146,0.127019196,0.00091255,0.021712329,0.014728774,0.001549006,4.82E-24,0,0.000406943,0.003698962,0.00091338,0.001746607,0.00091255,0.071146245,
9606147,0.000302115,0.00261818,0.022977458,0.001550475,0.000774503,7.40E-21,0.058242467,0.000254391,0.001022997,0.002646004,0.005617466,0.00261818,0.007905138,
9606148,0.065327976,0.021911368,0.03949809,0.017054353,0.006196741,4.62E-21,0.009411858,0.001166819,0.003557723,0.021397014,0.006561578,0.021911368,0.053359684,
9606149,1.58E-05,2.87E-06,0.001587632,0.003876054,0.002323778,2.44E-37,0.073906424,3.62E-07,0.00057802,2.87E-06,0.000802495,2.87E-06,0.011857708,
9606151,5.31E-05,2.07E-06,0.002286192,0.003876054,0.000774503,1.37E-35,0.035316557,3.00E-06,0.000993008,2.07E-06,0.003304392,2.07E-06,0.0256917,
9606152,0.009241172,6.61E-05,0.026213842,0.01627916,0.000774503,2.15E-20,0,4.82E-05,0.00631923,6.59E-05,0.032099804,6.61E-05,0.081027668,
9606153,0.004940473,0.027713305,0.013388502,0.008527212,0.002323778,1.15E-25,0,5.36E-05,0.002524288,0.027873872,0.017277247,0.027713305,0.037549407,
9606154,0.003675143,0.004829652,0.019564676,0.013953581,0.006971333,4.91E-19,0.00091555,0.000981282,0.003152166,0.004605065,0.024594115,0.004829652,0.035573123,
9606155,1.12E-18,0,0,0.001550475,0.002323778,0,0,1.08E-10,0,0,0,0,0,
9606156,3.82E-07,0,0.000799662,0.000775103,0.000774503,1.01E-36,0.004760862,1.33E-06,0.000205708,0,0.000944112,0,0.003952569,
9606157,0.026159625,0.003762045,0.009330293,0.011628002,0.003872963,1.03E-21,0.003540128,0.002712956,0.002452764,0.003663698,0.009677147,0.003762045,0.039525692,
9606158,0.000677449,0,0.001333609,0.002325668,0.000774503,7.67E-39,0.415809127,1.58E-06,0.000510018,0,0.000708084,0,0.005928854,
9606160,3.00E-05,3.81E-06,0.00088897,0.001550475,0.000774503,5.14E-39,0.000854514,7.79E-10,0.000340012,3.82E-06,0.000991317,3.81E-06,0.005928854,
9606161,0.001251112,0,0.004445362,0.006976826,0,5.56E-37,0.552894144,4.45E-21,0.001853069,0,0.015955491,0,0.035573123,
9606162,1.12E-18,0,0,0,0.000774503,0,0.531057159,5.05E-21,0,0,0,0,0,
9606163,1.12E-18,0,0,0,0.000774503,0,0.00036622,0.000610209,0,0,0,0,0,
9412154,1.12E-18,0,0,0.006976826,0.007745926,0,0.001586954,5.94E-06,0,0,0,0,0,
9606165,1.12E-18,0,0,0.027907073,0.028659962,0,0.76740716,0.014909344,0,0,0,0,0,
9606166,4.41E-05,0,0.000444485,0.000775103,0.000774503,2.57E-39,0.503257717,2.96E-05,0.000170006,0,0.000472056,0,0.001976285,
9606167,1.70E-07,0.000145906,0.015660004,0.004651247,0.002323778,2.13E-21,0.005676412,3.20E-07,0.001094582,0.000151128,0.012556688,0.000145906,0.015810277,
9606168,0.078522948,0.00026436,0.017287681,0.017054353,0.003872963,3.84E-31,0,0.00105962,0.00389531,0.000232289,0.001888224,0.00026436,0.067193676,
9606169,1.12E-18,0,0,0.033333424,0.03408211,0,0.007245055,0.012480217,0,0,0,0,0,
9412155,0.000136485,9.53E-07,0.001333609,0.002325668,0.000774503,1.25E-37,0.018457496,3.16E-07,0.000544021,9.54E-07,0.007080839,9.53E-07,0.011857708,
9606170,8.81E-06,0,0.001333609,0,0,1.26E-35,0.026399783,4.45E-21,0.000243276,0,0.002549102,0,0.003952569,
9606172,1.12E-18,0,0,0.010852809,0.011618907,0,0.498556299,0.001055497,0,0,0,0,0,
9606173,1.12E-18,0,0,0.002325668,0.00309837,0,0.002746651,0.000680301,0,0,0,0,0,
9606174,5.75E-06,0.00261818,0.002222681,0.007752019,0.004647556,1.08E-36,0.001037624,1.01E-05,0.000902733,0.002544235,0.011376548,0.00261818,0.013833992,
9606175,2.34E-05,0.000193694,0.00357217,0.00542644,0.00309837,1.21E-35,0.011017123,5.24E-07,0.000836602,0.000194125,0.011990221,0.000193694,0.013833992,
9606176,0.097828467,0.008667954,0.04913906,0.028682266,0.008520519,4.82E-21,0,0.002816032,0.006928774,0.008523186,0.005381438,0.008667954,0.116600791,
9606177,0.024737906,4.12E-06,0.000444485,0.002325668,0.002323778,2.57E-39,0.508169779,0.000367775,0.000170006,4.07E-06,0,4.12E-06,0.001976285,
9606178,1.12E-18,0,0,0.001550475,0.002323778,0,0.001831101,2.18E-05,0,0,0,0,0,
9606179,0.00414431,0,0.001980206,0.001550475,0,3.19E-36,0.001293978,4.45E-21,0.000668124,0,0.005523055,0,0.015810277,
9606180,8.89E-07,0.000871879,0.009864732,0.004651247,0.003872963,2.29E-21,0.011114782,4.54E-06,0.000577564,0.000857407,0.010479642,0.000871879,0.009881423,
9606181,0.000370358,0.002846953,0.006797365,0.022480704,0.016266463,1.73E-25,0.165181871,0.000287788,0.002133064,0.002824101,0.010101997,0.002846953,0.041501976,
9412157,1.12E-18,0,0,0.002325668,0.00309837,0,0.473370355,0.000626701,0,0,0,0,0,
9606183,1.12E-18,0,0,0,0.000774503,0,0.417479538,2.94E-07,0,0,0,0,0,
9606184,0.011444836,0.000480423,0.01368375,0.014728774,0.006971333,2.27E-26,0.242233457,0.000396636,0.004113604,0.000475772,0.00557026,0.000480423,0.049407115,
9606185,1.12E-18,0,0,0.067441952,0.068164221,0,0.079638787,0.038134311,0,0,0,0,0,
9412158,0.037817719,0.004905909,0.001778145,0.019379932,0.017815648,1.85E-37,0.355175292,0.003912759,0.000561018,0.005037585,0.003729242,0.004905909,0.011857708,
9606187,1.12E-18,0,0,0.008527212,0.009295111,0,0.511631417,0.0029892,0,0,0,0,0,
9606188,4.69E-05,5.69E-05,0.003954037,0.007752019,0.00309837,7.19E-18,0.036078876,9.03E-05,0.001541765,5.78E-05,0.005947905,5.69E-05,0.0256917,
9606189,0.07763935,7.24E-05,0.004137611,0.006976826,0.000774503,1.41E-37,0,1.93E-05,0.00156406,7.25E-05,0.002029841,7.24E-05,0.037549407,
9606190,1.12E-18,0,0,0.004651247,0.005422148,0,0.002197321,0.000424672,0,0,0,0,0,
9606191,1.12E-18,0,0,0.022480704,0.023237796,0,0,0.004847492,0,0,0,0,0,
9606192,1.12E-18,0,0,0,0.000774503,0,0.015170234,0.000108436,0,0,0,0,0,
9606193,1.12E-18,0,0,0.026356669,0.027110759,0,0.017276,0.009407897,0,0,0,0,0,
9606194,1.12E-18,0,0,0.002325668,0.00309837,0,0.059647671,0.000291911,0,0,0,0,0,
9606195,0.002935849,0.004219591,0.008001663,0.007752019,0.002323778,1.90E-21,0.016173851,5.94E-05,0.001428717,0.00422343,0.017041219,0.004219591,0.0256917,
9606196,0.146073782,0.001154033,0.015782387,0.012403195,0.000774503,2.72E-29,0.00036622,0.000265936,0.003012933,0.001183069,0.000944112,0.001154033,0.067193676,
9606197,9.10E-08,2.38E-07,0.000999834,0.001550475,0.000774503,6.41E-38,0.002319394,1.79E-07,0.000357013,2.39E-07,0.002029841,2.38E-07,0.005928854,
9606198,3.30E-07,0,0.000444485,0.000775103,0.000774503,2.57E-39,0.006128084,1.31E-08,0.000170006,0,0.00042485,0,0.001976285,
9606199,0.032486273,0.031415614,0.048460456,0.037984582,0.032532925,1.17E-19,0.023126803,0.009151857,0.002433064,0.032211283,0.000991317,0.031415614,0.035573123,
9412164,1.12E-18,9.53E-07,0.00088897,0.001550475,0.000774503,6.41E-38,0.00091555,4.87E-21,0.000357013,9.54E-07,0.012226249,9.53E-07,0.005928854,
9412171,1.18E-05,4.78E-07,0.000444485,0.001550475,0.001549006,2.57E-39,0.00036622,1.06E-06,0.000170006,4.78E-07,0.000519262,4.78E-07,0.005928854,
9412174,3.96E-06,0.001009143,0.001422516,0.003100861,0.001549006,1.01E-36,0.010095469,3.56E-06,0.00054572,0.001010061,0.003682036,0.001009143,0.013833992,
9412177,1.12E-18,0,0,0,0.000774503,0,0.002795481,1.90E-13,0,0,0,0,0,
9412178,1.12E-18,0,0,0,0.000774503,0,0.06249107,7.42E-08,0,0,0,0,0,
9412182,1.12E-18,0,0,0.000775103,0.001549006,0,0.00036622,4.10E-05,0,0,0,0,0,
9412186,1.56E-05,0,0.000444485,0,0,2.57E-39,0.002905347,4.45E-21,0.000170006,0,0.001274551,0,0.001976285,
9412193,1.12E-18,0,0,0,0.000774503,0,0,1.00E-10,0,0,0,0,0,
9412195,1.12E-18,0,0,0.013178388,0.013942685,0,0.021356739,0.0001039,0,0,0,0,0,
9412197,1.16E-18,0,0.000444485,0,0,2.57E-39,0.012097472,4.45E-21,0.000170006,0,0.006372755,0,0.003952569,
9412198,0.002210773,0.000805789,0.011732513,0.008527212,0.004647556,4.04E-27,0.014919111,1.04E-05,0.00164793,0.000811611,0.007836129,0.000805789,0.017786561,
9412205,1.12E-18,0,0,0,0.000774503,0,0,5.03E-11,0,0,0,0,0,
9412209,1.12E-18,0,0,0.020930318,0.021688611,0,0.005188119,0.003578793,0,0,0,0,0,
9412215,1.32E-18,0,0.001452152,0.000775103,0,4.09E-35,0.60558573,4.45E-21,0.000395092,0,0.018835032,0,0.007905138,
9412217,3.28E-06,4.78E-07,0.000444485,0.000775103,0.000774503,2.57E-39,0.003295981,4.44E-21,0.000170006,4.78E-07,0.001274551,4.78E-07,0.003952569,
9412218,4.41E-05,6.84E-06,0.001852239,0.004651247,0.002323778,1.28E-37,0.004150495,6.76E-06,0.000714027,6.92E-06,0.001746607,6.84E-06,0.017786561,
9412220,2.56E-05,0.010345623,0.00118543,0.002325668,0.001549006,1.82E-37,0.00036622,0.0001307,0.000391012,0.010329593,0.001557785,0.010345623,0.007905138,
9412221,0.000150702,0.000150736,0.002400496,0.003876054,0.000774503,2.96E-36,0.00091555,2.36E-09,0.000940134,0.000152909,0.001510579,0.000150736,0.019762846,
9412222,1.12E-18,0,0,0.002325668,0.00309837,0,0.00073244,2.23E-05,0,0,0,0,0,
9412229,1.12E-18,0,0,0.034108617,0.034856703,0,0.407994486,0.000329843,0,0,0,0,0,
9412233,1.12E-18,0,0,0.000775103,0.001549006,0,0.001495399,2.96E-07,0,0,0,0,0,
9412239,2.16E-08,0,0.000444485,0.000775103,0.000774503,2.57E-39,0.29467839,5.03E-11,0.000170006,0,0.001274551,0,0.005928854,
9412244,1.08E-18,1.91E-06,0.000444485,0.000775103,0.000774503,2.57E-39,0.532667174,1.57E-07,0.000170006,1.91E-06,0.006372755,1.91E-06,0.005928854,
9607001,0.04357568,5.21E-06,0.053085152,0.008527212,0.001549006,2.34E-19,0.00109866,0.001043128,0.003037292,5.39E-06,0.002313074,5.21E-06,0.037549407,
9607002,0.004236722,0.002254685,0.00844275,0.002325668,0.000774503,2.49E-28,0.024575552,5.73E-05,0.000847412,0.002274546,0.000377645,0.002254685,0.011857708,
9607005,0.000535988,2.54E-05,0.003200661,0.003876054,0.001549006,2.67E-34,0,3.73E-06,0.000890698,2.54E-05,0.003587625,2.54E-05,0.017786561,
9607006,0.000182691,0,0.004026602,0.003876054,0,3.06E-32,0.003216634,4.45E-21,0.001344808,0,0.038897409,0,0.02173913,
9607007,1.12E-18,0,0,0.008527212,0.009295111,0,0,0.000305929,0,0,0,0,0,
9607008,8.67E-05,7.14E-06,0.002222681,0.003876054,0.000774503,1.90E-37,0.73240723,9.69E-08,0.000901034,7.15E-06,0.006514372,7.14E-06,0.017786561,
9607009,1.12E-18,0,0,0,0.000774503,0,0,8.20E-07,0,0,0,0,0,
9607011,0.06596775,0.164509888,0.080254852,0.027131862,0.01859024,4.08E-19,0.00036622,0.003376765,0.004198713,0.167533275,0.004059681,0.164509888,0.049407115,
9607012,4.59E-05,0,0.003754532,0,0,1.49E-30,0.054465802,4.45E-21,0.000326515,0,0.000236028,0,0.003952569,
9607013,0.000395949,0.00014311,0.016308983,0.006976826,0.000774503,2.76E-21,0,5.03E-06,0.001829829,0.000137643,0.006892017,0.00014311,0.039525692,
9607015,0.000466324,0.000165988,0.020322456,0.007752019,0.00309837,1.40E-20,0.033223144,0.000108848,0.002667072,0.000162068,0.008874652,0.000165988,0.0256917,
9607016,3.04E-05,0,0.003048253,0.002325668,0,1.10E-35,0.075090827,4.45E-21,0.0008009,0,0.009771558,0,0.017786561,
9607017,0.000133642,1.98E-05,0.010632716,0.002325668,0.000774503,3.70E-21,0.60661972,4.74E-07,0.00093748,1.98E-05,0.00514541,1.98E-05,0.009881423,
9607018,0.000354719,0,0.021821807,0.000775103,0,8.75E-26,0.821119645,4.45E-21,0.000684738,0,0.007080839,0,0.005928854,
9607019,0.027581344,0.005058425,0.042069112,0.032558231,0.024786981,3.48E-21,0.164606004,0.011599661,0.002855775,0.004783161,0.002029841,0.005058425,0.051383399,
9607020,0.05196382,0.009328854,0.075695966,0.017054353,0.006196741,1.65E-19,0.02717121,0.001805889,0.004939395,0.009515438,0.002596308,0.009328854,0.055335968,
9607021,0.011658094,5.82E-05,0.012739482,0.011628002,0.006196741,8.46E-26,0,0.000362415,0.002602607,5.39E-05,0.003493214,5.82E-05,0.031620553,
9607022,1.12E-18,0,0,0,0.000774503,0,0.430363484,4.68E-21,0,0,0,0,0,
9607023,1.12E-18,0,0,0,0.000774503,0,0.002471986,4.68E-21,0,0,0,0,0,
9607024,1.12E-18,0,0,0,0.000774503,0,0.386919693,0.000270883,0,0,0,0,0,
9607026,1.12E-18,0,0,0.025581476,0.026336166,0,0.012842265,0.009621965,0,0,0,0,0,
9607027,0.034050164,0.003939979,0.063947696,0.015503967,0.00309837,7.81E-19,0.00036622,0.000437042,0.005173469,0.003994448,0.00835539,0.003939979,0.061264822,
9607028,0.004130093,0,0.000444485,0.000775103,0.000774503,2.57E-39,0.01162749,7.26E-05,0.000170006,0,4.72E-05,0,0.005928854,
9607029,0.001499913,0.000238686,0.00088897,0.006201633,0.005422148,5.14E-39,0.016664906,0.001999671,0.000340012,0.000248317,0.00042485,0.000238686,0.005928854,
9607030,0.000133642,5.57E-06,0.001422516,0.007752019,0.006196741,1.85E-37,0.043820131,0.000160798,0.000561018,4.45E-06,0.001463373,5.57E-06,0.009881423,
9607031,2.87E-05,0,0.004511953,0.000775103,0,2.31E-22,0.002868725,4.45E-21,0.000481164,0,0.000991317,0,0.009881423,
9607032,0.06298214,0.026099693,0.022596515,0.031007845,0.016266463,1.08E-29,0.290375478,0.003046922,0.005366131,0.026448592,0.0067504,0.026099693,0.071146245,
9607035,3.90E-05,8.74E-07,0.001333609,0.002325668,0.000774503,7.67E-39,0.308351881,3.12E-08,0.000510018,8.75E-07,0.002549102,8.74E-07,0.009881423,
9607037,9.17E-05,0.007422412,0.003960422,0.013953581,0.009295111,2.42E-35,0.719485283,0.000709162,0.001300888,0.007530935,0.010385231,0.007422412,0.02173913,
9607038,1.12E-18,0,0,0.000775103,0.001549006,0,0.04021096,0.000717408,0,0,0,0,0,
9607039,1.12E-18,0,0,0,0.000774503,0,0,3.82E-08,0,0,0,0,0,
9607041,0.082115631,0.015505724,0.055039838,0.03488381,0.019364833,5.31E-21,0.003216634,0.005321352,0.005496914,0.015926909,0.005428643,0.015505724,0.09486166,
9607043,0.016563023,0.004067075,0.050681012,0.017054353,0.005422148,1.49E-20,0.582009391,0.000750392,0.007556802,0.004019891,0.012367866,0.004067075,0.055335968,
9607044,8.46E-05,0,0.007505431,0.002325668,0.001549006,5.36E-31,0.016247967,1.01E-05,0.000623697,0,0.001699401,0,0.005928854,
9607045,0.04741432,2.92E-06,0.002963575,0.00542644,0.000774503,2.20E-36,0.297059419,9.36E-07,0.00131245,2.90E-06,0.006655989,2.92E-06,0.0256917,
9607046,3.57E-06,0.001342135,0.013776959,0.020930318,0.016266463,1.83E-20,0.591602404,9.73E-06,0.001904419,0.001361166,0.004578943,0.001342135,0.02173913,
9607047,0.000145015,0.000546513,0.003641645,0.003876054,0.000774503,3.53E-33,0.263024158,1.40E-07,0.000995068,0.000549555,0.005853494,0.000546513,0.02173913,
9607048,0.002310293,0.000113116,0.009934874,0.00542644,0.003872963,3.74E-20,0.505199704,0.000915314,0.000688242,0.000120088,0.000472056,0.000113116,0.011857708,
9607049,1.12E-18,0,0,0.050387688,0.051123166,0,0.02375984,0.010174369,0,0,0,0,0,
9607050,1.12E-18,0,0,0.034108617,0.034856703,0,0.549515289,0.013610959,0,0,0,0,0,
9607051,0.114800234,0.006812351,0.04826208,0.028682266,0.004647556,2.13E-21,0.085653643,0.002853139,0.010014736,0.006793107,0.021808984,0.006812351,0.128458498,
9607052,0.057010922,9.30E-05,0.001778145,0.015503967,0.013168092,1.02E-38,0.01759775,0.004044696,0.000680024,8.50E-05,0.00042485,9.30E-05,0.015810277,
9607053,1.12E-18,0,0,0,0.000774503,0,0.107403931,4.50E-21,0,0,0,0,0,
9607054,0.062342367,0,0.038505328,0.010852809,0,6.46E-21,0.00036622,4.45E-21,0.003879946,0,0.003398803,0,0.065217391,
9607055,1.10E-07,6.20E-06,0.003347095,0.003100861,0.000774503,1.00E-34,0.051536939,7.05E-14,0.000811116,6.21E-06,0.01746607,6.20E-06,0.007905138,
9607056,0.000201884,0.002440245,0.001852239,0.01627916,0.013942685,1.28E-37,0.005279674,0.007476668,0.000714027,0.002439921,0.002973952,0.002440245,0.019762846,
9607057,0.079702975,0.079252553,0.065217989,0.047286916,0.020914018,2.17E-20,0.009735352,0.005003013,0.011355168,0.077327434,0.023650003,0.079252553,0.138339921,
9607058,0.067602726,0.009481369,0.005176699,0.012403195,0.004647556,1.29E-35,0.021826721,0.002692341,0.002011345,0.00964265,0.012415071,0.009481369,0.043478261,
9607059,4.70E-05,0,0.000999834,0.000775103,0,7.69E-27,0,4.45E-21,0.000358902,0,0.003257186,0,0.003952569,
9607060,1.12E-18,0,0,0.008527212,0.009295111,0,0.279519079,0.00668653,0,0,0,0,0,
9607062,0.000453528,0.001222664,0.006830337,0.021705511,0.017815648,1.61E-25,0.005829004,0.001051374,0.00125069,0.001170348,0.004201298,0.001222664,0.023715415,
9607064,0.000241692,0.010803169,0.010670995,0.011628002,0.005422148,2.46E-27,0,1.76E-06,0.003139085,0.010380478,0.009677147,0.010803169,0.039525692,
9607065,0.000371779,0.00391456,0.013135535,0.009302423,0.00309837,1.11E-21,0.001831101,1.79E-06,0.00213384,0.003943564,0.00557026,0.00391456,0.031620553,
9607066,0.042580476,0.00046263,0.014877577,0.034108617,0.029434555,6.91E-29,0,0.008473123,0.002321562,0.000445241,0.001132934,0.00046263,0.029644269,
9607067,0.136582387,9.74E-05,0.005406528,0.009302423,0.00309837,3.74E-34,0.044878021,0.001232787,0.001623596,9.90E-05,0.000188822,9.74E-05,0.035573123,
9607069,7.18E-06,0,0.000999834,0.001550475,0.000774503,6.41E-38,0,5.32E-07,0.000357013,0,0.000896906,0,0.011857708,
9607070,0.047983008,0.001883564,0.002667217,0.032558231,0.028659962,1.54E-38,0.00091555,0.004698032,0.001020036,0.001915809,0.000566467,0.001883564,0.027667984,
9607071,9.03E-05,2.87E-05,0.008379865,0.002325668,0.001549006,1.21E-29,0,1.45E-05,0.000427312,2.87E-05,0.009016268,2.87E-05,0.007905138,
9607072,0.002132578,4.68E-05,0.025008528,0.008527212,0.000774503,6.70E-21,0.688814948,3.98E-06,0.003440066,4.71E-05,0.027190422,4.68E-05,0.051383399,
9607073,1.12E-18,0,0,0,0.000774503,0,0.043537327,1.05E-15,0,0,0,0,0,
9607074,1.16E-18,2.38E-06,0.000444485,0.002325668,0.002323778,2.57E-39,0.039692161,7.63E-08,0.000170006,2.39E-06,0.006372755,2.38E-06,0.001976285,
9607076,0.057153094,0.000841376,0.041110235,0.037209389,0.029434555,5.89E-20,0,0.007852978,0.00244304,0.000852319,0.001085729,0.000841376,0.041501976,
9607077,0.010449633,0.026697553,0.044234831,0.021705511,0.01549187,3.14E-21,0.002789377,0.003088152,0.00235411,0.026862793,0.003918064,0.026697553,0.039525692,
9607078,0.040092469,0.006990286,0.06332322,0.020930318,0.005422148,1.64E-20,0.001312289,0.001764658,0.007783642,0.006793107,0.010762875,0.006990286,0.084980237,
9607079,3.28E-06,9.53E-07,0.00088897,0.001550475,0.000774503,6.41E-38,0.052837721,4.41E-21,0.000357013,9.54E-07,0.008685829,9.53E-07,0.005928854,
9607080,0.000133642,0,0.000444485,0.000775103,0.000774503,2.57E-39,0.007122982,3.15E-07,0.000170006,0,0.00042485,0,0.003952569,
9607082,0.071274315,0.006608997,0.056447542,0.008527212,0.000774503,1.52E-19,0.252128676,7.34E-05,0.003035702,0.006640453,0.005947905,0.006608997,0.04743083,
9607083,6.04E-05,0.019750734,0.024373418,0.006201633,0.000774503,1.65E-21,0.00036622,4.49E-06,0.00248222,0.01961605,0.022658685,0.019750734,0.023715415,
9607084,0.002025949,9.53E-07,0.009379566,0.001550475,0.000774503,2.30E-28,0.024171983,8.82E-06,0.000643834,9.54E-07,0.011848604,9.53E-07,0.009881423,
9607085,0.000112316,0.000493133,0.014262043,0.013178388,0.006196741,8.75E-22,0.777796656,0.000647316,0.002267397,0.000496126,0.012556688,0.000493133,0.041501976,
9607086,0.000167052,0.000902382,0.002614926,0.003876054,0.001549006,2.56E-34,0.818245894,1.55E-06,0.000888827,0.000903203,0.002832336,0.000902382,0.02173913,
9607088,4.45E-05,2.87E-06,0.001852239,0.003100861,0.000774503,2.24E-35,0.00073244,4.10E-07,0.000753469,2.87E-06,0.012226249,2.87E-06,0.009881423,
9607089,1.12E-18,0,0,0.010077616,0.010844314,0,0.652506074,0.003327288,0,0,0,0,0,
9607090,0.054451828,9.25E-06,0.003111754,0.006201633,0.001549006,1.79E-38,0.00073244,4.16E-05,0.001190046,9.39E-06,0.000472056,9.25E-06,0.027667984,
9607091,1.12E-18,0,0,0.013953581,0.014717277,0,0.492751622,0.002791294,0,0,0,0,0,
9607092,0.07258514,0.018683127,0.07663812,0.022480704,0.006971333,2.86E-19,0.00036622,0.000799869,0.007362382,0.018801894,0.004201298,0.018683127,0.067193676,
9607093,7.22E-19,0.009379692,0.00474172,0.001550475,0.000774503,6.38E-34,0.479098688,3.53E-07,0.000515731,0.009388226,0.037764475,0.009379692,0.011857708,
9607094,0.000163498,1.05E-05,0.002462046,0.003876054,0.001549006,1.97E-33,0.621423999,7.63E-07,0.000785908,1.05E-05,0.007033634,1.05E-05,0.02173913,
9607095,0.00039737,0.028916142,0.014313718,0.007752019,0.000774503,1.61E-25,0.473029882,1.12E-06,0.002320749,0.029239363,0.028276151,0.028916142,0.043478261,
9607096,0.000164919,0.000757493,0.002276563,0.003100861,0.001549006,1.27E-32,0.676499841,1.55E-06,0.000624309,0.000758182,0.0067504,0.000757493,0.013833992,
9607097,0.000641195,0,0.001333609,0.000775103,0,2.84E-36,0.00036622,4.45E-21,0.000396113,0,0.00160499,0,0.005928854,
9607098,0.000641195,0,0.001333609,0.000775103,0,2.84E-36,0.127824752,4.45E-21,0.000396113,0,0.00160499,0,0.005928854,
9607099,1.12E-18,0,0,0.017054353,0.017815648,0,0.101598329,0.000121629,0,0,0,0,0,
9607100,1.08E-18,0,0.000444485,0,0,2.57E-39,0.127853015,4.45E-21,0.000170006,0,0.006372755,0,0.001976285,
9607101,1.12E-18,0,0,0,0.000774503,0,0.634694049,3.38E-05,0,0,0,0,0,
9607102,0.010733977,0.001901358,0.04044126,0.007752019,0.00309837,1.35E-20,0.694027207,0.000263462,0.002401158,0.00191072,0.005617466,0.001901358,0.029644269,
9607103,3.95E-07,4.78E-07,0.000444485,0.000775103,0.000774503,2.57E-39,0.498653259,3.48E-21,0.000170006,4.78E-07,0.000519262,4.78E-07,0.003952569,
9607104,1.12E-18,0,0,0.009302423,0.010069722,0,0.068628157,0.00142657,0,0,0,0,0,
9607105,0.079157745,0.000452462,0.055136342,0.017829546,0.00309837,9.89E-21,0.020608009,0.002069763,0.004971068,0.000452874,0.003257186,0.000452462,0.077075099,
9607106,0.009027914,9.71E-06,0.009196075,0.00542644,0.000774503,6.30E-26,0.33734346,5.61E-06,0.001761145,1.05E-05,0.005664671,9.71E-06,0.023715415,
9607107,0.061844765,0.010243946,0.072342394,0.026356669,0.010069722,5.40E-19,0.00036622,0.005251055,0.010925184,0.010151496,0.004201298,0.010243946,0.081027668,
9607108,0.025946367,0.018556031,0.037691551,0.017829546,0.014717277,2.20E-21,0.736115034,0.00509574,0.001085442,0.018929106,0.000708084,0.018556031,0.017786561,
9607109,1.12E-18,0,0,0.041085354,0.041828036,0,0.424501304,0.012171649,0,0,0,0,0,
9607110,1.12E-18,0,0,0.00542644,0.006196741,0,0.48516029,9.44E-05,0,0,0,0,0,
9607111,9.01E-19,0.00136247,0.001016259,0.000775103,0.000774503,1.79E-37,0.432083245,2.23E-07,0.000221006,0.00136371,0.006419961,0.00136247,0.003952569,
9607112,1.12E-18,0,0,0.028682266,0.029434555,0,0.001586954,0.007065272,0,0,0,0,0,
301001,2.93E-07,0,0.004889899,0.003876054,0,2.66E-31,0.00036622,4.45E-21,0.001431638,0,0.047408578,0,0.027667984,
9607114,4.96E-05,3.58E-05,0.00355629,0.011628002,0.006196741,3.91E-36,0.692433896,2.05E-05,0.001468856,3.61E-05,0.01114052,3.58E-05,0.0256917,
9607113,0.073347181,0.003202822,0.039287016,0.010852809,0.001549006,3.02E-21,0.692297083,0.000197493,0.00292055,0.003205736,0.003021158,0.003202822,0.053359684,
9607115,1.12E-18,0,0,0.002325668,0.00309837,0,0.577963346,2.57E-08,0,0,0,0,0,
9607117,0.001663411,5.67E-05,0.019489422,0.010852809,0.000774503,1.68E-29,0.561509687,4.51E-21,0.003719051,5.67E-05,0.020487228,5.67E-05,0.055335968,
301005,0.007392937,0.004397525,0.494624478,0.011628002,0.000774503,0.000244048,0.163620886,4.33E-21,0.013127255,0.004401526,0.104790282,0.004397525,0.051383399,
9607119,0.008956828,7.65E-06,0.000444485,0.004651247,0.004647556,2.57E-39,0.608162928,4.01E-05,0.000170006,7.94E-06,0,7.65E-06,0.005928854,
