,Id,Authorities-Score,Betweenness-Centrality,Closeness-Centrality,Degree-Centrality,Degree-Prestige,EigenVector-centrality,Harmonic-Centrality,Hub-Score,Katz-Centrality,Load-centrality,Page-Rank,Percolation-Centrality,score
1642,9310025.0,0.0,0.0,0.0,0.000343629,0.000343629,,,,,,,,
1643,9310026.0,1.92e-06,8.19e-06,0.000233859,0.000458173,0.000267267,,,,,,,,
1646,9310029.0,7.25e-11,1.03e-05,3.82e-05,7.64e-05,3.82e-05,,,,,,,,
1647,9310031.0,0.0,0.0,0.0,0.000229086,0.000229086,,,,,,,,
1648,9310032.0,0.0,0.0,0.0,0.000305448,0.000305448,,,,,,,,
1649,9310033.0,1.29e-08,3.48e-06,7.64e-05,0.000190905,0.000114543,,,,,,,,
1650,9310035.0,2.7e-07,8.43e-07,5.09e-05,0.000305448,0.000267267,,,,,,,,
1654,9310040.0,1.62e-07,3.8e-06,0.000114543,0.000190905,7.64e-05,,,,,,,,
1655,9310041.0,0.0,0.0,0.0,0.000419992,0.000419992,,,,,,,,
1656,9310042.0,3.32e-08,1.3e-06,3.82e-05,0.000343629,0.000305448,,,,,,,,
1657,9310043.0,0.0,0.0,0.0,0.000534535,0.000534535,,,,,,,,
1658,9310044.0,0.0,0.0,0.0,0.000610897,0.000610897,,,,,,,,
1659,9310046.0,4.2e-06,8.94e-06,0.000596579,0.000458173,7.64e-05,,,,,,,,
1663,9310050.0,3.44e-22,0.0,7.64e-05,3.82e-05,0.0,,,,,,,,
1666,9310054.0,1.63e-07,0.0,5.09e-05,7.64e-05,3.82e-05,,,,,,,,
1668,9310056.0,9.44e-11,4.54e-07,0.00019636,0.000267267,7.64e-05,,,,,,,,
1671,9310060.0,0.0,0.0,0.0,0.000267267,0.000267267,,,,,,,,
1672,9310061.0,1.26e-07,3.43e-08,0.000114543,0.000190905,0.000114543,,,,,,,,
1676,9310067.0,1.78e-06,0.0,7.64e-05,0.000114543,3.82e-05,,,,,,,,
1677,9310070.0,0.0,0.0,0.0,0.000305448,0.000305448,,,,,,,,
1678,9310071.0,2.25e-10,4.52e-08,0.000122179,0.000229086,0.000114543,,,,,,,,
1679,9310072.0,3.7e-10,0.0,0.000152724,0.000152724,0.0,,,,,,,,
1680,9310073.0,1.18e-08,7.57e-07,7.64e-05,0.000381811,0.000305448,,,,,,,,
1682,9310075.0,3.81e-07,1.75e-08,0.000261813,0.000152724,3.82e-05,,,,,,,,
1684,9310077.0,7.98e-09,0.0,0.000190905,0.000190905,0.0,,,,,,,,
1685,9310079.0,2.29e-10,1.46e-09,8.59e-05,0.000114543,3.82e-05,,,,,,,,
1686,9310080.0,1.82e-09,3.48e-06,8.59e-05,0.000267267,0.000190905,,,,,,,,
1693,9310088.0,-2.1399999999999997e-23,1.17e-07,7.64e-05,0.000152724,7.64e-05,,,,,,,,
1694,9310089.0,9.17e-10,0.0,7.64e-05,0.000114543,3.82e-05,,,,,,,,
1695,9310090.0,5.949999999999999e-23,0.0,7.64e-05,7.64e-05,0.0,,,,,,,,
1696,9310092.0,1.53e-12,0.0,7.64e-05,7.64e-05,0.0,,,,,,,,
1699,9310095.0,7.92e-09,7.29e-10,5.09e-05,0.000114543,7.64e-05,,,,,,,,
1700,9310096.0,0.0,0.0,0.0,0.000190905,0.000190905,,,,,,,,
1702,9310098.0,7.66e-09,5.8e-07,3.82e-05,0.000267267,0.000229086,,,,,,,,
1705,9310101.0,6.72e-06,7.97e-05,0.001023923,0.000801802,0.000190905,,,,,,,,
1709,9310110.0,0.0,0.0,0.0,0.000190905,0.000190905,,,,,,,,
1710,9310111.0,6.96e-09,3.16e-09,7.64e-05,0.000152724,7.64e-05,,,,,,,,
1711,9310112.0,0.0,0.0,0.0,0.001489061,0.001489061,,,,,,,,
1712,9310113.0,3.31e-06,2.74e-06,0.000618533,0.000458173,3.82e-05,,,,,,,,
1713,4002.0,6.88e-05,1.43e-07,0.000381811,0.000458173,7.64e-05,,,,,,,,
1714,4003.0,7.6e-05,3.56e-06,0.000390488,0.000687259,0.000381811,,,,,,,,
1715,4004.0,7.23e-05,4.96e-08,0.000492659,0.000458173,0.000114543,,,,,,,,
1716,4005.0,6.41e-05,1.6e-05,0.000317196,0.001145432,0.000839983,,,,,,,,
1717,9310115.0,7.67e-08,4.67e-08,7.64e-05,0.000114543,3.82e-05,,,,,,,,
1718,9310116.0,2.54e-08,0.0,0.000152724,0.000152724,0.0,,,,,,,,
1719,9310118.0,0.0,0.0,0.0,0.000610897,0.000610897,,,,,,,,
1720,4009.0,0.000921292,8.15e-05,0.012339153,0.001336337,0.000152724,,,,,,,,
1721,9310122.0,7.33e-10,1.6e-06,3.82e-05,0.000534535,0.000496354,,,,,,,,
1722,4011.0,0.000318935,4.2e-05,0.002895799,0.00106907,0.000419992,,,,,,,,
1723,9310123.0,3.67e-08,2.25e-06,0.000114543,0.000381811,0.000267267,,,,,,,,
1724,4013.0,0.000268463,0.000239515,0.009257644,0.002252682,0.000954526,,,,,,,,
1725,4014.0,0.000128055,7.94e-06,0.000477263,0.002023596,0.001565423,,,,,,,,
1726,4015.0,2.66e-05,6.23e-08,0.002744192,0.001183613,0.000992707,,,,,,,,
1727,9310125.0,9.47e-09,5.2e-08,8.59e-05,0.000190905,0.000114543,,,,,,,,
1728,4017.0,3.49e-06,7.29e-09,0.000152724,0.000229086,7.64e-05,,,,,,,,
1729,9310130.0,0.0,0.0,0.0,0.000343629,0.000343629,,,,,,,,
1730,4019.0,5.07e-06,4.32e-08,0.000229086,0.000419992,0.000190905,,,,,,,,
1731,4020.0,4.37e-08,3.17e-07,0.000195533,0.000114543,3.82e-05,,,,,,,,
1732,4021.0,6.26e-05,1.45e-06,0.000379565,0.000458173,0.000114543,,,,,,,,
1733,9310134.0,2.24e-06,9.65e-09,0.000114543,0.000305448,0.000190905,,,,,,,,
1734,9310131.0,5.92e-13,0.0,7.64e-05,0.000114543,3.82e-05,,,,,,,,
1735,4024.0,8.04e-05,1.1e-05,0.000539551,0.000381811,0.000267267,,,,,,,,
1737,4026.0,1.13e-06,2.9e-07,0.000476798,0.000458173,3.82e-05,,,,,,,,
1738,4027.0,0.000218645,6.9e-08,0.001455791,0.000381811,0.000190905,,,,,,,,
1739,4028.0,6.27e-05,3.37e-06,0.000763621,0.001030888,0.000610897,,,,,,,,
1740,9310138.0,0.0,0.0,0.0,0.000190905,0.000190905,,,,,,,,
1741,4030.0,0.000311931,9.94e-08,0.000469546,0.000419992,0.000114543,,,,,,,,
1742,9310141.0,7.45e-10,1.02e-08,7.64e-05,0.000114543,3.82e-05,,,,,,,,
1743,4032.0,7.9e-09,1.11e-07,0.000190905,0.000305448,0.000114543,,,,,,,,
1745,9310144.0,0.0,0.0,0.0,0.000572716,0.000572716,,,,,,,,
1747,4036.0,5.63e-08,5.33e-08,0.000106243,0.000152724,0.000114543,,,,,,,,
1748,4037.0,0.000122213,3e-06,0.011392569,0.000534535,3.82e-05,,,,,,,,
1749,4038.0,0.000237188,0.000131128,0.003188652,0.001298156,0.000572716,,,,,,,,
1750,4039.0,0.000300885,1.87e-06,0.005653562,0.000839983,0.000152724,,,,,,,,
1751,4040.0,0.000753496,1.17e-05,0.012511761,0.000839983,7.64e-05,,,,,,,,
1752,9310151.0,0.0,0.0,0.0,0.000458173,0.000458173,,,,,,,,
1754,9310150.0,1.93e-06,1.71e-07,0.000448935,0.000267267,0.000152724,,,,,,,,
1755,4044.0,2.02e-07,1.97e-06,0.00398376,0.000152724,7.64e-05,,,,,,,,
1756,9310157.0,4.07e-06,1.71e-07,0.000632621,0.000305448,3.82e-05,,,,,,,,
1757,9310156.0,5.48e-07,2.23e-06,0.0002937,0.000305448,3.82e-05,,,,,,,,
1758,9310159.0,2.17e-06,6.71e-05,0.00082334,0.001221794,0.000458173,,,,,,,,
1759,4048.0,3.8e-05,4.92e-06,0.001249223,0.000496354,0.000114543,,,,,,,,
1760,9310155.0,1.74e-06,9.82e-06,0.000122179,0.000190905,7.64e-05,,,,,,,,
1763,4052.0,5.75e-07,2.6e-06,0.008588848,0.000229086,3.82e-05,,,,,,,,
1764,9310165.0,1.85e-06,1.4e-08,3.82e-05,0.000343629,0.000305448,,,,,,,,
1767,4056.0,0.000267755,9.43e-06,0.000954526,0.001259975,0.000763621,,,,,,,,
1768,4057.0,1.54e-06,7.29e-06,0.000122179,0.000610897,0.000496354,,,,,,,,
1769,9310168.0,2.15e-10,2.92e-09,7.64e-05,0.000114543,3.82e-05,,,,,,,,
1770,9310170.0,5.44e-07,0.000116619,0.000544254,0.001718147,0.001489061,,,,,,,,
1771,4051.0,9.95e-10,5.1e-09,0.000473563,0.000229086,3.82e-05,,,,,,,,
1772,4061.0,8.59e-05,9.91e-06,0.006128581,0.000458173,0.000190905,,,,,,,,
1773,4062.0,9.61e-05,3.28e-08,0.000190905,0.000419992,0.000229086,,,,,,,,
1774,4063.0,0.000708375,9.88e-06,0.000859074,0.001870872,0.001107251,,,,,,,,
1775,4064.0,4.11e-05,8.95e-08,0.000200953,0.000152724,7.64e-05,,,,,,,,
1776,9310174.0,5.24e-06,3.51e-08,7.64e-05,0.000152724,7.64e-05,,,,,,,,
1777,4066.0,5.33e-09,0.0,0.001760928,0.000190905,0.0,,,,,,,,
1778,4067.0,7.82e-06,2.22e-07,0.00019636,0.000572716,0.000534535,,,,,,,,
1779,4068.0,0.000331597,0.000104651,0.013582513,0.000839983,0.000267267,,,,,,,,
1780,9310181.0,6.13e-07,1.39e-05,0.000267267,0.000801802,0.000534535,,,,,,,,
1781,4070.0,3.36e-05,4.05e-06,0.010149036,0.000801802,3.82e-05,,,,,,,,
1782,4071.0,4.29e-06,5.92e-07,8.59e-05,0.000419992,0.000343629,,,,,,,,
1783,4072.0,9.86e-05,3.18e-05,0.006955768,0.000839983,0.000534535,,,,,,,,
1784,4073.0,9.57e-06,5.43e-06,0.003102839,0.000458173,0.000229086,,,,,,,,
1785,4074.0,0.000224345,0.000847041,0.010670717,0.001756329,0.000763621,,,,,,,,
1786,4075.0,0.000114053,7.71e-08,0.006242071,0.000229086,3.82e-05,,,,,,,,
1787,9310179.0,5.34e-09,0.0,3.82e-05,0.000267267,0.000229086,,,,,,,,
1788,4077.0,0.000324883,7.3e-06,0.012331653,0.00106907,7.64e-05,,,,,,,,
1789,4078.0,2.15e-05,6.22e-07,0.002881913,0.000343629,0.000114543,,,,,,,,
1791,4080.0,0.000150452,0.000157425,0.011106326,0.001298156,0.000572716,,,,,,,,
1792,9310193.0,2.78e-06,3.06e-06,0.000249912,0.000152724,7.64e-05,,,,,,,,
1793,4082.0,-3.84e-22,1.08e-07,8.59e-05,0.000114543,3.82e-05,,,,,,,,
1794,4083.0,7.71e-08,2.35e-07,0.000193292,0.000229086,0.000114543,,,,,,,,
1796,4085.0,0.000194067,2.69e-05,0.009037918,0.001527242,0.000419992,,,,,,,,
1797,9310191.0,4.54e-07,0.0,0.000662866,0.000534535,0.0,,,,,,,,
1798,4087.0,9.09e-05,3.76e-06,0.002314489,0.000763621,0.000114543,,,,,,,,
1799,9310194.0,0.0,0.0,,0.000763621,0.000763621,,,,,,,,
1800,9310198.0,0.0,0.0,,0.000190905,0.000190905,,,,,,,,
1801,9310202.0,8.34e-08,1.03e-06,,0.000916345,0.000878164,,,,,,,,
1802,9310200.0,6.2e-07,2.39e-07,,0.000534535,0.000496354,,,,,,,,
1804,4093.0,0.000109692,8.72e-05,,0.001527242,0.001030888,,,,,,,,
1806,4095.0,0.000101905,5.01e-05,,0.000801802,0.000114543,,,,,,,,
1807,9310201.0,0.0,0.0,,0.000267267,0.000267267,,,,,,,,
1808,4097.0,7.19e-05,4.68e-06,,0.001527242,0.001221794,,,,,,,,
1810,4090.0,5.15e-06,5.72e-06,,0.000687259,0.000267267,,,,,,,,
1811,4100.0,2.13e-05,9.76e-07,,0.000839983,0.000114543,,,,,,,,
1813,4102.0,3.12e-05,1.23e-05,,0.000839983,0.000419992,,,,,,,,
1814,4103.0,0.000451851,0.000303027,,0.001985415,0.000878164,,,,,,,,
1815,4104.0,8.17e-05,1.17e-05,,0.000801802,0.000229086,,,,,,,,
1817,4106.0,6.16e-05,0.000101049,,0.001603604,0.00106907,,,,,,,,
1819,4101.0,0.0,0.0,,0.000649078,0.000649078,,,,,,,,
1820,4109.0,5.79e-05,4.66e-07,,0.000916345,0.000763621,,,,,,,,
1822,4111.0,0.000505008,4.93e-05,,0.002061777,0.001259975,,,,,,,,
1823,4112.0,4.48e-05,3.26e-08,,0.000687259,0.000381811,,,,,,,,
1825,4114.0,0.000100913,2.45e-05,,0.001412699,0.000649078,,,,,,,,
1826,4115.0,6.23e-05,2e-05,,0.001259975,0.000572716,,,,,,,,
1835,4124.0,9.88e-05,9.01e-06,,0.001336337,0.000916345,,,,,,,,
1836,4125.0,0.000251327,0.000402247,,0.001947234,0.000610897,,,,,,,,
1837,4126.0,0.000316288,5.4e-06,,0.001489061,0.000992707,,,,,,,,
1840,4129.0,0.00039221,0.0,,0.000152724,0.0,,,,,,,,
1842,4131.0,0.000390546,5.36e-06,,0.000534535,0.000190905,,,,,,,,
1844,4133.0,0.00010957,0.000143801,,0.002138139,0.001298156,,,,,,,,
1845,4134.0,6.3e-05,3.35e-05,,0.001145432,0.000878164,,,,,,,,
1852,4141.0,0.000151441,0.000313096,,0.001336337,0.000878164,,,,,,,,
1853,4142.0,0.000441397,2.88e-05,,0.000763621,0.000419992,,,,,,,,
1856,4145.0,1.31e-09,5.5e-06,,0.000458173,0.000114543,,,,,,,,
1858,4147.0,0.000345764,0.000277884,,0.003818105,0.001832691,,,,,,,,
1859,4148.0,0.000905944,0.000254908,,0.002099958,0.000687259,,,,,,,,
1860,4149.0,2.76e-05,3.39e-05,,0.000878164,7.64e-05,,,,,,,,
1862,4151.0,0.000123916,1.37e-05,,0.000496354,0.000267267,,,,,,,,
1866,4155.0,0.000134982,2.16e-06,,0.000801802,0.000229086,,,,,,,,
1868,4158.0,3.06e-07,6.73e-07,,0.000954526,0.000687259,,,,,,,,
1870,4160.0,3.23e-05,8e-07,,0.001412699,0.001145432,,,,,,,,
1875,4165.0,9.55e-05,1.2e-05,,0.001259975,0.000801802,,,,,,,,
1876,4166.0,2.49e-05,1.95e-06,,0.001679966,0.001412699,,,,,,,,
1881,4171.0,3.86e-07,5.83e-10,,0.000572716,0.000534535,,,,,,,,
1889,4179.0,0.000391918,3.24e-06,,0.000267267,7.64e-05,,,,,,,,
1893,4183.0,0.000255786,0.000296674,,0.002214501,0.000763621,,,,,,,,
1895,4185.0,0.000491836,1.43e-08,,0.000572716,3.82e-05,,,,,,,,
1896,4186.0,0.000647071,1.42e-06,,0.001145432,0.000114543,,,,,,,,
1897,4187.0,0.001117494,0.000463147,,0.002329044,0.000343629,,,,,,,,
1898,4188.0,1.83e-05,4.33e-06,,0.000954526,0.000343629,,,,,,,,
1904,4194.0,4.59e-05,1.13e-05,,0.000649078,0.000267267,,,,,,,,
1905,4195.0,0.00017006,1.25e-05,,0.00106907,0.000381811,,,,,,,,
1906,4196.0,1.42e-06,4.27e-06,,0.000534535,0.000419992,,,,,,,,
1907,4198.0,0.001049713,2.99e-05,,0.002939941,0.000114543,,,,,,,,
1910,4201.0,0.000443303,5.48e-06,,0.000572716,7.64e-05,,,,,,,,
1912,4204.0,0.000708426,3.38e-08,,0.000801802,3.82e-05,,,,,,,,
1914,4206.0,6.62e-05,6.39e-06,,0.000687259,0.000381811,,,,,,,,
1925,9704005.0,7.67e-06,5.21e-06,,0.000916345,0.000878164,,,,,,,,
1926,9704006.0,0.0,0.0,,0.000839983,0.000839983,,,,,,,,
1928,9704009.0,0.000124427,1.77e-05,,0.000572716,7.64e-05,,,,,,,,
1932,9704013.0,2.63e-05,5.04e-05,,0.000954526,0.000190905,,,,,,,,
1935,9704016.0,1.56e-07,1.49e-06,,0.000801802,0.000190905,,,,,,,,
1937,9704018.0,0.0,0.0,,0.00106907,0.00106907,,,,,,,,
1940,9704021.0,0.0,0.0,,0.000381811,0.000381811,,,,,,,,
1948,9704029.0,0.0,0.0,,0.000649078,0.000649078,,,,,,,,
1949,9704030.0,0.000124038,2.13e-05,,0.000610897,0.000190905,,,,,,,,
1953,9704034.0,8.44e-08,3.09e-05,,0.000381811,0.000229086,,,,,,,,
1956,9704037.0,0.0,0.0,,0.000305448,0.000305448,,,,,,,,
1959,9704040.0,8.21e-06,0.000222487,,0.00072544,0.000114543,,,,,,,,
1960,9704041.0,0.000359782,3.12e-05,,0.001947234,0.001107251,,,,,,,,
1961,9704043.0,7.55e-05,5.58e-05,,0.001832691,0.00106907,,,,,,,,
1962,9704044.0,0.0,0.0,,0.001259975,0.001259975,,,,,,,,
1963,9704045.0,2.4e-05,1.24e-05,,0.000229086,7.64e-05,,,,,,,,
1965,9704047.0,1.17e-09,6.74e-06,,0.000152724,3.82e-05,,,,,,,,
1969,9704051.0,3.49e-06,5.11e-05,,0.000572716,0.000419992,,,,,,,,
1970,9704052.0,8.54e-07,1.47e-05,,0.000496354,0.000190905,,,,,,,,
1971,9704054.0,0.0,0.0,,0.000343629,0.000343629,,,,,,,,
1972,9704055.0,0.0,0.0,,0.000267267,0.000267267,,,,,,,,
1973,9704056.0,0.0,0.0,,0.000190905,0.000190905,,,,,,,,
1974,9704057.0,0.0,0.0,,0.000229086,0.000229086,,,,,,,,
1976,9704059.0,0.0,0.0,,0.000801802,0.000801802,,,,,,,,
1978,9704061.0,2.21e-05,4.55e-07,,0.000801802,0.000343629,,,,,,,,
1981,9704064.0,7.23e-07,4.98e-07,,0.00072544,0.000305448,,,,,,,,
1982,9704065.0,6.86e-07,7.43e-06,,0.000496354,0.000114543,,,,,,,,
1984,9704067.0,9.69e-05,8.87e-06,,0.001107251,0.000229086,,,,,,,,
1989,9704073.0,0.0,0.0,,0.000190905,0.000190905,,,,,,,,
1992,9704076.0,1.71e-06,1.08e-06,,0.000572716,0.000267267,,,,,,,,
1996,9704080.0,0.0,0.0,,0.003779924,0.003779924,,,,,,,,
1998,9704082.0,0.0,0.0,,0.000190905,0.000190905,,,,,,,,
1999,9704083.0,4.54e-06,0.0,,0.000305448,0.000267267,,,,,,,,
2002,9704086.0,7.5e-05,6.99e-06,,0.000267267,3.82e-05,,,,,,,,
2003,9704087.0,0.000304266,5.35e-06,,0.00106907,0.000343629,,,,,,,,
2005,9704089.0,0.0,0.0,,0.001832691,0.001832691,,,,,,,,
2009,9704093.0,5.45e-06,4.5e-05,,0.000610897,0.000343629,,,,,,,,
2011,9704095.0,0.000121046,9.43e-05,,0.001489061,0.000152724,,,,,,,,
2013,9704097.0,0.0,0.0,,0.000229086,0.000229086,,,,,,,,
2014,9704098.0,0.0,0.0,,0.000954526,0.000954526,,,,,,,,
2020,9704104.0,0.000283375,0.000158514,,0.002863579,0.001412699,,,,,,,,
2023,9704108.0,0.0,0.0,,0.000267267,0.000267267,,,,,,,,
2024,9704109.0,0.000125381,0.000296131,,0.000763621,0.000152724,,,,,,,,
2025,9704110.0,0.000382591,0.000139602,,0.001489061,3.82e-05,,,,,,,,
2027,9704112.0,5.64e-05,3.36e-06,,0.000763621,0.000267267,,,,,,,,
2029,9704114.0,0.0,0.0,,0.000572716,0.000572716,,,,,,,,
2034,9704119.0,4.22e-09,2.45e-05,,0.000152724,3.82e-05,,,,,,,,
2035,9704120.0,0.0,0.0,,0.000649078,0.000649078,,,,,,,,
2038,9704123.0,0.000257031,7.82e-05,,0.001221794,0.000381811,,,,,,,,
2042,9704127.0,0.0,0.0,,0.000343629,0.000343629,,,,,,,,
2046,9704131.0,0.0,0.0,,0.000649078,0.000649078,,,,,,,,
2049,9704134.0,0.000132616,5.06e-05,,0.000801802,0.000381811,,,,,,,,
2051,9704136.0,1.61e-09,1.34e-05,,0.000305448,0.000152724,,,,,,,,
2056,9704142.0,0.0,0.0,,0.000649078,0.000649078,,,,,,,,
2057,9704143.0,0.0,0.0,,0.000458173,0.000458173,,,,,,,,
2059,9704145.0,0.0,0.0,,0.000839983,0.000839983,,,,,,,,
2061,9704147.0,1.95e-05,7.05e-05,,0.000992707,0.000458173,,,,,,,,
2065,9704151.0,0.0,0.0,,0.002061777,0.002061777,,,,,,,,
2067,9704153.0,1.75e-06,3.15e-06,,0.000381811,0.000190905,,,,,,,,
2070,9704156.0,4.86e-05,6.62e-05,,0.000763621,0.000343629,,,,,,,,
2072,9704158.0,0.00016181,3.06e-05,,0.001489061,0.000954526,,,,,,,,
2079,9704165.0,0.0,0.0,,0.000190905,0.000190905,,,,,,,,
2081,9704167.0,0.0,0.0,,0.000839983,0.000839983,,,,,,,,
2082,9704168.0,1.9e-06,4.87e-06,,0.000534535,0.000190905,,,,,,,,
2084,9704170.0,0.0,0.0,,0.001107251,0.001107251,,,,,,,,
2085,9704171.0,5.23e-08,5.59e-09,,0.000229086,0.000190905,,,,,,,,
2088,9704174.0,1.46e-05,1.99e-05,,0.000954526,0.000381811,,,,,,,,
2090,9704176.0,1.16e-08,1.08e-07,,0.000267267,0.000229086,,,,,,,,
2091,9704177.0,0.0,0.0,,0.00106907,0.00106907,,,,,,,,
2099,9704185.0,0.0,0.0,,0.000267267,0.000267267,,,,,,,,
2100,9704186.0,0.0,0.0,,0.000419992,0.000419992,,,,,,,,
2103,9704189.0,1.5e-05,2.71e-05,,0.000305448,0.000114543,,,,,,,,
2108,9704194.0,1.72e-07,1.13e-06,,0.000305448,0.000190905,,,,,,,,
2109,9704195.0,0.0,0.0,,0.000763621,0.000763621,,,,,,,,
2111,9704197.0,0.0,0.0,,0.000343629,0.000343629,,,,,,,,
2112,9704198.0,9.33e-05,2.9e-06,,0.001145432,0.000534535,,,,,,,,
2113,9704199.0,1.45e-05,3.85e-05,,0.000343629,3.82e-05,,,,,,,,
2116,9704202.0,0.0,0.0,,0.000419992,0.000419992,,,,,,,,
2118,9704204.0,0.000129001,1.08e-05,,0.001145432,0.000152724,,,,,,,,
2119,9704205.0,3.37e-05,9.92e-06,,0.00072544,7.64e-05,,,,,,,,
2127,9704214.0,0.0,0.0,,0.000649078,0.000649078,,,,,,,,
2131,9311007.0,1.44e-06,8.27e-07,,0.000572716,0.000419992,,,,,,,,
2133,9311009.0,3.05e-05,3.21e-05,,0.001145432,0.000458173,,,,,,,,
2134,9311010.0,1.4e-07,3.7e-06,,0.000878164,0.000763621,,,,,,,,
2136,9311012.0,6.46e-06,1.69e-05,,0.000954526,0.000458173,,,,,,,,
2137,9311014.0,5.58e-07,7.85e-06,,0.000343629,0.000190905,,,,,,,,
2138,9311015.0,2.59e-06,7.99e-06,,0.000992707,0.000878164,,,,,,,,
2142,9311021.0,3.15e-10,3.96e-05,,0.000229086,3.82e-05,,,,,,,,
2143,9311022.0,3.09e-06,5.13e-06,,0.000419992,0.000114543,,,,,,,,
2146,9311027.0,3.86e-09,9.15e-08,,0.000343629,0.000190905,,,,,,,,
2152,9311037.0,0.0,0.0,,0.000458173,0.000458173,,,,,,,,
2156,9311042.0,0.0,0.0,,0.000496354,0.000496354,,,,,,,,
2157,9311045.0,5.65e-07,7.09e-07,,0.000305448,0.000190905,,,,,,,,
2158,9311047.0,0.0,0.0,,0.000190905,0.000190905,,,,,,,,
2163,9311055.0,0.0,0.0,,0.000496354,0.000496354,,,,,,,,
2169,9311062.0,1.33e-06,1.4e-05,,0.00072544,0.000305448,,,,,,,,
2171,9311065.0,0.0,0.0,,0.000229086,0.000229086,,,,,,,,
2176,9311070.0,8.06e-09,3.61e-08,,0.000381811,0.000267267,,,,,,,,
2185,9311081.0,0.0,0.0,,0.000763621,0.000763621,,,,,,,,
2189,9311085.0,0.0,0.0,,0.000267267,0.000267267,,,,,,,,
2197,9311093.0,0.0,0.0,,0.000458173,0.000458173,,,,,,,,
2207,9311108.0,4.33e-07,2.16e-08,,0.000267267,0.000229086,,,,,,,,
2212,5001.0,7.07e-05,1.53e-05,,0.000878164,0.000343629,,,,,,,,
2214,5003.0,0.000326734,4.16e-05,,0.000954526,0.000343629,,,,,,,,
2216,5005.0,0.000102639,7.63e-07,,0.000763621,0.000458173,,,,,,,,
2217,5006.0,0.000102059,0.000239129,,0.002749036,0.002214501,,,,,,,,
2218,5007.0,0.000413112,1.56e-05,,0.000687259,0.000229086,,,,,,,,
2220,9311120.0,1.6e-05,4.54e-06,,0.001030888,0.000763621,,,,,,,,
2225,5014.0,0.000104426,1.8e-06,,0.000992707,0.000267267,,,,,,,,
2226,5015.0,4.91e-05,0.000363252,,0.00217632,0.001947234,,,,,,,,
2227,5016.0,6.97e-05,1.25e-05,,0.002214501,0.00179451,,,,,,,,
2229,9311130.0,3.01e-06,1.17e-05,,0.000496354,0.000305448,,,,,,,,
2230,9311129.0,4.36e-07,7.8e-06,,0.000229086,0.000152724,,,,,,,,
2232,5021.0,0.000365797,6.83e-05,,0.000916345,0.000305448,,,,,,,,
2236,5025.0,2.75e-05,8.75e-07,,0.001107251,0.000801802,,,,,,,,
2237,5026.0,0.000122229,9.91e-05,,0.001221794,0.000763621,,,,,,,,
2240,5029.0,0.000621899,0.000129776,,0.00324539,0.001030888,,,,,,,,
2242,5031.0,0.000554831,0.000214885,,0.004848994,0.003550838,,,,,,,,
2243,5032.0,5.76e-05,0.000135359,,0.002138139,0.001298156,,,,,,,,
2245,9311139.0,7.07e-07,4.36e-07,,0.000458173,0.000343629,,,,,,,,
2246,9311147.0,0.0,0.0,,0.000763621,0.000763621,,,,,,,,
2247,5036.0,0.000141597,5.43e-06,,0.002787217,0.001985415,,,,,,,,
2251,5040.0,0.000133842,0.0003833,,0.003589019,0.003130846,,,,,,,,
2255,9311156.0,4.14e-06,5.71e-06,,0.000419992,0.000267267,,,,,,,,
2256,5045.0,2.01e-06,1.54e-08,,0.000381811,0.000229086,,,,,,,,
2257,5046.0,8.08e-05,3.6e-06,,0.000878164,0.000763621,,,,,,,,
2258,5047.0,0.000189505,6.39e-05,,0.000839983,0.000305448,,,,,,,,
2259,5048.0,4.6e-05,0.000441147,,0.003474476,0.003130846,,,,,,,,
2260,5049.0,7.54e-05,0.000175194,,0.001221794,0.000496354,,,,,,,,
2263,5052.0,0.000106688,5.29e-05,,0.001259975,0.000305448,,,,,,,,
2270,5059.0,0.000106444,5.86e-05,,0.000763621,0.000343629,,,,,,,,
2273,5061.0,3.19e-06,8.82e-06,,0.002023596,0.001909053,,,,,,,,
2274,5062.0,1.24e-07,2.46e-05,,0.000229086,7.64e-05,,,,,,,,
2276,5065.0,4.13e-05,3.7e-06,,0.000801802,0.000305448,,,,,,,,
2277,5066.0,6.77e-05,6.93e-06,,0.000801802,0.000190905,,,,,,,,
2278,5067.0,0.000193298,0.000388044,,0.003779924,0.001489061,,,,,,,,
2280,9311180.0,3.06e-07,8.44e-08,,0.000419992,0.000190905,,,,,,,,
2281,9311177.0,0.0,0.0,,0.002023596,0.002023596,,,,,,,,
2282,9311181.0,1.32e-07,4.04e-06,,0.000534535,0.000419992,,,,,,,,
2283,5072.0,0.000340876,7.04e-05,,0.001412699,0.000267267,,,,,,,,
2284,5073.0,0.000541738,6.65e-05,,0.001909053,0.001259975,,,,,,,,
2287,5076.0,6.46e-05,2.56e-06,,0.001259975,0.000381811,,,,,,,,
2288,9311183.0,0.0,0.0,,0.000458173,0.000458173,,,,,,,,
2290,9311187.0,0.0,0.0,,0.000458173,0.000458173,,,,,,,,
2292,5081.0,0.000100292,1.8e-05,,0.000305448,3.82e-05,,,,,,,,
2293,9311189.0,1.47e-10,2.06e-08,,0.000267267,0.000190905,,,,,,,,
2296,5085.0,7.04e-05,3.36e-07,,0.000839983,0.000343629,,,,,,,,
2298,5087.0,0.000649193,0.000120337,,0.001565423,0.000610897,,,,,,,,
2301,5090.0,3.6e-05,7.9e-06,,0.00106907,0.00072544,,,,,,,,
