,Rank,Id,degree centrality,betweenness centrality,closeness centrality,eigenvector centrality,Katz-Centrality,Percolation-Centrality,Harmonic centrality,hubscore,authoritiesscore,Page-Rank,rank-Prestige,degree_prestige
845,846,9702002,9508159,9405110,9707237,9603031,9412119,9405110,5242,9205016,9610038,9511087,9712043,9606076
846,847,9701186,9602098,9512139,9607121,9603075,9801099,9512139,9711157,9209023,9609182,3190,12188,9611065
847,848,9701178,6047,9412061,9210123,9710153,9605001,9412061,9711149,9606101,9801038,9306037,9412041,9212011
848,849,9701175,9412244,9610242,9409035,8186,9704025,9610242,9804001,9304088,9601076,9602049,9710122,9306073
849,850,9701173,9605003,9708099,9232,9310170,9403037,9708099,9910080,9403103,9803011,9706175,9605153,9912248
850,851,9701169,9906142,8107,9803208,9404113,9605022,8107,9706179,9308094,9705077,12072,9211126,9204084
851,852,9701166,9608013,9510216,209051,9310026,9401093,9510216,9607121,9405157,9803263,209134,9709071,9610024
852,853,9701161,9711083,9612118,9608148,9612083,9710183,9612118,9801207,9610097,9905167,9505073,9608055,9912179
853,854,9701154,9902187,9504124,9705183,9410073,9507085,9504124,4163,9610051,9611092,9605145,9803251,9911055
854,855,9701142,9605064,9605136,9805083,9605030,9604113,9605136,9803051,9704158,9507029,9709065,7079,9709107
855,856,9701140,9501075,9303131,9705220,9605200,9303029,9303131,9903205,9201031,9207040,9702050,209242,9606105
856,857,9701129,9708149,9407074,9711052,9510008,9608190,9407074,208132,9304108,9607007,9601011,9312187,9611134
857,858,9701125,9401128,9410084,206255,9803063,9301097,9410084,207217,9303078,9910039,210097,7248,9804133
858,859,9701112,205062,9706226,9606015,9609152,4012,9706226,9709228,9603054,9210047,9905142,9304149,9307023
859,860,9701111,9607122,9507171,9410073,11227,9412069,9507171,10226,9504142,9906194,9506156,9610115,9603150
860,861,9701106,9704051,9803159,9706107,9912271,9610153,9803159,9804113,9411099,206185,9711163,9306073,9212153
861,862,9701103,203206,9307049,9712028,6062,9610101,9307049,9706082,9504124,9208035,9612183,9912248,9712223
862,863,9701101,9208020,9408104,9805172,9707224,9601155,9408104,9912271,9610175,9409180,9605225,9709107,9503137
863,864,9701087,9911083,9610220,9510092,211105,9303057,9610220,9805172,5071,6250,9707261,9705055,9310085
864,865,9701078,9406067,9307065,9211015,9510199,9409180,9307065,9510092,9706090,9910145,9707185,9305045,9305045
865,866,9701076,9509105,9305037,9801024,5024,9401105,9305037,9605003,9510193,9602041,11250,9605108,9205004
866,867,9701069,9804113,9405121,2256,209159,9601053,9405121,211105,9302112,9209045,4114,9609192,9503180
867,868,9701065,9804167,9306080,9304062,4084,9604040,9306080,9407074,7084,210020,9606017,9712193,204004
868,869,9701060,9612131,9209041,9802047,210112,9402057,9209041,9710179,9301017,9905025,206038,4012,9202086
869,870,9701050,9708025,9907067,9506064,208003,6106,9907067,9211015,9208065,9612204,5277,9705138,9503072
870,871,9701042,9709152,9611036,9606049,9802091,9502122,9611036,9801024,9705019,9601020,205290,6170,9605108
871,872,9701039,9605174,9505173,5031,9804027,9310134,9505173,9604026,9309157,9904016,206010,202112,9609065
872,873,9701037,9912018,9602001,206201,9706107,3153,9602001,9304062,9206069,9511006,3086,9709025,9603128
873,874,9701025,9310080,9310080,9704172,9901119,9707035,9310080,9706107,9207096,210040,9610097,9408079,8123
874,875,9701023,9702125,9710239,208132,9805159,9412018,9710239,9802047,9403080,210112,9707237,9604082,9603131
875,876,9701021,9609095,9405086,5054,9235,9309115,9405086,9506064,6062,9404100,9409035,9701065,209058
876,877,9701019,9912114,9606181,9412074,9506138,9222,9606181,9805159,9910053,9308106,9803208,9406214,9512173
877,878,9701018,9601142,9412200,9605174,212240,9609207,9412200,9802092,9706007,9604077,209051,203187,9503181
878,879,9701012,1177,9303158,9712145,9604195,9307092,9303158,9712145,9309026,9303172,9608148,9705029,9408009
879,880,9612251,9705133,9610191,8171,9912279,9211084,9610191,205103,9401159,9404105,9705183,9179,9305142
880,881,9612248,11263,9508099,9610006,9412113,9803011,9508099,7122,9703071,208039,9711047,9312055,9201009
881,882,9612244,9503063,9307145,9709228,9406046,9910218,9307145,9508151,9201036,211119,9607077,9407157,9203031
882,883,9612241,11110,9603128,204087,9608137,9603117,9603128,9912114,9202057,9704176,9611182,1071,9203062
883,884,9612224,206173,9706225,9406214,9510130,9702002,9706225,8190,9601138,9610077,9404192,9506079,9608056
884,885,9612222,9607176,9507005,9703222,7099,9302091,9507005,7036,10253,207037,9911186,9505002,9301011
885,886,9612219,9412213,9503175,9709047,12080,9405133,9503175,206201,9407179,9412237,9710046,9406027,9907017
886,887,9612215,9403197,9702083,9710179,9509070,6096,9702083,2219,9203013,9903116,9707087,9603042,9206036
887,888,9612212,9803057,1019,9801106,6147,9906034,1019,9703014,9904016,9709033,9503161,9706035,9610114
888,889,9612208,9709098,1197,9604026,206229,9505016,1197,4032,9505176,9905142,4032,3290,9512051
889,890,9612207,10179,9408113,9603044,9804001,9511119,9408113,9704172,9501016,9906129,9235,9802133,9301097
890,891,9612204,9610234,9302032,9612118,9506122,9602068,9302032,9803087,9609010,9606045,9912279,207268,9910166
891,892,9612199,9707139,9502069,5122,9412167,9302037,9502069,4083,3285,9506080,6147,9509111,9712193
892,893,9612194,9708093,9406132,9508151,9411198,9411099,9406132,9803139,9711188,12213,9706079,9612149,9407060
893,894,9612183,9910146,9401030,9510106,9706091,9906217,9401030,9605174,9601028,201250,6146,9602114,9202057
894,895,9612182,9408173,9711052,4135,9705007,9603162,9711052,9605145,9201001,9712111,9507143,9412114,9204101
895,896,9612178,10068,9803051,7036,205191,209079,9803051,9709030,9711065,9309055,9803072,9304150,9305037
896,897,9612173,9611143,9410054,9606181,5191,9711024,9410054,3086,9205091,9207012,9602062,9404094,9803002
897,898,9612168,9901049,9505122,2219,9804164,9301103,9505122,9306156,9203082,9602012,9710078,1046,4012
898,899,9612164,205251,9601069,9411020,9505135,9303091,9601069,9603128,9505074,9307074,9707222,9803117,9705138
899,900,9612157,9401113,9409035,9304125,9707171,9307074,9409035,9610097,9405008,9610242,9509166,9502074,9905179
900,901,9612149,209232,9310067,9601040,9612065,9407044,9310067,9707237,9204071,9711069,9505144,9712053,9506211
901,902,9612146,9411018,9503014,9308052,9610200,9403009,9503014,9711052,9202061,6186,9702201,9612208,7084
902,903,9612143,9612060,9307171,9803051,9603097,9209105,9307171,9404157,9203016,9301076,9701069,2096,9212007
903,904,9612131,9409139,9506150,9903205,9406136,9803012,9506150,9302033,9506176,9710022,4182,6144,9301102
904,905,9612128,9701018,9209045,7142,9702194,2151,9209045,9606181,9202007,9704070,8135,9601155,9612124
905,906,9612126,9305038,9309105,1197,206006,9707020,9309105,9210123,9605004,9603010,9612069,9903221,9504056
906,907,9612124,207038,9309152,9904096,9406059,9602009,9309152,9705172,9409025,10159,9612241,5269,6170
907,908,9612121,9412200,9412110,9904181,11014,9602041,9412110,9411020,9507143,9612149,9505173,9402041,202112
908,909,9612120,9607105,9310134,212014,208086,9309154,9310134,9211047,9201030,9803203,9612017,9802115,9709025
909,910,9612118,9507045,9411238,9706082,9706020,9307017,9411238,9606077,9611006,9609153,9250,9505036,9302104
910,911,9612117,9503157,9610157,203124,9410104,9603092,9610157,4004,9701050,9505070,9502113,9904047,9904182
911,912,9612104,9704014,9601052,9801207,9306083,9310029,9601052,9409035,9908141,9705163,9711044,9706175,9408079
912,913,9612103,9510123,9611213,3112,3268,9410010,9611213,11214,9207025,9607208,9712028,9707004,9202021
913,914,9612102,9907176,2046,9607037,9710192,9604056,2046,9232,9308066,9801017,9603150,9712125,9211085
914,915,9612093,211105,4077,9912271,9606144,9702009,4077,207149,9903205,9409139,207143,9306013,9701065
915,916,9612084,9911011,9403173,9303013,6146,9404008,9403173,9405029,9912179,9503127,205315,9503097,9605080
916,917,9612083,9609061,9904019,9406212,9706110,9503209,9904019,9803208,207274,9404104,211171,9710127,9202005
917,918,9612080,9508017,9908141,9612194,9601112,9410140,9908141,9306153,9504131,9904181,6062,9603005,201258
918,919,9612079,9605213,9606015,9408104,204071,9704016,9606015,9301083,9203040,9407074,9802091,9701169,9202037
919,920,9612069,9804086,9610243,9608071,9712110,8003,9610243,209051,9304022,9911022,9804027,9307010,9302020
920,921,9612068,6151,9406136,9506159,9412074,205175,9406136,9608148,9310097,9804021,9503029,9707224,9406151
921,922,9612065,9312059,9612128,9602175,9707091,9403143,9612128,9211040,203124,11060,9410073,9708109,9406214
922,923,9612060,9405190,9611134,9804113,9801017,9805052,9611134,9705183,202186,9907129,9501020,9404105,9307107
923,924,9612053,9312169,9510156,211105,206255,9212086,9510156,212014,9802071,9710178,9705232,9701103,9312065
924,925,9612051,9212113,9801020,9305109,206107,9805095,9801020,9908141,9603106,9803063,9612204,9602098,9604064
925,926,9612049,9404037,9305010,9403094,9506156,9707029,9305010,201056,9304130,9405009,9708089,9412244,203187
926,927,9612042,9007,9403037,6156,9711163,9410063,9403037,9512143,9409142,9304011,9712056,9711083,9203019
927,928,9612030,9805126,9607208,9403129,2247,12134,9607208,7142,9307117,9505173,208131,9902187,9705229
928,929,9612028,206052,9607243,9407018,9612183,9308119,9607243,2247,9509111,9610165,212107,9605064,9502044
929,930,9612025,9412142,9503104,9709030,205316,9605188,9503104,205316,9211029,9608180,9303172,9501075,9512031
930,931,9612018,209145,9604142,7001,9411051,9707009,9604142,9904096,9702137,9712194,9702083,9906139,9307178
931,932,9612017,9505049,9410056,9308075,208039,9209075,9410056,9707090,9402015,9510123,9611194,9401128,204189
932,933,9612015,9708166,9705232,9601022,9605225,9505160,9705232,9412074,9303161,9608144,9607117,205062,9205061
933,934,9612008,6116,9603176,9910188,9707090,9503133,9603176,9804182,9303012,9502041,206164,203206,9607073
934,935,9612005,9406132,9804011,9805159,9707261,9306069,9804011,9511053,9702147,9805175,6181,9911083,9411238
935,936,9611237,9804112,9502024,9512073,9705162,9609032,9502024,9510208,9610192,205158,9711058,9407154,9204056
936,937,9611225,201029,1143,9605145,9612128,9404098,1143,9610195,3191,9703030,9612028,9804167,9608071
937,938,9611222,9410180,2256,9606133,8201,9210105,2256,204087,9506186,12002,9505122,9612131,9611036
938,939,9611215,9605037,9309145,8135,11141,9309026,9309145,9703222,1164,9705189,9709013,9605174,9203061
939,940,9611214,9704019,9402073,9612069,9607208,9708134,9402073,9709047,3192,1019,9911033,9601142,9310096
940,941,9611213,9603009,9306147,9612241,9902204,9307147,9306147,5054,9603052,9505132,9605159,206173,204168
941,942,9611207,9609138,9403143,9505173,9031,7148,9403143,9604195,9503224,9906082,9706090,9709098,9510092
942,943,9611204,9601103,9503133,9505144,9706225,9605048,9503133,9505144,9305076,9804019,9504148,9707139,9608179
943,944,9611203,9803030,9705139,9612017,208221,9307123,9705139,9608137,9403081,9608003,210061,9910146,9401155
944,945,9611194,9601041,7036,9250,9903095,203190,7036,9801106,9706091,9701129,9603081,9408173,202038
945,946,9611190,9904019,9901119,9502113,9605157,202077,9901119,9603044,9606015,9803068,9602005,9901049,9212134
946,947,9611182,9912155,9804001,9711044,9601040,9511130,9804001,9612118,9512184,9701161,3061,205251,9406136
947,948,9611174,9503017,9311048,9510208,206029,9603139,9311048,5122,9910256,9407177,9912072,9401113,9209094
948,949,9611161,9511173,9303017,9710153,9411028,9604165,9303017,9509166,9208042,9504015,1152,9605018,9605075
949,950,9611160,9805018,9410140,9707198,9610191,9510147,9410140,9611214,9606018,9912259,9907154,9409139,9305104
950,951,9611158,9509166,9304068,9508139,9601104,1185,9304068,12067,2256,206220,209159,207038,9802195
951,952,9611150,9309025,9610195,9610195,2245,9209116,9610195,202111,9307055,9608087,9710239,211239,201066
952,953,9611143,12077,9209023,9509166,7036,9606109,9209023,9233,9509018,9707033,9612015,9507045,9205116
953,954,9611138,9612199,9401025,2247,2219,9602001,9401025,9906151,9510008,1082,9710114,9704014,9407157
954,955,9611136,9902126,9803117,205316,209148,9910037,9803117,9707198,9605007,9805104,9509020,9805175,9503104
955,956,9611134,10237,9411112,6232,9712068,2060,9411112,9508139,9502077,210215,12090,10050,9312080
956,957,9611133,206236,9307190,9707090,9803251,9408039,9307190,9707185,9904182,9611190,6036,9508017,9310164
957,958,9611132,9511159,9408035,9804001,9602012,9512036,9408035,9908075,9605075,9701140,9906119,9605213,9402100
958,959,9611111,9308019,9206049,7191,9712062,9606174,9206049,211078,9707067,9605115,9908115,9312169,1071
959,960,9611092,5054,9311021,9406136,206179,9509077,9311021,208170,9903012,9707097,206237,9212113,9711069
960,961,9611072,9801121,9307045,205103,207235,9305066,9307045,208072,9207102,9405089,9707044,9710239,9506159
961,962,9611068,9704052,9312013,9910080,10223,9802066,9312013,209120,9502113,209158,9912086,9405121,9506079
962,963,9611065,12252,9802168,9706179,9707033,9709216,9802168,4135,9602029,6207,9509050,206052,9505002
963,964,9611064,9501018,9309055,9912128,2256,9611003,9309055,9710153,9402121,9706190,9804142,9412142,9406027
964,965,9611051,9604053,9608137,208072,9711073,9305067,9608137,9701129,9703030,9222,5144,9505049,9305133
965,966,9611050,9302001,9312143,9509022,208118,9612053,9312143,9911072,9608006,9801013,9512030,6116,9607119
966,967,9611047,203259,9404173,9411176,201017,9712036,9404173,9706066,9210001,5090,4083,9402016,9603042
967,968,9611040,209111,9612103,209120,202021,9410016,9612103,9304125,9403149,9706150,9706007,210110,9506146
968,969,9611039,9603090,9503063,9609001,9905200,9403168,9503063,11197,9411018,6163,3123,201029,9301014
969,970,9611036,9804092,9309154,9401006,9803235,9306010,9309154,9308052,204195,3189,9609155,9605037,9908136
970,971,9611022,9311048,9312210,9410093,9312187,9310040,9312210,204166,9607105,9901122,5249,9609138,9203036
971,972,9611011,9805013,9307027,9302020,7248,9606025,9307027,9606194,9603161,9507047,9610029,9601103,9402038
972,973,9611006,9607174,9610156,9410138,6066,9512065,9610156,9607218,9604097,9612183,9608183,202034,9706035
973,974,9611003,9407074,9505039,9603052,9805135,9401153,9505039,4077,9512081,9707169,9404050,9601041,9610153
974,975,9611001,3008,9505174,9304072,9702072,9210121,9505174,2045,9603097,9609095,9306083,9601053,9508005
975,976,9610251,9305051,9307163,9307101,9612060,3056,9307163,209024,9606044,203005,9705189,203101,9206099
976,977,9610243,9803203,9303072,9406067,9703031,9612068,9303072,9712068,9708097,9306078,9511187,9309025,3290
977,978,9610242,205180,9403045,9308034,9603161,9603012,9403045,9406136,9211064,9307109,9709071,9503044,203215
978,979,9610241,9405086,9503069,9604089,11243,9702045,9503069,9602012,9207097,9707029,9706096,9704052,201070
979,980,9610234,9409165,9511046,9802092,9712147,9706141,9511046,10223,9301038,9704080,9706068,9402057,9308145
980,981,9610223,9304104,9601142,9307065,207017,9801157,9601142,9711073,9208045,9912203,206255,209111,9710048
981,982,9610220,9310181,9407027,9906244,203041,9610038,9407027,9311088,9608177,9601052,12251,9712130,9203056
982,983,9610209,9803188,9512086,9305163,204218,9604052,9512086,205187,9712051,203124,207051,9607174,9602175
983,984,9610204,9707051,9509071,9712173,7125,9707097,9509071,9707214,9311029,9609123,7211,3008,9701154
984,985,9610200,9902205,9508017,9701129,209206,9610106,9508017,8135,9304063,3146,9407074,9305051,9611225
985,986,9610195,201220,9703094,9311009,205280,9710101,9703094,3112,9306037,9906217,9803131,9803203,9206063
986,987,9610192,9511165,9503161,9505043,10082,9602070,9503161,9607037,9205014,9403156,9702072,9405086,9509111
987,988,9610191,3032,9411195,9611214,9607064,9412162,9411195,9303013,9801145,10226,9607064,9803188,9210032
988,989,9610183,9409064,9510169,9301028,8126,9504027,9510169,9612069,9505071,9706202,9707204,9707051,9004
989,990,9610175,3191,9606194,9603101,10138,2136,9606194,9406212,9610002,9601072,9711201,9902205,9709212
990,991,9610172,9701087,9508058,9602002,11072,9603147,9508058,9612241,9702096,9710064,9803193,9409064,9211032
991,992,9610167,9406144,9404098,7122,3160,9604134,9404098,9612194,9402038,9602083,202112,9701087,9612149
992,993,9610165,9703031,9310042,9312189,203005,9404025,9310042,9408104,9506087,2046,209111,9703031,9201057
993,994,9610163,9703137,9405190,9703014,9707204,9703196,9405190,9406214,9612199,3285,207033,9703137,9602114
994,995,9610157,206147,9701186,9911072,9509007,9605209,9701186,9608071,9410087,9403119,206211,206147,9402060
995,996,9610156,9702184,9711168,9403066,9803227,9802116,9711168,9506159,9307066,9512042,9712223,9408096,9912075
996,997,9610153,9408096,9509077,4032,9706150,9608191,9509077,9602175,9701154,9803136,8123,9911026,9412114
997,998,9610150,9911026,9712068,9706066,5021,9508021,9712068,9015,9906074,9602085,9909202,9803081,9304150
998,999,9610149,9603161,9402057,9311181,9703014,9805200,9402057,9305109,205316,9710137,9801194,209088,9609232
999,1000,9610144,9612182,9912279,9610241,1164,9402004,9912279,9403094,9702009,208114,9406008,9709118,9904009
1000,1001,9610134,9803081,9209075,9803223,6163,9507143,9209075,6156,9804136,9312059,9505105,9909202,9601076
1001,1002,9610128,9247,9511130,11197,9605220,9612049,9511130,9605200,9210084,9909189,9802049,208184,5145
1002,1003,9610115,9610056,9607007,9303044,207199,9510195,9607007,9505173,9805018,9611040,9611065,9611047,9610101
1003,1004,9610114,9712062,9609207,9610149,9506080,9612251,9609207,9403129,9611138,9710248,9701166,207201,1046
1004,1005,9610106,9909202,9606025,9607234,9705219,9701025,9606025,9612017,9803087,201173,9803051,9509109,9710248
1005,1006,9610104,9403045,9705106,204166,9902173,9503078,9705106,9407018,9904181,208132,9411198,9611011,9803117
1006,1007,9610101,9301038,9611194,9606194,3203,9702107,9611194,7001,209158,5269,9801020,204171,9502074
1007,1008,9610097,9212081,9511065,9210050,9805069,9710065,9511065,9308075,9802092,203215,9705106,9302022,9712053
1008,1009,9610094,208184,9703222,9408077,205184,8001,9703222,9250,9601104,205316,9709025,9708159,9612208
1009,1010,9610091,9611047,9706066,9403192,9302126,205191,9706066,9601022,9803076,9303013,9708064,9908038,6144
1010,1011,9610077,207201,9407111,207217,9311130,9706023,9407111,9502113,3290,5212,209148,205232,9601155
1011,1012,9610059,9506138,9608183,9512143,9601043,9803054,9608183,9910188,9701060,9704142,9712062,9707035,9803054
1012,1013,9610056,9509109,9308106,9804182,9711175,9711053,9308106,9510008,9607077,7149,207235,9412018,6204
1013,1014,9610051,9701186,9402155,9909047,9505093,9805154,9402155,6232,9404037,9406082,9707033,9309115,9903221
1014,1015,9610038,9611011,9305016,4077,9702195,9706068,9305016,9803063,207033,9805208,208118,9709014,9501137
1015,1016,9610035,9311079,9612030,9605200,9710177,9605003,9612030,9711044,3175,204112,206245,4135,9510205
1016,1017,9610029,4041,9504013,9510008,5054,9604166,9504013,11227,9701018,9511222,9509140,9607117,5269
1017,1018,9610027,204171,9801106,9803063,9018,9709014,9801106,9512073,9601092,9802042,9306156,9712147,6062
1018,1019,9610024,9302022,9802091,11227,209166,9712241,9802091,9711162,9510151,212334,9404157,9307092,9305016
1019,1020,9610018,9805020,9711073,4083,4114,9406214,9711073,9512031,9708081,9705044,9302033,9601072,9710161
1020,1021,9610012,9204030,9804027,9015,9606017,9711029,9804027,3264,9706020,9805124,9705172,9803011,9402041
1021,1022,9610006,9708159,9604077,9604195,9403121,9412027,9604077,205181,9502006,9712056,9211047,9910218,9910103
1022,1023,9610002,9909166,9711067,9801017,9711052,9909166,9711067,9706225,9502155,9410041,9606077,201170,9802115
1023,1024,9609238,9801145,9601150,9608137,9805124,9803027,9601150,9801017,9403108,9408113,4004,204214,9505036
1024,1025,9609232,9908038,9704158,209166,9706060,9704197,9704158,206107,9197,9608017,11214,206164,9904047
1025,1026,9609219,9506087,9503139,206107,9410203,9805050,9503139,205180,2136,9304051,9405029,210040,9403081
1026,1027,9609207,207164,9207050,9912114,9703126,9303159,9207050,206196,9506206,9309145,9306153,9804070,9602085
1027,1028,9609205,9707035,9312209,8190,10060,203168,9312209,201046,9510156,9606044,9301083,212240,9706175
1028,1029,9609203,9909044,9409165,9910060,9606167,9505123,9409165,9303172,9407060,9205015,9211040,9801189,9803005
1029,1030,9609202,2237,9409089,2045,6232,9804112,9409089,9702083,9502044,9802039,209120,4109,9503020
1030,1031,9609192,9303090,9512081,9908075,9093,9801206,9512081,9406067,208131,201029,9904015,2251,209014
1031,1032,9609191,9706226,9605062,9803087,9505068,3075,9605062,9611194,9404144,9704087,9802168,9702089,9306013
1032,1033,9609182,3141,9303006,9607218,9407023,9612008,9303006,9607117,9407124,9605105,6178,2071,5031
1033,1034,9609175,9504015,9710114,9404113,9706163,9701154,9710114,206164,9306069,11141,9607243,4069,9015
1034,1035,9609166,9307171,9204071,3264,9412209,9704186,9204071,6181,2151,9408060,9403038,9805083,203130
1035,1036,9609155,9804018,9211034,9707214,9609203,9703204,9211034,9604089,9405164,8201,9705188,3123,9503097
1036,1037,9609153,9712147,9703031,9711162,9711081,9707139,9703031,9404113,9508101,9512173,9612128,9305020,9311038
1037,1038,9609152,203168,9609152,9303172,9703094,9503212,9609152,9711058,9512051,9704194,8201,9912259,2068
1038,1039,9609141,9801194,9304104,9702083,9606181,5191,9304104,9612028,9243,9712147,11141,9706176,9603081
1039,1040,9609139,9608177,9512031,9603081,9411020,9712088,9512031,9505122,9209054,9312055,9902204,12067,9410138
1040,1041,9609138,9401030,9704172,9611194,1124,9512219,9704172,9709013,9703100,9704118,9031,9607140,9603052
1041,1042,9609137,9606175,9605157,9607117,206245,9510101,9605157,209166,207280,9305100,208221,6096,9304072
1042,1043,9609131,9242,9209105,206164,9509140,9804019,9209105,9911033,9603053,9603019,9903095,6009,9803265
1043,1044,9609123,9404100,9602041,6181,9705132,9702201,9602041,9411053,205251,9606181,206029,9802203,9403124
1044,1045,9609113,9911161,9512065,9711058,9606054,9701069,9512065,9605159,9610024,9608179,9901069,9512081,9606177
1045,1046,9609095,9603176,9612241,9612028,9608107,9312172,9612241,9706090,9912259,9303072,9912036,9912279,9511006
1046,1047,9609089,206108,9046,9505122,9610104,9502155,9046,9504148,9706096,12080,9911107,9705030,9704118
1047,1048,9609087,9601072,9412119,9709013,9503161,9610200,9412119,210061,9410241,9211093,9907180,9512143,9710127
1048,1049,9609085,9610059,9912086,9911033,9412228,9609003,9912086,9610094,9608107,9412119,9709139,9511077,9603005
1049,1050,9609083,9502155,9610163,9411053,9406203,9711052,9610163,9709211,3013,9510092,9612103,9911032,9307010
1050,1051,9609075,9704116,4053,9605159,9510224,9606061,4053,206038,9605115,9511165,9093,9409069,9512211
1051,1052,9609066,201170,9703126,9602005,9605003,9607060,9703126,5277,9710078,2070,3112,9602068,9703222
1052,1053,9609065,204214,9510147,9706090,9307190,9706107,9510147,205290,9712055,9603139,9607037,9902070,9512121
1053,1054,9609064,9211130,9412187,9504148,4135,9412074,9412187,206010,9405169,9304155,9303013,9306147,9610209
1054,1055,9609061,3068,9512059,3061,9309125,9901122,9512059,6238,9609175,9912128,9406212,206185,9707171
1055,1056,9609048,207017,9709152,210061,9405162,4135,9709152,3268,9306013,9611213,9612194,7132,9503030
1056,1057,9609043,9305079,9607164,9712068,8061,9304125,9607164,206175,9910060,9803109,9408104,9608117,9407177
1057,1058,9609041,9804070,9308060,9602012,9304125,9308052,9308060,211119,9712100,6232,9608071,9510001,9611160
1058,1059,9609032,9605042,9712062,10223,5273,9407078,9712062,9707224,9707134,9712053,9506159,9802092,9304088
1059,1060,9609022,9612204,9908038,209114,9705034,9707044,9908038,9912086,9706175,9405163,9602175,9804115,9605161
1060,1061,9609010,9801189,9801194,9609087,9308052,9406067,9801194,9509050,9505093,9604113,9305109,9601052,9404025
1061,1062,9609003,9704112,9711058,9711073,9805172,9604089,9711058,5024,9604165,9412064,9403094,9610220,9310157
1062,1063,9609001,9311066,9802049,4163,9510092,9610220,9802049,209159,9707222,1071,6156,9902177,201121
1063,1064,9608191,9409142,9412128,9906151,9211015,9603081,9412128,4084,9508176,9706053,9403129,9601163,9610097
1064,1065,9608190,4084,9701166,3268,9801024,9602005,9701166,210112,9407125,9310019,9407018,9804142,9410056
1065,1066,9608189,1189,9608071,202111,9801090,3061,9608071,9804142,9906129,10177,7001,1152,9906151
1066,1067,9608183,4069,9412064,9233,209114,9609138,9412064,208003,9501036,9901049,9308075,9612030,9610094
1067,1068,9608180,9311155,9607037,9803139,9304062,9609219,9607037,209114,9412115,9805083,9601022,9801115,9404105
1068,1069,9608179,203041,9612060,209024,9609087,9512121,9612060,5144,9502024,9508151,9910188,9501005,9303006
1069,1070,9608177,9710210,9306078,205187,9802047,9804115,9306078,9609087,9609022,9607174,9512073,9605200,9508159
1070,1071,9608148,1122,9210029,211078,9506064,9511164,9210029,9512030,207199,9802092,9705190,12093,9602098
1071,1072,9608144,9305097,9501056,208170,9701078,9503099,9501056,9901119,207247,9307123,9703150,9410152,6047
1072,1073,9608137,9309152,9502155,2231,9406020,9710063,9502155,206228,9803066,9709066,9704013,9507005,9412244
1073,1074,9608117,12251,9605158,207280,208072,9702086,9605158,9804011,9203062,9707067,9608117,9206049,9605003
1074,1075,9608107,9305020,9909202,9409021,209120,9609043,9909202,9712193,9710250,9710142,9502038,12258,9906142
1075,1076,9608097,9206078,9710233,9502077,9712223,9510156,9710233,9803117,9605037,5191,9902038,9609153,9204040
1076,1077,9608093,9912259,9605042,9405084,8123,9712239,9605042,12213,9803002,9705099,9307190,9511128,9608013
1077,1078,9608087,9706176,9609166,9912179,9909202,9605153,9609166,9602156,9712062,9302032,9708046,9305010,9307101
1078,1079,9608078,12067,9409142,9605080,9801194,9507115,9409142,9702072,9502038,9907113,9506138,9711024,9711083
1079,1080,9608071,6207,9602176,9403073,9701129,9605018,9602176,9607064,9801121,206237,212240,9410008,9902187
1080,1081,9608063,9607140,9802195,9805126,9603030,9802007,9802195,9707204,9309152,9406008,9510130,9710064,9605064
1081,1082,9608056,6096,9509070,203101,9406008,9703176,9509070,9904019,9803038,205187,7099,9404113,9501075
1082,1083,9608055,9703023,9405009,10237,9911072,9512059,9405009,9707118,9509070,9303131,12080,9411198,9708149
1083,1084,9608050,6009,9305131,208184,9505105,9902011,9305131,2231,9601076,9708109,206229,9805118,9401128
1084,1085,9608042,9310197,9610091,9910027,9706066,9804170,9610091,9509022,9603143,9506087,210110,9307045,205062
1085,1086,9608035,9412162,9603052,9605172,11197,9707063,9603052,207280,9310164,9711024,9232,9910145,9607122
1086,1087,9608020,9610018,9509007,9610163,9802049,9604025,9509007,9411176,9702178,202112,9603042,1002,9704051
1087,1088,9608017,9906034,9307147,212334,204166,9510087,9307147,9609001,9603019,208131,9704176,9311007,203206
1088,1089,9608013,9512081,9412166,9908141,9606194,9710174,9412166,9401006,9311048,9709211,9710004,9411039,9208020
1089,1090,9608006,9902184,9310022,9411061,6108,9612126,9310022,9410093,9504118,208118,9701154,9407161,9911083
1090,1091,9608003,9408035,9511037,9411112,9508039,9612157,9511037,9409021,9508135,9401128,9704186,9303091,9405067
1091,1092,9607243,9503139,9212081,9601069,9906142,9709138,9212081,9502077,10168,6116,9802195,9712071,9406067
1092,1093,9607239,9912279,9605172,9506171,9912086,9601085,9605172,9405084,9503072,209088,6204,4203,9509105
1093,1094,9607234,9707170,9612051,212339,9307111,9801020,9612051,9912179,9410008,203101,205062,9803051,9804113
1094,1095,9607233,9705188,9603101,9905162,9509050,9705106,9603101,9605080,9506156,9609087,211239,9605176,9303057
1095,1096,9607229,9705078,9610024,9512223,9804142,9712055,9610024,9302020,9710163,7079,9908038,9706053,9804167
1096,1097,9607220,9705030,9609048,9712186,9901004,9705044,9609048,9603081,9707224,9903095,1122,202023,9612131
1097,1098,9607218,9710153,9505043,201056,9505074,9707247,9505043,9410138,9405067,9710250,12258,9801017,9403103
1098,1099,9607208,9909023,9702184,9712157,9501068,9710078,9702184,9603052,9407113,9303020,6230,1070,9708099
1099,1100,9607203,9711052,9307074,9312150,9710179,9707222,9307074,9304072,9701019,9406067,9805208,9712055,9510138
