Id,score
,
11152,0.00010855
,
11160,0.00017981
,
11177,0.000109025
,
11278,6.89E-06
,
12014,0.000113681
,
106134,5.47E-06
,
106261,1.35E-05
,
9509142,0.000343536
,
108196,8.26E-05
,
105062,0.000178189
,
105220,1.30E-05
,
106206,5.94E-05
,
9411099,0.000521272
,
9506071,6.84E-05
,
9512154,0.000639177
,
9608085,0.000106982
,
9610170,5.02E-05
,
9811004,2.68E-05
,
108197,5.98E-06
,
5214,2.20E-05
,
104154,6.48E-05
,
9905065,6.84E-07
,
9911085,1.65E-05
,
108198,0.000156176
,
2021,3.29E-06
,
5241,0.000142656
,
7023,0.000571108
,
103262,2.78E-05
,
104210,1.35E-05
,
105253,6.45E-07
,
9712159,1.85E-07
,
9712185,3.21E-05
,
9806201,6.13E-06
,
9809103,7.68E-05
,
9902051,8.11E-07
,
9906235,2.46E-05
,
9907146,0
,
9702187,0.000729588
,
9708129,4.73E-06
,
9712061,5.04E-05
,
9804121,0.000150354
,
9806178,2.83E-07
,
108199,0.00030212
,
9303082,4.71E-05
,
9303099,0.000160615
,
9405012,0
,
108201,5.72E-06
,
108202,2.88E-05
,
5103,2.44E-06
,
7126,4.07E-05
,
101010,2.40E-05
,
102018,5.33E-05
,
104173,5.90E-05
,
9901014,7.17E-06
,
9902160,2.17E-06
,
9910217,4.22E-05
,
108203,0.000398662
,
3120,0.000686409
,
3243,0.000186276
,
11237,9.59E-09
,
105178,0.000161717
,
106064,0.000476399
,
106073,0.000164909
,
9703129,7.29E-05
,
9712119,0.000126327
,
9905179,8.31E-05
,
9911100,0.000181751
,
108204,0.000414894
,
1010,1.65E-05
,
101153,8.35E-05
,
9310080,3.18E-05
,
9504065,5.23E-05
,
9608174,0.000200954
,
9611043,2.02E-05
,
9803239,0.000173674
,
9803259,0.000228634
,
9910116,1.39E-05
,
9305139,0.00045558
,
9706168,0.000131577
,
9712254,3.89E-05
,
108205,0.000351836
,
7086,7.31E-05
,
7250,5.30E-05
,
9126,0.000103958
,
12258,2.13E-05
,
104125,1.26E-05
,
107102,3.40E-06
,
9707176,2.53E-05
,
9711181,3.72E-05
,
9902018,0.001252395
,
9909058,4.35E-05
,
9911147,8.32E-05
,
108206,0.000112603
,
102208,0.000215599
,
9209076,0.000909427
,
9303038,0.000293939
,
9304042,2.46E-05
,
9405110,0.000596454
,
9505012,0.000190785
,
108207,2.49E-05
,
7067,0.000487645
,
7156,1.03E-05
,
11244,0.000102934
,
103030,6.10E-05
,
105095,3.25E-05
,
106012,4.01E-05
,
9910263,7.73E-05
,
108208,0.000215423
,
5017,9.33E-05
,
10283,0.000369832
,
105196,5.80E-05
,
9508165,0.00019464
,
9609089,0.000254475
,
9902069,0.000216556
,
9902070,0.000129516
,
9912229,7.20E-05
,
108209,4.91E-07
,
108210,1.14E-06
,
9707163,0.000316961
,
108211,1.68E-05
,
108212,8.02E-05
,
2106,4.08E-05
,
5173,4.81E-05
,
9410132,8.88E-05
,
108213,1.86E-06
,
9206032,0.000426689
,
9811113,5.63E-07
,
108214,0.000147927
,
11052,5.10E-05
,
9205105,1.63E-05
,
108215,1.34E-05
,
4093,0.00010306
,
8188,0.000117904
,
8192,3.00E-05
,
9056,8.07E-06
,
11254,4.88E-06
,
105100,6.05E-06
,
105182,4.93E-05
,
105269,3.28E-05
,
106245,3.92E-06
,
106271,9.72E-06
,
107126,0.000249433
,
6209,0.000125343
,
6219,0.000752298
,
8027,0.000458735
,
102157,0.000712802
,
103074,5.78E-05
,
9812180,5.84E-05
,
108217,0.000142831
,
104242,7.14E-05
,
9601176,0.000214239
,
108218,8.05E-05
,
11294,9.54E-05
,
9206083,1.97E-05
,
9210030,0
,
9707105,2.78E-05
,
9805111,2.37E-06
,
108219,5.78E-06
,
108220,6.38E-05
,
1082,1.91E-05
,
6226,6.62E-05
,
7233,2.90E-06
,
9054,0.000124525
,
12152,5.62E-05
,
103068,7.82E-05
,
9609046,6.58E-06
,
9709214,3.44E-05
,
9808122,7.16E-06
,
9906152,1.49E-07
,
9911197,2.72E-05
,
9309039,0.000692621
,
9706192,0.000319279
,
9808020,3.31E-05
,
9808038,4.36E-05
,
108221,0.000121871
,
11197,0.004285904
,
9411160,1.24E-05
,
9510204,8.77E-05
,
9607207,0.000245109
,
9612231,5.57E-05
,
9804069,2.16E-05
,
108222,3.94E-06
,
9401136,4.76E-05
,
9412185,3.46E-05
,
9501077,0.000146084
,
9502120,2.76E-05
,
9709145,7.13E-05
,
9302008,0.000364118
,
9401099,6.40E-05
,
9404075,1.72E-05
,
108223,4.41E-05
,
103093,0.001274084
,
9704166,5.43E-06
,
9910180,3.75E-05
,
9406047,9.32E-05
,
9503132,0.000267593
,
9509075,7.82E-06
,
9509079,5.44E-06
,
9510140,7.21E-05
,
9602169,4.76E-07
,
108225,6.90E-05
,
9407168,0.001985447
,
9603157,0.000390097
,
9605195,3.68E-05
,
9701172,8.41E-05
,
9702097,2.01E-06
,
9707248,2.85E-05
,
9709077,0.000111281
,
9711016,3.94E-07
,
9711126,1.67E-06
,
9809141,5.21E-05
,
9811079,6.26E-07
,
9905116,0.000106029
,
9505058,0.000402547
,
9612250,0.000145825
,
108226,1.60E-05
,
11114,8.59E-05
,
9810042,6.00E-06
,
108228,1.35E-06
,
108229,0.000276482
,
2222,0.001028541
,
12179,0.00061834
,
9308122,0.000189562
,
9606112,0.000494554
,
9610162,3.85E-05
,
9709146,0.000211649
,
9804131,3.16E-05
,
9811217,7.45E-06
,
108230,5.27E-05
,
9505073,0.000826887
,
9506101,0.000525488
,
9611137,0.000372746
,
9712166,5.52E-05
,
9905115,5.35E-06
,
108231,0.000145572
,
3265,1.12E-05
,
8167,0.000680743
,
101127,1.50E-05
,
105121,0.000153312
,
9601115,9.52E-05
,
9604147,3.63E-05
,
9605149,1.96E-05
,
9607089,2.91E-05
,
9703147,5.10E-05
,
9704214,3.58E-05
,
9705057,0.000107386
,
9705120,3.94E-05
,
9706013,7.06E-06
,
9706079,5.49E-06
,
9710142,6.97E-05
,
9801121,3.44E-05
,
9803154,3.46E-05
,
9804010,1.66E-05
,
9807059,1.03E-08
,
9810152,2.72E-05
,
9810239,1.05E-05
,
9811017,8.58E-06
,
9811031,0.001599283
,
9902188,1.03E-08
,
9903243,1.28E-07
,
9906141,3.73E-07
,
9909020,2.08E-06
,
9909183,1.67E-06
,
9911221,2.39E-05
,
108232,2.88E-05
,
12192,2.56E-06
,
9402073,0.000419174
,
9610148,0.000301172
,
108233,2.36E-05
,
3075,0.000537399
,
4113,1.09E-05
,
7198,0.000377091
,
8015,0.00051358
,
9029,1.32E-06
,
9711106,2.65E-05
,
9801182,0.000507263
,
108234,1.68E-05
,
7075,0.000139461
,
104126,3.60E-05
,
9412236,0.000514951
,
9809187,5.90E-05
,
9903053,6.47E-05
,
108235,9.34E-06
,
1138,6.18E-06
,
5168,0.000103615
,
106161,0.000155946
,
9910150,9.42E-06
,
108236,3.27E-05
,
9212060,0.000329329
,
9511040,4.96E-07
,
9805023,0.000177334
,
9812110,0.000148999
,
108237,4.03E-05
,
108238,5.78E-05
,
9407031,0.000380956
,
108239,2.46E-05
,
105047,2.37E-05
,
9904187,1.65E-06
,
9910066,3.47E-07
,
108240,0.001209881
,
11252,0.000191356
,
101131,5.78E-06
,
9308045,0.000752718
,
9402096,0.000430624
,
9411065,0.000214239
,
9411109,0.000142427
,
9801129,0.000112343
,
9807121,5.78E-06
,
9910068,0.000132224
,
9508102,1.03E-05
,
9807043,4.93E-06
,
108242,4.27E-05
,
10050,8.29E-05
,
9208047,0.00058448
,
9311076,2.89E-06
,
9407020,0.000110718
,
9509133,0.00024506
,
9708098,1.93E-05
,
9801021,0.000239698
,
9801151,3.04E-06
,
9906124,0.000211436
,
108243,8.44E-05
,
9303068,0.000143698
,
9506145,0.000114858
,
108244,0.000187873
,
5225,0.000338195
,
9104,4.59E-06
,
9202059,3.93E-05
,
9209020,6.70E-07
,
9408149,1.61E-06
,
9510223,7.89E-06
,
9510241,0.000242157
,
9611149,3.86E-05
,
9612066,7.04E-05
,
9702105,0.00018593
,
9711080,0.000216617
,
9801201,5.54E-06
,
9806157,1.77E-05
,
9806227,1.80E-05
,
9905122,2.44E-05
,
9910147,5.06E-05
,
9911029,9.48E-06
,
9205094,2.31E-06
,
9207111,2.27E-05
,
9204012,0.00010647
,
9208024,9.10E-05
,
9505018,0.000100639
,
9505046,0.000210399
,
9503212,0.000125165
,
9506104,1.42E-05
,
9509170,0.000354723
,
9510055,8.19E-05
,
9501065,0.00025234
,
9504143,2.50E-05
,
9506207,2.22E-05
,
9605180,6.11E-06
,
9608078,0.000463906
,
9611195,0.000113
,
108245,8.51E-05
,
109025,0.00035957
,
9506170,0.000405825
,
9606122,0.000124357
,
9607037,0.000651721
,
9609217,0.000112472
,
9803163,0.000119076
,
9803216,2.62E-05
,
9803260,2.55E-05
,
9806040,7.35E-06
,
9811034,2.35E-06
,
9905156,3.82E-05
,
9906020,3.09E-06
,
9911011,4.54E-05
,
109001,0
,
9602016,0.000394694
,
109002,1.65E-05
,
2007,2.71E-05
,
4032,0.000973991
,
9907191,8.56E-05
,
109003,4.41E-05
,
106144,5.70E-06
,
9305052,0.000325523
,
109004,5.30E-05
,
3086,0.000975409
,
5212,0.000237224
,
103156,0.000288326
,
108187,0.000497612
,
9501066,3.46E-05
,
9608041,6.23E-05
,
9701082,4.69E-05
,
9212049,0.000355849
,
9406029,6.49E-05
,
9502007,2.95E-05
,
9503114,0.000158231
,
9503149,0.000106301
,
9509074,3.41E-05
,
9510117,1.97E-05
,
9602087,3.16E-05
,
9605176,0.000408041
,
9607146,6.46E-06
,
109005,2.24E-05
,
9602014,5.06E-05
,
9703188,0.000430183
,
9708025,0.000235066
,
9202061,0.000108987
,
9203045,0.00012649
,
9207009,0.00020762
,
9210010,0.009480145
,
9210153,0
,
9301049,0.000143354
,
9303172,0.00011003
,
9307043,8.24E-06
,
9307189,1.56E-05
,
9309030,0.000740553
,
9501140,5.92E-05
,
9502009,0.000101075
,
9505143,2.77E-06
,
9601072,3.14E-05
,
109006,5.83E-07
,
9711004,0.00028902
,
9509156,7.14E-05
,
109007,5.83E-07
,
109008,0.000184867
,
102039,7.92E-05
,
103190,0.000133659
,
9511138,0.000102541
,
9804124,0.00026135
,
9805106,0.00011208
,
9806192,7.20E-05
,
9809068,7.57E-05
,
9905011,0.0001376
,
9905149,5.78E-05
,
9910033,0.000116265
,
9510066,7.29E-05
,
109009,2.20E-05
,
10153,0.000110224
,
9408109,7.77E-05
,
9704052,7.34E-05
,
9302006,0.000126773
,
9807136,0.000154127
,
109011,2.34E-05
,
103126,1.34E-06
,
9904160,6.64E-07
,
109013,6.97E-05
,
1037,1.91E-05
,
7071,1.94E-05
,
102146,5.85E-05
,
102198,1.73E-05
,
9308083,0.000222452
,
9406055,9.76E-05
,
9701023,1.88E-05
,
9805189,1.23E-06
,
9903052,2.75E-05
,
9201014,5.43E-05
,
9203084,2.44E-05
,
9205004,7.52E-05
,
9205041,1.89E-05
,
9210142,0
,
9211047,9.71E-05
,
9302103,0.001002427
,
9311014,2.22E-05
,
9401029,2.92E-05
,
9402114,2.86E-05
,
9403187,6.02E-05
,
9406008,4.58E-05
,
9406032,3.27E-06
,
9406045,1.71E-05
,
9412117,7.86E-05
,
9412158,2.09E-05
,
9412200,0.000126875
,
9501111,5.47E-05
,
9505023,5.72E-05
,
109014,1.96E-05
,
6153,2.10E-09
,
107017,0
,
9502019,0.000164182
,
9907044,2.10E-09
,
9907168,4.62E-05
,
9908172,5.19E-05
,
9405158,0.000225845
,
9408107,0
,
109015,1.35E-06
,
3099,0.000139741
,
4024,7.77E-06
,
8118,1.60E-05
,
8120,1.46E-06
,
109016,0
,
109017,0.000170564
,
9197,5.76E-05
,
11230,1.65E-05
,
109210,1.07E-07
,
9910245,8.78E-06
,
9911129,1.73E-05
,
109018,1.73E-06
,
9611215,4.80E-05
,
9804120,1.02E-05
,
109019,0.000108444
,
9602114,0.000230526
,
9603161,0.000268569
,
9707148,1.18E-05
,
109020,3.02E-05
,
1160,0
,
105271,1.54E-05
,
109021,3.11E-05
,
9311092,3.49E-05
,
109022,4.90E-05
,
9202057,0.001542428
,
9206049,0.000814222
,
9812034,0.000616429
,
9902157,0.001235264
,
109023,8.45E-07
,
7135,4.91E-05
,
10260,1.89E-05
,
109024,1.70E-05
,
7028,3.21E-05
,
109027,4.14E-05
,
3225,9.01E-05
,
9115,4.93E-05
,
9701047,3.38E-05
,
109028,0
,
109029,0.000149173
,
3209,2.31E-08
,
4039,0.000164353
,
6228,0.000113102
,
11251,0.000488308
,
104068,0.000152056
,
9212006,0.000109882
,
9608167,5.97E-05
,
9710121,1.89E-05
,
9901102,1.86E-05
,
9902131,4.03E-05
,
9904153,6.11E-05
,
9905034,0.000117432
,
9905080,1.18E-05
,
9908144,0.000173793
,
9912164,4.00E-05
,
109030,4.99E-05
,
9909187,2.11E-06
,
109031,2.24E-05
,
9066,1.64E-05
,
9405171,0.000135482
,
9606082,0.000235708
,
9905228,0.000249048
,
9304060,8.56E-06
,
9305095,2.23E-05
,
9403017,0
,
9403195,0.000550733
,
9404009,5.78E-06
,
9406156,2.01E-06
,
9407109,0.000259374
,
9503145,4.11E-06
,
9509151,0.000690503
,
9511185,1.86E-06
,
9605208,5.68E-05
,
109032,2.43E-05
,
3101,0.00082896
,
10021,1.13E-05
,
10028,6.98E-05
,
11108,4.46E-06
,
12080,0.000175244
,
12089,4.86E-06
,
101207,1.26E-05
,
102192,3.60E-05
,
103056,1.38E-05
,
104164,3.63E-06
,
105054,1.15E-05
,
105227,0.000176202
,
105247,0.000183981
,
105264,6.87E-06
,
106033,6.77E-06
,
9210065,0.000356829
,
9303143,0.000131277
,
109034,9.06E-07
,
10152,3.18E-05
,
9805059,2.58E-05
,
9907035,6.73E-06
,
9911148,0.000138101
,
109035,1.79E-06
,
9811038,0.000389972
,
9903075,4.00E-06
,
109036,5.78E-06
,
101117,1.40E-05
,
9511103,1.71E-05
,
9606013,3.83E-05
,
9610243,8.46E-05
,
9908180,5.82E-05
,
109037,0
,
103194,0.000142834
,
109038,3.11E-05
,
2033,1.55E-08
,
4022,5.48E-05
,
106019,2.27E-05
,
106083,8.33E-05
,
106220,5.34E-06
,
109039,2.25E-05
,
9806191,5.06E-05
,
9905075,3.19E-05
,
9911238,3.21E-05
,
109040,9.19E-07
,
2121,2.80E-05
,
106255,0.000115685
,
109041,1.30E-05
,
9508045,3.20E-05
,
109042,8.76E-10
,
12235,4.16E-09
,
101178,0.000133898
,
109043,2.12E-05
,
8175,0.001174954
,
9404143,7.56E-05
,
9408120,4.39E-05
,
9610009,2.43E-06
,
9610054,2.17E-06
,
9910165,0.000166476
,
9205073,3.22E-05
,
9206045,6.49E-05
,
9211132,0.000363664
,
9304059,3.77E-05
,
9312111,1.01E-05
,
109044,4.04E-06
,
9311177,6.10E-05
,
109045,0.000319244
,
8227,0.000383733
,
9246,0.000441224
,
11226,0.000258472
,
9304139,1.50E-05
,
9706012,8.23E-05
,
109046,2.66E-07
,
11036,1.88E-05
,
9804143,0.000425275
,
109047,4.94E-06
,
10135,0.000194236
,
9504025,3.85E-05
,
9510151,1.11E-05
,
109048,3.51E-05
,
9208046,0.000125682
,
9303093,0.000388688
,
109049,2.58E-05
,
11029,7.38E-05
,
103103,3.87E-05
,
105175,7.60E-05
,
105184,5.25E-05
,
105319,1.32E-05
,
107007,2.44E-05
,
109051,6.94E-06
,
1035,0.00030402
,
4171,1.67E-05
,
9201004,0.000165209
,
9301055,6.56E-07
,
109052,1.10E-05
,
4019,0.000239841
,
9307013,9.89E-05
,
109053,0.000131933
,
109054,0.00031347
,
9606165,3.31E-05
,
9808161,5.08E-05
,
9810214,9.19E-06
,
9904069,5.08E-06
,
9912257,4.56E-06
,
109055,0.000172114
,
3175,0.000544029
,
7120,0.000206024
,
9167,2.83E-05
,
10271,3.14E-05
,
9605154,0.000120287
,
9704142,1.38E-05
,
9807014,5.19E-05
,
109056,7.14E-06
,
9071,0.000288805
,
9902039,1.59E-05
,
9911230,6.62E-05
,
109058,1.37E-05
,
10173,9.08E-06
,
105230,9.89E-05
,
109059,1.15E-05
,
1180,1.93E-05
,
3036,2.03E-05
,
5152,0.000241838
,
9107,0.000246543
,
105217,4.63E-05
,
9310046,8.81E-05
,
9705208,9.81E-06
,
9712258,2.03E-05
,
9909149,3.42E-06
,
9911039,3.75E-05
,
109060,4.16E-06
,
9905079,4.18E-05
,
109062,2.45E-05
,
7142,0.00077976
,
9210009,0.000335432
,
9403081,2.79E-06
,
9506198,2.15E-05
,
109063,4.15E-05
,
7173,3.90E-05
,
9403123,2.38E-05
,
9702038,5.84E-05
,
9704170,8.83E-05
,
9801134,2.27E-05
,
9805139,1.45E-05
,
9811139,1.88E-05
,
9812025,9.76E-07
,
9901091,5.79E-05
,
9903061,2.24E-05
,
9903093,5.91E-05
,
9712225,7.68E-07
,
109064,0.000108104
,
5223,1.81E-05
,
109065,0.000124825
,
9206028,0.000144811
,
9902047,0.000181892
,
3218,4.76E-05
,
9903094,2.43E-06
,
9910197,1.37E-06
,
109066,4.34E-07
,
109067,0.000558473
,
1195,3.00E-07
,
2024,2.15E-08
,
2183,3.27E-06
,
5136,0.000323004
,
9026,3.82E-05
,
101201,0.00011851
,
103028,0.000276778
,
103143,3.63E-05
,
104246,0.000431024
,
9609141,2.82E-06
,
9611024,0.000549907
,
9611193,7.33E-06
,
9703010,3.41E-05
,
9803207,4.18E-05
,
9806236,2.37E-05
,
9810231,5.48E-06
,
9812005,1.35E-06
,
9903122,1.48E-07
,
9908028,5.83E-05
,
9910188,0.00115328
,
109068,2.78E-05
,
7221,3.44E-07
,
104179,3.26E-05
,
109069,0.000207796
,
8150,3.90E-05
,
104100,4.30E-05
,
9304026,0.000526415
,
9307038,1.59E-05
,
9406125,0.001278784
,
9502012,3.20E-05
,
9509049,7.37E-05
,
9810064,2.98E-07
,
9204041,2.84E-05
,
9210062,6.56E-05
,
9304045,2.58E-05
,
9308005,2.21E-05
,
9404186,7.10E-06
,
10026,6.28E-05
,
12254,6.50E-05
,
101082,0.000215168
,
101226,1.88E-05
,
105079,1.53E-05
,
9702107,0.00021617
,
9810147,2.39E-05
,
109071,9.47E-07
,
104029,8.15E-05
,
109072,3.05E-06
,
9501061,2.13E-05
,
9510235,3.26E-06
,
9606027,7.71E-05
,
9612176,2.05E-05
,
9704036,1.82E-05
,
9806243,0.000110016
,
9306163,6.99E-05
,
9409160,7.96E-06
,
109073,4.90E-05
,
9301024,9.43E-05
,
9510220,0.000248181
,
9703224,0.000895803
,
109074,2.19E-07
,
3248,3.32E-05
,
9083,6.23E-05
,
109075,8.17E-05
,
1102,0
,
9901151,8.93E-07
,
9906046,5.69E-06
,
9910181,7.27E-07
,
109076,2.17E-05
,
7213,2.77E-05
,
10055,9.78E-06
,
104105,9.50E-05
,
9512145,1.31E-05
,
9603033,4.90E-05
,
9603113,2.42E-05
,
9604133,2.77E-05
,
9611036,5.68E-05
,
9806169,0.000129403
,
9809007,1.29E-05
,
9507168,0.000136798
,
9510142,2.28E-06
,
9512181,0.000680688
,
9511228,0.000116577
,
9602010,0.000137586
,
9602030,8.40E-05
,
9602144,4.80E-06
,
9603003,0.000294363
,
9409188,0.000113381
,
9606136,0.000160603
,
9607041,4.16E-05
,
9607057,0.000101605
,
9608053,6.40E-06
,
9702201,0.000323087
,
9707186,4.53E-05
,
9801175,9.84E-05
,
109077,4.70E-05
,
1202,5.54E-07
,
3188,0.000347277
,
6106,0.000353041
,
10059,0.001097384
,
105259,8.49E-05
,
9804001,9.75E-05
,
9808042,0.000432073
,
9810022,6.26E-05
,
9912092,0.000890816
,
109078,1.86E-05
,
9807236,0.000167606
,
109079,6.92E-06
,
5138,2.61E-05
,
103168,0.000414799
,
106044,0.000328486
,
106047,0.000155098
,
9702099,9.81E-06
,
109080,0
,
9810157,0.000104749
,
109081,7.14E-05
,
102162,1.64E-06
,
9611209,0.000583007
,
9806128,6.26E-06
,
109082,4.56E-05
,
7186,9.55E-06
,
105153,0.000147672
,
106126,0.000276344
,
107130,3.01E-05
,
109083,1.33E-05
,
12223,1.34E-05
,
109084,2.49E-05
,
1215,2.46E-05
,
12171,1.10E-05
,
102212,3.65E-05
,
104133,6.58E-05
,
104217,0.000602382
,
105089,4.46E-05
,
106205,5.77E-05
,
107099,0.000190686
,
9505175,0.000144702
,
9902138,3.86E-05
,
9910129,1.33E-05
,
9912050,2.21E-05
,
109085,6.47E-05
,
9306153,0.006324228
,
9403019,7.19E-05
,
9405095,0.000370627
,
9406054,0.000154776
,
9510033,0.000105018
,
9510185,4.01E-05
,
9903198,2.59E-05
,
9211014,1.66E-05
,
9204019,0.000402146
,
9206096,0.000235325
,
9209006,9.38E-05
,
9210029,2.13E-05
,
9303073,1.60E-06
,
9303101,0.000221837
,
9304152,9.54E-06
,
9305005,6.52E-05
,
9305078,3.93E-06
,
9306035,6.92E-05
,
9307106,0.000149793
,
9310062,1.20E-05
,
9311070,3.05E-05
,
9312041,4.24E-06
,
9312045,0.000292439
,
9312049,8.66E-05
,
9401058,1.12E-05
,
9403043,9.82E-07
,
9204023,0.000148347
,
9404098,0.000122774
,
9504084,6.12E-05
,
9305059,6.71E-08
,
9408104,0.000146642
,
9502076,5.63E-07
,
9301080,6.76E-05
,
9811223,2.59E-05
,
9811252,0.000117139
,
109086,1.34E-06
,
9178,7.21E-06
,
101019,1.68E-05
,
109087,5.25E-06
,
109088,0
,
9212145,0.000514429
,
109089,5.99E-06
,
8070,1.58E-05
,
9310044,0.00023818
,
9403069,0.000191399
,
9509139,2.86E-05
,
9701072,2.99E-05
,
9803258,3.57E-05
,
9811066,2.95E-05
,
109090,1.36E-06
,
109050,1.13E-05
,
109091,1.59E-05
,
105087,8.13E-05
,
109092,0.000736909
,
2028,5.15E-06
,
2056,1.11E-06
,
3032,0.000684464
,
3103,6.29E-05
,
3286,0.000182792
,
5246,5.56E-05
,
6060,3.05E-05
,
6107,8.78E-05
,
7109,9.33E-05
,
8050,6.09E-05
,
8062,0.000124215
,
9047,3.43E-05
,
9183,0.000114072
,
10116,3.10E-05
,
12025,3.92E-05
,
101202,0.000163957
,
9210021,0.000996461
,
9403155,0.000746043
,
9410237,0.00044421
,
9611063,3.25E-05
,
9702133,6.73E-05
,
9702154,0.000124953
,
9703100,0.000184857
,
9703110,0.000970593
,
9804006,0.000106974
,
9804149,4.62E-05
,
9805082,1.69E-05
,
9810041,1.35E-05
,
9810090,1.67E-05
,
9811192,1.88E-05
,
9901078,3.00E-05
,
9901136,9.31E-06
,
9902210,0.000142512
,
9903057,3.83E-05
,
9903214,3.89E-05
,
9905096,1.80E-05
,
9905148,5.20E-05
,
9906168,1.06E-06
,
9906221,1.43E-05
,
9907142,0.000150231
,
9907206,2.45E-05
,
9909203,2.05E-06
,
9910252,1.73E-06
,
9911180,2.69E-06
,
109094,1.81E-05
,
8112,0.000297732
,
101119,0.00014182
,
103153,0.000248129
,
104156,1.39E-05
,
105158,3.80E-05
,
105207,5.17E-05
,
106092,4.49E-05
,
9505097,4.78E-05
,
109095,6.64E-07
,
12009,3.65E-05
,
6144,3.70E-05
,
9712074,9.52E-06
,
109097,0.000309193
,
1184,2.79E-06
,
5119,2.19E-05
,
12250,6.25E-05
,
205025,6.19E-05
,
9203023,0.000198016
,
9311055,0.000595998
,
9608039,0.000251953
,
9707244,6.10E-05
,
9801082,3.79E-06
,
9807218,1.13E-07
,
9905025,0.000105548
,
9906243,7.58E-07
,
5109,5.64E-07
,
103222,0.0006158
,
104171,8.78E-06
,
106175,3.72E-05
,
110178,0.000120731
,
202172,7.64E-05
,
9209032,0.000436047
,
9411231,7.30E-05
,
9611054,2.43E-06
,
109098,2.57E-05
,
10293,3.45E-05
,
109099,0.000199031
,
8111,1.41E-06
,
12033,0.000124302
,
12076,0.000281182
,
12100,6.66E-05
,
101070,0.00033707
,
101203,3.91E-06
,
104177,4.84E-05
,
107034,1.46E-06
,
9909130,4.47E-05
,
9912186,9.53E-06
,
109100,9.52E-05
,
9202087,2.32E-06
,
9404162,0.000333413
,
9503099,0.000278488
,
9607070,0.000609429
,
9902178,9.75E-06
,
9907200,1.54E-05
,
9910251,4.26E-05
,
9912120,0.000160059
,
9912121,4.33E-06
,
109101,3.26E-06
,
109102,5.76E-05
,
7107,2.82E-05
,
101189,5.80E-05
,
109103,2.83E-05
,
12177,5.32E-05
,
9705056,0.000119097
,
9903136,2.16E-05
,
9912043,0.000109148
,
9612153,1.66E-07
,
9704021,3.07E-05
,
9704051,0.000348291
,
9805044,1.91E-05
,
9811022,2.69E-05
,
9904109,3.40E-05
,
9906142,0.000736131
,
9907155,8.71E-05
,
109104,1.33E-05
,
3011,3.73E-05
,
9408073,0.000197446
,
9507095,0
,
109105,1.56E-06
,
8210,7.19E-05
,
10129,2.01E-05
,
101097,0.000153122
,
102021,0.000174452
,
103215,0.000140579
,
104022,0.000152365
,
105037,3.20E-05
,
106035,1.11E-05
,
9812132,0.000260411
,
9903044,0.000268544
,
9903258,0.000235458
,
9905061,0.000140719
,
9905095,5.79E-05
,
109106,1.12E-06
,
7150,4.13E-05
,
9205086,3.64E-05
,
9305130,0.000107
,
9412133,0.000147376
,
9504101,3.55E-05
,
9506177,0.000160145
,
9510108,4.31E-05
,
9609203,0.000167091
,
9802141,9.94E-05
,
9904126,4.81E-05
,
109107,2.71E-05
,
5123,5.90E-05
,
7147,4.34E-05
,
7166,0.000202368
,
9141,7.05E-05
,
10169,3.37E-05
,
11149,4.02E-05
,
102056,2.67E-05
,
103188,6.20E-05
,
103229,0.000237006
,
105288,0.000110058
,
106046,2.61E-05
,
9702111,1.59E-05
,
9811165,1.02E-05
,
9909082,4.71E-05
,
9912165,3.46E-06
,
109108,9.31E-06
,
109109,1.06E-06
,
2010,2.17E-05
,
9806038,3.18E-05
,
109110,2.72E-05
,
9802074,0.001560695
,
9808140,0.000571627
,
109111,1.47E-05
,
107033,7.55E-05
,
109112,1.99E-05
,
7011,0.000253335
,
11242,1.41E-05
,
105298,3.21E-05
,
9610171,9.33E-05
,
9702163,3.35E-05
,
9704120,2.16E-05
,
9712105,1.41E-05
,
9802163,2.61E-06
,
9805121,1.77E-06
,
9903165,2.98E-05
,
9903213,8.43E-05
,
109113,7.32E-07
,
107012,0.000154379
,
109114,2.94E-05
,
6164,5.03E-06
,
9902071,4.11E-05
,
9902202,2.14E-07
,
109115,2.76E-05
,
9405030,0.000239086
,
9505124,6.03E-06
,
109117,5.30E-05
,
2173,2.62E-06
,
7116,0.000170811
,
7169,0.000751279
,
11187,0.000462302
,
107056,1.00E-05
,
9810057,2.96E-09
,
109118,0.000142797
,
12269,8.53E-06
,
104148,5.52E-07
,
104205,1.57E-05
,
9706159,0.000171955
,
109119,0.000311436
,
11273,3.85E-06
,
105310,6.57E-05
,
109122,3.90E-05
,
110238,4.08E-05
,
111247,1.18E-05
,
112037,2.37E-05
,
201128,4.96E-06
,
202140,0.000108368
,
202198,0.000146265
,
204065,4.35E-05
,
204066,5.28E-05
,
204083,5.51E-05
,
8147,8.52E-05
,
109198,0.000211842
,
9207012,7.14E-05
,
9805165,1.65E-05
,
9910013,0.001120662
,
3046,4.63E-07
,
9912119,0.000146768
,
9706143,0.000453292
,
9707025,2.81E-05
,
9709224,5.87E-05
,
9802029,7.00E-05
,
9804033,3.55E-05
,
105219,1.06E-05
,
9901148,3.00E-05
,
9308075,0.001584774
,
9903203,1.17E-05
,
9912013,1.42E-07
,
9212,7.13E-05
,
110213,6.78E-05
,
9810227,6.17E-06
,
9901149,1.02E-05
,
9903143,8.16E-07
,
9908018,5.81E-05
,
9812007,4.04E-06
,
111027,2.32E-05
