Id,degree centrality,betweenness centrality,closeness centrality,eigenvector centrality,Katz-Centrality,Percolation-Centrality,Harmonic centrality,hubscore,authoritiesscore,Page-Rank,rank-Prestige,degree_prestige,scores
9803196,0.000548346,0.000182615,0.016895899,0.000164475,0.015062672,0.000182615,110.2101717,2.30E-20,1.02E-19,0.000727359,4,0.000182782,0.727231301
9305051,0.000365564,3.34E-08,0.000182782,2.51E-32,0.013323298,3.34E-08,1,1.59E-20,1.31E-19,8.55E-05,3,0.000182782,1.090846952
9803203,0.000365564,3.71E-06,0.000329007,2.21E-30,0.013565539,3.71E-06,2,4.35E-20,3.68E-19,0.00015198,3,0.000182782,0.727231301
9302097,0.000182782,0,0,2.79E-34,0.012112089,0,0,-5.49E-21,0,4.63E-05,0,0.000182782,0.727231301
205180,0.000365564,1.00E-06,0.000456955,2.11E-24,0.013471321,1.00E-06,3.376190476,6.68E-20,-6.91E-19,0.000295925,1,0.000182782,3.272538867
9205097,0.000182782,0,0,2.79E-34,0.012112089,0,0,5.71E-20,0,4.63E-05,0,0.000182782,0.727231301
9405086,0.000365564,1.08E-05,0.000182782,2.51E-32,0.013323298,1.08E-05,1,2.49E-20,-8.46E-21,8.55E-05,3,0.000182782,0.727231301
9612135,0.000182782,0,0,2.79E-34,0.012112089,0,0,1.02E-20,0,4.63E-05,0,0.000182782,0.363615651
9409165,0.000365564,7.28E-06,0.000182782,2.51E-32,0.013323298,7.28E-06,1,9.57E-21,-4.19E-19,8.55E-05,1,0.000182782,0.727231301
9907002,0.000182782,0,0,2.79E-34,0.012112089,0,0,-5.17E-20,0,4.63E-05,0,0.000182782,0.727231301
9304040,0.000182782,0,0,2.79E-34,0.012112089,0,0,2.07E-21,0,4.63E-05,0,0.000182782,0.727231301
9309016,0.000182782,0,0,2.79E-34,0.012112089,0,0,2.21E-21,0,4.63E-05,0,0.000182782,0.727231301
3136,0.002558947,0.000516339,0.034733197,0.082556878,0.03278064,0.000516339,249.6892342,2.52E-21,3.29E-18,0.007913734,24,0.000182782,0.727231301
9304104,0.000365564,7.05E-06,0.000182782,2.51E-32,0.013323298,7.05E-06,1,-4.83E-20,-1.62E-19,8.55E-05,2,0.000182782,0.727231301
9403038,0.000548346,1.40E-05,0.001434441,2.31E-24,0.014794711,1.40E-05,9.65,2.57E-20,3.61E-18,0.000199809,5,0.000182782,0.727231301
9310181,0.000365564,3.54E-06,0.000182782,2.51E-32,0.013323298,3.54E-06,1,-8.76E-19,-4.43E-19,8.55E-05,2,0.000182782,0.727231301
207113,0.000182782,0,0.000274173,3.29E-29,0.013456531,0,1.833333333,0,6.76E-20,0.000146911,2,0,1.090846952
9307111,0.000548346,5.03E-05,0.000324946,6.46E-29,0.013468643,5.03E-05,2.166666667,2.24E-20,5.79E-19,0.000175082,1,0.000365564,0.727231301
9803188,0.000365564,3.34E-07,0.000243709,1.12E-30,0.013444419,3.34E-07,1.5,1.38E-20,-7.58E-19,0.000118739,3,0.000182782,0.727231301
9707051,0.000365564,6.01E-07,0.000243709,1.12E-30,0.013444419,6.01E-07,1.5,4.48E-20,1.47E-19,0.000118739,3,0.000182782,0.727231301
9211014,0.000182782,0,0,2.79E-34,0.012112089,0,0,-8.15E-21,0,4.63E-05,0,0.000182782,0.363615651
9902205,0.000365564,5.01E-07,0.000274173,3.29E-29,0.013456531,5.01E-07,1.833333333,-2.59E-20,-6.96E-19,0.000146911,3,0.000182782,0.727231301
201220,0.000365564,3.34E-08,0.000182782,2.51E-32,0.013323298,3.34E-08,1,-2.40E-20,7.17E-19,8.55E-05,1,0.000182782,0.727231301
9511165,0.000365564,3.34E-08,0.000182782,2.51E-32,0.013323298,3.34E-08,1,6.38E-21,2.78E-19,8.55E-05,1,0.000182782,1.090846952
3032,0.000365564,2.54E-06,0.000243709,1.12E-30,0.013444419,2.54E-06,1.5,1.74E-20,-2.19E-19,0.000118739,1,0.000182782,0.727231301
9409064,0.000365564,0,0.000411259,1.14E-30,0.014655627,0,2.5,0,-7.50E-19,0.000157963,3,0,0.727231301
3191,0.000365564,2.00E-07,0.000182782,2.51E-32,0.013323298,2.00E-07,1,3.92E-20,-1.14E-19,8.55E-05,2,0.000182782,0.727231301
9701087,0.000365564,2.34E-07,0.000182782,2.51E-32,0.013323298,2.34E-07,1,1.55E-20,-5.68E-19,8.55E-05,3,0.000182782,0.727231301
9805036,0.000182782,0,0,2.79E-34,0.012112089,0,0,1.18E-21,0,4.63E-05,0,0.000182782,0.727231301
9406144,0.000365564,1.27E-06,0.000182782,2.51E-32,0.013323298,1.27E-06,1,4.76E-21,5.40E-19,8.55E-05,1,0.000182782,0.363615651
9703031,0.000365564,7.08E-06,0.000292451,7.15E-28,0.013457742,7.08E-06,2.083333333,-2.51E-20,-4.10E-19,0.000170836,3,0.000182782,1.090846952
9305115,0.000182782,0,0,2.79E-34,0.012112089,0,0,-2.79E-20,0,4.63E-05,0,0.000182782,0.727231301
9503225,0.000182782,0,0,2.79E-34,0.012112089,0,0,4.09E-19,0,4.63E-05,0,0.000182782,0.727231301
9703137,0.000365564,6.68E-08,0.000243709,1.12E-30,0.013444419,6.68E-08,1.5,-2.24E-20,-4.62E-19,0.000118739,3,0.000182782,0.727231301
206147,0.000365564,1.00E-07,0.000182782,2.51E-32,0.013323298,1.00E-07,1,8.69E-21,-1.36E-19,8.55E-05,3,0.000182782,0.363615651
9402078,0.000182782,0,0,2.79E-34,0.012112089,0,0,-3.28E-20,0,4.63E-05,0,0.000182782,0.727231301
9509050,0.000731128,4.11E-05,0.000456955,6.46E-29,0.014679852,4.11E-05,3.166666667,-2.33E-19,5.34E-19,0.000214306,6,0.000365564,0.727231301
9306107,0.000182782,0,0,2.79E-34,0.012112089,0,0,5.36E-20,0,4.63E-05,0,0.000182782,0.727231301
9403094,0.000548346,0,0.000584902,1.17E-30,0.015866836,0,3.5,0,1.23E-18,0.000197187,7,0,0.363615651
9404038,0.000182782,0,0,2.79E-34,0.012112089,0,0,-6.81E-22,0,4.63E-05,0,0.000182782,0.727231301
9408120,0.000182782,0,0,2.79E-34,0.012112089,0,0,6.29E-21,0,4.63E-05,0,0.000182782,0.727231301
9505135,0.000548346,0.000106595,0.000731128,8.43E-28,0.01483852,0.000106595,4.916666667,-4.86E-20,5.68E-19,0.000355986,4,0.000182782,0.727231301
9304159,0.000182782,0,0,2.79E-34,0.012112089,0,0,-4.83E-20,0,4.63E-05,0,0.000182782,0.727231301
9702184,0.000365564,5.28E-06,0.000243709,1.12E-30,0.013444419,5.28E-06,1.5,-9.37E-20,-3.42E-19,0.000118739,1,0.000182782,0.727231301
9408096,0.000365564,1.34E-07,0.000182782,2.51E-32,0.013323298,1.34E-07,1,-8.48E-20,-6.07E-19,8.55E-05,3,0.000182782,0.727231301
9911026,0.000365564,4.01E-07,0.000243709,1.12E-30,0.013444419,4.01E-07,1.5,-3.70E-20,5.43E-19,0.000118739,3,0.000182782,0.727231301
9309018,0.000182782,0,0,2.79E-34,0.012112089,0,0,-2.74E-20,0,4.63E-05,0,0.000182782,0.727231301
9502142,0.000182782,0,0,2.79E-34,0.012112089,0,0,2.78E-20,0,4.63E-05,0,0.000182782,0.727231301
9304130,0.000182782,0,0,2.79E-34,0.012112089,0,0,3.99E-20,0,4.63E-05,0,0.000182782,0.727231301
9307137,0.000182782,0,0,2.79E-34,0.012112089,0,0,-7.89E-22,0,4.63E-05,0,0.000182782,0.727231301
9305032,0.000182782,0,0,2.79E-34,0.012112089,0,0,-2.55E-20,0,4.63E-05,0,0.000182782,0.727231301
9603161,0.000365564,2.90E-05,0.000292451,7.15E-28,0.013457742,2.90E-05,2.083333333,3.80E-20,1.85E-19,0.000170836,2,0.000182782,0.727231301
9908042,0.000182782,0,0,2.79E-34,0.012112089,0,0,-2.09E-20,0,4.63E-05,0,0.000182782,0.727231301
9612182,0.000365564,1.77E-06,0.000182782,2.51E-32,0.013323298,1.77E-06,1,-1.66E-20,-7.14E-19,8.55E-05,1,0.000182782,0.727231301
9406161,0.000182782,0,0,2.79E-34,0.012112089,0,0,3.46E-20,0,4.63E-05,0,0.000182782,0.727231301
9803081,0.000365564,3.34E-08,0.000182782,2.51E-32,0.013323298,3.34E-08,1,-1.75E-19,-2.65E-19,8.55E-05,3,0.000182782,0.727231301
9247,0.000365564,1.00E-07,0.000274173,3.29E-29,0.013456531,1.00E-07,1.833333333,1.65E-19,-5.47E-19,0.000146911,1,0.000182782,0.727231301
9610056,0.000365564,1.40E-06,0.000329007,2.39E-26,0.013457984,1.40E-06,2.483333333,-1.48E-20,-1.11E-19,0.000148542,2,0.000182782,0.727231301
9208013,0.000182782,0,0,2.79E-34,0.012112089,0,0,-1.89E-20,0,4.63E-05,0,0.000182782,2.181693904
209088,0.000182782,0,0.000274173,3.29E-29,0.013456531,0,1.833333333,0,2.48E-19,0.000146911,3,0,0.727231301
9202014,0.000182782,0,0,2.79E-34,0.012112089,0,0,1.65E-19,0,4.63E-05,0,0.000182782,0.727231301
9908131,0.000182782,0,0,2.79E-34,0.012112089,0,0,-1.19E-20,0,4.63E-05,0,0.000182782,0.727231301
9410013,0.000365564,1.37E-06,0.000182782,2.51E-32,0.013323298,1.37E-06,1,-2.81E-20,-4.80E-19,8.55E-05,1,0.000182782,0.727231301
9203046,0.000182782,0,0,2.79E-34,0.012112089,0,0,1.47E-21,0,4.63E-05,0,0.000182782,0.727231301
9401011,0.000182782,0,0,2.79E-34,0.012112089,0,0,-1.96E-20,0,4.63E-05,0,0.000182782,0.363615651
9502122,0.000548346,1.47E-05,0.000365564,5.00E-32,0.014534506,1.47E-05,2,1.63E-20,4.12E-19,0.000124722,5,0.000182782,0.727231301
9309135,0.000182782,0,0,2.79E-34,0.012112089,0,0,3.83E-21,0,4.63E-05,0,0.000182782,0.727231301
9310134,0.000548346,1.01E-05,0.000365564,5.00E-32,0.014534506,1.01E-05,2,-9.26E-20,-2.56E-19,0.000124722,4,0.000182782,0.727231301
9712062,0.000365564,6.35E-06,0.000380796,7.16E-28,0.013578863,6.35E-06,2.583333333,3.24E-20,-7.12E-20,0.000204076,2,0.000182782,0.363615651
9709118,0.000548346,5.77E-05,0.001158465,1.81E-21,0.013472068,5.77E-05,7.656746032,9.83E-20,-6.84E-19,0.000356828,3,0.000365564,0.727231301
204261,0.000731128,4.28E-05,0.007700831,3.30E-10,0.016964596,4.28E-05,53.13719712,1.02E-19,-2.87E-19,0.001147677,6,0.000182782,0.727231301
9408119,0.000548346,4.61E-06,0.000411259,1.14E-30,0.014655627,4.61E-06,2.5,4.79E-20,3.28E-20,0.000157963,4,0.000182782,0.727231301
9909202,0.000365564,6.01E-06,0.000415414,6.57E-29,0.013589764,6.01E-06,2.666666667,-1.91E-20,-3.96E-19,0.000208323,3,0.000182782,0.727231301
9804152,0.000365564,3.34E-08,0.000182782,2.51E-32,0.013323298,3.34E-08,1,-3.18E-20,-4.91E-19,8.55E-05,2,0.000182782,0.727231301
9209083,0.000182782,0,0,2.79E-34,0.012112089,0,0,-3.06E-20,0,4.63E-05,0,0.000182782,0.727231301
9403045,0.000365564,8.09E-06,0.000243709,1.12E-30,0.013444419,8.09E-06,1.5,9.93E-20,-8.75E-20,0.000118739,1,0.000182782,0.727231301
9301038,0.000365564,1.24E-05,0.000182782,2.51E-32,0.013323298,1.24E-05,1,3.79E-20,-5.22E-19,8.55E-05,2,0.000182782,0.727231301
9705185,0.000182782,0,0,2.79E-34,0.012112089,0,0,3.23E-20,0,4.63E-05,0,0.000182782,0.727231301
9212081,0.000365564,5.48E-06,0.000182782,2.51E-32,0.013323298,5.48E-06,1,7.93E-20,-8.71E-21,8.55E-05,1,0.000182782,0.727231301
208045,0.000182782,0,0.000243709,1.12E-30,0.013444419,0,1.5,0,8.98E-20,0.000118739,1,0,0.727231301
9312166,0.000182782,0,0,2.79E-34,0.012112089,0,0,-2.72E-20,0,4.63E-05,0,0.000182782,0.727231301
9301030,0.000182782,0,0,2.79E-34,0.012112089,0,0,-2.59E-18,0,4.63E-05,0,0.000182782,0.727231301
7072,0.000182782,0,0,2.79E-34,0.012112089,0,0,-4.51E-20,0,4.63E-05,0,0.000182782,1.090846952
208184,0.000365564,0,0.000487419,2.24E-30,0.014776748,0,3,0,-6.80E-20,0.000191204,3,0,0.727231301
9712229,0.000182782,0,0,2.79E-34,0.012112089,0,0,-2.44E-20,0,4.63E-05,0,0.000182782,0.727231301
9611047,0.000365564,5.69E-05,0.001117091,4.91E-22,0.01346101,5.69E-05,7.398412698,1.06E-19,4.76E-19,0.000389005,3,0.000182782,0.727231301
9208045,0.000182782,0,0,2.79E-34,0.012112089,0,0,3.79E-20,0,4.63E-05,0,0.000182782,0.727231301
9504066,0.000182782,0,0,2.79E-34,0.012112089,0,0,3.99E-21,0,4.63E-05,0,0.000182782,0.727231301
9211021,0.000182782,0,0,2.79E-34,0.012112089,0,0,0.055375213,0,4.63E-05,0,0.000182782,0.363615651
9604097,0.000548346,0.000115272,0.010544802,3.28E-05,0.014883571,0.000115272,71.88756332,3.80E-20,1.02E-18,0.000567754,4,0.000182782,0.727231301
9601146,0.000182782,0,0,2.79E-34,0.012112089,0,0,-1.18E-20,0,4.63E-05,0,0.000182782,0.363615651
207201,0.000365564,3.48E-05,0.011503416,6.57E-05,0.013592455,3.48E-05,68.07699587,3.66E-21,-5.26E-19,0.000325165,3,0.000182782,0.727231301
208097,0.000182782,0,0,2.79E-34,0.012112089,0,0,3.70E-20,0,4.63E-05,0,0.000182782,0.727231301
9301111,0.000182782,0,0,2.79E-34,0.012112089,0,0,-2.70E-20,0,4.63E-05,0,0.000182782,0.727231301
6061,0.000182782,0,0,2.79E-34,0.012112089,0,0,-2.30E-20,0,4.63E-05,0,0.000182782,0.727231301
9707066,0.000182782,0,0,2.79E-34,0.012112089,0,0,1.97E-20,0,4.63E-05,0,0.000182782,0.727231301
3153,0.000548346,1.34E-07,0.000365564,5.00E-32,0.014534506,1.34E-07,2,1.02E-20,-7.45E-19,0.000124722,4,0.000182782,0.727231301
9706102,0.000182782,0,0.000182782,2.51E-32,0.013323298,0,1,0,4.01E-19,8.55E-05,2,0,0.727231301
9309087,0.000182782,0,0,2.79E-34,0.012112089,0,0,-3.12E-20,0,4.63E-05,0,0.000182782,0.727231301
9306032,0.000365564,6.68E-08,0.000182782,2.51E-32,0.013323298,6.68E-08,1,9.96E-21,-3.86E-19,8.55E-05,3,0.000182782,0.727231301
9207066,0.000182782,0,0,2.79E-34,0.012112089,0,0,8.32E-21,0,4.63E-05,0,0.000182782,0.727231301
9206035,0.000182782,0,0,2.79E-34,0.012112089,0,0,-1.67E-19,0,4.63E-05,0,0.000182782,0.727231301
9506138,0.000365564,3.64E-05,0.000326396,1.40E-27,0.013458953,3.64E-05,2.333333333,1.56E-19,6.96E-19,0.00019476,2,0.000182782,0.727231301
9711070,0.000182782,0,0,2.79E-34,0.012112089,0,0,-2.69E-20,0,4.63E-05,0,0.000182782,0.727231301
9608068,0.000365564,1.00E-07,0.000182782,2.51E-32,0.013323298,1.00E-07,1,1.79E-20,-7.02E-19,8.55E-05,3,0.000182782,0.727231301
9310021,0.000182782,0,0,2.79E-34,0.012112089,0,0,3.64E-20,0,4.63E-05,0,0.000182782,0.727231301
9202006,0.000182782,0,0,2.79E-34,0.012112089,0,0,-3.24E-20,0,4.63E-05,0,0.000182782,0.727231301
9405053,0.000182782,0,0,2.79E-34,0.012112089,0,0,-7.21E-20,0,4.63E-05,0,0.000182782,0.727231301
9506186,0.000548346,4.71E-06,0.000411259,1.14E-30,0.014655627,4.71E-06,2.5,3.92E-20,-6.05E-19,0.000157963,4,0.000182782,1.454462603
9606018,0.000182782,0,0,2.79E-34,0.012112089,0,0,3.87E-20,0,4.63E-05,0,0.000182782,1.090846952
9902121,0.000182782,0,0,2.79E-34,0.012112089,0,0,9.18E-18,0,4.63E-05,0,0.000182782,0.727231301
9609110,0.000182782,0,0.000182782,2.51E-32,0.013323298,0,1,0,-3.20E-19,8.55E-05,1,0,0.727231301
9704167,0.000548346,2.63E-05,0.000895632,2.23E-23,0.013631358,2.63E-05,6.201190476,1.71E-19,-1.84E-19,0.000172071,2,0.000365564,0.727231301
5170,0.000182782,0,0.000182782,2.51E-32,0.013323298,0,1,0,1.06E-19,8.55E-05,2,0,0.727231301
9707237,0.000548346,0,0.000652793,2.26E-30,0.015987957,0,4,0,-1.27E-18,0.000230427,6,0,0.727231301
7006,0.000182782,0,0.000243709,1.12E-30,0.013444419,0,1.5,0,3.13E-19,0.000118739,2,0,0.727231301
9206027,0.000182782,0,0,2.79E-34,0.012112089,0,0,3.53E-20,0,4.63E-05,0,0.000182782,0.727231301
9509109,0.000365564,1.87E-06,0.000182782,2.51E-32,0.013323298,1.87E-06,1,-1.54E-19,5.97E-19,8.55E-05,3,0.000182782,0.727231301
9203023,0.000182782,0,0,2.79E-34,0.012112089,0,0,1.48E-20,0,4.63E-05,0,0.000182782,0.363615651
9604098,0.000182782,0,0,2.79E-34,0.012112089,0,0,5.19E-21,0,4.63E-05,0,0.000182782,0.727231301
9312029,0.000182782,0,0,2.79E-34,0.012112089,0,0,-3.28E-20,0,4.63E-05,0,0.000182782,0.727231301
9508044,0.000731128,0.000216871,0.002117548,1.74E-26,0.016990959,0.000216871,13.7,-2.69E-18,2.73E-18,0.000694192,6,0.000182782,0.727231301
9901116,0.000182782,0,0,2.79E-34,0.012112089,0,0,8.08E-22,0,4.63E-05,0,0.000182782,0.727231301
9307001,0.000182782,0,0,2.79E-34,0.012112089,0,0,2.19E-20,0,4.63E-05,0,0.000182782,0.727231301
9508131,0.000182782,0,0,2.79E-34,0.012112089,0,0,-5.41E-20,0,4.63E-05,0,0.000182782,0.727231301
9201021,0.000182782,0,0,2.79E-34,0.012112089,0,0,2.87E-20,0,4.63E-05,0,0.000182782,0.727231301
9404093,0.000182782,0,0,2.79E-34,0.012112089,0,0,-3.56E-20,0,4.63E-05,0,0.000182782,0.727231301
9405161,0.000365564,6.68E-08,0.000182782,2.51E-32,0.013323298,6.68E-08,1,-2.71E-20,-4.31E-19,8.55E-05,1,0.000182782,0.727231301
9609024,0.000182782,0,0,2.79E-34,0.012112089,0,0,3.46E-21,0,4.63E-05,0,0.000182782,0.727231301
9503080,0.000182782,0,0,2.79E-34,0.012112089,0,0,-1.62E-20,0,4.63E-05,0,0.000182782,0.727231301
9405058,0.000365564,2.14E-06,0.000182782,2.51E-32,0.013323298,2.14E-06,1,-3.55E-20,1.66E-19,8.55E-05,2,0.000182782,0.363615651
6156,0.000548346,0,0.000584902,1.17E-30,0.015866836,0,3.5,0,7.65E-19,0.000197187,6,0,0.727231301
9205025,0.000182782,0,0,2.79E-34,0.012112089,0,0,-8.89E-21,0,4.63E-05,0,0.000182782,0.727231301
9412237,0.000548346,3.91E-06,0.000411259,1.14E-30,0.014655627,3.91E-06,2.5,-3.12E-20,3.77E-19,0.000157963,4,0.000182782,0.727231301
9401132,0.000182782,0,0,2.79E-34,0.012112089,0,0,5.16E-20,0,4.63E-05,0,0.000182782,0.727231301
207040,0.000182782,0,0.000243709,1.12E-30,0.013444419,0,1.5,0,-1.58E-19,0.000118739,3,0,0.363615651
9304084,0.000182782,0,0,2.79E-34,0.012112089,0,0,-2.26E-20,0,4.63E-05,0,0.000182782,0.727231301
9402075,0.000182782,0,0,2.79E-34,0.012112089,0,0,4.98E-20,0,4.63E-05,0,0.000182782,0.727231301
9601114,0.000365564,3.34E-08,0.000182782,2.51E-32,0.013323298,3.34E-08,1,-1.45E-20,-1.02E-19,8.55E-05,2,0.000182782,0.727231301
9608193,0.000182782,0,0,2.79E-34,0.012112089,0,0,1.62E-20,0,4.63E-05,0,0.000182782,0.727231301
9701186,0.000365564,7.92E-06,0.000274173,3.29E-29,0.013456531,7.92E-06,1.833333333,-9.37E-20,5.90E-19,0.000146911,2,0.000182782,0.727231301
9311080,0.000548346,2.66E-05,0.000411259,1.14E-30,0.014655627,2.66E-05,2.5,-3.85E-20,-8.24E-19,0.000157963,4,0.000182782,0.727231301
9207022,0.000182782,0,0,2.79E-34,0.012112089,0,0,3.48E-20,0,4.63E-05,0,0.000182782,0.727231301
9201006,0.000182782,0,0,2.79E-34,0.012112089,0,0,1.80E-20,0,4.63E-05,0,0.000182782,0.727231301
9405079,0.000365564,1.00E-07,0.000182782,2.51E-32,0.013323298,1.00E-07,1,-1.07E-21,2.83E-19,8.55E-05,1,0.000182782,0.363615651
9906074,0.000182782,0,0,2.79E-34,0.012112089,0,0,3.73E-20,0,4.63E-05,0,0.000182782,0.727231301
9301132,0.000182782,0,0,2.79E-34,0.012112089,0,0,2.76E-20,0,4.63E-05,0,0.000182782,0.727231301
9610031,0.000365564,2.00E-07,0.000243709,1.12E-30,0.013444419,2.00E-07,1.5,-3.55E-21,-3.20E-19,0.000118739,3,0.000182782,0.727231301
9801067,0.000731128,2.34E-07,0.001119829,3.98E-25,0.01626123,2.34E-07,8.45,-3.59E-20,-2.13E-18,0.000311946,5,0.000182782,0.727231301
9307155,0.000182782,0,0,2.79E-34,0.012112089,0,0,1.35E-18,0,4.63E-05,0,0.000182782,0.727231301
9611011,0.000365564,2.74E-06,0.000243709,1.12E-30,0.013444419,2.74E-06,1.5,-3.59E-20,5.65E-19,0.000118739,3,0.000182782,2.181693904
9311079,0.000365564,1.34E-07,0.000182782,2.51E-32,0.013323298,1.34E-07,1,-2.03E-20,4.59E-19,8.55E-05,1,0.000182782,0.727231301
9201080,0.000182782,0,0,2.79E-34,0.012112089,0,0,-2.48E-21,0,4.63E-05,0,0.000182782,0.727231301
9710233,0.000731128,6.01E-06,0.001186325,2.65E-21,0.014924774,6.01E-06,9.231349206,1.07E-19,-5.13E-19,0.000247243,6,0.000365564,0.727231301
9910027,0.000731128,2.67E-07,0.000487419,2.24E-30,0.014776748,2.67E-07,3,7.17E-20,4.44E-19,0.000191204,5,0.000365564,0.727231301
4041,0.000365564,3.98E-06,0.002448794,2.44E-17,0.013466518,3.98E-06,16.09476912,-3.69E-20,7.53E-19,0.000336672,1,0.000182782,0.727231301
204171,0.000365564,1.57E-06,0.000996951,1.57E-19,0.013472545,1.57E-06,7.275865801,-1.02E-20,4.61E-19,0.000174892,3,0.000182782,0.727231301
9308078,0.000182782,0,0,2.79E-34,0.012112089,0,0,-3.04E-20,0,4.63E-05,0,0.000182782,0.727231301
9302022,0.000365564,1.45E-05,0.000182782,2.51E-32,0.013323298,1.45E-05,1,9.29E-21,5.99E-19,8.55E-05,3,0.000182782,0.727231301
9805020,0.000365564,0,0.010419055,3.28E-05,0.015036557,0,72.34673074,0,-1.09E-18,0.000253826,4,0,0.727231301
9201063,0.000182782,0,0,2.79E-34,0.012112089,0,0,2.47E-20,0,4.63E-05,0,0.000182782,0.727231301
9204030,0.000365564,1.51E-05,0.000182782,2.51E-32,0.013323298,1.51E-05,1,9.98E-18,-3.65E-20,8.55E-05,1,0.000182782,0.727231301
9407076,0.000365564,1.87E-06,0.000182782,2.51E-32,0.013323298,1.87E-06,1,7.15E-21,-5.92E-19,8.55E-05,1,0.000182782,0.363615651
9503147,0.000182782,0,0,2.79E-34,0.012112089,0,0,-3.44E-20,0,4.63E-05,0,0.000182782,0.727231301
9210005,0.000182782,0,0,2.79E-34,0.012112089,0,0,-3.06E-20,0,4.63E-05,0,0.000182782,1.454462603
9607003,0.000365564,6.68E-08,0.000182782,2.51E-32,0.013323298,6.68E-08,1,-9.29E-20,3.16E-19,8.55E-05,1,0.000182782,0.727231301
9201070,0.000182782,0,0,2.79E-34,0.012112089,0,0,6.87E-21,0,4.63E-05,0,0.000182782,0.727231301
9501017,0.000182782,0,0.000182782,2.51E-32,0.013323298,0,1,0,-2.84E-19,8.55E-05,3,0,0.727231301
9506033,0.000182782,0,0,2.79E-34,0.012112089,0,0,7.90E-21,0,4.63E-05,0,0.000182782,0.727231301
9701019,0.000731128,7.59E-05,0.001656541,2.69E-24,0.016195002,7.59E-05,11.60952381,3.10E-20,1.64E-18,0.000526672,6,0.000182782,0.727231301
9704124,0.000365564,3.34E-08,0.000182782,2.51E-32,0.013323298,3.34E-08,1,3.51E-20,-8.40E-20,8.55E-05,1,0.000182782,0.727231301
9901128,0.000182782,0,0,2.79E-34,0.012112089,0,0,9.18E-18,0,4.63E-05,0,0.000182782,1.818078253
9503124,0.001645037,0.001464461,0.009036641,2.52E-20,0.01982442,0.001464461,58.18214286,-2.28E-18,-1.64E-17,0.001273204,6,0.001096692,0.727231301
9708159,0.000365564,3.34E-08,0.000182782,2.51E-32,0.013323298,3.34E-08,1,5.70E-20,-7.44E-19,8.55E-05,3,0.000182782,0.363615651
9909166,0.000365564,0.000210784,0.049105417,0.208761067,0.013924309,0.000210784,295.2386872,-4.22E-20,-1.51E-19,0.003958709,1,0.000182782,0.727231301
211005,0.000182782,0,0.000243709,1.12E-30,0.013444419,0,1.5,0,2.16E-19,0.000118739,2,0,0.727231301
9607230,0.000182782,0,0,2.79E-34,0.012112089,0,0,-2.67E-19,0,4.63E-05,0,0.000182782,0.727231301
9801145,0.000365564,6.46E-05,0.010673664,9.83E-05,0.013488947,6.46E-05,67.42521181,3.78E-20,-2.58E-19,0.000160921,1,0.000182782,0.727231301
9211092,0.000365564,2.41E-06,0.000182782,2.51E-32,0.013323298,2.41E-06,1,-4.09E-19,-5.73E-19,8.55E-05,1,0.000182782,0.727231301
9411002,0.000182782,0,0,2.79E-34,0.012112089,0,0,-3.20E-20,0,4.63E-05,0,0.000182782,0.727231301
9208042,0.000182782,0,0,2.79E-34,0.012112089,0,0,3.89E-20,0,4.63E-05,0,0.000182782,0.727231301
9908038,0.000365564,6.35E-06,0.000304637,1.23E-26,0.013457863,6.35E-06,2.283333333,-1.37E-20,7.63E-20,0.00019121,3,0.000182782,1.090846952
203211,0.002010601,3.21E-06,0.00284547,5.86E-25,0.025446081,3.21E-06,21.93333333,-3.95E-20,3.20E-17,0.001367529,20,0.000182782,0.727231301
9506087,0.000365564,1.26E-05,0.000329007,2.21E-30,0.013565539,1.26E-05,2,3.76E-20,2.52E-19,0.00015198,2,0.000182782,0.727231301
207164,0.000365564,4.34E-07,0.000718376,1.52E-26,0.013511156,4.34E-07,4.616666667,1.90E-20,4.00E-19,0.000399596,2,0.000182782,0.727231301
9206088,0.000182782,0,0,2.79E-34,0.012112089,0,0,1.59E-20,0,4.63E-05,0,0.000182782,0.727231301
205232,0.000548346,3.41E-06,0.001759171,3.57E-17,0.014669206,3.41E-06,12.26453269,-2.72E-21,-7.80E-19,0.000304485,3,0.000182782,0.727231301
11232,0.000182782,0,0.000274173,3.29E-29,0.013456531,0,1.833333333,0,2.80E-19,0.000146911,2,0,0.363615651
9707035,0.000365564,0,0.000365564,5.00E-32,0.014534506,0,2,0,1.95E-19,0.000124722,3,0,0.727231301
9607239,0.000548346,9.68E-05,0.001716119,6.59E-25,0.014843886,9.68E-05,11.13333333,-5.94E-20,2.28E-19,0.000453927,5,0.000182782,0.727231301
9603001,0.000182782,0,0,2.79E-34,0.012112089,0,0,-4.19E-20,0,4.63E-05,0,0.000182782,1.090846952
9212056,0.000182782,0,0,2.79E-34,0.012112089,0,0,1.34E-20,0,4.63E-05,0,0.000182782,0.727231301
9412018,0.000548346,2.00E-07,0.000365564,5.00E-32,0.014534506,2.00E-07,2,-7.04E-22,-4.96E-19,0.000124722,3,0.000182782,1.818078253
9502157,0.000182782,0,0,2.79E-34,0.012112089,0,0,5.07E-20,0,4.63E-05,0,0.000182782,0.727231301
9610157,0.000548346,9.92E-06,0.000411259,1.14E-30,0.014655627,9.92E-06,2.5,1.27E-21,5.90E-20,0.000157963,4,0.000182782,0.727231301
