,S.No,Id,Betweenness centrality,Closeness,Degree centrality,Eigenvector centrality,Katz Centrality,Percolation Centrality,load Centrality,Hormonic Centrality,Degree prestige,Hub-Score,Page Rank,Rank_prestige,Authorities-Score,score
2273,2273,9804075,0.001923947,0.114017899,0.004970829,2.26e-16,0.00610299,0.001923947,0.001919645,0.000658836,0.000829365,6.77e-07,0.052289106,0.013461538,6.77e-07,0.012579552
2274,2274,9908100,2.92e-05,0.28465514,0.003313824,3.1e-07,0.00926657,2.92e-05,2.91e-05,0.441223007,0.00165873,0.000421252,0.002609535,0.009615385,0.000421252,0.037741479
2275,2275,5121,0.000309352,0.31856313,0.021540837,1.46e-06,0.058874738,0.000309352,0.000308106,0.0,0.00165873,0.001355272,0.050652166,0.094230769,0.001355272,0.012579552
2277,2277,204080,0.000492975,0.377989328,0.008284818,2.41e-06,0.018670116,0.000492975,0.000540389,0.034100215,0.003316757,8.73e-05,0.054309865,0.026923077,8.73e-05,0.106936542
2281,2281,9908049,0.0,0.161116547,0.006627834,3.97e-13,0.011038554,0.0,0.0,0.547081494,0.0,3.17e-19,0.001576594,0.025,3.17e-19,0.257907789
2285,2285,3019,0.0,0.474527747,0.009941823,0.00011443,0.106648448,0.0,0.0,0.0,0.0,3.17e-19,0.009459565,0.063461538,3.17e-19,0.056612846
2287,2287,9802125,0.000305258,0.095466957,0.007456326,1.34e-18,0.006449823,0.000305258,0.000314124,0.570081322,0.000829365,0.000152992,0.012504023,0.034615385,0.000152992,0.006291814
2292,2292,9812027,0.008363671,0.31086969,0.037282352,9.71e-06,0.052642538,0.008363671,0.008184787,0.002552988,0.019900501,0.007989258,0.007176222,0.088461538,0.007989258,0.031450918
2293,2293,9247,0.000480694,0.375419782,0.010770336,4.37e-05,0.010065369,0.000480694,0.000521734,0.465344179,0.006633494,0.002249472,0.002500805,0.025,0.002249472,0.006291814
2294,2294,9812048,0.000104092,0.083877316,0.022369329,1.9e-19,0.013716789,0.000104092,0.000111327,0.249515948,0.002487558,0.000499495,0.054283226,0.107692308,0.000499495,0.132098469
2298,2298,201114,0.001187116,0.550465119,0.004970829,0.000787046,0.031414934,0.001187116,0.001209557,0.07500152,0.00165873,0.002389191,0.001685325,0.013461538,0.002389191,0.025160516
2300,2300,210294,0.0,0.302465754,0.017398335,1.75e-06,0.030119744,0.0,0.0,0.677601973,0.0,3.17e-19,0.042241852,0.086538462,3.17e-19,0.169841202
2301,2301,303155,0.0,0.517262137,0.006627834,8.75e-05,0.008830314,0.0,0.0,0.413130397,0.0,3.17e-19,0.056657903,0.040384615,3.17e-19,0.006291814
2302,2302,9703082,0.00669317,0.074237159,0.022369329,2.55e-19,0.006735021,0.00669317,0.006871967,0.282614207,0.014925366,0.004079788,0.027291389,0.042307692,0.004079788,0.062903248
2308,2308,103153,0.001070159,0.495163966,0.023197842,0.00058871,0.04363417,0.001070159,0.001143362,0.011804138,0.006633494,0.001767442,0.02913981,0.080769231,0.001767442,0.062903248
2311,2311,9703166,0.010154403,0.102681805,0.177298948,2.08e-17,0.009752807,0.010154403,0.010758495,0.089340953,0.170812599,0.233772663,0.000761114,0.036538462,0.233772663,0.037741479
2312,2312,9703210,0.000812853,0.100903087,0.047224361,3.46e-17,0.008418265,0.000812853,0.000878583,0.317987751,0.038971803,0.07393574,0.001304768,0.038461538,0.07393574,0.088065176
2313,2313,9704043,0.00723901,0.149058576,0.038110845,4.54e-16,0.026569788,0.00723901,0.007531386,0.299399154,0.02155888,0.099765685,0.015657211,0.086538462,0.099765685,0.044031882
2314,2314,9808149,0.021589137,0.32822538,0.064622861,8.02e-06,0.049817029,0.021589137,0.023197672,0.325578292,0.048092875,0.038753021,0.003968668,0.078846154,0.038753021,0.056612846
2315,2315,9705011,0.015133039,0.16495148,0.053023868,5.74e-16,0.058640081,0.015133039,0.015399281,0.0,0.026533995,0.03293136,0.017451267,0.105769231,0.03293136,0.031450918
2316,2316,9801060,0.010754569,0.188154069,0.018226827,1.65e-12,0.025782608,0.010754569,0.010847978,0.000329418,0.009121051,0.004240464,0.011253621,0.038461538,0.004240464,0.226455459
2317,2317,9711083,0.007518479,0.18009255,0.014084325,5.81e-15,0.018986142,0.007518479,0.007773718,0.120264403,0.006633494,0.005211509,0.004403591,0.040384615,0.005211509,0.012579552
2319,2319,9907206,0.002456102,0.417309697,0.012427341,0.000109693,0.067430642,0.002456102,0.002503361,0.022972186,0.004975115,0.006427063,0.005001609,0.036538462,0.006427063,0.0
2320,2320,9803163,0.003976546,0.178617203,0.024854846,2.44e-13,0.007670846,0.003976546,0.004212386,0.424765825,0.02072968,0.012128705,0.008698451,0.021153846,0.012128705,0.245326826
2321,2321,9706127,0.004081808,0.164619872,0.042253346,1.35e-14,0.044013721,0.004081808,0.003905484,0.23787408,0.023217238,0.077460564,0.009785757,0.092307692,0.077460564,0.056612846
2322,2322,9708082,0.001748511,0.198090281,0.035625347,1.39e-13,0.08134457,0.001748511,0.001672919,0.14264541,0.008291872,0.029430008,0.022452876,0.123076923,0.029430008,0.144679433
2323,2323,9708134,0.001192964,0.106153695,0.023197842,9.89e-17,0.003953917,0.001192964,0.001269734,0.118317026,0.018242123,0.016159382,0.00766551,0.025,0.016159382,0.044031882
2324,2324,9708168,0.018238487,0.173578086,0.01905534,2.86e-13,0.03981873,0.018238487,0.018347169,0.000329418,0.009950251,0.00921529,0.012449658,0.038461538,0.00921529,0.050322443
2327,2327,9711030,0.010259372,0.182916815,0.025683339,9.31e-14,0.041194083,0.010259372,0.010313547,0.367841192,0.005804315,0.001641695,0.014134983,0.082692308,0.001641695,0.157260397
2328,2328,9711143,0.007540526,0.186074018,0.023197842,4.05e-13,0.034702037,0.007540526,0.006411252,0.000329418,0.014096187,0.017556499,0.010927429,0.057692308,0.017556499,0.056612846
2330,2330,9801020,0.000701743,0.105285258,0.016569843,3.17e-16,0.006865125,0.000701743,0.000716106,0.253114801,0.011608629,0.010187453,0.001467864,0.021153846,0.010187453,0.018870113
2331,2331,9811087,0.011288128,0.182497137,0.007456326,2.41e-13,0.010334366,0.011288128,0.012182582,0.001262768,0.002487558,0.001222539,0.002500805,0.023076923,0.001222539,0.169841202
2333,2333,9802103,0.002409319,0.130806676,0.01574133,5.07e-17,0.014741245,0.002409319,0.002389025,0.003228295,0.009950251,0.017046177,0.007719875,0.026923077,0.017046177,0.069193809
2335,2335,7191,0.012382672,0.491503102,0.101076887,0.000258868,0.116235121,0.012382672,0.012747945,0.000329418,0.066334998,0.124617808,0.010981794,0.15,0.124617808,0.069193809
2336,2336,9906162,0.000777766,0.214208473,0.012427341,3.1e-12,0.011196362,0.000777766,0.000800353,0.561885573,0.002487558,0.006978952,0.010709968,0.05,0.006978952,0.119517506
2342,2342,9803197,0.002304058,0.247251605,0.027340344,8.96e-12,0.117456307,0.002304058,0.002340883,0.000329418,0.004145936,0.003332292,0.042241852,0.109615385,0.003332292,0.088065176
2343,2343,9804097,1.88e-05,0.229622608,0.016569843,2.1e-12,0.028075279,1.88e-05,2.23e-05,0.521749262,0.000829365,0.000282232,0.016309595,0.071153846,0.000282232,0.006291814
2344,2344,9806191,0.000240932,0.162665522,0.014912838,2.08e-15,0.022018391,0.000240932,0.000240106,0.0,0.002487558,0.020912893,0.009840122,0.057692308,0.020912893,0.157260397
2347,2347,9805142,0.0,0.243631413,0.017398335,1.82e-11,0.077963354,0.0,0.0,0.113046822,0.000829365,0.007716038,0.176248554,0.076923077,0.007716038,0.094355737
2348,2348,2118,0.013731657,0.545054323,0.062137364,0.000123177,0.238073337,0.013731657,0.013856224,0.0,0.002487558,0.003066827,0.167769739,0.271153846,0.003066827,0.075484212
2349,2349,3219,0.002222188,0.48810103,0.029825841,0.000229098,0.116679935,0.002222188,0.002352919,0.000329418,0.004145936,0.00287122,0.031042596,0.126923077,0.00287122,0.006291814
2350,2350,3235,0.000283037,0.437383352,0.010770336,9.24e-05,0.057016141,0.000283037,0.00030931,0.066075324,0.000829365,0.000148102,0.003098823,0.05,0.000148102,0.006291814
2351,2351,6060,0.0013684,0.354382295,0.024026334,1.91e-05,0.055460027,0.0013684,0.001359999,0.000329418,0.009950251,0.030125808,0.024301297,0.071153846,0.030125808,0.025160516
2352,2352,9912133,0.003695849,0.258790819,0.01905534,4.05e-08,0.050955053,0.003695849,0.003694865,0.001152962,0.004145936,0.007350603,0.0376208,0.071153846,0.007350603,0.0
2353,2353,9910015,0.000247949,0.112618334,0.006627834,1.73e-16,0.003719363,0.000247949,0.00025515,0.055710643,0.002487558,0.003430095,0.007882971,0.026923077,0.003430095,0.037741479
2355,2355,12121,6.78e-05,0.37422531,0.008284818,1.01e-05,0.012131136,6.78e-05,7.1e-05,0.000658836,0.000829365,0.000131336,0.047200512,0.038461538,0.000131336,0.0
2356,2356,103067,0.001111094,0.437603066,0.045567356,3.68e-05,0.01227873,0.001111094,0.001299822,0.000329418,0.04228856,0.024044619,0.000706749,0.019230769,0.024044619,0.113227103
2360,2360,106020,0.000279528,0.458704132,0.024026334,0.000173285,0.118201838,0.000279528,0.00029246,0.0,0.004145936,0.00674143,0.022344146,0.101923077,0.00674143,0.157260397
2361,2361,9910229,0.000328065,0.346148755,0.007456326,1.27e-05,0.015137978,0.000328065,0.000300283,0.000603933,0.000829365,0.000789411,0.026040987,0.026923077,0.000789411,0.163550799
2363,2363,112083,0.0,0.599703892,0.011598828,0.000378781,0.11087878,0.0,0.0,0.646294734,0.0,3.17e-19,0.032891017,0.061538462,3.17e-19,0.0
2364,2364,112145,5.26e-05,0.550589997,0.013255833,0.000607951,0.073541882,5.26e-05,6.02e-05,0.190844506,0.00165873,0.001383216,0.015874673,0.059615385,0.001383216,0.025160516
2365,2365,203018,0.007154333,0.605770663,0.040596342,0.000455628,0.12346146,0.007154333,0.007350855,0.0,0.019900501,0.024859319,0.044307734,0.096153846,0.024859319,0.094355737
2366,2366,204023,0.000164325,0.62771632,0.025683339,0.001470594,0.225815806,0.000164325,0.000155858,0.092492594,0.00165873,0.004498944,0.095842249,0.111538462,0.004498944,0.012579552
2367,2367,207106,0.00101168,0.47890863,0.043081859,0.000145771,0.020860395,0.00101168,0.001209557,0.002086313,0.035655067,0.019688118,0.005273436,0.032692308,0.019688118,0.031450918
2369,2369,209127,0.000128653,0.47895401,0.007456326,8.89e-05,0.029611652,0.000128653,0.000122159,0.000329418,0.000829365,5.68e-05,0.066001126,0.040384615,5.68e-05,0.113227103
2370,2370,301217,0.000535664,0.867625907,0.051366863,0.128629018,0.624735281,0.000535664,0.000507292,0.274808353,0.002487558,0.000971045,0.300360225,0.234615385,0.000971045,0.094355737
2378,2378,9712145,4.44e-05,0.105584438,0.013255833,7.87e-16,0.00327982,4.44e-05,4.56e-05,0.070806136,0.011608629,0.014767294,0.000326192,0.007692308,0.014767294,0.031450918
2379,2379,9706051,0.00013684,0.087979118,0.027340344,2.17e-18,0.00474896,0.00013684,0.000139009,0.430982255,0.023217238,0.060778634,0.001250402,0.017307692,0.060778634,0.119517506
2381,2381,203129,0.002029208,0.645175512,0.024854846,0.000814977,0.120280575,0.002029208,0.002106193,0.004309883,0.004145936,0.011980743,0.135434335,0.086538462,0.011980743,0.056612846
2382,2382,210150,0.0,0.492183725,0.013255833,0.000109511,0.0830024,0.0,0.0,0.0,0.0,3.17e-19,0.026258448,0.069230769,3.17e-19,0.031450918
2383,2383,9801134,0.002058447,0.184581221,0.027340344,1.1e-12,0.014007279,0.002058447,0.002112211,0.004123213,0.019900501,0.021978947,0.005599628,0.036538462,0.021978947,0.006291814
2384,2384,9804026,0.002713408,0.125407629,0.05385236,6.69e-17,0.028622804,0.002713408,0.002732033,0.057397916,0.034825867,0.108359645,0.010057584,0.088461538,0.108359645,0.232746014
2387,2387,9707123,0.005403424,0.123510219,0.027340344,8.05e-16,0.007073522,0.005403424,0.005602474,0.0,0.022388059,0.019797448,0.022507241,0.026923077,0.019797448,0.28306971
2388,2388,9710121,0.002836213,0.181338905,0.026511831,2.13e-14,0.026368503,0.002836213,0.002900529,0.524666085,0.014096187,0.025756802,0.007176222,0.055769231,0.025756802,0.025160516
2390,2390,9806169,0.004725072,0.23161269,0.045567356,7e-13,0.082081503,0.004725072,0.004784067,0.323332377,0.01077943,0.012775743,0.039795412,0.161538462,0.012775743,0.031450918
2391,2391,9802199,0.000399409,0.204358441,0.01574133,1.01e-13,0.02691624,0.000399409,0.000392955,0.00148238,0.007462693,0.013876587,0.013102042,0.051923077,0.013876587,0.062903248
2393,2393,9910236,0.000964897,0.39372424,0.010770336,2.02e-05,0.029165018,0.000964897,0.001035044,0.0,0.000829365,0.000582627,0.033162844,0.051923077,0.000582627,0.069193809
2395,2395,108152,0.00363737,0.595887695,0.03645384,0.000284944,0.12972948,0.00363737,0.003664776,0.277711884,0.005804315,0.002913136,0.062455964,0.138461539,0.002913136,0.018870113
2396,2396,9810188,0.048517196,0.307201067,0.16072894,1.48e-06,0.019257395,0.048517196,0.050634268,0.65094228,0.145936983,0.047398748,0.003751207,0.067307692,0.047398748,0.018870113
2397,2397,9812135,0.003426847,0.238246131,0.07456487,1.04e-11,0.017551479,0.003426847,0.003743006,0.077696607,0.065505798,0.020398099,0.001902786,0.040384615,0.020398099,0.075484212
2398,2398,9711053,0.006596037,0.154037734,0.033968343,3.68e-15,0.017550156,0.006596037,0.006897241,0.147866976,0.024875616,0.025021043,0.005273436,0.038461538,0.025021043,0.018870113
2399,2399,9902116,0.004619811,0.279981115,0.016569843,3.55e-07,0.008119048,0.004619811,0.004711855,0.141358094,0.011608629,0.004366211,0.016472691,0.025,0.004366211,0.119517506
2400,2400,9902110,0.003695849,0.313800751,0.020712345,8.56e-06,0.019410847,0.003695849,0.004055926,0.437548293,0.012437808,0.008962539,0.002011517,0.05,0.008962539,0.037741479
2401,2401,9904217,0.000367831,0.314467683,0.008284818,3.9e-06,0.02016636,0.000367831,0.000385132,0.003403984,0.00165873,0.001802372,0.004566687,0.032692308,0.001802372,0.081774773
2402,2402,9812071,0.001935642,0.146952187,0.032311338,8.27e-14,0.0109259,0.001935642,0.001943715,0.0,0.025704816,0.019792418,0.006741299,0.038461538,0.019792418,0.025160516
2403,2403,9909089,0.00235084,0.361050803,0.01905534,6.41e-06,0.01364498,0.00235084,0.002461237,0.089723871,0.015754565,0.004065816,0.000489288,0.019230769,0.004065816,0.075484212
2404,2404,9910052,0.019996588,0.489950664,0.060480359,0.000145953,0.131305054,0.019996588,0.019011402,0.122342661,0.035655067,0.017306123,0.010546872,0.113461539,0.017306123,0.094355737
2405,2405,3025,0.00951681,0.47920668,0.053023868,8.09e-05,0.138223639,0.00951681,0.009574092,0.001317671,0.014925366,0.027070368,0.088657329,0.182692308,0.027070368,0.025160516
2407,2407,5153,0.000836244,0.437693289,0.030654353,3.43e-05,0.099873557,0.000836244,0.000842477,0.315140479,0.003316757,0.00648295,0.036261667,0.134615385,0.00648295,0.012579552
2409,2409,7096,0.000248534,0.413823726,0.020712345,1.27e-05,0.017535523,0.000248534,0.000273203,0.0,0.011608629,0.013579335,0.004947244,0.038461538,0.013579335,0.100646139
2411,2411,7175,0.004052568,0.348140789,0.03313985,2.35e-06,0.008917779,0.004052568,0.004296634,0.003851835,0.027363174,0.00603585,0.002120247,0.028846154,0.00603585,0.018870113
2413,2413,12164,0.007066556,0.487718943,0.051366863,4.97e-05,0.087026913,0.007066556,0.006810646,0.000658836,0.015754565,0.013324279,0.051090894,0.155769231,0.013324279,0.050322443
2414,2414,12210,0.039241376,0.623383572,0.079535885,0.001068537,0.227196614,0.039241376,0.038525703,0.000329418,0.03233831,0.020334807,0.049141354,0.217307692,0.020334807,0.226455459
2415,2415,101199,0.007015446,0.501768727,0.019883832,0.000261871,0.066011171,0.007015446,0.007314147,0.281904924,0.009121051,0.002228514,0.018647304,0.05,0.002228514,0.037741479
2417,2417,107115,0.003461934,0.568025544,0.031482846,0.000560455,0.12376166,0.003461934,0.003357874,0.609752408,0.004145936,0.001012961,0.029520367,0.117307692,0.001012961,0.119517506
2419,2419,107172,0.001602314,0.625586718,0.040596342,0.001457899,0.24113072,0.001602314,0.001594689,0.103986397,0.003316757,0.000475044,0.081097831,0.178846154,0.000475044,0.050322443
2420,2420,108043,0.000982441,0.639835895,0.03313985,0.001362851,0.224554526,0.000982441,0.001004955,0.332094841,0.002487558,0.001425131,0.040121604,0.136538462,0.001425131,0.150969836
2421,2421,108085,0.001263138,0.618455083,0.031482846,0.00141642,0.151948099,0.001263138,0.001293804,0.148331029,0.004145936,0.003374208,0.062771283,0.121153846,0.003374208,0.044031882
2422,2422,108100,0.003771871,0.516863413,0.037282352,8.6e-05,0.069740666,0.003771871,0.003779112,0.003733402,0.014925366,0.019266028,0.018375477,0.090384615,0.019266028,0.006291814
2423,2423,109025,0.001467813,0.572122679,0.038939357,0.002089095,0.10921555,0.001467813,0.001504424,0.360219559,0.01077943,0.025717262,0.023757644,0.134615385,0.025717262,0.018870113
2425,2425,111151,0.00024561,0.4564179,0.014084325,6.07e-05,0.055845135,0.00024561,0.00024131,0.424052417,0.000829365,6.65e-05,0.064622422,0.051923077,6.65e-05,0.031450918
2426,2426,112084,0.000329819,0.535034243,0.013255833,0.00012591,0.0419166,0.000329819,0.000335787,0.322077325,0.00165873,0.001236511,0.016907614,0.055769231,0.001236511,0.056612846
2427,2427,202200,0.0,0.610977378,0.03313985,0.004214849,0.136766399,0.0,0.0,0.005325588,0.0,3.17e-19,0.11982714,0.173076923,3.17e-19,0.025160516
2429,2429,204206,0.000484788,0.610603788,0.004970829,0.000337076,0.020589837,0.000484788,0.000527752,0.005257744,0.000829365,2.63e-06,0.112005602,0.023076923,2.63e-06,0.056612846
2430,2430,206092,0.0,0.578376293,0.020712345,0.00013666,0.067228579,0.0,0.0,0.356328123,0.0,3.17e-19,0.074562033,0.094230769,3.17e-19,0.031450918
2431,2431,206158,0.000459642,0.724932363,0.024026334,0.001038454,0.158086261,0.000459642,0.000445309,0.000494127,0.000829365,0.000726538,0.086571332,0.107692308,0.000726538,0.0
2432,2432,206174,0.0,0.635676278,0.009113331,0.000337673,0.061133758,0.0,0.0,0.0,0.0,3.17e-19,0.144255652,0.051923077,3.17e-19,0.213874496
2433,2433,206183,0.000654961,0.761080223,0.031482846,0.001482511,0.235634668,0.000654961,0.000649911,0.001520812,0.000829365,8.24e-05,0.16646769,0.140384615,8.24e-05,0.044031882
2434,2434,209210,3.66e-06,0.594404188,0.01574133,0.00109187,0.110152404,3.66e-06,3.94e-06,0.394782094,0.000829365,0.000556081,0.034630707,0.061538462,0.000556081,0.132098469
2435,2435,209260,0.0,0.490600463,0.006627834,0.00050335,0.018496093,0.0,0.0,0.001647089,0.0,3.17e-19,0.004729783,0.036538462,3.17e-19,0.195003129
2436,2436,302096,0.0,0.450801525,0.007456326,1.77e-05,0.015082282,0.0,0.0,0.668004317,0.0,3.17e-19,0.015602846,0.042307692,3.17e-19,0.018870113
2437,2437,304018,0.0,0.822117214,0.062965856,0.008260264,0.304204389,0.0,0.0,0.116607095,0.0,3.17e-19,0.522144625,0.284615385,3.17e-19,0.050322443
2438,2438,9909105,0.0,0.301262616,0.009113331,4.1e-06,0.015729792,0.0,0.0,0.60142464,0.0,3.17e-19,0.004077399,0.046153846,3.17e-19,0.018870113
2439,2439,9810064,0.004122743,0.107748969,0.004970829,2.77e-16,0.001986819,0.004122743,0.004248493,0.001043156,0.004145936,0.000957073,0.058779238,0.003846154,0.000957073,0.056612846
2440,2440,112065,0.0,0.538928396,0.01905534,8.8e-05,0.071097008,0.0,0.0,0.209615924,0.0,3.17e-19,0.055601041,0.098076923,3.17e-19,0.025160516
2441,2441,9904092,0.002578907,0.289561356,0.032311338,7.8e-07,0.043164489,0.002578907,0.002671856,0.291004533,0.012437808,0.013073274,0.013047676,0.090384615,0.013073274,0.213874496
2442,2442,9810214,0.001719271,0.181111084,0.03313985,6.54e-14,0.023841346,0.001719271,0.001703008,0.0,0.018242123,0.031580629,0.008209163,0.082692308,0.031580629,0.390007664
2443,2443,9907054,0.000264908,0.346074925,0.014084325,3.02e-05,0.036077806,0.000264908,0.000268389,0.276705201,0.002487558,0.003213531,0.00777424,0.055769231,0.003213531,0.176131763
2445,2445,9910087,0.000894723,0.435690888,0.019883832,5.34e-05,0.066633478,0.000894723,0.000902654,0.0,0.000829365,0.001997978,0.04720758,0.092307692,0.001997978,0.050322443
2447,2447,9912101,0.000783613,0.286875619,0.010770336,2.22e-06,0.019133143,0.000783613,0.000806371,0.0,0.003316757,0.000998989,0.006306377,0.040384615,0.000998989,0.264198344
2448,2448,9905059,0.000187132,0.217083491,0.006627834,2.42e-12,0.013377279,0.000187132,0.000194372,0.000329418,0.000829365,7.82e-05,0.004512321,0.034615385,7.82e-05,0.132098469
2449,2449,6011,0.000583032,0.423794267,0.017398335,0.000104591,0.06581114,0.000583032,0.000596354,0.400097832,0.003316757,0.002675614,0.019408418,0.065384615,0.002675614,0.012579552
2451,2451,7012,0.001438574,0.527413936,0.024026334,0.000211304,0.112657843,0.001438574,0.001396105,0.004924796,0.004975115,0.0090514,0.029629098,0.082692308,0.0090514,0.025160516
2453,2453,9909136,0.0,0.160334997,0.002485332,1.08e-13,0.005795829,0.0,0.0,0.0,0.000829365,9.64e-05,0.002935727,0.007692308,9.64e-05,0.018870113
2455,2455,103112,0.011247778,0.640109846,0.049709858,0.002529124,0.294086426,0.011247778,0.011666806,0.0,0.004145936,0.00156485,0.066295786,0.213461539,0.00156485,0.358555334
2456,2456,103183,0.002537972,0.487866728,0.023197842,0.000135203,0.066374247,0.002537972,0.002623715,0.693962656,0.008291872,0.011139846,0.030335847,0.065384615,0.011139846,0.327103004
2457,2457,106267,0.000485373,0.567229944,0.01905534,0.000268175,0.067267692,0.000485373,0.000504283,0.001317671,0.003316757,0.008751633,0.055009547,0.067307692,0.008751633,0.037741479
2458,2458,201028,0.00932693,0.631003066,0.035625347,0.00076071,0.134848007,0.00932693,0.00931473,0.431786575,0.016583744,0.022152687,0.031423154,0.090384615,0.022152687,0.044031882
2460,2460,201072,0.001362552,0.305972004,0.004142316,5.47e-07,0.014827517,0.001362552,0.001396105,0.559651813,0.000829365,3.17e-19,0.005382166,0.019230769,3.17e-19,0.056612846
2465,2465,1062,0.000159647,0.22336417,0.007456326,2.41e-12,0.011620099,0.000159647,0.00016308,0.352678926,0.00165873,0.000295505,0.041806929,0.026923077,0.000295505,0.069193809
2467,2467,9901042,0.005339098,0.315407426,0.021540837,3.23e-06,0.020969647,0.005339098,0.006251001,0.163476737,0.015754565,0.007110217,0.001848421,0.025,0.007110217,0.100646139
2468,2468,9902160,0.004637354,0.330158787,0.025683339,5.43e-06,0.040228058,0.004637354,0.004820174,0.302338566,0.013267008,0.009844304,0.009242104,0.061538462,0.009844304,0.075484212
2469,2469,9904207,0.045921213,0.340143029,0.151615423,7.14e-06,0.055004706,0.045921213,0.047000603,0.002800051,0.128524039,0.028749368,0.017016344,0.105769231,0.028749368,0.037741479
2470,2470,9905080,0.000196488,0.341093508,0.018226827,7.76e-06,0.051193289,0.000196488,0.000200389,0.001647089,0.002487558,0.000998989,0.012177831,0.080769231,0.000998989,0.132098469
2471,2471,9905195,0.000859636,0.330067646,0.029825841,2.46e-06,0.042261975,0.000859636,0.000842477,0.001921604,0.013267008,0.010153362,0.006523838,0.076923077,0.010153362,0.075484212
2472,2472,9912279,0.001157877,0.268038301,0.024026334,3.55e-07,0.003098739,0.001157877,0.001233627,0.0,0.02155888,0.005211509,0.000761114,0.015384615,0.005211509,0.037741479
2473,2473,9902105,0.00967441,0.291431194,0.07456487,1.13e-06,0.008728495,0.00967441,0.010225869,0.442785424,0.070480934,0.011221581,0.000761114,0.023076923,0.011221581,0.056612846
2474,2474,9905018,0.00092981,0.280198401,0.004970829,3.55e-07,0.004302619,0.00092981,0.000974867,0.252459008,0.003316757,0.001662653,0.001413498,0.013461538,0.001662653,0.0
2475,2475,1044,9.65e-06,0.33515778,0.004142316,3.74e-06,0.014706325,9.65e-06,9.75e-06,0.013033965,0.000829365,0.000355584,0.00092421,0.023076923,0.000355584,0.044031882
2476,2476,9901159,0.015313679,0.307677568,0.051366863,3.19e-06,0.020131155,0.015313679,0.015804753,0.000329418,0.041459361,0.014071145,0.004186129,0.059615385,0.014071145,0.031450918
2477,2477,9905159,8.3e-05,0.268374786,0.017398335,3.55e-07,0.003061249,8.3e-05,0.000119752,0.132285057,0.015754565,0.02257366,0.000652384,0.015384615,0.02257366,0.0
2478,2478,9911116,0.00484203,0.296473668,0.09527738,1.4e-06,0.017778976,0.00484203,0.005151147,0.000988253,0.083747921,0.025359792,0.003207554,0.053846154,0.025359792,0.125808067
2479,2479,9906055,0.007964612,0.361554022,0.043081859,9.46e-06,0.06059406,0.007964612,0.008159693,0.000988253,0.025704816,0.011179316,0.00766551,0.086538462,0.011179316,0.012579552
2480,2480,1049,0.00030058,0.393758885,0.018226827,9.31e-06,0.045604787,0.00030058,0.000314725,0.454125449,0.004145936,0.002263444,0.01370006,0.063461538,0.002263444,0.050322443
2482,2482,9912079,0.002070143,0.399941889,0.01905534,8.56e-06,0.037436992,0.002070143,0.002184423,0.010409603,0.004975115,0.000248699,0.006088916,0.071153846,0.000248699,0.0
2483,2483,1066,0.005175358,0.325185065,0.009113331,2.2e-06,0.012972799,0.005175358,0.005566368,0.004458121,0.005804315,0.001732513,0.007339318,0.023076923,0.001732513,0.0
2484,2484,9910249,0.000935658,0.399814783,0.034796855,2.13e-05,0.110805717,0.000935658,0.000932743,0.000988253,0.004145936,0.00667157,0.034739438,0.148076923,0.00667157,0.006291814
2485,2485,9905157,0.000736831,0.315125632,0.01905534,2.08e-06,0.01920772,0.000736831,0.000710088,0.283696783,0.012437808,0.008114935,0.003425015,0.036538462,0.008114935,0.018870113
2486,2486,9908029,0.0,0.29374522,0.001656819,8.56e-07,0.006303975,0.0,0.0,0.000658836,0.0,3.17e-19,0.00163096,0.013461538,3.17e-19,0.012579552
2487,2487,9903232,0.000550869,0.294323334,0.011598828,3.59e-07,0.02562527,0.000550869,0.000559044,0.000329418,0.00165873,0.000505083,0.014080617,0.053846154,0.000505083,0.0
2488,2488,1123,0.003070128,0.373022067,0.016569843,6.52e-06,0.039402338,0.003070128,0.003147254,0.536942623,0.003316757,0.002375219,0.016200865,0.071153846,0.002375219,0.006291814
2489,2489,9911173,5.47e-05,0.30101628,0.005799321,2.86e-06,0.00801009,5.47e-05,6.02e-05,0.060311069,0.00165873,3.47e-05,0.002718266,0.021153846,3.47e-05,0.037741479
2490,2490,9903140,0.000266078,0.317383859,0.01574133,1.22e-06,0.024514474,0.000266078,0.000257557,0.0,0.004145936,0.002801361,0.002500805,0.065384615,0.002801361,0.006291814
2491,2491,1170,0.000583032,0.326920271,0.006627834,5.28e-06,0.018124036,0.000583032,0.000601769,0.00148238,0.002487558,0.000922144,0.005762724,0.023076923,0.000922144,0.157260397
2492,2492,2023,0.003052584,0.369494357,0.019883832,6.41e-06,0.015994936,0.003052584,0.003135219,0.418970141,0.018242123,0.002102767,0.000326192,0.013461538,0.002102767,0.34597437
2493,2493,9908009,0.000695896,0.325263845,0.003313824,2.61e-06,0.013865644,0.000695896,0.000746194,0.484913603,0.00165873,0.000284328,0.002826997,0.015384615,0.000284328,0.22016505
2494,2494,2073,0.008575948,0.312312029,0.027340344,1.79e-06,0.0136426,0.008575948,0.009017937,0.0,0.019900501,0.003730491,0.002011517,0.046153846,0.003730491,0.025160516
2496,2496,2223,0.003046736,0.409963785,0.047224361,1.08e-05,0.044489771,0.003046736,0.002972741,0.050692659,0.029850752,0.021822043,0.003098823,0.088461538,0.021822043,0.0
