,Id,degree centrality,eigenvector centrality,closeness centrality,betweenness centrality,load centrality,pagerank,hubs,authorities,percolation,subgraph,harmonic,MAUT
385,9703118,0.037204059,0.044352281,0.825437828,0.002247064,0.00211322,0.015941244,0.035752483,0.035752483,0.003098481,0.001301355,0.730636373,0.584526735
386,211250,0.020293123,0.026549704,0.796316829,0.000710489,0.000894825,0.012111893,0.023089499,0.023089499,0.000833843,0.000519242,0.728008917,0.48710567
387,211110,0.014656144,0.070053896,0.813663926,0.000733883,0.000852206,0.008982638,0.059155525,0.059155525,0.000786711,0.003402748,0.751849843,0.584526735
389,212114,0.033821871,0.127038661,0.930070793,0.037516482,0.036624201,0.019396218,0.124916804,0.124916804,0.051767716,0.015149611,0.888894135,0.48710567
390,212151,0.014656144,0.009894473,0.75913026,0.0005135,0.000688995,0.004017046,0.007204173,0.007204173,2.61e-05,5.09e-05,0.64095336,0.779369037
391,9806009,0.018038331,0.034043406,0.82123994,0.004744639,0.005321918,0.0119458,0.033786296,0.033786296,0.005795748,0.001284614,0.726489184,0.0
392,301094,0.060879369,0.268526336,0.831939633,0.010855767,0.012179757,0.021240576,0.105455982,0.105455982,0.013323625,0.01082587,0.769820624,0.0
393,9804034,0.00789177,0.016533753,0.765604061,0.000171155,0.000188081,0.004040476,0.013058063,0.013058063,1.7e-05,0.000174514,0.668236777,0.584526735
394,9705107,0.05524239,0.05161724,0.786180438,0.001474084,0.001393876,0.018681558,0.031394,0.031394,0.001361671,0.001019333,0.697021281,0.097421151
395,9710198,0.060879369,0.056082618,0.853897979,0.017957548,0.018905584,0.024868255,0.045120799,0.045120799,0.012987963,0.002206106,0.777007876,0.194842216
396,9701188,0.020293123,0.025354815,0.779887482,0.000281705,0.000251779,0.00980833,0.017783756,0.017783756,0.000405703,0.000317135,0.68314654,0.194842216
397,9511098,0.01578354,0.030572985,0.794546527,0.000832569,0.000846454,0.011374233,0.031680093,0.031680093,0.000721305,0.001037763,0.711219931,0.194842216
398,9601164,0.020293123,0.03609183,0.80419737,0.000571287,0.000527582,0.013415388,0.036681819,0.036681819,0.000925289,0.001398212,0.724513396,0.0
400,9602172,0.030439684,0.020098656,0.799448744,0.012805702,0.014895717,0.011558679,0.016955554,0.016955554,0.008867412,0.000296878,0.698091884,0.097421151
401,9605023,0.024802706,0.043487317,0.815353011,0.001513463,0.001565474,0.014171844,0.042066585,0.042066585,0.001101089,0.001798507,0.726481487,0.097421151
402,9606196,0.020293123,0.036806472,0.800484035,0.000609248,0.000592895,0.013005935,0.037281441,0.037281441,0.001229839,0.001451907,0.729038807,0.292263367
405,9704087,0.040586246,0.059528626,0.82070369,0.001456687,0.001377166,0.012847015,0.038241995,0.038241995,0.002854581,0.00150083,0.733928157,0.292263367
406,9811019,0.04735062,0.077868066,0.882476157,0.013950144,0.014942999,0.029388763,0.092779931,0.092779931,0.02177233,0.008812032,0.837344013,0.194842216
408,5212,0.03156708,0.026372843,0.782525682,0.003462544,0.004067202,0.004763778,0.010972815,0.010972815,5.89e-05,0.000115781,0.645281877,0.194842216
409,9247,0.036076663,0.040809023,0.832628546,0.004346757,0.004947117,0.024099813,0.045637993,0.045637993,0.008811893,0.002108749,0.789709545,0.194842216
410,9906044,0.052987599,0.076316235,0.86300539,0.007623361,0.00692128,0.022209773,0.072371234,0.072371234,0.011046812,0.005382141,0.804807393,0.097421151
411,9909213,0.019165727,0.023300763,0.814243759,0.002575831,0.002894929,0.012305566,0.017811228,0.017811228,0.001275261,0.000319014,0.690323443,0.194842216
414,9604037,0.011273957,0.027070004,0.790126044,0.001856078,0.002210441,0.005534907,0.023185358,0.023185358,0.0007986,0.000535112,0.693976,0.194842216
415,9707205,0.045095829,0.064141372,0.844091738,0.004392748,0.004340456,0.02172957,0.056431116,0.056431116,0.006451442,0.003226294,0.758808297,0.584526735
416,9712179,0.056369786,0.047232868,0.792467502,0.002466343,0.002693489,0.015189104,0.021211005,0.021211005,0.001643,0.000449344,0.67982234,0.584526735
418,9612251,0.028184893,0.029837023,0.781520095,0.000814847,0.000884728,0.009713946,0.018385391,0.018385391,0.000300206,0.000336828,0.682435427,1.169053556
419,9703209,0.03945885,0.032344472,0.778719757,0.009991062,0.010814532,0.012275782,0.01525307,0.01525307,0.004468685,0.000231203,0.680457586,1.169053556
420,9803058,0.009019166,0.007959289,0.741886295,9.43e-05,0.000147072,0.004400539,0.006017273,0.006017273,1.19e-05,3.57e-05,0.629962929,0.584526735
421,9906029,0.032694476,0.018833046,0.786024744,0.005918968,0.007540968,0.011398816,0.01158602,0.01158602,0.00270135,0.000138889,0.668176734,0.194842216
422,9911119,0.021420519,0.014336626,0.780460543,0.002070271,0.002375591,0.008240077,0.009884395,0.009884395,0.001199233,9.72e-05,0.655699757,0.389684519
424,9706083,0.010146561,0.018694196,0.788407858,0.001898431,0.001981395,0.007465052,0.019098035,0.019098035,0.000568812,0.000368387,0.703952279,0.194842216
425,9808134,0.011273957,0.028296167,0.811169555,0.001043608,0.000844419,0.007165968,0.026252514,0.026252514,0.001266328,0.000763655,0.716501445,0.48710567
427,4187,0.046223224,0.100825704,0.867842018,0.010997774,0.011452904,0.017317239,0.089793506,0.089793506,0.007735206,0.007800663,0.792163885,0.097421151
428,5029,0.090191657,0.203345617,0.879040436,0.016701999,0.016983789,0.051811965,0.163657633,0.163657633,0.041921827,0.02570567,0.845422166,0.0
430,9805031,0.006764374,0.005734817,0.72132841,0.00022444,0.000293233,0.00652669,0.005960883,0.005960883,0.000244334,3.5e-05,0.632554548,0.779369037
431,9903117,0.019165727,0.059205323,0.78409599,0.000989105,0.000866027,0.011397001,0.058663449,0.058663449,0.001282058,0.003357709,0.696914194,0.097421151
432,5145,0.046223224,0.048467731,0.818992387,0.006679363,0.007662097,0.011770646,0.039352585,0.039352585,0.002528516,0.001488094,0.721062437,0.292263367
435,6052,0.013528749,0.074571007,0.755419321,0.000250726,0.000286355,0.007958641,0.041016541,0.041016541,0.000324115,0.00164275,0.669980175,0.0
436,6062,0.087936866,0.162538878,0.822467008,0.005912604,0.006666257,0.059838806,0.178443666,0.178443666,0.009489113,0.03122326,0.76291597,0.097421151
437,6085,0.050732807,0.118579626,0.80016128,0.002001606,0.002443108,0.03267986,0.123902027,0.123902027,0.005271964,0.015123744,0.736535685,0.389684519
438,6091,0.03945885,0.131348722,0.797200727,0.001392433,0.001650887,0.028980662,0.13293051,0.13293051,0.002526141,0.01766255,0.730394574,0.48710567
439,9706073,0.029312289,0.036329995,0.790366194,0.001205696,0.001370442,0.007139291,0.019630887,0.019630887,0.000122483,0.000389245,0.683983043,0.779369037
440,9709065,0.048478016,0.044205925,0.796855353,0.002365899,0.002542284,0.012388375,0.026809574,0.026809574,0.000958012,0.00071982,0.70640927,0.0
441,9904150,0.028184893,0.042176328,0.856750094,0.004709434,0.005009977,0.01472285,0.043581531,0.043581531,0.00515771,0.001926258,0.7719898,0.194842216
442,6192,0.028184893,0.02922933,0.829642342,0.006893004,0.007705536,0.011870767,0.0309171,0.0309171,0.007178298,0.000989962,0.751402938,0.097421151
443,6231,0.013528749,0.025842108,0.808092498,0.002138102,0.002344865,0.005637987,0.032626779,0.032626779,0.0004892,0.001088096,0.730402785,0.194842216
444,7023,0.021420519,0.068606602,0.798162613,0.007347162,0.008259017,0.011798323,0.067601104,0.067601104,0.004590087,0.004492322,0.71688172,0.194842216
445,7043,0.074408117,0.2490209,0.832077325,0.006180046,0.006646727,0.044400437,0.258930071,0.258930071,0.009661794,0.067472736,0.76198983,0.194842216
446,7055,0.01578354,0.049689361,0.793150959,0.000661325,0.000810833,0.009799712,0.050673444,0.050673444,0.001402332,0.002475858,0.722112599,0.48710567
447,9912159,0.011273957,0.014140011,0.780234447,0.000404328,0.000512958,0.00809853,0.014847655,0.014847655,0.000337398,0.000225926,0.697920051,0.389684519
448,9806188,0.003382187,0.020328233,0.798864395,0.012315797,0.013688214,0.004190193,0.028529779,0.028529779,0.000184646,0.000833458,0.718033579,0.584526735
449,7170,0.182638106,0.291836853,0.954207842,0.094718449,0.091703108,0.098916906,0.289418991,0.289418991,0.158998898,0.081616882,0.94907486,0.0
450,9810203,0.00789177,0.013458502,0.772363219,0.000348349,0.000392634,0.005038321,0.013176679,0.013176679,0.000111312,0.000177644,0.670127889,0.681947886
451,7236,0.025930101,0.058891959,0.843308284,0.004710666,0.005543309,0.009912957,0.039912688,0.039912688,0.003395756,0.001544426,0.737842015,0.389684519
452,9611104,0.00789177,0.014416938,0.762183906,2.86e-05,3.04e-05,0.005357217,0.011768703,0.011768703,1.51e-05,0.000140884,0.662554974,0.389684519
453,8081,0.058624577,0.103598349,0.880672661,0.007080997,0.00624484,0.036713452,0.134024564,0.134024564,0.015668415,0.01870236,0.837677075,0.292263367
454,9610016,0.011273957,0.032974937,0.819001282,0.00122116,0.001245028,0.007955728,0.034244001,0.034244001,0.001026911,0.001262259,0.734577601,0.0
455,9702084,0.013528749,0.02031277,0.781010181,0.000522582,0.000556203,0.008061608,0.019152912,0.019152912,0.000410389,0.000377344,0.691416627,0.194842216
456,8212,0.013528749,0.033029737,0.824562363,0.002122668,0.002109449,0.007974958,0.044625858,0.044625858,0.001828589,0.002061189,0.747166967,0.0
457,8213,0.022547914,0.07658368,0.787017324,0.000380178,0.000388241,0.01007093,0.071455086,0.071455086,0.000303391,0.005033277,0.712461513,0.097421151
460,9704187,0.003382187,0.010254894,0.750726715,0.001227213,0.001433251,0.004188139,0.010668791,0.010668791,2.02e-05,0.000112728,0.654879334,0.389684519
461,9705067,0.013528749,0.015798922,0.760048377,0.002254498,0.00267188,0.004996903,0.012512301,0.012512301,2.78e-05,0.000155398,0.656463557,1.266474621
462,9708009,0.082299887,0.090781276,0.860366681,0.037286381,0.038510814,0.034583394,0.07238207,0.07238207,0.011378454,0.005699963,0.792180308,0.292263367
463,9709172,0.075535513,0.071421571,0.850153319,0.01410337,0.015229373,0.028760624,0.059813362,0.059813362,0.013834496,0.003732608,0.768215018,0.194842216
465,9710242,0.011273957,0.023264455,0.78444671,0.000103654,7.3e-05,0.006568574,0.015989302,0.015989302,0.00012792,0.000255942,0.670641594,0.194842216
466,9711153,0.052987599,0.055676527,0.823949741,0.005597312,0.005605734,0.026506232,0.051736126,0.051736126,0.007629834,0.00276005,0.753055844,0.194842216
469,9805027,0.003382187,0.00698832,0.734422781,0.000216906,0.000259109,0.005870128,0.00788472,0.00788472,0.00052078,6.13e-05,0.652711355,0.389684519
470,9806130,0.006764374,0.025342647,0.819366124,0.000459465,0.000505587,0.004939155,0.031526942,0.031526942,0.000308727,0.001018651,0.727428069,0.0
471,9811093,0.040586246,0.054863107,0.836062484,0.006945233,0.007174516,0.019875725,0.051848935,0.051848935,0.006301287,0.002788218,0.760653136,0.292263367
472,9812079,0.005636979,0.024599222,0.81694291,0.00033533,0.000291835,0.005876367,0.03237116,0.03237116,0.000447671,0.001073701,0.730339406,0.0
473,9808187,0.012401353,0.027113822,0.828266409,0.002153072,0.002265012,0.008284996,0.025264782,0.025264782,0.003814677,0.000682238,0.73258539,0.292263367
474,9903268,0.065388952,0.08699588,0.907670643,0.034015019,0.036092955,0.033225773,0.089754105,0.089754105,0.041289034,0.008476364,0.851938676,0.0
476,9908077,0.005636979,0.027867659,0.812603041,0.000349472,0.000290414,0.005770526,0.038233678,0.038233678,0.000696947,0.001503474,0.738822211,0.097421151
478,9910062,0.029312289,0.056830574,0.80296432,0.002352215,0.002349117,0.015588217,0.053933995,0.053933995,0.00295529,0.002815286,0.708884908,0.0
479,8241,0.062006764,0.066540514,0.871623574,0.020701542,0.023600916,0.021141889,0.057833132,0.057833132,0.018052883,0.003392107,0.799547946,0.389684519
480,9017,0.012401353,0.052544823,0.781803668,0.000158932,0.00011985,0.006508482,0.049404474,0.049404474,0.000214315,0.002404274,0.692221312,0.292263367
481,9025,0.020293123,0.070538415,0.776762631,0.000579173,0.000618153,0.014617628,0.056624149,0.056624149,0.001437135,0.003121057,0.703278629,0.0
482,9131,0.013528749,0.009746723,0.771659828,0.007278344,0.007758613,0.007955545,0.012285734,0.012285734,0.000354584,0.000153236,0.681152875,0.097421151
483,9140,0.037204059,0.091304439,0.810995085,0.002642543,0.00287446,0.02485656,0.096861449,0.096861449,0.002231055,0.009193709,0.743508593,0.0
485,11039,0.006764374,0.014629842,0.782606891,0.000586152,0.000616402,0.006804016,0.017535252,0.017535252,0.000986904,0.000311498,0.704372241,0.194842216
486,9803152,0.006764374,0.028412911,0.82305946,0.000553806,0.000459588,0.007184577,0.03065696,0.03065696,0.000943619,0.001000498,0.739209671,0.48710567
487,11271,0.016910936,0.030876804,0.79813727,0.000722014,0.000910613,0.007852777,0.028362885,0.028362885,0.000655823,0.000773253,0.732621485,0.097421151
488,12092,0.022547914,0.049561322,0.836229361,0.003224573,0.003378135,0.008603222,0.047315978,0.047315978,0.001606067,0.002164413,0.746830826,0.0
489,103146,0.011273957,0.014935294,0.749748964,0.000726481,0.000832365,0.004105664,0.010967189,0.010967189,5.4e-05,0.000115895,0.650818532,0.48710567
491,103165,0.021420519,0.094188027,0.820016528,0.001665238,0.001766427,0.013928981,0.049780059,0.049780059,0.002894769,0.002413895,0.702235566,0.292263367
492,104169,0.036076663,0.07847561,0.827584693,0.002889713,0.003304579,0.02156294,0.083898164,0.083898164,0.00428821,0.006823253,0.761018272,0.0
493,9906106,0.006764374,0.009639356,0.745472519,0.000520989,0.000681476,0.008151785,0.009683406,0.009683406,0.001105535,9.44e-05,0.654239213,0.194842216
494,104146,0.024802706,0.02700301,0.798483758,0.003005628,0.00353385,0.023095455,0.027998364,0.027998364,0.004516509,0.000773749,0.737896841,0.0
495,104210,0.009019166,0.05691143,0.78220913,0.000219762,0.000142809,0.007075616,0.061704585,0.061704585,0.000494619,0.003750211,0.702251133,0.097421151
496,106178,0.057497182,0.08820315,0.865928716,0.010720641,0.011181161,0.022587247,0.082025148,0.082025148,0.009415929,0.006460453,0.809312619,0.097421151
497,9610043,0.399098083,0.238671036,0.903159357,0.241132084,0.250020714,0.401452967,0.207645228,0.207645228,0.218666401,0.042754642,0.836774456,0.292263367
498,9908152,0.022547914,0.094514092,0.800033948,0.001727967,0.001817175,0.017627863,0.10677316,0.10677316,0.002539466,0.011362128,0.730915122,0.0
499,9703052,0.045095829,0.050999174,0.79842458,0.000614173,0.000649406,0.025898481,0.038729448,0.038729448,0.00079183,0.0015514,0.730188186,0.779369037
500,9705130,0.051860203,0.057556029,0.816217854,0.004207079,0.004686191,0.034608824,0.048882695,0.048882695,0.007767154,0.002486289,0.75016281,0.0
501,107200,0.021420519,0.055742157,0.801453865,0.002558493,0.002865661,0.020134996,0.061847523,0.061847523,0.003613108,0.003765871,0.731488956,0.292263367
502,9711179,0.04735062,0.054358922,0.806122994,0.001898082,0.001967442,0.017964041,0.031798211,0.031798211,0.002392496,0.00101899,0.728236089,0.292263367
503,9711081,0.033821871,0.030924199,0.813786852,0.003649737,0.004378952,0.018823093,0.0266761,0.0266761,0.002965515,0.000701837,0.749195529,0.0
504,9710153,0.010146561,0.006774108,0.73382247,0.004104407,0.004897664,0.01610739,0.0065971,0.0065971,0.00535793,4.27e-05,0.632527263,0.0
505,9612215,0.014656144,0.012891206,0.761575827,0.003679387,0.00476186,0.010794481,0.011565628,0.011565628,0.000383046,0.000134215,0.667010505,1.071632405
507,9710217,0.045095829,0.038844819,0.805657938,0.00332979,0.003407874,0.027572999,0.033160908,0.033160908,0.004825243,0.001146412,0.734283799,0.194842216
509,9711005,0.036076663,0.027896165,0.789010023,0.002120306,0.00245271,0.02927697,0.024179537,0.024179537,0.004916493,0.00060276,0.716357152,0.389684519
510,9711138,0.095828636,0.062039459,0.841896086,0.019644918,0.021963225,0.072448613,0.058755982,0.058755982,0.028387252,0.003602181,0.773733626,0.0
511,9703056,0.01578354,0.021473514,0.783354801,0.000542888,0.000660573,0.014141951,0.019656776,0.019656776,0.001458222,0.0003751,0.714611273,0.292263367
512,9708012,0.016910936,0.021981042,0.775412836,0.001379662,0.001604038,0.013645432,0.022468889,0.022468889,0.000619261,0.000485082,0.706179275,0.194842216
515,9902106,0.02367531,0.028943978,0.810167379,0.00204111,0.002601481,0.015402729,0.038059658,0.038059658,0.002321743,0.001500135,0.729300706,0.097421151
516,9612171,0.018038331,0.018101406,0.789513909,0.00338831,0.004000799,0.011139617,0.016416263,0.016416263,0.001978643,0.000277599,0.690850576,0.194842216
519,9708068,0.025930101,0.037711796,0.814270135,0.001705033,0.001921548,0.016630309,0.032555174,0.032555174,0.002781777,0.001215764,0.735844672,0.0
521,9710247,0.020293123,0.039683862,0.808430351,0.002093005,0.002270277,0.012041485,0.033751718,0.033751718,0.000902545,0.00118235,0.736550738,0.389684519
524,9712090,0.009019166,0.0079163,0.737655529,0.008326128,0.009494455,0.003424996,0.004977558,0.004977558,0.0,2.47e-05,0.615478345,0.097421151
525,9905064,0.032694476,0.040000018,0.833106862,0.004147179,0.00466739,0.011330805,0.036771069,0.036771069,0.00345259,0.001380901,0.746112358,0.097421151
526,9707214,0.01578354,0.015412688,0.765099173,0.000770247,0.001012782,0.007800518,0.011269035,0.011269035,0.00021162,0.000127001,0.656753511,0.292263367
528,9709029,0.016910936,0.018055149,0.763704491,0.000152607,0.000185165,0.005204735,0.007060864,0.007060864,1.63e-05,4.98e-05,0.619359872,0.292263367
531,9911212,0.003382187,0.006563999,0.721880803,6.29e-05,7.08e-05,0.005809553,0.006343666,0.006343666,0.000141663,3.97e-05,0.625179382,0.194842216
532,9912130,0.03156708,0.093428004,0.802750633,0.003628181,0.003791773,0.010592782,0.061479341,0.061479341,0.001263485,0.003747836,0.696023293,0.194842216
535,9706168,0.057497182,0.058820322,0.80925451,0.00304907,0.003507781,0.014027317,0.027552796,0.027552796,0.001586557,0.000787104,0.71576433,1.656159139
536,9706192,0.042841037,0.035823389,0.821311493,0.003715362,0.004220999,0.009551792,0.020216424,0.020216424,0.000731955,0.000426824,0.690539838,0.681947886
539,9701139,0.048478016,0.045043514,0.785410765,0.000903023,0.001036196,0.006462725,0.011058265,0.011058265,0.000175593,0.000123867,0.669958963,0.097421151
540,9703218,0.049605411,0.053006192,0.795149726,0.000707237,0.000825252,0.008864826,0.01683671,0.01683671,0.00023943,0.000287415,0.679057342,1.948422507
543,9705152,0.005636979,0.006499325,0.725806296,0.006569078,0.007012967,0.004351154,0.006235338,0.006235338,1.04e-05,3.84e-05,0.623094112,0.292263367
544,9710032,0.01578354,0.033064652,0.829605835,0.004718826,0.004905286,0.006772957,0.030116313,0.030116313,0.002871847,0.00100152,0.734038493,0.389684519
545,9706132,0.018038331,0.023625726,0.826061715,0.016517005,0.019061596,0.008181156,0.019021563,0.019021563,0.004637765,0.000394415,0.717967377,0.0
546,9710122,0.03945885,0.033115475,0.819277108,0.009988025,0.011513463,0.018901232,0.016982105,0.016982105,0.013334892,0.000295003,0.706174998,0.0
547,9702067,0.011273957,0.007106334,0.737684392,0.000569207,0.000652818,0.004460891,0.005266333,0.005266333,3.97e-05,2.77e-05,0.618191591,0.584526735
548,9706194,0.028184893,0.036739345,0.805744019,0.001719966,0.001786193,0.013536246,0.024710229,0.024710229,0.003160558,0.000632114,0.724947299,0.0
549,9710096,0.010146561,0.006678,0.735246229,0.001171509,0.001359032,0.005512352,0.005715751,0.005715751,3.97e-05,3.27e-05,0.628115438,0.681947886
551,9612157,0.081172492,0.061807817,0.807071993,0.002609754,0.003758815,0.00482593,0.008804338,0.008804338,3.37e-05,7.67e-05,0.641005021,1.071632405
552,9707224,0.043968433,0.035237571,0.802827547,0.003714218,0.004200785,0.015625129,0.028010418,0.028010418,0.0020731,0.000811227,0.717906735,0.584526735
553,9705078,0.082299887,0.066511911,0.820953853,0.005882049,0.006573947,0.022733556,0.040112475,0.040112475,0.002616259,0.001673024,0.723912534,0.389684519
554,9711029,0.029312289,0.033970673,0.824616461,0.002413326,0.002651659,0.010070217,0.022221613,0.022221613,0.000769723,0.000521609,0.715494049,0.48710567
555,9703211,0.050732807,0.03984516,0.785852733,0.004274628,0.004540248,0.015247403,0.01995356,0.01995356,0.001564694,0.000414331,0.670860984,0.48710567
557,9910222,0.041713641,0.03947833,0.862807913,0.03653238,0.038655747,0.012611501,0.046248801,0.046248801,0.022307874,0.002225975,0.781286613,0.0
558,9903105,0.014656144,0.020187825,0.78273686,0.000429775,0.000445849,0.009102602,0.016078939,0.016078939,0.000679374,0.000264918,0.687258746,0.48710567
559,9710014,0.036076663,0.030992156,0.809167677,0.004250772,0.005247408,0.010130896,0.014558621,0.014558621,0.001977092,0.000217143,0.680035143,0.097421151
560,9712071,0.068771139,0.058891956,0.81950859,0.004640416,0.005177873,0.015796019,0.024603359,0.024603359,0.001521363,0.00063218,0.698782469,0.0
561,9709099,0.045095829,0.043828012,0.81055924,0.002064084,0.002210893,0.015452339,0.029326739,0.029326739,0.001872296,0.000869931,0.71097702,0.292263367
562,9710219,0.012401353,0.01167051,0.740138778,0.000292019,0.000367548,0.005997623,0.007124913,0.007124913,6.7e-05,5.1e-05,0.627286804,0.194842216
564,9701117,0.041713641,0.049416783,0.82015922,0.002442743,0.00240131,0.018887732,0.040845357,0.040845357,0.002551115,0.001737913,0.733788312,0.097421151
566,9707217,0.051860203,0.057548704,0.818237056,0.001978761,0.002084468,0.01060489,0.024168907,0.024168907,0.001094121,0.000600748,0.704099907,0.0
567,9912254,0.024802706,0.060198412,0.776914677,0.002058932,0.002258965,0.014588664,0.049125823,0.049125823,0.002154527,0.002387329,0.689721554,0.0
569,9710005,0.058624577,0.05710163,0.810550528,0.001764039,0.001760215,0.01123526,0.024587397,0.024587397,0.000620034,0.000624349,0.706371551,0.097421151
573,9909129,0.029312289,0.01390866,0.775771791,0.006785532,0.008090332,0.016285828,0.009856133,0.009856133,0.006155943,9.61e-05,0.660665658,0.0
576,9912227,0.027057497,0.033623515,0.834480469,0.005099999,0.005467266,0.006968624,0.033178676,0.033178676,0.000963582,0.001128748,0.733356974,0.0
578,9903043,0.020293123,0.036004475,0.83185704,0.001846655,0.00166624,0.009968241,0.040363846,0.040363846,0.00219768,0.001691396,0.74649135,0.0
582,9709160,0.06313416,0.046737365,0.809749812,0.003917995,0.004455393,0.025066749,0.031159826,0.031159826,0.003622812,0.001016486,0.71129058,0.097421151
583,9710218,0.048478016,0.037482424,0.793651796,0.001899483,0.002007828,0.009979876,0.017145506,0.017145506,0.000400249,0.000302921,0.681421446,0.0
584,9912184,0.020293123,0.034484352,0.836312824,0.002225327,0.002193398,0.008730828,0.039811818,0.039811818,0.002207524,0.001630047,0.748769409,0.0
585,9904027,0.01578354,0.023457802,0.819900627,0.003329894,0.003060049,0.00591632,0.02794454,0.02794454,0.002694762,0.000803762,0.723040279,0.0
586,9704109,0.022547914,0.014199773,0.784658925,0.007671487,0.00829609,0.00807093,0.013552773,0.013552773,0.000486245,0.000190084,0.675184026,0.0
602,9908004,0.051860203,0.046049497,0.845539759,0.012424623,0.013421103,0.021388503,0.044637492,0.044637492,0.01289025,0.002044167,0.775682216,0.0
603,9910146,0.025930101,0.028904063,0.824995351,0.011001706,0.012376992,0.014082365,0.039835699,0.039835699,0.004862965,0.001651089,0.741669913,0.097421151
604,9909049,0.03945885,0.061433214,0.847887926,0.003940122,0.003662647,0.015809481,0.054202933,0.054202933,0.003860491,0.003011664,0.771633645,0.0
607,9706025,0.065388952,0.067690513,0.84421458,0.008708352,0.009741096,0.027404723,0.054710568,0.054710568,0.009792113,0.00313688,0.775967636,0.0
608,9708123,0.033821871,0.049177598,0.84066663,0.006586626,0.006823686,0.011366586,0.039426134,0.039426134,0.004863356,0.001698175,0.752324289,0.0
609,9912185,0.022547914,0.077466642,0.803212338,0.002056398,0.00228569,0.009651274,0.055183196,0.055183196,0.001159014,0.003002342,0.700929921,0.0
611,9902158,0.03156708,0.066402386,0.780735265,0.001934647,0.002051927,0.012090531,0.037892568,0.037892568,0.001540521,0.001385948,0.697925011,0.0
612,9709138,0.036076663,0.037445443,0.815009348,0.00920532,0.010788207,0.01072281,0.019643544,0.019643544,0.003611923,0.000404264,0.698737822,0.0
613,9911251,0.027057497,0.091032632,0.793802171,0.002378962,0.002033829,0.013883311,0.095678048,0.095678048,0.002729115,0.009050166,0.709399382,0.0
615,9912280,0.014656144,0.06672392,0.837976287,0.008584221,0.008691545,0.009143393,0.080470876,0.080470876,0.00359947,0.006222271,0.767487055,0.0
616,9909219,0.030439684,0.029294793,0.805537456,0.001996129,0.00221347,0.011280034,0.022533843,0.022533843,0.000763421,0.000531531,0.700906742,0.0
617,9707171,0.022547914,0.012515696,0.774051835,0.015396081,0.017519616,0.007059635,0.010350159,0.010350159,0.003754045,0.000110297,0.652447232,0.0
618,9712047,0.051860203,0.067600536,0.821311493,0.00467661,0.005162844,0.013984609,0.048790843,0.048790843,0.004576178,0.002290505,0.738054048,0.0
619,9712075,0.040586246,0.065580114,0.815370643,0.002003366,0.001983041,0.008549273,0.043114288,0.043114288,0.001001696,0.001788036,0.714009898,0.0
620,9712084,0.050732807,0.061756848,0.824896084,0.003655775,0.003898517,0.012776586,0.037554111,0.037554111,0.002090559,0.001362175,0.730766638,0.0
622,9708037,0.065388952,0.071650635,0.815405908,0.002154083,0.00208989,0.014058134,0.037161174,0.037161174,0.001522923,0.001444527,0.720727836,0.0
624,9703053,0.004509583,0.006440739,0.715871012,0.007302402,0.008085197,0.003424996,0.004977558,0.004977558,0.0,2.47e-05,0.615478345,0.097421151
627,9901135,0.04735062,0.051672669,0.836387028,0.004160692,0.004264929,0.014119213,0.040166365,0.040166365,0.003146905,0.001666424,0.748789167,0.0
628,9904042,0.018038331,0.024601908,0.806131612,0.001602868,0.001594815,0.005550541,0.027950769,0.027950769,0.000702849,0.000804102,0.720600051,0.0
630,9901072,0.006764374,0.022589242,0.806045448,0.001652806,0.001632377,0.006580753,0.029767942,0.029767942,0.001352599,0.000909366,0.721674162,0.0
636,9907029,0.032694476,0.037627837,0.822206958,0.002334328,0.002292427,0.011371091,0.035736636,0.035736636,0.001197775,0.001317924,0.73102486,0.0
640,9902200,0.037204059,0.05004799,0.830739064,0.005202686,0.005354216,0.015039561,0.045646701,0.045646701,0.003333266,0.002061653,0.749016254,0.097421151
647,9705055,0.076662909,0.086005474,0.841980684,0.005860461,0.006182544,0.021714608,0.049657264,0.049657264,0.00422645,0.002552094,0.749242999,0.389684519
648,9711082,0.058624577,0.074771154,0.822287646,0.002530143,0.002478843,0.017989269,0.047397387,0.047397387,0.001902501,0.002311906,0.737548212,0.0
650,9904019,0.041713641,0.04554114,0.848393484,0.008867545,0.009014937,0.01582522,0.047840768,0.047840768,0.007474554,0.002338636,0.772079609,0.0
652,9711046,0.020293123,0.014957309,0.74126644,0.000358719,0.000433405,0.005877663,0.007262468,0.007262468,2.06e-05,5.31e-05,0.620711277,0.194842216
653,9705188,0.043968433,0.049062567,0.789761957,0.000833112,0.000882465,0.012263892,0.024888995,0.024888995,0.000595394,0.00063536,0.69946185,0.0
654,9709005,0.009019166,0.007814228,0.729005752,5.12e-05,5.63e-05,0.006274961,0.006832913,0.006832913,4.56e-05,4.6e-05,0.625741669,0.876790102
657,9901033,0.010146561,0.024921034,0.80597653,0.000639183,0.000446409,0.006128398,0.028538858,0.028538858,0.000627172,0.00083739,0.720693452,0.097421151
658,9703174,0.01578354,0.023491073,0.800926123,0.006432591,0.006961563,0.011038822,0.023697522,0.023697522,0.002927895,0.000587243,0.708255991,0.0
661,303210,0.018038331,0.073871603,0.815635207,0.004508242,0.004406955,0.009322769,0.06513111,0.06513111,0.004200865,0.004172986,0.728106765,0.292263367
664,9707259,0.043968433,0.045620741,0.795585939,0.001290581,0.001380559,0.011329385,0.021630376,0.021630376,0.001752943,0.000485846,0.69726727,0.097421151
