,Rank,Id,degree centrality,eigenvector centrality,closeness centrality,betweenness centrality,load centrality,pagerank,hubs,authorities,percolation,subgraph,harmonic
676,677,9805034,211287,303210,9805099,9805028,9503230,9805008,9808075,9808075,9906200,112185,9710247
677,678,9805031,9511154,11017,9705199,9305185,9811198,9603133,9709172,9709172,9211059,9906200,6085
678,679,9805029,9506200,9604034,9910250,9903091,9701173,9905177,106112,106112,205064,9808075,110111
679,680,9805028,9511108,109107,211257,9712090,103093,9807226,209067,209067,7240,302008,9904143
680,681,9805027,10223,9009,4009,8252,9206047,104181,111217,111217,9803265,9504113,9912145
681,682,9805019,4103,11089,11089,9506101,9805101,9612102,112238,112238,5208,9608024,10205
682,683,9805018,210145,9906200,9811167,9612046,108032,9608111,108158,108158,9902064,103128,9905161
683,684,9805015,303160,9912258,9712004,9707136,103055,9707079,9708118,9708118,9704094,12169,10179
684,685,9805014,7158,304108,112197,211236,9909124,9612194,9604034,9604034,108023,12170,11127
685,686,9805008,208014,109213,7175,9611209,9806240,9609112,8108,8108,9712206,104086,9810201
686,687,9804208,108100,9505100,5021,9912092,9303081,9612131,10045,10045,9902040,9911026,4009
687,688,9804184,10279,209013,10046,9602029,9512154,9908141,9204099,9204099,9406105,9511178,10101
688,689,9804182,109176,9309140,9910076,9304056,9603187,12041,112027,112027,9705151,9711138,11269
689,690,9804177,4183,109111,9503121,104158,9712206,9206034,211110,211110,3251,9910083,211116
690,691,9804170,6209,9805112,205230,9609085,9610157,9705151,12018,12018,107212,9503086,209169
691,692,9804159,7204,9707164,8042,207116,9201020,9601057,302148,302148,11111,9712082,9608154
692,693,9804126,10204,5095,9708068,9611024,108008,9811237,109079,109079,9401021,9506194,9808075
693,694,9804115,7147,5090,9909213,206255,9810055,11137,10160,10160,108204,108158,9910004
694,695,9804114,11115,9902149,9803124,206207,9611209,9304068,10026,10026,9206071,9910219,9708068
695,696,9804111,105227,9608024,9902190,9810055,9806156,9702089,111027,111027,9605229,8108,9810240
696,697,9804097,4097,212025,208165,9701078,8001,9211003,106103,106103,9406020,9610085,210022
697,698,9804095,11009,4011,9904165,9607190,9911112,9205011,9711138,9711138,6192,112238,9401070
698,699,9804085,110234,10198,9511194,9403038,9612143,9311120,106121,106121,9904011,107220,9808182
699,700,9804084,9511194,205286,206154,9604097,11166,110031,210249,210249,9503163,211018,9507143
700,701,9804083,9406067,105187,8075,111073,9710095,9807235,109130,109130,106117,9505004,12033
701,702,9804074,206059,301213,9701128,111135,9602043,205101,5242,5242,9903033,7158,4117
702,703,9804069,9511080,9708037,112152,11148,9404050,107172,11017,11017,9138,301144,12104
703,704,9804065,9601003,9512219,9911082,10272,9806194,11018,9903117,9903117,9306091,5090,9507048
704,705,9804061,9503115,9709172,211100,9706143,9304056,209230,9910263,9910263,9711084,11156,9912258
705,706,9804058,9705003,9707079,9711081,11109,104204,9603074,107220,107220,9412092,112027,211074
706,707,9804057,9505004,111064,8141,112038,208163,9806230,9503121,9503121,104102,7097,109122
707,708,9804056,9507018,9710027,5015,10285,206182,9407155,205286,205286,9810126,109079,8230
708,709,9804053,9609084,211017,9905161,9911116,9902030,9407106,106046,106046,9503088,12018,112188
709,710,9804038,9703218,9911203,9412074,9506200,9808141,5270,208086,208086,12007,9810201,9806113
710,711,9804035,9709118,9505075,9803031,7169,9607243,9903268,5138,5138,6094,9511194,10004
711,712,9804034,9710027,107105,9902040,11024,211245,9712066,9712186,9712186,9411238,10160,110209
712,713,9804027,212212,9224,9605201,9503230,9607037,9191,7052,7052,9612143,10026,10203
713,714,9804026,211254,9215,9909082,9306066,9904019,9803194,9506194,9506194,9902098,106121,9911253
714,715,9804011,301136,9511053,208187,110232,9404005,12023,9810201,9810201,9208031,109130,103071
715,716,9804007,9611065,11172,9809057,9704016,9912092,9911214,109049,109049,9910058,9411028,9059
716,717,9804006,209169,9908199,211110,9405190,9305185,9610105,8046,8046,9707133,107031,9908134
717,718,9804001,9712150,111025,9602051,9206047,9609085,103124,9511178,9511178,9212088,205286,210252
718,719,9803265,4074,12211,9712186,9312062,9707136,9505006,112127,112127,9906238,10045,106209
719,720,9803264,9906027,9709096,207127,9709177,301244,9609145,206077,206077,9911163,5138,9912249
720,721,9803251,9907054,9025,9810060,9609019,9609019,103148,8241,8241,9602029,207127,103170
721,722,9803239,11172,304171,212096,9806194,9904064,9808139,210253,210253,9604034,9910263,9809021
722,723,9803235,10175,107106,9806032,9506099,9207114,9207103,9804085,9804085,4039,106046,9511080
723,724,9803225,5272,9912090,206164,9908148,9706101,9607109,9707099,9707099,9309137,106103,105242
724,725,9803194,10218,111165,9710146,301244,9501144,107004,11002,11002,304257,9807127,103233
725,726,9803192,10221,12089,9904197,4103,9911116,9605199,9411028,9411028,9912104,106177,9602070
726,727,9803176,106120,103167,107172,110196,9811249,9810206,9708168,9708168,107004,105019,9705232
727,728,9803166,107212,211110,9712062,9805101,9412127,9512210,12142,12142,9406089,211110,9610016
728,729,9803156,9911253,9705232,9905029,9806156,9903138,9611213,10027,10027,9511157,9508064,111017
729,730,9803152,6139,207146,205075,9310122,106234,9209052,205110,205110,9610249,9707099,9710217
730,731,9803143,6033,4131,9030,9501062,9506065,11241,208020,208020,212123,9804085,9912157
731,732,9803142,11269,9504006,9412200,211170,6167,210070,6120,6120,9912146,109049,9806103
732,733,9803140,9411020,103163,9805123,9912272,9308045,9811077,11156,11156,9604091,8241,212193
733,734,9803131,9612146,5059,7250,9207114,207142,7007,111276,111276,9609238,6176,11125
734,735,9803124,9605033,206208,207130,9201067,9709177,9501142,104054,104054,9303030,210249,9712150
735,736,9803123,210148,9905195,9909119,9903138,7146,6085,105019,105019,7211,9705232,9710032
736,737,9803116,12011,8073,9512060,103051,9312062,9106,106177,106177,9507023,6232,11235
737,738,9803107,9510227,10026,7171,104204,9504019,6064,106159,106159,210083,112127,304220
738,739,9803103,9612080,9709139,9912119,9403195,9201067,7204,6176,6176,9207005,112066,8091
739,740,9803090,9406105,303033,9810146,9808140,9810053,9701162,301144,301144,9707124,210253,107115
740,741,9803087,9309097,9911026,9512139,9702182,9808124,9310144,111054,111054,9911055,9507115,9704087
741,742,9803086,9207053,10010,9606146,9603187,9711127,9605229,207127,207127,11089,9903117,10145
742,743,9803076,9403195,10158,9506200,9311055,9410140,9505004,8019,8019,9912266,205060,9505088
743,744,9803069,9605184,8020,104031,9412128,10082,9610157,12009,12009,109168,106040,9701117
744,745,9803067,9603081,11205,9505053,9901016,9903176,9806042,211018,211018,9410101,111027,207106
745,746,9803061,9903107,9508064,301144,208163,6064,210157,11032,11032,9905004,11002,210218
746,747,9803058,9309039,9912047,9911116,9607037,210010,9207032,9610085,9610085,210044,206077,9602043
747,748,9803056,9607207,112027,9908077,9808173,9604097,7035,9025,9025,112218,5242,9706210
748,749,9803051,9604055,9604041,12097,9404005,107166,9809147,9807127,9807127,9604041,205110,210068
749,750,9803031,9702180,12171,9906200,9706101,9505129,106191,9707205,9707205,9203052,7052,9910050
750,751,9803030,9612102,212083,212190,9603106,9711143,9205043,106040,106040,9708118,208020,9711083
751,752,9803028,9710215,111249,11119,9903021,9604044,9210121,9098,9098,9708152,11017,5091
752,753,9712253,9709065,9611042,9609094,9612143,108204,9203043,9404008,9404008,108152,10027,9207094
753,754,9712251,9701139,9512129,211123,9904011,9807034,104158,211056,211056,9807034,9507018,9912227
754,755,9712241,9710218,107185,209169,103209,207143,8250,209223,209223,9412130,8046,9512226
755,756,9712230,9408155,9811131,10017,106188,9310122,9511157,10003,10003,9710154,11032,9811131
756,757,9712225,9507032,7023,9504150,9701173,9912280,9312114,11108,11108,9505052,9704110,9811028
757,758,9712214,9703180,104017,209116,9908157,9807125,9506148,205060,205060,9803056,9507032,12158
758,759,9712212,104147,301136,212245,9805096,9712147,9702035,9903110,9903110,9303013,12142,9705058
759,760,9712209,9505006,12037,9906191,106151,9611065,9811047,106136,106136,4049,9505088,4134
760,761,9712206,9506150,211076,210168,9606061,9707257,9812071,9704110,9704110,11193,6120,9701185
761,762,9712186,7120,9812180,209127,9404050,9607190,9202004,9910219,9910219,7090,9909134,110028
762,763,9712179,108120,107267,107143,9808124,9712241,9303005,210072,210072,9412131,9512129,9803194
763,764,9712177,109069,302150,106020,9903176,9407031,9401059,301066,301066,4036,9712186,9506110
764,765,9712172,112126,9505150,6228,9807125,208138,9605053,9707079,9707079,9503207,9507113,110263
765,766,9712171,104143,211202,110209,7064,9902104,9803251,6232,6232,9209106,106159,112037
766,767,9712170,8016,9708085,3289,103093,9501062,9811169,9504113,9504113,9904064,111054,11271
767,768,9712163,4126,5253,11024,9308045,9606061,10137,212047,212047,9809039,104054,9709211
768,769,9712150,6251,9706025,9707247,9810053,9309097,9309110,9912185,9912185,110087,9505150,9503163
769,770,9712147,9908076,11038,106040,9410140,8252,6246,108152,108152,9807123,12009,9808187
770,771,9712145,9911205,112189,301178,9512129,107105,9511064,4061,4061,9905012,9712029,104059
771,772,9712143,9505161,12137,9510161,9911112,9409111,10223,9910217,9910217,10223,107091,209050
772,773,9712141,9811237,9712047,111013,7146,9210024,9211121,209139,209139,12145,9504034,9807235
773,774,9712135,9308139,9810219,207226,9710102,110232,103170,207123,207123,11017,9707205,9908148
774,775,9712110,9610024,9406125,9511126,206006,9903029,107057,9508064,9508064,9611142,9305185,9711143
775,776,9712109,9603136,9181,9710230,9811249,301193,9308100,303168,303168,9207095,9098,9601038
776,777,9712097,12080,9505062,9904064,9810072,211170,9705240,9507115,9507115,9503143,9912001,12218
777,778,9712092,9508068,11197,9601057,103055,9603106,9609122,103179,103179,9301043,4097,209067
778,779,9712090,9805034,110178,9805107,9703105,3255,9912233,9706025,9706025,207055,9609059,9906078
779,780,9712088,9910052,110035,9602102,9704109,7064,9602089,206066,206066,9308020,9404008,5242
780,781,9712084,7226,12169,108187,9706146,212096,9403040,302008,302008,9608117,209223,9402044
781,782,9712082,9505186,211041,9911091,210249,9412128,9611047,9909134,9909134,9907058,9707079,4077
782,783,9712075,9804177,107147,9804006,9201020,103033,9811120,9305185,9305185,106149,8019,209194
783,784,9712071,9506136,110031,211108,9606001,9409138,108051,210051,210051,103179,10003,9506160
784,785,9712066,9907209,9912280,106155,9205089,9505047,9701078,210174,210174,9811077,11108,210056
785,786,9712062,9606112,8241,9803090,9711127,9311055,9711157,211129,211129,9808100,9905012,210007
786,787,9712048,9708082,9705078,9808134,212096,9908157,9908088,108007,108007,10222,112040,9812032
787,788,9712047,212025,9708122,9810149,210010,9209055,9211061,9602051,9602051,3264,106136,106020
788,789,9712040,5087,9806087,9709033,9407031,9506099,107166,210042,210042,11226,9511053,11288
789,790,9712029,9611215,11024,103235,9906044,12164,9907180,9912001,9912001,9604156,210056,9902100
790,791,9712028,9912272,11048,104036,9611065,9808173,6023,11111,11111,9704202,9706025,12251
791,792,9712020,9811019,9902158,9810126,108008,9501017,9810251,112040,112040,9203083,301066,9512060
792,793,9712012,9711179,207142,10237,6064,106151,9810062,9909049,9909049,9805157,9025,108043
793,794,9712011,9901135,112145,9903172,9711143,9703105,9204026,107215,107215,9602049,9602051,112140
794,795,9712010,9709222,303173,9606112,9902030,206207,9410041,12131,12131,9701162,211056,9902191
795,796,9712004,9705173,7064,9140,9807031,9807031,111008,7015,7015,9610234,103241,9803028
796,797,9711202,9805096,9804001,6132,9607243,206255,9806153,211041,211041,7083,11111,5021
797,798,9711200,9609062,9911136,11156,9712241,9712171,9901080,104246,104246,9707205,9911055,6024
798,799,9711197,9603073,9712186,9808175,10105,210249,4126,106187,106187,9306052,9505162,8149
799,800,9711196,9711083,207249,106109,9210024,9305146,9903031,9512129,9512129,103233,9601038,5230
800,801,9711183,9711108,9702098,9806197,9506065,9805096,106241,9910062,9910062,9505186,209139,9805014
801,802,9711179,211069,9704110,9910159,9906087,206006,9503207,9504145,9504145,9404008,4061,107200
802,803,9711175,9907123,8132,9902045,301193,9404185,9904145,9601038,9601038,9409139,108152,111209
803,804,9711165,9906023,112152,9709017,9305146,9506200,9808069,9503086,9503086,112023,9903110,9808056
804,805,9711162,9701055,304192,6232,10082,9810026,9807033,110203,110203,9903224,303168,209188
805,806,9711158,9807127,9708127,9604156,103033,9612148,9809111,12007,12007,11137,9504145,205064
806,807,9711157,9507143,9707192,9603037,9501017,103051,9605170,11038,11038,9607163,9909049,9911091
807,808,9711153,9610195,9702187,9806123,9409138,9605201,9806024,107031,107031,109213,210072,9709146
808,809,9711143,106155,109130,9804159,9702024,9911233,11225,209214,209214,110196,9912185,207076
809,810,9711138,205147,303160,6190,9605201,10057,9507018,9507113,9507113,3263,206066,211216
810,811,9711132,110171,9602051,9709099,9411020,9901016,9803051,9505004,9505004,4154,205251,303160
811,812,9711127,9603090,9609145,9710005,9503231,9811035,12179,107098,107098,9804083,207214,8130
812,813,9711116,109025,9709107,212060,11166,9208074,9401030,9511053,9511053,6100,10048,107036
813,814,9711114,103069,106217,206045,5040,207106,104081,11166,11166,111238,211129,9907029
814,815,9711112,104139,9712075,11017,109212,9610084,9210011,210231,210231,9906085,9511213,205160
815,816,9711108,107115,112134,303194,205259,210145,9603078,110184,110184,5073,9711157,9703009
816,817,9711084,9189,304090,9804170,9907054,9704109,9702202,210056,210056,9207032,103179,9603086
817,818,9711083,106213,9712082,9506126,207242,9205089,9312164,107091,107091,206086,11166,9709017
818,819,9711082,206141,210281,9703098,6167,9611132,9609192,9511164,9511164,9213,108007,9507032
819,820,9711081,205200,9810116,110188,9911233,9201007,9501127,9705232,9705232,106018,211041,9101
820,821,9711078,103112,108120,9910050,9712171,9912272,5026,10048,10048,9501127,210042,9908152
821,822,9711069,9907133,12035,5280,10057,7023,9806106,9905195,9905195,9176,7015,302127
822,823,9711063,9712214,9604156,9806056,9503106,9404013,9412213,207214,207214,9811093,206098,106241
823,824,9711059,9506171,9706047,9902106,9604044,209130,9707199,11117,11117,302058,9608104,112187
824,825,9711051,205297,6235,9806136,9307010,9709039,9701060,9504034,9504034,9803176,110184,108011
825,826,9711046,206164,107134,105005,207143,9503121,9705236,9905055,9905055,106005,104246,9712084
826,827,9711030,103085,12007,6024,9510233,106188,9902098,9905012,9905012,108101,9910217,105005
827,828,9711029,12052,205110,9906070,9712004,9810212,9706082,4097,4097,9605231,11038,211018
828,829,9711019,9605091,210101,9712040,9702167,9810068,12052,206098,206098,9205011,106187,9708147
829,830,9711018,9809027,212059,301080,9409111,5015,206038,9712029,9712029,9503127,205177,9703118
830,831,9711009,9182,207044,209188,9402077,9706146,9201080,106002,106002,108004,110203,207163
831,832,9711008,211181,11060,9705122,9611173,9510233,9311103,103192,103192,9205046,9701045,107032
832,833,9711006,9610249,104168,9904073,9712147,4032,7078,212266,212266,7125,209214,109147
833,834,9711005,9710163,107022,9709160,9501057,103209,9805018,112059,112059,9406101,112059,6231
834,835,9711002,9501030,106127,9611186,9205069,9205069,9301067,107014,107014,9501098,9904011,110123
835,836,9711001,9912160,109095,9712150,9404185,4103,9806155,112066,112066,9605150,107098,6091
836,837,9710248,8204,104031,6219,9811035,9902038,106040,10222,10222,9612080,12131,11204
837,838,9710247,9912018,104167,9812227,9810026,9811225,9507074,9904011,9904011,9407193,210068,9602061
838,839,9710243,9809111,12072,9708118,210145,9712004,9812035,9505162,9505162,8054,9511164,11033
839,840,9710242,9205089,10001,212252,7023,209059,8090,8015,8015,9611120,210051,9812079
840,841,9710230,9603150,9707205,7044,205195,8130,108018,9612115,9612115,302030,210174,112079
841,842,9710219,9812073,9505035,9712253,9709039,9503231,110234,9911055,9911055,9307123,107215,9703052
842,843,9710218,9603127,10072,211141,9903029,206192,9402005,108052,108052,9503016,9706155,110087
843,844,9710217,9503099,110041,109175,210085,9907054,8151,9507032,9507032,112141,210231,212126
844,845,9710215,9209012,8046,10169,206161,9505105,9404077,210068,210068,9804184,12007,9707192
845,846,9710212,9903187,108198,9706168,9710095,9702024,9702008,9505088,9505088,9909129,11117,103259
846,847,9710198,9606136,9803194,7234,9511101,211266,4013,9511157,9511157,9142,108052,104200
847,848,9710193,9609094,8242,9804095,10283,9909129,7174,211162,211162,112125,10222,7234
848,849,9710192,4187,9174,9909180,9703053,11024,11282,9511213,9511213,8013,205075,9805107
849,850,9710179,5145,104147,9507012,9902104,9703053,103247,9505150,9505150,9308112,9910062,105035
850,851,9710163,9712172,7181,9710014,9503121,109212,9610106,105235,105235,9304141,9511157,9609094
851,852,9710160,9503057,12141,9505023,9504019,9203016,9803176,211127,211127,9512006,9503057,112196
852,853,9710154,9703176,109222,212207,9911214,10283,9912123,9811093,9811093,9710243,9905195,10221
853,854,9710153,211216,9808100,9904143,3255,210085,9906242,207236,207236,9910149,105235,9707132
854,855,9710149,301135,10220,9903213,9131,9712028,105311,9711153,9711153,9605033,112002,9602153
855,856,9710146,9605016,11252,6204,9505047,9211035,9812088,10268,10268,4147,211141,9707247
856,857,9710135,9603037,106247,9911007,9505105,10246,10220,9903021,9903021,9912001,212266,8231
857,858,9710126,9902210,106125,9181,9810212,205175,9402015,111013,111013,208119,9511108,9901134
858,859,9710125,9912181,10027,9805014,9610084,9411020,103155,4038,4038,9503209,9811093,106034
859,860,9710124,8230,210083,9709209,9604027,9611068,9506037,105098,105098,9604166,9511228,9804095
860,861,9710123,9603100,206071,5230,9902038,9601177,9311022,9507018,9507018,11160,106086,9912018
861,862,9710122,9708103,9810099,9808161,12265,9812208,9302109,10237,10237,112195,107014,112178
862,863,9710114,110232,4141,9803028,211266,9703158,4109,207091,207091,6232,211162,9811057
863,864,9710110,9156,12268,210257,9505129,9605187,9909218,211141,211141,9903121,106002,5180
864,865,9710102,109209,107143,9812121,209059,5040,9308020,205214,205214,10243,103192,9808139
865,866,9710096,12218,206077,210218,9512181,9511101,9806216,9803194,9803194,9403133,9905055,9902106
866,867,9710095,103196,12156,212179,5015,9612128,9605016,205075,205075,11252,9711153,208187
867,868,9710085,211263,9607184,9905209,103171,205259,9910065,106189,106189,9809124,106192,7204
868,869,9710073,112140,301066,9810031,9709017,9810072,9305110,9901008,9901008,108083,6008,9704151
869,870,9710069,10010,106242,5072,9812208,9407018,9030,9507012,9507012,9712214,9607184,208163
870,871,9710068,7029,103220,9705232,9902149,10105,7089,6008,6008,9910050,9903162,9709139
871,872,9710064,4125,9402044,111082,9811225,9512181,11111,107261,107261,109115,8015,301171
872,873,9710053,211182,108100,108221,9309097,9504017,107248,9904095,9904095,208142,9503179,9909134
873,874,9710032,9503002,9605154,9907101,9805058,9402077,12228,103241,103241,9908134,302087,104026
874,875,9710027,9511134,9512196,9307049,108204,9604027,103112,11205,11205,103247,207236,106081
875,876,9710024,205227,104126,206070,9405194,9410073,9503088,109081,109081,104093,107261,9606196
876,877,9710020,210046,9906161,9504129,9712020,9911214,9503205,9706155,9706155,9411122,10268,212314
877,878,9710014,106151,206154,9710247,9703206,9805168,9404008,104164,104164,9911242,9708044,8141
878,879,9710009,111199,9712172,9809021,208211,9504161,9401086,111078,111078,9903110,211127,9606136
879,880,9710006,10016,9711138,9702106,8081,9606001,106209,9190,9190,9510233,9507012,9807188
880,881,9710005,9808139,5123,103106,9501144,9303048,104139,107163,107163,9608163,207091,9711002
881,882,9709228,9911041,6114,9707131,9707257,9601052,9507150,9609059,9609059,106081,9603126,9806075
882,883,9709222,9804170,110183,9805156,205175,9402120,9306054,9910048,9910048,108011,9807216,9712170
883,884,9709220,103256,9612157,9512203,9512173,207242,9704043,9903162,9903162,9502057,4038,110071
884,885,9709219,10137,206060,9512154,4032,9805058,9610172,103203,103203,9204060,207145,9808074
885,886,9709211,9908036,5199,9706109,9311064,212097,9911066,108016,108016,9508053,105098,9506075
886,887,9709209,108150,9712084,9506106,9712028,212245,9510222,9511108,9511108,9506058,9711143,210072
887,888,9709198,112169,109079,9712170,9907113,10002,9243,9603126,9603126,108044,9710102,301178
888,889,9709196,9506109,111054,212337,9504017,12265,9203054,7055,7055,9508042,111078,7205
889,890,9709192,9908141,8015,206017,9209055,9503106,9706141,208162,208162,205301,205214,303109
890,891,9709177,9803194,9805096,9610242,9910156,9806199,112152,111007,111007,9601038,9512181,9708078
891,892,9709172,9806155,110119,6231,208138,9904181,9707068,107055,107055,7014,9612115,9711179
892,893,9709161,9405194,9807138,12104,210183,108075,9605136,11206,11206,9806039,9810206,111179
893,894,9709160,9602049,9709118,111208,206038,9301015,9905147,9512181,9512181,4198,9510225,9902045
894,895,9709159,9912075,12225,205171,9601052,9131,9607062,106192,106192,9403141,106189,303210
895,896,9709146,9805129,5222,11127,9712186,9503030,9812067,4002,4002,9810240,11205,9902190
896,897,9709139,211202,9601038,9904013,9201007,110274,9811019,108161,108161,9507074,112037,9602102
897,898,9709138,9201074,9909049,9503106,9404013,9703206,4134,9608104,9608104,6120,109081,9604070
898,899,9709135,212083,9905055,111210,12167,9808140,9208001,9503057,9503057,9806009,111013,9909214
899,900,9709123,9705106,303168,11166,212097,9910156,10010,7153,7153,103229,9609145,211250
900,901,9709118,9708015,208124,12193,9605187,10203,9910038,9510225,9510225,9609112,108016,205106
901,902,9709113,9701015,209090,110242,10246,210310,9609052,9908049,9908049,7035,104159,107160
902,903,9709107,9704198,108103,9804065,206192,6192,9176,9601057,9601057,9511108,9901147,12179
903,904,9709106,9706210,106191,9710064,9303048,9511002,9506098,11035,11035,107263,12194,112058
904,905,9709100,209089,110094,9806113,9811093,208211,9609059,9912019,9912019,9711063,9190,9199
905,906,9709099,9604041,210239,9043,9311022,12167,9710243,107110,107110,106120,12143,7007
906,907,9709098,9611222,109195,9911197,9511002,9710102,9711005,9810206,9810206,9310151,104164,9907166
907,908,9709096,9808100,5138,111027,9503030,9704013,9403108,205251,205251,110067,7195,5208
908,909,9709081,9707205,106189,9701129,9404008,9307010,9905038,9511228,9511228,205100,9901008,9904050
909,910,9709065,9703052,211176,107134,9211035,9906192,4106,9711157,9711157,9705173,9707258,210238
910,911,9709039,9710217,4061,302005,110274,207284,8204,12143,12143,111208,9907123,211291
911,912,9709037,9709099,209089,103124,9601177,5145,9208057,9067,9067,9511194,208162,9604068
912,913,9709033,9612085,9703072,110067,6192,12213,103085,107143,107143,9410041,111007,9804074
913,914,9709029,206017,207089,9402044,9806199,206161,9705091,207145,207145,9510225,107055,9504027
914,915,9709017,6100,9503121,9401070,9810068,9705211,104143,112037,112037,7114,9903021,9403040
915,916,9709015,9712145,208020,9301068,8112,9707192,9606040,103056,103056,9605152,9704067,301189
916,917,9709012,9709015,9707247,4003,107106,9906087,9205110,12194,12194,6137,9601057,9806130
917,918,9709006,9511064,12131,8058,9804027,9407027,9503127,103165,103165,9911205,10237,9810135
918,919,9709005,9512089,7090,9612102,5273,9907133,9412147,9807198,9807198,5204,207076,9805182
919,920,9709001,210134,211241,9209032,9803156,207153,6091,9705055,9705055,9910093,9705055,9804182
920,921,9708169,9709033,112064,9610053,12213,9309067,111179,302087,302087,9711143,9707071,10169
921,922,9708168,210249,8118,9507032,9201074,9712020,9406132,106047,106047,9211003,9912019,211222
922,923,9708164,104238,111059,107178,10060,9911174,9909086,206075,206075,9804084,9710027,9912104
923,924,9708152,9705175,108152,9910118,9704040,9903021,6232,210203,210203,9404092,4002,109131
924,925,9708147,303185,9609062,205188,9407027,9304026,104147,9017,9017,9507115,9803251,9903065
925,926,9708133,110143,9231,6066,9507063,9201074,103196,107167,107167,9512154,11206,9906182
926,927,9708127,9712143,9912266,9707089,9203016,9206015,11023,9710027,9710027,9305110,107167,105047
927,928,9708123,9707110,9912254,9712172,9612128,9804027,9804026,9710102,9710102,9305004,7153,7147
928,929,9708122,302105,9511164,111225,210217,9409079,9203042,9907123,9907123,9605233,103203,9612085
929,930,9708118,10054,11146,9905030,9909129,9903110,302030,205177,205177,9608072,9910048,209054
930,931,9708113,108229,9904064,9612157,9301015,9306147,11086,11279,11279,9410104,11035,9904179
931,932,9708109,108165,9211,9804011,9805168,9904183,10204,207076,207076,9907054,107110,7078
932,933,9708105,9812088,9507032,9402032,104147,4160,11060,212320,212320,12118,11279,109070
933,934,9708103,9712028,6120,210209,9407018,9311064,106213,9803251,9803251,9906182,108161,9309097
934,935,9708093,7106,8199,105214,9707192,9507045,9512105,209013,209013,111182,9712172,110196
935,936,9708085,10028,211056,9912012,10203,205195,5239,9912254,9912254,105177,9904095,303173
936,937,9708082,10256,208204,9812092,8130,9704040,208142,104136,104136,104260,9803194,9705221
937,938,9708081,8130,4103,103071,11131,9906029,9907189,9912090,9912090,9804170,4126,9904013
938,939,9708078,106112,9711083,205202,9309067,205303,9911087,5113,5113,9709107,9067,9812031
939,940,9708075,205131,205107,11115,8194,9410138,9709172,9607184,9607184,9905089,9704043,9806009
940,941,9708068,9911015,9704080,5090,10002,9904011,9808075,104147,104147,105059,107163,9605023
941,942,9708044,9402107,9603142,9505183,9410138,9907113,7029,9705130,9705130,9411020,103056,9911007
942,943,9708042,9605046,106078,209054,207284,107191,9809021,209068,209068,9907088,9705130,9803124
943,944,9708037,208196,3294,212069,9906192,9409189,9907088,9908201,9908201,9506091,9807198,107108
944,945,9708031,301049,9807198,208086,9201013,9405028,9207006,301213,301213,205294,7055,9907188
945,946,9708022,9607149,301030,104059,9409189,9505062,8128,211164,211164,9906242,206075,8019
946,947,9708016,9705192,9704087,9411187,108075,9405194,5090,7195,7195,9810113,210203,9410073
947,948,9708015,206010,9912161,9610205,9701037,9605229,9502057,104153,104153,9908120,9905104,10143
948,949,9708012,109054,9902210,7240,212245,9512173,9611105,9712047,9712047,9302051,106047,106103
949,950,9708009,9803076,9603073,9309097,9704013,9501057,9404056,11292,11292,9910004,9908201,9806197
950,951,9708004,7215,210054,7090,5145,212051,9910174,9701045,9701045,9810035,103106,112005
951,952,9708002,9904095,9807195,103239,9905155,9311022,12148,112002,112002,9811131,9902210,9708085
952,953,9707262,9711002,5067,9507022,9410073,9201013,9409068,207108,207108,106209,107143,208107
953,954,9707259,9105,107138,9512173,9904181,9611173,104056,206060,206060,4149,9244,212096
954,955,9707258,103230,9704198,206188,9609084,5273,9903130,207115,207115,9511106,212320,9906012
955,956,9707257,9602135,9707068,210072,4063,9305026,9706009,212179,212179,302223,9908049,9708105
956,957,9707251,9906242,9903117,9907188,9402120,9205064,9209016,108095,108095,10272,9607151,9201056
957,958,9707247,9406206,8091,9903120,9911174,9505122,9506064,9907054,9907054,9310157,301213,9611014
958,959,9707225,9909058,9804208,12143,9809024,9702008,9603042,8230,8230,9612164,103165,9804056
959,960,9707224,9209032,7156,9604091,9903110,9609084,9705003,106086,106086,9705040,3251,4003
960,961,9707217,9806104,112218,105048,6114,9809024,9912161,9224,9224,9807037,212179,9911113
961,962,9707214,9911098,9704174,9702166,9612148,9712251,9910076,9902210,9902210,9905038,211164,12135
962,963,9707212,210281,9156,10145,9704104,9803156,9810006,103106,103106,9912123,104153,10256
963,964,9707209,9612143,304005,103069,9611068,207049,5025,5098,5098,9807098,9017,9903210
964,965,9707205,9712020,205242,9904042,5088,9803264,10221,212063,212063,5270,206060,104073
965,966,9707202,9707224,7236,206002,12210,9404184,106005,10040,10040,9811195,4166,105208
966,967,9707199,9705188,9712071,9905006,9708123,103171,9608173,212262,212262,9710153,104136,9909119
967,968,9707197,9707259,9706168,9711179,9901070,9805112,9310070,9905104,9905104,9243,207108,9806071
968,969,9707192,9609059,106079,8088,9705152,9708103,9508017,3263,3263,107149,5098,9706194
969,970,9707189,9710102,7195,9901072,4147,8112,9704131,8214,8214,9503078,9912254,9812089
970,971,9707186,9904078,210139,103229,9508061,8194,9705232,9912161,9912161,9603149,209068,211212
971,972,9707174,211009,211129,9812240,8076,9901070,9806120,207148,207148,9807076,9912287,9904073
972,973,9707171,4148,210249,106081,207194,9906085,4148,105127,105127,9806042,5113,9701125
973,974,9707164,9703051,206141,211018,108018,9701037,9609174,3251,3251,107138,10127,210063
