,Id,Degree-Centrality,Betweenness-Centrality,EigenVector-centrality,Closeness-Centrality,Hub-Score,Authorities-Score,Degree-Prestige,Page-Rank,Katz Centrality,Page-Rank.1,Percolation-Centrality,score
10944,,,,,,,,,,,,,
10946,,,,,,,,,,,,,
10948,,,,,,,,,,,,,
10950,,,,,,,,,,,,,
10952,,,,,,,,,,,,,
10954,,,,,,,,,,,,,
10956,,,,,,,,,,,,,
10958,,,,,,,,,,,,,
10960,,,,,,,,,,,,,
10962,,,,,,,,,,,,,
10964,,,,,,,,,,,,,
10966,,,,,,,,,,,,,
10968,,,,,,,,,,,,,
10970,,,,,,,,,,,,,
10972,,,,,,,,,,,,,
10974,,,,,,,,,,,,,
10976,,,,,,,,,,,,,
10978,,,,,,,,,,,,,
10980,,,,,,,,,,,,,
10982,,,,,,,,,,,,,
10984,,,,,,,,,,,,,
10986,,,,,,,,,,,,,
10988,,,,,,,,,,,,,
10990,,,,,,,,,,,,,
10992,,,,,,,,,,,,,
10994,,,,,,,,,,,,,
10996,,,,,,,,,,,,,
10998,,,,,,,,,,,,,
11000,,,,,,,,,,,,,
11002,,,,,,,,,,,,,
11004,,,,,,,,,,,,,
11006,,,,,,,,,,,,,
11008,,,,,,,,,,,,,
11010,,,,,,,,,,,,,
11012,,,,,,,,,,,,,
11014,,,,,,,,,,,,,
11016,,,,,,,,,,,,,
11018,,,,,,,,,,,,,
11020,,,,,,,,,,,,,
11022,,,,,,,,,,,,,
11024,,,,,,,,,,,,,
11026,,,,,,,,,,,,,
11028,,,,,,,,,,,,,
11030,,,,,,,,,,,,,
11032,,,,,,,,,,,,,
11034,,,,,,,,,,,,,
11036,,,,,,,,,,,,,
11038,,,,,,,,,,,,,
11040,,,,,,,,,,,,,
11042,,,,,,,,,,,,,
11044,,,,,,,,,,,,,
11046,,,,,,,,,,,,,
11048,,,,,,,,,,,,,
11050,,,,,,,,,,,,,
11052,,,,,,,,,,,,,
11054,,,,,,,,,,,,,
11056,,,,,,,,,,,,,
11058,,,,,,,,,,,,,
11060,,,,,,,,,,,,,
11062,,,,,,,,,,,,,
11064,,,,,,,,,,,,,
11066,,,,,,,,,,,,,
11068,,,,,,,,,,,,,
11070,,,,,,,,,,,,,
11072,,,,,,,,,,,,,
11074,,,,,,,,,,,,,
11076,,,,,,,,,,,,,
11078,,,,,,,,,,,,,
11080,,,,,,,,,,,,,
11082,,,,,,,,,,,,,
11084,,,,,,,,,,,,,
11086,,,,,,,,,,,,,
11088,,,,,,,,,,,,,
11090,,,,,,,,,,,,,
11092,,,,,,,,,,,,,
11094,,,,,,,,,,,,,
11096,,,,,,,,,,,,,
11098,,,,,,,,,,,,,
11100,,,,,,,,,,,,,
11102,,,,,,,,,,,,,
11104,,,,,,,,,,,,,
11106,,,,,,,,,,,,,
11108,,,,,,,,,,,,,
11110,,,,,,,,,,,,,
11112,,,,,,,,,,,,,
11114,,,,,,,,,,,,,
11116,,,,,,,,,,,,,
11118,,,,,,,,,,,,,
11120,,,,,,,,,,,,,
11122,,,,,,,,,,,,,
11124,,,,,,,,,,,,,
11126,,,,,,,,,,,,,
11128,,,,,,,,,,,,,
11130,,,,,,,,,,,,,
11132,,,,,,,,,,,,,
11134,,,,,,,,,,,,,
11136,,,,,,,,,,,,,
11138,,,,,,,,,,,,,
11140,,,,,,,,,,,,,
11142,,,,,,,,,,,,,
11144,,,,,,,,,,,,,
11146,,,,,,,,,,,,,
11148,,,,,,,,,,,,,
11150,,,,,,,,,,,,,
11152,,,,,,,,,,,,,
11154,,,,,,,,,,,,,
11156,,,,,,,,,,,,,
11158,,,,,,,,,,,,,
11160,,,,,,,,,,,,,
11162,,,,,,,,,,,,,
11164,,,,,,,,,,,,,
11166,,,,,,,,,,,,,
11168,,,,,,,,,,,,,
11170,,,,,,,,,,,,,
11172,,,,,,,,,,,,,
11174,,,,,,,,,,,,,
11176,,,,,,,,,,,,,
11178,,,,,,,,,,,,,
11180,,,,,,,,,,,,,
11182,,,,,,,,,,,,,
11184,,,,,,,,,,,,,
11186,,,,,,,,,,,,,
11188,,,,,,,,,,,,,
11190,,,,,,,,,,,,,
11192,,,,,,,,,,,,,
11194,,,,,,,,,,,,,
11196,,,,,,,,,,,,,
11198,,,,,,,,,,,,,
11200,,,,,,,,,,,,,
11202,,,,,,,,,,,,,
11204,,,,,,,,,,,,,
11206,,,,,,,,,,,,,
11208,,,,,,,,,,,,,
11210,,,,,,,,,,,,,
11212,,,,,,,,,,,,,
11214,,,,,,,,,,,,,
11216,,,,,,,,,,,,,
11218,,,,,,,,,,,,,
11220,,,,,,,,,,,,,
11222,,,,,,,,,,,,,
11224,,,,,,,,,,,,,
11226,,,,,,,,,,,,,
11228,,,,,,,,,,,,,
11230,,,,,,,,,,,,,
11232,,,,,,,,,,,,,
11234,,,,,,,,,,,,,
11236,,,,,,,,,,,,,
11238,,,,,,,,,,,,,
11240,,,,,,,,,,,,,
11242,,,,,,,,,,,,,
11244,,,,,,,,,,,,,
11246,,,,,,,,,,,,,
11248,,,,,,,,,,,,,
11250,,,,,,,,,,,,,
11252,,,,,,,,,,,,,
11254,,,,,,,,,,,,,
11256,,,,,,,,,,,,,
11258,,,,,,,,,,,,,
11260,,,,,,,,,,,,,
11262,,,,,,,,,,,,,
11264,,,,,,,,,,,,,
11266,,,,,,,,,,,,,
11268,,,,,,,,,,,,,
11270,,,,,,,,,,,,,
11272,,,,,,,,,,,,,
11274,,,,,,,,,,,,,
11276,,,,,,,,,,,,,
11278,,,,,,,,,,,,,
11280,,,,,,,,,,,,,
11282,,,,,,,,,,,,,
11284,,,,,,,,,,,,,
11286,,,,,,,,,,,,,
11288,,,,,,,,,,,,,
11290,,,,,,,,,,,,,
11292,,,,,,,,,,,,,
11294,,,,,,,,,,,,,
11296,,,,,,,,,,,,,
11298,,,,,,,,,,,,,
11300,,,,,,,,,,,,,
11302,,,,,,,,,,,,,
11304,,,,,,,,,,,,,
11306,,,,,,,,,,,,,
11308,,,,,,,,,,,,,
11310,,,,,,,,,,,,,
11312,,,,,,,,,,,,,
11314,,,,,,,,,,,,,
11316,,,,,,,,,,,,,
11318,,,,,,,,,,,,,
11320,,,,,,,,,,,,,
11322,,,,,,,,,,,,,
11324,,,,,,,,,,,,,
11326,,,,,,,,,,,,,
11328,,,,,,,,,,,,,
11330,,,,,,,,,,,,,
11332,,,,,,,,,,,,,
11334,,,,,,,,,,,,,
11336,,,,,,,,,,,,,
11338,,,,,,,,,,,,,
11340,,,,,,,,,,,,,
11342,,,,,,,,,,,,,
11344,,,,,,,,,,,,,
11346,,,,,,,,,,,,,
11348,,,,,,,,,,,,,
11350,,,,,,,,,,,,,
11352,,,,,,,,,,,,,
11354,,,,,,,,,,,,,
11356,,,,,,,,,,,,,
11358,,,,,,,,,,,,,
11360,,,,,,,,,,,,,
11362,,,,,,,,,,,,,
11364,,,,,,,,,,,,,
11366,,,,,,,,,,,,,
11368,,,,,,,,,,,,,
11370,,,,,,,,,,,,,
11372,,,,,,,,,,,,,
11374,,,,,,,,,,,,,
11376,,,,,,,,,,,,,
11378,,,,,,,,,,,,,
11380,,,,,,,,,,,,,
11382,,,,,,,,,,,,,
11384,,,,,,,,,,,,,
11386,,,,,,,,,,,,,
11388,,,,,,,,,,,,,
11390,,,,,,,,,,,,,
11392,,,,,,,,,,,,,
11394,,,,,,,,,,,,,
11396,,,,,,,,,,,,,
11398,,,,,,,,,,,,,
11400,,,,,,,,,,,,,
11402,,,,,,,,,,,,,
11404,,,,,,,,,,,,,
11406,,,,,,,,,,,,,
11408,,,,,,,,,,,,,
11410,,,,,,,,,,,,,
11412,,,,,,,,,,,,,
11414,,,,,,,,,,,,,
11416,,,,,,,,,,,,,
11418,,,,,,,,,,,,,
11420,,,,,,,,,,,,,
11422,,,,,,,,,,,,,
11424,,,,,,,,,,,,,
11426,,,,,,,,,,,,,
11428,,,,,,,,,,,,,
11430,,,,,,,,,,,,,
11432,,,,,,,,,,,,,
11434,,,,,,,,,,,,,
11436,,,,,,,,,,,,,
11438,,,,,,,,,,,,,
11440,,,,,,,,,,,,,
11442,,,,,,,,,,,,,
11444,,,,,,,,,,,,,
11446,,,,,,,,,,,,,
11448,,,,,,,,,,,,,
11450,,,,,,,,,,,,,
11452,,,,,,,,,,,,,
11454,,,,,,,,,,,,,
11456,,,,,,,,,,,,,
11458,,,,,,,,,,,,,
11460,,,,,,,,,,,,,
11462,,,,,,,,,,,,,
11464,,,,,,,,,,,,,
11466,,,,,,,,,,,,,
11468,,,,,,,,,,,,,
11470,,,,,,,,,,,,,
11472,,,,,,,,,,,,,
11474,,,,,,,,,,,,,
11476,,,,,,,,,,,,,
11478,,,,,,,,,,,,,
11480,,,,,,,,,,,,,
11482,,,,,,,,,,,,,
11484,,,,,,,,,,,,,
11486,,,,,,,,,,,,,
11488,,,,,,,,,,,,,
11490,,,,,,,,,,,,,
11492,,,,,,,,,,,,,
11494,,,,,,,,,,,,,
11496,,,,,,,,,,,,,
11498,,,,,,,,,,,,,
11500,,,,,,,,,,,,,
11502,,,,,,,,,,,,,
11504,,,,,,,,,,,,,
11506,,,,,,,,,,,,,
11508,,,,,,,,,,,,,
11510,,,,,,,,,,,,,
11512,,,,,,,,,,,,,
11514,,,,,,,,,,,,,
11516,,,,,,,,,,,,,
11518,,,,,,,,,,,,,
11520,,,,,,,,,,,,,
11522,,,,,,,,,,,,,
11524,,,,,,,,,,,,,
11526,,,,,,,,,,,,,
11528,,,,,,,,,,,,,
11530,,,,,,,,,,,,,
11532,,,,,,,,,,,,,
11534,,,,,,,,,,,,,
11536,,,,,,,,,,,,,
11538,,,,,,,,,,,,,
11540,,,,,,,,,,,,,
11542,,,,,,,,,,,,,
11544,,,,,,,,,,,,,
11546,,,,,,,,,,,,,
11548,,,,,,,,,,,,,
11550,,,,,,,,,,,,,
11552,,,,,,,,,,,,,
11554,,,,,,,,,,,,,
11556,,,,,,,,,,,,,
11558,,,,,,,,,,,,,
11560,,,,,,,,,,,,,
11562,,,,,,,,,,,,,
11564,,,,,,,,,,,,,
11566,,,,,,,,,,,,,
11568,,,,,,,,,,,,,
11570,,,,,,,,,,,,,
11572,,,,,,,,,,,,,
11574,,,,,,,,,,,,,
11576,,,,,,,,,,,,,
11578,,,,,,,,,,,,,
11580,,,,,,,,,,,,,
11582,,,,,,,,,,,,,
11584,,,,,,,,,,,,,
11586,,,,,,,,,,,,,
11588,,,,,,,,,,,,,
11590,,,,,,,,,,,,,
11592,,,,,,,,,,,,,
11594,,,,,,,,,,,,,
11596,,,,,,,,,,,,,
11598,,,,,,,,,,,,,
11600,,,,,,,,,,,,,
11602,,,,,,,,,,,,,
11604,,,,,,,,,,,,,
11606,,,,,,,,,,,,,
11608,,,,,,,,,,,,,
11610,,,,,,,,,,,,,
11612,,,,,,,,,,,,,
11614,,,,,,,,,,,,,
11616,,,,,,,,,,,,,
11618,,,,,,,,,,,,,
11620,,,,,,,,,,,,,
11622,,,,,,,,,,,,,
11624,,,,,,,,,,,,,
11626,,,,,,,,,,,,,
11628,,,,,,,,,,,,,
11630,,,,,,,,,,,,,
11632,,,,,,,,,,,,,
11634,,,,,,,,,,,,,
11636,,,,,,,,,,,,,
11638,,,,,,,,,,,,,
11640,,,,,,,,,,,,,
11642,,,,,,,,,,,,,
11644,,,,,,,,,,,,,
11646,,,,,,,,,,,,,
11648,,,,,,,,,,,,,
11650,,,,,,,,,,,,,
11652,,,,,,,,,,,,,
11654,,,,,,,,,,,,,
11656,,,,,,,,,,,,,
11658,,,,,,,,,,,,,
11660,,,,,,,,,,,,,
11662,,,,,,,,,,,,,
11664,,,,,,,,,,,,,
11666,,,,,,,,,,,,,
11668,,,,,,,,,,,,,
11670,,,,,,,,,,,,,
11672,,,,,,,,,,,,,
11674,,,,,,,,,,,,,
11676,,,,,,,,,,,,,
11678,,,,,,,,,,,,,
11680,,,,,,,,,,,,,
11682,,,,,,,,,,,,,
11684,,,,,,,,,,,,,
11686,,,,,,,,,,,,,
11688,,,,,,,,,,,,,
11690,,,,,,,,,,,,,
11692,,,,,,,,,,,,,
11694,,,,,,,,,,,,,
11696,,,,,,,,,,,,,
11698,,,,,,,,,,,,,
11700,,,,,,,,,,,,,
11702,,,,,,,,,,,,,
11704,,,,,,,,,,,,,
11706,,,,,,,,,,,,,
11708,,,,,,,,,,,,,
11710,,,,,,,,,,,,,
11712,,,,,,,,,,,,,
11714,,,,,,,,,,,,,
11716,,,,,,,,,,,,,
11718,,,,,,,,,,,,,
11720,,,,,,,,,,,,,
11722,,,,,,,,,,,,,
11724,,,,,,,,,,,,,
11726,,,,,,,,,,,,,
11728,,,,,,,,,,,,,
11730,,,,,,,,,,,,,
11732,,,,,,,,,,,,,
11734,,,,,,,,,,,,,
11736,,,,,,,,,,,,,
11738,,,,,,,,,,,,,
11740,,,,,,,,,,,,,
11742,,,,,,,,,,,,,
11744,,,,,,,,,,,,,
11746,,,,,,,,,,,,,
11748,,,,,,,,,,,,,
11750,,,,,,,,,,,,,
11752,,,,,,,,,,,,,
11754,,,,,,,,,,,,,
11756,,,,,,,,,,,,,
11758,,,,,,,,,,,,,
11760,,,,,,,,,,,,,
11762,,,,,,,,,,,,,
11764,,,,,,,,,,,,,
11766,,,,,,,,,,,,,
11768,,,,,,,,,,,,,
11770,,,,,,,,,,,,,
11772,,,,,,,,,,,,,
11774,,,,,,,,,,,,,
11776,,,,,,,,,,,,,
11778,,,,,,,,,,,,,
11780,,,,,,,,,,,,,
11782,,,,,,,,,,,,,
11784,,,,,,,,,,,,,
11786,,,,,,,,,,,,,
11788,,,,,,,,,,,,,
11790,,,,,,,,,,,,,
11792,,,,,,,,,,,,,
11794,,,,,,,,,,,,,
11796,,,,,,,,,,,,,
11798,,,,,,,,,,,,,
11800,,,,,,,,,,,,,
11802,,,,,,,,,,,,,
11804,,,,,,,,,,,,,
11806,,,,,,,,,,,,,
11808,,,,,,,,,,,,,
11810,,,,,,,,,,,,,
11812,,,,,,,,,,,,,
11814,,,,,,,,,,,,,
11816,,,,,,,,,,,,,
11818,,,,,,,,,,,,,
11820,,,,,,,,,,,,,
11822,,,,,,,,,,,,,
11824,,,,,,,,,,,,,
11826,,,,,,,,,,,,,
11828,,,,,,,,,,,,,
11830,,,,,,,,,,,,,
11832,,,,,,,,,,,,,
11834,,,,,,,,,,,,,
11836,,,,,,,,,,,,,
11838,,,,,,,,,,,,,
11840,,,,,,,,,,,,,
11842,,,,,,,,,,,,,
11844,,,,,,,,,,,,,
11846,,,,,,,,,,,,,
11848,,,,,,,,,,,,,
11850,,,,,,,,,,,,,
11852,,,,,,,,,,,,,
11854,,,,,,,,,,,,,
11856,,,,,,,,,,,,,
11858,,,,,,,,,,,,,
11860,,,,,,,,,,,,,
11862,,,,,,,,,,,,,
11864,,,,,,,,,,,,,
11866,,,,,,,,,,,,,
11868,,,,,,,,,,,,,
11870,,,,,,,,,,,,,
11872,,,,,,,,,,,,,
11874,,,,,,,,,,,,,
11876,,,,,,,,,,,,,
11878,,,,,,,,,,,,,
11880,,,,,,,,,,,,,
11882,,,,,,,,,,,,,
11884,,,,,,,,,,,,,
11886,,,,,,,,,,,,,
11888,,,,,,,,,,,,,
11890,,,,,,,,,,,,,
11892,,,,,,,,,,,,,
11894,,,,,,,,,,,,,
11896,,,,,,,,,,,,,
11898,,,,,,,,,,,,,
11900,,,,,,,,,,,,,
11902,,,,,,,,,,,,,
11904,,,,,,,,,,,,,
11906,,,,,,,,,,,,,
11908,,,,,,,,,,,,,
11910,,,,,,,,,,,,,
11912,,,,,,,,,,,,,
11914,,,,,,,,,,,,,
11916,,,,,,,,,,,,,
11918,,,,,,,,,,,,,
11920,,,,,,,,,,,,,
11922,,,,,,,,,,,,,
11924,,,,,,,,,,,,,
11926,,,,,,,,,,,,,
11928,,,,,,,,,,,,,
11930,,,,,,,,,,,,,
11932,,,,,,,,,,,,,
11934,,,,,,,,,,,,,
11936,,,,,,,,,,,,,
11938,,,,,,,,,,,,,
11940,,,,,,,,,,,,,
11942,,,,,,,,,,,,,
11944,,,,,,,,,,,,,
11946,,,,,,,,,,,,,
11948,,,,,,,,,,,,,
11950,,,,,,,,,,,,,
11952,,,,,,,,,,,,,
11954,,,,,,,,,,,,,
11956,,,,,,,,,,,,,
11958,,,,,,,,,,,,,
11960,,,,,,,,,,,,,
11962,,,,,,,,,,,,,
11964,,,,,,,,,,,,,
11966,,,,,,,,,,,,,
11968,,,,,,,,,,,,,
11970,,,,,,,,,,,,,
11972,,,,,,,,,,,,,
11974,,,,,,,,,,,,,
11976,,,,,,,,,,,,,
11978,,,,,,,,,,,,,
11980,,,,,,,,,,,,,
11982,,,,,,,,,,,,,
11984,,,,,,,,,,,,,
11986,,,,,,,,,,,,,
11988,,,,,,,,,,,,,
11990,,,,,,,,,,,,,
11992,,,,,,,,,,,,,
11994,,,,,,,,,,,,,
11996,,,,,,,,,,,,,
11998,,,,,,,,,,,,,
12000,,,,,,,,,,,,,
12002,,,,,,,,,,,,,
12004,,,,,,,,,,,,,
12006,,,,,,,,,,,,,
12008,,,,,,,,,,,,,
12010,,,,,,,,,,,,,
12012,,,,,,,,,,,,,
12014,,,,,,,,,,,,,
12016,,,,,,,,,,,,,
12018,,,,,,,,,,,,,
12020,,,,,,,,,,,,,
12022,,,,,,,,,,,,,
12024,,,,,,,,,,,,,
12026,,,,,,,,,,,,,
12028,,,,,,,,,,,,,
12030,,,,,,,,,,,,,
12032,,,,,,,,,,,,,
12034,,,,,,,,,,,,,
12036,,,,,,,,,,,,,
12038,,,,,,,,,,,,,
12040,,,,,,,,,,,,,
12042,,,,,,,,,,,,,
12044,,,,,,,,,,,,,
12046,,,,,,,,,,,,,
12048,,,,,,,,,,,,,
12050,,,,,,,,,,,,,
12052,,,,,,,,,,,,,
12054,,,,,,,,,,,,,
12056,,,,,,,,,,,,,
12058,,,,,,,,,,,,,
12060,,,,,,,,,,,,,
12062,,,,,,,,,,,,,
12064,,,,,,,,,,,,,
12066,,,,,,,,,,,,,
12068,,,,,,,,,,,,,
12070,,,,,,,,,,,,,
12072,,,,,,,,,,,,,
12074,,,,,,,,,,,,,
12076,,,,,,,,,,,,,
12078,,,,,,,,,,,,,
12080,,,,,,,,,,,,,
12082,,,,,,,,,,,,,
12084,,,,,,,,,,,,,
12086,,,,,,,,,,,,,
12088,,,,,,,,,,,,,
12090,,,,,,,,,,,,,
12092,,,,,,,,,,,,,
12094,,,,,,,,,,,,,
12096,,,,,,,,,,,,,
12098,,,,,,,,,,,,,
12100,,,,,,,,,,,,,
12102,,,,,,,,,,,,,
12104,,,,,,,,,,,,,
12106,,,,,,,,,,,,,
12108,,,,,,,,,,,,,
12110,,,,,,,,,,,,,
12112,,,,,,,,,,,,,
12114,,,,,,,,,,,,,
12116,,,,,,,,,,,,,
12118,,,,,,,,,,,,,
12120,,,,,,,,,,,,,
12122,,,,,,,,,,,,,
12124,,,,,,,,,,,,,
12126,,,,,,,,,,,,,
12128,,,,,,,,,,,,,
12130,,,,,,,,,,,,,
12132,,,,,,,,,,,,,
12134,,,,,,,,,,,,,
12136,,,,,,,,,,,,,
12138,,,,,,,,,,,,,
12140,,,,,,,,,,,,,
12142,,,,,,,,,,,,,
12144,,,,,,,,,,,,,
12146,,,,,,,,,,,,,
12148,,,,,,,,,,,,,
12150,,,,,,,,,,,,,
12152,,,,,,,,,,,,,
12154,,,,,,,,,,,,,
12156,,,,,,,,,,,,,
12158,,,,,,,,,,,,,
12160,,,,,,,,,,,,,
12162,,,,,,,,,,,,,
12164,,,,,,,,,,,,,
12166,,,,,,,,,,,,,
12168,,,,,,,,,,,,,
12170,,,,,,,,,,,,,
12172,,,,,,,,,,,,,
12174,,,,,,,,,,,,,
12176,,,,,,,,,,,,,
12178,,,,,,,,,,,,,
12180,,,,,,,,,,,,,
12182,,,,,,,,,,,,,
12184,,,,,,,,,,,,,
12186,,,,,,,,,,,,,
12188,,,,,,,,,,,,,
12190,,,,,,,,,,,,,
12192,,,,,,,,,,,,,
12194,,,,,,,,,,,,,
12196,,,,,,,,,,,,,
12198,,,,,,,,,,,,,
12200,,,,,,,,,,,,,
12202,,,,,,,,,,,,,
12204,,,,,,,,,,,,,
12206,,,,,,,,,,,,,
12208,,,,,,,,,,,,,
12210,,,,,,,,,,,,,
12212,,,,,,,,,,,,,
12214,,,,,,,,,,,,,
12216,,,,,,,,,,,,,
12218,,,,,,,,,,,,,
12220,,,,,,,,,,,,,
12222,,,,,,,,,,,,,
12224,,,,,,,,,,,,,
12226,,,,,,,,,,,,,
12228,,,,,,,,,,,,,
12230,,,,,,,,,,,,,
12232,,,,,,,,,,,,,
12234,,,,,,,,,,,,,
12236,,,,,,,,,,,,,
12238,,,,,,,,,,,,,
12240,,,,,,,,,,,,,
12242,,,,,,,,,,,,,
12244,,,,,,,,,,,,,
12246,,,,,,,,,,,,,
12248,,,,,,,,,,,,,
12250,,,,,,,,,,,,,
12252,,,,,,,,,,,,,
12254,,,,,,,,,,,,,
12256,,,,,,,,,,,,,
12258,,,,,,,,,,,,,
12260,,,,,,,,,,,,,
12262,,,,,,,,,,,,,
12264,,,,,,,,,,,,,
12266,,,,,,,,,,,,,
12268,,,,,,,,,,,,,
12270,,,,,,,,,,,,,
12272,,,,,,,,,,,,,
12274,,,,,,,,,,,,,
12276,,,,,,,,,,,,,
12278,,,,,,,,,,,,,
12280,,,,,,,,,,,,,
12282,,,,,,,,,,,,,
12284,,,,,,,,,,,,,
12286,,,,,,,,,,,,,
12288,,,,,,,,,,,,,
12290,,,,,,,,,,,,,
12292,,,,,,,,,,,,,
12294,,,,,,,,,,,,,
12296,,,,,,,,,,,,,
12298,,,,,,,,,,,,,
12300,,,,,,,,,,,,,
12302,,,,,,,,,,,,,
12304,,,,,,,,,,,,,
12306,,,,,,,,,,,,,
12308,,,,,,,,,,,,,
12310,,,,,,,,,,,,,
12312,,,,,,,,,,,,,
12314,,,,,,,,,,,,,
12316,,,,,,,,,,,,,
12318,,,,,,,,,,,,,
12320,,,,,,,,,,,,,
12322,,,,,,,,,,,,,
12324,,,,,,,,,,,,,
12326,,,,,,,,,,,,,
12328,,,,,,,,,,,,,
12330,,,,,,,,,,,,,
12332,,,,,,,,,,,,,
12334,,,,,,,,,,,,,
12336,,,,,,,,,,,,,
12338,,,,,,,,,,,,,
12340,,,,,,,,,,,,,
12342,,,,,,,,,,,,,
12344,,,,,,,,,,,,,
12346,,,,,,,,,,,,,
12348,,,,,,,,,,,,,
12350,,,,,,,,,,,,,
12352,,,,,,,,,,,,,
12354,,,,,,,,,,,,,
12356,,,,,,,,,,,,,
12358,,,,,,,,,,,,,
12360,,,,,,,,,,,,,
12362,,,,,,,,,,,,,
12364,,,,,,,,,,,,,
12366,,,,,,,,,,,,,
12368,,,,,,,,,,,,,
12370,,,,,,,,,,,,,
12372,,,,,,,,,,,,,
12374,,,,,,,,,,,,,
12376,,,,,,,,,,,,,
12378,,,,,,,,,,,,,
12380,,,,,,,,,,,,,
12382,,,,,,,,,,,,,
12384,,,,,,,,,,,,,
12386,,,,,,,,,,,,,
12388,,,,,,,,,,,,,
12390,,,,,,,,,,,,,
12392,,,,,,,,,,,,,
12394,,,,,,,,,,,,,
12396,,,,,,,,,,,,,
12398,,,,,,,,,,,,,
12400,,,,,,,,,,,,,
12402,,,,,,,,,,,,,
12404,,,,,,,,,,,,,
12406,,,,,,,,,,,,,
12408,,,,,,,,,,,,,
12410,,,,,,,,,,,,,
12412,,,,,,,,,,,,,
12414,,,,,,,,,,,,,
12416,,,,,,,,,,,,,
12418,,,,,,,,,,,,,
12420,,,,,,,,,,,,,
12422,,,,,,,,,,,,,
12424,,,,,,,,,,,,,
12426,,,,,,,,,,,,,
12428,,,,,,,,,,,,,
12430,,,,,,,,,,,,,
12432,,,,,,,,,,,,,
12434,,,,,,,,,,,,,
12436,,,,,,,,,,,,,
12438,,,,,,,,,,,,,
12440,,,,,,,,,,,,,
12442,,,,,,,,,,,,,
12444,,,,,,,,,,,,,
12446,,,,,,,,,,,,,
12448,,,,,,,,,,,,,
12450,,,,,,,,,,,,,
12452,,,,,,,,,,,,,
12454,,,,,,,,,,,,,
12456,,,,,,,,,,,,,
12458,,,,,,,,,,,,,
12460,,,,,,,,,,,,,
12462,,,,,,,,,,,,,
12464,,,,,,,,,,,,,
12466,,,,,,,,,,,,,
12468,,,,,,,,,,,,,
12470,,,,,,,,,,,,,
12472,,,,,,,,,,,,,
12474,,,,,,,,,,,,,
12476,,,,,,,,,,,,,
12478,,,,,,,,,,,,,
12480,,,,,,,,,,,,,
12482,,,,,,,,,,,,,
12484,,,,,,,,,,,,,
12486,,,,,,,,,,,,,
12488,,,,,,,,,,,,,
12490,,,,,,,,,,,,,
12492,,,,,,,,,,,,,
12494,,,,,,,,,,,,,
12496,,,,,,,,,,,,,
12498,,,,,,,,,,,,,
12500,,,,,,,,,,,,,
12502,,,,,,,,,,,,,
12504,,,,,,,,,,,,,
12506,,,,,,,,,,,,,
12508,,,,,,,,,,,,,
12510,,,,,,,,,,,,,
12512,,,,,,,,,,,,,
12514,,,,,,,,,,,,,
12516,,,,,,,,,,,,,
12518,,,,,,,,,,,,,
12520,,,,,,,,,,,,,
12522,,,,,,,,,,,,,
12524,,,,,,,,,,,,,
12526,,,,,,,,,,,,,
12528,,,,,,,,,,,,,
12530,,,,,,,,,,,,,
12532,,,,,,,,,,,,,
12534,,,,,,,,,,,,,
12536,,,,,,,,,,,,,
12538,,,,,,,,,,,,,
12540,,,,,,,,,,,,,
12542,,,,,,,,,,,,,
12544,,,,,,,,,,,,,
12546,,,,,,,,,,,,,
12548,,,,,,,,,,,,,
12550,,,,,,,,,,,,,
12552,,,,,,,,,,,,,
12554,,,,,,,,,,,,,
12556,,,,,,,,,,,,,
12558,,,,,,,,,,,,,
12560,,,,,,,,,,,,,
12562,,,,,,,,,,,,,
12564,,,,,,,,,,,,,
12566,,,,,,,,,,,,,
12568,,,,,,,,,,,,,
12570,,,,,,,,,,,,,
12572,,,,,,,,,,,,,
12574,,,,,,,,,,,,,
12576,,,,,,,,,,,,,
12578,,,,,,,,,,,,,
12580,,,,,,,,,,,,,
12582,,,,,,,,,,,,,
12584,,,,,,,,,,,,,
12586,,,,,,,,,,,,,
12588,,,,,,,,,,,,,
12590,,,,,,,,,,,,,
12592,,,,,,,,,,,,,
12594,,,,,,,,,,,,,
12596,,,,,,,,,,,,,
12598,,,,,,,,,,,,,
12600,,,,,,,,,,,,,
12602,,,,,,,,,,,,,
12604,,,,,,,,,,,,,
12606,,,,,,,,,,,,,
12608,,,,,,,,,,,,,
12610,,,,,,,,,,,,,
12612,,,,,,,,,,,,,
12614,,,,,,,,,,,,,
12616,,,,,,,,,,,,,
12618,,,,,,,,,,,,,
12620,,,,,,,,,,,,,
12622,,,,,,,,,,,,,
12624,,,,,,,,,,,,,
12626,,,,,,,,,,,,,
12628,,,,,,,,,,,,,
12630,,,,,,,,,,,,,
12632,,,,,,,,,,,,,
12634,,,,,,,,,,,,,
12636,,,,,,,,,,,,,
12638,,,,,,,,,,,,,
12640,,,,,,,,,,,,,
12642,,,,,,,,,,,,,
12644,,,,,,,,,,,,,
12646,,,,,,,,,,,,,
12648,,,,,,,,,,,,,
12650,,,,,,,,,,,,,
12652,,,,,,,,,,,,,
12654,,,,,,,,,,,,,
12656,,,,,,,,,,,,,
12658,,,,,,,,,,,,,
12660,,,,,,,,,,,,,
12662,,,,,,,,,,,,,
12664,,,,,,,,,,,,,
12666,,,,,,,,,,,,,
12668,,,,,,,,,,,,,
12670,,,,,,,,,,,,,
12672,,,,,,,,,,,,,
12674,,,,,,,,,,,,,
12676,,,,,,,,,,,,,
12678,,,,,,,,,,,,,
