Id,BCT,hubscore,authoritiesscore,closeness centrality,degree centrality,degree_prestige,eigenvector centrality,Harmonic centrality,Page-Rank,Percolation-Centrality,betweenness centrality,scores
209191,0.035665986,1.16E-06,0.000102101,0.096524869,0.003870641,7.23E-05,0.015066354,3161.200241,8.41E-05,4.49E-06,4.49E-06,
209192,0.026999484,0,0.000101233,0.070429656,0.002930111,0,5.21E-05,2416.725623,2.47E-05,0,0,
209193,0.034332678,1.73E-05,0.0001017,0.091904672,0.003725944,0.000614962,0.008175242,2904.351822,2.58E-05,3.64E-06,3.64E-06,
209194,0.037999274,1.15E-06,0.000102329,0.098969563,0.004123861,3.62E-05,0.014256334,3218.858211,0.000125023,8.93E-06,8.93E-06,
209195,0.038665928,3.44E-06,0.000101921,0.102748534,0.004196209,0.000108523,0.011334066,3295.627278,0.000103894,5.53E-06,5.53E-06,
209196,0.000666654,-1.90E-25,1.52E-10,3.62E-05,7.23E-05,3.62E-05,5.47E-37,1,1.87E-05,1.31E-09,1.31E-09,
209197,0.032666043,2.29E-06,0.000101184,0.099629955,0.003545073,0.000108523,0.007352352,3094.758067,4.55E-05,1.06E-06,1.06E-06,
209198,0.001999962,1.15E-06,3.36E-07,0.065098481,0.000217045,7.23E-05,3.11E-05,2225.217823,1.57E-05,1.76E-08,1.76E-08,
209199,0.026332831,0,0.000101188,0.071783835,0.002857763,0,0.000296275,2467.358502,2.00E-05,0,0,
209200,0.032666043,2.30E-06,0.000101271,0.091699112,0.003545073,7.23E-05,0.003194068,3142.491011,5.25E-05,1.41E-06,1.41E-06,
209201,0.045665795,9.25E-06,0.000102375,0.103244892,0.004955867,0.000397916,0.10906832,3293.171147,5.13E-05,1.64E-05,1.64E-05,
209202,0.041665871,1.72E-05,0.000101215,0.09582566,0.004521777,0.000578787,0.007835118,3114.754951,0.000102376,1.56E-05,1.56E-05,
209203,0.033666024,2.31E-06,0.000101743,0.093700148,0.003653596,7.23E-05,0.012231586,2965.422919,6.47E-05,5.12E-07,5.12E-07,
209204,0.000333327,0,6.52E-09,0.000136349,3.62E-05,0,4.66E-35,4,1.58E-05,0,0,
209205,0.034666005,5.74E-06,0.00010195,0.084626899,0.003762118,0.000217045,0.002735656,2947.325313,6.81E-05,2.30E-05,2.30E-05,
209206,0.034999332,6.87E-06,0.000101131,0.082120645,0.003798293,0.000217045,0.002401598,2869.721984,8.94E-05,1.01E-05,1.01E-05,
209207,0.028666119,1.14E-06,0.000101065,0.079022392,0.003110982,3.62E-05,0.001603337,2688.732768,5.44E-05,1.11E-07,1.11E-07,
209208,0.006999866,1.84E-09,1.03E-05,0.055421881,0.000759659,3.62E-05,7.07E-06,1825.709934,5.26E-05,3.34E-09,3.34E-09,
209209,0.028666119,0,0.000101584,0.074230241,0.003110982,0,3.74E-05,2497.124963,6.68E-05,0,0,
209210,0.030999408,1.15E-06,0.000101181,0.079427754,0.003364202,3.62E-05,0.000477239,2814.93462,4.66E-05,4.54E-08,4.54E-08,
209211,0.032332716,4.64E-06,0.000102502,0.079742809,0.003508899,0.000180871,0.004122304,2767.433308,4.37E-05,3.54E-06,3.54E-06,
209212,0.031999389,0,0.000102743,0.086081305,0.003472725,0,0.008306673,3060.057176,5.04E-05,0,0,
209213,0.001999962,0,1.26E-08,0.054989534,0.000217045,0,4.39E-07,1794.267573,3.17E-05,0,0,
209214,0.027999465,1.15E-06,0.000101309,0.080775483,0.003038634,3.62E-05,0.000375973,2678.065704,0.000122493,1.61E-07,1.61E-07,
209215,0.042332525,2.77E-05,0.000101796,0.097388933,0.004594125,0.001049052,0.088600179,3053.346373,4.07E-05,1.50E-05,1.50E-05,
209217,0.036999294,5.73E-06,0.000101846,0.098791012,0.004015338,0.000217045,0.004527141,3101.547343,3.83E-05,3.52E-05,3.52E-05,
209218,0.03299937,3.46E-06,0.000101828,0.100119204,0.003581247,0.000108523,0.024702327,3135.649453,3.57E-05,1.80E-06,1.80E-06,
209219,0.037999274,6.93E-06,0.000101491,0.101959018,0.004123861,0.00025322,0.027694867,3247.822607,0.000107582,3.03E-06,3.03E-06,
209220,0.028332792,0,0.000101234,0.064553505,0.003074808,0,2.61E-05,2271.692451,2.27E-05,0,0,
209221,0.028666119,0,0.000101114,0.073424107,0.003110982,0,0.000374695,2447.022066,6.50E-05,0,0,
209222,0.043332506,1.15E-05,0.000101903,0.104166528,0.004702648,0.000506439,0.01641089,3287.360664,6.28E-05,9.85E-06,9.85E-06,
209223,0.035999313,3.44E-06,0.000101809,0.087369959,0.003906815,0.000144697,0.001204537,2979.707246,7.70E-05,9.92E-06,9.92E-06,
209224,0.035665986,1.16E-05,0.000102758,0.100364262,0.003870641,0.000397916,0.022931454,3269.499726,3.87E-05,5.86E-06,5.86E-06,
209225,0.041999198,1.15E-05,0.000102004,0.104273689,0.004557951,0.000434091,0.051059017,3307.807304,9.53E-05,9.92E-05,9.92E-05,
209226,0.033666024,5.75E-06,0.000101788,0.094258986,0.003653596,0.000180871,0.004140738,3043.683981,6.27E-05,1.25E-05,1.25E-05,
209227,0.028332792,4.61E-06,0.00010104,0.076311238,0.003074808,0.000180871,0.001805454,2493.956109,4.03E-05,1.55E-06,1.55E-06,
209228,0.034332678,3.46E-06,0.000101151,0.091625888,0.003725944,0.000108523,0.005895624,3064.483228,9.55E-05,1.01E-05,1.01E-05,
209229,0.025666177,0,0.000100991,0.07406037,0.002785415,0,0.000200884,2431.772384,4.64E-05,0,0,
209230,0.083331742,4.60E-06,0.000103686,0.103128325,0.009043554,0.000144697,0.008862753,3617.501314,0.000310284,2.16E-05,2.16E-05,
209231,0.035665986,1.84E-05,0.000101615,0.091321498,0.003870641,0.000578787,0.0022161,2840.527507,4.42E-05,3.06E-05,3.06E-05,
209232,0.038999255,4.59E-06,0.00010136,0.101425518,0.004232383,0.000180871,0.004148708,3199.568204,9.03E-05,1.07E-05,1.07E-05,
209233,0.000666654,4.99E-26,6.52E-24,6.43E-05,7.23E-05,3.62E-05,1.51E-34,2.166666667,2.27E-05,0,0,
209234,0.028332792,3.44E-06,0.000101241,0.07357897,0.003074808,0.000108523,0.000187903,2479.031505,2.71E-05,6.63E-07,6.63E-07,
209235,0.042332525,0,0.000102927,0.099858302,0.004594125,0,0.016156489,3364.644517,0.000161288,0,0,
209236,0.027999465,2.28E-06,0.000101001,0.051142041,0.003038634,7.23E-05,5.76E-07,1718.14642,3.08E-05,1.85E-07,1.85E-07,
209237,0.028332792,1.14E-06,0.000101003,0.051191165,0.003074808,7.23E-05,6.30E-07,1723.644039,4.09E-05,3.48E-07,3.48E-07,
209238,0.032332716,2.30E-06,0.000102113,0.090209807,0.003508899,7.23E-05,0.004644523,3074.012955,4.00E-05,1.46E-06,1.46E-06,
209239,0.012333098,5.73E-06,2.25E-05,0.07802291,0.001338446,0.00025322,0.000735275,2715.546893,3.13E-05,7.09E-06,7.09E-06,
209240,0.031999389,2.29E-06,0.000101843,0.093883459,0.003472725,7.23E-05,0.001333872,3077.463856,0.000115389,3.42E-06,3.42E-06,
209241,0.075331895,6.86E-06,0.000103032,0.118151271,0.008175373,0.00025322,0.009431252,3912.6334,0.000360213,7.47E-05,7.47E-05,
209242,0.032332716,8.02E-06,0.000101037,0.085601792,0.003508899,0.000325568,0.00270754,2696.194315,6.60E-05,3.41E-05,3.41E-05,
209243,0.000333327,1.14E-06,0,0,3.62E-05,3.62E-05,1.76E-38,0,1.55E-05,0,0,
209244,0.033999351,1.06E-05,0.000101754,0.0946797,0.00368977,0.000397916,0.036268574,2967.61103,3.74E-05,2.52E-05,2.52E-05,
209245,0.028999446,1.15E-06,0.000101162,0.082994709,0.003147157,3.62E-05,0.000558968,2782.825473,0.000187112,1.56E-07,1.56E-07,
209246,0.001333308,5.18E-12,1.83E-11,0.004172638,0.000144697,3.62E-05,2.38E-22,129.3062493,6.73E-05,1.31E-09,1.31E-09,
209247,0.03299937,4.61E-06,0.000101812,0.101415202,0.003581247,0.000144697,0.025974042,3230.369791,5.63E-05,2.15E-06,2.15E-06,
209248,0.030666081,2.78E-09,0.000101927,0.087578658,0.003328028,3.62E-05,0.006869347,3085.561331,3.53E-05,5.46E-06,5.46E-06,
209249,0.000999981,9.61E-11,2.26E-14,3.62E-05,0.000108523,7.23E-05,5.47E-37,1,1.87E-05,1.31E-09,1.31E-09,
209251,0.035665986,8.09E-06,0.000102256,0.102224944,0.003870641,0.00025322,0.060994756,3215.575659,5.86E-05,9.17E-06,9.17E-06,
209252,0.027999465,1.14E-06,0.000101017,0.062176753,0.003038634,3.62E-05,9.06E-05,2064.819584,4.21E-05,1.10E-08,1.10E-08,
209253,0.027666138,3.43E-06,0.000101073,0.067850697,0.00300246,0.000108523,0.000159161,2256.088511,3.44E-05,1.35E-06,1.35E-06,
209254,0.033332697,4.58E-06,0.000101245,0.078382974,0.003617422,0.000144697,0.000758811,2648.257288,6.89E-05,2.15E-06,2.15E-06,
209255,0.051999007,8.04E-06,0.000102083,0.107224382,0.005643178,0.000325568,0.01743681,3393.850666,0.000124477,3.45E-05,3.45E-05,
209256,0.028666119,3.48E-06,0.00010142,0.07744118,0.003110982,0.000108523,0.001547896,2651.909498,2.72E-05,6.03E-07,6.03E-07,
209257,0.036665967,0,0.000102875,0.103854212,0.003979164,0,0.009256435,3404.1777,9.62E-05,0,0,
209258,0.030332754,0,0.000102653,0.082982687,0.003291854,0,0.005355194,2938.27973,4.88E-05,0,0,
209260,0.008333174,0,2.24E-05,0.074892438,0.000904355,0,0.000501499,2492.15095,1.84E-05,0,0,
209261,0.051999007,1.15E-05,0.00010246,0.087981543,0.005643178,0.000397916,0.026022283,3071.077823,0.000154113,2.19E-05,2.19E-05,
209262,0.002666616,0,1.49E-06,0.047718835,0.000289394,0,6.92E-08,1569.249864,4.88E-05,0,0,
209263,0.036665967,1.50E-05,0.000101744,0.094491966,0.003979164,0.000506439,0.084903738,2949.663456,3.31E-05,5.11E-07,5.11E-07,
209264,0.030332754,1.15E-06,0.000101018,0.074701912,0.003291854,7.23E-05,0.000187268,2437.856064,5.31E-05,2.31E-06,2.31E-06,
209265,0.031666062,3.47E-06,0.000101756,0.10118535,0.00343655,0.000180871,0.015004713,3224.46676,7.21E-05,6.16E-06,6.16E-06,
209266,0.009333155,2.54E-07,2.25E-05,0.068486582,0.001012878,3.62E-05,3.34E-05,2195.954787,3.06E-05,1.89E-07,1.89E-07,
209267,0.008999828,0,2.25E-05,0.068106502,0.000976704,0,3.65E-05,2166.879787,5.69E-05,0,0,
210001,0.024999523,0,0.000100991,0.059886528,0.002713066,0,2.03E-05,1896.055402,1.93E-05,0,0,
210002,0.000333327,0,9.21E-10,0.074145458,3.62E-05,0,0.000381337,2352.544319,1.96E-05,0,0,
210003,0.000666654,0,9.10E-10,0.005098649,7.23E-05,0,7.80E-22,154.4784271,3.09E-05,0,0,
210004,0.026999484,0,0.000101023,0.084516349,0.002930111,0,0.002827145,2678.481426,3.43E-05,0,0,
210005,0.031332735,0,0.000102069,0.08925147,0.003400376,0,0.003260525,2903.91167,4.40E-05,0,0,
210006,0.026999484,0,0.000101172,0.082176058,0.002930111,0,0.00320587,2678.102837,5.15E-05,0,0,
210007,0.034666005,0,0.00010234,0.089065618,0.003762118,0,0.006173524,3165.819581,6.61E-05,0,0,
210008,0.026999484,0,0.000101617,0.086838663,0.002930111,0,0.001051187,2756.077194,4.04E-05,0,0,
210009,0.016666348,0,2.36E-05,0.06573279,0.001808711,0,0.000138667,2225.49039,0.000186982,0,0,
210010,0.027999465,0,0.000101104,0.084567002,0.003038634,0,0.000938088,2878.116541,7.83E-05,0,0,
210011,0.032666043,0,0.000102174,0.088584875,0.003545073,0,0.003573932,3120.209883,5.48E-05,0,0,
210012,0.016666348,0,3.11E-05,0.060100992,0.001808711,0,7.51E-06,2309.64155,0.000206668,0,0,
210014,0.032666043,0,0.0001011,0.073864727,0.003545073,0,6.75E-05,2478.92512,6.42E-05,0,0,
210016,0.026999484,0,0.000101574,0.074642253,0.002930111,0,3.99E-05,2521.074567,6.52E-05,0,0,
210017,0.03299937,0,0.000101763,0.079632309,0.003581247,0,0.000205466,2700.545063,0.000129784,0,0,
210019,0.001666635,0,7.94E-11,0.000715825,0.000180871,0,5.75E-26,28.34372294,4.09E-05,0,0,
210020,0.006333212,0,7.18E-10,0.016849352,0.00068731,0,4.71E-15,552.6799284,9.36E-05,0,0,
210022,0.031666062,0,0.000101391,0.076991087,0.00343655,0,0.000457065,2717.216418,0.000231379,0,0,
210023,0.000999981,0,2.49E-11,0.000130227,0.000108523,0,6.51E-34,4.333333333,4.72E-05,0,0,
210025,0.0296661,0,0.000101041,0.069651523,0.003219505,0,0.000317311,2409.945909,5.05E-05,0,0,
210026,0.027999465,0,0.000101092,0.077906755,0.003038634,0,0.000843712,2644.108896,0.000104421,0,0,
210028,0.027999465,0,0.000101093,0.073567953,0.003038634,0,0.000387733,2448.563288,4.78E-05,0,0,
210029,0.037665948,0,0.000102152,0.093894229,0.004087686,0,0.016288206,3057.967925,0.000100287,0,0,
210030,0.029332773,0,0.00010138,0.104839224,0.003183331,0,0.006578564,3268.689294,3.39E-05,0,0,
210031,0.000333327,0,-8.57E-25,0.036751406,3.62E-05,0,4.62E-09,1099.902443,4.14E-05,0,0,
210032,0.028666119,0,0.00010105,0.058666055,0.003110982,0,6.51E-06,2094.600834,3.99E-05,0,0,
210033,0.028332792,0,0.000101206,0.074847716,0.003074808,0,0.003426288,2539.666545,2.22E-05,0,0,
210034,0.001666635,0,1.96E-09,0.068776754,0.000180871,0,0.000630612,2207.492707,4.15E-05,0,0,
210035,0.037332621,0,0.00010252,0.105173389,0.004051512,0,0.021468992,3320.223132,0.000111931,0,0,
210036,0.027999465,0,0.000101003,0.0565837,0.003038634,0,3.97E-06,1898.58443,4.15E-05,0,0,
210037,0.000666654,0,3.39E-08,0.002321321,7.23E-05,0,7.55E-26,71.1,2.04E-05,0,0,
210038,0.001333308,0,1.68E-08,0.06989005,0.000144697,0,0.000434693,2308.278438,5.80E-05,0,0,
210039,0.0296661,0,0.000102899,0.091240926,0.003219505,0,0.010692374,3191.536317,2.79E-05,0,0,
210040,0.028666119,0,0.000101084,0.084445245,0.003110982,0,0.001883766,2903.19029,7.34E-05,0,0,
210041,0.030666081,0,0.000102515,0.082375522,0.003328028,0,0.005479529,2779.345232,3.99E-05,0,0,
210042,0.029332773,0,0.000101326,0.084567824,0.003183331,0,0.001077943,2882.931102,7.67E-05,0,0,
210043,0.026666158,0,0.000101001,0.059010626,0.002893937,0,1.75E-06,2028.914623,5.27E-05,0,0,
210044,0.037999274,0,0.000102307,0.091773946,0.004123861,0,0.003757844,3265.939222,5.72E-05,0,0,
210046,0.037332621,0,0.000101824,0.104242169,0.004051512,0,0.01837723,3271.937945,9.26E-05,0,0,
210047,0.027332811,0,0.000101136,0.080577438,0.002966286,0,0.003357666,2483.862249,2.15E-05,0,0,
210048,0.035332659,0,0.00010186,0.089581243,0.003834467,0,0.012208224,3048.981959,5.72E-05,0,0,
210049,0.027999465,0,0.000101489,0.098986637,0.003038634,0,0.013277082,3161.141963,3.95E-05,0,0,
210050,0.002333289,0,6.22E-07,0.080394343,0.00025322,0,0.000377138,2546.876229,2.11E-05,0,0,
210051,0.026666158,0,0.000101886,0.081470633,0.002893937,0,0.002648165,2919.565573,2.15E-05,0,0,
210052,0.000333327,0,2.12E-13,3.62E-05,3.62E-05,0,5.47E-37,1,1.81E-05,0,0,
210053,0.007999847,0,1.87E-07,0.07709197,0.000868181,0,0.004352853,2599.884933,8.86E-05,0,0,
210054,0.027666138,0,0.000101087,0.081222471,0.00300246,0,0.000379796,2650.615695,3.72E-05,0,0,
210055,0.028332792,0,0.000101292,0.091674823,0.003074808,0,0.011957092,2922.516295,3.32E-05,0,0,
210056,0.028999446,0,0.000102554,0.100296495,0.003147157,0,0.026118028,3302.250641,6.63E-05,0,0,
210057,0.02533285,0,0.000100992,0.065755508,0.00274924,0,3.16E-05,2223.196147,4.64E-05,0,0,
210058,0.030999408,0,0.000101628,0.094244469,0.003364202,0,0.003183064,2923.45175,6.02E-05,0,0,
210059,0.028999446,0,0.000101605,0.080439432,0.003147157,0,0.000649625,2668.079434,0.000108995,0,0,
210060,0.0296661,0,0.000101585,0.078220501,0.003219505,0,5.67E-05,2615.348942,0.00012192,0,0,
210061,0.027999465,0,0.000101571,0.07399404,0.003038634,0,8.31E-05,2353.026365,0.000272041,0,0,
210062,0.026332831,0,0.000100997,0.06459096,0.002857763,0,1.19E-05,2188.757621,5.00E-05,0,0,
210063,0.002666616,0,5.44E-07,0.079918766,0.000289394,0,0.001355174,2599.749545,1.90E-05,0,0,
210064,0.030332754,0,0.000102568,0.095260973,0.003291854,0,0.00521221,3132.265113,2.85E-05,0,0,
210065,0.025666177,0,0.000101016,0.065417989,0.002785415,0,0.000170032,2133.329575,1.62E-05,0,0,
210066,0.029999427,0,0.000101789,0.089337834,0.003255679,0,0.007968843,2830.894692,6.51E-05,0,0,
210067,0.029332773,0,0.000101087,0.085145172,0.003183331,0,0.001611653,2858.30736,7.36E-05,0,0,
210068,0.035332659,0,0.000102667,0.086632541,0.003834467,0,0.015789946,2998.50017,7.58E-05,0,0,
210070,0.048999064,0,0.000101734,0.09411529,0.00531761,0,0.004301183,3165.021961,0.000421623,0,0,
210071,0.02533285,0,0.000100993,0.04151823,0.00274924,0,1.54E-09,1524.522239,7.96E-05,0,0,
210072,0.034332678,0,0.000102842,0.105095272,0.003725944,0,0.021098999,3387.351607,6.11E-05,0,0,
210073,0.005666558,0,3.89E-07,0.084669618,0.000614962,0,0.002076608,2916.00024,5.37E-05,0,0,
210074,0.001666635,0,1.52E-10,0.00034793,0.000180871,0,3.37E-31,12,4.12E-05,0,0,
210075,0.031666062,0,0.00010167,0.090757462,0.00343655,0,0.001292575,2947.092296,7.33E-05,0,0,
210076,0.002333289,0,1.71E-07,0.069747361,0.00025322,0,0.000297718,2349.153105,2.14E-05,0,0,
210077,0.029332773,0,0.00010101,0.057821487,0.003183331,0,3.99E-06,1993.582193,5.77E-05,0,0,
210078,0.030999408,0,0.000101909,0.098346632,0.003364202,0,0.009289036,3100.104423,3.59E-05,0,0,
210079,0.035999313,0,0.000101956,0.096691538,0.003906815,0,0.004251325,3142.703321,0.000162721,0,0,
210080,0.032666043,0,0.000101111,0.069993291,0.003545073,0,0.000233134,2536.694972,6.42E-05,0,0,
210081,0.029332773,0,0.000100998,0.07409945,0.003183331,0,0.001099548,2364.784839,6.76E-05,0,0,
210082,0.000999981,0,6.60E-24,0.000113044,0.000108523,0,1.76E-34,3.833333333,5.15E-05,0,0,
210083,0.044999141,0,0.000102154,0.097825725,0.004883519,0,0.014351941,3325.851507,0.00015908,0,0,
210084,0.025999504,0,0.000101261,0.074216384,0.002821589,0,0.000298107,2528.403588,2.54E-05,0,0,
210085,0.0296661,0,0.000101574,0.074895809,0.003219505,0,0.000178378,2410.743678,0.000110744,0,0,
210086,0.026332831,0,0.000101205,0.083242139,0.002857763,0,0.002665086,2688.905143,2.16E-05,0,0,
210087,0.000666654,0,8.02E-12,0.000172258,7.23E-05,0,7.99E-33,5.5,2.81E-05,0,0,
210088,0.037665948,0,0.000102151,0.101234514,0.004087686,0,0.009047474,3314.098277,0.000106274,0,0,
210089,0.033666024,0,0.000101796,0.095075926,0.003653596,0,0.004286558,3029.00135,9.16E-05,0,0,
210090,0.028332792,0,0.000101274,0.073683103,0.003074808,0,0.000117486,2634.089201,3.46E-05,0,0,
210091,0.030999408,0,0.000101723,0.097697339,0.003364202,0,0.019036024,3081.613737,5.37E-05,0,0,
210092,0.000333327,0,-8.57E-25,0.036751406,3.62E-05,0,4.62E-09,1099.902443,4.14E-05,0,0,
210093,0.032332716,0,0.000102798,0.091214096,0.003508899,0,0.010548701,3198.070555,4.79E-05,0,0,
210094,0.029999427,0,0.000101694,0.09374112,0.003255679,0,0.01206848,2989.749262,0.000104704,0,0,
210095,0.003999924,0,1.51E-06,0.051927217,0.000434091,0,8.85E-08,1757.923218,0.000127258,0,0,
210096,0.028666119,0,0.000101153,0.082909037,0.003110982,0,0.001837688,2731.317068,2.61E-05,0,0,
210097,0.02533285,0,0.000100994,0.042802532,0.00274924,0,2.67E-10,1429.494028,4.43E-05,0,0,
210098,0.001333308,0,1.49E-09,0.000295423,0.000144697,0,9.13E-33,9,2.65E-05,0,0,
210099,0.000666654,0,2.14E-10,0.000130227,7.23E-05,0,1.19E-34,4,4.12E-05,0,0,
210100,0.004333251,0,5.94E-06,0.043625395,0.000470265,0,2.09E-08,1602.78648,8.86E-05,0,0,
210101,0.035999313,0,0.000101168,0.099807491,0.003906815,0,0.010222321,3122.778501,6.95E-05,0,0,
210102,0.033999351,0,0.000101765,0.096392213,0.00368977,0,0.117837334,3008.505573,4.94E-05,0,0,
210103,0.000999981,0,1.17E-08,0.004380448,0.000108523,0,3.39E-24,136.95,1.71E-05,0,0,
210104,0.001666635,0,1.53E-11,0.000230373,0.000180871,0,5.27E-32,7.666666667,4.72E-05,0,0,
210105,0.036665967,0,0.000101873,0.090329132,0.003979164,0,0.003512769,3078.305309,8.35E-05,0,0,
210107,0.025999504,0,0.000101196,0.083603144,0.002821589,0,0.001251344,2871.138899,1.81E-05,0,0,
210108,0.028999446,0,0.000101084,0.093897738,0.003147157,0,0.004273723,2906.887242,2.63E-05,0,0,
210109,0.000333327,0,4.57E-10,0.00025322,3.62E-05,0,5.95E-31,8.25952381,1.88E-05,0,0,
210110,0.000666654,0,8.51E-11,0.04739823,7.23E-05,0,4.31E-07,1517.04631,4.59E-05,0,0,
210111,0.026332831,0,0.000100998,0.066426909,0.002857763,0,3.80E-05,2103.447174,3.62E-05,0,0,
210112,0.026999484,0,0.000101002,0.072828014,0.002930111,0,0.000125903,2386.754452,0.000170184,0,0,
210113,0.000333327,0,4.02E-09,0.033020626,3.62E-05,0,7.48E-13,1099.473361,1.59E-05,0,0,
210114,0.031666062,0,0.000102493,0.087078546,0.00343655,0,0.007496651,2962.250063,4.26E-05,0,0,
210115,0.028999446,0,0.000102655,0.09294512,0.003147157,0,0.005775845,3102.851791,1.99E-05,0,0,
210116,0.028332792,0,0.000101027,0.077642995,0.003074808,0,0.000416881,2584.383473,7.07E-05,0,0,
210117,0.003999924,0,2.30E-07,0.082858128,0.000434091,0,0.005484004,2678.410506,8.38E-05,0,0,
210118,0.027332811,0,0.000102244,0.080511403,0.002966286,0,0.003338994,2669.771098,2.61E-05,0,0,
210119,0.000666654,0,9.38E-15,8.27E-05,7.23E-05,0,8.80E-35,2.833333333,2.14E-05,0,0,
210121,0.001666635,0,1.32E-23,0.000188262,0.000180871,0,5.39E-28,8.619047619,9.07E-05,0,0,
210122,0.033999351,0,0.00010264,0.096920207,0.00368977,0,0.024798897,3096.479533,6.80E-05,0,0,
210123,0.016666348,0,6.52E-05,0.057486243,0.001808711,0,1.68E-05,1917.430196,2.63E-05,0,0,
210124,0.027999465,0,0.000101023,0.062549865,0.003038634,0,0.000102397,2093.767997,7.74E-05,0,0,
210125,0.001999962,0,9.73E-10,0.02996888,0.000217045,0,1.77E-13,916.9111818,6.72E-05,0,0,
210126,0.028999446,0,0.000101917,0.075379423,0.003147157,0,0.002041698,2601.475069,5.28E-05,0,0,
210127,0.03299937,0,0.00010119,0.091796809,0.003581247,0,0.004879391,3010.232046,0.000146306,0,0,
210128,0.002999943,0,1.28E-06,0.061061617,0.000325568,0,6.81E-06,2054.206538,5.34E-05,0,0,
210129,0.000666654,0,1.70E-09,0.004118756,7.23E-05,0,5.57E-24,123.4142857,1.97E-05,0,0,
210130,0.000333327,0,-2.32E-25,0.040870677,3.62E-05,0,8.62E-10,1462.489175,3.92E-05,0,0,
210131,0.032332716,0,0.000101734,0.089088088,0.003508899,0,0.004540344,2976.696889,4.48E-05,0,0,
210132,0.034666005,0,0.000101372,0.087190114,0.003762118,0,0.003711285,2921.703149,7.96E-05,0,0,
210133,0.035665986,0,0.000102374,0.084632948,0.003870641,0,0.003458061,3032.059777,0.000106071,0,0,
210134,0.050332372,0,0.000103574,0.105926616,0.005462306,0,0.006191736,3655.52815,9.64E-05,0,0,
210135,0.033332697,0,0.000101364,0.084248151,0.003617422,0,0.002619052,2806.739469,5.17E-05,0,0,
210136,0.002666616,0,4.46E-06,0.007205733,0.000289394,0,2.89E-20,237.0245144,3.72E-05,0,0,
210137,0.032332716,0,0.000101139,0.091947379,0.003508899,0,0.000986697,2992.099851,0.00011807,0,0,
210138,0.002333289,0,1.21E-10,0.055967141,0.00025322,0,3.09E-07,1794.923586,0.000122009,0,0,
210139,0.029332773,0,0.000101145,0.091953581,0.003183331,0,0.001217821,2899.966476,3.53E-05,0,0,
210141,0.001333308,0,5.64E-09,0.060870693,0.000144697,0,8.83E-06,1920.914233,3.62E-05,0,0,
210143,0.000666654,0,1.71E-09,0.04174072,7.23E-05,0,7.49E-10,1365.503953,1.80E-05,0,0,
210144,0.001333308,0,2.28E-08,0.072012455,0.000144697,0,0.000167294,2320.218793,6.10E-05,0,0,
210145,0.041665871,0,0.000101913,0.089733698,0.004521777,0,0.005808449,3166.570434,0.000184761,0,0,
210146,0.033332697,0,0.000101732,0.078665597,0.003617422,0,0.001038146,2760.342322,0.00012846,0,0,
210147,0.009333155,0,3.38E-05,0.038359227,0.001012878,0,9.19E-10,1233.458192,2.78E-05,0,0,
210148,0.031332735,0,0.000101708,0.086243144,0.003400376,0,0.006038528,2877.907284,3.51E-05,0,0,
210150,0.033999351,0,0.000101422,0.092661816,0.00368977,0,0.003079166,3028.668701,3.52E-05,0,0,
210151,0.001333308,0,1.19E-08,0.010941145,0.000144697,0,2.12E-16,366.4258432,4.47E-05,0,0,
210152,0.032332716,0,0.000101956,0.078943534,0.003508899,0,0.000549791,2856.165321,4.82E-05,0,0,
210153,0.034332678,0,0.000101798,0.098175837,0.003725944,0,0.118049396,3064.631583,4.70E-05,0,0,
210154,0.007333193,0,2.50E-05,0.057732568,0.000795833,0,3.07E-06,1868.30409,5.30E-05,0,0,
210155,0.027332811,0,0.000101009,0.079587489,0.002966286,0,0.001015566,2515.145529,4.47E-05,0,0,
210156,0.000333327,0,4.62E-10,3.62E-05,3.62E-05,0,5.47E-37,1,1.68E-05,0,0,
210157,0.110331227,0,0.00010543,0.11772766,0.011973665,0,0.02326067,4120.901768,0.000573102,0,0,
210158,0.037665948,0,0.000101877,0.102690746,0.004087686,0,0.045027125,3231.656391,9.48E-05,0,0,
210159,0.027332811,0,0.000100998,0.057513585,0.002966286,0,8.72E-06,1892.026315,6.46E-05,0,0,
210160,0.001999962,0,4.62E-08,0.080363447,0.000217045,0,0.001328063,2646.443767,3.62E-05,0,0,
210161,0.000333327,0,1.03E-10,0.0110294,3.62E-05,0,3.15E-16,343.3811251,2.45E-05,0,0,
210162,0.025666177,0,0.000101023,0.083352282,0.002785415,0,0.000851593,2805.118358,2.22E-05,0,0,
210163,0.0296661,0,0.000101108,0.085360584,0.003219505,0,0.002298611,2957.475426,7.46E-05,0,0,
210164,0.026666158,0,0.000100995,0.080712429,0.002893937,0,0.000309231,2567.342606,9.09E-05,0,0,
210166,0.029332773,0,0.000101075,0.083961554,0.003183331,0,0.000945859,2839.859418,7.58E-05,0,0,
210167,0.040332563,0,0.000101624,0.09831466,0.00437708,0,0.003292849,3331.117818,0.000339449,0,0,
210168,0.029332773,0,0.000102693,0.085815896,0.003183331,0,0.003067271,3026.547467,3.90E-05,0,0,
210169,0.025999504,0,0.000101002,0.078446544,0.002821589,0,0.000436457,2460.004043,2.22E-05,0,0,
210170,0.025999504,0,0.000100995,0.064105588,0.002821589,0,3.85E-06,2058.382839,3.27E-05,0,0,
210171,0.026999484,0,0.000101164,0.07401175,0.002930111,0,0.000139989,2490.364922,3.67E-05,0,0,
