Id,degree centrality,betweenness centrality,eigenvector centrality,closeness centrality,hubscore,authoritiesscore,degree_prestige,rank-Prestige,Page-Rank,Percolation-Centrality,Harmonic centrality,score
9707090,0.002615863,0.000112731,2.86E-19,0.002259816,7.30E-05,4.31E-06,0.001530033,50,4.54E-05,0.000112731,3.5,0.116147966
9707091,0.00108583,4.44E-05,1.32E-29,0.000468881,5.81E-08,5.98E-09,0.00083905,10,2.86E-05,4.44E-05,249.7678571,0.111098055
9707092,0.00024678,3.13E-08,3.29E-30,0.000238319,5.78E-07,1.14E-07,4.94E-05,8,3.81E-05,3.13E-08,3.5,0.037874337
9707093,0.007057894,0.000583626,8.89E-15,0.012762374,0.000943818,8.84E-05,0.005823997,56,3.41E-05,0.000583626,1,0.012624779
9707094,0.000740339,1.16E-09,1.93E-33,8.88E-05,1.27E-07,6.82E-09,0.000690983,1,2.03E-05,1.16E-09,262.0714286,0.025249558
9707095,0.000641627,4.60E-06,2.14E-16,0.006888594,1.10E-05,9.23E-07,9.87E-05,22,3.21E-05,4.60E-06,3,0.108573099
9707096,4.94E-05,0,2.29E-36,0,4.85E-24,0,4.94E-05,0,2.00E-05,0,98.33968254,0.070698762
9707097,0.000789694,6.46E-05,2.41E-21,0.00105003,5.59E-07,1.24E-07,0.000394847,21,4.45E-05,6.46E-05,0,0.138872568
9707098,0.000197424,1.58E-08,4.81E-31,0.000154237,1.79E-11,5.73E-10,9.87E-05,4,2.18E-05,1.58E-08,0,0.015149735
9707099,0.002714575,5.24E-06,4.95E-15,0.009813695,8.50E-05,9.09E-05,0.001135186,64,3.19E-05,5.24E-06,2.5,0.010099823
9707100,0.000690983,1.20E-05,1.04E-32,0.000157939,3.30E-07,3.75E-09,0.000542915,4,2.54E-05,1.20E-05,1.5,0.085848497
9707101,0.000394847,9.74E-09,6.86E-35,4.94E-05,1.36E-07,1.83E-11,0.000345491,1,2.33E-05,9.74E-09,223.6174603,0.007574867
9707102,0.001431321,7.38E-06,4.72E-15,0.010998205,8.25E-05,4.74E-05,0.000641627,37,2.77E-05,7.38E-06,0,0.012624779
9707104,0.000148068,0,2.06E-33,0.000148068,0,4.70E-10,0,7,6.02E-05,0,0,0.053024072
9707105,0.000740339,4.24E-06,2.02E-16,0.004128896,1.21E-06,4.05E-07,0.000542915,6,2.49E-05,4.24E-06,164.1825397,0.103523187
9707106,4.94E-05,0,2.29E-36,0,1.75E-06,0,4.94E-05,0,2.00E-05,0,1,0.010099823
9707107,9.87E-05,0,2.29E-36,0,1.41E-07,0,9.87E-05,0,2.00E-05,0,12.61666667,0.128772745
9707108,0.000148068,6.55E-06,1.06E-33,0.000111051,1.53E-05,3.09E-09,4.94E-05,5,2.55E-05,6.55E-06,2,0.14392248
9707109,0.000296135,3.90E-08,9.97E-34,6.58E-05,1.59E-06,1.59E-09,0.00024678,1,2.15E-05,3.90E-08,0,0.010099823
9707110,0.002072948,4.89E-05,1.30E-15,0.008802383,2.86E-05,4.38E-05,0.000296135,76,6.59E-05,4.89E-05,198.2732323,0.141397524
9707111,0.000394847,0,2.29E-36,0,4.29E-06,0,0.000394847,0,2.00E-05,0,271.59614,0.037874337
9707112,0.00024678,0,2.29E-36,0,1.71E-09,0,0.00024678,0,2.00E-05,0,318.1901876,0.045449204
9707113,0.000592271,1.34E-07,3.96E-16,0.007246731,6.92E-06,9.30E-07,0.000444203,9,2.26E-05,1.34E-07,0,0.030299469
9707114,4.94E-05,0,6.86E-35,4.94E-05,0,4.47E-10,0,3,2.84E-05,0,5,0.164122126
9707115,0.000937762,6.63E-06,2.80E-29,0.000453457,1.22E-05,1.42E-06,0.000542915,12,3.05E-05,6.63E-06,286.3076479,0.017674691
9707116,9.87E-05,0,1.06E-33,9.87E-05,0,1.10E-08,0,5,2.59E-05,0,172.4504329,0.035349381
9707117,4.94E-05,0,2.29E-36,0,2.38E-08,0,4.94E-05,0,2.00E-05,0,89.32821068,0.027774514
9707118,0.002072948,5.18E-05,2.20E-16,0.007870044,8.21E-05,1.43E-05,0.001628745,19,2.45E-05,5.18E-05,335.8702381,0.022724602
9707119,0.001233898,4.51E-05,1.88E-15,0.010575197,6.76E-06,4.39E-05,0.000148068,49,2.57E-05,4.51E-05,2,0.128772745
9707120,0.00325749,0.000113476,1.52E-14,0.01293263,6.36E-05,3.79E-05,0.001875524,53,5.67E-05,0.000113476,2,0.09594832
9707121,4.94E-05,0,2.29E-36,0,2.62E-06,0,4.94E-05,0,2.00E-05,0,10.6,0.04797416
9707122,0.001480677,4.94E-05,9.45E-32,0.000222102,9.37E-07,3.56E-09,0.001283254,11,2.53E-05,4.94E-05,149.6142857,0.272695225
9707123,0.003849761,0.000218165,2.08E-15,0.011848858,0.00016241,1.94E-05,0.002862643,43,4.51E-05,0.000218165,91.72027417,0.017674691
9707124,0.001036474,7.64E-05,1.89E-16,0.006844229,3.29E-05,3.94E-05,0.000296135,33,3.10E-05,7.64E-05,264.1753968,0.050499116
9707125,0.000542915,4.19E-07,2.68E-17,0.003728854,4.48E-06,7.05E-06,0.000296135,13,2.20E-05,4.19E-07,29.9244783,0.025249558
9707126,0.005527861,0.00034684,5.14E-15,0.013304231,0.000147018,9.90E-05,0.002862643,115,6.26E-05,0.00034684,232.2190837,0.037874337
9707127,0.000148068,0,1.35E-34,9.87E-05,8.70E-11,1.21E-09,4.94E-05,4,2.90E-05,0,89.13333333,0.017674691
9707128,0.000197424,2.92E-08,1.03E-32,8.88E-05,2.01E-22,3.67E-11,0.000148068,1,2.93E-05,2.92E-08,0,0.040399293
9707129,0.000937762,2.75E-05,2.03E-26,0.000364474,1.73E-07,1.03E-07,0.000690983,6,2.75E-05,2.75E-05,1,0.146447436
9707130,0.00108583,1.69E-05,8.63E-17,0.006684959,3.05E-05,2.71E-06,0.00083905,9,3.45E-05,1.69E-05,3.5,0.037874337
9707131,0.000542915,1.06E-06,1.27E-17,0.003790657,1.87E-05,6.19E-06,0.000345491,9,2.07E-05,1.06E-06,179.9575397,0.121197878
9707132,0.000987118,6.66E-08,7.80E-15,0.010909387,1.82E-05,6.89E-05,4.94E-05,35,2.59E-05,6.66E-08,149.0047619,0.09594832
9707133,0.002023592,1.02E-05,7.43E-21,0.001067105,0.00011596,6.39E-07,0.001875524,5,2.19E-05,1.02E-05,1,0.088373453
9707134,0.003060066,2.60E-05,2.22E-15,0.009721965,0.000180327,4.20E-05,0.002665219,18,2.13E-05,2.60E-05,110.8198413,0.015149735
9707135,0.000444203,1.65E-06,1.04E-17,0.003692507,4.41E-05,1.81E-05,0.000296135,5,2.05E-05,1.65E-06,163.231635,0.113623011
9707136,0.000592271,0,2.29E-36,0,1.10E-06,0,0.000592271,0,2.00E-05,0,85.70992063,0.14392248
9707137,0.000148068,0,6.86E-35,4.94E-05,1.99E-10,6.57E-11,9.87E-05,3,2.21E-05,0,279.1821429,0.017674691
9707138,9.87E-05,0,1.47E-31,0.000154237,0,9.93E-09,0,2,2.31E-05,0,0,0.045449204
9707139,0.001826169,7.94E-05,6.36E-16,0.007615186,8.07E-05,3.91E-06,0.001431321,18,2.84E-05,7.94E-05,83.64801587,0.012624779
9707140,0.000148068,6.86E-07,5.06E-17,0.006725824,9.48E-09,4.22E-07,4.94E-05,6,2.22E-05,6.86E-07,134.1944444,0.010099823
9707141,0.000197424,2.72E-06,6.86E-35,4.94E-05,3.20E-06,4.10E-08,0.000148068,2,2.11E-05,2.72E-06,6.833333333,0.010099823
9707142,0.000690983,9.40E-06,4.08E-17,0.004575021,4.08E-06,5.72E-05,0.000148068,27,2.73E-05,9.40E-06,3,0.093423364
9707143,0.003800405,1.82E-05,1.17E-16,0.006453287,7.22E-05,1.06E-05,0.003356202,15,2.33E-05,1.82E-05,1,0.020199646
9707145,9.87E-05,0,3.56E-17,0.003760617,0,7.37E-06,0,6,2.05E-05,0,6,0.015149735
9707146,0.000690983,8.97E-05,8.73E-15,0.011920301,6.91E-07,5.09E-05,4.94E-05,24,4.15E-05,8.97E-05,0,0.012624779
9707147,4.94E-05,0,2.29E-36,0,2.28E-08,0,4.94E-05,0,2.00E-05,0,1,0.017674691
9707148,0.002319728,6.66E-06,1.06E-17,0.00355396,0.000133085,8.94E-06,0.002122304,9,2.05E-05,6.66E-06,242.7160173,0.022724602
9707149,0.001678101,1.17E-06,1.41E-16,0.005481426,2.10E-05,1.17E-05,0.000987118,30,2.63E-05,1.17E-06,203.3718254,0.032824425
9707150,0.000493559,1.81E-07,9.61E-31,0.000285559,1.37E-06,6.90E-09,0.00024678,13,4.70E-05,1.81E-07,294.4286797,0.053024072
9707151,0.000148068,0,2.06E-33,0.000148068,0,1.15E-07,0,6,4.72E-05,0,0,0.050499116
9707152,4.94E-05,0,6.86E-35,4.94E-05,0,3.01E-09,0,1,2.28E-05,0,142.0769841,0.012624779
9707153,0.000345491,7.71E-08,1.85E-31,0.000263231,4.44E-09,2.75E-08,0.000148068,7,8.34E-05,7.71E-08,6.083333333,0.073223718
9707154,4.94E-05,0,2.29E-36,0,2.50E-15,0,4.94E-05,0,2.00E-05,0,146.41443,0.035349381
9707155,9.87E-05,0,6.86E-35,4.94E-05,2.05E-10,9.01E-12,4.94E-05,2,2.24E-05,0,0,0.017674691
9707156,0.000493559,3.26E-05,3.25E-15,0.010561158,2.21E-05,2.63E-05,0.000197424,14,3.90E-05,3.26E-05,318.865873,0.070698762
9707157,0.001431321,4.06E-06,7.95E-16,0.008391936,2.86E-05,4.90E-05,0.000296135,43,3.48E-05,4.06E-06,0,0.035349381
9707158,0.003602981,0.000232041,6.22E-15,0.011929582,0.000262349,7.48E-05,0.002418439,49,4.24E-05,0.000232041,79.7222583,0.030299469
9707159,0.000394847,0,2.29E-36,0,4.77E-07,0,0.000394847,0,2.00E-05,0,6,0.020199646
9707160,0.003158778,0.000106504,4.50E-17,0.005940164,0.000196582,1.06E-05,0.002615863,23,4.37E-05,0.000106504,3,0.068173806
9707161,0.000197424,1.22E-08,2.46E-27,0.000238883,4.41E-24,-1.26E-22,4.94E-05,6,6.12E-05,1.22E-08,208.4588384,0.053024072
9707162,0.001283254,9.62E-05,1.87E-16,0.005820268,9.40E-05,3.64E-05,0.000888406,16,3.93E-05,9.62E-05,171.5123016,0.078273629
9707163,0.001776813,0,2.29E-36,0,2.43E-06,0,0.001776813,0,2.00E-05,0,3,0.002524956
9707164,0.002665219,4.87E-05,1.83E-14,0.012791452,4.46E-05,8.54E-05,0.000493559,94,5.96E-05,4.87E-05,29.62978133,0.176746905
9707165,9.87E-05,0,2.29E-36,0,2.06E-08,0,9.87E-05,0,2.00E-05,0,270.4243146,0.128772745
9707167,0.000493559,8.79E-08,3.71E-18,0.003288943,3.45E-05,5.67E-06,0.000394847,5,2.03E-05,8.79E-08,1,0.022724602
9707168,0.000394847,2.88E-05,3.18E-32,0.000266522,7.23E-09,2.41E-08,0.00024678,9,3.27E-05,2.88E-05,0,0.159072215
9707169,0.000296135,2.91E-05,1.13E-33,0.000148068,8.77E-10,2.39E-09,0.000148068,3,2.90E-05,2.91E-05,1.5,0.040399293
9707170,0.00217166,2.40E-05,1.14E-15,0.008757351,0.000227171,2.25E-05,0.001776813,18,3.23E-05,2.40E-05,1,0.04797416
9707171,0.001036474,0.000241298,1.22E-16,0.006809176,8.47E-06,4.05E-05,0.00024678,33,6.98E-05,0.000241298,168.997619,0.015149735
9707172,0.000148068,0,1.13E-33,0.000148068,0,2.61E-22,0,8,6.94E-05,0,0,0.063123895
9707173,0.00024678,4.80E-07,2.41E-21,0.000992977,-4.61E-25,2.49E-09,4.94E-05,10,6.20E-05,4.80E-07,142.7369408,0.050499116
9707174,0.001678101,0.000110458,4.69E-15,0.011249989,2.28E-05,2.48E-05,0.000987118,26,2.72E-05,0.000110458,53.98019481,0.078273629
9707175,0.000641627,4.45E-06,6.86E-35,4.94E-05,2.31E-07,1.64E-11,0.000592271,2,2.33E-05,4.45E-06,141.0516234,0.146447436
9707176,0.002221016,0,2.29E-36,0,0.000314757,0,0.002221016,0,2.00E-05,0,13.95,0.040399293
9707177,0.000148068,9.74E-09,9.97E-34,6.58E-05,5.20E-06,-1.36E-22,9.87E-05,1,4.40E-05,9.74E-09,191.0132839,0.050499116
9707178,9.87E-05,8.12E-10,6.86E-35,4.94E-05,1.43E-08,1.04E-10,4.94E-05,2,2.28E-05,8.12E-10,0,0.111098055
9707179,0.00192488,8.69E-06,2.81E-16,0.007046735,9.24E-05,6.46E-05,0.001381965,24,2.09E-05,8.69E-06,181.2896825,0.050499116
9707181,0.00024678,0,2.29E-36,0,2.02E-05,0,0.00024678,0,2.00E-05,0,10.83333333,0.025249558
9707182,0.001530033,9.29E-05,3.46E-17,0.005620104,2.71E-05,1.29E-06,0.001036474,22,3.19E-05,9.29E-05,222.6599206,0.037874337
9707183,0.000345491,0,3.48E-18,0.002420404,7.46E-06,3.27E-08,0.000296135,3,2.19E-05,0,4.5,0.085848497
9707184,0.001184542,1.57E-05,2.27E-16,0.006286331,2.52E-05,3.74E-07,0.00108583,5,2.22E-05,1.57E-05,325.4124098,0.027774514
9707185,0.001480677,5.32E-05,1.57E-26,0.000565502,9.27E-07,1.13E-07,0.001233898,10,3.24E-05,5.32E-05,37.03225108,0.050499116
9707186,0.001036474,4.43E-06,1.91E-16,0.007280218,7.13E-06,4.15E-06,0.000444203,30,3.88E-05,4.43E-06,38.36687202,0.017674691
9707187,9.87E-05,0,2.29E-36,0,9.30E-15,0,9.87E-05,0,2.00E-05,0,308.468254,0.055549027
9707188,0.002418439,6.89E-06,4.35E-16,0.007705756,0.000347903,4.23E-05,0.001875524,24,2.34E-05,6.89E-06,1,0.116147966
9707189,0.001233898,0.000109362,3.08E-31,0.000429182,7.73E-07,5.52E-09,0.000987118,10,4.49E-05,0.000109362,267.0036075,0.055549027
9707190,0.002023592,3.48E-05,5.00E-15,0.009528061,6.46E-05,3.95E-05,0.001579389,18,2.37E-05,3.48E-05,126.1603175,0.007574867
9707191,0.000197424,0,3.05E-33,0.00020565,0,2.33E-08,0,7,5.67E-05,0,4.333333333,0.151497347
9707192,0.003751049,9.86E-05,4.97E-14,0.012894243,8.13E-05,4.87E-05,0.001826169,79,3.98E-05,9.86E-05,293.2928571,0.035349381
9707193,9.87E-05,0,5.94E-19,0.001488287,0,3.76E-07,0,4,3.75E-05,0,5.166666667,0.040399293
9707194,0.000641627,1.69E-05,1.72E-19,0.001292472,2.09E-07,3.85E-07,0.00024678,15,3.74E-05,1.69E-05,172.2099206,0.186846728
9707195,0.000690983,4.07E-07,5.79E-15,0.013156591,5.20E-06,5.03E-05,4.94E-05,30,2.48E-05,4.07E-07,178.3285714,0.020199646
9707196,4.94E-05,0,6.86E-35,4.94E-05,0,2.42E-23,0,1,3.69E-05,0,1.833333333,0.050499116
9707197,0.000740339,3.23E-06,1.05E-14,0.011212307,3.39E-06,1.60E-05,9.87E-05,23,2.55E-05,3.23E-06,257.7357143,0.085848497
9707198,0.000888406,0.000129625,3.35E-16,0.005049753,9.73E-07,1.56E-06,0.00024678,31,5.39E-05,0.000129625,1,0.053024072
9707199,0.001579389,9.13E-05,9.32E-31,0.000177681,1.49E-05,2.80E-08,0.001431321,6,2.13E-05,9.13E-05,159.9278111,0.010099823
9707200,0.002369083,2.57E-05,7.21E-15,0.011923496,9.77E-05,5.22E-05,0.001036474,48,3.50E-05,2.57E-05,148.9612526,0.027774514
9707201,0.000148068,0,1.22E-30,0.000222102,2.51E-09,2.75E-08,4.94E-05,4,4.87E-05,0,97.04404762,0.113623011
9707202,0.002023592,0.00015963,5.06E-17,0.007005689,3.18E-05,3.78E-05,0.000888406,41,4.68E-05,0.00015963,3,0.045449204
9707203,0.002072948,2.98E-06,1.26E-16,0.0067756,2.02E-05,6.55E-05,0.000197424,70,3.77E-05,2.98E-06,3,0.022724602
9707204,0.000987118,5.55E-05,9.35E-33,7.40E-05,4.27E-07,2.67E-12,0.000937762,3,2.55E-05,5.55E-05,244.5532107,0.017674691
9707205,0.001283254,4.35E-05,3.03E-15,0.010465526,2.52E-05,8.50E-05,0.000148068,54,3.92E-05,4.35E-05,1,0.080798585
9707206,4.94E-05,0,6.86E-35,4.94E-05,0,1.52E-11,0,1,2.56E-05,0,177.9980159,0.151497347
9707207,0.001283254,9.34E-06,1.65E-16,0.006688269,6.09E-05,3.52E-06,0.001036474,10,2.23E-05,9.34E-06,217.9119048,0.058073983
9707208,0.002961354,1.43E-06,6.21E-17,0.005881714,6.65E-05,1.02E-05,0.002615863,13,2.15E-05,1.43E-06,2.5,0.022724602
9707209,0.000937762,2.18E-05,1.03E-17,0.004118756,1.03E-05,1.10E-06,0.000542915,20,3.63E-05,2.18E-05,250.4753968,0.022724602
9707210,0.000148068,0,1.13E-32,0.000131616,3.69E-09,9.09E-09,4.94E-05,3,2.32E-05,0,0,0.088373453
9707211,0.000444203,1.83E-09,1.96E-32,0.000131616,2.09E-08,2.95E-10,0.000345491,3,2.34E-05,1.83E-09,0,0.128772745
9707212,0.001381965,2.90E-05,3.12E-15,0.010025675,4.31E-06,2.83E-05,0.000148068,51,5.04E-05,2.90E-05,263.2674603,0.04797416
9707213,4.94E-05,0,6.86E-35,4.94E-05,0,-8.75E-24,0,1,2.84E-05,0,153.0485542,0.002524956
9707214,0.001678101,3.37E-05,2.21E-16,0.007332609,9.84E-05,4.94E-05,0.001184542,18,3.03E-05,3.37E-05,1084.460863,0.090898408
9707215,0.002122304,2.96E-05,6.51E-16,0.008670931,7.04E-05,1.42E-05,0.001036474,48,3.68E-05,2.96E-05,39.82896825,0.068173806
9707216,9.87E-05,0,1.13E-32,0.000111051,0,1.12E-08,0,5,2.56E-05,0,0,0.005049912
9707217,0.003899117,3.02E-05,6.85E-15,0.010062273,0.000178084,8.89E-05,0.002714575,55,2.60E-05,3.02E-05,2.5,0.075748674
9707218,9.87E-05,0,2.29E-36,0,1.54E-09,0,9.87E-05,0,2.00E-05,0,263.5039683,0.805460897
9707221,9.87E-05,0,2.29E-36,0,2.25E-09,0,9.87E-05,0,2.00E-05,0,0,0.058073983
9707222,0.001776813,7.62E-05,2.26E-15,0.011150825,7.06E-05,1.96E-05,0.001381965,19,2.46E-05,7.62E-05,0,0.007574867
9707223,0.002615863,2.04E-06,8.48E-17,0.005934582,4.71E-05,1.18E-05,0.002122304,17,2.23E-05,2.04E-06,148.6607809,0.020199646
9707224,0.003948472,0.014625047,1.15E-09,0.038229991,0.000180906,5.29E-05,0.002813287,53,3.63E-05,0.014625047,6.939285714,0.022724602
9707225,0.000197424,1.22E-09,5.40E-19,0.00158237,1.68E-06,2.10E-05,9.87E-05,6,2.01E-05,1.22E-09,3.5,0.015149735
9707226,4.94E-05,0,2.29E-36,0,1.00E-09,0,4.94E-05,0,2.00E-05,0,4.5,0.04797416
9707227,0.000394847,1.58E-08,1.06E-33,0.000111051,4.30E-06,1.66E-08,0.000296135,3,2.65E-05,1.58E-08,127.3627345,0.032824425
9707228,0.004293964,6.31E-05,6.85E-15,0.010563289,0.000287219,0.000100354,0.002862643,55,3.06E-05,6.31E-05,2.5,0.042924248
9707229,4.94E-05,0,2.29E-36,0,1.06E-10,0,4.94E-05,0,2.00E-05,0,2.5,0.141397524
9707231,9.87E-05,0,2.29E-36,0,8.22E-12,0,9.87E-05,0,2.00E-05,0,145.0412698,0.037874337
9707232,0.00024678,2.80E-05,6.40E-17,0.006183439,1.10E-05,2.91E-07,0.000148068,5,2.91E-05,2.80E-05,232.4325397,0.002524956
9707233,0.000197424,1.93E-08,1.08E-26,0.000255181,1.88E-07,2.70E-06,0.000148068,2,2.01E-05,1.93E-08,80.81868687,0.020199646
9707234,0.000296135,4.10E-05,1.04E-32,0.000157939,3.53E-09,4.83E-08,0.000148068,5,3.20E-05,4.10E-05,328.9719336,0.022724602
9707235,0.001332609,6.30E-05,1.14E-32,0.00020565,2.58E-07,2.11E-09,0.001135186,9,3.44E-05,6.30E-05,36.78490782,0.007574867
9707236,0.001036474,9.23E-06,1.43E-16,0.005032754,4.31E-05,1.64E-05,0.000394847,33,2.55E-05,9.23E-06,289.3456349,0.002524956
9707237,0.000197424,8.35E-05,1.06E-33,0.000111051,1.95E-06,1.66E-08,9.87E-05,3,2.65E-05,8.35E-05,297.4623737,0.005049912
9707239,0.000641627,0,1.12E-32,0.000112813,7.98E-08,5.23E-09,0.000592271,2,2.07E-05,0,1,0.100998232
9707240,0.000197424,0,1.31E-16,0.006234749,0,5.26E-06,0,10,3.73E-05,0,47.69303752,0.050499116
9707241,0.001283254,4.01E-05,2.29E-15,0.009895313,9.11E-05,9.50E-06,0.000888406,17,2.25E-05,4.01E-05,332.8242063,0.123722834
9707243,0.000345491,0.000106672,5.93E-18,0.003339216,9.43E-07,6.09E-07,9.87E-05,12,2.73E-05,0.000106672,187.4686869,0.002524956
9707244,0.005379794,0.00010164,5.53E-14,0.012984596,0.000285045,4.24E-05,0.003504269,78,4.83E-05,0.00010164,12,0.037874337
9707245,0.001036474,2.99E-05,2.53E-21,0.001025373,2.85E-07,1.28E-06,0.000394847,28,9.37E-05,2.99E-05,3,0.007574867
9707246,0.002122304,1.90E-05,3.60E-15,0.01184523,9.89E-05,3.05E-05,0.001036474,48,2.77E-05,1.90E-05,0,0.010099823
9707247,0.002270372,0.000181822,2.88E-14,0.012154409,4.75E-05,4.46E-05,0.001332609,38,3.08E-05,0.000181822,2.5,0.020199646
9707248,0.000345491,2.44E-09,6.86E-35,4.94E-05,1.84E-08,3.03E-08,0.000296135,2,2.21E-05,2.44E-09,2,0.073223718
9707249,0.000542915,0,6.77E-18,0.001800918,9.50E-07,1.93E-07,9.87E-05,22,5.12E-05,0,34.44363414,0.058073983
9707250,0.00434332,0.000153536,1.79E-14,0.013834159,0.000388073,0.000105021,0.00301071,58,2.66E-05,0.000153536,248.3750722,0.015149735
9707251,0.002122304,6.34E-06,1.79E-15,0.008366114,8.07E-05,8.85E-06,0.00192488,6,2.15E-05,6.34E-06,338.8714286,0.037874337
9707252,0.000394847,0,9.75E-31,0.000491857,0,9.62E-09,0,14,5.44E-05,0,170.2178571,0.032824425
9707253,0.001480677,1.91E-05,2.01E-34,0.000148068,1.02E-07,3.43E-08,0.001332609,7,2.44E-05,1.91E-05,263.6607143,0.005049912
9707254,4.94E-05,0,2.29E-36,0,5.99E-13,0,4.94E-05,0,2.00E-05,0,197.2126984,0.035349381
9707255,9.87E-05,0,1.06E-33,0.000111051,0,3.88E-11,0,3,3.37E-05,0,1812.696374,0.015149735
9707256,0.000148068,3.19E-06,1.06E-33,9.87E-05,2.08E-06,1.58E-08,4.94E-05,6,3.06E-05,3.19E-06,1746.396573,0.078273629
9707257,0.000592271,1.23E-06,2.51E-19,0.001296281,4.89E-06,6.71E-07,0.000444203,7,2.15E-05,1.23E-06,4.833333333,0.030299469
9707258,0.001727457,9.25E-07,1.04E-14,0.010596936,5.84E-05,2.21E-05,0.001381965,16,2.10E-05,9.25E-07,1764.801371,0.100998232
9707259,0.002961354,0.000157252,2.05E-14,0.014108085,0.000196433,6.73E-05,0.001480677,63,3.61E-05,0.000157252,105.1464286,0.164122126
9707260,0.000937762,3.74E-06,2.15E-16,0.007195595,1.87E-05,3.98E-06,0.000394847,22,2.58E-05,3.74E-06,1435.090149,0.022724602
9707261,0.001678101,3.56E-05,2.94E-15,0.01076293,2.39E-05,8.57E-05,0.000345491,57,4.08E-05,3.56E-05,2,0.088373453
9707262,0.001530033,1.15E-05,2.76E-16,0.008452663,1.06E-05,1.55E-05,0.00083905,28,2.92E-05,1.15E-05,1455.043061,0.012624779
8001,0.007946301,0.003262211,0.001786916,0.067160064,0.001163763,0.000335782,0.007255318,26,2.46E-05,0.003262211,1368.191379,0.015149735
8002,0.002270372,1.31E-05,0.000644316,0.063433701,4.27E-05,6.20E-05,0.000740339,57,4.48E-05,1.31E-05,1522.088533,0.010099823
8003,0.000345491,3.65E-08,1.14E-32,0.000197424,2.53E-10,3.62E-09,0.000148068,4,6.86E-05,3.65E-08,37.13880286,0.04797416
8004,0.000987118,0,0.00045973,0.064928364,0,0.000269969,0,33,0.000206868,0,1895.741116,0.04797416
8005,0.000296135,2.97E-07,2.37E-17,0.004477974,3.69E-07,2.25E-05,9.87E-05,11,3.11E-05,2.97E-07,1726.159648,0.025249558
8006,0.000394847,0,5.74E-05,0.060056737,0,3.34E-06,0,20,3.82E-05,0,1159.851002,0.002524956
8007,9.87E-05,0,1.06E-33,9.87E-05,0,-7.26E-23,0,5,5.25E-05,0,2223.53988,0.037874337
8008,0.001480677,2.83E-05,1.95E-05,0.057059504,4.01E-05,1.55E-05,0.000789694,29,3.41E-05,2.83E-05,1865.252456,0.005049912
8009,0.00024678,3.27E-07,2.16E-05,0.056341475,1.37E-05,3.16E-07,0.000197424,2,2.12E-05,3.27E-07,90.11183261,0.055549027
8010,0.000987118,1.92E-05,2.38E-05,0.060328059,1.14E-05,1.27E-05,0.000740339,10,3.92E-05,1.92E-05,87.77849928,0.100998232
8011,0.000197424,0,2.90E-19,0.001573166,8.73E-13,2.62E-12,0.000148068,2,2.54E-05,0,1904.572142,0.022724602
8012,0.00192488,5.51E-05,0.005293653,0.070498643,1.39E-05,5.59E-05,0.000641627,53,4.56E-05,5.51E-05,1535.974316,0.035349381
8013,0.006663047,0.000141411,0.000295174,0.063410966,0.000271875,9.77E-05,0.00518237,64,2.76E-05,0.000141411,0,0.025249558
8014,0.000197424,0,1.25E-07,0.043906884,2.11E-07,5.63E-06,4.94E-05,6,2.43E-05,0,1,0.025249558
8015,0.004935591,0.000372277,0.003789765,0.078004223,0.000371033,0.000252976,0.002862643,87,5.13E-05,0.000372277,1889.225616,0.035349381
8016,0.003356202,2.21E-05,0.000637288,0.069098278,0.000329187,0.000256437,0.002566507,33,2.66E-05,2.21E-05,1626.7863,0.005049912
8017,0.000197424,0,2.37E-17,0.003931571,0,1.75E-09,0,8,5.40E-05,0,106.8706349,0.015149735
8018,0.000148068,0,1.59E-17,0.003878891,0,3.62E-09,0,3,3.72E-05,0,1834.734058,0.040399293
8019,0.001628745,0,0.000611363,0.069677654,0,0.000365106,0,61,4.82E-05,0,1995.358828,0.070698762
8020,0.00083905,3.15E-05,2.26E-05,0.058349483,5.07E-06,4.97E-05,9.87E-05,31,3.89E-05,3.15E-05,1969.810287,0.070698762
8021,4.94E-05,0,2.29E-36,0,1.32E-07,0,4.94E-05,0,2.00E-05,0,1813.311374,0.032824425
8022,0.000296135,1.30E-07,6.86E-35,4.94E-05,7.11E-07,2.80E-08,0.00024678,2,2.04E-05,1.30E-07,1457.718418,0.035349381
8023,0.002665219,0.000214883,0.000760027,0.066294922,3.62E-05,4.49E-05,0.000987118,68,4.82E-05,0.000214883,1,0.017674691
8025,0.000296135,7.98E-06,0.000840998,0.064738279,1.05E-05,3.68E-06,9.87E-05,8,3.01E-05,7.98E-06,1754.942327,0.025249558
8026,0.000197424,0,1.25E-17,0.00486408,0,1.46E-07,0,6,2.96E-05,0,1089.346608,0.090898408
8027,0.001727457,0.000115794,0.000430806,0.068295355,2.85E-05,7.31E-05,0.000937762,31,2.88E-05,0.000115794,1184.940902,0.080798585
8028,0.001332609,7.05E-05,0.002495322,0.07717821,8.78E-05,0.000157341,0.000789694,22,4.15E-05,7.05E-05,0,0.068173806
8029,0.00108583,2.15E-05,0.000744481,0.070742247,1.39E-05,5.12E-05,9.87E-05,43,7.43E-05,2.15E-05,218.654687,0.060598939
8030,0.002862643,0.000315785,0.001135579,0.064798779,9.89E-05,8.65E-05,0.000740339,90,4.57E-05,0.000315785,1696.725258,0.005049912
8031,0.001579389,1.66E-05,3.74E-05,0.055520275,2.59E-05,6.13E-06,0.000592271,37,5.75E-05,1.66E-05,1359.105212,0.083323541
