,Rank,Id,degree centrality,betweenness centrality,closeness centrality,eigenvector centrality,Katz-Centrality,Percolation-Centrality,Harmonic centrality,hubscore,authoritiesscore,Page-Rank,rank-Prestige,degree_prestige
435,436,9802130,204148,9510224,9209055,9508155,3146,9510224,9604166,9406020,9612080,9608078,9410104,9610223
436,437,9802120,9908141,9709100,9710247,9906129,9704194,9709100,9612008,9607064,9612173,9507158,9307065,9607164
437,438,9802119,9606181,9511187,9605151,9505052,9504010,9511187,9605151,9602041,9803038,9803164,9508071,9203076
438,439,9802118,9603097,9711127,9501030,9507050,9609113,9711127,9407078,9404050,3175,9705220,6110,202144
439,440,9802116,9706031,9306041,9604007,9601179,9612065,9306041,9705131,9209055,9711016,9804013,9705104,9407125
440,441,9802115,9307074,9411020,203211,9607243,9702195,9411020,9604052,9206016,9512030,9606133,9707031,9310171
441,442,9802112,9405110,9510092,9309140,9803237,9307190,9510092,9501030,9803068,9701173,2136,9405110,9407124
442,443,9802109,9711058,9410209,9604052,9708046,9412184,9410209,9604007,9207053,9711019,9805083,9702093,9509173
443,444,9802100,9503161,9505105,9507158,1042,9801038,9505105,9704094,9210050,9503063,9202,10060,9608063
444,445,9802092,9702093,9708055,9702094,9701101,9712226,9708055,9606148,9201002,207169,9309125,1206,9912271
445,446,9802091,9407044,9704197,9909215,9910060,9903258,9704197,9408074,9710233,9902094,9705034,2151,9211093
446,447,9802088,9607064,9611207,9704094,9606136,9803068,9611207,9712084,9704009,9702043,9405067,9311009,9706023
447,448,9802073,9607095,9307111,9302126,9608189,9705117,9307111,9711168,9201016,206196,204144,2074,9708089
448,449,9802071,9403009,9710078,9606148,9706089,9411095,9710078,9908101,9206029,212123,9607233,9412128,3075
449,450,9802068,9209105,9607121,9711168,9802130,9704137,9607121,9209031,9611047,2062,9704114,9602041,9909189
450,451,9802067,9712173,9707139,9908101,9705131,9607104,9707139,9611190,9710206,9909044,9804164,7191,9510019
451,452,9802066,1206,9502038,9606136,9612008,9508068,9502038,9507158,9410114,9802118,9611047,9805124,9504124
452,453,9802065,9606044,9308075,9503078,9704070,9412167,9308075,9309140,9503161,204147,9609041,9603092,9304011
453,454,9802064,206255,9506156,9311130,9604164,9704009,9506156,9604164,9703123,9704197,9802203,9711061,202089
454,455,9802051,9803012,9602012,9505049,9709139,9704080,9602012,9612117,205209,210084,9910035,205316,9401140
455,456,9802049,9501030,9803214,9704054,7191,10190,9803214,9302126,204004,9706035,9308062,9507090,9903266
456,457,9802047,2151,9412167,9612164,9803087,12021,9412167,9610038,204261,11243,208132,9704089,9506052
457,458,9802042,9701129,9706089,9610038,9904045,9710177,9706089,9503078,202111,7132,9410034,9801008,9211124
458,459,9802040,9707020,9802067,9604164,9411178,9803196,9802067,9046,9212154,9310070,203124,9506002,9204077
459,460,9802039,9602009,9611203,9712084,9506112,9612143,9611203,9606136,9205031,9805069,9242,2219,9404108
460,461,9802023,9410084,9801157,9601179,9412162,5122,9801157,9609137,9612018,205026,5191,9604056,9203065
461,462,9802019,9412128,9704013,9611190,9504027,9611207,9704013,9601179,9404140,9606046,9707091,9702009,9201044
462,463,9802007,9602030,9801061,9707126,9507158,9704096,9801061,9704054,9015,9908075,9412184,9912128,9612251
463,464,9801207,9602041,9501030,9411149,9612143,9805124,9501030,9612164,9403045,9708054,9706082,9710245,9409030
464,465,9801206,7191,9702006,9411028,9507171,9410203,9702006,9703072,1122,9709077,9610134,9209107,9611064
465,466,9801204,9309154,9402031,4041,9602074,9703126,9402031,4041,9309065,9803139,9706060,9707204,9804136
466,467,9801196,9307017,9802130,1019,9710233,9411149,9802130,1019,9059,210066,5254,9905162,9804182
467,468,9801194,9411061,9704114,9705131,9706053,9903221,9704114,9411028,9405110,9803087,9804188,9801024,9802067
468,469,9801193,9612028,9601097,9607105,5181,9405162,9601097,9209055,8102,9607121,9803028,9311130,9701112
469,470,9801189,9905167,9601104,9702194,9912128,5273,9601104,9505049,10232,9910080,205195,204071,9301098
470,471,9801183,9805124,9608117,9406203,9602043,9805020,9608117,9311130,9210011,9706179,9909047,9707202,9707088
471,472,9801182,9910085,9606017,9609137,9604166,9608055,9606017,9607105,9211054,9805154,9609065,9310019,9205115
472,473,9801157,9608137,9603142,9612117,9605209,9410209,9603142,9411149,9709118,9601155,9612093,9805052,9504142
473,474,9801152,9503029,9302020,9046,9704114,9404114,9302020,9702194,9609064,8061,9705003,9712186,9601111
474,475,9801151,9612126,9409021,9210119,9802007,9607095,9409021,9406203,9402020,9412142,1070,9805095,3110
475,476,9801145,9603092,204261,9509133,9703176,9603128,204261,9710078,9405009,207143,9409009,9509161,9607077
476,477,9801132,205290,9501036,9602062,9608093,207149,9501036,9707222,9411004,9704160,9601078,7122,9609205
477,478,9801121,8186,9412115,9710078,9610038,9611072,9412115,204168,9510060,9607108,9704057,12134,9406003
478,479,9801115,2154,9402114,9707222,9604052,9507050,9402114,9704114,9410091,9308066,9711037,9601023,9209001
479,480,9801106,9311156,9211047,4079,9709118,9703163,9211047,9701101,9507076,9508005,9802073,9605188,209158
480,481,9801099,9711061,9608078,9507171,9909047,9703008,9608078,4079,9205011,209132,4079,9707009,9404134
481,482,9801090,205316,9407109,204168,9702094,9608017,9407109,11250,9611214,11110,203030,9503133,9506156
482,483,9801073,9507090,9805200,9703072,9702201,9803066,9805200,9602062,9202037,9209037,9706020,9409035,9604166
483,484,9801067,9603031,9403129,9601023,9701069,9502038,9403129,9702201,9205098,204082,9712071,9709192,9201002
484,485,9801062,9310029,9404157,9704070,9611047,9704120,9404157,9701069,9206100,9708081,9710177,2034,9311098
485,486,9801061,9607104,9412209,9702201,9802092,9708099,9412209,9704070,9204031,9603012,9707247,9093,9405183
486,487,9801059,9710179,9705007,9701069,9509133,9702093,9705007,9507171,9206044,4109,9903205,207105,9508135
487,488,9801042,9704137,9507121,11250,9902177,9612207,9507121,9601023,3188,9512115,9707139,9405162,9704094
488,489,9801039,9801008,9509050,9508044,9410167,9609041,9509050,9509133,5053,9707243,9710174,9232,9210065
489,490,9801038,9406198,9211015,9704114,9912114,9606148,9211015,9508044,2034,202203,9803068,9503027,9306057
490,491,9801024,9410010,9502077,9511065,8190,9804164,9502077,9210119,9802039,9711029,9903258,9711037,9311110
491,492,9801020,1197,9210050,9611213,9411187,12143,9210050,9705007,9506159,10232,9609066,9801038,11099
492,493,9801019,2219,9504148,9402004,9506002,9909176,9504148,9612102,9605074,9501056,9503022,9712226,9907029
493,494,9801017,9709139,9307101,9712257,9506091,9710004,9307101,9706089,9605080,5254,9607104,9707158,9601039
494,495,9801013,3208,9506116,9705007,9503212,208048,9506116,9710178,9410134,9512184,9710207,7032,5061
495,496,9801008,9704142,9801206,9511157,9511065,9603097,9801206,9611213,9306041,9703071,9706158,2244,9403157
496,497,9801005,9205006,9710250,9607243,9503078,9610204,9710250,9407001,9512031,9701175,9611136,8171,9709066
497,498,9712257,9603204,9609191,9612102,9501030,9701106,9609191,9511157,9512121,9603092,9612084,9510135,9412230
498,499,9712256,9406020,9406213,9303159,9608035,9608117,9406213,9511065,9411219,9801059,9606101,9707129,9509018
499,500,9712254,9704148,9309041,9802007,9412229,10177,9309041,9802007,9510182,210097,9707184,9711073,9606195
500,501,9712253,9601020,9707184,9703176,9601177,9611161,9707184,9703176,9503139,9306073,9707243,9706066,9601016
501,502,9712246,9310022,9703100,9901118,9703072,9612093,9703100,9712257,9209130,9401070,9801061,9507050,9901099
502,503,9712241,9412010,9401070,9803136,9702006,204091,9401070,9901118,9306044,9403133,9603097,9709099,9707154
503,504,9712239,9310118,9306013,9412228,9512184,204004,9306013,9801132,9303172,9302110,9711149,202077,9601138
504,505,9712235,9610144,9710063,9710178,9603187,204144,9710063,9607187,9312187,9411025,8241,5273,9306156
505,506,9712229,9409113,9405067,4053,9505073,11099,9405067,201253,9404155,9408006,9609085,9603075,9307011
506,507,9712226,9306035,9704096,9706089,9602172,8107,9704096,9506075,9404156,9405164,9604166,9504026,9402011
507,508,9712223,9911175,9309050,9407001,5254,208086,9309050,205232,9405151,8135,9803027,9706072,9205003
508,509,9712220,9904016,9301028,2136,204004,9410104,9301028,9402004,9305028,9302022,9606169,208029,206182
509,510,9712214,9701012,9710178,9607187,9801132,9604196,9710178,10069,9504010,9805044,2071,9406069,9310193
510,511,9712206,9707044,9409098,9506075,9706158,9606167,9409098,9803142,9706068,9803131,9705175,203030,203245
511,512,9712202,9612128,9602005,205232,9703029,9093,9602005,9607243,9607198,9611111,9310026,9601043,205052
512,513,9712194,9709228,9603081,9610106,9708039,9505068,9603081,9412228,9608042,9509109,9709118,9609203,207037
513,514,9712193,9603142,9506138,9803142,9906151,9407023,9506138,2136,9202053,6227,9804113,9601040,3202
514,515,9712191,9306080,9602049,9801132,9909215,9173,9602049,9803136,9202063,207199,9505135,9411149,9605074
515,516,9712188,9704054,9709025,9710114,9611190,9902184,9709025,4053,9202054,9504114,12023,9411095,9203026
516,517,9712186,6108,10069,201253,9606133,9412159,10069,9610012,9409030,9612244,9611203,9610241,9705155
517,518,9712174,8135,9901118,9706194,204158,9710233,9901118,9310170,9209094,9505002,9610200,9711157,9603200
518,519,9712173,9602074,9611214,9607239,9610018,9512147,9611214,9701019,9208041,9505058,2245,9712090,202021
519,520,9712171,9511065,9910035,9610012,9801207,9510199,9910035,9711037,9301001,9304083,9412209,9606174,9709211
520,521,9712165,9804205,9705057,9706091,9612103,206255,9705057,9706194,9606093,9712066,9702043,9173,9609191
521,522,9712161,9408165,9710240,9310170,10069,9805172,9710240,9706091,203237,9409025,9709030,9707120,9805172
522,523,9712157,9612025,9303172,9711037,9505049,9510092,9303172,9303159,205184,208086,8107,9706194,9907066
523,524,9712147,9411031,9609113,9607060,9910080,9211015,9609113,7018,201258,9804112,8061,9307190,9804111
524,525,9712145,203026,9802039,9701019,9706179,9801024,9802039,9503016,203168,9607220,9412159,9606144,9308130
525,526,9712144,9609131,9612207,9701101,9701169,9304062,9612207,9610106,203041,9605006,9606136,9709216,9503055
526,527,9712134,9906130,9707119,9502006,9503029,9802047,9707119,208228,12258,9712088,9909190,9412166,9601112
527,528,9712130,9405096,9901122,208228,9511187,9506064,9901122,9607239,204091,9704019,9710142,9611003,9201036
528,529,9712125,204223,207201,9610204,9510156,2167,207201,9610204,204144,9701186,9804182,9305067,9405163
529,530,9712124,9204054,9611136,9309044,9412236,9702109,9611136,9710114,204071,201170,9603031,9802023,9303013
530,531,9712117,9406056,9712257,9604196,9504010,9707031,9712257,11115,12072,10272,9601104,9610149,9210084
531,532,9712115,9410114,9511157,9411049,9408083,7036,9511157,9503029,9512139,9610035,9705117,9804197,9603037
532,533,9712113,9902109,9708116,9503029,9411149,2219,9708116,9407118,9512041,9803072,9705057,9711044,9701039
533,534,9712111,9611039,9406069,9503016,9409176,204087,9406069,9411049,9407057,208091,9605174,9610243,9302068
534,535,9712110,9903217,9707131,9707171,9509020,9703222,9707131,9604196,9605220,9802119,9802023,9605105,9203051
535,536,9712109,9412027,9409009,9711047,9704094,9709047,9409009,9608017,9206054,9712084,9510106,9704059,9406048
536,537,9712106,9805009,9605174,10069,9503016,9801106,9605174,9707171,9302060,9901132,9508151,9512065,9712239
537,538,9712100,9412078,9306156,9407118,2136,9603044,9306156,9704059,9304037,9706176,9906151,9801182,9906064
538,539,9712096,9701050,9408005,9704059,203124,9612118,9408005,9309044,9307168,9311089,9018,9804164,9712191
539,540,9712090,9711201,9310019,9608017,9704059,8135,9310019,9407190,205280,9610156,9607121,9605059,9303131
540,541,9712089,9307186,9605176,9407099,12143,9612069,9605176,9607060,205296,9406027,9805124,9612068,202116
541,542,9712088,8201,9404114,9407190,9611036,9612241,9404114,9607083,9709228,9606175,9410203,9705221,9403019
542,543,9712086,204112,9312206,9710030,9704167,9505173,9312206,9407099,9710034,9503143,9703126,9142,9403193
543,544,9712085,209148,9309085,9404192,205209,9612017,9309085,9711047,9612126,9403037,9309110,9611207,9207011
544,545,9712084,9511118,9803038,9603150,9911161,9250,9803038,9502006,9703037,9707150,9711168,9603012,9207103
545,546,9712071,9803229,9311009,5254,9804182,9502113,9311009,9710030,9601106,9307111,9908101,9408077,9309147
546,547,9712068,206104,9409110,9901122,203187,9711044,9409110,5254,9706045,3089,9611072,210061,9710114
547,548,9712066,9911028,6227,7018,9604007,9604164,6227,9712110,9208010,4163,9611214,9804001,9303032
548,549,9712065,9606133,9405084,9609043,9909176,9610134,9405084,9603150,9211093,9605119,9512143,9610204,9202050
549,550,9712062,1163,9901069,9711029,9610204,9604097,9901069,9612103,9208006,9606061,5031,9309041,9702168
550,551,9712059,9803237,9709099,9305185,204168,9605059,9709099,9403038,9212007,8096,9706133,9702195,9612069
551,552,9712056,9804172,9512073,9408029,9705232,9704059,9512073,9609043,1019,9310067,9803053,2231,9706143
552,553,9712055,9602160,9709080,9601043,9606049,9706072,9709080,9711029,9409143,9707241,9710192,209042,9211034
553,554,9712053,9508064,9312189,9607083,11140,9701125,9312189,9711110,9503102,9609191,9606144,9411176,9602062
554,555,9712051,9310052,9304072,9412027,9905111,9801061,9304072,9412027,9302090,9409142,9701140,9911063,8142
555,556,9712050,9412221,9801121,9711110,9608017,9610251,9801121,209225,9803109,8168,2213,9412064,9912064
556,557,9712043,201017,9503114,9403038,9609043,9712084,9503114,9901122,9212081,9305079,202043,9310052,9310146
557,558,9712036,9304112,9508064,9606054,9602030,9411198,9508064,9404192,9210037,204083,9610220,9602107,9707134
558,559,9712028,9502006,9510087,9712110,9712028,12077,9510087,9408029,9709071,8098,4041,9610223,9511181
559,560,9712016,9602107,9512147,11115,9706082,9703041,9512147,206006,9509106,3013,1019,9509173,9905111
560,561,9711203,207096,9709107,9711175,209225,9706089,9709107,9710233,9303108,7153,206201,9912271,9309045
561,562,9711201,9711203,9707097,9612103,9604196,9607239,9707097,9701169,9704213,9907180,9704172,9304011,9709033
562,563,9711200,206175,9610200,9510224,9603150,11251,9610200,9606054,9406180,9805010,9612222,7149,2095
563,564,9711189,9906013,9502094,9701169,9611207,9505135,9502094,9510224,9408135,9610241,9704049,9508135,9907113
564,565,9711188,9609022,9503027,204253,3059,9705055,9503027,9711175,204147,9505135,9907072,9802118,9907072
565,566,9711176,9710124,9710101,203168,9706194,9510135,9710101,9601043,204033,9512110,9903134,9605074,7236
566,567,9711175,9705075,9306153,9309067,9707185,9908142,9306153,203168,203248,9308019,9407118,9601112,9310151
567,568,9711174,9712254,9310157,9403121,9602120,9907048,9310157,9702006,9403019,9704072,9712145,9405163,9909047
568,569,9711170,9207050,9405029,9603031,9407078,9710207,9405029,9305185,9406214,9701178,208086,9612069,9210001
569,570,9711168,11209,9505074,206006,9410237,9703029,9505074,9403121,9404094,9408135,9410104,9803109,9505065
570,571,9711167,9607164,9407018,9611203,9412184,9606044,9407018,9612083,9307119,9909101,9612251,9909047,9712188
571,572,9711163,9608063,8001,9610104,9610006,9705104,8001,9803237,9301080,9505144,9701025,9312094,9408122
572,573,9711162,9211093,9702194,9505073,9701019,9804013,9702194,9905107,9709138,9903047,9608055,204087,9406208
573,574,9711161,9706023,9603161,9905107,203168,9612248,9603161,9608035,9707174,9611011,9612224,9704029,9609141
574,575,9711157,9708089,9604195,207007,9502038,9802073,9604195,204253,9610006,9610175,9712241,9512147,11060
575,576,9711149,3075,9312150,9706158,9407118,9707192,9312150,9505073,9204004,9208068,212014,9604196,9610038
576,577,9711144,9909189,7018,9506122,9711037,9612103,7018,9406059,9206038,209120,9510199,9801099,9906089
577,578,9711143,9504124,9712191,9308062,9711029,9802023,9712191,9611203,9305100,4203,9805179,9704025,9401006
578,579,9711138,7149,9706082,9405008,9511222,8171,9706082,9603031,9211066,209160,208048,9708004,9208071
579,580,9711133,9404108,9607218,9608107,9803142,9242,9607218,9610104,9206050,208088,9701078,9612103,9202012
580,581,9711127,9612251,9312187,9612083,9412027,3158,9312187,9706158,9302139,9703188,9702086,9403037,9402155
581,582,9711120,9804136,9710065,9406059,9803067,9803237,9710065,207007,9911063,9803116,9707134,9409021,9312094
582,583,9711113,9804182,9712066,9702006,8001,205195,9712066,9408098,9910027,9210029,9706072,9507085,9712106
583,584,9711110,9701112,9209116,9510156,9508068,9410073,9209116,9506122,3141,6094,9610172,9410034,9204039
584,585,9711106,9504142,9909176,9610018,9411210,9606181,9909176,9801008,202023,9209122,207201,9602120,9803234
585,586,9711084,11208,9606101,9704120,9408074,9411020,9606101,9309067,11080,3001,9510208,208086,9212016
586,587,9711083,9601111,9302037,9509020,9403038,9710203,9302037,9801067,12057,204016,9706107,9608190,9412153
587,588,9711081,3110,9505093,9410142,9405008,9804188,9505093,9704120,9704025,9604090,9707063,9803217,9710247
588,589,9711075,9607077,9210121,9505123,9612117,9803028,9210121,205209,9309047,9802064,9604025,204004,9206024
589,590,9711073,9609205,9705220,9404025,204091,5031,9705220,9308062,9701042,9506059,9510087,9603128,9703174
590,591,9711070,209158,9612222,209225,211078,9712165,9612222,9510156,9902199,9603056,9607218,9301097,9705211
591,592,9711069,9506156,9603042,3255,9512031,2071,9603042,9610018,9710006,9903221,11099,9511157,9903136
592,593,9711067,9604166,9310159,9902177,9610106,9805179,9310159,9509020,9910103,9511187,9705055,9411238,9607049
593,594,9711065,9907029,9311080,9406213,202126,9801008,9311080,9608107,9504158,9801061,207273,9510092,9308139
594,595,9711061,5061,9610104,9608035,208170,9608035,9610104,9405008,9906189,9612079,207217,9702083,11169
595,596,9711058,9802118,9704167,9511164,11099,1197,9704167,9902177,9504157,5071,9801090,9610153,9509062
596,597,9711057,9709066,9711175,9503099,9609113,9904181,9711175,8001,9410174,9603135,1197,9610101,9302119
597,598,9711055,9509018,9303057,8001,205180,9912271,9303057,9410142,9408077,9504090,9904181,9611133,9408044
598,599,9711053,9606195,9308042,9603075,9910053,211105,9308042,9508068,9709227,9803058,9706163,5031,9305076
599,600,9711052,9601016,9510208,9611072,9804113,9805159,9510208,1042,9710210,3192,9609203,9410138,9202008
600,601,9711047,9310193,9703176,9710233,207143,9606049,9703176,9609191,9309052,9911253,9407078,9603052,9705190
601,602,9711044,205052,9301097,9408098,205315,205103,9301097,9404025,9601159,9804168,9908075,9304072,9209046
602,603,9711041,207037,9308114,9610134,205147,2247,9308114,9505123,9802112,9904015,5273,9703222,9409151
603,604,9711037,9705155,9705044,9709118,211171,205316,9705044,9705003,9605225,9709138,9703029,9708099,9211064
604,605,9711029,202021,9309026,9409176,205181,9707090,9309026,9412229,9412167,9510169,9512121,9410073,9304026
605,606,9711026,9709211,9402005,9404109,9606130,208072,9402005,3255,6204,9705137,9505049,9912086,9912072
606,607,9711024,9804111,9306069,9609191,9506075,209120,9306069,9712220,9606177,206104,7142,9401105,9607007
607,608,9711019,9611051,9709139,9409009,9607239,9701129,9709139,9611072,205180,9504105,9904096,9605030,9509140
608,609,9711016,9603037,9403192,9411095,203211,9911072,9403192,9706053,205037,9309142,202126,9805126,9209054
609,610,9711013,9712239,9304011,9601078,9908142,9706066,9304011,7170,9611040,9911026,9509133,9705102,9905200
610,611,9711003,9712191,9402016,9803237,9801020,11197,9402016,9609113,9310003,9311155,9408098,9602012,9504041
611,612,9711002,202116,9707120,9801067,9705106,204166,9707120,9511164,9612143,9707129,9512147,9710203,9301120
612,613,9711001,9403019,9611072,9508068,9512143,9606194,9611072,9503099,9511071,206164,9711161,12077,9304053
613,614,9710250,9710114,9709138,9611047,9803051,9403038,9709138,9603075,9303131,9910238,2045,10237,9402049
614,615,9710248,9303032,9702093,205017,9903205,9610172,9702093,9709118,9406212,9710006,9801067,9511053,9301043
615,616,9710247,9702168,9508005,204071,10177,9602030,9508005,9610134,9509003,9605153,9705162,6106,9608180
616,617,9710245,9706143,9412229,9706053,9607187,203124,9412229,9403137,9302121,9406144,9606167,9803196,204147
617,618,9710240,9211034,9403193,9709034,9801067,9604195,9403193,9607233,9707044,3068,9505068,9505135,9707063
618,619,9710239,9602062,9410008,9904045,9802073,9608137,9410008,9411095,9708003,9609075,9407023,9310134,9212049
619,620,9710233,8142,9410203,9412229,9611065,204188,9410203,9707120,9710063,9404063,9606015,9408119,9304103
620,621,9710231,9707134,9602074,1042,9701166,7191,9602074,9406213,9705139,9510001,9601169,9604097,9510045
621,622,9710224,9709033,9511128,9705003,9601036,9908141,9511128,9805207,9210046,9505089,9707198,3153,9512141
622,623,9710219,9907113,9710129,9611068,9711201,201056,9710129,9703029,9607110,9802162,9508139,9506186,9512147
623,624,9710210,9907072,9702195,12023,9705220,202111,9702195,9909176,9510147,12176,9605003,9412237,9309059
624,625,9710207,7236,9712056,9712220,9511157,9233,9712056,204071,9201003,208155,9710153,9311080,9409067
625,626,9710206,9712188,9410138,9309110,9607218,9712068,9410138,9611047,9204059,9312204,9711162,9805020,9404173
626,627,9710203,11060,9610223,9707120,9712055,9602012,9610223,9910053,9412093,3203,209024,9610157,9508041
627,628,9710193,9610038,9605030,9703029,2046,10223,9605030,9409176,9206091,5061,7122,2247,9404156
628,629,9710192,9402155,9803067,207078,9612102,9711073,9803067,9404109,9302032,9509050,9710245,9222,9603143
629,630,9710186,9712106,9908142,9609113,205195,9303172,9908142,9904045,9403136,9911100,9712055,4060,9710078
630,631,9710183,9803234,9308034,7170,9702049,9702083,9308034,9709034,9705219,9511159,205232,9609207,9612049
631,632,9710180,9412153,9510199,205209,9407087,9611194,9510199,204171,9710127,9412167,9711052,9707185,9206071
632,633,9710179,9710247,9703029,9610191,9605145,9607117,9703029,8222,9702093,9704137,9503104,9603117,9209041
633,634,9710178,9703174,9706096,11014,9403173,206164,9706096,11014,9204094,9510209,9612042,9604195,9210055
634,635,9710177,9607049,9706091,9801008,9502006,6181,9706091,9611207,9206041,9701169,9608035,207007,9712088
635,636,9710174,11169,9712220,9709139,208132,9711058,9712220,9502038,9612157,9309152,208228,9603177,9908005
636,637,9710171,204087,9306033,9502038,11115,9612028,9306033,9708046,9202011,206255,9611132,9404114,9410209
637,638,9710169,9509062,9604196,3146,201253,9505122,9604196,12023,3146,9179,9412229,9903130,9503092
638,639,9710163,9705190,206182,9403137,9410142,9709013,206182,9610191,3039,9902024,9805102,9302091,9508101
639,640,9710161,9912072,9406212,9708099,9312172,9911033,9406212,9310101,9908090,9907177,9015,9404092,9603071
640,641,9710153,9607007,9404113,9507115,9502155,9411053,9404113,9708099,9207026,2244,9412074,9405133,9601150
641,642,9710149,9509140,9609138,9405067,9805083,9605159,9609138,9709139,9302084,9605108,9612168,9703023,9208012
642,643,9710142,9905200,9402060,9309125,9709138,9706090,9402060,9409009,9202047,9212104,5054,9906034,9412119
643,644,9710137,9504041,9311181,9705034,9611214,9504148,9311181,9601078,9705099,9711073,9503021,205037,7076
644,645,9710129,9301120,9612248,9511222,9710178,210061,9612248,2034,9311056,209129,9407031,9505016,9406134
645,646,9710127,9608180,9702201,9310101,9901122,2231,9702201,9602074,9311092,9707119,9506116,9511119,9204016
646,647,9710124,204147,9712171,12077,207078,207280,9712171,5181,9612219,206245,1222,9704056,9210141
647,648,9710122,9707063,9305163,9708046,9511164,9409021,9305163,9712090,9511065,12067,9609113,9906217,3025
648,649,9710121,9404173,9502074,204171,9503099,9502077,9502074,9710245,9612212,9510210,9612248,9505173,9907067
649,650,9710116,9603143,9505144,8222,7018,9405084,9505144,210110,9912271,9912099,9702006,9603162,9912060
650,651,9710114,9710078,9607233,8186,9407001,9912179,9607233,9611068,9908005,9712174,205180,4180,9403039
651,652,9710109,9612049,9503045,9601169,9712220,9605080,9503045,8186,7170,9303029,9912271,9502038,7142
652,653,9710101,9209041,9609003,9704194,9709228,9403073,9609003,9908142,10117,9311088,9805159,204091,9208006
653,654,9710078,9712088,9711037,9712090,9709030,9805126,9711037,12077,9308136,9605225,9605153,9309065,202189
654,655,9710065,9503092,9603037,9611136,209024,203101,9603037,207078,9405054,4048,9507115,9402005,9602155
655,656,9710064,9603071,9602098,9612084,9408098,10237,9602098,9906129,9606188,9610172,205187,9908141,9405080
656,657,9710063,9601150,9409176,9606101,9901118,208184,9409176,9702093,9607220,204148,9411149,9503161,206228
657,658,9710058,7076,9611039,9602074,9610012,9910027,9611039,9903033,9412133,9612194,9703204,9407044,9201019
658,659,9710052,3025,9301103,5181,206228,9605172,9301103,3146,9604034,3123,9501030,9607064,9512120
659,660,9710048,9907067,9707222,9906129,9702093,9610163,9707222,9309125,9311038,9707082,9511053,9607095,9305042
660,661,9710046,9912060,9305066,9909176,9511053,212334,9305066,9505093,9506059,5021,205103,9403009,9801099
661,662,9710034,7142,9802203,9612222,9609137,9411061,9802203,9705034,9904064,9802120,9404092,9209105,9603053
662,663,9710032,9405080,9209107,9704049,9908075,9411112,9209107,9704194,9712206,9306080,9508071,9501030,9309073
663,664,9710030,206228,9311157,9607233,9711067,9601069,9311157,12143,9312138,201125,9407109,9701129,9403149
664,665,9710022,9305042,9911161,9805207,207217,9506171,9911161,9511222,209014,9707008,9610243,9505043,9404080
665,666,9710010,9404080,7191,9710065,9911186,212339,7191,9503027,9311066,10117,3239,9602009,9204089
666,667,9710006,9605001,9406198,9412167,204144,9905162,9406198,9605030,9307146,9411176,9712191,9410084,9208058
667,668,9710004,9311058,9512030,9410034,9706068,9512223,9512030,9309110,9303102,10237,9610059,9307017,9906079
668,669,9710002,9802073,9705162,9611207,208029,9712186,9705162,9608078,9205097,9311007,9712165,9612028,9501085
669,670,9709229,9409025,9405008,9601112,9610195,9712157,9405008,9507115,9906121,9705168,9610094,9412229,9601100
670,671,9709228,9410041,9211084,9505093,9608117,9312150,9211084,9601112,9803030,9711201,9403137,9910085,9303172
671,672,9709227,12176,9804013,9702093,2034,9605152,9804013,9707091,9708159,9505068,9412027,9710030,9311058
672,673,9709220,3188,9505025,9910053,9712193,9709039,9505025,9510182,9509047,9409013,9603030,9310029,9707005
673,674,9709216,204184,9509140,9611065,202112,9402114,9509140,9907180,9603101,9403108,9709014,9710179,9209057
674,675,9709214,9509071,9910053,9701166,209145,9610167,9910053,9602030,9603056,9509122,4077,1197,9902037
675,676,9709212,9510185,9604026,9908142,9904019,7197,9604026,9405067,9205111,9408035,9410209,9804188,9406212
676,677,9709211,9211059,9504090,9512129,209111,4049,9504090,9611136,9408141,1215,9607095,9612248,9704025
677,678,9709207,9712235,9709034,9804112,206108,9801062,9709034,9612084,9408100,212084,9611222,206010,9409025
678,679,9709201,9510219,9907072,9710245,12067,9701023,9907072,10190,9311170,9212086,9612131,12256,9903220
679,680,9709192,9402142,9601078,10190,9908141,9610091,9601078,9606101,9612117,9401012,9603176,9803068,9708004
680,681,9709187,9607134,9707224,9402060,9710207,9142,9707224,11251,9408006,9505127,9601097,9410140,9209106
681,682,9709173,9408001,9502006,9605030,201056,9710239,9502006,9802073,9210143,204166,9805207,9703163,9902189
682,683,9709154,207247,9304125,9612065,205187,9309044,9304125,12021,9505052,9507005,205181,9604142,9512007
683,684,9709152,9304128,9404192,2034,207033,9702006,9404192,9612222,9501145,3087,9512059,9601022,9410093
684,685,9709142,9404110,9706194,210110,210097,9705169,9706194,9611065,9505165,9503161,9610006,10059,4033
685,686,9709140,9304051,9612083,9702195,206211,9510106,9612083,9701166,9504125,9505074,9605200,9801106,9605158
686,687,9709139,9612222,9510130,12021,9402107,7122,9510130,9412167,9507006,9306069,9510008,9704016,206035
687,688,9709138,9607208,9609087,9903033,9309044,207217,9609087,9611036,9911211,9512125,9803063,9707119,9403037
688,689,9709137,208123,9402004,11251,9404192,4083,9402004,9704167,204112,9412115,11227,9611190,9611132
689,690,9709118,9707247,9909047,9707091,9704120,9602174,9909047,9606044,203003,9508075,9802007,9403143,9909164
690,691,9709111,9607243,9610094,9310113,9612222,12067,9610094,10177,9903220,3147,9703176,9603101,9206106
691,692,9709109,9902204,9412074,9503161,9505123,9706225,9412074,204004,12083,9403141,9703100,9502113,9901139
