,Id,degree centrality,betweenness centrality,closeness centrality,eigenvector centrality,Katz-Centrality,Percolation-Centrality,Harmonic centrality,hubscore,authoritiesscore,Page-Rank,rank-Prestige,degree_prestige,scores
893,9304150,0.000365564,3.98e-06,0.000182782,2.51e-32,0.013323298,3.98e-06,1.0,1.7100000000000003e-21,7.47e-20,8.55e-05,3,0.000182782,0.727231301
894,9609232,0.000182782,0.0,0.0,2.7899999999999997e-34,0.012112089,0.0,0.0,2.41e-20,0.0,4.63e-05,0,0.000182782,0.727231301
895,9904009,0.000182782,0.0,0.0,2.7899999999999997e-34,0.012112089,0.0,0.0,7.76e-21,0.0,4.63e-05,0,0.000182782,0.727231301
896,9601076,0.000365564,6.68e-08,0.000182782,2.51e-32,0.013323298,6.68e-08,1.0,3.19e-20,3.96e-19,8.55e-05,1,0.000182782,0.727231301
897,9404094,0.000731128,1.84e-05,0.000411259,1.14e-30,0.014655627,1.84e-05,2.5,7.56e-20,-6.02e-19,0.000157963,3,0.000365564,0.727231301
898,9303132,0.000182782,0.0,0.0,2.7899999999999997e-34,0.012112089,0.0,0.0,-4.48e-20,0.0,4.63e-05,0,0.000182782,0.727231301
899,5145,0.000365564,4.01e-07,0.000243709,1.12e-30,0.013444419,4.01e-07,1.5,4.39e-21,1.35e-19,0.000118739,2,0.000182782,0.727231301
900,9610101,0.000548346,3.94e-06,0.000365564,5e-32,0.014534506,3.94e-06,2.0,1.9e-19,1.29e-20,0.000124722,4,0.000182782,0.727231301
901,1046,0.000365564,2.67e-07,0.000365564,3.39e-29,0.013577651,2.67e-07,2.333333333,-7.28e-20,-1.17e-20,0.000180151,3,0.000182782,0.727231301
902,9907024,0.000182782,0.0,0.0,2.7899999999999997e-34,0.012112089,0.0,0.0,-4.48e-20,0.0,4.63e-05,0,0.000182782,0.727231301
903,205017,0.001096692,0.0,0.001096692,1.49e-31,0.019379342,0.0,6.0,0.0,-1.4e-18,0.000281617,13,0.0,0.727231301
904,9710248,0.000365564,1e-07,0.000182782,2.51e-32,0.013323298,1e-07,1.0,-2.46e-22,3.25e-19,8.55e-05,1,0.000182782,0.727231301
905,9605046,0.003655639,0.002144176,0.02388154,3.28e-05,0.036687503,0.002144176,168.765723,-3.92e-19,-1.92e-16,0.004520215,32,0.000731128,0.727231301
906,202124,0.000182782,0.0,0.0,2.7899999999999997e-34,0.012112089,0.0,0.0,7.430000000000001e-21,0.0,4.63e-05,0,0.000182782,0.727231301
907,9302047,0.000182782,0.0,0.0,2.7899999999999997e-34,0.012112089,0.0,0.0,-1.83e-20,0.0,4.63e-05,0,0.000182782,0.727231301
908,9803117,0.000365564,8.42e-06,0.000447816,1.2300000000000001e-26,0.013591096,8.42e-06,3.116666667,-4.78e-20,-7.38e-19,0.000252622,3,0.000182782,0.727231301
909,9604180,0.000182782,0.0,0.0,2.7899999999999997e-34,0.012112089,0.0,0.0,2.61e-20,0.0,4.63e-05,0,0.000182782,0.727231301
910,9502074,0.000365564,2.21e-05,0.000329007,2.2099999999999998e-30,0.013565539,2.21e-05,2.0,2.88e-20,-4.29e-19,0.00015198,3,0.000182782,0.363615651
911,9408134,0.000182782,0.0,0.0,2.7899999999999997e-34,0.012112089,0.0,0.0,-3.89e-20,0.0,4.63e-05,0,0.000182782,0.727231301
912,9403120,0.000182782,0.0,0.0,2.7899999999999997e-34,0.012112089,0.0,0.0,6.4500000000000005e-21,0.0,4.63e-05,0,0.000182782,0.727231301
913,9712053,0.000365564,3.34e-08,0.000182782,2.51e-32,0.013323298,3.34e-08,1.0,-3.02e-20,2.7e-19,8.55e-05,3,0.000182782,0.727231301
914,9612208,0.000365564,9.36e-07,0.000182782,2.51e-32,0.013323298,9.36e-07,1.0,-2.66e-20,-7.14e-19,8.55e-05,3,0.000182782,0.727231301
915,2096,0.000182782,0.0,0.000182782,2.51e-32,0.013323298,0.0,1.0,0.0,-6.64e-19,8.55e-05,3,0.0,0.363615651
916,6144,0.000548346,2e-07,0.000411259,1.14e-30,0.014655627,2e-07,2.5,1.35e-21,-1.83e-19,0.000157963,3,0.000182782,0.727231301
917,9601155,0.000548346,4.01e-07,0.000365564,5e-32,0.014534506,4.01e-07,2.0,-6.3900000000000004e-21,6.21e-19,0.000124722,3,0.000182782,0.727231301
918,9803054,0.000365564,5.9e-05,0.011857391,3.28e-05,0.013988966,5.9e-05,83.81490837,7.72e-19,1.48e-18,0.000416112,2,0.000182782,0.727231301
919,9205085,0.000182782,0.0,0.0,2.7899999999999997e-34,0.012112089,0.0,0.0,-4.22e-21,0.0,4.63e-05,0,0.000182782,0.727231301
920,6204,0.000365564,5.01e-07,0.000304637,1.2300000000000001e-26,0.013457863,5.01e-07,2.283333333,6.68e-20,-9.47e-20,0.00019121,2,0.000182782,0.727231301
921,201050,0.000182782,0.0,0.000243709,1.12e-30,0.013444419,0.0,1.5,0.0,1.22e-19,0.000118739,2,0.0,0.727231301
922,9906181,0.000182782,0.0,0.000182782,2.51e-32,0.013323298,0.0,1.0,0.0,-8.51e-19,8.55e-05,2,0.0,0.727231301
923,9903221,0.000365564,0.000471273,0.050278024,0.177003709,0.01504357,0.000471273,316.8654436,-5.03e-21,5.54e-19,0.006194278,3,0.000182782,0.727231301
924,9511175,0.000182782,0.0,0.0,2.7899999999999997e-34,0.012112089,0.0,0.0,-2.82e-20,0.0,4.63e-05,0,0.000182782,0.727231301
925,9706028,0.000182782,0.0,0.0,2.7899999999999997e-34,0.012112089,0.0,0.0,3.7e-20,0.0,4.63e-05,0,0.000182782,0.727231301
926,9501137,0.000182782,0.0,0.0,2.7899999999999997e-34,0.012112089,0.0,0.0,4.48e-20,0.0,4.63e-05,0,0.000182782,0.727231301
927,9510205,0.000365564,4.04e-06,0.000182782,2.51e-32,0.013323298,4.04e-06,1.0,4.83e-19,-2.57e-20,8.55e-05,1,0.000182782,0.727231301
928,9208057,0.000182782,0.0,0.0,2.7899999999999997e-34,0.012112089,0.0,0.0,2.91e-20,0.0,4.63e-05,0,0.000182782,0.727231301
929,9301077,0.000182782,0.0,0.0,2.7899999999999997e-34,0.012112089,0.0,0.0,-9.78e-21,0.0,4.63e-05,0,0.000182782,0.727231301
930,9611054,0.000182782,0.0,0.0,2.7899999999999997e-34,0.012112089,0.0,0.0,2.27e-20,0.0,4.63e-05,0,0.000182782,0.727231301
931,5269,0.000548346,2e-07,0.000411259,1.14e-30,0.014655627,2e-07,2.5,-1.9e-20,3.23e-19,0.000157963,3,0.000182782,0.727231301
932,6062,0.000365564,6.01e-07,0.000387068,1.43e-27,0.013471065,6.01e-07,2.666666667,4.18e-20,-3.88e-19,0.000222932,2,0.000182782,0.727231301
933,9704144,0.000182782,0.0,0.0,2.7899999999999997e-34,0.012112089,0.0,0.0,2.9300000000000004e-21,0.0,4.63e-05,0,0.000182782,0.727231301
934,9412072,0.000182782,0.0,0.0,2.7899999999999997e-34,0.012112089,0.0,0.0,-4.2e-20,0.0,4.63e-05,0,0.000182782,0.727231301
935,9205028,0.000182782,0.0,0.0,2.7899999999999997e-34,0.012112089,0.0,0.0,-2.8e-17,0.0,4.63e-05,0,0.000182782,0.363615651
936,9611133,0.000365564,0.0,0.000417787,3.29e-29,0.014667739,0.0,2.833333333,0.0,1.58e-19,0.000186134,4,0.0,0.727231301
937,9305016,0.000365564,7.45e-06,0.000182782,2.51e-32,0.013323298,7.45e-06,1.0,1.02e-20,3.99e-19,8.55e-05,1,0.000182782,0.727231301
938,9211133,0.000182782,0.0,0.0,2.7899999999999997e-34,0.012112089,0.0,0.0,-4.58e-20,0.0,4.63e-05,0,0.000182782,0.727231301
939,9710161,0.000365564,1.27e-06,0.000182782,2.51e-32,0.013323298,1.27e-06,1.0,-6.66e-21,-4.8e-19,8.55e-05,2,0.000182782,0.363615651
940,9211113,0.000182782,0.0,0.0,2.7899999999999997e-34,0.012112089,0.0,0.0,3.53e-20,0.0,4.63e-05,0,0.000182782,0.727231301
941,9402041,0.000365564,1.24e-05,0.000182782,2.51e-32,0.013323298,1.24e-05,1.0,2.58e-18,-6.35e-19,8.55e-05,3,0.000182782,0.727231301
942,9509092,0.000182782,0.0,0.0,2.7899999999999997e-34,0.012112089,0.0,0.0,1.95e-20,0.0,4.63e-05,0,0.000182782,0.727231301
943,9910103,0.000365564,1e-07,0.000182782,2.51e-32,0.013323298,1e-07,1.0,7.07e-20,-2.04e-19,8.55e-05,1,0.000182782,0.727231301
944,9802115,0.000548346,1e-07,0.000411259,1.14e-30,0.014655627,1e-07,2.5,1.55e-20,-7.51e-20,0.000157963,3,0.000182782,0.727231301
945,9505036,0.000365564,3.34e-08,0.000182782,2.51e-32,0.013323298,3.34e-08,1.0,1.57e-20,-1.26e-19,8.55e-05,3,0.000182782,0.727231301
946,9602043,0.001279474,0.000671479,0.004559374,2.3700000000000003e-21,0.019452738,0.000671479,31.0718254,-1.23e-17,2.66e-18,0.001014792,13,0.000365564,0.727231301
947,9904047,0.000365564,3.34e-08,0.000182782,2.51e-32,0.013323298,3.34e-08,1.0,1.87e-20,-4.27e-19,8.55e-05,3,0.000182782,0.727231301
948,9403081,0.000182782,0.0,0.0,2.7899999999999997e-34,0.012112089,0.0,0.0,3.9e-20,0.0,4.63e-05,0,0.000182782,0.727231301
949,9602085,0.000365564,2.67e-07,0.000243709,1.12e-30,0.013444419,2.67e-07,1.5,1.87e-19,3.3e-19,0.000118739,1,0.000182782,0.727231301
950,9706175,0.000365564,0.000145975,0.014450094,6.57e-05,0.013459402,0.000145975,85.29354685,3.36e-20,1.18e-18,0.000236257,3,0.000182782,0.727231301
951,9707004,0.000182782,0.0,0.000182782,2.51e-32,0.013323298,0.0,1.0,0.0,-4.14e-19,8.55e-05,3,0.0,0.727231301
952,9803005,0.000731128,0.00020116,0.011099348,3.94e-13,0.016409664,0.00020116,69.94385696,5.31e-20,2.05e-18,0.000703152,7,0.000182782,0.727231301
953,9503020,0.000365564,1.51e-05,0.000274173,3.29e-29,0.013456531,1.51e-05,1.833333333,-9.26e-20,-7.63e-19,0.000146911,1,0.000182782,0.727231301
954,209014,0.000182782,0.0,0.0,2.7899999999999997e-34,0.012112089,0.0,0.0,5.74e-20,0.0,4.63e-05,0,0.000182782,0.727231301
955,11166,0.000182782,0.0,0.000243709,1.12e-30,0.013444419,0.0,1.5,0.0,-1.14e-19,0.000118739,2,0.0,0.727231301
956,9712125,0.000731128,0.000131022,0.015161906,0.00016433,0.01575635,0.000131022,96.64303165,-1.76e-20,-3.09e-19,0.000932838,3,0.000365564,0.727231301
957,9306013,0.000365564,3.78e-05,0.000329007,2.2099999999999998e-30,0.013565539,3.78e-05,2.0,3.39e-20,-6.66e-19,0.00015198,3,0.000182782,0.727231301
958,5031,0.000548346,1e-06,0.000630283,1.37e-26,0.014804727,1e-06,4.616666667,1.87e-18,-2.04e-19,0.000339696,4,0.000182782,1.090846952
959,9015,0.000365564,3.01e-07,0.000528762,2.8300000000000004e-27,0.0134856,3.01e-07,3.5,9.93e-20,2.14e-19,0.000298953,1,0.000182782,0.727231301
960,203130,0.000365564,6.68e-08,0.000182782,2.51e-32,0.013323298,6.68e-08,1.0,-3.42e-20,5.94e-20,8.55e-05,2,0.000182782,0.727231301
961,9503097,0.000365564,1.3e-06,0.000182782,2.51e-32,0.013323298,1.3e-06,1.0,-4.77e-20,4.02e-19,8.55e-05,3,0.000182782,0.727231301
962,9311038,0.000182782,0.0,0.0,2.7899999999999997e-34,0.012112089,0.0,0.0,5.98e-20,0.0,4.63e-05,0,0.000182782,0.727231301
963,2068,0.000365564,6.68e-08,0.000182782,2.51e-32,0.013323298,6.68e-08,1.0,-9.29e-20,1.5e-19,8.55e-05,2,0.000182782,0.727231301
964,9603081,0.000365564,3.66e-05,0.000507728,4.4e-30,0.013807781,3.66e-05,3.0,3.53e-21,-1.79e-19,0.000218461,2,0.000182782,0.727231301
965,9410138,0.000731128,2.42e-05,0.000548346,7.490000000000001e-32,0.015745715,2.42e-05,3.0,2.4e-20,-3.57e-20,0.000163946,4,0.000182782,1.090846952
966,9603052,0.000731128,5.61e-06,0.000548346,7.490000000000001e-32,0.015745715,5.61e-06,3.0,3.91e-20,8.79e-19,0.000163946,4,0.000182782,0.727231301
967,9304072,0.000731128,3.12e-05,0.000548346,7.490000000000001e-32,0.015745715,3.12e-05,3.0,-2.6e-19,-1.7e-18,0.000163946,4,0.000182782,0.727231301
968,9803265,0.000731128,9.92e-05,0.01200617,0.000261028,0.016224509,9.92e-05,81.90001109,1.93e-19,-8.15e-19,0.000572977,6,0.000182782,0.727231301
969,9403124,0.000365564,2.67e-06,0.000243709,1.12e-30,0.013444419,2.67e-06,1.5,2.79e-20,4.74e-19,0.000118739,2,0.000182782,0.727231301
970,9606177,0.000182782,0.0,0.0,2.7899999999999997e-34,0.012112089,0.0,0.0,6.68e-20,0.0,4.63e-05,0,0.000182782,0.727231301
971,205027,0.000182782,0.0,0.0,2.7899999999999997e-34,0.012112089,0.0,0.0,-2.2e-20,0.0,4.63e-05,0,0.000182782,0.727231301
972,9511006,0.000365564,2e-07,0.000182782,2.51e-32,0.013323298,2e-07,1.0,2.2e-20,3.84e-19,8.55e-05,2,0.000182782,0.727231301
973,9704118,0.000365564,3.34e-08,0.000182782,2.51e-32,0.013323298,3.34e-08,1.0,2.02e-20,2.85e-19,8.55e-05,2,0.000182782,0.727231301
974,9710127,0.000365564,1.7e-06,0.000274173,3.29e-29,0.013456531,1.7e-06,1.833333333,6.45e-20,-5.97e-19,0.000146911,3,0.000182782,0.727231301
975,9211116,0.000182782,0.0,0.0,2.7899999999999997e-34,0.012112089,0.0,0.0,2.67e-20,0.0,4.63e-05,0,0.000182782,0.727231301
976,9603005,0.000365564,1.6e-05,0.000243709,1.12e-30,0.013444419,1.6e-05,1.5,4.09e-19,9.34e-20,0.000118739,3,0.000182782,0.727231301
977,9504133,0.000182782,0.0,0.0,2.7899999999999997e-34,0.012112089,0.0,0.0,2.44e-20,0.0,4.63e-05,0,0.000182782,0.727231301
978,9212048,0.000182782,0.0,0.0,2.7899999999999997e-34,0.012112089,0.0,0.0,1.92e-21,0.0,4.63e-05,0,0.000182782,0.727231301
979,9701169,0.000548346,7.76e-05,0.001390158,2.8999999999999996e-23,0.013731589,7.76e-05,9.196428571,1.01e-20,5.28e-19,0.000494386,3,0.000365564,0.363615651
980,9307010,0.000365564,1.66e-05,0.000417787,3.31e-30,0.01368666,1.66e-05,2.5,-2.87e-20,-8.46e-19,0.00018522,3,0.000182782,0.727231301
981,9512211,0.000365564,6.68e-08,0.000243709,1.12e-30,0.013444419,6.68e-08,1.5,7.75e-21,-5.37e-19,0.000118739,2,0.000182782,0.727231301
982,9703222,0.000548346,7.62e-06,0.000598195,3.51e-29,0.014909981,7.62e-06,3.833333333,-2.81e-20,-5.33e-19,0.000252616,4,0.000182782,0.727231301
983,9707224,0.000731128,1.99e-05,0.000471385,1.43e-27,0.013592186,1.99e-05,3.166666667,3.11e-20,-6.34e-19,0.000187456,3,0.000548346,0.727231301
984,9512121,0.000365564,0.000282226,0.009978654,6.18e-15,0.013796871,0.000282226,60.95371295,9.24e-20,-6.25e-20,0.000313878,1,0.000182782,0.363615651
985,9610209,0.000365564,1.3e-06,0.000182782,2.51e-32,0.013323298,1.3e-06,1.0,-4.18e-20,6.5e-20,8.55e-05,1,0.000182782,0.727231301
986,9308144,0.000182782,0.0,0.0,2.7899999999999997e-34,0.012112089,0.0,0.0,1.3600000000000001e-21,0.0,4.63e-05,0,0.000182782,0.727231301
987,9611161,0.000731128,0.000651978,0.009229965,3.28e-05,0.014937692,0.000651978,60.90538022,-3.67e-20,2.16e-20,0.00040569,5,0.000365564,0.727231301
988,9512078,0.001096692,0.000607808,0.011175784,1.35e-15,0.016847957,0.000607808,70.94331224,-2.87e-19,-1.14e-17,0.000933574,6,0.000548346,0.727231301
989,9201042,0.000182782,0.0,0.0,2.7899999999999997e-34,0.012112089,0.0,0.0,-3.78e-20,0.0,4.63e-05,0,0.000182782,0.727231301
990,9707171,0.001096692,6.01e-07,0.001600577,8.18e-28,0.01918676,6.01e-07,10.58333333,4.67e-20,-1.43e-18,0.00064493,13,0.000182782,0.727231301
991,9209125,0.000182782,0.0,0.0,2.7899999999999997e-34,0.012112089,0.0,0.0,-5.13e-20,0.0,4.63e-05,0,0.000182782,0.727231301
992,9703158,0.000182782,0.0,0.000243709,1.12e-30,0.013444419,0.0,1.5,0.0,9.54e-19,0.000118739,2,0.0,0.363615651
993,9503030,0.000365564,5.21e-06,0.000182782,2.51e-32,0.013323298,5.21e-06,1.0,-1.36e-20,4.06e-19,8.55e-05,2,0.000182782,0.727231301
994,9407177,0.000365564,3.34e-08,0.000182782,2.51e-32,0.013323298,3.34e-08,1.0,-3.17e-20,3.49e-19,8.55e-05,2,0.000182782,0.363615651
995,9303008,0.000182782,0.0,0.0,2.7899999999999997e-34,0.012112089,0.0,0.0,-1.63e-20,0.0,4.63e-05,0,0.000182782,0.363615651
996,9611160,0.000365564,1.34e-07,0.000365564,3.39e-29,0.013577651,1.34e-07,2.333333333,4.94e-20,4.74e-19,0.000180151,2,0.000182782,0.727231301
997,9304088,0.000182782,0.0,0.0,2.7899999999999997e-34,0.012112089,0.0,0.0,4.29e-20,0.0,4.63e-05,0,0.000182782,0.727231301
998,9605161,0.000365564,3.34e-08,0.000182782,2.51e-32,0.013323298,3.34e-08,1.0,-6.21e-21,-4.54e-19,8.55e-05,1,0.000182782,0.727231301
999,9210070,0.000182782,0.0,0.0,2.7899999999999997e-34,0.012112089,0.0,0.0,-6.7000000000000005e-21,0.0,4.63e-05,0,0.000182782,0.727231301
1000,9306139,0.000182782,0.0,0.0,2.7899999999999997e-34,0.012112089,0.0,0.0,4.6900000000000004e-21,0.0,4.63e-05,0,0.000182782,0.727231301
1001,9708109,0.000182782,0.0,0.000274173,3.29e-29,0.013456531,0.0,1.833333333,0.0,2.52e-19,0.000146911,3,0.0,0.727231301
1002,9404025,0.000365564,0.000254625,0.0012392,2.61e-26,0.014248903,0.000254625,7.9,-2.33e-18,6.27e-20,0.000623661,2,0.000182782,0.727231301
1003,9310157,0.000365564,2.95e-05,0.000417787,3.31e-30,0.01368666,2.95e-05,2.5,1.04e-20,-1.48e-19,0.00018522,1,0.000182782,0.727231301
1004,210154,0.000182782,0.0,0.000243709,1.12e-30,0.013444419,0.0,1.5,0.0,-9.71e-21,0.000118739,1,0.0,0.363615651
1005,9905095,0.000182782,0.0,0.0,2.7899999999999997e-34,0.012112089,0.0,0.0,-7.080000000000001e-21,0.0,4.63e-05,0,0.000182782,0.727231301
1006,201121,0.000365564,1e-07,0.000182782,2.51e-32,0.013323298,1e-07,1.0,8.690000000000001e-21,-6.08e-20,8.55e-05,2,0.000182782,0.727231301
1007,9703080,0.000182782,0.0,0.0,2.7899999999999997e-34,0.012112089,0.0,0.0,1.98e-20,0.0,4.63e-05,0,0.000182782,0.727231301
1008,9508086,0.000182782,0.0,0.0,2.7899999999999997e-34,0.012112089,0.0,0.0,6.5000000000000006e-21,0.0,4.63e-05,0,0.000182782,0.727231301
1009,9610097,0.000731128,3.84e-06,0.000652793,2.2599999999999998e-30,0.015987957,3.84e-06,4.0,4.28e-20,1.77e-19,0.000230427,7,0.000182782,0.727231301
1010,9702143,0.000182782,0.0,0.000182782,2.51e-32,0.013323298,0.0,1.0,0.0,-3.08e-19,8.55e-05,2,0.0,0.727231301
1011,9410056,0.000365564,9.29e-06,0.000243709,1.12e-30,0.013444419,9.29e-06,1.5,1.47e-19,6.87e-19,0.000118739,1,0.000182782,0.363615651
1012,9707096,0.000182782,0.0,0.0,2.7899999999999997e-34,0.012112089,0.0,0.0,-9.73e-21,0.0,4.63e-05,0,0.000182782,0.727231301
1013,9906151,0.000365564,1.73e-05,0.000497573,2e-22,0.013459245,1.73e-05,3.778968254,4.78e-21,-5.68e-19,0.000343637,2,0.000182782,0.363615651
1014,9610094,0.000365564,1.89e-05,0.000477592,2.53e-26,0.013472519,1.89e-05,3.316666667,-2.83e-19,6.58e-19,0.000287606,2,0.000182782,0.727231301
1015,9404105,0.000365564,3.34e-08,0.000182782,2.51e-32,0.013323298,3.34e-08,1.0,5.2600000000000004e-21,3.81e-19,8.55e-05,3,0.000182782,0.727231301
1016,9303006,0.000365564,7.15e-06,0.000182782,2.51e-32,0.013323298,7.15e-06,1.0,-3.44e-20,9.8e-19,8.55e-05,1,0.000182782,0.727231301
1017,9306062,0.000182782,0.0,0.0,2.7899999999999997e-34,0.012112089,0.0,0.0,7.06e-21,0.0,4.63e-05,0,0.000182782,0.727231301
1018,9403021,0.000182782,0.0,0.0,2.7899999999999997e-34,0.012112089,0.0,0.0,-1.57e-21,0.0,4.63e-05,0,0.000182782,0.727231301
1019,9701103,0.000182782,0.0,0.000243709,1.12e-30,0.013444419,0.0,1.5,0.0,-2.47e-19,0.000118739,3,0.0,0.727231301
1020,9508159,0.000365564,1.34e-07,0.000182782,2.51e-32,0.013323298,1.34e-07,1.0,-4.670000000000001e-21,-3.34e-19,8.55e-05,1,0.000182782,0.727231301
1021,4161,0.000182782,0.0,0.0,2.7899999999999997e-34,0.012112089,0.0,0.0,-1.77e-20,0.0,4.63e-05,0,0.000182782,0.727231301
1022,9602098,0.000365564,2.18e-05,0.000329007,2.2099999999999998e-30,0.013565539,2.18e-05,2.0,1.29e-20,-2.69e-19,0.00015198,3,0.000182782,0.727231301
1023,9504127,0.000182782,0.0,0.0,2.7899999999999997e-34,0.012112089,0.0,0.0,2.86e-20,0.0,4.63e-05,0,0.000182782,0.727231301
1024,9310189,0.000182782,0.0,0.0,2.7899999999999997e-34,0.012112089,0.0,0.0,2.27e-20,0.0,4.63e-05,0,0.000182782,0.727231301
1025,6047,0.000365564,1.34e-07,0.000243709,1.12e-30,0.013444419,1.34e-07,1.5,-3.21e-20,1.23e-19,0.000118739,1,0.000182782,0.727231301
1026,9306028,0.000182782,0.0,0.0,2.7899999999999997e-34,0.012112089,0.0,0.0,-4.83e-20,0.0,4.63e-05,0,0.000182782,0.727231301
1027,9412244,0.000365564,1.34e-07,0.000182782,2.51e-32,0.013323298,1.34e-07,1.0,-5.48e-20,-2.18e-19,8.55e-05,3,0.000182782,0.727231301
1028,9705123,0.001279474,0.000239014,0.011005079,2.7e-14,0.016232914,0.000239014,69.44264069,-2.11e-19,-2.53e-19,0.00071157,6,0.000731128,0.727231301
1029,9605003,0.000365564,1.6e-06,0.00068812,6.9e-29,0.013953126,1.6e-06,4.166666667,-1.49e-20,4.31e-19,0.000308045,1,0.000182782,0.727231301
1030,9504071,0.000182782,0.0,0.0,2.7899999999999997e-34,0.012112089,0.0,0.0,1.38e-20,0.0,4.63e-05,0,0.000182782,0.727231301
1031,9906142,0.000365564,2.67e-07,0.000324946,6.46e-29,0.013468643,2.67e-07,2.166666667,-2.14e-20,-1.67e-19,0.000175082,1,0.000182782,0.727231301
1032,9204040,0.000182782,0.0,0.0,2.7899999999999997e-34,0.012112089,0.0,0.0,0.055375213,0.0,4.63e-05,0,0.000182782,0.727231301
1033,9608013,0.000365564,6.68e-08,0.000243709,1.12e-30,0.013444419,6.68e-08,1.5,-1e-20,-2.26e-19,0.000118739,2,0.000182782,0.727231301
1034,9606079,0.000182782,0.0,0.0,2.7899999999999997e-34,0.012112089,0.0,0.0,-2.34e-20,0.0,4.63e-05,0,0.000182782,0.727231301
1035,9307101,0.000731128,4.02e-05,0.000548346,7.490000000000001e-32,0.015745715,4.02e-05,3.0,1.84e-19,1.1e-18,0.000163946,5,0.000182782,0.727231301
1036,9711083,0.000365564,2e-07,0.000243709,1.12e-30,0.013444419,2e-07,1.5,1.51e-18,-1.09e-19,0.000118739,3,0.000182782,0.727231301
1037,9601085,0.000548346,7.11e-05,0.008184888,1.3e-18,0.013740281,7.11e-05,49.03849206,1.48e-20,-2.38e-19,0.000561655,2,0.000365564,0.727231301
1038,9204038,0.000182782,0.0,0.0,2.7899999999999997e-34,0.012112089,0.0,0.0,-9.78e-21,0.0,4.63e-05,0,0.000182782,0.727231301
1039,9204026,0.000182782,0.0,0.0,2.7899999999999997e-34,0.012112089,0.0,0.0,-2.8e-17,0.0,4.63e-05,0,0.000182782,0.727231301
1040,9902187,0.000365564,2.54e-06,0.000243709,1.12e-30,0.013444419,2.54e-06,1.5,-2.79e-20,-1.13e-19,0.000118739,3,0.000182782,0.727231301
1041,9605064,0.000365564,6.68e-08,0.000243709,1.12e-30,0.013444419,6.68e-08,1.5,-3.78e-20,-1.61e-19,0.000118739,3,0.000182782,0.727231301
1042,9501075,0.000365564,1.74e-06,0.000182782,2.51e-32,0.013323298,1.74e-06,1.0,-2.53e-20,-8.14e-20,8.55e-05,3,0.000182782,0.727231301
1043,9906139,0.000182782,0.0,0.000274173,3.29e-29,0.013456531,0.0,1.833333333,0.0,7.52e-19,0.000146911,3,0.0,0.727231301
1044,9210122,0.000182782,0.0,0.0,2.7899999999999997e-34,0.012112089,0.0,0.0,-1.56e-20,0.0,4.63e-05,0,0.000182782,0.727231301
1045,9708149,0.000365564,1.2e-06,0.000182782,2.51e-32,0.013323298,1.2e-06,1.0,-1.9e-20,-6.44e-19,8.55e-05,1,0.000182782,1.818078253
1046,9401128,0.000365564,6.68e-08,0.000182782,2.51e-32,0.013323298,6.68e-08,1.0,-9.430000000000001e-21,2.48e-19,8.55e-05,3,0.000182782,0.727231301
1047,205062,0.000365564,3.34e-07,0.000304637,1.2300000000000001e-26,0.013457863,3.34e-07,2.283333333,-1.16e-20,-7.06e-19,0.00019121,3,0.000182782,0.727231301
1048,9607122,0.000365564,2e-07,0.000182782,2.51e-32,0.013323298,2e-07,1.0,4.69e-20,-8.75e-20,8.55e-05,2,0.000182782,0.727231301
1049,9704051,0.000365564,1.4e-06,0.000243709,1.12e-30,0.013444419,1.4e-06,1.5,-5.28e-21,-4.6e-19,0.000118739,1,0.000182782,0.727231301
1050,9208048,0.000182782,0.0,0.0,2.7899999999999997e-34,0.012112089,0.0,0.0,-1.35e-18,0.0,4.63e-05,0,0.000182782,0.727231301
1051,203206,0.000365564,2.67e-07,0.000243709,1.12e-30,0.013444419,2.67e-07,1.5,-1.24e-20,4.36e-20,0.000118739,3,0.000182782,0.727231301
1052,9905081,0.000182782,0.0,0.0,2.7899999999999997e-34,0.012112089,0.0,0.0,4.78e-21,0.0,4.63e-05,0,0.000182782,0.727231301
1053,9208020,0.000365564,1.25e-05,0.000182782,2.51e-32,0.013323298,1.25e-05,1.0,1.22e-19,-7.47e-19,8.55e-05,1,0.000182782,0.727231301
1054,9911083,0.000365564,1.24e-06,0.000182782,2.51e-32,0.013323298,1.24e-06,1.0,7.620000000000001e-21,-2.24e-19,8.55e-05,3,0.000182782,0.727231301
1055,9405067,0.000731128,3.74e-05,0.001015455,3.8400000000000003e-29,0.016484553,3.74e-05,6.333333333,3.11e-20,4.26e-19,0.000391561,8,0.000182782,0.727231301
1056,9406067,0.000365564,2.41e-06,0.000548346,3.61e-29,0.013819893,2.41e-06,3.333333333,-6.180000000000001e-21,2.44e-19,0.000113061,1,0.000182782,3.272538867
1057,9212038,0.000182782,0.0,0.0,2.7899999999999997e-34,0.012112089,0.0,1.0,-2.23e-20,0.0,4.63e-05,0,0.000182782,0.727231301
1058,9509105,0.000365564,2.27e-06,0.000182782,2.51e-32,0.013323298,2.27e-06,0.0,2.59e-19,-2.66e-19,8.55e-05,1,0.000182782,0.363615651
1059,9407154,0.000182782,0.0,0.000182782,2.51e-32,0.013323298,0.0,1.0,0.0,-2.48e-20,8.55e-05,3,0.0,0.727231301
1060,9804113,0.000365564,1.56e-05,0.000584902,2.1e-24,0.013594743,1.56e-05,4.176190476,-3.12e-20,-5.39e-19,0.00035664,1,0.000182782,1.454462603
