Id,Degree-Centrality,Betweenness-Centrality,EigenVector-centrality,Closeness-Centrality,Hub-Score,Authorities-Score,Degree-Prestige,Page-Rank,Katz Centrality,Page-Rank,Percolation-Centrality,score
,,,,,,,,,,,,
107078,0.000688555,2.53E-06,0.00052477,0.220449712,7.84E-06,7.84E-06,0.000688555,3.44E-05,0.220449712,3.44E-05,2.53E-06,4.15E-06
,,,,,,,,,,,,
110192,0.001630789,0.000201044,0.014294941,0.27185286,0.000215753,0.000215753,0.001630789,5.08E-05,0.27185286,5.08E-05,0.000201044,0.000180107
,,,,,,,,,,,,
3169,0.001993187,0.000325227,0.0032202,0.261650015,4.85E-05,4.85E-05,0.001993187,7.53E-05,0.261650015,7.53E-05,0.000325227,0.000329592
,,,,,,,,,,,,
105102,0.001304631,6.62E-05,0.001071149,0.241575356,1.61E-05,1.61E-05,0.001304631,5.22E-05,0.241575356,5.22E-05,6.62E-05,7.10E-05
,,,,,,,,,,,,
9803053,0.00144959,1.04E-05,0.007704461,0.252156826,0.000116297,0.000116297,0.00144959,4.36E-05,0.252156826,4.36E-05,1.04E-05,1.52E-05
,,,,,,,,,,,,
9806175,0.000797275,1.44E-05,0.000869463,0.2414121,1.31E-05,1.31E-05,0.000797275,3.09E-05,0.2414121,3.09E-05,1.44E-05,1.59E-05
,,,,,,,,,,,,
9702184,0.001775748,0.000214492,0.00079684,0.253270012,1.20E-05,1.20E-05,0.001775748,8.54E-05,0.253270012,8.54E-05,0.000214492,0.000239661
,,,,,,,,,,,,
9704093,0.000978474,1.60E-05,0.000523454,0.240219445,7.88E-06,7.88E-06,0.000978474,4.52E-05,0.240219445,4.52E-05,1.60E-05,2.19E-05
,,,,,,,,,,,,
110193,0.000942234,7.93E-06,0.002025217,0.236914189,3.06E-05,3.06E-05,0.000942234,3.30E-05,0.236914189,3.30E-05,7.93E-06,9.72E-06
,,,,,,,,,,,,
9404071,0.001739509,8.84E-05,0.004375977,0.254260286,6.60E-05,6.60E-05,0.001739509,5.71E-05,0.254260286,5.71E-05,8.84E-05,9.36E-05
,,,,,,,,,,,,
110195,0.000434877,3.00E-06,0.000738835,0.234238059,1.11E-05,1.11E-05,0.000434877,1.87E-05,0.234238059,1.87E-05,3.00E-06,4.45E-06
,,,,,,,,,,,,
9304146,0.000434877,0.000141493,0.00100062,0.243817763,1.51E-05,1.51E-05,0.000434877,2.49E-05,0.243817763,2.49E-05,0.000141493,0.000160089
,,,,,,,,,,,,
110198,0.000362398,2.10E-05,0.004438346,0.261908352,6.70E-05,6.70E-05,0.000362398,1.86E-05,0.261908352,1.86E-05,2.10E-05,2.52E-05
,,,,,,,,,,,,
3056,0.001775748,0.000247693,0.015228937,0.273149971,0.000229881,0.000229881,0.001775748,7.54E-05,0.273149971,7.54E-05,0.000247693,0.000229428
,,,,,,,,,,,,
6211,0.000724795,3.77E-05,0.001552568,0.249048727,2.34E-05,2.34E-05,0.000724795,3.24E-05,0.249048727,3.24E-05,3.77E-05,5.25E-05
,,,,,,,,,,,,
9008,0.000579836,7.74E-06,0.001317657,0.240230215,1.99E-05,1.99E-05,0.000579836,2.52E-05,0.240230215,2.52E-05,7.74E-06,1.05E-05
,,,,,,,,,,,,
11284,0.000362398,3.47E-05,0.000918185,0.237816355,1.39E-05,1.39E-05,0.000362398,1.98E-05,0.237816355,1.98E-05,3.47E-05,4.52E-05
,,,,,,,,,,,,
110199,7.25E-05,0,5.21E-06,0.183396982,7.87E-08,7.87E-08,7.25E-05,1.58E-05,0.183396982,1.58E-05,0,0
,,,,,,,,,,,,
9906081,0.000616076,6.89E-06,0.00156811,0.239006529,2.36E-05,2.36E-05,0.000616076,2.21E-05,0.239006529,2.21E-05,6.89E-06,8.93E-06
,,,,,,,,,,,,
110201,0.001993187,0.000116503,0.004872553,0.263907751,7.33E-05,7.33E-05,0.001993187,5.99E-05,0.263907751,5.99E-05,0.000116503,0.000106715
,,,,,,,,,,,,
5124,0.000905994,5.80E-06,0.001373059,0.239333193,2.06E-05,2.06E-05,0.000905994,2.98E-05,0.239333193,2.98E-05,5.80E-06,6.78E-06
,,,,,,,,,,,,
10086,0.000942234,8.72E-06,0.001691834,0.244456239,2.54E-05,2.54E-05,0.000942234,3.03E-05,0.244456239,3.03E-05,8.72E-06,1.06E-05
,,,,,,,,,,,,
9501020,0.001703269,0.000135252,0.001686859,0.254009584,2.54E-05,2.54E-05,0.001703269,5.81E-05,0.254009584,5.81E-05,0.000135252,0.000154456
,,,,,,,,,,,,
9602097,0.001811988,4.70E-05,0.004469827,0.261519761,6.72E-05,6.72E-05,0.001811988,5.30E-05,0.261519761,5.30E-05,4.70E-05,4.46E-05
,,,,,,,,,,,,
9608012,0.001884468,6.23E-05,0.004730526,0.265856106,7.11E-05,7.11E-05,0.001884468,5.59E-05,0.265856106,5.59E-05,6.23E-05,6.10E-05
,,,,,,,,,,,,
9610237,0.000942234,1.06E-05,0.001629503,0.25135958,2.45E-05,2.45E-05,0.000942234,3.18E-05,0.25135958,3.18E-05,1.06E-05,1.29E-05
,,,,,,,,,,,,
9703049,0.000253678,3.16E-07,0.000400229,0.231824132,6.02E-06,6.02E-06,0.000253678,1.22E-05,0.231824132,1.22E-05,3.16E-07,3.93E-07
,,,,,,,,,,,,
9703076,0.001087193,2.13E-05,0.002450617,0.254671156,3.69E-05,3.69E-05,0.001087193,3.49E-05,0.254671156,3.49E-05,2.13E-05,2.37E-05
,,,,,,,,,,,,
9705174,0.001377111,0.000101084,0.003677547,0.265432051,5.53E-05,5.53E-05,0.001377111,4.18E-05,0.265432051,4.18E-05,0.000101084,9.34E-05
,,,,,,,,,,,,
9708062,0.000833515,9.30E-06,0.001306953,0.24551358,1.97E-05,1.97E-05,0.000833515,2.93E-05,0.24551358,2.93E-05,9.30E-06,1.31E-05
,,,,,,,,,,,,
9901117,0.001703269,5.85E-05,0.003456607,0.258829072,5.20E-05,5.20E-05,0.001703269,5.30E-05,0.258829072,5.30E-05,5.85E-05,5.54E-05
,,,,,,,,,,,,
9901123,0.001195912,1.32E-05,0.001393536,0.240843521,2.09E-05,2.09E-05,0.001195912,3.96E-05,0.240843521,3.96E-05,1.32E-05,1.70E-05
,,,,,,,,,,,,
9904115,0.002101906,0.000181285,0.004854335,0.265119487,7.30E-05,7.30E-05,0.002101906,6.66E-05,0.265119487,6.66E-05,0.000181285,0.000172725
,,,,,,,,,,,,
9904151,0.00148583,4.00E-05,0.002816871,0.253052325,4.24E-05,4.24E-05,0.00148583,4.55E-05,0.253052325,4.55E-05,4.00E-05,4.06E-05
,,,,,,,,,,,,
9607091,0.000905994,1.52E-05,0.000917471,0.237004307,1.38E-05,1.38E-05,0.000905994,3.26E-05,0.237004307,3.26E-05,1.52E-05,1.67E-05
,,,,,,,,,,,,
9701147,0.001413351,6.97E-05,0.002329871,0.255836014,3.50E-05,3.50E-05,0.001413351,4.42E-05,0.255836014,4.42E-05,6.97E-05,7.94E-05
,,,,,,,,,,,,
9701165,0.001413351,2.65E-05,0.001655323,0.251065146,2.49E-05,2.49E-05,0.001413351,4.62E-05,0.251065146,4.62E-05,2.65E-05,3.22E-05
,,,,,,,,,,,,
9703198,0.001413351,4.48E-05,0.003082881,0.260398831,4.64E-05,4.64E-05,0.001413351,4.42E-05,0.260398831,4.42E-05,4.48E-05,4.79E-05
,,,,,,,,,,,,
110202,0.000471117,7.21E-06,0.000727699,0.22948107,1.10E-05,1.10E-05,0.000471117,2.57E-05,0.22948107,2.57E-05,7.21E-06,1.30E-05
,,,,,,,,,,,,
9503089,0.000398637,3.50E-06,0.000377445,0.226708143,5.70E-06,5.70E-06,0.000398637,2.58E-05,0.226708143,2.58E-05,3.50E-06,5.37E-06
,,,,,,,,,,,,
9611169,0.000543596,7.01E-06,0.000518595,0.231782015,7.83E-06,7.83E-06,0.000543596,3.17E-05,0.231782015,3.17E-05,7.01E-06,1.16E-05
,,,,,,,,,,,,
9808097,0.000543596,2.72E-06,0.001706858,0.230521626,2.58E-05,2.58E-05,0.000543596,2.23E-05,0.230521626,2.23E-05,2.72E-06,4.45E-06
,,,,,,,,,,,,
9912259,0.000362398,1.76E-06,0.000241753,0.216785867,3.65E-06,3.65E-06,0.000362398,2.45E-05,0.216785867,2.45E-05,1.76E-06,7.56E-06
,,,,,,,,,,,,
110203,0.001232152,7.06E-05,0.005754458,0.261076338,8.61E-05,8.61E-05,0.001232152,3.86E-05,0.261076338,3.86E-05,7.06E-05,6.30E-05
,,,,,,,,,,,,
110204,0.001159672,3.68E-07,0.003596482,0.233927189,5.34E-05,5.34E-05,0.001159672,2.73E-05,0.233927189,2.73E-05,3.68E-07,5.84E-07
,,,,,,,,,,,,
9305166,0.000289918,1.37E-06,0.001095838,0.232645446,1.63E-05,1.63E-05,0.000289918,1.25E-05,0.232645446,1.25E-05,1.37E-06,2.63E-06
,,,,,,,,,,,,
110206,0.000833515,1.46E-05,0.000895076,0.241754103,1.35E-05,1.35E-05,0.000833515,3.40E-05,0.241754103,3.40E-05,1.46E-05,1.84E-05
,,,,,,,,,,,,
110207,0.000507357,5.86E-06,0.000959016,0.242955474,1.44E-05,1.44E-05,0.000507357,2.24E-05,0.242955474,2.24E-05,5.86E-06,6.40E-06
,,,,,,,,,,,,
9503082,0.000978474,1.85E-05,0.001005985,0.23985385,1.51E-05,1.51E-05,0.000978474,3.93E-05,0.23985385,3.93E-05,1.85E-05,2.44E-05
,,,,,,,,,,,,
9603100,0.002464304,9.61E-05,0.006258534,0.26141514,9.43E-05,9.43E-05,0.002464304,7.11E-05,0.26141514,7.11E-05,9.61E-05,0.000106743
,,,,,,,,,,,,
9605059,0.002174386,0.000152745,0.00285225,0.258669141,4.29E-05,4.29E-05,0.002174386,7.63E-05,0.258669141,7.63E-05,0.000152745,0.000169435
,,,,,,,,,,,,
9610155,0.001123433,2.36E-05,0.002318231,0.248808192,3.50E-05,3.50E-05,0.001123433,3.78E-05,0.248808192,3.78E-05,2.36E-05,3.02E-05
,,,,,,,,,,,,
9705169,0.00148583,2.78E-05,0.002890673,0.248761988,4.36E-05,4.36E-05,0.00148583,4.76E-05,0.248761988,4.76E-05,2.78E-05,2.77E-05
,,,,,,,,,,,,
9806154,0.000978474,1.38E-05,0.00088501,0.241957147,1.33E-05,1.33E-05,0.000978474,3.79E-05,0.241957147,3.79E-05,1.38E-05,1.98E-05
,,,,,,,,,,,,
9811189,0.000688555,3.91E-05,0.001510354,0.24934773,2.27E-05,2.27E-05,0.000688555,3.00E-05,0.24934773,3.00E-05,3.91E-05,4.59E-05
,,,,,,,,,,,,
9608140,0.000616076,5.06E-06,0.000679158,0.234640138,1.02E-05,1.02E-05,0.000616076,2.63E-05,0.234640138,2.63E-05,5.06E-06,7.20E-06
,,,,,,,,,,,,
9704083,0.000543596,8.55E-07,0.000270326,0.225505984,4.07E-06,4.07E-06,0.000543596,2.55E-05,0.225505984,2.55E-05,8.55E-07,1.75E-06
,,,,,,,,,,,,
9706032,0.001123433,0.000180776,0.001748905,0.259412997,2.63E-05,2.63E-05,0.001123433,4.77E-05,0.259412997,4.77E-05,0.000180776,0.000198015
,,,,,,,,,,,,
9310118,0.000978474,0.000541197,0.00103337,0.241073234,1.56E-05,1.56E-05,0.000978474,5.84E-05,0.241073234,5.84E-05,0.000541197,0.000560487
,,,,,,,,,,,,
9604071,0.000398637,1.24E-06,0.000305888,0.224739877,4.60E-06,4.60E-06,0.000398637,1.94E-05,0.224739877,1.94E-05,1.24E-06,1.58E-06
,,,,,,,,,,,,
9201029,0.001268392,5.80E-05,0.001783039,0.248678865,2.68E-05,2.68E-05,0.001268392,4.67E-05,0.248678865,4.67E-05,5.80E-05,6.37E-05
,,,,,,,,,,,,
9601118,0.000434877,1.14E-05,0.000580972,0.235239656,8.75E-06,8.75E-06,0.000434877,2.01E-05,0.235239656,2.01E-05,1.14E-05,1.29E-05
,,,,,,,,,,,,
9603147,0.000978474,4.59E-05,0.002102539,0.247046214,3.17E-05,3.17E-05,0.000978474,3.30E-05,0.247046214,3.30E-05,4.59E-05,4.65E-05
,,,,,,,,,,,,
9806247,0.000181199,5.68E-07,0.000165649,0.221836958,2.49E-06,2.49E-06,0.000181199,1.17E-05,0.221836958,1.17E-05,5.68E-07,8.10E-07
,,,,,,,,,,,,
9807009,0.000471117,2.35E-06,0.000398505,0.22879322,6.00E-06,6.00E-06,0.000471117,2.08E-05,0.22879322,2.08E-05,2.35E-06,3.25E-06
,,,,,,,,,,,,
9604175,0.000471117,5.27E-06,0.000357891,0.231016563,5.38E-06,5.38E-06,0.000471117,2.34E-05,0.231016563,2.34E-05,5.27E-06,6.19E-06
,,,,,,,,,,,,
9605051,0.001884468,5.49E-05,0.005753636,0.264716084,8.67E-05,8.67E-05,0.001884468,5.57E-05,0.264716084,5.57E-05,5.49E-05,5.66E-05
,,,,,,,,,,,,
9610222,0.000579836,7.38E-06,0.000618538,0.239042781,9.30E-06,9.30E-06,0.000579836,2.58E-05,0.239042781,2.58E-05,7.38E-06,8.98E-06
,,,,,,,,,,,,
110208,7.25E-05,0,4.69E-06,0.189556494,7.06E-08,7.06E-08,7.25E-05,1.56E-05,0.189556494,1.56E-05,0,0
,,,,,,,,,,,,
8032,0.000108719,4.46E-06,1.33E-05,0.203099836,2.00E-07,2.00E-07,0.000108719,1.89E-05,0.203099836,1.89E-05,4.46E-06,9.53E-06
,,,,,,,,,,,,
9612041,0.000181199,0.000126717,0.000377782,0.233446155,5.69E-06,5.69E-06,0.000181199,2.59E-05,0.233446155,2.59E-05,0.000126717,0.000124484
,,,,,,,,,,,,
110209,0.00155831,0.000105167,0.015637437,0.274144982,0.000235873,0.000235873,0.00155831,4.12E-05,0.274144982,4.12E-05,0.000105167,9.52E-05
,,,,,,,,,,,,
106093,0.000652316,4.04E-06,0.003165789,0.251477547,4.77E-05,4.77E-05,0.000652316,1.99E-05,0.251477547,1.99E-05,4.04E-06,4.07E-06
,,,,,,,,,,,,
9801020,0.001993187,3.24E-05,0.005809259,0.261524866,8.74E-05,8.74E-05,0.001993187,5.10E-05,0.261524866,5.10E-05,3.24E-05,3.45E-05
,,,,,,,,,,,,
9803054,0.002500544,7.91E-05,0.009930995,0.27241675,0.000149313,0.000149313,0.002500544,6.33E-05,0.27241675,6.33E-05,7.91E-05,7.44E-05
,,,,,,,,,,,,
9902162,0.000833515,4.05E-05,0.002719208,0.25767403,4.09E-05,4.09E-05,0.000833515,3.20E-05,0.25767403,3.20E-05,4.05E-05,3.88E-05
,,,,,,,,,,,,
9907074,0.002319345,5.01E-05,0.008632918,0.268039767,0.000129982,0.000129982,0.002319345,5.75E-05,0.268039767,5.75E-05,5.01E-05,5.76E-05
,,,,,,,,,,,,
9910155,0.00159455,1.59E-05,0.004873726,0.257793039,7.33E-05,7.33E-05,0.00159455,4.25E-05,0.257793039,4.25E-05,1.59E-05,1.82E-05
,,,,,,,,,,,,
9504141,0.000362398,5.01E-05,0.001488441,0.251453945,2.24E-05,2.24E-05,0.000362398,1.68E-05,0.251453945,1.68E-05,5.01E-05,5.52E-05
,,,,,,,,,,,,
9601059,0.00148583,1.15E-05,0.004369441,0.26019399,6.56E-05,6.56E-05,0.00148583,4.56E-05,0.26019399,4.56E-05,1.15E-05,1.38E-05
,,,,,,,,,,,,
9602174,0.003189099,0.00011153,0.007195798,0.260850111,0.000108018,0.000108018,0.003189099,9.45E-05,0.260850111,9.45E-05,0.00011153,0.00011409
,,,,,,,,,,,,
9605178,0.000616076,2.33E-06,0.001423548,0.251666525,2.14E-05,2.14E-05,0.000616076,2.22E-05,0.251666525,2.22E-05,2.33E-06,2.72E-06
,,,,,,,,,,,,
9710112,0.001232152,6.93E-05,0.003353582,0.264418251,5.04E-05,5.04E-05,0.001232152,4.35E-05,0.264418251,4.35E-05,6.93E-05,7.06E-05
,,,,,,,,,,,,
9710161,0.000652316,5.72E-05,0.001352208,0.252038221,2.03E-05,2.03E-05,0.000652316,2.90E-05,0.252038221,2.90E-05,5.72E-05,6.01E-05
,,,,,,,,,,,,
9711150,0.000978474,9.73E-05,0.00192557,0.266321222,2.89E-05,2.89E-05,0.000978474,3.98E-05,0.266321222,3.98E-05,9.73E-05,0.000105624
,,,,,,,,,,,,
9802007,0.001811988,5.09E-05,0.004131355,0.257221315,6.21E-05,6.21E-05,0.001811988,5.51E-05,0.257221315,5.51E-05,5.09E-05,5.07E-05
,,,,,,,,,,,,
110210,3.62E-05,0,1.38E-08,0.158916638,2.07E-10,2.07E-10,3.62E-05,1.20E-05,0.158916638,1.20E-05,0,0
,,,,,,,,,,,,
104197,0.000144959,0.0001059,1.15E-06,0.18947338,1.73E-08,1.73E-08,0.000144959,3.02E-05,0.18947338,3.02E-05,0.0001059,0.000113852
,,,,,,,,,,,,
110211,0.000398637,1.22E-05,7.71E-05,0.22958726,1.16E-06,1.16E-06,0.000398637,2.78E-05,0.22958726,2.78E-05,1.22E-05,1.36E-05
,,,,,,,,,,,,
104098,0.000616076,0.000179638,0.000431781,0.244941214,6.49E-06,6.49E-06,0.000616076,4.03E-05,0.244941214,4.03E-05,0.000179638,0.000208222
,,,,,,,,,,,,
104115,0.000942234,0.000223361,0.000179174,0.238910621,2.69E-06,2.69E-06,0.000942234,6.34E-05,0.238910621,6.34E-05,0.000223361,0.000234056
,,,,,,,,,,,,
104152,0.000688555,0.000110074,0.000236928,0.234868459,3.56E-06,3.56E-06,0.000688555,4.33E-05,0.234868459,4.33E-05,0.000110074,0.000117156
,,,,,,,,,,,,
106199,0.000507357,3.48E-05,9.34E-05,0.224387897,1.40E-06,1.40E-06,0.000507357,3.63E-05,0.224387897,3.63E-05,3.48E-05,3.86E-05
,,,,,,,,,,,,
9407182,0.002428064,0.001771172,0.000248336,0.24569595,3.73E-06,3.73E-06,0.002428064,0.000166376,0.24569595,0.000166376,0.001771172,0.001678404
,,,,,,,,,,,,
9502066,0.000869754,3.39E-05,3.84E-05,0.217555135,5.75E-07,5.75E-07,0.000869754,6.10E-05,0.217555135,6.10E-05,3.39E-05,4.48E-05
,,,,,,,,,,,,
9805109,0.001811988,0.000878383,0.000393001,0.248038836,5.91E-06,5.91E-06,0.001811988,0.000106305,0.248038836,0.000106305,0.000878383,0.00082496
,,,,,,,,,,,,
110212,0.000181199,3.19E-05,2.61E-06,0.189073577,3.93E-08,3.93E-08,0.000181199,2.78E-05,0.189073577,2.78E-05,3.19E-05,3.54E-05
,,,,,,,,,,,,
9306161,0.000688555,0.000580379,0.00019361,0.226919359,2.92E-06,2.92E-06,0.000688555,6.94E-05,0.226919359,6.94E-05,0.000580379,0.000604183
,,,,,,,,,,,,
9412188,0.000289918,0.000134145,2.76E-06,0.191150997,4.17E-08,4.17E-08,0.000289918,4.76E-05,0.191150997,4.76E-05,0.000134145,0.000141503
,,,,,,,,,,,,
9604111,0.000253678,0.000162029,6.74E-07,0.181947253,1.01E-08,1.01E-08,0.000253678,5.17E-05,0.181947253,5.17E-05,0.000162029,0.000167457
,,,,,,,,,,,,
9903255,0.000181199,1.00E-05,2.53E-07,0.173410452,3.80E-09,3.80E-09,0.000181199,2.50E-05,0.173410452,2.50E-05,1.00E-05,1.14E-05
,,,,,,,,,,,,
1131,0.000616076,1.78E-06,0.002323206,0.235595453,3.51E-05,3.51E-05,0.000616076,2.21E-05,0.235595453,2.21E-05,1.78E-06,2.55E-06
,,,,,,,,,,,,
10025,0.001014713,1.26E-05,0.002273858,0.237529611,3.43E-05,3.43E-05,0.001014713,3.48E-05,0.237529611,3.48E-05,1.26E-05,1.76E-05
,,,,,,,,,,,,
9506057,0.002319345,0.000120509,0.006196962,0.270707436,9.33E-05,9.33E-05,0.002319345,7.12E-05,0.270707436,7.12E-05,0.000120509,0.000124873
,,,,,,,,,,,,
9903269,0.000362398,1.58E-06,0.002071511,0.240113953,3.13E-05,3.13E-05,0.000362398,1.40E-05,0.240113953,1.40E-05,1.58E-06,2.47E-06
,,,,,,,,,,,,
9911195,0.000688555,2.34E-06,0.002503254,0.235665912,3.78E-05,3.78E-05,0.000688555,2.42E-05,0.235665912,2.42E-05,2.34E-06,3.42E-06
,,,,,,,,,,,,
110214,0.000724795,0.000110835,0.01265898,0.267889681,0.000191061,0.000191061,0.000724795,2.42E-05,0.267889681,2.42E-05,0.000110835,0.000115521
,,,,,,,,,,,,
4199,0.000833515,8.76E-06,0.002684224,0.25493772,4.05E-05,4.05E-05,0.000833515,2.71E-05,0.25493772,2.71E-05,8.76E-06,1.06E-05
,,,,,,,,,,,,
9708080,0.000724795,0.000243177,0.000224465,0.236314454,3.38E-06,3.38E-06,0.000724795,4.92E-05,0.236314454,4.92E-05,0.000243177,0.000267728
,,,,,,,,,,,,
9902010,0.000289918,1.57E-06,0.001388695,0.251694896,2.09E-05,2.09E-05,0.000289918,1.33E-05,0.251694896,1.33E-05,1.57E-06,2.15E-06
,,,,,,,,,,,,
9407128,0.000905994,0.000461541,0.000156096,0.23597311,2.35E-06,2.35E-06,0.000905994,6.29E-05,0.23597311,6.29E-05,0.000461541,0.000461416
,,,,,,,,,,,,
9407194,0.000978474,0.000311154,0.000169205,0.232821333,2.55E-06,2.55E-06,0.000978474,6.79E-05,0.232821333,6.79E-05,0.000311154,0.000296403
,,,,,,,,,,,,
9503002,0.002174386,0.002421033,0.000519981,0.255000808,7.82E-06,7.82E-06,0.002174386,0.000139795,0.255000808,0.000139795,0.002421033,0.002550095
,,,,,,,,,,,,
9503235,0.000362398,8.66E-07,1.51E-05,0.209171298,2.27E-07,2.27E-07,0.000362398,2.79E-05,0.209171298,2.79E-05,8.66E-07,1.38E-06
,,,,,,,,,,,,
9604063,0.000688555,0.000877591,0.000803711,0.256264251,1.21E-05,1.21E-05,0.000688555,4.99E-05,0.256264251,4.99E-05,0.000877591,0.00092006
,,,,,,,,,,,,
9605079,0.000108719,1.21E-05,0.000155653,0.218214297,2.35E-06,2.35E-06,0.000108719,1.33E-05,0.218214297,1.33E-05,1.21E-05,1.39E-05
,,,,,,,,,,,,
9608122,0.000326158,5.44E-07,1.52E-05,0.208230015,2.28E-07,2.28E-07,0.000326158,2.54E-05,0.208230015,2.54E-05,5.44E-07,8.88E-07
,,,,,,,,,,,,
9610059,0.000652316,9.83E-05,7.84E-05,0.231727888,1.18E-06,1.18E-06,0.000652316,4.35E-05,0.231727888,4.35E-05,9.83E-05,0.000111787
,,,,,,,,,,,,
9701138,0.000362398,1.75E-05,3.70E-05,0.218132571,5.57E-07,5.57E-07,0.000362398,2.83E-05,0.218132571,2.83E-05,1.75E-05,2.44E-05
,,,,,,,,,,,,
9701140,0.000688555,3.95E-05,6.96E-05,0.216580829,1.05E-06,1.05E-06,0.000688555,4.69E-05,0.216580829,4.69E-05,3.95E-05,4.62E-05
,,,,,,,,,,,,
9703114,0.000579836,8.75E-05,0.000390746,0.23074796,5.89E-06,5.89E-06,0.000579836,3.82E-05,0.23074796,3.82E-05,8.75E-05,8.44E-05
,,,,,,,,,,,,
9705243,0.000289918,3.08E-06,4.86E-05,0.21960406,7.30E-07,7.30E-07,0.000289918,2.23E-05,0.21960406,2.23E-05,3.08E-06,3.40E-06
,,,,,,,,,,,,
9707031,0.000217439,2.53E-06,2.00E-05,0.206374227,3.01E-07,3.01E-07,0.000217439,1.86E-05,0.206374227,1.86E-05,2.53E-06,2.96E-06
,,,,,,,,,,,,
9707207,0.000471117,2.36E-05,0.000711758,0.237369672,1.07E-05,1.07E-05,0.000471117,2.22E-05,0.237369672,2.22E-05,2.36E-05,3.33E-05
,,,,,,,,,,,,
110215,0.00144959,4.65E-05,0.004637985,0.248706567,6.94E-05,6.94E-05,0.00144959,4.21E-05,0.248706567,4.21E-05,4.65E-05,5.19E-05
,,,,,,,,,,,,
1056,0.000761035,4.38E-05,0.003271766,0.254024034,4.93E-05,4.93E-05,0.000761035,2.72E-05,0.254024034,2.72E-05,4.38E-05,4.97E-05
,,,,,,,,,,,,
11233,0.001884468,7.41E-06,0.008855664,0.258061211,0.000132608,0.000132608,0.001884468,4.96E-05,0.258061211,4.96E-05,7.41E-06,7.29E-06
,,,,,,,,,,,,
9511077,0.000652316,7.43E-05,0.000275076,0.237245658,4.12E-06,4.12E-06,0.000652316,3.85E-05,0.237245658,3.85E-05,7.43E-05,8.20E-05
,,,,,,,,,,,,
9206111,0.000144959,5.38E-07,6.58E-06,0.195016231,9.84E-08,9.84E-08,0.000144959,1.66E-05,0.195016231,1.66E-05,5.38E-07,1.30E-06
,,,,,,,,,,,,
9411047,0.000797275,9.15E-05,0.000512644,0.235342975,7.68E-06,7.68E-06,0.000797275,3.89E-05,0.235342975,3.89E-05,9.15E-05,0.000101962
,,,,,,,,,,,,
9507038,0.000326158,1.29E-06,0.000152299,0.226371013,2.27E-06,2.27E-06,0.000326158,2.05E-05,0.226371013,2.05E-05,1.29E-06,1.99E-06
,,,,,,,,,,,,
110216,0.001159672,0.000138711,0.003293227,0.243045838,4.97E-05,4.97E-05,0.001159672,4.68E-05,0.243045838,4.68E-05,0.000138711,0.000129707
,,,,,,,,,,,,
110217,0.000217439,1.13E-05,1.16E-06,0.181979385,1.75E-08,1.75E-08,0.000217439,2.46E-05,0.181979385,2.46E-05,1.13E-05,1.75E-05
,,,,,,,,,,,,
2049,7.25E-05,5.89E-08,1.30E-07,0.162098201,1.96E-09,1.96E-09,7.25E-05,1.17E-05,0.162098201,1.17E-05,5.89E-08,1.10E-07
,,,,,,,,,,,,
102193,0.000434877,8.18E-06,2.43E-06,0.187939581,3.66E-08,3.66E-08,0.000434877,3.87E-05,0.187939581,3.87E-05,8.18E-06,1.11E-05
,,,,,,,,,,,,
9608070,0.000869754,0.000159561,1.15E-05,0.201420253,1.73E-07,1.73E-07,0.000869754,7.30E-05,0.201420253,7.30E-05,0.000159561,0.000162653
,,,,,,,,,,,,
9709084,0.000217439,1.32E-06,1.08E-06,0.179604181,1.62E-08,1.62E-08,0.000217439,2.35E-05,0.179604181,2.35E-05,1.32E-06,2.45E-06
,,,,,,,,,,,,
110218,0.000688555,5.21E-05,6.31E-05,0.222249168,9.48E-07,9.48E-07,0.000688555,4.13E-05,0.222249168,4.13E-05,5.21E-05,5.27E-05
,,,,,,,,,,,,
2213,0.000579836,3.02E-05,4.45E-05,0.22138968,6.69E-07,6.69E-07,0.000579836,3.84E-05,0.22138968,3.84E-05,3.02E-05,3.24E-05
,,,,,,,,,,,,
103014,0.000905994,0.001231195,0.000901307,0.258606721,1.35E-05,1.35E-05,0.000905994,5.23E-05,0.258606721,5.23E-05,0.001231195,0.001285816
,,,,,,,,,,,,
9311027,0.000616076,0.000127352,1.78E-05,0.212958754,2.67E-07,2.67E-07,0.000616076,4.08E-05,0.212958754,4.08E-05,0.000127352,0.000135374
,,,,,,,,,,,,
9702190,0.000724795,3.37E-05,7.02E-05,0.220864061,1.05E-06,1.05E-06,0.000724795,4.41E-05,0.220864061,4.41E-05,3.37E-05,3.74E-05
,,,,,,,,,,,,
9903134,0.000253678,7.10E-06,2.69E-05,0.215056188,4.04E-07,4.04E-07,0.000253678,1.97E-05,0.215056188,1.97E-05,7.10E-06,8.72E-06
,,,,,,,,,,,,
9907072,0.000289918,9.07E-06,4.23E-05,0.21249764,6.35E-07,6.35E-07,0.000289918,2.12E-05,0.21249764,2.12E-05,9.07E-06,1.01E-05
,,,,,,,,,,,,
110219,0.001304631,4.22E-05,0.001737998,0.249859318,2.61E-05,2.61E-05,0.001304631,4.54E-05,0.249859318,4.54E-05,4.22E-05,4.42E-05
,,,,,,,,,,,,
1173,0.000144959,1.49E-07,7.37E-05,0.2086744,1.11E-06,1.11E-06,0.000144959,1.07E-05,0.2086744,1.07E-05,1.49E-07,2.84E-07
,,,,,,,,,,,,
