S.No,Id,Betweenness centrality,Closeness,Degree centrality,Eigenvector centrality,Katz Centrality,Percolation Centrality,load Centrality,Hormonic Centrality,Degree prestige,Hub-Score,Page Rank,Rank_prestige,Authorities-Score,score
1162,9707079,0.007620115,0.133813413,0.061308872,3.53E-15,0.028561789,0.007620115,0.007854716,0,0.04228856,0.071616618,0.003751207,0.092307692,0.071616618,0.081774773
1163,9707093,0.0078521,0.145094183,0.055509365,2.81E-15,0.010977669,0.0078521,0.008343233,0.279489743,0.048092875,0.037518257,0.001196037,0.042307692,0.037518257,0.062903248
1164,9710231,0.043175349,0.19228091,0.086163884,2.53E-13,0.064394813,0.043175349,0.04479903,0,0.049751254,0.023529616,0.011634178,0.175,0.023529616,0.213874496
1165,9712072,0.01307541,0.184956922,0.071250881,1.01E-12,0.045766578,0.01307541,0.013734185,0.349543728,0.041459361,0.043334679,0.021800492,0.126923077,0.043334679,0.056612846
1166,9907211,0.003420999,0.242106167,0.028168836,9.84E-09,0.009951563,0.003420999,0.003761059,0.401453025,0.024046438,0.005029875,0.001141672,0.019230769,0.005029875,0.245326826
1167,9509148,0.001298225,0.04494654,0.023197842,2.06E-24,0.004804649,0.001298225,0.001414158,0.002594557,0.018242123,0.0153057,0.00081548,0.032692308,0.0153057,0.012579552
1168,9512081,0.001134485,0.057148971,0.03313985,6.83E-24,0.005384973,0.001134485,0.001215574,0,0.025704816,0.017983759,0.002500805,0.036538462,0.017983759,0.069193809
1169,9611202,0.001935642,0.06462448,0.072907865,4.25E-21,0.004592781,0.001935642,0.0022446,0.087256967,0.067993356,0.038407078,0.000978576,0.028846154,0.038407078,0.088065176
1170,9612087,0.001719271,0.100633823,0.040596342,9.68E-18,0.009273689,0.001719271,0.001751149,0,0.030679931,0.020816487,0.00163096,0.046153846,0.020816487,0.150969836
1171,9612223,0.005409272,0.12519294,0.042253346,4.46E-17,0.025763679,0.005409272,0.005199288,0.063090391,0.02155888,0.021362368,0.005599628,0.1,0.021362368,0.352264772
1172,9702101,0.000725135,0.096763611,0.034796855,7.02E-18,0.005932915,0.000725135,0.000878583,0.008800946,0.028192374,0.03378085,0.00081548,0.023076923,0.03378085,0.062903248
1173,9706130,0.000399994,0.130849924,0.009113331,1.82E-15,0.011427535,0.000399994,0.000408601,0.001152962,0.002487558,0.000291314,0.00092421,0.028846154,0.000291314,0.006291814
1174,9602071,0.001526292,0.068758361,0.031482846,1.49E-21,0.020312945,0.001526292,0.001516459,0.001152962,0.018242123,0.011251272,0.003914303,0.061538462,0.011251272,0.025160516
1175,9602144,0.00396485,0.066314263,0.014084325,4.28E-22,0.015064628,0.00396485,0.004079997,0.632816466,0.004145936,0.011082491,0.016472691,0.05,0.011082491,0.088065176
1176,9603113,0.00383035,0.084016741,0.030654353,3.37E-21,0.031196418,0.00383035,0.003887431,0.080976047,0.009950251,0.026932675,0.011906005,0.096153846,0.026932675,0.006291814
1177,9604055,0.003783567,0.075350339,0.059651867,5.10E-21,0.016094061,0.003783567,0.00378513,0.000329418,0.047263675,0.031821784,0.002718266,0.067307692,0.031821784,0.075484212
1178,9604133,0.000218125,0.062505973,0.006627834,3.48E-22,0.006012402,0.000218125,0.000240106,0.001317671,0.002487558,0.0017884,0.002174613,0.019230769,0.0017884,0.018870113
1179,9610082,0.009208804,0.115918118,0.034796855,1.71E-18,0.021397065,0.009208804,0.009737172,0.001811798,0.022388059,0.018140035,0.003914303,0.065384615,0.018140035,0.012579552
1180,9612162,0.001649097,0.11959926,0.041424854,2.19E-17,0.022776018,0.001649097,0.001703008,0.001647089,0.025704816,0.039017998,0.005327801,0.071153846,0.039017998,0.157260397
1181,9702006,0.002391776,0.114613863,0.022369329,2.62E-17,0.010658486,0.002391776,0.002497343,0,0.014925366,0.012303633,0.003425015,0.036538462,0.012303633,0.062903248
1182,9704041,0.0028713,0.137470878,0.042253346,4.88E-16,0.030453212,0.0028713,0.00294867,0.038188546,0.023217238,0.042535557,0.005708358,0.090384615,0.042535557,0.081774773
1183,9704123,0.003292346,0.152607958,0.030654353,3.52E-15,0.042581021,0.003292346,0.00339398,0.00093335,0.008291872,0.01278231,0.009840122,0.105769231,0.01278231,0.037741479
1184,9704127,0.021501828,0.168607542,0.038939357,2.26E-15,0.045568184,0.021501828,0.023156812,0.202579049,0.014925366,0.012073866,0.010546872,0.096153846,0.012073866,0.006291814
1185,9705046,0.002409319,0.11314069,0.055509365,2.68E-16,0.005795392,0.002409319,0.002599644,0,0.050580433,0.010060658,0.001576594,0.028846154,0.010060658,0.037741479
1186,9705055,0.015046958,0.142680581,0.041424854,1.80E-15,0.030009661,0.015046958,0.015782006,0.000658836,0.022388059,0.011559631,0.00521907,0.084615385,0.011559631,0.113227103
1187,9705132,0.000707591,0.123550596,0.016569843,7.43E-16,0.013149469,0.000707591,0.000698053,0.000494127,0.009121051,0.006189541,0.003153188,0.036538462,0.006189541,0.088065176
1188,9706039,9.06E-05,0.074238067,0.012427341,7.49E-21,0.006304998,9.06E-05,0.000103504,0.002525537,0.009121051,0.005085763,0.000271827,0.017307692,0.005085763,0.037741479
1189,9707164,0.002070143,0.138169415,0.010770336,5.59E-15,0.012889494,0.002070143,0.002118229,0.004282432,0.003316757,0.002389191,0.002826997,0.036538462,0.002389191,0.012579552
1190,9707259,0.007684909,0.172780322,0.037282352,2.28E-14,0.046768559,0.007684909,0.00770277,0.24875689,0.013267008,0.023722986,0.013754425,0.107692308,0.023722986,0.119517506
1191,9708037,0.011353565,0.192943345,0.053023868,2.57E-14,0.071545913,0.011353565,0.011459015,0,0.015754565,0.027240546,0.023757644,0.165384615,0.027240546,0.018870113
1192,9709107,0.007889935,0.17105771,0.03313985,4.15E-14,0.022937529,0.007889935,0.00831856,0.002014939,0.018242123,0.014910226,0.005001609,0.075,0.014910226,0.113227103
1193,9603109,0.009048338,0.075822427,0.064622861,5.38E-21,0.006100999,0.009048338,0.009537144,0.013482339,0.058872305,0.037674882,0.008154798,0.019230769,0.037674882,0.012579552
1194,9810099,0.002497037,0.196655554,0.024854846,1.63E-11,0.008727902,0.002497037,0.002738051,0.114995256,0.019071302,0.004149647,0.003261919,0.026923077,0.004149647,0.213874496
1195,9712117,0.049772849,0.214001585,0.062137364,3.15E-12,0.061592782,0.049772849,0.04979492,0.568627859,0.038971803,0.029506993,0.018538573,0.121153846,0.029506993,0.100646139
1196,9802047,0.012383315,0.182784695,0.035625347,8.18E-13,0.014537566,0.012383315,0.013425236,0.155464623,0.026533995,0.015272237,0.013591329,0.038461538,0.015272237,0.037741479
1197,9702201,0.007093223,0.111225293,0.032311338,7.63E-19,0.011311164,0.007093223,0.007422706,0.446238164,0.028192374,0.022901161,0.001032941,0.028846154,0.022901161,0.062903248
1198,9604179,0.00128653,0.071568639,0.067936871,6.29E-21,0.005946504,0.00128653,0.001317875,0,0.063018241,0.057985098,0.000869845,0.023076923,0.057985098,0.069193809
1199,9701042,0.005099336,0.119863183,0.039767849,1.45E-17,0.040032528,0.005099336,0.005373801,0.309415393,0.019071302,0.016598029,0.008970277,0.105769231,0.016598029,0.081774773
1200,9801049,4.62E-05,0.141513566,0.012427341,4.65E-16,0.012720393,4.62E-05,5.46E-05,0.472100991,0.006633494,0.008259544,0.001196037,0.036538462,0.008259544,0.062903248
1201,9601077,0.000842092,0.059667384,0.027340344,8.09E-23,0.011072082,0.000842092,0.000830442,0.003579674,0.019071302,0.025078188,0.004403591,0.034615385,0.025078188,0.037741479
1202,9603061,0.003549652,0.078777513,0.068765363,1.18E-21,0.016136072,0.003549652,0.003478228,0.304767627,0.054726369,0.036032208,0.002392074,0.065384615,0.036032208,0.006291814
1203,9603183,0.000783613,0.067413329,0.012427341,2.92E-21,0.009066614,0.000783613,0.000818406,0.327748353,0.004145936,0.002738488,0.008154798,0.046153846,0.002738488,0.025160516
1204,9604068,0.002070143,0.077871465,0.023197842,3.33E-21,0.020178668,0.002070143,0.002118229,0.089759152,0.004975115,0.006489936,0.005273436,0.086538462,0.006489936,0.069193809
1205,9609095,0.000660808,0.087558406,0.020712345,5.56E-20,0.013574262,0.000660808,0.00068,0.012666115,0.011608629,0.015210272,0.001902786,0.044230769,0.015210272,0.062903248
1206,9609181,0.003602283,0.103553124,0.028997348,4.88E-19,0.023643511,0.003602283,0.003664776,0,0.012437808,0.014583913,0.005436532,0.078846154,0.014583913,0.006291814
1207,9612204,0.001707576,0.107593933,0.039767849,2.59E-18,0.026248321,0.001707576,0.001690972,0.094408791,0.022388059,0.022909055,0.007828606,0.080769231,0.022909055,0.012579552
1208,9612236,0.002520428,0.115049385,0.029825841,8.86E-18,0.035434517,0.002520428,0.002780175,0.285733121,0.009950251,0.007703952,0.020006437,0.080769231,0.007703952,0.006291814
1209,9712004,0.002970714,0.118344925,0.055509365,4.03E-16,0.007867194,0.002970714,0.003339821,0.002278473,0.048922054,0.029264861,0.001250402,0.038461538,0.029264861,0.018870113
1210,9712170,0.000274265,0.187282201,0.021540837,1.67E-15,0.055261667,0.000274265,0.000279823,0,0.00165873,0.000740509,0.01717944,0.1,0.000740509,0.018870113
1211,9609225,0.000596482,0.09735094,0.020712345,1.48E-19,0.022462406,0.000596482,0.000552424,0.240000328,0.004145936,0.003506941,0.009948853,0.075,0.003506941,0.006291814
1212,9701092,0.00936307,0.112044844,0.01574133,1.67E-17,0.024453998,0.00936307,0.009364376,0.047618877,0.004975115,0.00201195,0.017559998,0.051923077,0.00201195,0.088065176
1213,9711102,0.001485357,0.202569684,0.03313985,3.59E-13,0.048313223,0.001485357,0.001546548,0.407861556,0.004975115,0.002172627,0.01717944,0.130769231,0.002172627,0.037741479
1214,9508058,0.009577921,0.048875191,0.029825841,3.92E-24,0.012461025,0.009577921,0.01001868,0.001647089,0.014925366,0.01167406,0.018049285,0.073076923,0.01167406,0.050322443
1215,9612119,0.000455548,0.080132827,0.01574133,3.79E-20,0.007654017,0.000455548,0.00046577,0.297245662,0.008291872,0.000615461,0.003044458,0.038461538,0.000615461,0.044031882
1216,9709002,0.007073164,0.136271223,0.031482846,8.20E-16,0.020629448,0.007073164,0.007415004,0.318387806,0.016583744,0.011390641,0.006252012,0.073076923,0.011390641,0.169841202
1217,9811101,0.00109355,0.123065354,0.023197842,2.33E-16,0.016110815,0.00109355,0.001143362,0.000329418,0.008291872,0.005246439,0.00511034,0.065384615,0.005246439,0.138388872
1218,9701117,0.000331574,0.139287355,0.027340344,3.72E-18,0.039011905,0.000331574,0.00035384,0.020238411,0.00165873,0.000712566,0.017723094,0.121153846,0.000712566,0.106936542
1219,9812224,0.002947322,0.25271669,0.035625347,6.03E-12,0.076397714,0.002947322,0.002900529,0.082852182,0.009950251,0.008797042,0.02740012,0.117307692,0.008797042,0.044031882
1220,9807127,0.007792802,0.291516856,0.024854846,5.90E-07,0.015722564,0.007792802,0.008158129,0,0.015754565,0.008154056,0.003261919,0.044230769,0.008154056,0.132098469
1221,9808069,0.003461934,0.301046576,0.031482846,1.28E-06,0.02406332,0.003461934,0.003580528,0.000494127,0.013267008,0.008260103,0.014243713,0.090384615,0.008260103,0.006291814
1222,9511173,0.010980062,0.057524334,0.05053835,1.36E-23,0.006736787,0.010980062,0.01111396,0.664399088,0.040630182,0.04027407,0.004457956,0.051923077,0.04027407,0.088065176
1223,9701137,0.004333266,0.099613558,0.052195355,8.55E-19,0.017812327,0.004333266,0.00462159,0.003074566,0.04228856,0.020461951,0.001685325,0.044230769,0.020461951,0.069193809
1224,9702093,0.009826162,0.1269774,0.042253346,1.20E-17,0.026130253,0.009826162,0.010045699,0.000658836,0.024875616,0.026004943,0.01288458,0.086538462,0.026004943,0.056612846
1225,9602014,0.003918067,0.064727243,0.034796855,4.48E-23,0.015470588,0.003918067,0.003779112,0.018247108,0.02072968,0.023102426,0.018158016,0.065384615,0.023102426,0.081774773
1226,9707087,0.004268939,0.130948138,0.027340344,1.29E-16,0.02617493,0.004268939,0.004392917,0.143036456,0.014096187,0.005805314,0.027998139,0.059615385,0.005805314,0.050322443
1227,9707203,0.000516366,0.129823368,0.029825841,7.74E-18,0.042072834,0.000516366,0.000513309,0.366596024,0.002487558,0.000579134,0.012123466,0.132692308,0.000579134,0.113227103
1228,9610105,0.006980242,0.132893874,0.053023868,2.39E-18,0.038461038,0.006980242,0.006820275,0.256348911,0.025704816,0.020923442,0.011362351,0.134615385,0.020923442,0.125808067
1229,9802085,0.001654945,0.161779563,0.029825841,1.02E-13,0.006143323,0.001654945,0.001709025,0.001719247,0.024046438,0.004967002,0.003044458,0.028846154,0.004967002,0
1230,9610041,0.006394052,0.10745683,0.03645384,8.89E-19,0.032542873,0.006394052,0.006578303,0.054771819,0.014096187,0.026168484,0.007013126,0.117307692,0.026168484,0.037741479
1231,9704098,0.003684153,0.129625811,0.045567356,3.68E-16,0.016733505,0.003684153,0.003833272,0.005830695,0.034825867,0.011131253,0.003588111,0.053846154,0.011131253,0.28306971
1232,9801084,0.009083308,0.18053372,0.024854846,2.55E-14,0.031994911,0.009083308,0.009489243,0.000329418,0.006633494,0.003360236,0.011253621,0.078846154,0.003360236,0.031450918
1233,9801085,0.005105183,0.127781308,0.009113331,3.33E-15,0.004618386,0.005105183,0.005133094,0,0.003316757,0.001033919,0.019354053,0.023076923,0.001033919,0.018870113
1234,9903217,0.010281126,0.300602936,0.033968343,2.84E-07,0.041866939,0.010281126,0.0103044,0.26816442,0.006633494,0.002151669,0.068139314,0.117307692,0.002151669,0.037741479
1235,9904122,0.018089308,0.302108653,0.01905534,1.02E-06,0.0239041,0.018089308,0.018761487,0.034977635,0.006633494,0.000873242,0.025062411,0.055769231,0.000873242,0.050322443
1236,9809070,0.003204628,0.192903506,0.01574133,7.63E-12,0.020613458,0.003204628,0.003171325,0.497743512,0.006633494,0.000540712,0.011797274,0.059615385,0.000540712,0.157260397
1237,9611205,0.004456071,0.118911554,0.024854846,3.88E-18,0.022544751,0.004456071,0.004729908,0,0.013267008,0.009560186,0.011634178,0.069230769,0.009560186,0
1238,9704087,0.001315769,0.117200922,0.020712345,5.58E-16,0.01261646,0.001315769,0.001444247,0.000988253,0.008291872,0.009363182,0.00173969,0.057692308,0.009363182,0.125808067
1239,9704145,0.000197073,0.067770462,0.032311338,6.32E-21,0.001635035,0.000197073,0.000244318,0,0.031509131,0.013203212,5.44E-05,0.009615385,0.013203212,0.012579552
1240,9706025,0.007507485,0.161575419,0.038110845,6.23E-15,0.049713069,0.007507485,0.007490766,0.003118489,0.009950251,0.007494933,0.007937336,0.15,0.007494933,0.012579552
1241,9707126,0.014876084,0.167134527,0.044738844,1.52E-15,0.039578632,0.014876084,0.015202382,0,0.019071302,0.009395737,0.018864765,0.128846154,0.009395737,0.119517506
1242,9801183,0.002865452,0.16648269,0.031482846,5.14E-15,0.029688282,0.002865452,0.002918582,0.00480401,0.009121051,0.002584797,0.01973461,0.119230769,0.002584797,0.025160516
1243,1029,0.000112864,0.134446692,0.009113331,5.47E-15,0.011971896,0.000112864,0.000130584,0,0.002487558,4.24E-05,0.003261919,0.030769231,4.24E-05,0.031450918
1244,9811194,0.005649035,0.263231206,0.014084325,3.48E-08,0.009045319,0.005649035,0.006049228,0.001361594,0.009950251,0.002025922,0.003533746,0.026923077,0.002025922,0.037741479
1245,9510200,0.001263138,0.033754241,0.037282352,3.72E-26,0.001902851,0.001263138,0.001293804,0.502856694,0.033996688,0.029789435,0.001196037,0.017307692,0.029789435,0.081774773
1246,9511159,0.001982425,0.058732275,0.01905534,2.31E-23,0.013940202,0.001982425,0.001997875,0.151649002,0.004145936,0.010092235,0.004838513,0.076923077,0.010092235,0.037741479
1247,9512121,0.001046767,0.05754914,0.021540837,1.67E-22,0.010587658,0.001046767,0.000968849,0.000329418,0.009950251,0.014797962,0.00255517,0.051923077,0.014797962,0.018870113
1248,9604070,0.001836229,0.078236536,0.025683339,4.94E-21,0.014743011,0.001836229,0.001973804,0.100628228,0.019071302,0.025920553,0.003425015,0.030769231,0.025920553,0.012579552
1249,9710247,0.001345008,0.148819587,0.016569843,1.06E-14,0.031277801,0.001345008,0.001402123,0.249446451,0.004145936,0.004422098,0.011851639,0.061538462,0.004422098,0.195003129
1250,9712166,0.000311691,0.066201091,0.013255833,5.05E-21,0.002517917,0.000311691,0.000382725,0.011611978,0.011608629,0.002927108,0.000380557,0.013461538,0.002927108,0.018870113
1251,9604103,0.002643234,0.082074752,0.032311338,1.63E-20,0.024026982,0.002643234,0.002719998,0.09306519,0.016583744,0.008454521,0.005545262,0.078846154,0.008454521,0.069193809
1252,9910096,0.005163662,0.373484475,0.03313985,6.87E-06,0.02896631,0.005163662,0.005446014,0.139564276,0.019900501,0.008357626,0.020115167,0.059615385,0.008357626,0.094355737
1253,9902055,0.003754327,0.271074436,0.029825841,1.84E-07,0.033468046,0.003754327,0.00401982,0.000329418,0.013267008,0.007768642,0.009513931,0.076923077,0.007768642,0
1254,9512082,9.47E-05,0.022516392,0.007456326,1.50E-28,0.001716213,9.47E-05,0.000100496,0,0.005804315,0.000387021,0.00081548,0.011538462,0.000387021,0.069193809
1255,9606169,0.000789461,0.076643815,0.05385236,7.69E-21,0.011118505,0.000789461,0.000812389,0.314457062,0.044776118,0.083884413,0.001522229,0.046153846,0.083884413,0.270488746
1256,9812218,0.030498237,0.35126568,0.03313985,1.21E-05,0.096777129,0.030498237,0.032271934,0.000329418,0.004145936,0.00465962,0.03169498,0.140384615,0.00465962,0.138388872
1257,9510053,0.000637417,0.026511725,0.016569843,3.63E-27,0.00322066,0.000637417,0.000673982,0,0.012437808,0.008858169,0.000543653,0.025,0.008858169,0.012579552
1258,9603194,0.002836213,0.077398511,0.048052853,2.79E-21,0.026187265,0.002836213,0.002858405,0.085124178,0.029850752,0.037376372,0.005164705,0.094230769,0.037376372,0.050322443
1259,9701166,0.012929915,0.118480835,0.075393383,1.19E-17,0.021600771,0.012929915,0.013543845,0.01034921,0.060530683,0.031176632,0.003588111,0.075,0.031176632,0.050322443
1260,9710065,0.007100532,0.179771382,0.034796855,8.98E-14,0.031202814,0.007100532,0.007282253,0.328881491,0.019071302,0.040001967,0.010709968,0.073076923,0.040001967,0.157260397
1261,9906103,0.000304674,0.138201094,0.010770336,2.22E-15,0.010168327,0.000304674,0.000317734,0.001647089,0.003316757,0.001208567,0.010166314,0.040384615,0.001208567,0.044031882
1262,9707019,0.001456118,0.169976315,0.03645384,1.10E-14,0.06134313,0.001456118,0.001426194,0.00148238,0.004145936,0.014460681,0.01288458,0.138461539,0.014460681,0.069193809
1263,9707160,0.013300611,0.111052331,0.037282352,3.44E-18,0.018959296,0.013300611,0.01379707,0.351586055,0.019071302,0.029837428,0.040665258,0.1,0.029837428,0.018870113
1264,9708075,0.000760222,0.113475729,0.012427341,6.03E-17,0.006443393,0.000760222,0.000848495,0,0.005804315,0.003325306,0.001902786,0.034615385,0.003325306,0.069193809
1265,9901014,0.002327449,0.295466081,0.035625347,3.55E-07,0.030799541,0.002327449,0.002449202,0.574895098,0.023217238,0.013811268,0.005653993,0.063461538,0.013811268,0.106936542
1266,9601167,0.001824533,0.062595773,0.031482846,8.20E-23,0.011381323,0.001824533,0.001654866,0.072951946,0.019900501,0.022857289,0.00255517,0.05,0.022857289,0.182422166
1267,9701143,0.000760222,0.075095652,0.014912838,2.84E-21,0.009080231,0.000760222,0.000818406,0.104659228,0.008291872,0.00376542,0.001902786,0.040384615,0.00376542,0
1268,9605028,0.007814205,0.096791416,0.03645384,7.16E-21,0.022407958,0.007814205,0.008040061,0.267532649,0.012437808,0.029386276,0.011579813,0.111538462,0.029386276,0.327103004
1269,9608012,0.001040919,0.084599921,0.026511831,9.00E-21,0.012261629,0.001040919,0.00107115,0.698275642,0.014925366,0.01197229,0.006578203,0.061538462,0.01197229,0.037741479
1270,9703062,0.00202336,0.115585538,0.01905534,4.66E-17,0.017757831,0.00202336,0.002106193,0,0.006633494,0.012029924,0.003316284,0.069230769,0.012029924,0.169841202
1271,9708062,0.002649081,0.155323516,0.03645384,1.12E-15,0.026556117,0.002649081,0.002719998,0.343404939,0.015754565,0.007251473,0.013265137,0.092307692,0.007251473,0.018870113
1272,9704109,0.014672753,0.13918134,0.01905534,4.25E-17,0.015627891,0.014672753,0.015116931,0,0.003316757,0.001110764,0.036587859,0.076923077,0.001110764,0.18871272
1273,9710136,0.000249119,0.112810634,0.020712345,5.17E-16,0.004620472,0.000249119,0.000296672,0,0.015754565,0.006832247,0.00081548,0.032692308,0.006832247,0.050322443
1274,9512154,0.002368384,0.036051114,0.035625347,3.72E-26,0.003219303,0.002368384,0.002485308,0.141970517,0.029021553,0.006203513,0.001413498,0.030769231,0.006203513,0.094355737
1275,9901018,0.004473614,0.31157283,0.024026334,6.72E-06,0.017868221,0.004473614,0.00464566,0.00647855,0.014096187,0.00717847,0.001141672,0.053846154,0.00717847,0.144679433
1276,9603116,0.006612704,0.075176723,0.044738844,1.27E-21,0.012366721,0.006612704,0.006866551,0.001866701,0.033996688,0.007453716,0.001794055,0.053846154,0.007453716,0.069193809
1277,9602061,0.000678352,0.067363272,0.017398335,3.55E-22,0.015967599,0.000678352,0.000607787,0.121663637,0.000829365,0.002018936,0.002392074,0.078846154,0.002018936,0.28306971
1278,9611104,8.89E-05,0.063927178,0.009113331,3.99E-22,0.008166241,8.89E-05,9.27E-05,0.002278473,0.003316757,0.003779392,0.001141672,0.030769231,0.003779392,0.018870113
1279,9702108,0.000376018,0.103156015,0.022369329,1.23E-17,0.006027662,0.000376018,0.000389345,0.060102152,0.016583744,0.008753729,0.000652384,0.026923077,0.008753729,0
1280,9703016,0.004274787,0.123980681,0.020712345,4.87E-17,0.025139967,0.004274787,0.00464566,0.079046251,0.004975115,0.001501977,0.004023033,0.067307692,0.001501977,0
1281,9607121,0.00012339,0.095844252,0.030654353,5.32E-20,0.033211548,0.00012339,0.000122761,0.23759589,0.004975115,0.019775792,0.008209163,0.134615385,0.019775792,0.031450918
1282,9707244,0.00497653,0.141273953,0.039767849,3.08E-15,0.011917025,0.00497653,0.005151147,0.000823545,0.030679931,0.042481975,0.011634178,0.036538462,0.042481975,0.050322443
1283,9707131,0.000760222,0.112455064,0.014084325,6.49E-18,0.013470254,0.000760222,0.000776283,0.039850143,0.00165873,0.008276799,0.005980185,0.065384615,0.008276799,0.031450918
1284,9805047,0.001409335,0.263153345,0.018226827,9.15E-08,0.030405855,0.001409335,0.001438229,0.000329418,0.003316757,0.006175569,0.005545262,0.075,0.006175569,0.025160516
1285,9807055,0.000783613,0.141077399,0.006627834,7.67E-14,0.002392635,0.000783613,0.000824424,0.002470634,0.004145936,0.001648681,0.001196037,0.015384615,0.001648681,0.012579552
1286,9901088,0.000853788,0.275729396,0.007456326,2.41E-06,0.015203841,0.000853788,0.000932743,0.001262768,0.000829365,0.000646199,0.001794055,0.038461538,0.000646199,0
1287,9902210,0.004935595,0.349851505,0.038939357,1.13E-05,0.062037588,0.004935595,0.005006722,0,0.019071302,0.033039363,0.018049285,0.086538462,0.033039363,0
1288,9801076,0.004502854,0.184372908,0.022369329,4.28E-13,0.013019822,0.004502854,0.004916457,0.000329418,0.012437808,0.007735109,0.003805572,0.05,0.007735109,0.044031882
1289,9605085,0.008358174,0.106395144,0.047224361,1.07E-19,0.036741191,0.008358174,0.008483505,0,0.016583744,0.014320264,0.035391822,0.15,0.014320264,0.207584093
1290,9609217,0.00084794,0.082298963,0.034796855,3.72E-20,0.024495498,0.00084794,0.000842477,0,0.019071302,0.042783977,0.003751207,0.075,0.042783977,0.025160516
1291,9606193,0.002695864,0.09671462,0.05053835,3.64E-19,0.027271713,0.002695864,0.002581591,0,0.030679931,0.024697874,0.010601237,0.084615385,0.024697874,0.056612846
1292,9610138,0.000302334,0.100505873,0.01905534,1.02E-18,0.018585692,0.000302334,0.000283433,0.000988253,0.006633494,0.004568803,0.003696842,0.059615385,0.004568803,0.031450918
1293,9706211,0.000725135,0.093741484,0.009113331,3.66E-20,0.012116162,0.000725135,0.00075823,0.455751317,0.002487558,0.002305359,0.002990092,0.036538462,0.002305359,0.006291814
1294,9712115,0.017206047,0.202742349,0.05385236,1.45E-14,0.057301646,0.017206047,0.017248218,0.193934298,0.015754565,0.014568963,0.039197394,0.176923077,0.014568963,0.044031882
1295,9812160,0.002029208,0.225163504,0.03645384,1.22E-12,0.053843294,0.002029208,0.002118229,0.107786137,0.004975115,0.003513927,0.030227117,0.151923077,0.003513927,0.195003129
1296,9907140,0.005344946,0.369736281,0.05385236,9.00E-06,0.104256822,0.005344946,0.005343713,0.158254681,0.014925366,0.004631677,0.033543401,0.182692308,0.004631677,0.006291814
1297,9910217,0.000614026,0.371130346,0.023197842,9.02E-06,0.054159177,0.000614026,0.000655929,0.399088458,0.003316757,0.003569814,0.011253621,0.1,0.003569814,0.106936542
1298,9702133,0.002192948,0.110863948,0.043910351,4.21E-17,0.018674951,0.002192948,0.002304777,0.000658836,0.030679931,0.023878843,0.001576594,0.065384615,0.023878843,0.031450918
1299,9705226,0.001105246,0.024252442,0.01574133,4.57E-28,0.002512565,0.001105246,0.001143362,0.007104444,0.011608629,0.003136686,0.001794055,0.025,0.003136686,0.037741479
1300,9706208,0.001806989,0.107347776,0.024026334,1.71E-17,0.013074161,0.001806989,0.001871503,0,0.01077943,0.006538838,0.006469473,0.076923077,0.006538838,0.031450918
1301,9611163,0.000359644,0.118796186,0.018226827,6.27E-18,0.018543606,0.000359644,0.000345416,0.00998685,0.009121051,0.014462218,0.003153188,0.042307692,0.014462218,0
1302,9612015,0.000976593,0.093817709,0.021540837,1.13E-19,0.018960824,0.000976593,0.001010973,0.396787972,0.005804315,0.003520913,0.018103651,0.076923077,0.003520913,0.088065176
1303,9702110,0.006205751,0.085342498,0.041424854,8.82E-21,0.015656387,0.006205751,0.006483765,0.000329418,0.02072968,0.010131007,0.013265137,0.101923077,0.010131007,0.006291814
1304,9710078,0.002812822,0.143258979,0.022369329,4.96E-15,0.007901234,0.002812822,0.002996812,0.000823545,0.013267008,0.003856238,0.002500805,0.044230769,0.003856238,0.226455459
1305,9709029,3.90E-05,0.100439116,0.014912838,2.08E-16,0.003064325,3.90E-05,5.61E-05,0.000329418,0.011608629,0.00182333,0.000163096,0.015384615,0.00182333,0.025160516
1306,9801047,4.34E-05,0.159861367,0.013255833,4.66E-13,0.009823832,4.34E-05,5.31E-05,0.072935675,0.008291872,0.004016914,0.000978576,0.026923077,0.004016914,0.075484212
1307,9703059,0.005116879,0.119217764,0.044738844,3.44E-18,0.023447831,0.005116879,0.005157164,0.000329418,0.025704816,0.029040542,0.016146499,0.088461538,0.029040542,0.257907789
1308,9711059,0.000771918,0.139390298,0.01905534,4.35E-17,0.024235795,0.000771918,0.000794336,0.000494127,0.008291872,0.016176707,0.010166314,0.057692308,0.016176707,0.018870113
1309,9811013,0.001233899,0.225137241,0.032311338,2.53E-13,0.047782779,0.001233899,0.001275751,0.399581691,0.007462693,0.002535895,0.018484208,0.109615385,0.002535895,0.031450918
1310,9906039,0.012321562,0.341594467,0.059651867,3.90E-06,0.109137801,0.012321562,0.012600451,0,0.014096187,0.014885845,0.060374316,0.219230769,0.014885845,0.062903248
1311,9909212,0.000590634,0.314622392,0.020712345,6.10E-07,0.053796647,0.000590634,0.000613805,0.00093335,0.002487558,0.000493906,0.014080617,0.088461538,0.000493906,0.012579552
1312,9910094,0.001327465,0.358217883,0.03313985,1.90E-05,0.074062739,0.001327465,0.001329911,0.40003759,0.003316757,0.002025922,0.018484208,0.142307692,0.002025922,0
1313,9606009,0.000183623,0.08031912,0.018226827,4.56E-20,0.021502457,0.000183623,0.00018354,0.000658836,0.004975115,0.003548856,0.001902786,0.063461538,0.003548856,0.056612846
