,S.No,Id,Betweenness centrality,Closeness,Degree centrality,Eigenvector centrality,Katz Centrality,Percolation Centrality,load Centrality,Hormonic Centrality,Degree prestige,Hub-Score,Page Rank,Rank_prestige,Authorities-Score,score
1814,1814,9701015,0.001070159,0.096830431,0.027340344,1.13e-18,0.01427157,0.001070159,0.001113274,0.069377211,0.018242123,0.020799861,0.001032941,0.040384615,0.020799861,0.213874496
1815,1815,9611201,0.000526892,0.101670376,0.022369329,2.9e-18,0.009473999,0.000526892,0.000546407,0.231927652,0.016583744,0.020244199,0.00092421,0.028846154,0.020244199,0.094355737
1817,1817,9710206,0.017809663,0.125393114,0.040596342,9.06e-18,0.010089726,0.017809663,0.018631746,0.027422464,0.03233831,0.014585101,0.004457956,0.040384615,0.014585101,0.025160516
1818,1818,9908142,0.254619299,0.41469648,0.518641176,2.51e-05,0.091642176,0.254619299,0.259500571,0.300700726,0.485074624,0.123968046,0.021311204,0.175,0.123968046,0.006291814
1819,1819,9901128,0.043866216,0.320265643,0.061308872,3.55e-05,0.052340627,0.043866216,0.044062945,0.067588766,0.035655067,0.022736712,0.015222289,0.121153846,0.022736712,0.144679433
1820,1820,9602043,0.027315012,0.05266107,0.144158911,2.9199999999999997e-23,0.00397464,0.027315012,0.027646734,0.0,0.137645111,0.061206104,0.017288171,0.038461538,0.061206104,0.025160516
1821,1821,9611040,0.013650547,0.103628642,0.029825841,4.45e-20,0.019643771,0.013650547,0.013854418,0.723393789,0.009950251,0.00159978,0.029683463,0.080769231,0.00159978,0.075484212
1824,1824,9806197,0.004613963,0.325895784,0.028997348,7.91e-06,0.045415019,0.004613963,0.004988669,0.120619679,0.009950251,0.028096882,0.008698451,0.080769231,0.028096882,0.018870113
1825,1825,9902102,0.007230998,0.345199954,0.038110845,5.36e-06,0.077417512,0.007230998,0.007420239,0.014775696,0.009950251,0.007030648,0.022072319,0.130769231,0.007030648,0.031450918
1827,1827,9608163,0.00608242,0.085141521,0.047224361,1.11e-20,0.017068807,0.00608242,0.006333684,0.240941514,0.037313425,0.038281331,0.00173969,0.051923077,0.038281331,0.0
1828,1828,9801017,0.002537972,0.209094261,0.028168836,7.76e-13,0.053159269,0.002537972,0.002665839,0.161185537,0.009121051,0.03001019,0.020821917,0.082692308,0.03001019,0.0
1829,1829,9803140,0.009388508,0.213169947,0.028168836,1.42e-12,0.051385751,0.009388508,0.009825572,0.435256441,0.006633494,0.031398785,0.022072319,0.103846154,0.031398785,0.050322443
1831,1831,9607041,4.23e-05,0.073168316,0.021540837,1.99e-20,0.005765198,4.23e-05,4.65e-05,0.000329418,0.016583744,0.028794637,0.000543653,0.021153846,0.028794637,0.069193809
1833,1833,9908125,0.002146165,0.330647586,0.01574133,2.95e-05,0.03481793,0.002146165,0.00216637,0.000823545,0.004145936,0.003974998,0.020821917,0.061538462,0.003974998,0.044031882
1834,1834,9908035,0.000126314,0.312142836,0.010770336,1.22e-05,0.018384093,0.000126314,0.000140814,0.0,0.004145936,0.004408127,0.003751207,0.030769231,0.004408127,0.056612846
1835,1835,9910090,0.000666656,0.307986365,0.017398335,4.97e-07,0.03888982,0.000666656,0.000673982,0.32886286,0.004975115,0.002144683,0.011797274,0.067307692,0.002144683,0.232746014
1837,1837,9911186,0.005187054,0.368403335,0.023197842,7.51e-06,0.028285081,0.005187054,0.005421943,0.274974426,0.01077943,0.002081809,0.007284953,0.063461538,0.002081809,0.088065176
1838,1838,9804027,0.00919933,0.22074121,0.037282352,5.59e-12,0.047798135,0.00919933,0.009582577,0.691032188,0.016583744,0.043381135,0.012938946,0.1,0.043381135,0.044031882
1850,1850,11095,0.017772003,0.569534987,0.07456487,0.000826575,0.231797039,0.017772003,0.017974433,0.068605062,0.014925366,0.004645648,0.099269983,0.290384615,0.004645648,0.088065176
1851,1851,3169,0.002918083,0.319852205,0.024026334,6.8e-07,0.052287733,0.002918083,0.00300283,0.374994773,0.002487558,0.001019947,0.067376569,0.111538462,0.001019947,0.044031882
1852,1852,9908201,0.000701743,0.431700199,0.017398335,0.00012919,0.088759348,0.000701743,0.000728141,0.130170814,0.00165873,0.001264455,0.032347364,0.080769231,0.001264455,0.25161738
1853,1853,5105,0.0,0.484620031,0.014912838,0.000120808,0.088192287,0.0,0.0,0.337690018,0.0,3.17e-19,0.020223898,0.078846154,3.17e-19,0.0
1860,1860,11017,0.018684562,0.524098645,0.051366863,7.14e-05,0.070573519,0.018684562,0.018930464,0.351940911,0.026533995,0.017168081,0.034413246,0.123076923,0.017168081,0.094355737
1864,1864,103099,0.01199759,0.592902598,0.026511831,0.000674459,0.0942575,0.01199759,0.012214055,0.011016281,0.007462693,0.01289653,0.031749345,0.096153846,0.01289653,0.075484212
1866,1866,201029,0.003643218,0.57992359,0.030654353,0.000567022,0.097590971,0.003643218,0.003484245,0.000329418,0.011608629,0.005672581,0.018266747,0.080769231,0.005672581,0.031450918
1868,1868,206001,0.001111094,0.570653022,0.028168836,0.000803682,0.099506349,0.001111094,0.001107256,0.000658836,0.003316757,0.000114569,0.130558854,0.130769231,0.000114569,0.213874496
1869,1869,206051,0.000859636,0.510217009,0.01574133,0.000341052,0.106566445,0.000859636,0.000824424,0.155967322,0.000829365,0.00130637,0.027128293,0.067307692,0.00130637,0.18871272
1870,1870,208219,0.000307013,0.530443811,0.019883832,0.000237944,0.059931808,0.000307013,0.000307504,0.0,0.000829365,7.2e-05,0.070602063,0.094230769,7.2e-05,0.0
1871,1871,303095,0.0,0.894536756,0.075393383,0.030451082,0.312537215,0.0,0.0,0.003486338,0.0,3.17e-19,0.834859368,0.330769231,3.17e-19,0.006291814
1872,1872,303194,0.000114618,0.703812497,0.013255833,0.002815482,0.038915091,0.000114618,0.000160071,0.210276194,0.000829365,6.66e-05,0.066399624,0.057692308,6.66e-05,0.081774773
1874,1874,9712233,0.000155553,0.200126103,0.016569843,2.06e-12,0.038212375,0.000155553,0.000155858,0.788808584,0.000829365,8.66e-05,0.005817089,0.080769231,8.66e-05,0.075484212
1877,1877,7018,0.07528707,0.55644192,0.1019054,0.000539428,0.230941323,0.07528707,0.076350706,0.031451427,0.057213926,0.077185039,0.076122861,0.219230769,0.077185039,0.169841202
1878,1878,6047,0.010890356,0.476913734,0.035625347,3.13e-05,0.055255967,0.010890356,0.011210364,0.015691268,0.014925366,0.02239,0.025442969,0.101923077,0.02239,0.037741479
1880,1880,9602070,0.024581838,0.068277997,0.135045415,1.75e-22,0.006591812,0.024581838,0.025207883,0.027331482,0.129353239,0.073355837,0.003044458,0.032692308,0.073355837,0.018870113
1881,1881,9604178,0.000184792,0.055533555,0.053023868,1.1200000000000001e-22,0.003703727,0.000184792,0.000208212,0.013572014,0.050580433,0.058867422,0.000108731,0.013461538,0.058867422,0.0
1885,1885,9803259,0.01230858,0.311426079,0.042253346,2.28e-06,0.040685896,0.01230858,0.012678802,0.237450338,0.012437808,0.009310858,0.037512069,0.148076923,0.009310858,0.037741479
1886,1886,9803090,0.022268892,0.335089757,0.039767849,7.89e-06,0.053444154,0.022268892,0.022410076,0.000823545,0.009950251,0.012312226,0.03506563,0.128846154,0.012312226,0.044031882
1888,1888,9801206,0.018391467,0.186391502,0.043081859,8.14e-13,0.016306379,0.018391467,0.01958868,0.000494127,0.033167489,0.032270071,0.008807181,0.038461538,0.032270071,0.150969836
1889,1889,9702165,0.000736831,0.105503177,0.022369329,1.99e-17,0.027292012,0.000736831,0.0007823,0.558007061,0.011608629,0.019048416,0.006252012,0.051923077,0.019048416,0.018870113
1890,1890,9704167,0.019094731,0.08938869,0.024854846,8.29e-19,0.005829439,0.019094731,0.019923625,0.416022986,0.02072968,0.005770384,0.011090525,0.023076923,0.005770384,0.18871272
1892,1892,9603009,0.001754359,0.069935436,0.038110845,2.8100000000000003e-21,0.016396388,0.001754359,0.001859468,0.229779147,0.024875616,0.022575057,0.002174613,0.059615385,0.022575057,0.050322443
1893,1893,9612121,0.005111031,0.071706491,0.082021382,1.5000000000000001e-21,0.009047787,0.005111031,0.00579504,0.276145897,0.07462687,0.03789431,0.001087306,0.044230769,0.03789431,0.018870113
1897,1897,9809102,0.003210476,0.348820494,0.020712345,2.53e-06,0.022484697,0.003210476,0.00331575,0.682318568,0.002487558,8.38e-06,0.067116159,0.090384615,8.38e-06,0.050322443
1903,1903,9709013,0.00862507,0.127310866,0.03313985,1.2e-17,0.009578804,0.00862507,0.008845771,0.123467494,0.027363174,0.033156447,0.004892879,0.025,0.033156447,0.050322443
1905,1905,9805131,0.019439638,0.312348014,0.039767849,1.17e-05,0.02470217,0.019439638,0.019697781,0.000329418,0.029021553,0.024311552,0.012612754,0.05,0.024311552,0.081774773
1906,1906,9904153,0.010298436,0.34272043,0.01905534,6.29e-06,0.048947212,0.010298436,0.010393883,0.172073047,0.004145936,0.002067838,0.015548481,0.067307692,0.002067838,0.006291814
1907,1907,9801141,4.99e-05,0.170601434,0.01574133,2.41e-13,0.015499268,4.99e-05,5.16e-05,0.0,0.004975115,0.017679801,0.00592582,0.051923077,0.017679801,0.201293532
1908,1908,9806104,0.02158902,0.312781436,0.07787888,9.99e-06,0.081045646,0.02158902,0.021455128,0.004304393,0.041459361,0.020527269,0.031260058,0.175,0.020527269,0.257907789
1909,1909,9804184,0.00407596,0.319666935,0.038110845,3.41e-06,0.050075682,0.00407596,0.004134156,0.270439916,0.013267008,0.073236028,0.011199255,0.117307692,0.073236028,0.006291814
1911,1911,9808048,0.00566073,0.342531043,0.043910351,1.12e-05,0.092733258,0.00566073,0.005752916,0.269273231,0.007462693,0.034824619,0.040937084,0.169230769,0.034824619,0.050322443
1912,1912,9612164,0.016756405,0.135351495,0.016569843,3.01e-18,0.013685252,0.016756405,0.017426943,0.001454929,0.01077943,0.006420077,0.005762724,0.028846154,0.006420077,0.113227103
1913,1913,9803141,0.000239178,0.088520264,0.029825841,2.68e-18,0.010105403,0.000239178,0.000254548,0.492945854,0.023217238,0.022323493,0.001413498,0.034615385,0.022323493,0.0
1914,1914,9804110,0.00084794,0.266748782,0.026511831,3.88e-07,0.013108426,0.00084794,0.000896637,0.37252123,0.019900501,0.025344353,0.003098823,0.028846154,0.025344353,0.0
1915,1915,9806008,0.002485341,0.318547823,0.047224361,3.32e-06,0.07074219,0.002485341,0.002539467,0.0,0.015754565,0.063696032,0.020386994,0.146153846,0.063696032,0.088065176
1923,1923,9806139,0.000392392,0.18818276,0.017398335,1.91e-12,0.030027158,0.000392392,0.00039115,0.560657381,0.003316757,0.001711555,0.025986622,0.063461538,0.001711555,0.044031882
1934,1934,9612102,0.035498627,0.129081034,0.040596342,1.95e-18,0.027698442,0.035498627,0.036804582,0.104746859,0.012437808,0.002934094,0.077184616,0.140384615,0.002934094,0.044031882
1937,1937,9909178,5.61e-05,0.271077793,0.009941823,8.66e-08,0.018523552,5.61e-05,5.99e-05,0.000494127,0.000829365,0.000719552,0.016363961,0.044230769,0.000719552,0.012579552
1940,1940,9610167,0.013466515,0.087225521,0.028997348,1.02e-20,0.01130217,0.013466515,0.014536945,0.399790069,0.006633494,0.000768453,0.057426629,0.098076923,0.000768453,0.012579552
1943,1943,9810213,1.02e-05,0.082284543,0.003313824,1.31e-19,0.004180562,1.02e-05,1.23e-05,0.57366276,0.000829365,0.000148102,0.002881362,0.011538462,0.000148102,0.100646139
1950,1950,5067,0.015085028,0.49058617,0.090306386,0.000108782,0.237177757,0.015085028,0.014637501,0.0,0.022388059,0.036269241,0.107336165,0.303846154,0.036269241,0.037741479
1952,1952,3261,0.000883027,0.279853429,0.01574133,8.4e-07,0.016126914,0.000883027,0.000890619,0.531855404,0.006633494,0.002165641,0.011742909,0.051923077,0.002165641,0.006291814
1955,1955,5247,0.006584342,0.370778154,0.046395848,6.78e-06,0.015786068,0.006584342,0.007082466,0.0,0.040630182,0.015776482,0.003914303,0.025,0.015776482,0.0
1959,1959,12042,0.002882996,0.573276806,0.042253346,0.001154721,0.147493509,0.002882996,0.002960706,0.058199681,0.002487558,0.001096792,0.044035907,0.186538462,0.001096792,0.018870113
1960,1960,102207,0.001181268,0.488880965,0.030654353,0.002214929,0.066616704,0.001181268,0.001209557,0.05044903,0.00165873,0.010281903,0.062459226,0.144230769,0.010281903,0.207584093
1962,1962,106260,0.004865421,0.48786203,0.030654353,0.000101311,0.054643342,0.004865421,0.004970616,0.35784229,0.00165873,0.001033919,0.141246532,0.157692308,0.001033919,0.075484212
1964,1964,112079,0.00796163,0.566691046,0.021540837,0.001429144,0.08196801,0.00796163,0.008143927,0.285660157,0.006633494,0.003059841,0.061735624,0.080769231,0.003059841,0.062903248
1965,1965,109054,0.002333297,0.624562051,0.048881366,0.003672965,0.234810863,0.002333297,0.002364954,0.596064156,0.00165873,0.005532863,0.175854405,0.192307692,0.005532863,0.037741479
1968,1968,206038,0.019695716,0.912318911,0.120960905,0.014273089,0.633744542,0.019695716,0.019188142,0.000329418,0.018242123,0.029703089,0.423521046,0.492307692,0.029703089,0.012579552
1970,1970,204017,0.0,0.609407069,0.014912838,0.000296943,0.023390921,0.0,0.0,0.666209603,0.0,3.17e-19,0.018484208,0.084615385,3.17e-19,0.031450918
1973,1973,211172,0.000522214,0.772565517,0.018226827,0.007626274,0.087015498,0.000522214,0.000533168,0.0,0.000829365,8.1e-05,0.029737829,0.075,8.1e-05,0.056612846
1974,1974,212255,0.0,0.673180149,0.021540837,0.000852382,0.073547317,0.0,0.0,0.001317671,0.0,3.17e-19,0.087346581,0.101923077,3.17e-19,0.025160516
1975,1975,301161,0.000274265,0.792043989,0.029825841,0.012583111,0.19042182,0.000274265,0.000278619,0.119511094,0.00165873,0.00046177,0.290554352,0.121153846,0.00046177,0.006291814
1976,1976,302181,0.0,0.681031138,0.017398335,0.001480403,0.036476224,0.0,0.0,0.356856713,0.0,3.17e-19,0.259828706,0.082692308,3.17e-19,0.050322443
1977,1977,303050,0.0,0.850121017,0.019883832,0.024019462,0.100150238,0.0,0.0,0.000329418,0.0,3.17e-19,0.210101837,0.094230769,3.17e-19,0.025160516
1983,1983,9911201,0.0,0.155084727,0.014912838,2.7e-15,0.028485411,0.0,0.0,0.002520046,0.0,3.17e-19,0.01370006,0.071153846,3.17e-19,0.006291814
1989,1989,9808143,0.009968909,0.347718906,0.03313985,2.9e-05,0.101460908,0.009968909,0.010060141,0.00627188,0.004145936,0.008572584,0.041589468,0.132692308,0.008572584,0.037741479
1996,1996,9705030,0.000203506,0.076381096,0.029825841,5.34e-19,0.00438064,0.000203506,0.000246725,0.224827832,0.027363174,0.016703586,0.000434923,0.013461538,0.016703586,0.031450918
1998,1998,9705221,0.007541461,0.115903413,0.088649381,1.08e-15,0.011110309,0.007541461,0.007451591,0.666428525,0.081260364,0.056509249,0.001196037,0.038461538,0.056509249,0.22016505
2000,2000,9803108,0.00133916,0.216082428,0.039767849,2.2e-12,0.088821024,0.00133916,0.001335928,0.051758682,0.004145936,0.001061863,0.02658464,0.173076923,0.001061863,0.006291814
2002,2002,9907210,0.000707591,0.304101142,0.018226827,3.84e-06,0.036320509,0.000707591,0.00075823,0.091263124,0.002487558,0.0008942,0.010709968,0.076923077,0.0008942,0.037741479
2004,2004,9709118,0.016108813,0.187469698,0.034796855,4.74e-14,0.051281996,0.016108813,0.016304523,0.000658836,0.007462693,0.015277756,0.036261667,0.121153846,0.015277756,0.226455459
2007,2007,9910246,0.000190056,0.169524737,0.014084325,3.79e-14,0.018210772,0.000190056,0.000199186,0.36475591,0.00165873,0.008700217,0.021583031,0.061538462,0.008700217,0.006291814
2008,2008,9912044,0.000373094,0.399036823,0.009113331,7.84e-05,0.039260533,0.000373094,0.000373699,0.0,0.00165873,0.000686019,0.003098823,0.038461538,0.000686019,0.232746014
2011,2011,212091,0.0,0.752242823,0.009941823,0.008552809,0.053078296,0.0,0.0,0.000329418,0.0,3.17e-19,0.029194176,0.05,3.17e-19,0.0
2013,2013,9607020,0.000660808,0.068949669,0.014912838,2.08e-21,0.003691187,0.000660808,0.000692035,0.68641488,0.013267008,0.009521833,0.000380557,0.013461538,0.009521833,0.062903248
2014,2014,9604030,0.000918114,0.064146966,0.041424854,1.78e-21,0.002155326,0.000918114,0.000980884,0.484998584,0.041459361,0.016009952,0.000163096,0.005769231,0.016009952,0.037741479
2017,2017,9801067,0.020580439,0.22531851,0.029825841,3.26e-13,0.06482009,0.020580439,0.021387068,0.001811798,0.005804315,0.023735351,0.026747736,0.113461539,0.023735351,0.0
2022,2022,9701162,0.002239731,0.090241135,0.051366863,1.16e-18,0.004613708,0.002239731,0.002389025,0.000329418,0.048922054,0.02360185,0.001087306,0.015384615,0.02360185,0.012579552
2023,2023,9711013,0.003204628,0.150706578,0.03645384,1.45e-15,0.030450219,0.003204628,0.003303714,0.0,0.029021553,0.023756798,0.002337709,0.030769231,0.023756798,0.056612846
2025,2025,9907070,0.026144504,0.427642712,0.028997348,6.72e-05,0.058913892,0.026144504,0.027004526,0.021924027,0.01077943,0.004324295,0.015874673,0.073076923,0.004324295,0.081774773
2027,2027,9809147,0.012414485,0.247028291,0.040596342,2.79e-07,0.006362917,0.012414485,0.01301158,0.218613524,0.035655067,0.013699773,0.113431604,0.030769231,0.013699773,0.012579552
2035,2035,9606165,0.001345008,0.074447267,0.048052853,5.8100000000000006e-21,0.011552278,0.001345008,0.001396105,0.517272249,0.039801003,0.11153692,0.001304768,0.038461538,0.11153692,0.100646139
2036,2036,9903031,0.00120466,0.242878787,0.03645384,9.35e-08,0.007437375,0.00120466,0.001281769,0.0,0.029850752,0.022175881,0.003751207,0.040384615,0.022175881,0.094355737
2037,2037,9909101,0.035731489,0.467813974,0.045567356,0.000110604,0.130838107,0.035731489,0.036472345,0.110760087,0.014096187,0.019354819,0.01451554,0.157692308,0.019354819,0.081774773
2038,2038,9904017,0.030248124,0.345755151,0.117646895,5.96e-05,0.049270009,0.030248124,0.03144402,0.002415731,0.096185729,0.073635205,0.009840122,0.101923077,0.073635205,0.088065176
2039,2039,9807080,0.024202605,0.328834803,0.110190404,3.97e-06,0.034928232,0.024202605,0.026101992,0.000329418,0.096185729,0.098358926,0.002663901,0.065384615,0.098358926,0.044031882
2042,2042,9812038,0.01096246,0.306233562,0.017398335,7.45e-06,0.032237873,0.01096246,0.011512813,0.142485487,0.004145936,0.003513927,0.005708358,0.059615385,0.003513927,0.125808067
2043,2043,9611042,0.01951297,0.109641661,0.120960905,4.37e-18,0.016488538,0.01951297,0.020543808,0.011241775,0.110281916,0.080672349,0.003207554,0.053846154,0.080672349,0.113227103
2046,2046,9901146,0.020220269,0.303606611,0.042253346,7.6e-07,0.053918799,0.020220269,0.021461447,0.0,0.017412944,0.005679567,0.019788976,0.128846154,0.005679567,0.006291814
2047,2047,9803109,0.00842098,0.339750154,0.052195355,9.78e-06,0.07260659,0.00842098,0.008850525,0.01017352,0.014925366,0.024807134,0.027182659,0.157692308,0.024807134,0.056612846
2050,2050,9812226,0.023665771,0.334073915,0.031482846,8.56e-06,0.057286678,0.023665771,0.023834043,0.095370183,0.011608629,0.007452528,0.036261667,0.092307692,0.007452528,0.647916706
2051,2051,9803048,0.000701743,0.196504475,0.023197842,4.12e-12,0.050922056,0.000701743,0.00075823,0.508994928,0.004145936,0.016692758,0.01032941,0.094230769,0.016692758,0.006291814
2052,2052,9805139,0.023130458,0.324711446,0.048052853,3.37e-06,0.062535725,0.023130458,0.02403034,0.008070736,0.022388059,0.040998511,0.016418326,0.128846154,0.040998511,0.018870113
2053,2053,9903242,0.001502901,0.339070132,0.042253346,5.69e-06,0.089572003,0.001502901,0.001498406,0.108654745,0.005804315,0.010199678,0.028269965,0.151923077,0.010199678,0.0
2054,2054,9712143,0.001824533,0.180312159,0.025683339,6.43e-14,0.028931793,0.001824533,0.001991857,0.0,0.014096187,0.020473478,0.006578203,0.042307692,0.020473478,0.201293532
2057,2057,9808161,0.00213447,0.344900046,0.034796855,5.89e-06,0.077903164,0.00213447,0.002070087,0.66780294,0.01077943,0.030364168,0.010166314,0.090384615,0.030364168,0.075484212
2060,2060,1055,0.001590618,0.344115699,0.030654353,9.44e-06,0.052333379,0.001590618,0.001666901,0.452819199,0.009950251,0.018843309,0.02310526,0.105769231,0.018843309,0.025160516
2061,2061,9808139,0.034903081,0.324637047,0.05716637,3.33e-06,0.046468216,0.034903081,0.03622231,0.0,0.036484246,0.04414358,0.009785757,0.092307692,0.04414358,0.044031882
2062,2062,9702099,0.009808151,0.142847398,0.028997348,9.07e-17,0.038708276,0.009808151,0.009973306,0.0,0.013267008,0.012560506,0.006306377,0.078846154,0.012560506,0.182422166
2063,2063,9806080,0.019070346,0.31258428,0.029825841,1.31e-06,0.048805755,0.019070346,0.019806159,0.098609084,0.017412944,0.020927913,0.007339318,0.065384615,0.020927913,0.018870113
2064,2064,9911096,0.003292346,0.35191169,0.058823354,3.72e-05,0.043725693,0.003292346,0.003466192,0.378513147,0.043117739,0.041940355,0.005490897,0.078846154,0.041940355,0.062903248
2066,2066,9802049,0.007602747,0.127056602,0.01574133,1.05e-16,0.008832857,0.007602747,0.007817647,0.0,0.009950251,0.00354187,0.006415107,0.034615385,0.00354187,0.050322443
2068,2068,9908048,9.94e-05,0.06067781,0.004970829,1.2800000000000001e-21,0.003783119,9.94e-05,0.00010531,0.001152962,0.000829365,3.65e-05,0.010057584,0.026923077,3.65e-05,0.056612846
2069,2069,1200,0.002526276,0.395291943,0.025683339,1.21e-05,0.041449258,0.002526276,0.002659821,0.624211412,0.009950251,0.008878149,0.009296469,0.073076923,0.008878149,0.094355737
2070,2070,9803192,0.001660793,0.155177948,0.013255833,3.7e-15,0.015438716,0.001660793,0.001672919,0.537769163,0.002487558,0.001872231,0.008372259,0.05,0.001872231,0.069193809
2073,2073,2103,0.002122774,0.450894893,0.026511831,4.5e-05,0.079696423,0.002122774,0.002190441,0.002415731,0.008291872,0.044095587,0.037240243,0.090384615,0.044095587,0.044031882
2074,2074,9907086,0.005257228,0.451426697,0.047224361,0.00011115,0.1825633,0.005257228,0.005121058,0.280505038,0.011608629,0.020266903,0.04539504,0.157692308,0.020266903,0.075484212
2075,2075,9910155,0.000143857,0.322134869,0.017398335,4.12e-06,0.04690111,0.000143857,0.000140814,0.0,0.003316757,0.004254436,0.016853248,0.059615385,0.004254436,0.088065176
2078,2078,9912157,0.000736831,0.350792008,0.01574133,1.61e-05,0.019397775,0.000736831,0.000812389,0.011214323,0.005804315,0.002067838,0.002935727,0.042307692,0.002067838,0.018870113
2079,2079,3085,0.003075975,0.397409468,0.028997348,3.9e-05,0.072335419,0.003075975,0.003117166,0.000658836,0.007462693,0.020400684,0.041208911,0.096153846,0.020400684,0.006291814
2081,2081,3263,0.001099398,0.30285749,0.028168836,8.33e-07,0.009989551,0.001099398,0.001191504,0.123222985,0.024046438,0.014781266,0.002283343,0.025,0.014781266,0.195003129
2083,2083,5021,0.002362536,0.482776804,0.028997348,0.000401113,0.150374216,0.002362536,0.002298759,0.008217014,0.005804315,0.003101756,0.03251046,0.115384615,0.003101756,0.094355737
2084,2084,6224,0.000537419,0.337046946,0.030654353,1.62e-06,0.025177743,0.000537419,0.000613805,0.143929177,0.018242123,0.022425837,0.006958761,0.065384615,0.022425837,0.025160516
2087,2087,7173,0.003070128,0.456328057,0.017398335,6.58e-05,0.095310595,0.003070128,0.003153272,0.000988253,0.002487558,0.003213531,0.015765942,0.057692308,0.003213531,0.075484212
2089,2089,8173,0.001707576,0.448221865,0.028997348,6.91e-05,0.103585358,0.001707576,0.001703008,0.131957537,0.004145936,0.025401358,0.047371763,0.121153846,0.025401358,0.333393406
2090,2090,8194,0.012489045,0.535540849,0.033968343,7.42e-05,0.086924023,0.012489045,0.012288494,0.0,0.004145936,0.006007906,0.041154545,0.130769231,0.006007906,0.100646139
2096,2096,101043,0.001649097,0.561189109,0.033968343,0.001087557,0.145064625,0.001649097,0.001684955,0.273171818,0.006633494,0.011103309,0.023377087,0.119230769,0.011103309,0.169841202
2098,2098,103021,0.001280682,0.600366422,0.03313985,0.00121726,0.170048099,0.001280682,0.001269734,0.11752588,0.004145936,0.00070558,0.031858076,0.132692308,0.00070558,0.144679433
2100,2100,103090,0.002456102,0.557251708,0.043910351,0.000383668,0.198212596,0.002456102,0.002407078,0.052401366,0.006633494,0.007776885,0.037077147,0.182692308,0.007776885,0.006291814
2101,2101,103220,0.00552623,0.544279624,0.037282352,0.000432131,0.125326167,0.00552623,0.005494155,0.117289187,0.007462693,0.002333303,0.04017597,0.157692308,0.002333303,0.585012046
2102,2102,108075,0.01516567,0.577690275,0.047224361,0.000347207,0.066542474,0.01516567,0.015805174,0.000329418,0.029021553,0.01861452,0.019952072,0.088461538,0.01861452,0.088065176
2103,2103,104026,0.005140271,0.575957603,0.038939357,0.001162977,0.178644186,0.005140271,0.005054864,0.081226981,0.008291872,0.004394155,0.02913981,0.134615385,0.004394155,0.006291814
2105,2105,107057,0.008804307,0.644271765,0.037282352,0.002072747,0.199172729,0.008804307,0.008861537,0.393237079,0.011608629,0.017591918,0.084447822,0.126923077,0.017591918,0.125808067
2106,2106,107167,2.99e-05,0.512059623,0.038110845,0.002718267,0.171569403,2.99e-05,2.92e-05,0.002882406,0.000829365,0.005567792,0.094685899,0.153846154,0.005567792,0.075484212
2108,2108,108161,6.08e-05,0.596642749,0.03645384,0.000698936,0.17482072,6.08e-05,6.86e-05,0.520158606,0.000829365,0.001271441,0.071027744,0.173076923,0.001271441,0.157260397
2109,2109,109053,0.00311691,0.543363569,0.020712345,0.000182759,0.086902981,0.00311691,0.003243537,0.105382066,0.009121051,0.018580428,0.007556779,0.057692308,0.018580428,0.037741479
2110,2110,109063,0.000760222,0.503784956,0.026511831,0.000116981,0.102799848,0.000760222,0.000764247,0.002470634,0.005804315,0.01859943,0.047155933,0.101923077,0.01859943,0.182422166
2113,2113,109131,0.000132162,0.650947568,0.024026334,0.002218538,0.217818222,0.000132162,0.000124566,0.036306061,0.000829365,0.000146705,0.058954294,0.115384615,0.000146705,0.025160516
2115,2115,201205,0.004958987,0.674483274,0.053023868,0.001598259,0.239308706,0.004958987,0.004988669,0.0,0.01077943,0.020729303,0.095490506,0.203846154,0.020729303,0.025160516
2116,2116,203160,0.005812775,0.687323491,0.047224361,0.002435861,0.288859712,0.005812775,0.005963536,0.0,0.009950251,0.025317666,0.144303493,0.178846154,0.025317666,0.062903248
2117,2117,110209,5.29e-05,0.58741943,0.024854846,0.00087125,0.168777306,5.29e-05,5.54e-05,0.414409703,0.000829365,0.002948066,0.043546619,0.103846154,0.002948066,0.0
2118,2118,203112,0.00790397,0.673245185,0.024026334,0.001230462,0.040425975,0.00790397,0.008097049,0.000658836,0.017412944,0.010086716,0.008372259,0.032692308,0.010086716,0.088065176
2119,2119,111050,0.013742066,0.768566869,0.031482846,0.005973599,0.185768672,0.013742066,0.013749891,0.0,0.002487558,0.003981984,0.053071967,0.136538462,0.003981984,0.006291814
2120,2120,111051,0.006777789,0.597680231,0.024026334,0.000456674,0.060116019,0.006777789,0.006925043,0.001811798,0.012437808,0.005253425,0.006252012,0.059615385,0.005253425,0.056612846
2122,2122,112199,0.004964835,0.682912302,0.026511831,0.001998049,0.176733486,0.004964835,0.00501274,0.003396141,0.003316757,0.001166652,0.051670429,0.113461539,0.001166652,0.056612846
2125,2125,202021,0.037767071,0.564965298,0.147472921,0.000431654,0.131330277,0.037767071,0.03824233,0.000658836,0.121890545,0.085991512,0.016798883,0.117307692,0.085991512,0.044031882
2126,2126,203093,0.003450239,0.626016234,0.031482846,0.000383912,0.085859289,0.003450239,0.003700882,0.725100478,0.019900501,0.015458273,0.004621052,0.059615385,0.015458273,0.018870113
2127,2127,203134,0.002046752,0.612525224,0.039767849,0.000522755,0.090442176,0.002046752,0.002118229,0.002388279,0.019071302,0.014546678,0.012286562,0.092307692,0.014546678,0.037741479
