Id,degree centrality,betweenness centrality,eigenvector centrality,closeness centrality,hubscore,authoritiesscore,degree_prestige,rank-Prestige,Page-Rank,Percolation-Centrality
0.969114319,0.022754626,0.000184019,1.76E-17,0.011777617,0.004407418,0.022429652,0.015741504,0.040697674,0.003207783,0.000184019
0.969115227,0.072734324,0.001054071,5.41E-18,0.013422783,0.039439368,0.050199697,0.063794528,0.054263566,0.006251064,0.001054071
0.969115833,0.019503908,0.000122679,5.69E-19,0.008805753,0.001256424,0.000410543,0.018641261,0.005813953,0.00197402,0.000122679
0.969116035,0.034132116,0.000156757,3.35E-18,0.012641532,0.007767481,0.023097201,0.029411762,0.025193798,0.003701288,0.000156757
0.96911664,0.025192657,2.27E-05,5.34E-31,0.002261059,0.001987082,0.001061403,0.024440759,0.005813953,0.000822508,2.27E-05
0.969198567,0.025192657,0.000895508,1.14E-17,0.012657448,0.00619989,0.01168211,0.021955261,0.01744186,0.001891769,0.000895508
0.969199374,0.029662386,4.35E-05,1.65E-17,0.011898202,0.007918523,0.012816944,0.026097763,0.019379845,0.001645017,4.35E-05
0.96920008,0.029256047,0.000252174,1.97E-18,0.012019571,0.005224982,0.030173222,0.025269261,0.027131783,0.001233763,0.000252174
0.969201593,0.024786317,1.61E-05,1.72E-17,0.011556381,0.004200475,0.022162632,0.018641261,0.033914729,0.002549776,1.61E-05
0.969202401,0.033725776,0,0,0,0.009635686,5.12E-19,0.034797017,0,0,0
0.969202502,0.032913097,0.000440453,1.92E-18,0.011614087,0.006737252,0.016822239,0.031483017,0.011627907,0.000493505,0.000440453
0.969203208,0.034538456,0.000839161,7.05E-17,0.017042946,0.004080361,0.023497731,0.023198014,0.062015504,0.018095186,0.000839161
0.969203511,0.017878557,7.10E-05,3.14E-33,0.000460531,0.016414265,0.000787708,0.01822701,0.001937984,0.000329003,7.10E-05
0.969204116,0.022348286,1.63E-05,4.77E-32,0.00184234,0.002246099,0.000568084,0.02154101,0.006782946,0.001398264,1.63E-05
0.969204519,0.021535607,7.23E-05,2.10E-34,0.000345748,0.002767998,9.28E-05,0.021955261,0.000968992,0.000493505,7.23E-05
0.969205125,0.022348286,2.46E-05,3.06E-30,0.002051699,0.002512847,0.001301721,0.02154101,0.007751938,0.000740258,2.46E-05
0.969205226,0.019097568,0.00031181,1.05E-20,0.007203246,0.002501249,0.005307016,0.016984257,0.011627907,0.003207783,0.00031181
0.969206638,0.017878557,4.14E-05,1.06E-17,0.015119236,0.002075998,0.001595443,0.017398508,0.004844961,0.000822508,4.14E-05
0.969207445,0.016659537,5.18E-05,2.10E-34,0.000345748,2.55E-05,6.05E-06,0.016984257,0.002906977,0.000329003,5.18E-05
0.969207849,0,0,0,0,2.82E-21,5.12E-19,0.00041462,0,0,0
0.969208353,0.015846858,0.000192538,3.64E-21,0.006682965,0.005464012,0.01208264,0.014913011,0.006782946,0.000575756,0.000192538
0.969208454,0.032913097,3.69E-06,1.46E-29,0.001881541,0.003197115,5.15E-05,0.033554264,0.002906977,0.000246753,3.69E-06
0.969208555,0.004469367,0,0,0,0.0010322,5.12E-19,0.004971004,0,0,0
0.969208757,0.036570147,0.000406375,3.26E-18,0.009328994,0.007335271,0.010146747,0.033968515,0.019379845,0.003619037,0.000406375
0.030268708,0.005688387,3.15E-07,0.006394114,0.656610891,3.84E-05,0.01995972,0.00041462,0.029069767,0.0292813,3.15E-07
0.030269515,0.009345437,0.000485606,0.023937434,0.682284468,9.66E-05,0.001595443,0.003728251,0.031007752,0.023276989,0.000485606
0.030269717,0.006094718,0,1.64E-05,0.34760757,2.59E-21,8.01E-05,0,0.032945736,0.114364041,0
0.969210472,0.007313738,0,0,0,0.000800245,5.12E-19,0.007870752,0,0,0
0.030270423,0.006907398,0,0.012359735,0.60383588,2.59E-21,0.00617483,0,0.034883721,0.114586118,0
0.030270625,0.002844008,0,3.54E-07,0.316968807,2.59E-21,0.000169557,0,0.013565891,0.029939307,0
0.969211885,0.001218657,0.000237691,2.10E-34,0.000345748,1.48E-06,6.26E-19,0.001242753,0.000968992,0.013900393,0.000237691
0.969212087,0.009345437,6.30E-05,2.96E-19,0.009056182,0.003162321,9.88E-05,0.009527756,0.001937984,0.002303024,6.30E-05
0.969211481,0.028443367,0.000286252,1.99E-17,0.017436853,0.001948423,0.008344365,0.024026516,0.028100775,0.003454535,0.000286252
0.030271634,0.013815167,0.000253878,0.03604372,0.710476113,0.000269455,0.016221445,0.002899749,0.05620155,0.076466142,0.000253878
0.969213096,0.002437668,5.38E-06,2.10E-34,0.000345748,3.52E-05,1.45E-05,0.002485498,0.000968992,0.002303024,5.38E-06
0.96921249,0.038601846,0.000486458,6.54E-18,0.0132302,0.020830382,0.044458774,0.031897268,0.040697674,0.003290034,0.000486458
0.030272441,0.009345437,0,0.001662066,0.528761744,2.59E-21,0.002423203,0,0.048449612,0.107195057,0
0.969213701,0.015440518,0,0,0,0.001422658,5.12E-19,0.016155755,0,0,0
0.969213903,0.076797714,0.000124383,1.10E-17,0.010484716,0.012401055,0.00515348,0.077050535,0.00872093,0.000411254,0.000124383
0.030273954,0.014221507,0,0.012741157,0.699623014,2.59E-21,0.065553328,0,0.06879845,0.158658587,0
0.969215214,0.000812317,0.000237691,2.10E-34,0.000345748,0.000126802,8.01E-19,0.000828401,0.002906977,0.013900393,0.000237691
0.030275165,0.010564448,0,0.015449995,0.644277221,2.59E-21,0.004699546,0,0.045542636,0.22741947,0
0.030275468,0.007313738,0,0.000251291,0.46438507,2.59E-21,0.011281581,0,0.033914729,0.097073268,0
0.030276477,0.021941947,0.000115864,0.113762238,0.815998669,0.000436849,0.210027657,0.000828401,0.106589147,0.160134168,0.000115864
0.969217333,0.000405879,0,6.09E-33,0.000621506,6.19E-07,4.95E-08,0.00041462,0.000968992,0.001727268,0
0.969217737,0.108492162,0.000936265,6.92E-18,0.01316828,0.022631552,0.02403177,0.102319804,0.042635659,0.005510807,0.000936265
0.030277486,0.017472217,8.69E-06,0.131844427,0.767972556,3.34E-05,0.068664775,0.00041462,0.085271318,0.170609635,8.69E-06
0.969217838,0.039414526,0.000374002,1.80E-29,0.003667756,0.006516083,0.001508661,0.036868272,0.015503876,0.002549776,0.000374002
0.969218342,0.053636386,0.000124383,1.49E-17,0.010904653,0.01222906,0.006188181,0.052609776,0.013565891,0.000658007,0.000124383
0.030277687,0.004875707,0,0.002377704,0.521552514,2.59E-21,0.012616679,0,0.024224806,0.092858735,0
0.030278394,0.011783468,5.15E-05,0.018789681,0.618245962,3.53E-05,0.029772693,0.00041462,0.053294574,0.053216296,5.15E-05
0.030278999,0.011377128,0,0.005469058,0.584111792,2.59E-21,0.01194913,0,0.057170543,0.080158382,0
0.969219452,0.000812317,2.96E-07,7.27E-30,0.001913204,1.52E-05,0.003210911,0.000828401,0.001937984,0,2.96E-07
0.030279302,0.002844008,0,1.71E-06,0.305182833,2.59E-21,0.000269022,0,0.013565891,0.13846436,0
0.030278898,0.020722927,1.34E-05,0.088968417,0.697083272,0.000149224,0.284413995,0.00041462,0.098837209,0.122636008,1.34E-05
0.96922036,0.033725776,4.58E-05,2.35E-18,0.01011373,0.007989539,0.000527364,0.033968515,0.004844961,0.000658007,4.58E-05
0.969220562,0.031694086,0.001229682,3.95E-17,0.016265195,0.005158759,0.017356278,0.026097763,0.033914729,0.00287878,0.001229682
0.030280411,0.011783468,0,0.021764199,0.748390281,2.59E-21,0.043590961,0,0.063953488,0.02730728,0
0.030280613,0.000812317,0,4.68E-06,0.359452776,2.59E-21,2.62E-06,0,0.006782946,0.0292813,0
0.030280815,0.007720078,8.08E-05,0.017717251,0.65701867,0.000376927,0.208511652,0.00041462,0.035852713,0.035696866,8.08E-05
0.96922147,0.003250348,1.01E-06,8.47E-19,0.009122189,0.000203347,0.001742303,0.002071255,0.00872093,0.00098701,1.01E-06
0.969221571,0.018691236,9.80E-05,2.95E-32,0.000517922,0.001677809,0.001201588,0.019055512,0.001937984,0.000246753,9.80E-05
0.030281017,0.007313738,2.59E-05,0.005344152,0.521523713,0.000475508,0.010680787,0.000828401,0.036821705,0.027389531,2.59E-05
0.969221974,0.002031329,3.81E-05,4.19E-34,0.000690796,3.77E-05,4.31E-05,0.001657004,0.004844961,0.008060583,3.81E-05
0.030280916,0.007313738,0,0.013668309,0.589244939,2.59E-21,0.00352466,0,0.036821705,0.119457835,0
0.030281219,0.001218657,0,0.008565794,0.583043116,2.59E-21,0.001602118,0,0.00872093,0.004441546,0
0.030282026,0.008126418,7.24E-06,0.013142232,0.642960166,9.05E-05,0.001769005,0.002485498,0.03003876,0.036190371,7.24E-06
0.030282127,0.012189807,0.000124383,0.015853922,0.664526804,9.20E-05,0.004499281,0.002899749,0.053294574,0.056012825,0.000124383
0.030282228,0.010158117,5.90E-05,0.030838217,0.756467149,5.22E-05,0.00827761,0.001657004,0.042635659,0.079391804,5.90E-05
0.030282328,0.004063028,2.07E-05,0.00908835,0.600119818,6.92E-05,0.011014561,0.000828401,0.021317829,0.032489083,2.07E-05
0.030282429,0.015846858,0.000169536,0.016537019,0.625606537,0.000545095,0.015553896,0.003728251,0.062984496,0.04877475,0.000169536
0.030281622,0.003250348,0,0.000154251,0.437271368,2.59E-21,0.0006809,0,0.020348837,0.141096387,0
0.03028253,0.025192657,0.000164424,0.122757518,0.792976734,0.000209533,0.007810325,0.002071255,0.111434109,0.205976675,0.000164424
0.030282631,0,0,2.10E-34,0.000345748,2.59E-21,4.71E-19,0,0.002906977,0.013900393,0
0.030282732,0.021129267,3.08E-05,0.080402471,0.74772972,0.000260176,0.008544629,0.002899749,0.08624031,0.097013225,3.08E-05
0.030283237,0.008532757,2.47E-06,0.000727175,0.550764913,2.49E-05,0.012416414,0.00041462,0.035852713,0.078002588,2.47E-06
0.030283438,0.005282047,0,0.003447305,0.609428711,2.59E-21,0.01234966,0,0.031976744,0.101729488,0
0.030283539,0.013815167,3.95E-05,0.329938359,0.734621995,0.001948423,0.049598903,0.002899749,0.058139535,0.034627605,3.95E-05
0.03028364,0.004875707,0,0.016023314,0.56934664,2.59E-21,0.246723502,0,0.019379845,0.009129844,0
0.030283842,0.002437668,0.000131199,0.000568382,0.537593483,8.20E-08,7.94E-05,0.00041462,0.010658915,0.132642646,0.000131199
0.030283943,0.002844008,0,0.006587327,0.611392223,2.59E-21,0.000747655,0,0.018410853,0.109449553,0
0.030284044,0.004469367,1.12E-05,0.005085509,0.560185236,1.32E-05,0.00149531,0.00041462,0.019379845,0.070512003,1.12E-05
0.030284245,0.008126418,4.69E-05,0.008925741,0.586214486,0.000124483,0.004953215,0.002899749,0.029069767,0.056095075,4.69E-05
0.030284548,0,0,0.000552192,0.435738634,2.59E-21,0.000135512,0,0.002906977,0.001727268,0
0.030284649,0.013408827,0.000142274,0.011686004,0.633029025,0.000161982,0.017756808,0.002485498,0.053294574,0.034545354,0.000142274
0.03028475,0.010970788,8.31E-05,0.022258344,0.775453702,8.78E-06,0.017423033,0.00041462,0.05620155,0.284480171,8.31E-05
0.030284851,0.002437668,0,0.002139202,0.507585892,2.59E-21,0.000514013,0,0.010658915,0.036930629,0
0.030284952,0.021129267,0,0.042494281,0.728493081,2.59E-21,0.253888307,0,0.109496124,0.166572764,0
0.030285053,0.010158117,1.10E-05,0.019293729,0.568091099,0.000233888,0.027770045,0.001242753,0.046511628,0.036848378,1.10E-05
0.030285355,0.003656688,5.49E-06,0.016962023,0.56288018,4.37E-05,0.014419062,0.00041462,0.01744186,0.04293494,5.49E-06
0.030285658,0.012596147,0.000500941,0.074428281,0.780297967,0.00094715,0.218881361,0.000828401,0.060077519,0.126676992,0.000500941
0.030285759,0.013002487,0,0.025002474,0.569555138,2.59E-21,0.026902231,0,0.066860465,0.195175495,0
0.03028586,0.002437668,0.000614249,0.001591606,0.57177505,0.000734525,8.68E-05,0.002071255,0.003875969,0.018095186,0.000614249
0.030285961,0.008532757,0,0.01133206,0.56797176,2.59E-21,0.010814296,0,0.044573643,0.119103334,0
0.030286162,0.014221507,2.45E-06,0.017789026,0.596803101,0.000169714,0.022296142,0.00041462,0.069767442,0.207741778,2.45E-06
0.030286364,0.012189807,5.62E-05,0.06774706,0.734204984,0.000711329,0.235958604,0.001242753,0.050387597,0.037917639,5.62E-05
0.030286465,0.009345437,4.45E-06,0.033456066,0.699248354,0.000197162,0.004532659,0.002485498,0.032945736,0.022125477,4.45E-06
0.030286566,0.008126418,0.000151645,0.012077044,0.728016543,2.70E-05,0.002416528,0.000828401,0.031007752,0.122700164,0.000151645
0.03028697,0.004469367,0,0.009581458,0.696457615,2.59E-21,0.006875756,0,0.026162791,0.050419767,0
0.030287171,0.013408827,6.89E-06,0.238531969,0.764498979,2.54E-05,0.252701405,0.00041462,0.06879845,0.103496237,6.89E-06
0.030287272,0.011377128,7.08E-05,0.101682074,0.758894923,2.42E-05,0.236218948,0.00041462,0.057170543,0.056917584,7.08E-05
0.030287474,0.010158117,6.41E-05,0.044010867,0.766086081,5.99E-05,0.037048979,0.00041462,0.059108527,0.09990681,6.41E-05
0.030287575,0.006094718,0,0.004668869,0.532726738,2.59E-21,0.207992299,0,0.028100775,0.120347789,0
0.030287979,0,0,0,0,2.48E-21,5.12E-19,0.00041462,0,0,0
0.03028818,0.009751777,7.49E-05,0.031188381,0.696563341,9.94E-06,0.002623468,0.000828401,0.04748062,0.098973263,7.49E-05
0.030288382,0.004469367,1.58E-06,0.007731522,0.620342315,0.000131055,0.001014675,0.000828401,0.018410853,0.052064784,1.58E-06
0.030288483,0,0,2.10E-34,0.000345748,2.59E-21,2.46E-07,0,0.000968992,0.003454535,0
0.030288887,0.007313738,2.97E-06,0.009151179,0.637636845,3.65E-05,0.001575416,0.002071255,0.029069767,0.018917694,2.97E-06
0.030288988,0,0,2.10E-34,0.000345748,2.59E-21,3.50E-14,0,0.000968992,0.006909071,0
0.030289189,0.012596147,0.000379113,0.140144308,0.752170195,0.000269841,0.122050684,0.002071255,0.058139535,0.03216008,0.000379113
0.030289694,0.001218657,0,3.41E-08,0.272668667,2.59E-21,6.01E-05,0,0.00872093,0.00880084,0
0.030289896,0.010970788,0,0.024290436,0.628093074,0.000169714,0.005954539,0.00041462,0.049418605,0.163102601,0
0.030290097,0.004063028,0,0.001995325,0.467605859,2.59E-21,0.000363814,0,0.018410853,0.084497114,0
0.030290299,0.014627846,0.000207021,0.025613506,0.685894203,5.84E-05,0.020894289,0.003314,0.055232558,0.055354818,0.000207021
0.030290501,0,0,2.10E-34,0.000345748,2.59E-21,4.60E-19,0,0.000968992,0.013900393,0
0.030290703,0.005688387,0,0.059564884,0.701151171,2.59E-21,0.019425681,0,0.034883721,0.024839755,0
0.030290905,0.006907398,0,0.010589643,0.552794439,2.59E-21,0.029438918,0,0.036821705,0.088249398,0
0.030291005,0.002031329,1.24E-07,1.03E-05,0.352925748,1.30E-07,6.25E-05,0.00041462,0.010658915,0.041454425,1.24E-07
0.030291207,0.010158117,7.12E-05,0.021109892,0.66758407,4.10E-05,0.006234909,0.002485498,0.03875969,0.025826765,7.12E-05
0.030291308,0.008532757,1.24E-05,0.009904577,0.558305704,2.19E-06,0.017089259,0.00041462,0.042635659,0.120934238,1.24E-05
0.03029151,0.008126418,1.55E-06,0.002352237,0.565021641,7.62E-05,0.001862462,0.00041462,0.03875969,0.089799004,1.55E-06
0.030291611,0.006094718,0,0.000836729,0.539710903,2.59E-21,0.011481846,0,0.031007752,0.070535856,0
0.030291813,0.001624997,0,0.000720357,0.492166534,2.59E-21,4.87E-06,0,0.005813953,0.097848071,0
0.030291914,0.002437668,0,0.000216837,0.434695588,2.59E-21,0.0013618,0,0.010658915,0.050173015,0
0.030292115,0.008939097,5.05E-05,0.010663377,0.603164262,0.000417519,0.201227356,0.000828401,0.035852713,0.06800911,5.05E-05
0.030292317,0.015034178,0,0.015850022,0.620789513,2.59E-21,0.028504349,0,0.075581395,0.063497651,0
0.03029262,0.024786317,0.000875888,0.02351855,0.70970928,0.002099194,0.03584739,0.00704225,0.089147287,0.054285557,0.000875888
0.030293023,0.004875707,5.66E-08,0.005387538,0.513907516,5.64E-05,0.22028455,0.00041462,0.016472868,0.017437179,5.66E-08
0.030293225,0.011377128,0,0.003981805,0.623110167,2.59E-21,0.047729765,0,0.059108527,0.038411144,0
0.030293528,0.013408827,0,0.00332555,0.522878184,2.59E-21,0.024766074,0,0.067829457,0.194703375,0
0.030293629,0.015034178,1.25E-05,0.452316182,0.70426137,0.001925227,0.030573752,0.002899749,0.062984496,0.042194683,1.25E-05
0.030293931,0.009345437,2.55E-05,0.04686877,0.730680112,0.000835038,0.236914534,0.001657004,0.042635659,0.025086507,2.55E-05
0.969298856,0.020722927,7.62E-05,1.19E-17,0.012118151,0.006521805,0.012816944,0.017398508,0.01744186,0.001233763,7.62E-05
0.969300067,0.018691236,0.001628228,4.30E-18,0.011271887,0.001577295,0.005734247,0.015327262,0.023255814,0.009952352,0.001628228
0.969300269,0.038601846,0.000131199,1.36E-17,0.014295236,0.00414902,0.00774357,0.035625519,0.014534884,0.00394804,0.000131199
0.969300773,0.164160609,0.001590061,1.42E-17,0.015693073,0.060771275,0.042255862,0.158657831,0.040697674,0.003290034,0.001590061
0.969301782,0.020722927,0.000189131,7.65E-18,0.015651877,0.001383999,0.004152156,0.01822701,0.012596899,0.004194793,0.000189131
0.969303699,0.027630687,0.0001099,5.66E-17,0.017516291,0.006189645,0.021161309,0.019469763,0.043604651,0.004030291,0.0001099
0.9693038,0.026005336,5.31E-05,5.69E-19,0.009776212,0.001159776,0.002149508,0.02154101,0.021317829,0.004770549,5.31E-05
0.969304305,0.023160966,0.000101381,3.76E-18,0.015661207,0.005012705,0.006468551,0.020298257,0.013565891,0.002632027,0.000101381
0.969304406,0.021941947,6.91E-05,9.13E-29,0.004187141,0.000641742,0.002837084,0.017812759,0.024224806,0.00296103,6.91E-05
0.969304506,0.021535607,0.000134607,8.47E-18,0.013446964,0.005309646,0.013684758,0.015741504,0.032945736,0.005346305,0.000134607
0.969305515,0.019097568,9.37E-05,6.28E-34,0.00103632,0.000170874,3.90E-06,0.018641261,0.005813953,0.003207783,9.37E-05
0.969306323,0.022348286,6.67E-05,5.15E-18,0.014066364,0.00342907,0.000406537,0.022369512,0.003875969,0.000493505,6.67E-05
0.969306928,0.017065877,0.000263249,5.15E-18,0.009959018,0.002570836,0.001348449,0.015327262,0.009689922,0.001727268,0.000263249
0.969308038,0.045103266,0.000316922,2.45E-18,0.012278049,0.019145073,0.01602118,0.043910522,0.010658915,0.001562766,0.000316922
0.969309248,0.032100417,0.000138014,6.61E-18,0.015008744,0.014154404,0.038317322,0.026512014,0.037790698,0.002303024,0.000138014
0.969309551,0.052417375,0.000280288,4.96E-17,0.020083351,0.01150768,0.018758132,0.048053024,0.028100775,0.002138522,0.000280288
0.969310056,0.029662386,3.90E-05,2.26E-18,0.012205183,0.0053473,0.002790356,0.029411762,0.00872093,0.000246753,3.90E-05
0.969310157,0.061356834,0.001214142,4.61E-17,0.021296877,0.012379754,0.035446861,0.050952772,0.061046512,0.013324637,0.001214142
0.030369905,0.014627846,0,0.022470057,0.65897004,2.59E-21,0.012282905,0,0.074612403,0.323802654,0
0.03037041,0.016659537,0.000312662,0.01209398,0.6117331,0.000256697,0.043924735,0.005799506,0.048449612,0.017766182,0.000312662
0.969310964,0.018691236,2.29E-05,3.25E-32,0.00077724,0.017751719,0.001989297,0.018641261,0.003875969,0.000658007,2.29E-05
0.969311065,0.015846858,2.12E-05,1.87E-18,0.012389122,0.006633607,0.0196927,0.014084509,0.012596899,0.000740258,2.12E-05
0.969311165,0.016253197,0.000100529,3.51E-17,0.021766444,0.002524445,0.03571388,0.009113505,0.037790698,0.002796529,0.000100529
0.030371015,0.010564448,4.75E-05,0.013784383,0.599641958,0.000149611,0.011415091,0.001242753,0.046511628,0.045978222,4.75E-05
0.030371621,0.004875707,0,0.007066771,0.659077858,2.59E-21,0.004879784,0,0.023255814,0.139853577,0
0.030372024,0.019910247,0,0.156971051,0.736424994,2.59E-21,0.239659497,0,0.106589147,0.150628438,0
0.030372125,0.014627846,1.93E-05,0.005130763,0.519200406,2.39E-05,0.017089259,0.00041462,0.06879845,0.141462404,1.93E-05
0.030372327,0.034132116,0.000110752,0.072775395,0.678758175,0.000163142,0.302160122,0.000828401,0.156976744,0.173827288,0.000110752
0.969312074,0.005688387,1.83E-08,2.10E-34,0.000345748,0.000206827,1.73E-05,0.005799506,0.001937984,0.000740258,1.83E-08
0.03037273,0.002437668,0,0.000131493,0.446230705,2.59E-21,0.000834436,0,0.012596899,0.022289979,0
0.030372932,0.002031329,1.38E-05,0.000119482,0.474761722,2.87E-07,4.05E-05,0.00041462,0.00872093,0.141483789,1.38E-05
0.030373033,0.005282047,0,0.000582034,0.543105805,2.59E-21,0.000343788,0,0.027131783,0.102969009,0
0.030374042,0.006907398,4.69E-05,0.021820286,0.607169577,3.59E-05,0.007276286,0.000828401,0.031976744,0.033558344,4.69E-05
0.969313688,0.000812317,0,2.10E-34,0.000345748,6.34E-09,1.08E-08,0.000828401,0.002906977,0.001151512,0
0.030374244,0.010158117,3.40E-05,0.018871093,0.77634042,5.41E-05,0.029505673,0.00041462,0.049418605,0.136936962,3.40E-05
0.969314798,0.039414526,0.000333109,6.76E-19,0.009680488,0.010505286,0.0162882,0.036454021,0.018410853,0.002056271,0.000333109
0.030374547,0.009345437,1.38E-05,0.014065642,0.687510099,1.35E-05,0.12250395,0.00041462,0.04748062,0.051324526,1.38E-05
0.030374345,0.003250348,2.00E-07,0.0068569,0.640624037,0.00048324,0.004365772,0.000828401,0.012596899,0.014147145,2.00E-07
0.030375253,0.007720078,0,0.017225755,0.583033731,2.59E-21,0.019025151,0,0.037790698,0.050337516,0
0.969315807,0.026005336,0.000186575,2.59E-18,0.014910213,0.004575315,0.004105427,0.024440759,0.009689922,0.002467525,0.000186575
0.96931621,0.043071576,1.86E-05,8.63E-30,0.002679771,0.006618105,0.004986592,0.043496271,0.004844961,8.23E-05,1.86E-05
0.030376464,0.011377128,2.27E-05,0.017032846,0.556744211,4.87E-05,0.017556543,0.00041462,0.055232558,0.047129733,2.27E-05
0.030376867,0.021129267,0,0.008599591,0.575694257,2.59E-21,0.005133453,0,0.095930233,0.354923906,0
0.969318026,0.023973637,0.000101381,1.80E-17,0.020486259,0.002767998,0.010079992,0.022783763,0.006782946,0.002056271,0.000101381
0.030377977,0.003656688,0,0.00327148,0.500755732,2.59E-21,0.213078356,0,0.018410853,0.010528108,0
0.030377674,0.002844008,8.15E-07,0.006366163,0.609321277,1.06E-05,0.000914542,0.001242753,0.010658915,0.007896081,8.15E-07
0.969317825,0.000812317,0,0,0,2.25E-08,5.12E-19,0.001242753,0,0,0
0.030377775,0.002844008,0,9.83E-05,0.397505797,2.59E-21,8.95E-05,0,0.018410853,0.071350962,0
0.030377876,0.002437668,8.37E-07,0.004504752,0.577261678,8.23E-06,0.002242965,0.00041462,0.012596899,0.071998276,8.37E-07
0.030378078,0.013002487,0,0.04201815,0.798375637,2.59E-21,0.237048044,0,0.059108527,0.177472645,0
0.030378481,0.002437668,0,0.000116637,0.419359475,2.59E-21,6.15E-05,0,0.011627907,0.056177326,0
0.030378683,0.003656688,0.000203614,1.73E-05,0.386417317,3.56E-08,3.56E-05,0.00041462,0.020348837,0.095504745,0.000203614
0.030379087,0.003250348,0,0.000152987,0.474935121,2.59E-21,0.000104138,0,0.020348837,0.134962942,0
0.030379188,0.005688387,0,0.013666008,0.543986965,2.59E-21,0.227558165,0,0.026162791,0.0097056,0
0.030378784,0,0,2.10E-34,0.000345748,2.59E-21,2.80E-19,0,0.001937984,0.013900393,0
0.030379793,0.006094718,1.41E-05,0.07950683,0.696951509,0.000645608,0.172783753,0.00041462,0.025193798,0.027883036,1.41E-05
0.030379894,0.024379977,0.000495829,0.055095335,0.717184617,0.000182471,0.014819591,0.003728251,0.115310078,0.175499448,0.000495829
0.030379995,0.005688387,6.19E-05,0.006529938,0.565967842,0.000498704,0.001041377,0.000828401,0.028100775,0.031502073,6.19E-05
0.030380096,0.004875707,0,0.027154547,0.721761382,2.59E-21,0.114703638,0,0.024224806,0.025004256,0
0.030380298,0.008939097,0.000184871,0.008422129,0.630449969,5.68E-05,0.027569781,0.001657004,0.032945736,0.041865679,0.000184871
0.030380499,0.000812317,0,7.18E-05,0.400360821,0.000645608,0.001108132,0.00041462,0.004844961,0.002467525,0
0.030380701,0.003250348,0,0.002394188,0.534174855,2.59E-21,0.00053671,0,0.013565891,0.071290919,0
0.030381105,0.003250348,0,3.26E-05,0.335663644,2.59E-21,0.00033511,0,0.019379845,0.076723587,0
0.030381206,0.005688387,0,0.009862132,0.674480825,2.59E-21,0.006335042,0,0.028100775,0.088416367,0
0.030381407,0.001624997,0,0.000207038,0.45710177,2.59E-21,0.008411119,0,0.010658915,0.05946736,0
0.030381508,0.003250348,0,6.20E-05,0.400680918,2.59E-21,0.000210278,0,0.019379845,0.060289868,0
0.030381609,0.004875707,0,0.010342575,0.648764183,2.59E-21,0.019225416,0,0.021317829,0.159562524,0
0.030381811,0.000812317,0,2.66E-06,0.339865399,2.59E-21,3.94E-05,0,0.006782946,0.026238019,0
0.030381912,0.041446216,0,0.031096219,0.793113052,2.59E-21,0.179722927,0,0.195736434,0.13577887,0
0.030382114,0.015034178,0,0.098411624,0.759452494,2.59E-21,0.132912377,0,0.076550388,0.096925217,0
0.030382416,0.001624997,0,1.79E-06,0.332345927,2.59E-21,8.54E-06,0,0.010658915,0.042770439,0
0.030382618,0.014221507,0,0.051385341,0.68641519,2.59E-21,0.179175537,0,0.063953488,0.126162924,0
0.030382921,0.001218657,0,1.28E-07,0.275009472,2.59E-21,2.14E-06,0,0.007751938,0.070137762,0
0.030383022,0.007720078,0,0.01165784,0.629184504,2.59E-21,0.095583027,0,0.036821705,0.039480405,0
0.030383123,0.013002487,0.000117568,0.072265104,0.81228906,4.99E-05,0.00761006,0.000828401,0.052325581,0.171819545,0.000117568
0.030383223,0.002844008,0.000211281,0.000210515,0.4428353,2.56E-21,0.017022504,0.00041462,0.014534884,0.022618982,0.000211281
0.030383425,0.010564448,0.000112456,0.033622146,0.767399916,2.83E-06,0.017957073,0.00041462,0.04748062,0.126845606,0.000112456
0.030383526,0.008939097,0.000100529,7.59E-05,0.396241262,8.20E-10,0.000214951,0.00041462,0.041666667,0.160996156,0.000100529
0.030383728,0.006501058,1.20E-05,0.007741861,0.58275133,0.000147678,0.015820915,0.001242753,0.031007752,0.045731469,1.20E-05
0.030383829,0.004063028,0,0.000535022,0.451911967,2.59E-21,0.000220291,0,0.01744186,0.114409279,0
0.03038393,0.004063028,2.23E-06,0.001908539,0.500795402,4.83E-05,0.006942511,0.000828401,0.022286822,0.013489138,2.23E-06
0.030384031,0.014627846,0.000189983,0.034999441,0.747364256,0.000345227,0.0162882,0.004971004,0.042635659,0.051324526,0.000189983
0.030384132,0.004875707,0,0.000149194,0.418092302,2.59E-21,0.00128837,0,0.026162791,0.038575646,0
0.030384232,0.011377128,1.67E-05,0.013025649,0.655190972,0.000510301,0.027102496,0.000828401,0.053294574,0.059549611,1.67E-05
0.030384434,0.016659537,0.000510312,0.039103458,0.738307619,4.29E-05,0.006535306,0.002899749,0.072674419,0.23465919,0.000510312
0.030384535,0.013408827,1.18E-05,0.031325857,0.638119653,2.03E-05,0.005827704,0.001242753,0.057170543,0.04680073,1.18E-05
0.030384636,0.006094718,0,0.001341197,0.51100676,2.59E-21,0.003010647,0,0.036821705,0.084642698,0
0.030384737,0.004875707,0,0.046512942,0.678415122,2.59E-21,0.020961044,0,0.023255814,0.010939362,0
0.030384939,0.004469367,0,0.017541329,0.582768785,2.59E-21,0.009278933,0,0.022286822,0.03018606,0
