Id,Betweenness-Centrality,,,,,,,,,,,
12221,0.000102962,,,,,,,,,,,
12234,0.001577036,,,,,,,,,,,
101042,0.000409863,,,,,,,,,,,
101107,0.000147945,,,,,,,,,,,
101115,0.000133761,,,,,,,,,,,
101154,0.00026542,,,,,,,,,,,
101179,8.51E-05,,,,,,,,,,,
101187,0.001038362,,,,,,,,,,,
102002,0.000605019,,,,,,,,,,,
102132,0.000165566,,,,,,,,,,,
102178,6.09E-06,,,,,,,,,,,
9906108,4.01E-05,,,,,,,,,,,
103009,9.10E-05,,,,,,,,,,,
103052,0.000204559,,,,,,,,,,,
103158,3.43E-05,,,,,,,,,,,
103165,5.69E-05,,,,,,,,,,,
103243,0.000304826,,,,,,,,,,,
9906106,4.61E-05,,,,,,,,,,,
104210,3.62E-05,,,,,,,,,,,
105139,0.000145683,,,,,,,,,,,
106038,0.000189354,,,,,,,,,,,
105304,0.0001552,,,,,,,,,,,
106140,0.000178979,,,,,,,,,,,
106235,8.42E-06,,,,,,,,,,,
9611230,0.004148525,,,,,,,,,,,
9812205,0.000332588,,,,,,,,,,,
108042,0.00012612,,,,,,,,,,,
108076,3.29E-05,,,,,,,,,,,
108145,2.05E-05,,,,,,,,,,,
9906020,6.77E-07,,,,,,,,,,,
9903093,0.000100486,,,,,,,,,,,
9702154,6.98E-05,,,,,,,,,,,
9703100,0.000362461,,,,,,,,,,,
9902210,0.000109222,,,,,,,,,,,
9908120,0.000193146,,,,,,,,,,,
9910094,0.000155087,,,,,,,,,,,
110109,4.01E-05,,,,,,,,,,,
110209,0.000282146,,,,,,,,,,,
9907074,0.00014099,,,,,,,,,,,
9908075,6.57E-05,,,,,,,,,,,
9904118,1.44E-06,,,,,,,,,,,
9904181,0.000429501,,,,,,,,,,,
111135,0.001069027,,,,,,,,,,,
9903242,3.11E-05,,,,,,,,,,,
9706047,8.29E-05,,,,,,,,,,,
9706142,1.07E-05,,,,,,,,,,,
112050,7.93E-05,,,,,,,,,,,
9904073,0.000223752,,,,,,,,,,,
112137,6.33E-07,,,,,,,,,,,
9712187,3.37E-05,,,,,,,,,,,
9904050,5.41E-05,,,,,,,,,,,
9906031,5.73E-05,,,,,,,,,,,
9909125,6.23E-06,,,,,,,,,,,
9703228,7.65E-05,,,,,,,,,,,
202126,0.000544826,,,,,,,,,,,
9911094,1.99E-05,,,,,,,,,,,
203064,0.000109778,,,,,,,,,,,
9908110,3.73E-05,,,,,,,,,,,
9908162,5.22E-05,,,,,,,,,,,
9710120,7.78E-06,,,,,,,,,,,
9711030,6.23E-06,,,,,,,,,,,
204163,0.002128374,,,,,,,,,,,
9911114,9.07E-05,,,,,,,,,,,
9910184,1.85E-05,,,,,,,,,,,
9712135,1.40E-05,,,,,,,,,,,
206183,3.40E-05,,,,,,,,,,,
207006,3.76E-05,,,,,,,,,,,
207074,9.81E-06,,,,,,,,,,,
208014,0.000349709,,,,,,,,,,,
208076,0.000156541,,,,,,,,,,,
9903081,2.01E-05,,,,,,,,,,,
208144,0.000506303,,,,,,,,,,,
9710020,9.50E-06,,,,,,,,,,,
9902118,5.62E-05,,,,,,,,,,,
210090,5.71E-05,,,,,,,,,,,
210105,3.36E-05,,,,,,,,,,,
211020,3.04E-05,,,,,,,,,,,
211172,6.58E-05,,,,,,,,,,,
212252,0.000157437,,,,,,,,,,,
303151,0.000865971,,,,,,,,,,,
303160,0.000105254,,,,,,,,,,,
303191,0.000891679,,,,,,,,,,,
2244,0.00014749,,,,,,,,,,,
3025,0.000288978,,,,,,,,,,,
3085,0.000122989,,,,,,,,,,,
3183,0.000208996,,,,,,,,,,,
9812188,7.76E-05,,,,,,,,,,,
3241,0.000102113,,,,,,,,,,,
9711177,1.12E-05,,,,,,,,,,,
9711001,0.000217976,,,,,,,,,,,
9812126,1.61E-06,,,,,,,,,,,
9703094,1.42E-05,,,,,,,,,,,
5052,0.000458462,,,,,,,,,,,
5067,0.001518176,,,,,,,,,,,
5164,1.95E-05,,,,,,,,,,,
7018,0.003972427,,,,,,,,,,,
6060,0.000131676,,,,,,,,,,,
7100,5.92E-05,,,,,,,,,,,
8092,0.000490964,,,,,,,,,,,
8141,0.000472382,,,,,,,,,,,
9705238,3.25E-05,,,,,,,,,,,
9908077,9.07E-06,,,,,,,,,,,
10105,0.000440912,,,,,,,,,,,
11008,7.09E-05,,,,,,,,,,,
11048,0.00033161,,,,,,,,,,,
11155,3.61E-06,,,,,,,,,,,
12078,1.65E-07,,,,,,,,,,,
12254,0.000105233,,,,,,,,,,,
103011,0.000354747,,,,,,,,,,,
103084,0.000158876,,,,,,,,,,,
103098,0.000104149,,,,,,,,,,,
103177,1.82E-05,,,,,,,,,,,
104026,0.000102304,,,,,,,,,,,
105108,0.000220962,,,,,,,,,,,
104259,4.02E-06,,,,,,,,,,,
105106,1.47E-05,,,,,,,,,,,
106234,0.000285019,,,,,,,,,,,
9701019,1.95E-05,,,,,,,,,,,
9705225,1.15E-05,,,,,,,,,,,
9702189,2.19E-06,,,,,,,,,,,
9901091,9.05E-05,,,,,,,,,,,
9812097,3.73E-05,,,,,,,,,,,
103033,0.000270044,,,,,,,,,,,
106004,0.000154649,,,,,,,,,,,
106005,0.000454826,,,,,,,,,,,
9702094,0.000194288,,,,,,,,,,,
211287,7.77E-05,,,,,,,,,,,
9703166,0.003528239,,,,,,,,,,,
9912157,3.79E-05,,,,,,,,,,,
9907206,6.85E-05,,,,,,,,,,,
9902034,7.73E-05,,,,,,,,,,,
111078,0.00021751,,,,,,,,,,,
112083,5.56E-06,,,,,,,,,,,
201032,0.000589951,,,,,,,,,,,
203018,0.000819341,,,,,,,,,,,
203057,4.32E-05,,,,,,,,,,,
206051,2.27E-05,,,,,,,,,,,
9811183,9.04E-05,,,,,,,,,,,
9712209,0.000179353,,,,,,,,,,,
9707119,8.39E-05,,,,,,,,,,,
209141,1.18E-05,,,,,,,,,,,
9906162,4.88E-05,,,,,,,,,,,
9912065,3.09E-05,,,,,,,,,,,
3219,0.000214325,,,,,,,,,,,
3235,0.000101656,,,,,,,,,,,
9811177,3.58E-06,,,,,,,,,,,
4092,7.35E-07,,,,,,,,,,,
9902119,2.51E-07,,,,,,,,,,,
8221,0.000815689,,,,,,,,,,,
9707145,1.79E-07,,,,,,,,,,,
9812181,0.000648015,,,,,,,,,,,
9903014,0.000143776,,,,,,,,,,,
10072,0.000185705,,,,,,,,,,,
11287,3.59E-06,,,,,,,,,,,
12030,0.000115667,,,,,,,,,,,
12157,3.00E-05,,,,,,,,,,,
102046,0.000163354,,,,,,,,,,,
102099,5.72E-05,,,,,,,,,,,
103203,8.59E-05,,,,,,,,,,,
111090,6.25E-05,,,,,,,,,,,
106020,0.00012856,,,,,,,,,,,
106266,6.83E-06,,,,,,,,,,,
10147,0.000118572,,,,,,,,,,,
9711009,4.82E-06,,,,,,,,,,,
9712112,2.45E-05,,,,,,,,,,,
104089,0.000115028,,,,,,,,,,,
9708134,5.20E-05,,,,,,,,,,,
9906012,0.000269296,,,,,,,,,,,
208073,0.000286256,,,,,,,,,,,
301048,2.37E-06,,,,,,,,,,,
103239,0.001648132,,,,,,,,,,,
104032,3.09E-05,,,,,,,,,,,
107245,0.000191972,,,,,,,,,,,
11113,6.31E-05,,,,,,,,,,,
204042,0.000386526,,,,,,,,,,,
9905053,6.58E-06,,,,,,,,,,,
9904028,1.06E-07,,,,,,,,,,,
9410203,0.000248713,,,,,,,,,,,
9704114,0.000523167,,,,,,,,,,,
9911125,0.000262067,,,,,,,,,,,
9710135,0.000627705,,,,,,,,,,,
212091,0.00056329,,,,,,,,,,,
9903174,2.04E-05,,,,,,,,,,,
9606139,0.001524865,,,,,,,,,,,
107166,0.000295438,,,,,,,,,,,
9608116,0.000195852,,,,,,,,,,,
108131,1.99E-05,,,,,,,,,,,
112147,0.000491575,,,,,,,,,,,
111179,0.000307771,,,,,,,,,,,
112075,0.000194801,,,,,,,,,,,
9912184,2.83E-06,,,,,,,,,,,
112174,1.21E-05,,,,,,,,,,,
112210,5.76E-06,,,,,,,,,,,
201037,6.23E-05,,,,,,,,,,,
201114,1.46E-05,,,,,,,,,,,
201153,2.90E-06,,,,,,,,,,,
201221,0.000141854,,,,,,,,,,,
202024,0.000363674,,,,,,,,,,,
202124,8.52E-05,,,,,,,,,,,
202125,1.47E-05,,,,,,,,,,,
9708116,1.03E-05,,,,,,,,,,,
203160,6.48E-05,,,,,,,,,,,
203187,0.000140615,,,,,,,,,,,
205147,8.94E-05,,,,,,,,,,,
204079,0.000394305,,,,,,,,,,,
205003,6.23E-05,,,,,,,,,,,
205074,0.000289805,,,,,,,,,,,
205138,3.64E-07,,,,,,,,,,,
9703041,4.03E-05,,,,,,,,,,,
9702205,3.18E-05,,,,,,,,,,,
206108,5.67E-05,,,,,,,,,,,
207234,0.000222045,,,,,,,,,,,
205184,0.000230843,,,,,,,,,,,
206072,8.38E-05,,,,,,,,,,,
207278,3.64E-05,,,,,,,,,,,
208103,3.06E-07,,,,,,,,,,,
208104,5.93E-05,,,,,,,,,,,
208174,8.86E-05,,,,,,,,,,,
209202,9.53E-05,,,,,,,,,,,
210083,0.00067666,,,,,,,,,,,
210230,3.02E-05,,,,,,,,,,,
210200,5.63E-05,,,,,,,,,,,
210219,4.70E-06,,,,,,,,,,,
210227,5.01E-06,,,,,,,,,,,
210269,0.00012897,,,,,,,,,,,
210292,0.005468797,,,,,,,,,,,
211042,0.000178211,,,,,,,,,,,
211059,9.51E-05,,,,,,,,,,,
212066,3.23E-08,,,,,,,,,,,
212109,1.49E-06,,,,,,,,,,,
212112,4.91E-05,,,,,,,,,,,
212177,2.22E-05,,,,,,,,,,,
212218,5.41E-05,,,,,,,,,,,
212281,0.000117263,,,,,,,,,,,
302105,0.000259692,,,,,,,,,,,
303015,4.22E-05,,,,,,,,,,,
303016,0.000236682,,,,,,,,,,,
303083,4.78E-05,,,,,,,,,,,
303140,0.000164319,,,,,,,,,,,
303269,2.29E-05,,,,,,,,,,,
304079,2.34E-05,,,,,,,,,,,
304171,1.55E-05,,,,,,,,,,,
304237,3.59E-05,,,,,,,,,,,
3024,0.000421422,,,,,,,,,,,
7024,0.001749233,,,,,,,,,,,
7090,0.000461527,,,,,,,,,,,
9705170,7.29E-06,,,,,,,,,,,
9903015,9.40E-06,,,,,,,,,,,
9903108,1.06E-05,,,,,,,,,,,
8250,9.00E-05,,,,,,,,,,,
10279,0.000110466,,,,,,,,,,,
11018,8.87E-05,,,,,,,,,,,
11073,0.000698645,,,,,,,,,,,
11251,0.000157818,,,,,,,,,,,
9912213,1.82E-05,,,,,,,,,,,
11264,6.60E-05,,,,,,,,,,,
12050,0.000276391,,,,,,,,,,,
101018,0.000115575,,,,,,,,,,,
101143,5.52E-06,,,,,,,,,,,
101192,0.000163384,,,,,,,,,,,
101226,8.62E-06,,,,,,,,,,,
107081,0.001105142,,,,,,,,,,,
107138,0.000218224,,,,,,,,,,,
107143,0.000160959,,,,,,,,,,,
205236,4.42E-06,,,,,,,,,,,
9708127,1.36E-06,,,,,,,,,,,
108165,0.00014477,,,,,,,,,,,
109197,4.63E-06,,,,,,,,,,,
9907215,2.04E-05,,,,,,,,,,,
103170,0.000619239,,,,,,,,,,,
104173,0.000205156,,,,,,,,,,,
9812015,0,,,,,,,,,,,
1132,1.18E-05,,,,,,,,,,,
108126,0.000121126,,,,,,,,,,,
203161,0.000185003,,,,,,,,,,,
203272,0.000586627,,,,,,,,,,,
208119,0.000470603,,,,,,,,,,,
6047,0.000146534,,,,,,,,,,,
7075,0.000210199,,,,,,,,,,,
7145,0.000104293,,,,,,,,,,,
8194,0.000508368,,,,,,,,,,,
10196,6.01E-05,,,,,,,,,,,
11091,6.82E-05,,,,,,,,,,,
11107,0.000437943,,,,,,,,,,,
102018,0.000207996,,,,,,,,,,,
104126,9.18E-05,,,,,,,,,,,
2037,1.83E-05,,,,,,,,,,,
109069,0.000319259,,,,,,,,,,,
110302,0.000164522,,,,,,,,,,,
203111,1.65E-05,,,,,,,,,,,
203266,5.95E-05,,,,,,,,,,,
206242,6.21E-06,,,,,,,,,,,
302226,8.30E-05,,,,,,,,,,,
6224,5.79E-05,,,,,,,,,,,
7158,0.000355363,,,,,,,,,,,
9112,0.00010429,,,,,,,,,,,
11101,3.55E-05,,,,,,,,,,,
12179,0.000438392,,,,,,,,,,,
104041,2.40E-05,,,,,,,,,,,
104200,0.000670362,,,,,,,,,,,
3242,3.59E-05,,,,,,,,,,,
107152,4.21E-06,,,,,,,,,,,
108234,3.23E-05,,,,,,,,,,,
209098,0.000133006,,,,,,,,,,,
6247,0.000264031,,,,,,,,,,,
101135,8.41E-05,,,,,,,,,,,
108120,5.71E-05,,,,,,,,,,,
203173,1.53E-05,,,,,,,,,,,
212021,9.70E-06,,,,,,,,,,,
6049,3.88E-06,,,,,,,,,,,
7071,3.54E-05,,,,,,,,,,,
8230,0.000116517,,,,,,,,,,,
10217,1.96E-05,,,,,,,,,,,
104254,1.06E-05,,,,,,,,,,,
112133,5.81E-06,,,,,,,,,,,
11059,0.000108118,,,,,,,,,,,
11166,0.001332774,,,,,,,,,,,
101119,0.000192582,,,,,,,,,,,
101212,0.000356247,,,,,,,,,,,
102128,0.000124878,,,,,,,,,,,
105077,4.68E-05,,,,,,,,,,,
107195,1.38E-05,,,,,,,,,,,
111113,6.77E-05,,,,,,,,,,,
202208,0.000104023,,,,,,,,,,,
203237,7.39E-05,,,,,,,,,,,
205234,2.78E-05,,,,,,,,,,,
208039,0.00015084,,,,,,,,,,,
9247,0.000340299,,,,,,,,,,,
11257,3.88E-05,,,,,,,,,,,
12041,0.000136198,,,,,,,,,,,
12104,0.000368273,,,,,,,,,,,
103223,6.22E-05,,,,,,,,,,,
106034,0.000168788,,,,,,,,,,,
112200,0.000127953,,,,,,,,,,,
112221,1.53E-05,,,,,,,,,,,
7069,8.54E-05,,,,,,,,,,,
109170,1.01E-05,,,,,,,,,,,
205144,3.65E-05,,,,,,,,,,,
206109,4.78E-05,,,,,,,,,,,
209228,1.54E-05,,,,,,,,,,,
10269,0.000124629,,,,,,,,,,,
10281,5.73E-05,,,,,,,,,,,
103114,0.000160882,,,,,,,,,,,
104100,4.65E-05,,,,,,,,,,,
9072,5.92E-06,,,,,,,,,,,
110288,1.23E-05,,,,,,,,,,,
9213,0.000597264,,,,,,,,,,,
11057,6.33E-05,,,,,,,,,,,
103021,0.000252778,,,,,,,,,,,
106142,1.05E-05,,,,,,,,,,,
11288,6.17E-05,,,,,,,,,,,
102154,0.000283265,,,,,,,,,,,
106054,0.000377029,,,,,,,,,,,
106209,0.000184181,,,,,,,,,,,
102198,1.33E-05,,,,,,,,,,,
10222,1.40E-06,,,,,,,,,,,
206152,8.60E-05,,,,,,,,,,,
109029,0.000277375,,,,,,,,,,,
109098,3.75E-05,,,,,,,,,,,
201113,4.08E-05,,,,,,,,,,,
207097,0.000102265,,,,,,,,,,,
210057,1.47E-05,,,,,,,,,,,
12007,0.000139602,,,,,,,,,,,
101218,6.59E-05,,,,,,,,,,,
102183,9.73E-06,,,,,,,,,,,
11079,0.00079674,,,,,,,,,,,
111165,0.00028263,,,,,,,,,,,
112106,1.02E-05,,,,,,,,,,,
112189,2.10E-05,,,,,,,,,,,
203047,9.25E-06,,,,,,,,,,,
204221,3.46E-05,,,,,,,,,,,
212103,1.57E-05,,,,,,,,,,,
101039,0.000886295,,,,,,,,,,,
101082,0.00035288,,,,,,,,,,,
102137,0.000721939,,,,,,,,,,,
103015,3.01E-05,,,,,,,,,,,
104095,1.13E-05,,,,,,,,,,,
105311,9.91E-05,,,,,,,,,,,
108064,7.26E-07,,,,,,,,,,,
109075,9.44E-05,,,,,,,,,,,
109214,3.28E-07,,,,,,,,,,,
110171,7.90E-05,,,,,,,,,,,
205297,0.000319475,,,,,,,,,,,
206064,0.000122237,,,,,,,,,,,
206206,2.28E-05,,,,,,,,,,,
207068,0.000105598,,,,,,,,,,,
207259,4.73E-06,,,,,,,,,,,
210167,0.000573078,,,,,,,,,,,
211098,8.69E-05,,,,,,,,,,,
103100,1.50E-06,,,,,,,,,,,
204109,4.33E-06,,,,,,,,,,,
205283,8.42E-05,,,,,,,,,,,
212009,6.96E-06,,,,,,,,,,,
12156,8.80E-05,,,,,,,,,,,
112077,6.19E-05,,,,,,,,,,,
102133,9.55E-08,,,,,,,,,,,
107051,0.000155408,,,,,,,,,,,
107217,1.88E-06,,,,,,,,,,,
210296,1.24E-06,,,,,,,,,,,
107162,1.61E-05,,,,,,,,,,,
108016,4.38E-05,,,,,,,,,,,
112126,0.000133694,,,,,,,,,,,
112132,0.000119933,,,,,,,,,,,
207183,5.89E-05,,,,,,,,,,,
211097,3.99E-05,,,,,,,,,,,
302052,0.000176727,,,,,,,,,,,
105235,4.53E-05,,,,,,,,,,,
106079,1.24E-05,,,,,,,,,,,
110099,0.000145998,,,,,,,,,,,
112101,0.000151979,,,,,,,,,,,
201035,0.000110697,,,,,,,,,,,
202057,2.20E-05,,,,,,,,,,,
205096,6.77E-05,,,,,,,,,,,
9602111,5.13E-05,,,,,,,,,,,
9704147,9.80E-05,,,,,,,,,,,
9603100,0.000125235,,,,,,,,,,,
9607077,3.64E-05,,,,,,,,,,,
9608099,7.42E-05,,,,,,,,,,,
9711067,0.000331143,,,,,,,,,,,
9903267,4.70E-05,,,,,,,,,,,
207255,2.29E-05,,,,,,,,,,,
9705024,0.000112757,,,,,,,,,,,
9706096,0.000333329,,,,,,,,,,,
212200,8.98E-05,,,,,,,,,,,
9906095,6.83E-06,,,,,,,,,,,
303111,6.42E-06,,,,,,,,,,,
9611210,7.25E-08,,,,,,,,,,,
9701163,2.89E-05,,,,,,,,,,,
9705090,2.39E-05,,,,,,,,,,,
9008,2.05E-05,,,,,,,,,,,
10270,0.000361084,,,,,,,,,,,
104056,0.000200799,,,,,,,,,,,
104163,6.20E-06,,,,,,,,,,,
9603090,0.000276103,,,,,,,,,,,
9607108,0.000300355,,,,,,,,,,,
9611161,1.61E-05,,,,,,,,,,,
9701187,0.000167334,,,,,,,,,,,
9703146,8.50E-05,,,,,,,,,,,
9706100,0.000124435,,,,,,,,,,,
9605216,4.04E-05,,,,,,,,,,,
9702168,4.90E-05,,,,,,,,,,,
9812082,4.84E-05,,,,,,,,,,,
9708103,0.000275815,,,,,,,,,,,
203267,1.81E-06,,,,,,,,,,,
3051,0.000138576,,,,,,,,,,,
7044,0.001033082,,,,,,,,,,,
3157,1.63E-05,,,,,,,,,,,
4095,6.54E-05,,,,,,,,,,,
10025,3.69E-05,,,,,,,,,,,
10092,2.04E-05,,,,,,,,,,,
10207,0.000222051,,,,,,,,,,,
10271,1.41E-05,,,,,,,,,,,
11075,7.19E-05,,,,,,,,,,,
103153,0.000148971,,,,,,,,,,,
9606040,0.000354769,,,,,,,,,,,
9907026,0.001437568,,,,,,,,,,,
109152,0.000253764,,,,,,,,,,,
9710179,0.000511219,,,,,,,,,,,
112006,5.11E-05,,,,,,,,,,,
203217,6.19E-05,,,,,,,,,,,
204064,7.02E-06,,,,,,,,,,,
9611172,4.08E-05,,,,,,,,,,,
209192,6.69E-05,,,,,,,,,,,
211269,0.000433843,,,,,,,,,,,
211102,0.000330911,,,,,,,,,,,
211182,0.000120971,,,,,,,,,,,
9906131,4.18E-05,,,,,,,,,,,
9703029,8.78E-06,,,,,,,,,,,
9906190,1.08E-06,,,,,,,,,,,
106104,1.37E-05,,,,,,,,,,,
107228,3.92E-06,,,,,,,,,,,
9702087,1.12E-05,,,,,,,,,,,
212105,0.000169728,,,,,,,,,,,
9705094,0.000113249,,,,,,,,,,,
101074,0.000370994,,,,,,,,,,,
9703101,0.000150939,,,,,,,,,,,
9911042,0.000156816,,,,,,,,,,,
204093,1.78E-05,,,,,,,,,,,
9610232,6.09E-06,,,,,,,,,,,
9710110,1.12E-05,,,,,,,,,,,
9704095,0.000126368,,,,,,,,,,,
9702010,1.20E-06,,,,,,,,,,,
9612076,4.47E-06,,,,,,,,,,,
10192,0.000163801,,,,,,,,,,,
9702103,6.29E-05,,,,,,,,,,,
203048,0.000250979,,,,,,,,,,,
9903041,1.33E-05,,,,,,,,,,,
9705150,0.000183703,,,,,,,,,,,
103233,0.000112254,,,,,,,,,,,
9703082,0.000201893,,,,,,,,,,,
111254,5.10E-05,,,,,,,,,,,
203138,3.81E-05,,,,,,,,,,,
9908084,2.91E-06,,,,,,,,,,,
9905141,5.09E-05,,,,,,,,,,,
4077,0.000391584,,,,,,,,,,,
9712092,2.20E-06,,,,,,,,,,,
9709129,0.000233965,,,,,,,,,,,
6179,0.001181151,,,,,,,,,,,
9902092,8.46E-07,,,,,,,,,,,
12214,0.000111715,,,,,,,,,,,
12232,8.95E-05,,,,,,,,,,,
203002,6.26E-06,,,,,,,,,,,
9708065,8.33E-06,,,,,,,,,,,
9712186,0.000601963,,,,,,,,,,,
9909017,0.000271769,,,,,,,,,,,
108035,1.83E-05,,,,,,,,,,,
108095,1.03E-05,,,,,,,,,,,
108102,1.71E-05,,,,,,,,,,,
109021,5.43E-05,,,,,,,,,,,
110232,0.000640783,,,,,,,,,,,
201173,0.000190503,,,,,,,,,,,
203109,0.000195047,,,,,,,,,,,
203213,2.97E-05,,,,,,,,,,,
204154,0.000158984,,,,,,,,,,,
208141,0.000193754,,,,,,,,,,,
209157,8.94E-05,,,,,,,,,,,
210302,0.000282294,,,,,,,,,,,
212348,5.49E-07,,,,,,,,,,,
3047,0.000144443,,,,,,,,,,,
3166,8.65E-05,,,,,,,,,,,
5029,0.001576656,,,,,,,,,,,
5176,5.85E-05,,,,,,,,,,,
6151,0.000279462,,,,,,,,,,,
9138,5.12E-05,,,,,,,,,,,
12164,0.000457327,,,,,,,,,,,
102010,0.000104326,,,,,,,,,,,
103007,0.000201916,,,,,,,,,,,
104054,0.00018316,,,,,,,,,,,
106105,2.21E-05,,,,,,,,,,,
9902100,8.76E-05,,,,,,,,,,,
206144,3.70E-05,,,,,,,,,,,
9906200,0.000356583,,,,,,,,,,,
9912123,0.000471309,,,,,,,,,,,
110041,2.79E-05,,,,,,,,,,,
110267,2.32E-05,,,,,,,,,,,
111086,1.18E-05,,,,,,,,,,,
212244,7.02E-06,,,,,,,,,,,
3110,8.62E-05,,,,,,,,,,,
8142,0.003323096,,,,,,,,,,,
9907013,1.86E-05,,,,,,,,,,,
9907131,1.87E-05,,,,,,,,,,,
9908135,3.35E-05,,,,,,,,,,,
203247,4.55E-06,,,,,,,,,,,
9910170,7.60E-05,,,,,,,,,,,
111210,0.000693966,,,,,,,,,,,
10110,3.51E-05,,,,,,,,,,,
9910172,2.50E-05,,,,,,,,,,,
101129,2.28E-06,,,,,,,,,,,
9911161,0.000392755,,,,,,,,,,,
107180,0.000351241,,,,,,,,,,,
109055,0.000376492,,,,,,,,,,,
110281,3.95E-07,,,,,,,,,,,
112059,0.000142112,,,,,,,,,,,
202195,1.77E-06,,,,,,,,,,,
205082,5.27E-05,,,,,,,,,,,
205106,5.87E-05,,,,,,,,,,,
205204,0.000296612,,,,,,,,,,,
206045,0.000401547,,,,,,,,,,,
208153,1.68E-05,,,,,,,,,,,
212193,8.19E-05,,,,,,,,,,,
212250,0.000125956,,,,,,,,,,,
303035,0.000375291,,,,,,,,,,,
2242,0.000159003,,,,,,,,,,,
3042,5.55E-05,,,,,,,,,,,
3063,0.000944261,,,,,,,,,,,
4103,0.000674244,,,,,,,,,,,
5162,0.000234821,,,,,,,,,,,
6176,0.00033431,,,,,,,,,,,
7011,0.000408597,,,,,,,,,,,
8241,0.001711227,,,,,,,,,,,
12035,0.000190997,,,,,,,,,,,
12193,0.000217233,,,,,,,,,,,
12097,1.16E-05,,,,,,,,,,,
12105,0.00010244,,,,,,,,,,,
12180,6.18E-07,,,,,,,,,,,
101096,0.000185653,,,,,,,,,,,
106186,0.0001091,,,,,,,,,,,
107057,0.000257338,,,,,,,,,,,
9912147,4.77E-06,,,,,,,,,,,
9912188,5.31E-06,,,,,,,,,,,
107153,1.16E-05,,,,,,,,,,,
112065,2.10E-05,,,,,,,,,,,
201028,0.000132615,,,,,,,,,,,
201029,0.000298563,,,,,,,,,,,
205295,1.84E-05,,,,,,,,,,,
209077,2.62E-05,,,,,,,,,,,
302152,1.74E-05,,,,,,,,,,,
4151,7.72E-05,,,,,,,,,,,
7012,9.32E-05,,,,,,,,,,,
8091,0.000773333,,,,,,,,,,,
102095,6.29E-06,,,,,,,,,,,
102135,6.99E-05,,,,,,,,,,,
103183,4.78E-05,,,,,,,,,,,
201072,3.88E-05,,,,,,,,,,,
6011,1.06E-05,,,,,,,,,,,
205293,0.000270233,,,,,,,,,,,
10015,0.000120178,,,,,,,,,,,
108202,1.78E-05,,,,,,,,,,,
109025,0.000532715,,,,,,,,,,,
201010,8.69E-06,,,,,,,,,,,
203052,0.000233223,,,,,,,,,,,
212081,0.000465881,,,,,,,,,,,
108100,9.28E-05,,,,,,,,,,,
112084,8.50E-07,,,,,,,,,,,
202091,5.47E-05,,,,,,,,,,,
206158,8.57E-07,,,,,,,,,,,
106267,6.74E-06,,,,,,,,,,,
208020,0.000622794,,,,,,,,,,,
9905098,9.76E-06,,,,,,,,,,,
9603089,0.000344879,,,,,,,,,,,
9605028,0.000247055,,,,,,,,,,,
9602030,7.35E-05,,,,,,,,,,,
9602144,2.10E-05,,,,,,,,,,,
9607041,5.85E-05,,,,,,,,,,,
9607057,0.00017987,,,,,,,,,,,
110067,0.001801399,,,,,,,,,,,
9711059,5.46E-05,,,,,,,,,,,
112104,0.000358977,,,,,,,,,,,
112222,4.29E-05,,,,,,,,,,,
9611119,3.65E-05,,,,,,,,,,,
9903160,2.36E-05,,,,,,,,,,,
9711077,1.01E-05,,,,,,,,,,,
9812042,8.12E-05,,,,,,,,,,,
9907054,0.000399919,,,,,,,,,,,
9909003,1.94E-06,,,,,,,,,,,
207238,4.03E-06,,,,,,,,,,,
209247,5.60E-05,,,,,,,,,,,
211266,0.000440371,,,,,,,,,,,
4122,1.93E-05,,,,,,,,,,,
9089,0.00025972,,,,,,,,,,,
9100,2.07E-06,,,,,,,,,,,
10179,0.000179673,,,,,,,,,,,
12188,0.000177543,,,,,,,,,,,
9601038,0.001213621,,,,,,,,,,,
9903125,3.81E-06,,,,,,,,,,,
9904153,0.000138313,,,,,,,,,,,
9607019,2.47E-05,,,,,,,,,,,
9703076,3.99E-05,,,,,,,,,,,
9904151,5.04E-05,,,,,,,,,,,
110214,0.000251674,,,,,,,,,,,
111050,1.25E-05,,,,,,,,,,,
9709219,4.64E-05,,,,,,,,,,,
112259,7.09E-06,,,,,,,,,,,
9609151,2.91E-05,,,,,,,,,,,
201254,5.44E-05,,,,,,,,,,,
203058,4.27E-05,,,,,,,,,,,
203190,0.00019655,,,,,,,,,,,
209030,0.000395585,,,,,,,,,,,
9708016,7.31E-07,,,,,,,,,,,
210150,1.48E-05,,,,,,,,,,,
9607054,1.12E-05,,,,,,,,,,,
3227,0.000132256,,,,,,,,,,,
4070,4.40E-05,,,,,,,,,,,
9611017,1.04E-06,,,,,,,,,,,
5124,9.90E-06,,,,,,,,,,,
5166,9.56E-05,,,,,,,,,,,
5198,1.81E-05,,,,,,,,,,,
7087,3.66E-05,,,,,,,,,,,
7126,4.07E-05,,,,,,,,,,,
9610174,7.62E-06,,,,,,,,,,,
9705143,4.24E-06,,,,,,,,,,,
9908017,1.41E-06,,,,,,,,,,,
9113,1.16E-05,,,,,,,,,,,
9252,0.000180445,,,,,,,,,,,
10086,3.03E-05,,,,,,,,,,,
101205,2.49E-06,,,,,,,,,,,
103047,0.000116426,,,,,,,,,,,
103099,0.000189031,,,,,,,,,,,
9908094,0.000191865,,,,,,,,,,,
9607020,0.000715279,,,,,,,,,,,
