,Rank,Authorities-Score,Betweenness-Centrality,Closeness-Centrality,Degree-Centrality,Degree-Prestige,EigenVector-centrality,Harmonic-Centrality,Hub-Score,Katz-Centrality,Load-centrality,Page-Rank,Percolation-Centrality
3209,3210,,1205.0,9706158.0,9308136.0,9706158.0,9706158.0,9706158.0,9706158.0,9706158.0,9706158.0,9706158.0,9706158.0
3210,3211,,1206.0,9510182.0,9308155.0,9510182.0,9510182.0,9510182.0,9510182.0,9510182.0,9510182.0,9510182.0,9510182.0
3211,3212,,1207.0,9706159.0,2082.0,9706159.0,9706159.0,9706159.0,9706159.0,9706159.0,9706159.0,9706159.0,9706159.0
3212,3213,6056.0,1208.0,9706161.0,2101.0,9706161.0,9706161.0,9706161.0,9706161.0,9706161.0,9706161.0,9706161.0,9706161.0
3213,3214,,1209.0,9706162.0,2111.0,9706162.0,9706162.0,9706162.0,9706162.0,9706162.0,9706162.0,9706162.0,9706162.0
3214,3215,,1210.0,9706163.0,2125.0,9706163.0,9706163.0,9706163.0,9706163.0,9706163.0,9706163.0,9706163.0,9706163.0
3215,3216,,1211.0,9510184.0,2183.0,9510184.0,9510184.0,9510184.0,9510184.0,9510184.0,9510184.0,9510184.0,9510184.0
3216,3217,,1212.0,9706165.0,2191.0,9706165.0,9706165.0,9706165.0,9706165.0,9706165.0,9706165.0,9706165.0,9706165.0
3217,3218,,1213.0,9706166.0,2198.0,9706166.0,9706166.0,9706166.0,9706166.0,9706166.0,9706166.0,9706166.0,9706166.0
3218,3219,,1214.0,9706160.0,2229.0,9706160.0,9706160.0,9706160.0,9706160.0,9706160.0,9706160.0,9706160.0,9706160.0
3219,3220,9701163.0,1215.0,9706168.0,2234.0,9706168.0,9706168.0,9706168.0,9706168.0,9706168.0,9706168.0,9706168.0,9706168.0
3220,3221,,1216.0,9706169.0,2258.0,9706169.0,9706169.0,9706169.0,9706169.0,9706169.0,9706169.0,9706169.0,9706169.0
3221,3222,,1217.0,9706164.0,9702007.0,9706164.0,9706164.0,9706164.0,9706164.0,9706164.0,9706164.0,9706164.0,9706164.0
3222,3223,9709135.0,1218.0,9706171.0,9702061.0,9706171.0,9706171.0,9706171.0,9706171.0,9706171.0,9706171.0,9706171.0,9706171.0
3223,3224,,1221.0,9706167.0,9702074.0,9706167.0,9706167.0,9706167.0,9706167.0,9706167.0,9706167.0,9706167.0,9706167.0
3224,3225,,1222.0,9706173.0,9702081.0,9706173.0,9706173.0,9706173.0,9706173.0,9706173.0,9706173.0,9706173.0,9706173.0
3225,3226,,9509122.0,9706170.0,9702142.0,9706170.0,9706170.0,9706170.0,9706170.0,9706170.0,9706170.0,9706170.0,9706170.0
3226,3227,,9509125.0,9706175.0,9702156.0,9706175.0,9706175.0,9706175.0,9706175.0,9706175.0,9706175.0,9706175.0,9706175.0
3227,3228,8172.0,9509128.0,9706176.0,9702170.0,9706176.0,9706176.0,9706176.0,9706176.0,9706176.0,9706176.0,9706176.0,9706176.0
3228,3229,,9509129.0,9706174.0,9309014.0,9706174.0,9706174.0,9706174.0,9706174.0,9706174.0,9706174.0,9706174.0,9706174.0
3229,3230,,9509131.0,9706178.0,9309036.0,9706178.0,9706178.0,9706178.0,9706178.0,9706178.0,9706178.0,9706178.0,9706178.0
3230,3231,,9509134.0,9706179.0,9309045.0,9706179.0,9706179.0,9706179.0,9706179.0,9706179.0,9706179.0,9706179.0,9706179.0
3231,3232,11059.0,9509138.0,9706180.0,9309095.0,9706180.0,9706180.0,9706180.0,9706180.0,9706180.0,9706180.0,9706180.0,9706180.0
3232,3233,,9509144.0,9706177.0,9309100.0,9706177.0,9706177.0,9706177.0,9706177.0,9706177.0,9706177.0,9706177.0,9706177.0
3233,3234,,9509150.0,9510188.0,3009.0,9510188.0,9510188.0,9510188.0,9510188.0,9510188.0,9510188.0,9510188.0,9510188.0
3234,3235,,9509157.0,9706183.0,3010.0,9706183.0,9706183.0,9706183.0,9706183.0,9706183.0,9706183.0,9706183.0,9706183.0
3235,3236,10103.0,9701001.0,9706184.0,9309133.0,9706184.0,9706184.0,9706184.0,9706184.0,9706184.0,9706184.0,9706184.0,9706184.0
3236,3237,,9701002.0,9706182.0,3133.0,9706182.0,9706182.0,9706182.0,9706182.0,9706182.0,9706182.0,9706182.0,9706182.0
3237,3238,,9701005.0,9706186.0,3135.0,9706186.0,9706186.0,9706186.0,9706186.0,9706186.0,9706186.0,9706186.0,9706186.0
3238,3239,,9509159.0,9706187.0,3142.0,9706187.0,9706187.0,9706187.0,9706187.0,9706187.0,9706187.0,9706187.0,9706187.0
3239,3240,,9701006.0,9706188.0,3154.0,9706188.0,9706188.0,9706188.0,9706188.0,9706188.0,9706188.0,9706188.0,9706188.0
3240,3241,,9701008.0,9706189.0,3155.0,9706189.0,9706189.0,9706189.0,9706189.0,9706189.0,9706189.0,9706189.0,9706189.0
3241,3242,,9701010.0,9706190.0,3194.0,9706190.0,9706190.0,9706190.0,9706190.0,9706190.0,9706190.0,9706190.0,9706190.0
3242,3243,,9701013.0,9706191.0,3222.0,9706191.0,9706191.0,9706191.0,9706191.0,9706191.0,9706191.0,9706191.0,9706191.0
3243,3244,4206.0,9701014.0,9706192.0,3276.0,9706192.0,9706192.0,9706192.0,9706192.0,9706192.0,9706192.0,9706192.0,9706192.0
3244,3245,7012.0,9701007.0,9706193.0,3301.0,9706193.0,9706193.0,9706193.0,9706193.0,9706193.0,9706193.0,9706193.0,9706193.0
3245,3246,,9701018.0,9706194.0,9703065.0,9706194.0,9706194.0,9706194.0,9706194.0,9706194.0,9706194.0,9706194.0,9706194.0
3246,3247,,9701019.0,9706195.0,9703071.0,9706195.0,9706195.0,9706195.0,9706195.0,9706195.0,9706195.0,9706195.0,9706195.0
3247,3248,,9701023.0,9706196.0,9703085.0,9706196.0,9706196.0,9706196.0,9706196.0,9706196.0,9706196.0,9706196.0,9706196.0
3248,3249,,9701025.0,9706197.0,9703114.0,9706197.0,9706197.0,9706197.0,9706197.0,9706197.0,9706197.0,9706197.0,9706197.0
3249,3250,,9701026.0,9706198.0,9703119.0,9706198.0,9706198.0,9706198.0,9706198.0,9706198.0,9706198.0,9706198.0,9706198.0
3250,3251,,9701028.0,9706199.0,9703125.0,9706199.0,9706199.0,9706199.0,9706199.0,9706199.0,9706199.0,9706199.0,9706199.0
3251,3252,,9509164.0,9706200.0,9703126.0,9706200.0,9706200.0,9706200.0,9706200.0,9706200.0,9706200.0,9706200.0,9706200.0
3252,3253,,9701033.0,9706201.0,9703137.0,9706201.0,9706201.0,9706201.0,9706201.0,9706201.0,9706201.0,9706201.0,9706201.0
3253,3254,,9701039.0,9706202.0,9703139.0,9706202.0,9706202.0,9706202.0,9706202.0,9706202.0,9706202.0,9706202.0,9706202.0
3254,3255,,9701041.0,9706203.0,9703141.0,9706203.0,9706203.0,9706203.0,9706203.0,9706203.0,9706203.0,9706203.0,9706203.0
3255,3256,9702168.0,9701042.0,9706204.0,9703170.0,9706204.0,9706204.0,9706204.0,9706204.0,9706204.0,9706204.0,9706204.0,9706204.0
3256,3257,5193.0,9701044.0,9706206.0,9703171.0,9706206.0,9706206.0,9706206.0,9706206.0,9706206.0,9706206.0,9706206.0,9706206.0
3257,3258,9709005.0,9701040.0,9706207.0,9703202.0,9706207.0,9706207.0,9706207.0,9706207.0,9706207.0,9706207.0,9706207.0,9706207.0
3258,3259,,9701047.0,9706208.0,9703204.0,9706208.0,9706208.0,9706208.0,9706208.0,9706208.0,9706208.0,9706208.0,9706208.0
3259,3260,3280.0,9701049.0,9510193.0,9703227.0,9510193.0,9510193.0,9510193.0,9510193.0,9510193.0,9510193.0,9510193.0,9510193.0
3260,3261,6198.0,9509168.0,9706210.0,9310031.0,9706210.0,9706210.0,9706210.0,9706210.0,9706210.0,9706210.0,9706210.0,9706210.0
3261,3262,8089.0,9701058.0,9706211.0,9310071.0,9706211.0,9706211.0,9706211.0,9706211.0,9706211.0,9706211.0,9706211.0,9706211.0
3262,3263,,9701059.0,9706212.0,4017.0,9706212.0,9706212.0,9706212.0,9706212.0,9706212.0,9706212.0,9706212.0,9706212.0
3263,3264,,9701061.0,9706213.0,4052.0,9706213.0,9706213.0,9706213.0,9706213.0,9706213.0,9706213.0,9706213.0,9706213.0
3264,3265,,9701056.0,9706209.0,4051.0,9706209.0,9706209.0,9706209.0,9706209.0,9706209.0,9706209.0,9706209.0,9706209.0
3265,3266,,9701064.0,9706214.0,4075.0,9706214.0,9706214.0,9706214.0,9706214.0,9706214.0,9706214.0,9706214.0,9706214.0
3266,3267,,9701065.0,9706216.0,4083.0,9706216.0,9706216.0,9706216.0,9706216.0,9706216.0,9706216.0,9706216.0,9706216.0
3267,3268,,9701066.0,9706217.0,4096.0,9706217.0,9706217.0,9706217.0,9706217.0,9706217.0,9706217.0,9706217.0,9706217.0
3268,3269,,9701063.0,9706218.0,4116.0,9706218.0,9706218.0,9706218.0,9706218.0,9706218.0,9706218.0,9706218.0,9706218.0
3269,3270,9702180.0,9701067.0,9706219.0,4121.0,9706219.0,9706219.0,9706219.0,9706219.0,9706219.0,9706219.0,9706219.0,9706219.0
3270,3271,9705056.0,9701069.0,9706220.0,4177.0,9706220.0,9706220.0,9706220.0,9706220.0,9706220.0,9706220.0,9706220.0,9706220.0
3271,3272,,9701071.0,9706221.0,4178.0,9706221.0,9706221.0,9706221.0,9706221.0,9706221.0,9706221.0,9706221.0,9706221.0
3272,3273,,9701072.0,9706222.0,4180.0,9706222.0,9706222.0,9706222.0,9706222.0,9706222.0,9706222.0,9706222.0,9706222.0
3273,3274,,9701075.0,9706223.0,4181.0,9706223.0,9706223.0,9706223.0,9706223.0,9706223.0,9706223.0,9706223.0,9706223.0
3274,3275,,9701076.0,9706224.0,9704017.0,9706224.0,9706224.0,9706224.0,9706224.0,9706224.0,9706224.0,9706224.0,9706224.0
3275,3276,9702031.0,9701079.0,9706225.0,9704045.0,9706225.0,9706225.0,9706225.0,9706225.0,9706225.0,9706225.0,9706225.0,9706225.0
3276,3277,10204.0,9701082.0,9706226.0,9704057.0,9706226.0,9706226.0,9706226.0,9706226.0,9706226.0,9706226.0,9706226.0,9706226.0
3277,3278,,9701083.0,9510196.0,9704063.0,9510196.0,9510196.0,9510196.0,9510196.0,9510196.0,9510196.0,9510196.0,9510196.0
3278,3279,,9701084.0,9510197.0,9704069.0,9510197.0,9510197.0,9510197.0,9510197.0,9510197.0,9510197.0,9510197.0,9510197.0
3279,3280,,9701085.0,9510201.0,9704079.0,9510201.0,9510201.0,9510201.0,9510201.0,9510201.0,9510201.0,9510201.0,9510201.0
3280,3281,3065.0,9701087.0,9510205.0,9704097.0,9510205.0,9510205.0,9510205.0,9510205.0,9510205.0,9510205.0,9510205.0,9510205.0
3281,3282,9703179.0,9701090.0,9510206.0,9704102.0,9510206.0,9510206.0,9510206.0,9510206.0,9510206.0,9510206.0,9510206.0,9510206.0
3282,3283,10186.0,9701091.0,9510207.0,9704111.0,9510207.0,9510207.0,9510207.0,9510207.0,9510207.0,9510207.0,9510207.0,9510207.0
3283,3284,,9701093.0,9510213.0,9704135.0,9510213.0,9510213.0,9510213.0,9510213.0,9510213.0,9510213.0,9510213.0,9510213.0
3284,3285,3121.0,9701098.0,9510215.0,9704171.0,9510215.0,9510215.0,9510215.0,9510215.0,9510215.0,9510215.0,9510215.0,9510215.0
3285,3286,9707095.0,9701105.0,7001.0,9704196.0,7001.0,7001.0,7001.0,7001.0,7001.0,7001.0,7001.0,7001.0
3286,3287,11097.0,9701107.0,7002.0,9704201.0,7002.0,7002.0,7002.0,7002.0,7002.0,7002.0,7002.0,7002.0
3287,3288,,9701112.0,7003.0,9704209.0,7003.0,7003.0,7003.0,7003.0,7003.0,7003.0,7003.0,7003.0
3288,3289,,9701114.0,7004.0,9311021.0,7004.0,7004.0,7004.0,7004.0,7004.0,7004.0,7004.0,7004.0
3289,3290,,9701121.0,7005.0,9311065.0,7005.0,7005.0,7005.0,7005.0,7005.0,7005.0,7005.0,7005.0
3290,3291,,9701122.0,7006.0,9311087.0,7006.0,7006.0,7006.0,7006.0,7006.0,7006.0,7006.0,7006.0
3291,3292,,9701123.0,7007.0,9311103.0,7007.0,7007.0,7007.0,7007.0,7007.0,7007.0,7007.0,7007.0
3292,3293,,9701125.0,7008.0,5004.0,7008.0,7008.0,7008.0,7008.0,7008.0,7008.0,7008.0,7008.0
3293,3294,9701045.0,9701126.0,7009.0,9311129.0,7009.0,7009.0,7009.0,7009.0,7009.0,7009.0,7009.0,7009.0
3294,3295,,9701127.0,9510219.0,5017.0,9510219.0,9510219.0,9510219.0,9510219.0,9510219.0,9510219.0,9510219.0,9510219.0
3295,3296,,9701130.0,7011.0,5062.0,7011.0,7011.0,7011.0,7011.0,7011.0,7011.0,7011.0,7011.0
3296,3297,,9701133.0,7012.0,9311185.0,7012.0,7012.0,7012.0,7012.0,7012.0,7012.0,7012.0,7012.0
3297,3298,,9701134.0,7013.0,5077.0,7013.0,7013.0,7013.0,7013.0,7013.0,7013.0,7013.0,7013.0
3298,3299,,9701136.0,7014.0,5108.0,7014.0,7014.0,7014.0,7014.0,7014.0,7014.0,7014.0,7014.0
3299,3300,,9701137.0,7015.0,5143.0,7015.0,7015.0,7015.0,7015.0,7015.0,7015.0,7015.0,7015.0
3300,3301,9707162.0,9701138.0,7016.0,5175.0,7016.0,7016.0,7016.0,7016.0,7016.0,7016.0,7016.0,7016.0
3301,3302,11003.0,9701141.0,7017.0,5202.0,7017.0,7017.0,7017.0,7017.0,7017.0,7017.0,7017.0,7017.0
3302,3303,,9701145.0,7018.0,5261.0,7018.0,7018.0,7018.0,7018.0,7018.0,7018.0,7018.0,7018.0
3303,3304,,9701146.0,7019.0,5262.0,7019.0,7019.0,7019.0,7019.0,7019.0,7019.0,7019.0,7019.0
3304,3305,,9701149.0,7020.0,9705067.0,7020.0,7020.0,7020.0,7020.0,7020.0,7020.0,7020.0,7020.0
3305,3306,3078.0,9701152.0,7021.0,9705155.0,7021.0,7021.0,7021.0,7021.0,7021.0,7021.0,7021.0,7021.0
3306,3307,9711073.0,9701153.0,7022.0,9705170.0,7022.0,7022.0,7022.0,7022.0,7022.0,7022.0,7022.0,7022.0
3307,3308,,9701156.0,7023.0,9705194.0,7023.0,7023.0,7023.0,7023.0,7023.0,7023.0,7023.0,7023.0
3308,3309,,9701158.0,7024.0,9705203.0,7024.0,7024.0,7024.0,7024.0,7024.0,7024.0,7024.0,7024.0
3309,3310,,9701161.0,9510221.0,9705215.0,9510221.0,9510221.0,9510221.0,9510221.0,9510221.0,9510221.0,9510221.0,9510221.0
3310,3311,,9701162.0,7026.0,9705228.0,7026.0,7026.0,7026.0,7026.0,7026.0,7026.0,7026.0,7026.0
3311,3312,,9701165.0,7027.0,9312021.0,7027.0,7027.0,7027.0,7027.0,7027.0,7027.0,7027.0,7027.0
3312,3313,,9701166.0,7028.0,9312058.0,7028.0,7028.0,7028.0,7028.0,7028.0,7028.0,7028.0,7028.0
3313,3314,,9701172.0,7029.0,9312080.0,7029.0,7029.0,7029.0,7029.0,7029.0,7029.0,7029.0,7029.0
3314,3315,,9701174.0,7030.0,9312094.0,7030.0,7030.0,7030.0,7030.0,7030.0,7030.0,7030.0,7030.0
3315,3316,9707017.0,9701176.0,7031.0,9312102.0,7031.0,7031.0,7031.0,7031.0,7031.0,7031.0,7031.0,7031.0
3316,3317,,9701178.0,7032.0,9312107.0,7032.0,7032.0,7032.0,7032.0,7032.0,7032.0,7032.0,7032.0
3317,3318,5076.0,9701180.0,7033.0,6005.0,7033.0,7033.0,7033.0,7033.0,7033.0,7033.0,7033.0,7033.0
3318,3319,6059.0,9701181.0,7034.0,6016.0,7034.0,7034.0,7034.0,7034.0,7034.0,7034.0,7034.0,7034.0
3319,3320,9710160.0,9701182.0,7035.0,9312154.0,7035.0,7035.0,7035.0,7035.0,7035.0,7035.0,7035.0,7035.0
3320,3321,,9701183.0,7036.0,9312213.0,7036.0,7036.0,7036.0,7036.0,7036.0,7036.0,7036.0,7036.0
3321,3322,,9701190.0,7037.0,9510047.0,7037.0,7037.0,7037.0,7037.0,7037.0,7037.0,7037.0,7037.0
3322,3323,9242.0,9701193.0,7038.0,6147.0,7038.0,7038.0,7038.0,7038.0,7038.0,7038.0,7038.0,7038.0
3323,3324,,9308002.0,7039.0,6154.0,7039.0,7039.0,7039.0,7039.0,7039.0,7039.0,7039.0,7039.0
3324,3325,,9308005.0,7040.0,6169.0,7040.0,7040.0,7040.0,7040.0,7040.0,7040.0,7040.0,7040.0
3325,3326,,9308006.0,7041.0,6180.0,7041.0,7041.0,7041.0,7041.0,7041.0,7041.0,7041.0,7041.0
3326,3327,9703210.0,9308008.0,7042.0,6186.0,7042.0,7042.0,7042.0,7042.0,7042.0,7042.0,7042.0,7042.0
3327,3328,9708122.0,9308009.0,7043.0,6207.0,7043.0,7043.0,7043.0,7043.0,7043.0,7043.0,7043.0,7043.0
3328,3329,10063.0,9308012.0,7044.0,6244.0,7044.0,7044.0,7044.0,7044.0,7044.0,7044.0,7044.0,7044.0
3329,3330,,9308013.0,7045.0,6248.0,7045.0,7045.0,7045.0,7045.0,7045.0,7045.0,7045.0,7045.0
3330,3331,,9308014.0,7046.0,9510147.0,7046.0,7046.0,7046.0,7046.0,7046.0,7046.0,7046.0,7046.0
3331,3332,,9308023.0,7047.0,9706027.0,7047.0,7047.0,7047.0,7047.0,7047.0,7047.0,7047.0,7047.0
3332,3333,9705094.0,9308025.0,7048.0,9706059.0,7048.0,7048.0,7048.0,7048.0,7048.0,7048.0,7048.0,7048.0
3333,3334,,9308028.0,7049.0,9706075.0,7049.0,7049.0,7049.0,7049.0,7049.0,7049.0,7049.0,7049.0
3334,3335,,9308029.0,7050.0,9706079.0,7050.0,7050.0,7050.0,7050.0,7050.0,7050.0,7050.0,7050.0
3335,3336,,9308031.0,7051.0,9510168.0,7051.0,7051.0,7051.0,7051.0,7051.0,7051.0,7051.0,7051.0
3336,3337,,9308035.0,7052.0,9706091.0,7052.0,7052.0,7052.0,7052.0,7052.0,7052.0,7052.0,7052.0
3337,3338,9712236.0,9308036.0,7053.0,9706129.0,7053.0,7053.0,7053.0,7053.0,7053.0,7053.0,7053.0,7053.0
3338,3339,,9308038.0,7054.0,9706148.0,7054.0,7054.0,7054.0,7054.0,7054.0,7054.0,7054.0,7054.0
3339,3340,,9308041.0,7055.0,9706156.0,7055.0,7055.0,7055.0,7055.0,7055.0,7055.0,7055.0,7055.0
3340,3341,4005.0,9308044.0,7056.0,9706157.0,7056.0,7056.0,7056.0,7056.0,7056.0,7056.0,7056.0,7056.0
3341,3342,9705225.0,9308045.0,7058.0,9706159.0,7058.0,7058.0,7058.0,7058.0,7058.0,7058.0,7058.0,7058.0
3342,3343,,9308046.0,7060.0,9510184.0,7060.0,7060.0,7060.0,7060.0,7060.0,7060.0,7060.0,7060.0
3343,3344,,9308047.0,7061.0,9706173.0,7061.0,7061.0,7061.0,7061.0,7061.0,7061.0,7061.0,7061.0
3344,3345,,9308048.0,7062.0,9706176.0,7062.0,7062.0,7062.0,7062.0,7062.0,7062.0,7062.0,7062.0
3345,3346,,9308049.0,7063.0,9706179.0,7063.0,7063.0,7063.0,7063.0,7063.0,7063.0,7063.0,7063.0
3346,3347,,9308051.0,7064.0,9706184.0,7064.0,7064.0,7064.0,7064.0,7064.0,7064.0,7064.0,7064.0
3347,3348,,9308053.0,7065.0,9706201.0,7065.0,7065.0,7065.0,7065.0,7065.0,7065.0,7065.0,7065.0
3348,3349,3152.0,9308054.0,7066.0,9706221.0,7066.0,7066.0,7066.0,7066.0,7066.0,7066.0,7066.0,7066.0
3349,3350,,9308058.0,7067.0,7037.0,7067.0,7067.0,7067.0,7067.0,7067.0,7067.0,7067.0,7067.0
3350,3351,,9308063.0,9510230.0,7060.0,9510230.0,9510230.0,9510230.0,9510230.0,9510230.0,9510230.0,9510230.0,9510230.0
3351,3352,,9308067.0,7069.0,7099.0,7069.0,7069.0,7069.0,7069.0,7069.0,7069.0,7069.0,7069.0
3352,3353,,9308068.0,7070.0,7113.0,7070.0,7070.0,7070.0,7070.0,7070.0,7070.0,7070.0,7070.0
3353,3354,5183.0,9308070.0,7071.0,7150.0,7071.0,7071.0,7071.0,7071.0,7071.0,7071.0,7071.0,7071.0
3354,3355,5248.0,9308072.0,9510231.0,7161.0,9510231.0,9510231.0,9510231.0,9510231.0,9510231.0,9510231.0,9510231.0,9510231.0
3355,3356,,9308073.0,7073.0,7172.0,7073.0,7073.0,7073.0,7073.0,7073.0,7073.0,7073.0,7073.0
3356,3357,,9308074.0,7074.0,7241.0,7074.0,7074.0,7074.0,7074.0,7074.0,7074.0,7074.0,7074.0
3357,3358,12044.0,9308075.0,7075.0,9707001.0,7075.0,7075.0,7075.0,7075.0,7075.0,7075.0,7075.0,7075.0
3358,3359,12156.0,9308078.0,7076.0,9707019.0,7076.0,7076.0,7076.0,7076.0,7076.0,7076.0,7076.0,7076.0
3359,3360,,9308080.0,7077.0,9707028.0,7077.0,7077.0,7077.0,7077.0,7077.0,7077.0,7077.0,7077.0
3360,3361,,9308081.0,7078.0,9707031.0,7078.0,7078.0,7078.0,7078.0,7078.0,7078.0,7078.0,7078.0
3361,3362,,9308083.0,7079.0,9707032.0,7079.0,7079.0,7079.0,7079.0,7079.0,7079.0,7079.0,7079.0
3362,3363,,9308085.0,7080.0,9707065.0,7080.0,7080.0,7080.0,7080.0,7080.0,7080.0,7080.0,7080.0
3363,3364,,9308087.0,7081.0,9707073.0,7081.0,7081.0,7081.0,7081.0,7081.0,7081.0,7081.0,7081.0
3364,3365,6222.0,9308090.0,7082.0,9707113.0,7082.0,7082.0,7082.0,7082.0,7082.0,7082.0,7082.0,7082.0
3365,3366,,9308091.0,7083.0,9707150.0,7083.0,7083.0,7083.0,7083.0,7083.0,7083.0,7083.0,7083.0
3366,3367,,9308094.0,7084.0,9707191.0,7084.0,7084.0,7084.0,7084.0,7084.0,7084.0,7084.0,7084.0
3367,3368,9710032.0,9308095.0,7086.0,9707195.0,7086.0,7086.0,7086.0,7086.0,7086.0,7086.0,7086.0,7086.0
3368,3369,9712040.0,9308096.0,7087.0,9707215.0,7087.0,7087.0,7087.0,7087.0,7087.0,7087.0,7087.0,7087.0
3369,3370,,9308100.0,7088.0,9707222.0,7088.0,7088.0,7088.0,7088.0,7088.0,7088.0,7088.0,7088.0
3370,3371,,9308101.0,7089.0,9707234.0,7089.0,7089.0,7089.0,7089.0,7089.0,7089.0,7089.0,7089.0
3371,3372,,9308102.0,7090.0,8005.0,7090.0,7090.0,7090.0,7090.0,7090.0,7090.0,7090.0,7090.0
3372,3373,,9308103.0,7091.0,8022.0,7091.0,7091.0,7091.0,7091.0,7091.0,7091.0,7091.0,7091.0
3373,3374,,9308107.0,7092.0,8100.0,7092.0,7092.0,7092.0,7092.0,7092.0,7092.0,7092.0,7092.0
3374,3375,9703134.0,9308109.0,7093.0,8111.0,7093.0,7093.0,7093.0,7093.0,7093.0,7093.0,7093.0,7093.0
3375,3376,,9308110.0,7094.0,8146.0,7094.0,7094.0,7094.0,7094.0,7094.0,7094.0,7094.0,7094.0
3376,3377,,2001.0,7095.0,8168.0,7095.0,7095.0,7095.0,7095.0,7095.0,7095.0,7095.0,7095.0
3377,3378,4134.0,2002.0,7096.0,8222.0,7096.0,7096.0,7096.0,7096.0,7096.0,7096.0,7096.0,7096.0
3378,3379,5156.0,9308116.0,7097.0,9708006.0,7097.0,7097.0,7097.0,7097.0,7097.0,7097.0,7097.0,7097.0
3379,3380,,2006.0,7098.0,9708038.0,7098.0,7098.0,7098.0,7098.0,7098.0,7098.0,7098.0,7098.0
3380,3381,,2007.0,7099.0,9708053.0,7099.0,7099.0,7099.0,7099.0,7099.0,7099.0,7099.0,7099.0
3381,3382,,2008.0,7100.0,9708089.0,7100.0,7100.0,7100.0,7100.0,7100.0,7100.0,7100.0,7100.0
3382,3383,,2009.0,7101.0,9708091.0,7101.0,7101.0,7101.0,7101.0,7101.0,7101.0,7101.0,7101.0
3383,3384,,9308122.0,7102.0,9708126.0,7102.0,7102.0,7102.0,7102.0,7102.0,7102.0,7102.0,7102.0
3384,3385,,2010.0,7104.0,9033.0,7104.0,7104.0,7104.0,7104.0,7104.0,7104.0,7104.0,7104.0
3385,3386,,2011.0,7105.0,9048.0,7105.0,7105.0,7105.0,7105.0,7105.0,7105.0,7105.0,7105.0
3386,3387,4028.0,2012.0,7106.0,9052.0,7106.0,7106.0,7106.0,7106.0,7106.0,7106.0,7106.0,7106.0
3387,3388,9710073.0,9308124.0,7107.0,9073.0,7107.0,7107.0,7107.0,7107.0,7107.0,7107.0,7107.0,7107.0
3388,3389,4021.0,2015.0,7108.0,9077.0,7108.0,7108.0,7108.0,7108.0,7108.0,7108.0,7108.0,7108.0
3389,3390,,2016.0,7109.0,9111.0,7109.0,7109.0,7109.0,7109.0,7109.0,7109.0,7109.0,7109.0
3390,3391,,9308125.0,7110.0,9113.0,7110.0,7110.0,7110.0,7110.0,7110.0,7110.0,7110.0,7110.0
3391,3392,,2019.0,9510238.0,9128.0,9510238.0,9510238.0,9510238.0,9510238.0,9510238.0,9510238.0,9510238.0,9510238.0
3392,3393,,2021.0,7111.0,9150.0,7111.0,7111.0,7111.0,7111.0,7111.0,7111.0,7111.0,7111.0
3393,3394,,2023.0,7113.0,9174.0,7113.0,7113.0,7113.0,7113.0,7113.0,7113.0,7113.0,7113.0
3394,3395,,9308136.0,7114.0,9197.0,7114.0,7114.0,7114.0,7114.0,7114.0,7114.0,7114.0,7114.0
3395,3396,,2024.0,7115.0,9203.0,7115.0,7115.0,7115.0,7115.0,7115.0,7115.0,7115.0,7115.0
3396,3397,4157.0,9308135.0,7116.0,9235.0,7116.0,7116.0,7116.0,7116.0,7116.0,7116.0,7116.0,7116.0
3397,3398,5153.0,9308139.0,9510240.0,9239.0,9510240.0,9510240.0,9510240.0,9510240.0,9510240.0,9510240.0,9510240.0,9510240.0
3398,3399,,2027.0,7119.0,9248.0,7119.0,7119.0,7119.0,7119.0,7119.0,7119.0,7119.0,7119.0
3399,3400,,2028.0,7120.0,106047.0,7120.0,7120.0,7120.0,7120.0,7120.0,7120.0,7120.0,7120.0
3400,3401,,2030.0,7121.0,106074.0,7121.0,7121.0,7121.0,7121.0,7121.0,7121.0,7121.0,7121.0
3401,3402,3160.0,2025.0,7122.0,9709030.0,7122.0,7122.0,7122.0,7122.0,7122.0,7122.0,7122.0,7122.0
3402,3403,4115.0,2029.0,7123.0,9709063.0,7123.0,7123.0,7123.0,7123.0,7123.0,7123.0,7123.0,7123.0
3403,3404,,9308145.0,7124.0,9709076.0,7124.0,7124.0,7124.0,7124.0,7124.0,7124.0,7124.0,7124.0
3404,3405,,2034.0,7125.0,9709097.0,7125.0,7125.0,7125.0,7125.0,7125.0,7125.0,7125.0,7125.0
3405,3406,,2037.0,7126.0,9709101.0,7126.0,7126.0,7126.0,7126.0,7126.0,7126.0,7126.0,7126.0
3406,3407,,9308149.0,7127.0,9709120.0,7127.0,7127.0,7127.0,7127.0,7127.0,7127.0,7127.0,7127.0
3407,3408,3118.0,2033.0,7128.0,9709121.0,7128.0,7128.0,7128.0,7128.0,7128.0,7128.0,7128.0,7128.0
3408,3409,9707214.0,2039.0,7129.0,9709147.0,7129.0,7129.0,7129.0,7129.0,7129.0,7129.0,7129.0,7129.0
3409,3410,8142.0,2040.0,7130.0,9709189.0,7130.0,7130.0,7130.0,7130.0,7130.0,7130.0,7130.0,7130.0
3410,3411,,2044.0,7131.0,9709190.0,7131.0,7131.0,7131.0,7131.0,7131.0,7131.0,7131.0,7131.0
3411,3412,,2043.0,7132.0,9709207.0,7132.0,7132.0,7132.0,7132.0,7132.0,7132.0,7132.0,7132.0
