Id,Authorities-Score,Betweenness-Centrality,Closeness-Centrality,Degree-Centrality,Degree-Prestige,EigenVector-centrality,Harmonic-Centrality,Hub-Score,Katz-Centrality,Load-centrality,Page-Rank,Percolation-Centrality,score
9312010,4.15E-10,1.24E-08,,0.000152724,7.64E-05,,,,,,,,
9705232,0.000119614,1.49E-05,,0.001832691,0.001107251,,,,,,,,
9705233,2.89E-06,2.87E-07,,0.000419992,0.000114543,,,,,,,,
9705234,2.46E-09,8.02E-09,,0.000152724,7.64E-05,,,,,,,,
9312018,4.12E-06,2.33E-08,,0.000305448,0.000152724,,,,,,,,
9705236,0,0,,0.000878164,0.000878164,,,,,,,,
9705237,1.67E-05,9.24E-06,,0.000572716,0.000267267,,,,,,,,
9705238,8.03E-06,0,,7.64E-05,0,,,,,,,,
9312014,1.05E-09,0,,3.82E-05,0,,,,,,,,
9705240,9.21E-06,1.11E-05,,0.001259975,0.000839983,,,,,,,,
9705241,4.01E-05,7.08E-05,,0.001336337,0.000954526,,,,,,,,
9705242,5.51E-05,4.65E-07,,0.000419992,0.000114543,,,,,,,,
9705243,7.24E-07,1.60E-08,,0.000190905,3.82E-05,,,,,,,,
9705244,1.60E-07,2.43E-09,,0.000190905,0.000152724,,,,,,,,
9312021,5.35E-06,1.77E-07,,0.000229086,7.64E-05,,,,,,,,
9312025,7.69E-07,0,,3.82E-05,0,,,,,,,,
9312027,3.73E-08,4.37E-09,,0.000152724,3.82E-05,,,,,,,,
9312032,2.75E-07,2.92E-09,,0.000152724,3.82E-05,,,,,,,,
9312030,1.41E-08,3.64E-09,,7.64E-05,3.82E-05,,,,,,,,
9312034,0,0,,3.82E-05,3.82E-05,,,,,,,,
9312031,3.69E-09,5.35E-09,,0.000152724,3.82E-05,,,,,,,,
9312036,3.46E-06,9.35E-08,,0.000305448,3.82E-05,,,,,,,,
9312035,-8.19E-23,0,,3.82E-05,0,,,,,,,,
9312037,6.42E-14,0,,3.82E-05,0,,,,,,,,
9312039,8.84E-11,4.37E-09,,0.000152724,7.64E-05,,,,,,,,
9312040,2.22E-08,1.46E-09,,0.000114543,7.64E-05,,,,,,,,
9312041,8.10E-10,6.10E-08,,0.000114543,3.82E-05,,,,,,,,
9312042,2.34E-07,2.06E-05,,0.000152724,3.82E-05,,,,,,,,
9312043,3.97E-09,1.51E-05,,0.000572716,0.000343629,,,,,,,,
9312045,1.26E-07,1.48E-06,,0.000305448,0.000229086,,,,,,,,
9312047,0,0,,0.000610897,0.000610897,,,,,,,,
9312048,-1.47E-22,1.29E-06,,0.000305448,0.000267267,,,,,,,,
9312049,1.29E-07,2.10E-06,,0.000419992,0.000190905,,,,,,,,
9312050,0,0,,0.000114543,0.000114543,,,,,,,,
9312055,-2.44E-23,1.75E-08,,0.000114543,7.64E-05,,,,,,,,
9312057,6.65E-11,1.46E-09,,7.64E-05,3.82E-05,,,,,,,,
9312058,3.17E-06,2.22E-07,,0.000229086,0.000190905,,,,,,,,
9312059,0,0,,0.000839983,0.000839983,,,,,,,,
9312060,8.56E-10,0,,7.64E-05,3.82E-05,,,,,,,,
9312062,0,0,,0.000305448,0.000305448,,,,,,,,
9312065,0,0,,3.82E-05,3.82E-05,,,,,,,,
9312066,-2.70E-22,3.64E-07,,0.000114543,3.82E-05,,,,,,,,
9312067,1.37E-11,0,,3.82E-05,0,,,,,,,,
9312068,1.37E-10,8.75E-09,,0.000114543,7.64E-05,,,,,,,,
9312069,0,0,,3.82E-05,3.82E-05,,,,,,,,
9312070,-2.22E-22,0,,7.64E-05,0,,,,,,,,
9510010,-1.73E-22,7.44E-08,,0.000114543,3.82E-05,,,,,,,,
9312073,1.28E-10,2.19E-09,,0.000114543,3.82E-05,,,,,,,,
9312075,1.97E-08,7.77E-06,,0.000381811,0.000114543,,,,,,,,
9510011,3.22E-23,1.46E-09,,7.64E-05,3.82E-05,,,,,,,,
9312079,0,0,,3.82E-05,3.82E-05,,,,,,,,
9312080,0,0,,0.000229086,0.000229086,,,,,,,,
9312081,1.35E-12,3.85E-07,,0.000190905,0.000114543,,,,,,,,
9312085,0,0,,7.64E-05,7.64E-05,,,,,,,,
9312087,1.67E-10,0,,0.000152724,0.000114543,,,,,,,,
9312089,0,0,,3.82E-05,3.82E-05,,,,,,,,
9312090,0,0,,3.82E-05,3.82E-05,,,,,,,,
9312092,0,0,,3.82E-05,3.82E-05,,,,,,,,
9312093,2.22E-08,1.46E-09,,7.64E-05,3.82E-05,,,,,,,,
9312094,3.00E-08,4.39E-07,,0.000229086,0.000152724,,,,,,,,
9312095,1.36E-06,4.37E-09,,0.000190905,7.64E-05,,,,,,,,
9312096,0,0,,3.82E-05,3.82E-05,,,,,,,,
9312097,1.50E-08,2.82E-09,,0.000114543,7.64E-05,,,,,,,,
9510015,2.53E-22,0,,3.82E-05,0,,,,,,,,
9312099,0,0,,3.82E-05,3.82E-05,,,,,,,,
9312101,0,0,,7.64E-05,7.64E-05,,,,,,,,
9312102,0,0,,0.000229086,0.000229086,,,,,,,,
9312103,0,0,,3.82E-05,3.82E-05,,,,,,,,
9312104,5.04E-06,5.56E-06,,0.000763621,0.000687259,,,,,,,,
9312105,0,0,,3.82E-05,3.82E-05,,,,,,,,
9312107,4.36E-07,8.35E-07,,0.000229086,0.000152724,,,,,,,,
9312108,3.48E-09,5.10E-09,,0.000305448,0.000267267,,,,,,,,
9312109,2.00E-10,0,,3.82E-05,0,,,,,,,,
9312111,4.47E-09,5.83E-09,,7.64E-05,3.82E-05,,,,,,,,
9510018,0,0,,3.82E-05,3.82E-05,,,,,,,,
6001,0,0,,3.82E-05,3.82E-05,,,,,,,,
9312114,0,0,,0.000496354,,,,,,,,,
6003,6.25E-07,2.72E-08,,0.000649078,,,,,,,,,
6004,1.57E-08,4.77E-08,,0.000152724,,,,,,,,,
6005,3.16E-22,1.97E-06,,0.000229086,,,,,,,,,
9312118,5.54E-08,1.33E-05,,0.000687259,,,,,,,,,
6007,7.69E-05,2.71E-06,,0.001183613,,,,,,,,,
6008,0.000603812,4.17E-06,,0.001030888,,,,,,,,,
6009,0.00018867,1.11E-05,,0.000572716,,,,,,,,,
6010,3.01E-05,5.47E-06,,0.000496354,,,,,,,,,
6011,2.60E-05,4.62E-06,,0.000839983,,,,,,,,,
9312122,4.01E-07,0,,0.000114543,,,,,,,,,
6013,0.000123034,1.97E-06,,0.000954526,,,,,,,,,
6014,0.00015121,1.06E-05,,0.000687259,,,,,,,,,
9312120,6.06E-07,0,,3.82E-05,,,,,,,,,
9312127,5.66E-06,1.39E-07,,0.000190905,,,,,,,,,
6016,7.32E-08,0,,0.000229086,,,,,,,,,
6018,6.87E-05,4.43E-06,,0.000649078,,,,,,,,,
6019,0.000160993,3.90E-06,,0.000763621,,,,,,,,,
6012,0,0,,3.82E-05,,,,,,,,,
6015,5.21E-07,5.90E-08,,0.000114543,,,,,,,,,
6022,0.000462231,2.88E-06,,0.000610897,,,,,,,,,
6023,0.000357025,0.000174448,,0.001565423,,,,,,,,,
6024,0.000454951,4.81E-06,,0.001298156,,,,,,,,,
6017,3.58E-06,1.57E-07,,0.000496354,,,,,,,,,
6026,2.73E-06,4.54E-06,,0.000381811,,,,,,,,,
9312139,1.71E-09,2.92E-09,,0.000114543,,,,,,,,,
6028,5.79E-05,1.48E-05,,0.001259975,,,,,,,,,
9312140,3.14E-10,0,,0.000152724,,,,,,,,,
6030,9.74E-05,9.18E-06,,0.001298156,,,,,,,,,
9312141,9.77E-10,0,,0.000152724,,,,,,,,,
6032,9.34E-06,0,,7.64E-05,,,,,,,,,
6033,0.000113592,2.19E-05,,0.001832691,,,,,,,,,
9312143,1.18E-06,2.88E-07,,0.000152724,,,,,,,,,
6035,1.60E-05,1.49E-05,,0.000954526,,,,,,,,,
9312144,1.06E-08,1.45E-06,,0.000267267,,,,,,,,,
6037,0.000696243,2.41E-07,,0.000649078,,,,,,,,,
9312150,1.43E-06,6.27E-06,,0.000343629,,,,,,,,,
9312145,1.44E-07,3.59E-06,,0.000381811,,,,,,,,,
9312151,2.96E-10,4.37E-09,,7.64E-05,,,,,,,,,
6041,0.000620011,6.05E-07,,0.000687259,,,,,,,,,
9312154,1.42E-06,3.49E-07,,0.000229086,,,,,,,,,
6043,0.000450399,1.40E-06,,0.000572716,,,,,,,,,
9312156,2.04E-09,4.27E-09,,0.000152724,,,,,,,,,
9510026,3.75E-08,2.08E-06,,0.000114543,,,,,,,,,
6046,7.65E-05,8.73E-07,,0.000801802,,,,,,,,,
6047,3.55E-05,0.000144932,,0.001412699,,,,,,,,,
6048,0.000333737,5.12E-06,,0.000878164,,,,,,,,,
6049,2.16E-05,5.70E-06,,0.000610897,,,,,,,,,
6050,8.71E-06,2.40E-09,,7.64E-05,,,,,,,,,
6051,8.51E-08,8.04E-08,,0.000267267,,,,,,,,,
6052,0.000138081,2.57E-06,,0.000572716,,,,,,,,,
9312158,0,0,,0.000381811,,,,,,,,,
6054,1.86E-06,1.06E-06,,0.000305448,,,,,,,,,
9312159,0,0,,0.000190905,,,,,,,,,
6056,6.72E-05,4.42E-07,,0.000419992,,,,,,,,,
9312160,8.96E-07,1.17E-08,,0.000152724,,,,,,,,,
6058,0.000290647,5.07E-06,,0.000649078,,,,,,,,,
6059,6.46E-05,1.32E-06,,0.000763621,,,,,,,,,
6060,0.000625679,3.38E-05,,0.001107251,,,,,,,,,
9312164,2.71E-10,3.91E-07,,0.000305448,,,,,,,,,
6062,0.000116324,0.000126333,,0.00251995,,,,,,,,,
6063,5.97E-05,1.08E-06,,0.000381811,,,,,,,,,
6064,3.82E-07,1.07E-07,,0.000763621,,,,,,,,,
9312176,2.20E-06,0,,3.82E-05,,,,,,,,,
6066,0.000195096,0.000202457,,0.00217632,,,,,,,,,
6067,2.15E-05,8.16E-06,,0.000572716,,,,,,,,,
9312171,4.62E-06,4.54E-06,,0.000572716,,,,,,,,,
6069,7.81E-05,2.66E-05,,0.000801802,,,,,,,,,
6070,1.95E-05,1.49E-05,,0.000649078,,,,,,,,,
6071,0.000152791,3.69E-05,,0.002481769,,,,,,,,,
9312179,1.94E-08,1.38E-08,,0.000305448,,,,,,,,,
6073,6.15E-05,2.91E-06,,0.000267267,,,,,,,,,
9312182,1.49E-06,1.41E-08,,0.000458173,,,,,,,,,
9312185,1.74E-07,3.70E-08,,0.000419992,,,,,,,,,
9312186,0,0,,0.000305448,,,,,,,,,
9312189,8.26E-06,1.46E-05,,0.000763621,,,,,,,,,
6077,2.58E-06,7.99E-07,,0.000343629,,,,,,,,,
9312187,5.51E-09,2.51E-06,,0.000381811,,,,,,,,,
9312188,4.50E-07,6.21E-06,,0.000419992,,,,,,,,,
9312190,4.53E-07,3.97E-06,,0.000190905,,,,,,,,,
9312194,5.72E-06,2.04E-05,,0.000534535,,,,,,,,,
9312192,2.24E-07,1.64E-05,,0.000267267,,,,,,,,,
6075,-1.09E-24,0,,0.000114543,,,,,,,,,
6085,0.000126051,3.86E-05,,0.001641785,,,,,,,,,
6086,4.63E-05,8.24E-08,,0.000496354,,,,,,,,,
6087,5.08E-05,6.65E-07,,0.000305448,,,,,,,,,
9312198,2.81E-07,5.16E-06,,0.000114543,,,,,,,,,
9312200,0,0,,0.000190905,,,,,,,,,
6090,7.13E-05,1.22E-07,,0.000496354,,,,,,,,,
6091,0.000211648,2.09E-05,,0.001527242,,,,,,,,,
9312201,8.42E-10,0,,7.64E-05,,,,,,,,,
6093,0.000100452,0.000113659,,0.000801802,,,,,,,,,
9312202,1.54E-09,6.85E-08,,7.64E-05,,,,,,,,,
9312206,0,0,,0.000687259,,,,,,,,,
6088,4.28E-05,1.89E-07,,0.000992707,,,,,,,,,
9312209,8.25E-09,9.39E-06,,0.000190905,,,,,,,,,
9312210,3.82E-07,3.92E-07,,0.000419992,,,,,,,,,
6094,3.21E-06,1.76E-05,,0.000419992,,,,,,,,,
6100,9.49E-05,7.84E-05,,0.001412699,,,,,,,,,
6101,1.59E-05,1.35E-07,,0.000419992,,,,,,,,,
9312213,1.38E-08,2.77E-06,,0.000229086,,,,,,,,,
6103,0.000461705,1.93E-05,,0.001603604,,,,,,,,,
6096,1.36E-09,1.85E-06,,0.000152724,,,,,,,,,
6098,1.03E-05,2.63E-06,,0.000572716,,,,,,,,,
6099,0,0,,0.000114543,,,,,,,,,
6107,0.000249822,1.56E-05,,0.000419992,,,,,,,,,
6108,0.00011513,9.08E-06,,0.000496354,,,,,,,,,
6102,2.26E-05,4.06E-05,,0.000458173,,,,,,,,,
6110,4.57E-05,2.65E-05,,0.000305448,,,,,,,,,
6106,2.83E-07,1.68E-06,,0.000610897,,,,,,,,,
6112,0.000137711,4.01E-05,,0.001489061,,,,,,,,,
6113,6.73E-05,1.42E-05,,0.001030888,,,,,,,,,
6114,0.000111002,4.36E-06,,0.000839983,,,,,,,,,
6115,0.000625991,3.86E-07,,0.000954526,,,,,,,,,
6111,3.37E-09,5.10E-09,,0.000381811,,,,,,,,,
6116,6.82E-11,4.37E-09,,0.000152724,,,,,,,,,
6117,1.40E-05,1.52E-05,,0.00072544,,,,,,,,,
6119,3.08E-05,9.88E-05,,0.00106907,,,,,,,,,
6120,0.00011176,3.62E-06,,0.000610897,,,,,,,,,
6118,9.81E-12,0,,7.64E-05,,,,,,,,,
6122,0.000225628,8.90E-06,,0.001145432,,,,,,,,,
6123,2.47E-11,3.79E-08,,0.000152724,,,,,,,,,
6121,3.11E-11,4.62E-08,,0.000343629,,,,,,,,,
6126,3.46E-10,0,,3.82E-05,,,,,,,,,
6131,3.46E-10,0,,7.64E-05,,,,,,,,,
6132,0.000205997,3.00E-06,,0.000610897,,,,,,,,,
6134,0.000290149,9.28E-08,,0.000534535,,,,,,,,,
6135,1.19E-05,1.94E-09,,7.64E-05,,,,,,,,,
6136,4.45E-23,0,,3.82E-05,,,,,,,,,
6137,6.91E-05,3.89E-06,,0.000649078,,,,,,,,,
6138,0,0,,3.82E-05,,,,,,,,,
6139,0.000116635,0.000211794,,0.001947234,,,,,,,,,
6140,0.000210501,5.36E-06,,0.000916345,,,,,,,,,
6141,3.62E-05,2.19E-07,,0.00072544,,,,,,,,,
9510046,0,0,,3.82E-05,,,,,,,,,
6143,0,0,,3.82E-05,,,,,,,,,
9510047,2.53E-09,4.21E-08,,0.000229086,,,,,,,,,
6145,2.24E-05,6.41E-05,,0.001298156,,,,,,,,,
6144,2.17E-06,8.47E-06,,0.000343629,,,,,,,,,
6147,2.44E-08,5.10E-09,,0.000229086,,,,,,,,,
6146,3.52E-06,5.97E-07,,0.000534535,,,,,,,,,
6148,6.58E-07,2.91E-07,,0.000267267,,,,,,,,,
6150,2.53E-12,1.60E-08,,0.000152724,,,,,,,,,
6151,8.15E-06,5.71E-05,,0.000687259,,,,,,,,,
6152,1.33E-07,1.94E-06,,0.000152724,,,,,,,,,
6153,6.57E-16,0,,0.000190905,,,,,,,,,
6154,5.49E-10,2.28E-08,,0.000229086,,,,,,,,,
9510048,1.02E-22,0,,3.82E-05,,,,,,,,,
6156,2.45E-09,2.28E-05,,0.000343629,,,,,,,,,
6157,1.64E-13,0,,7.64E-05,,,,,,,,,
6158,8.09E-05,1.05E-05,,0.000572716,,,,,,,,,
6159,9.82E-06,0,,0.000190905,,,,,,,,,
6160,0.000216232,3.75E-05,,0.001603604,,,,,,,,,
6161,2.15E-09,1.19E-06,,0.000190905,,,,,,,,,
6162,0,0,,3.82E-05,,,,,,,,,
6163,2.12E-22,5.98E-08,,0.000190905,,,,,,,,,
6164,7.91E-05,6.92E-07,,0.000343629,,,,,,,,,
6165,8.99E-05,1.22E-07,,0.000190905,,,,,,,,,
6166,8.40E-08,3.21E-08,,0.000305448,,,,,,,,,
6167,1.08E-07,2.26E-08,,0.000381811,,,,,,,,,
6168,0.000101745,5.37E-06,,0.000572716,,,,,,,,,
6169,2.96E-05,2.11E-08,,0.000229086,,,,,,,,,
6170,4.59E-08,2.19E-09,,0.000152724,,,,,,,,,
6171,2.45E-07,1.94E-08,,0.000305448,,,,,,,,,
6172,4.26E-07,0,,7.64E-05,,,,,,,,,
6173,5.12E-09,0,,0.000152724,,,,,,,,,
9510052,0,0,,3.82E-05,,,,,,,,,
6175,1.24E-09,4.08E-08,,0.000419992,,,,,,,,,
6176,0.000415443,7.16E-06,,0.001145432,,,,,,,,,
6177,-3.60E-23,2.19E-08,,7.64E-05,,,,,,,,,
6178,6.97E-08,3.74E-08,,0.000114543,,,,,,,,,
6179,0.000228405,3.71E-05,,0.000649078,,,,,,,,,
6180,3.58E-07,4.37E-09,,0.000229086,,,,,,,,,
6181,2.56E-06,4.98E-05,,0.000610897,,,,,,,,,
6182,6.42E-07,0,,7.64E-05,,,,,,,,,
6183,4.08E-07,4.11E-08,,0.000419992,,,,,,,,,
6184,0,0,,3.82E-05,,,,,,,,,
6185,0.000219152,9.50E-08,,0.000458173,,,,,,,,,
6186,2.45E-06,3.57E-08,,0.000229086,,,,,,,,,
6187,0,0,,7.64E-05,,,,,,,,,
6188,1.30E-07,0,,3.82E-05,,,,,,,,,
6189,2.74E-05,0.000118165,,0.000763621,,,,,,,,,
6190,0.000359203,1.43E-06,,0.001183613,,,,,,,,,
6191,8.86E-05,1.06E-06,,0.000878164,,,,,,,,,
6192,0.000582649,7.63E-05,,0.001145432,,,,,,,,,
6193,0.000102883,3.52E-06,,0.001030888,,,,,,,,,
6194,3.62E-05,0,,0.000267267,,,,,,,,,
9510057,0,0,,3.82E-05,,,,,,,,,
6196,0.000593366,1.03E-05,,0.000572716,,,,,,,,,
6197,6.02E-11,0,,3.82E-05,,,,,,,,,
6198,6.58E-05,1.49E-06,,0.000458173,,,,,,,,,
6199,0,0,,0.000114543,,,,,,,,,
6200,0,0,,3.82E-05,,,,,,,,,
6201,1.97E-05,4.69E-07,,0.000763621,,,,,,,,,
6202,0.00041849,3.54E-06,,0.00145088,,,,,,,,,
6203,5.03E-05,0.000129976,,0.001107251,,,,,,,,,
6204,0.000386223,8.79E-05,,0.001603604,,,,,,,,,
6205,-1.32E-23,0,,3.82E-05,,,,,,,,,
6206,7.88E-08,0,,3.82E-05,,,,,,,,,
6207,1.15E-08,1.63E-06,,0.000229086,,,,,,,,,
6208,6.66E-07,7.99E-07,,0.000114543,,,,,,,,,
6209,0.000153379,3.39E-05,,0.001374518,,,,,,,,,
6210,4.23E-05,1.02E-05,,0.000878164,,,,,,,,,
6211,2.13E-05,2.49E-08,,0.000343629,,,,,,,,,
6213,2.64E-06,3.17E-06,,0.000381811,,,,,,,,,
6214,-1.54E-22,3.64E-09,,0.000114543,,,,,,,,,
6215,0.000182294,4.56E-06,,0.001183613,,,,,,,,,
6216,7.52E-07,1.73E-07,,0.000534535,,,,,,,,,
6217,6.38E-07,2.92E-09,,0.000114543,,,,,,,,,
6218,6.09E-09,0,,0.000190905,,,,,,,,,
6219,0.000246677,5.19E-05,,0.001832691,,,,,,,,,
6220,2.31E-09,8.75E-09,,7.64E-05,,,,,,,,,
6221,4.23E-23,8.75E-09,,7.64E-05,,,,,,,,,
6222,6.33E-05,3.43E-06,,0.000610897,,,,,,,,,
6223,8.53E-06,1.41E-06,,0.000305448,,,,,,,,,
6224,5.87E-05,9.31E-06,,0.001832691,,,,,,,,,
6225,9.95E-05,2.80E-06,,0.000610897,,,,,,,,,
6226,0.000144604,5.55E-05,,0.000878164,,,,,,,,,
6227,2.97E-08,3.55E-08,,0.000381811,,,,,,,,,
6228,9.32E-05,9.60E-09,,0.000267267,,,,,,,,,
6229,2.98E-10,2.45E-08,,0.000267267,,,,,,,,,
6230,-2.73E-22,7.29E-10,,0.000114543,,,,,,,,,
6231,0.000306862,2.65E-07,,0.000610897,,,,,,,,,
6232,0.000501122,5.06E-05,,0.001603604,,,,,,,,,
6233,0,0,,0.000114543,,,,,,,,,
6234,7.85E-06,2.19E-09,,0.000343629,,,,,,,,,
6235,4.51E-06,2.98E-05,,0.000534535,,,,,,,,,
6236,0.000211909,0.000157672,,0.002214501,,,,,,,,,
6237,1.54E-22,2.92E-09,,0.000114543,,,,,,,,,
6238,5.10E-09,2.04E-08,,0.000305448,,,,,,,,,
6239,1.42E-05,2.73E-05,,0.000458173,,,,,,,,,
6240,8.90E-05,2.22E-06,,0.002978122,,,,,,,,,
6241,0,0,,3.82E-05,,,,,,,,,
6242,2.50E-05,2.94E-07,,0.00072544,,,,,,,,,
6243,2.22E-07,8.75E-09,,0.000152724,,,,,,,,,
6244,3.85E-05,0,,0.000229086,,,,,,,,,
6245,2.45E-06,3.85E-07,,0.000343629,,,,,,,,,
6246,3.06E-06,1.37E-06,,0.000916345,,,,,,,,,
6247,5.32E-05,8.35E-05,,0.000916345,,,,,,,,,
6248,1.97E-07,8.02E-09,,0.000229086,,,,,,,,,
6249,0,0,,7.64E-05,,,,,,,,,
6250,3.75E-22,0,,7.64E-05,,,,,,,,,
6251,0.000146007,0.000142101,,0.001909053,,,,,,,,,
9510110,0,0,,3.82E-05,,,,,,,,,
9510114,2.22E-10,1.10E-06,,0.000152724,,,,,,,,,
9510121,0,0,,0.000152724,,,,,,,,,
9510122,1.13E-07,3.88E-06,,7.64E-05,,,,,,,,,
9510123,-3.28E-22,2.33E-08,,7.64E-05,,,,,,,,,
9510126,2.13E-06,0,,7.64E-05,,,,,,,,,
9510127,2.13E-06,0,,0.000114543,,,,,,,,,
9510128,0,0,,3.82E-05,,,,,,,,,
9510131,4.79E-09,9.84E-08,,0.000381811,,,,,,,,,
9510133,3.01E-07,8.02E-09,,0.000190905,,,,,,,,,
9510136,1.36E-08,5.83E-09,,0.000190905,,,,,,,,,
9510139,1.96E-07,3.93E-05,,0.000267267,,,,,,,,,
9510141,3.05E-09,5.76E-06,,0.000458173,,,,,,,,,
9510145,3.38E-07,2.68E-05,,0.000114543,,,,,,,,,
9510146,1.24E-07,2.92E-09,,7.64E-05,,,,,,,,,
9510147,3.47E-07,1.60E-08,,0.000229086,,,,,,,,,
9510152,0,0,,3.82E-05,,,,,,,,,
9706002,9.20E-08,3.72E-06,,0.000152724,,,,,,,,,
9706003,1.56E-22,0,,3.82E-05,,,,,,,,,
9706005,0,0,,3.82E-05,,,,,,,,,
9706007,0,0,,0.000267267,,,,,,,,,
9706008,1.08E-05,0,,3.82E-05,,,,,,,,,
9706009,1.62E-06,1.75E-05,,0.000763621,,,,,,,,,
9706011,5.15E-05,0,,3.82E-05,,,,,,,,,
9706012,2.93E-07,1.46E-09,,7.64E-05,,,,,,,,,
9706013,0,0,,0.000267267,,,,,,,,,
9706014,8.86E-07,2.04E-08,,0.000114543,,,,,,,,,
9706015,0,0,,3.82E-05,,,,,,,,,
9706016,0,0,,3.82E-05,,,,,,,,,
9706017,4.76E-09,1.31E-06,,0.000419992,,,,,,,,,
9706018,1.08E-08,2.72E-08,,0.000267267,,,,,,,,,
9706019,1.37E-08,0,,0.000152724,,,,,,,,,
9706020,1.55E-07,2.67E-07,,0.000305448,,,,,,,,,
9706021,2.93E-09,4.50E-08,,0.000419992,,,,,,,,,
9706023,4.68E-05,8.79E-05,,0.000496354,,,,,,,,,
9706024,5.32E-05,1.48E-06,,0.000305448,,,,,,,,,
9706025,0.000458723,0.000102572,,0.002443587,,,,,,,,,
9510157,0,0,,0.000419992,,,,,,,,,
9706027,0,0,,0.000229086,,,,,,,,,
9706028,0,0,,3.82E-05,,,,,,,,,
9706030,1.08E-23,0,,7.64E-05,,,,,,,,,
9510158,0,0,,3.82E-05,,,,,,,,,
9706032,8.28E-06,4.93E-07,,0.000381811,,,,,,,,,
9706031,0,0,,0.000190905,,,,,,,,,
9706033,1.28E-07,1.12E-06,,0.000152724,,,,,,,,,
9706035,1.31E-06,3.44E-06,,0.000152724,,,,,,,,,
9706036,6.07E-10,1.92E-08,,7.64E-05,,,,,,,,,
9510159,0,0,,7.64E-05,,,,,,,,,
9706038,2.52E-07,3.79E-08,,0.000152724,,,,,,,,,
9706039,0.000107185,1.34E-07,,0.000343629,,,,,,,,,
9706040,1.84E-05,0.00010824,,0.000839983,,,,,,,,,
9706041,0,0,,7.64E-05,,,,,,,,,
9706042,-1.95E-22,2.92E-09,,7.64E-05,,,,,,,,,
9706037,9.05E-10,0,,3.82E-05,,,,,,,,,
9706044,1.23E-09,1.27E-07,,0.000267267,,,,,,,,,
9510160,-5.78E-23,1.46E-09,,7.64E-05,,,,,,,,,
9706046,0.000108795,7.07E-08,,0.000878164,,,,,,,,,
9706047,0.0002501,8.04E-05,,0.001909053,,,,,,,,,
9706048,3.76E-06,2.41E-07,,0.000152724,,,,,,,,,
9706049,4.07E-07,2.18E-06,,0.000190905,,,,,,,,,
9706050,0,0,,0.000343629,,,,,,,,,
9706051,0,0,,0.000801802,,,,,,,,,
9706052,0,0,,3.82E-05,,,,,,,,,
9706053,6.07E-10,1.60E-08,,7.64E-05,,,,,,,,,
9706054,0,0,,0.000190905,,,,,,,,,
9706055,9.66E-11,0,,0.000114543,,,,,,,,,
9706056,0,0,,0.000114543,,,,,,,,,
9706057,0.000163911,1.65E-05,,0.00072544,,,,,,,,,
9706058,1.64E-08,1.46E-08,,0.000114543,,,,,,,,,
9706059,0,0,,0.000229086,,,,,,,,,
9706060,1.70E-08,1.16E-06,,0.000190905,,,,,,,,,
9706061,2.28E-08,2.33E-08,,0.000114543,,,,,,,,,
9706062,2.84E-09,6.59E-08,,0.000305448,,,,,,,,,
9706064,0,0,,3.82E-05,,,,,,,,,
9706065,0,0,,3.82E-05,,,,,,,,,
9706066,2.83E-06,6.56E-05,,0.000534535,,,,,,,,,
9706067,4.49E-09,0,,0.000152724,,,,,,,,,
9706068,1.11E-07,8.75E-09,,0.000114543,,,,,,,,,
9706069,3.61E-06,8.65E-08,,0.000152724,,,,,,,,,
9706070,4.63E-10,1.46E-09,,0.000152724,,,,,,,,,
9706071,7.47E-05,7.94E-05,,0.001183613,,,,,,,,,
9706072,0,0,,0.001298156,,,,,,,,,
9706073,0.000234605,3.13E-06,,0.000649078,,,,,,,,,
9510165,0,0,,3.82E-05,,,,,,,,,
9706075,7.98E-06,4.96E-09,,0.000229086,,,,,,,,,
9706076,9.90E-05,8.40E-06,,0.001145432,,,,,,,,,
9510167,9.87E-11,6.84E-07,,0.000419992,,,,,,,,,
9706078,0,0,,0.000572716,,,,,,,,,
9706079,0,0,,0.000229086,,,,,,,,,
9706080,5.17E-09,5.83E-09,,0.000114543,,,,,,,,,
9510168,8.23E-10,6.34E-08,,0.000229086,,,,,,,,,
9706082,0,0,,0.001336337,,,,,,,,,
9706083,7.87E-05,3.42E-07,,0.000152724,,,,,,,,,
9706084,2.36E-23,0,,7.64E-05,,,,,,,,,
9706077,0,0,,3.82E-05,,,,,,,,,
9706086,9.09E-10,2.92E-09,,0.000152724,,,,,,,,,
9706087,0.000141011,4.25E-05,,0.001107251,,,,,,,,,
9706088,3.26E-09,2.92E-09,,0.000190905,,,,,,,,,
9706089,0,0,,0.001183613,,,,,,,,,
9706090,0,0,,0.000190905,,,,,,,,,
9706091,0,0,,0.000229086,,,,,,,,,
9706092,1.16E-07,0,,0.000152724,,,,,,,,,
9706093,1.73E-05,4.45E-06,,0.000305448,,,,,,,,,
9706094,4.00E-05,1.50E-05,,0.000419992,,,,,,,,,
9706095,9.37E-05,9.53E-07,,0.000458173,,,,,,,,,
9706096,0.000151585,0.000196584,,0.001183613,,,,,,,,,
9706097,0,0,,0.000534535,,,,,,,,,
9706098,1.00E-11,1.17E-08,,0.000190905,,,,,,,,,
9706099,0,0,,0.000458173,,,,,,,,,
9706100,4.44E-05,1.25E-05,,0.001030888,,,,,,,,,
9706101,1.29E-06,1.88E-05,,0.000305448,,,,,,,,,
9706102,2.45E-10,1.68E-06,,0.000190905,,,,,,,,,
9706103,1.97E-08,5.10E-08,,0.000190905,,,,,,,,,
