,Id,BCT,hubscore,authoritiesscore,closeness centrality,degree centrality,degree_prestige,eigenvector centrality,Harmonic centrality,Page-Rank,Percolation-Centrality,betweenness centrality,scores
2993,101021,0.011666444,1.14e-06,3.66e-05,0.052085741,0.001266098,3.62e-05,1.09e-06,1841.040914,4.38e-05,1.31e-06,1.31e-06,0.669261646
2996,101025,0.028332792,2.29e-06,0.00010101,0.039234018,0.003074808,7.23e-05,1.06e-10,1464.633548,3.43e-05,7.13e-07,7.13e-07,0.254472132
2997,101026,0.039665909,6.94e-06,0.000103141,0.083780852,0.004304732,0.000217045,0.010736176,3054.913103,3.25e-05,2.05e-05,2.05e-05,0.099244091
2998,101027,0.035332659,1.04e-05,0.000101829,0.078091904,0.003834467,0.000506439,0.006757286,2638.845444,2.78e-05,8.25e-06,8.25e-06,0.221390745
2999,101028,0.030999408,1.16e-06,0.000102591,0.082271633,0.003364202,3.62e-05,0.003293404,2772.803141,2.45e-05,1.67e-07,1.67e-07,0.035626093
3000,101029,0.058665547,9.64e-05,0.000101934,0.068180984,0.006366662,0.003472725,0.000107974,2373.583713,1.61e-05,6.34e-05,6.34e-05,0.748147949
3001,101030,0.027332811,1.14e-06,0.000101363,0.069874145,0.002966286,3.62e-05,0.000488216,2418.725613,1.66e-05,6.08e-08,6.08e-08,0.221390745
3003,101032,0.028999446,3.43e-06,0.000101268,0.068075135,0.003147157,0.000144697,5.66e-05,2421.617979,5.13e-05,2.16e-05,2.16e-05,0.333358435
3005,101034,0.004666578,1.22e-06,1.82e-09,0.045364624,0.000506439,0.000180871,3.16e-08,1518.100794,4.33e-05,6.85e-05,6.85e-05,0.218845969
3007,101036,0.051332353,8.47e-06,0.000101092,0.062931103,0.005570829,0.000434091,1.98e-05,2270.896332,0.000337766,0.000170359,0.000170359,0.239203756
3008,101037,0.028666119,1.03e-05,0.000100995,0.032433528,0.003110982,0.000325568,5.38e-13,1243.302659,2.59e-05,1.36e-06,1.36e-06,0.216301263
3009,101038,0.041332544,3.49e-06,0.000102302,0.081132939,0.004485603,0.000144697,0.010132846,2819.725592,3.73e-05,5.41e-05,5.41e-05,0.381708127
3010,101039,0.034999332,8.05e-06,0.0001019,0.069525985,0.003798293,0.000325568,0.000137532,2490.801931,4.29e-05,0.000169018,0.000169018,0.440236713
3012,101041,0.026332831,1.14e-06,0.00010102,0.061406124,0.002857763,3.62e-05,2.1e-05,2040.198054,0.000186229,0.0,0.0,0.010178894
3014,101043,0.040332563,2.31e-05,0.000102777,0.077000893,0.00437708,0.000759659,0.005534833,2795.223082,3.23e-05,6.87e-05,6.87e-05,0.033081387
3016,101045,0.027999465,1.15e-06,0.000101857,0.073811841,0.003038634,3.62e-05,0.000343351,2572.89259,1.73e-05,1.96e-06,1.96e-06,0.241748462
3017,101046,0.025999504,2.29e-06,0.000100998,0.070417948,0.002821589,7.23e-05,0.000105318,2420.168293,1.82e-05,1.59e-06,1.59e-06,0.24938265
3022,101051,0.027999465,1.14e-06,0.000101005,0.037808149,0.003038634,3.62e-05,8.85e-11,1349.385859,3.75e-05,2.61e-08,2.61e-08,0.363895116
3025,101055,0.00333327,3.67e-06,9.29e-08,0.00942094,0.000361742,0.000289394,4.51e-19,296.7401515,1.57e-05,3.97e-06,3.97e-06,0.269740437
3028,101058,0.030332754,4.59e-06,0.000101887,0.075458729,0.003291854,0.000144697,0.000470256,2714.794424,2.69e-05,2.96e-05,2.96e-05,0.259561543
3031,101061,0.0296661,3.46e-06,0.000101363,0.074334148,0.003219505,0.000180871,0.001739036,2562.48538,5.66e-05,6.75e-05,6.75e-05,0.24938265
3033,101064,0.03299937,2.31e-06,0.000102231,0.077429782,0.003581247,7.23e-05,0.002456085,2819.458574,3.34e-05,2.43e-07,2.43e-07,0.310455942
3034,101065,0.030666081,5.71e-06,0.000101006,0.063017206,0.003328028,0.000217045,5.44e-05,2221.497083,4.63e-05,8.3e-06,8.3e-06,0.218845969
3035,101066,0.027999465,1.16e-06,0.000102509,0.0793096,0.003038634,3.62e-05,0.003522203,2845.472552,2.13e-05,3.61e-09,3.61e-09,0.300277048
3039,101071,0.034666005,1.37e-05,0.000101246,0.068760885,0.003762118,0.000506439,0.000183111,2492.882841,3.1e-05,3.49e-05,3.49e-05,0.290098224
3043,101075,0.031332735,2.29e-06,0.000101633,0.060156799,0.003400376,7.23e-05,7.99e-05,2234.612872,0.000105632,2.49e-06,2.49e-06,0.038170799
3045,101077,0.028666119,0.0,0.000101722,0.075462207,0.003110982,0.0,0.000680892,2681.107919,3.07e-05,0.0,0.0,0.223935451
3047,101079,0.002333289,1.9e-06,3.63e-09,0.068860141,0.00025322,0.000108523,0.000317472,2281.036273,2.12e-05,4.28e-05,4.28e-05,0.226480156
3052,101084,0.0296661,4.6e-06,0.000101271,0.063546856,0.003219505,0.000144697,4.32e-05,2277.942385,3.03e-05,1.01e-07,1.01e-07,0.300277048
3055,101088,0.031666062,5.74e-06,0.000101688,0.069992411,0.00343655,0.000217045,0.000549162,2388.462695,3.79e-05,6.41e-05,6.41e-05,0.290098224
3056,101089,0.021332926,6.57e-06,7.56e-05,0.059102532,0.00231515,0.000325568,3.46e-06,1979.71174,1.7e-05,2.59e-05,2.59e-05,0.750692655
3059,101092,0.021666253,2.52e-06,7.46e-05,0.065775965,0.002351324,0.000144697,3.12e-05,2295.960103,3.01e-05,0.000104173,0.000104173,0.371529233
3066,101099,0.042665852,1.15e-06,0.000102917,0.092718948,0.0046303,3.62e-05,0.011446123,3202.633308,8.75e-05,0.000357347,0.000357347,
3072,101105,0.01099979,1.15e-05,1.68e-07,0.074394934,0.001193749,0.000578787,0.001266548,2531.038437,4.62e-05,0.000274904,0.000274904,
3081,101114,0.044999141,1.03e-05,0.000101644,0.080671547,0.004883519,0.000325568,0.000729447,2905.368906,0.000121951,0.000467179,0.000467179,
3085,101118,0.035999313,5.8e-06,0.000102691,0.078277351,0.003906815,0.000217045,0.00080503,2732.675691,4.17e-05,2.98e-05,2.98e-05,
3086,101119,0.041999198,1.46e-05,0.000102716,0.08153918,0.004557951,0.000470265,0.004639154,2900.611684,4.71e-05,4.6e-05,4.6e-05,
3093,101126,0.134664096,5.93e-05,0.000105364,0.090725457,0.014614383,0.002170453,0.005042022,3605.907729,0.000477955,0.002113169,0.002113169,
3102,101135,0.04066589,1.4e-05,0.000101239,0.080660103,0.004413254,0.000506439,0.000992409,2913.301377,5.34e-05,0.000537105,0.000537105,
3111,101144,0.030999408,0.0,0.000102584,0.072299461,0.003364202,0.0,0.002570357,2555.06855,3.45e-05,0.0,0.0,
3128,101161,0.038999255,1.86e-05,0.000101094,0.072994214,0.004232383,0.000614962,0.000640476,2599.885709,0.000116014,0.000376619,0.000376619,
3131,101164,0.034999332,1.51e-05,0.000102573,0.082958822,0.003798293,0.000470265,0.004361359,2797.133439,2.33e-05,1.36e-05,1.36e-05,
3152,101187,0.032666043,6.93e-06,0.000101109,0.064096645,0.003545073,0.000434091,2.3e-05,2319.555909,3.12e-05,0.000421222,0.000421222,
3158,101194,0.03633264,1.5e-05,0.000102624,0.079865162,0.003942989,0.000578787,0.004682802,2872.220726,3.96e-05,7.99e-05,7.99e-05,
3175,101211,0.045332468,1.5e-05,0.000102636,0.081906227,0.004919693,0.000506439,0.002244913,3043.820556,3.62e-05,9.05e-05,9.05e-05,
3176,101212,0.039665909,4.62e-06,0.000102842,0.084299208,0.004304732,0.000144697,0.011264431,2963.466676,5.01e-05,6.71e-06,6.71e-06,
3183,101219,0.050332372,4.19e-05,0.000102652,0.074304197,0.005462306,0.001410794,0.000412559,2816.967075,4.42e-05,0.000210397,0.000210397,
3222,102026,0.016666348,3.17e-06,3.36e-05,0.061376991,0.001808711,0.000470265,5.29e-05,2063.583528,4.12e-05,0.000695519,0.000695519,
3228,102032,0.035332659,5.79e-06,0.000102783,0.089946877,0.003834467,0.000180871,0.012920617,3156.165762,3.98e-05,0.000155693,0.000155693,
3231,102035,0.042665852,2.66e-05,0.000102572,0.087219646,0.0046303,0.000832007,0.009730239,3063.455661,2.58e-05,3.07e-05,3.07e-05,
3237,102041,0.015666368,9.19e-06,1.41e-06,0.08372096,0.001700188,0.000325568,0.003287354,3067.061485,5.56e-05,0.000137038,0.000137038,
3238,102042,0.060665508,7.64e-05,0.000102895,0.079730777,0.006583707,0.002713066,0.006782361,2768.236354,3.46e-05,0.000222201,0.000222201,
3270,102076,0.067998702,9.08e-05,0.000102454,0.075847934,0.00737954,0.003147157,0.000709116,2793.272871,3.38e-05,0.000652234,0.000652234,
3271,102077,0.050665699,5.99e-05,0.000101745,0.071674616,0.005498481,0.002134279,0.00032188,2516.594655,6.22e-05,0.000680973,0.000680973,
3272,102078,0.018332983,0.0,6.25e-05,0.032945787,0.001989582,0.0,4.96e-13,1265.650243,0.000151721,0.0,0.0,
3274,102080,0.047999084,2.45e-05,0.000102894,0.086757198,0.005209087,0.000868181,0.004721063,3220.397978,5.57e-05,0.000176649,0.000176649,
3279,102085,0.066665394,7.11e-05,0.000102402,0.07495886,0.007234843,0.002676892,0.000625682,2765.332764,4.6e-05,0.000289512,0.000289512,
3295,102101,0.037332621,1.84e-05,0.000101229,0.074355209,0.004051512,0.000578787,0.000717664,2554.571336,3.43e-05,0.000297002,0.000297002,
3302,102109,0.031666062,2.28e-06,0.000101082,0.064759387,0.00343655,7.23e-05,1.7e-05,2356.643837,0.000102108,1.13e-05,1.13e-05,
3303,102110,0.040999217,1.39e-05,0.000102495,0.083120517,0.004449428,0.000434091,0.003449357,3082.578782,4.59e-05,4.48e-05,4.48e-05,
3304,102111,0.025666177,2.03e-06,7.85e-05,0.051930815,0.002785415,7.23e-05,6.68e-06,1942.760091,0.000133924,1.41e-05,1.41e-05,
3305,102112,0.062332143,9.16e-05,0.000101866,0.070805887,0.006764578,0.003400376,0.000265024,2500.64533,2.04e-05,0.000288168,0.000288168,
3307,102114,0.052998988,1.26e-05,0.000102808,0.085088915,0.0057517,0.000434091,0.010702163,3178.64133,0.000123043,0.000137834,0.000137834,
3313,102121,0.043332506,3.43e-06,0.000101389,0.079219126,0.004702648,0.000144697,0.000601863,2848.484146,0.00012596,4.7e-05,4.7e-05,
3317,102125,0.042665852,6.95e-06,0.000103407,0.077660826,0.0046303,0.000217045,0.00172548,2829.826576,4.76e-05,2.18e-05,2.18e-05,
3320,102128,0.038999255,1.15e-05,0.000102647,0.079963438,0.004232383,0.000397916,0.005275224,2937.497734,4.18e-05,0.000212975,0.000212975,
3337,102145,0.041332544,1.72e-05,0.000101998,0.081349613,0.004485603,0.000614962,0.010336213,2850.627562,4.25e-05,0.000112862,0.000112862,
3346,102154,0.034666005,1.2e-06,0.000102245,0.08620099,0.003762118,7.23e-05,0.00713253,3137.89684,4e-05,1.05e-05,1.05e-05,
3347,102155,0.04399916,6.89e-06,0.000103044,0.080865225,0.004774996,0.00025322,0.005198209,2975.478907,0.000105607,4.05e-05,4.05e-05,
3350,102158,0.032332716,4.61e-06,0.000103024,0.074519245,0.003508899,0.000180871,0.000373112,2644.569222,1.78e-05,6.96e-06,6.96e-06,
3363,102172,0.038665928,2.43e-05,0.00010263,0.075141292,0.004196209,0.000832007,0.003649797,2685.308457,2.27e-05,2.45e-05,2.45e-05,
3392,102202,0.053665642,1.38e-05,0.000102544,0.07227515,0.005824049,0.000470265,0.000741035,2861.34866,7.91e-05,0.000119251,0.000119251,
3396,102207,0.04399916,3.5e-06,0.000102126,0.083251344,0.004774996,0.000108523,0.015884252,2921.43902,8.26e-05,0.00036241,0.00036241,
3404,103003,0.033332697,9.18e-06,0.000102445,0.084553015,0.003617422,0.000289394,0.002941598,3051.27151,3.15e-05,6.32e-05,6.32e-05,
3412,103011,0.048332411,3.53e-05,0.000101892,0.074201576,0.005245261,0.001229923,0.000943221,2649.129292,6.98e-05,0.000363077,0.000363077,
3414,103013,0.053665642,6.43e-05,0.000101685,0.073995577,0.005824049,0.002387498,0.000494122,2537.932626,5.87e-05,0.00056037,0.00056037,
3423,103022,0.033332697,1.39e-05,0.000102608,0.081713973,0.003617422,0.000434091,0.005117662,2941.504026,2.02e-05,1.82e-05,1.82e-05,
3432,103031,0.046665776,9.23e-06,0.000103286,0.082877203,0.00506439,0.000289394,0.00661541,2956.58692,6.51e-05,3.8e-05,3.8e-05,
3442,103041,0.034666005,2.29e-06,0.000102707,0.074166409,0.003762118,7.23e-05,0.0008647,2721.609792,2.86e-05,5.85e-06,5.85e-06,
3448,103047,0.037332621,1.14e-06,0.000102964,0.079385252,0.004051512,3.62e-05,0.004234417,2933.293084,3.32e-05,3.44e-06,3.44e-06,
3468,103067,0.072331952,0.000111628,0.000102134,0.074651322,0.007849805,0.003834467,0.001061071,2688.747616,3.01e-05,0.000344105,0.000344105,
3472,103071,0.033666024,6.97e-06,0.000102763,0.083048687,0.003653596,0.000289394,0.004493436,2795.644261,2.04e-05,1.45e-05,1.45e-05,
3479,103078,0.046999103,3.94e-05,0.00010268,0.084193331,0.005100564,0.001410794,0.008478464,2834.56569,4.59e-05,0.00031586,0.00031586,
3481,103080,0.048332411,3.58e-05,0.000102857,0.083259471,0.005245261,0.001157575,0.008740026,2960.675886,4.42e-05,0.000224546,0.000224546,
3482,103081,0.034666005,0.0,0.000101922,0.080695698,0.003762118,0.0,0.009350356,2810.006177,4.83e-05,0.0,0.0,
3483,103082,0.030999408,2.31e-06,0.0001026,0.084387006,0.003364202,7.23e-05,0.003376459,2948.000652,2.45e-05,5.78e-06,5.78e-06,
3491,103090,0.043332506,1.38e-05,0.000103364,0.084673662,0.004702648,0.000470265,0.00413463,3109.570612,4.09e-05,3.85e-05,3.85e-05,
3494,103093,0.009333155,1.16e-06,1.47e-06,0.050688072,0.001012878,0.000108523,4.58e-06,1755.476105,0.000145496,5.23e-05,5.23e-05,
3505,103104,0.005666558,0.0,8.68e-06,0.053330614,0.000614962,0.0,2.72e-06,1826.272116,0.00016243,0.0,0.0,
3507,103106,0.037999274,5.75e-06,0.000103031,0.083966431,0.004123861,0.000180871,0.010478939,3064.253524,3.67e-05,2.25e-05,2.25e-05,
3511,103110,0.03299937,3.69e-06,0.000101031,0.072614351,0.003581247,0.000144697,0.000266907,2586.52231,0.000102584,0.00028446,0.00028446,
3512,103111,0.038665928,1.51e-05,0.000102679,0.083429481,0.004196209,0.000470265,0.007794698,2826.928166,6.63e-05,6.45e-05,6.45e-05,
3513,103112,0.048999064,1.16e-05,0.000103045,0.084988231,0.00531761,0.000397916,0.016171301,3124.952694,7.12e-05,8.85e-05,8.85e-05,
3516,103115,0.054665623,5.95e-05,0.000102261,0.085899817,0.005932571,0.001989582,0.005217793,3159.446334,3.01e-05,0.000487772,0.000487772,
3517,103116,0.038665928,5.76e-06,0.000102445,0.082949724,0.004196209,0.000180871,0.005897865,3034.707811,5.79e-05,2.5e-05,2.5e-05,
3525,103124,0.049665718,1.85e-05,0.000102824,0.081564523,0.005389958,0.00068731,0.001259704,3008.909349,6.26e-05,0.000123475,0.000123475,
3553,103153,0.041332544,1.95e-05,0.000101962,0.084236986,0.004485603,0.000614962,0.007547968,3061.111008,4.32e-05,0.000113704,0.000113704,
3554,103154,0.040332563,7.3e-06,0.000101667,0.071242066,0.00437708,0.00025322,0.000106707,2555.964535,0.000126521,0.000245028,0.000245028,
3555,103155,0.045665795,5.46e-05,0.000101698,0.076623022,0.004955867,0.001808711,0.003766074,2714.933761,3.05e-05,6.87e-05,6.87e-05,
3561,103162,0.044332487,3.49e-06,0.000103177,0.089348542,0.004811171,0.000144697,0.013219365,3199.776254,4.41e-05,0.000260338,0.000260338,
3562,103163,0.049999045,2.2e-05,0.000102994,0.080604838,0.005426132,0.000723484,0.010342678,3048.680649,7.47e-05,6.66e-05,6.66e-05,
3566,103167,0.053665642,7.22e-05,0.000101807,0.078271065,0.005824049,0.002459847,0.006139383,2802.191166,2.77e-05,0.00015877,0.00015877,
3567,103168,0.038999255,1.38e-05,0.000102957,0.077521418,0.004232383,0.000470265,0.00093322,2796.093221,5.95e-05,4.13e-05,4.13e-05,
3568,103169,0.036665967,1.04e-05,0.000102755,0.081100151,0.003979164,0.000361742,0.003220083,2946.841636,4.56e-05,9.46e-05,9.46e-05,
3569,103170,0.055665604,2.87e-05,0.000102183,0.072993433,0.006041094,0.001012878,0.000413729,2773.829158,9.16e-05,0.000463261,0.000463261,
3570,103171,0.060998835,8.32e-05,0.000102445,0.084574235,0.006619881,0.002713066,0.004740226,3080.608405,3.05e-05,0.000447613,0.000447613,
3581,103182,0.028666119,0.0,0.000101199,0.073367054,0.003110982,0.0,0.000261768,2595.124844,0.000159988,0.0,0.0,
3586,103187,0.038332601,1.05e-05,0.000102867,0.08749702,0.004160035,0.000361742,0.00753563,3077.812726,3.73e-05,4.76e-05,4.76e-05,
3598,103199,0.031999389,8.07e-06,0.000101996,0.070573732,0.003472725,0.00025322,0.000243774,2492.073817,5.45e-05,0.00131624,0.00131624,
3617,103219,0.038665928,5.86e-06,0.00010187,0.08945983,0.004196209,0.00025322,0.00933577,2995.864835,6.66e-05,7.3e-05,7.3e-05,
3618,103220,0.044332487,1.61e-05,0.00010282,0.078224405,0.004811171,0.000578787,0.00399012,2872.287684,8.2e-05,0.000191529,0.000191529,
3628,103230,0.04399916,3.35e-05,0.000102547,0.072418596,0.004774996,0.001085226,0.006915034,2566.241893,3.76e-05,2.63e-05,2.63e-05,
3632,103235,0.036999294,1.29e-05,0.000102412,0.073374126,0.004015338,0.000578787,0.00053967,2616.671012,6.95e-05,0.000712522,0.000712522,
3636,103239,0.081998434,0.000113687,0.000102324,0.088096888,0.008898857,0.003942989,0.005008825,3130.607754,9.37e-05,0.001313051,0.001313051,
3638,103241,0.040999217,2.67e-05,0.000101762,0.082002694,0.004449428,0.001012878,0.007215711,2718.182072,2.8e-05,0.000233576,0.000233576,
3642,103245,0.002333289,0.0,4.83e-10,0.063756165,0.00025322,0.0,1.18e-05,2227.401368,0.000132329,0.0,0.0,
3653,103256,0.041999198,3.79e-05,0.000101875,0.074085561,0.004557951,0.001338446,0.000447842,2638.835852,4.63e-05,0.000412739,0.000412739,
3664,104003,0.017333002,1.88e-06,5.99e-05,0.064575175,0.001881059,0.000108523,5.44e-05,2216.736818,0.000118281,1.02e-05,1.02e-05,
3666,104005,0.022999561,4.54e-05,7.23e-08,0.043444334,0.002496021,0.002423672,1.2e-08,1538.166668,1.57e-05,2.94e-05,2.94e-05,
3677,104016,0.048665737,3.12e-05,0.000102168,0.082705423,0.005281435,0.001049052,0.014385549,2999.878416,5.58e-05,0.000111476,0.000111476,
3679,104018,0.002333289,1.1e-11,1.27e-06,0.013328431,0.00025322,3.62e-05,3.72e-16,416.112081,0.000118511,8.06e-07,8.06e-07,
3684,104023,0.010333136,1.73e-05,2.97e-07,0.079155464,0.001121401,0.000578787,0.007386284,2649.883809,2.42e-05,6.31e-05,6.31e-05,
3687,104026,0.044332487,2.31e-05,0.000102215,0.083223927,0.004811171,0.000795833,0.009154262,2965.769565,5.51e-05,0.000148703,0.000148703,
3689,104028,0.015666368,1.36e-06,2.28e-05,0.008467096,0.001700188,7.23e-05,5.95e-19,302.4887252,8e-05,0.001123547,0.001123547,
3692,104031,0.061332162,1.15e-06,0.00010228,0.082812829,0.006656056,3.62e-05,0.00127746,3116.583009,0.00017742,7.44e-06,7.44e-06,
3698,104037,0.055332277,5.03e-05,0.000102041,0.079017048,0.00600492,0.001736362,0.004986644,2893.082934,8.24e-05,0.000218976,0.000218976,
3703,104043,0.009333155,1.15e-05,3.59e-07,0.072516342,0.001012878,0.000434091,0.000250818,2641.932235,2.4e-05,0.000274293,0.000274293,
3704,104044,0.011666444,3.48e-06,1.13e-06,0.085252638,0.001266098,0.000108523,0.007439797,3090.600871,6.18e-05,2.8e-06,2.8e-06,
3716,104056,0.048665737,3.34e-05,0.000102056,0.078609218,0.005281435,0.001085226,0.010502225,2848.237128,4.98e-05,0.000332095,0.000332095,
3726,104066,0.032332716,8.08e-06,0.000102706,0.079425433,0.003508899,0.000289394,0.002956455,2871.820807,3.24e-05,1.38e-05,1.38e-05,
3729,104069,0.031666062,5.77e-06,0.000102571,0.074940748,0.00343655,0.000180871,0.004021889,2660.088147,2.22e-05,6.79e-07,6.79e-07,
3731,104073,0.051332353,4.6e-05,0.000102035,0.081187965,0.005570829,0.001700188,0.00276873,2878.000409,4.96e-05,9.03e-05,9.03e-05,
3745,104090,0.036665967,2.07e-05,0.000101337,0.074113725,0.003979164,0.000651136,0.000476323,2625.45218,2.54e-05,0.00042277,0.00042277,
3748,104093,0.03299937,1.38e-05,0.000101885,0.0760271,0.003581247,0.000470265,0.000561429,2688.980635,3.38e-05,0.000268625,0.000268625,
3757,104102,0.027999465,3.81e-05,5.61e-05,0.070613902,0.003038634,0.001302272,0.000251875,2459.991114,3.11e-05,0.000256683,0.000256683,
3763,104108,0.004666578,3.43e-06,7.9e-09,0.058646538,0.000506439,0.000108523,2.9e-06,1958.921212,0.000119004,2.08e-06,2.08e-06,
3787,104132,0.032666043,3.44e-06,0.000102677,0.069626599,0.003545073,0.000144697,3.17e-05,2587.181733,3.99e-05,2.33e-05,2.33e-05,
3791,104136,0.05166568,6.39e-05,0.000102006,0.073621132,0.005607003,0.002387498,0.000785734,2593.489851,2.59e-05,9.23e-05,9.23e-05,
3805,104150,0.03633264,8.05e-06,0.000101893,0.080864672,0.003942989,0.00025322,0.011528758,2770.457044,6.3e-05,7.73e-06,7.73e-06,
3808,104153,0.041665871,4.02e-05,0.000101763,0.070710497,0.004521777,0.001519317,0.000146262,2467.660965,2.1e-05,0.000270205,0.000270205,
3814,104159,0.037999274,1.62e-05,0.000101923,0.079768061,0.004123861,0.000614962,0.007350068,2663.680143,2.63e-05,4.14e-06,4.14e-06,
3817,104162,0.004333251,2.28e-06,2.54e-06,0.014644221,0.000470265,7.23e-05,2.78e-14,474.7777228,0.000170233,7.43e-07,7.43e-07,
3832,104177,0.037999274,1.26e-05,0.000101144,0.07856939,0.004123861,0.000397916,0.007037999,2766.75426,8.83e-05,5.25e-05,5.25e-05,
3835,104180,0.026666158,7.02e-05,1.07e-07,0.077343038,0.002893937,0.002532195,0.00128324,2601.170429,2.01e-05,0.000143951,0.000143951,
3836,104181,0.047665757,6.56e-05,0.000101033,0.067875775,0.005172913,0.002351324,0.000148973,2233.860256,1.7e-05,6.3e-06,6.3e-06,
3840,104185,0.035999313,1.38e-05,0.000101932,0.074690794,0.003906815,0.000434091,0.006942153,2577.737681,3.12e-05,8.82e-06,8.82e-06,
3851,104198,0.034666005,2.33e-06,0.000102933,0.080500232,0.003762118,0.000108523,0.002673214,2814.640259,3.7e-05,8.23e-05,8.23e-05,
3857,104204,0.0296661,1.14e-06,0.000101028,0.0698785,0.003219505,3.62e-05,0.000226786,2418.799357,0.000215471,1.77e-05,1.77e-05,
3865,104212,0.031332735,3.76e-06,7.95e-05,0.059088326,0.003400376,0.00025322,7.36e-06,2246.748126,0.00020232,0.000180991,0.000180991,
3866,104213,0.033666024,1.03e-05,0.000101324,0.072543326,0.003653596,0.000361742,0.002282269,2524.822765,4.04e-05,0.000364003,0.000364003,
3878,104226,0.034666005,1.15e-05,0.000101829,0.080730725,0.003762118,0.000397916,0.008489909,2716.225264,3.33e-05,4.98e-06,4.98e-06,
3879,104227,0.046999103,2.08e-05,0.000102147,0.085342207,0.005100564,0.000759659,0.02134225,2910.529411,6.36e-05,0.00028666,0.00028666,
3884,104232,0.03633264,3.47e-06,0.000102839,0.083356018,0.003942989,0.000108523,0.005068754,3049.228291,3.51e-05,2.01e-05,2.01e-05,
3891,104239,0.033666024,9.25e-06,0.000102754,0.078376256,0.003653596,0.000325568,0.002145281,2719.502472,1.98e-05,1.66e-05,1.66e-05,
3923,105005,0.036999294,9.26e-06,0.000102026,0.078507918,0.004015338,0.000289394,0.008838146,2792.731079,7.47e-05,0.00047397,0.00047397,
3924,105006,0.039332582,1.27e-05,0.000101913,0.082546336,0.004268557,0.000542613,0.002542837,2981.335735,7.22e-05,0.000377658,0.000377658,
3925,105007,0.008666501,6.93e-06,3.31e-07,0.079678638,0.00094053,0.00025322,0.009946052,2672.762644,3.25e-05,3.34e-05,3.34e-05,
3931,105013,0.005999885,2.29e-06,1.14e-08,0.014321215,0.000651136,0.000144697,5.92e-15,452.5797924,5.61e-05,0.001130334,0.001130334,
3941,105023,0.027999465,5.02e-05,1.32e-06,0.083622728,0.003038634,0.001881059,0.003746571,2942.777011,4.12e-05,0.000744871,0.000744871,
3947,105029,0.00333327,7.81e-07,3.51e-08,0.037200595,0.000361742,3.62e-05,1.83e-11,1400.067772,0.000136651,3.88e-06,3.88e-06,
3950,105032,0.019666291,4.94e-05,1.25e-07,0.084941679,0.002134279,0.001772537,0.004180129,2869.192828,4.42e-05,0.000499819,0.000499819,
3953,105035,0.038332601,6.1e-06,0.000102335,0.084906798,0.004160035,0.00025322,0.003749871,3132.962827,4.49e-05,1.13e-05,1.13e-05,
3956,105038,0.033999351,6.69e-05,4.5e-07,0.078117832,0.00368977,0.002387498,0.000610654,2872.879486,5.07e-05,0.001164185,0.001164185,
3965,105047,0.03299937,1.5e-05,0.000102577,0.081152238,0.003581247,0.000506439,0.003256299,2906.852414,2.4e-05,2.21e-05,2.21e-05,
3966,105048,0.053665642,2.9e-05,0.000103069,0.088754652,0.005824049,0.001012878,0.022301216,3059.940559,8.05e-05,0.000333358,0.000333358,
3967,105049,0.020332945,3e-05,4.23e-07,0.085717446,0.002206627,0.001085226,0.005368053,2909.707082,5.61e-05,0.000260743,0.000260743,
3970,105052,0.014999714,2.77e-05,9.88e-07,0.087473465,0.00162784,0.00094053,0.006839463,2995.978005,4.02e-05,0.000140225,0.000140225,
3976,105058,0.0296661,8.14e-05,8.98e-08,0.070797806,0.003219505,0.00300246,0.000269874,2380.292215,1.72e-05,0.000279685,0.000279685,
3977,105059,0.061998816,7.8e-05,0.000101263,0.072494769,0.006728404,0.002930111,0.000576319,2530.131698,3.56e-05,0.000820026,0.000820026,
3984,105066,0.025666177,4.37e-05,5.05e-07,0.083527527,0.002785415,0.001446969,0.006725157,2949.912293,4.56e-05,0.000135582,0.000135582,
3986,105068,0.041665871,4.6e-06,0.000102937,0.090984347,0.004521777,0.000144697,0.018184404,3045.576765,5.8e-05,0.000131983,0.000131983,
3988,105070,0.044332487,3.7e-05,0.000101988,0.081021185,0.004811171,0.001266098,0.007373874,2741.009832,2.8e-05,5.53e-05,5.53e-05,
4007,105091,0.012666425,1.15e-05,6.04e-07,0.080800513,0.00137462,0.000434091,0.00801559,2758.241754,4.47e-05,3.46e-05,3.46e-05,
4009,105093,0.037999274,2.31e-05,0.000102188,0.079867032,0.004123861,0.000795833,0.005166514,2676.3198,2.64e-05,0.000839175,0.000839175,
4012,105096,0.039665909,1.38e-05,0.000102642,0.078923822,0.004304732,0.000470265,0.005852033,2858.316545,3.11e-05,3.47e-05,3.47e-05,
4013,105097,0.068998683,0.000101278,0.000102567,0.082950754,0.007488063,0.003364202,0.006612509,2970.738336,3.02e-05,0.000466613,0.000466613,
4029,105113,0.033999351,1.16e-06,0.000102552,0.079805379,0.00368977,0.000144697,0.004285727,2901.869941,0.000126997,7.85e-05,7.85e-05,
4033,105117,0.023332888,3.7e-05,1.2e-06,0.090882551,0.002532195,0.001229923,0.017845637,3141.127192,6.38e-05,0.000129559,0.000129559,
4051,105137,0.009333155,3.45e-06,1.22e-06,0.085712062,0.001012878,0.000108523,0.007029245,3038.318491,4.15e-05,0.000104643,0.000104643,
4064,105151,0.037665948,3.47e-06,0.000102409,0.086572271,0.004087686,0.000108523,0.013287009,3122.943401,6.14e-05,8.61e-05,8.61e-05,
