,Node Id,Authorities-Score,Betweenness-Centrality,Closeness-Centrality,Degree-Centrality,Degree-Prestige,EigenVector-Centrality,Harmonic-Centrality,Hub-Score,Katz-Centrality,Load-Centrality,Page-Rank,Percolation-Centrality,Rank-Prestige,scores
644,9702140,2.74E-07,0,0.000444485,0,0,2.57E-39,0.014728154,4.45E-21,0.000170006,0,0.001038523,0,0.005928854,0.020842283
645,9702141,0.000641195,0,0.001333609,0.002325668,0.001549006,2.84E-36,0.070186383,3.11E-05,0.000396113,0,0.00160499,0,0.005928854,0.197991759
646,9702142,0.062342367,5.87E-05,0.053009107,0.011628002,0.001549006,7.64E-20,0,0.000257277,0.00422255,6.03E-05,0.001746607,5.87E-05,0.061264822,0.187571216
647,9702143,0.000263018,0.005515971,0.004011943,0.003876054,0.001549006,1.88E-33,0.001831101,0.000245733,0.000869194,0.005648201,0.008072157,0.005515971,0.019762846,0.020842283
648,9702144,9.38E-05,8.90E-05,0.025534632,0.001550475,0.000774503,1.32E-24,0,4.21E-05,0.000770901,9.44E-05,0.006561578,8.90E-05,0.007905138,0.583552098
649,9702145,0.000136485,0.000518552,0.005581837,0.003100861,0.002323778,5.52E-33,0.097065264,1.86E-05,0.00053441,0.000519024,0.003257186,0.000518552,0.009881423,0.250094475
650,9702146,2.99E-05,0,0.000444485,0,0,2.57E-39,0,4.45E-21,0.000170006,0,0.000330439,0,0.001976285,0.020842283
651,9702147,1.12E-18,0,0,0,0.000774503,0,0.086255679,1.46E-07,0,0,0,0,0,0
652,9702148,1.12E-18,0,0,0,0.000774503,0,0.098162472,2.73E-08,0,0,0,0,0,0.041683369
653,9702149,7.06E-05,0,0.001778145,0.002325668,0,1.02E-38,0.105069434,4.45E-21,0.000680024,0,0.001652196,0,0.013833992,0.948271593
654,9702150,9.24E-07,2.38E-07,0.00088897,0.001550475,0.000774503,5.14E-39,0,2.87E-08,0.000340012,2.39E-07,0.001368962,2.38E-07,0.005928854,0
655,9702152,0.008814656,9.53E-07,0.001778145,0.003100861,0.000774503,1.02E-38,0.001831101,5.65E-05,0.000680024,9.54E-07,0.000519262,9.53E-07,0.019762846,0.1354685
656,9702153,0.099796126,0.001522611,0.073686556,0.02403109,0.004647556,4.07E-18,0.002197321,0.001979056,0.010366849,0.001419683,0.007222456,0.001522611,0.102766798,0.218832845
657,9702154,0.027723516,0.023614456,0.03913624,0.038759775,0.029434555,2.13E-21,0.001281771,0.008252128,0.002970209,0.024195672,0.014161678,0.023614456,0.053359684,0.917009964
658,9702155,1.12E-18,0,0,0.027907073,0.028659962,0,0.070772415,0.012777241,0,0,0,0,0,0.239673931
659,9702156,0.000179847,7.19E-05,0.012599012,0.00542644,0.000774503,1.13E-27,0.001464881,4.95E-05,0.001792581,7.17E-05,0.008497007,7.19E-05,0.019762846,0.270935561
660,9702158,0.001485696,0,0.014495464,0.003876054,0,6.99E-21,0.00054933,4.45E-21,0.002017905,0,0.011282137,0,0.023715415,0
661,9702159,0.083742077,0.000112861,0.06862649,0.017054353,0.000774503,6.05E-19,0.00036622,6.31E-05,0.007487725,0.000109402,0.014916968,0.000112861,0.09486166,0
662,9702161,1.12E-18,0,0,0.003100861,0.003872963,0,0,0.000168632,0,0,0,0,0,0.156309586
663,9702162,1.92E-05,1.59E-07,0.001980206,0.003100861,0.001549006,3.84E-36,0.02144873,4.78E-07,0.000601821,1.59E-07,0.003587625,1.59E-07,0.013833992,0.125047956
664,9702163,1.12E-18,0,0,0.031783038,0.032532925,0,0.081686942,0.020178828,0,0,0,0,0,0
665,9702164,0.076885839,0.017234231,0.094709686,0.021705511,0.008520519,1.46E-17,0.004858521,0.00462423,0.012074828,0.017580662,0.017088425,0.017234231,0.06916996,0
666,9702165,1.12E-18,0,0,0.008527212,0.009295111,0,0.016734517,0.002457328,0,0,0,0,0,0.541869925
667,9702166,0.076462167,0.024224517,0.083890667,0.028682266,0.0123935,8.99E-19,0.001647991,0.007541194,0.008839569,0.024450095,0.011470959,0.024224517,0.075098814,0.010419333
668,9702167,0.15033254,0.000269444,0.094887798,0.026356669,0.000774503,1.19E-18,0.071703383,0.000507133,0.01034307,0.000208627,0.014114473,0.000269444,0.12055336,0.072944999
669,9702168,0.059285672,0.020691245,0.104864278,0.018604739,0.005422148,3.13E-18,0.003644762,0.00169869,0.009049167,0.021422456,0.009724352,0.020691245,0.071146245,0.375141235
670,9702169,1.12E-18,0,0,0.003100861,0.003872963,0,0.001281771,0.003067537,0,0,0,0,0,0.093786085
671,9702170,6.88E-05,2.38E-06,0.002000418,0.003876054,0.001549006,1.87E-37,0,2.85E-06,0.000731028,2.39E-06,0.002124252,2.38E-06,0.013833992,0.052103912
672,9702171,3.86E-05,0.002320775,0.00237086,0.004651247,0.002323778,1.37E-35,0.022583576,7.22E-07,0.000822999,0.002569677,0.00632555,0.002320775,0.013833992,0.010419333
673,9702172,0.000895683,1.19E-06,0.001231028,0.003100861,0.002323778,2.72E-36,0.060000324,0.000272533,0.000362114,1.19E-06,0.001793813,1.19E-06,0.011857708,0.020842283
674,9702173,0.035542969,0.010167688,0.069328838,0.015503967,0.003872963,8.79E-19,0,0.000766884,0.003845229,0.010355035,0.005050999,0.010167688,0.061264822,0.33345882
675,9702174,0.011515922,0.000627855,0.001778145,0.035659003,0.033307518,1.02E-38,0.003418055,0.005798016,0.000680024,0.000623338,0.000660878,0.000627855,0.015810277,0.156309586
676,9702176,5.37E-05,0,0.000592304,0,0,6.17E-38,0.019196476,4.45E-21,0.000187007,0,0.000330439,0,0.003952569,0.917009964
677,9702177,1.13E-18,0,0.000444485,0.001550475,0.001549006,2.57E-39,0.002746651,3.76E-21,0.000170006,0,0.002124252,0,0.003952569,0.020842283
678,9702178,1.12E-18,0,0,0.008527212,0.009295111,0,0.045707763,0.004057065,0,0,0,0,0,0.218832845
679,9702179,0.017558226,0.000141077,0.019763278,0.010852809,0.001549006,3.73E-21,0.00073244,9.94E-05,0.005987575,0.000126448,0.01029082,0.000141077,0.041501976,0.083365542
680,9702180,0.060423047,0.032249873,0.07973271,0.048062109,0.037180481,1.02E-18,0.017594262,0.009517281,0.00427856,0.031721518,0.004201298,0.032249873,0.053359684,0.020842283
681,9702181,1.54E-10,9.53E-07,0.004935384,0.001550475,0.000774503,1.27E-31,0.002014211,3.82E-08,0.000379137,9.54E-07,0.013642417,9.53E-07,0.007905138,0.093786085
682,9702182,0.001563891,0.000235636,0.014924336,0.014728774,0.00309837,3.38E-22,0,5.48E-05,0.003763788,0.00023814,0.040400908,0.000235636,0.065217391,0.010419333
683,9702183,0.000193354,0,0.001852239,0.002325668,0,6.90E-38,0.053774875,4.45E-21,0.000697025,0,0.00911068,0,0.017786561,0.020842283
684,9702184,0.008601398,0.033253424,0.071477147,0.032558231,0.022463203,1.50E-18,0.030664134,0.00164509,0.003976685,0.033143237,0.046202475,0.033253424,0.04743083,0.343879363
685,9702185,0.0003142,0,0.003308456,0.001550475,0,1.70E-32,0,4.45E-21,0.000615253,0,0.002029841,0,0.011857708,0.010419333
686,9702186,0.000732185,3.18E-07,0.001422516,0.003876054,0.002323778,2.01E-36,0,0.001974933,0.000581421,3.18E-07,0.003068364,3.18E-07,0.009881423,0.125047956
687,9702187,1.12E-18,0,0,0.103100847,0.103795498,0,0,0.059558996,0,0,0,0,0,0.052103912
688,9702188,0.001428827,9.53E-07,0.02167137,0.006201633,0.000774503,9.40E-21,0.00073244,1.08E-05,0.002668046,9.54E-07,0.00557026,9.53E-07,0.029644269,0.104206628
689,9702189,0.131245966,1.46E-05,0.055789447,0.019379932,0.000774503,1.48E-20,0.068147321,0.000956544,0.006282668,1.24E-05,0.005664671,1.46E-05,0.108695652,0.593972641
690,9702190,1.12E-18,0,0,0.011628002,0.0123935,0,0.00036622,0.000156675,0,0,0,0,0,0.041683369
691,9702191,6.21E-06,8.11E-06,0.00355629,0.00542644,0.000774503,1.19E-34,0.00036622,9.24E-09,0.001302777,8.12E-06,0.012037426,8.11E-06,0.031620553,0
692,9702192,0.024880078,8.29E-05,0.018914794,0.004651247,0.000774503,6.25E-21,0.00036622,4.49E-21,0.001628711,8.29E-05,0.002265869,8.29E-05,0.02173913,0.041683369
693,9702193,0.008317055,0,0.003000622,0.003876054,0,3.49E-35,0.00036622,4.45E-21,0.001132752,0,0.009016268,0,0.02173913,0.062524455
694,9702194,0.00318465,0.000564307,0.044259447,0.027907073,0.001549006,2.70E-19,0.001464881,2.02E-07,0.007964961,0.00056482,0.120752854,0.000564307,0.148221344,0
695,9702195,8.53E-05,0,0.00088897,0.000775103,0,5.14E-39,0.00073244,4.45E-21,0.000340012,0,0.000802495,0,0.003952569,0.062524455
696,9702196,0.000126533,0.000222927,0.016296459,0.010077616,0.001549006,6.54E-21,0.00497449,3.90E-06,0.003432202,0.000222621,0.025160582,0.000222927,0.049407115,0.1354685
697,9702197,0.001933537,7.27E-06,0.002178233,0.003100861,0.000774503,1.87E-37,0.00073244,0.000507133,0.000731028,7.40E-06,0.001463373,7.27E-06,0.017786561,0.010419333
698,9702198,1.12E-18,0,0,0.025581476,0.026336166,0,0.002746651,0.008715393,0,0,0,0,0,0.104206628
699,9702199,0.02239207,0.000287237,0.044651015,0.019379932,0.002323778,7.48E-20,0,6.72E-05,0.007621179,0.000290043,0.068295637,0.000287237,0.086956522,0.052103912
700,9702200,0.008103797,0.000124554,0.029433196,0.009302423,0.000774503,3.18E-22,0.001464881,3.59E-06,0.003736537,0.000128484,0.003870859,0.000124554,0.053359684,0
701,9702201,1.12E-18,0,0,0.03488381,0.035631296,0,0,0.013189668,0,0,0,0,0,0.052103912
702,9702202,1.12E-18,0,0,0.036434196,0.037180481,0,0,0.013265696,0,0,0,0,0,0.104206628
703,9702203,1.12E-18,0,0,0.026356669,0.027110759,0,0,0.016023965,0,0,0,0,0,0.020842283
704,9702204,6.80E-05,3.97E-07,0.000799662,0.00542644,0.005422148,1.01E-36,0,5.77E-05,0.000205708,3.97E-07,0.000283234,3.97E-07,0.001976285,0.072944999
705,9702205,0.038955094,0.002427536,0.068543721,0.018604739,0.006196741,6.50E-19,0.002746651,0.004306962,0.005498751,0.002544235,0.003682036,0.002427536,0.057312253,0.114627171
706,9309001,1.24E-06,0,0.000444485,0,0,2.57E-39,0,4.45E-21,0.000170006,0,0.002124252,0,0.003952569,0.125047956
707,9309002,1.95E-08,2.87E-06,0.000444485,0.008527212,0.008520519,2.57E-39,0.00036622,1.00E-06,0.000170006,2.87E-06,0.000519262,2.87E-06,0.003952569,0.96911268
708,9309003,1.95E-08,0.000930343,0.000444485,0.00542644,0.005422148,2.57E-39,0,4.87E-08,0.000170006,0.00093119,0.000519262,0.000930343,0.003952569,0.218832845
709,9309004,1.95E-08,0,0.000444485,0,0,2.57E-39,0,4.45E-21,0.000170006,0,0.000519262,0,0.003952569,0.177150672
710,9309005,9.24E-05,0,0.001778145,0.002325668,0,1.01E-36,0.00109866,4.45E-21,0.000715726,0,0.001699401,0,0.013833992,0.250094475
711,9309007,9.81E-05,7.14E-07,0.00088897,0.001550475,0.000774503,5.14E-39,0.003357018,2.42E-06,0.000340012,7.15E-07,0.002313074,7.14E-07,0.005928854,0.041683369
712,9309008,0.000317043,0,0.004347155,0.004651247,0,4.58E-34,0.0033265,4.45E-21,0.00129737,0,0.017513275,0,0.0256917,0.072944999
713,9309011,5.07E-06,0,0.000799662,0.008527212,0.008520519,1.21E-37,0,1.10E-05,0.000204005,0,0.000283234,0,0.001976285,0.083365542
714,9309012,0.000188378,0.000180476,0.003000622,0.009302423,0.005422148,2.51E-37,0,2.01E-05,0.001088041,0.000180386,0.004106887,0.000180476,0.02173913,0.125047956
715,9309013,1.12E-18,0,0,0.020930318,0.021688611,0,0.001281771,0.000155026,0,0,0,0,0,0.020842283
716,9309014,1.08E-05,9.94E-06,0.001587632,0.006201633,0.004647556,1.85E-37,0,7.30E-06,0.000561018,9.95E-06,0.003257186,9.94E-06,0.007905138,0.281356104
717,9309015,1.12E-18,0,0,0,0.000774503,0,0,2.88E-05,0,0,0,0,0,0.072944999
718,9309016,1.12E-18,0,0,0.010077616,0.010844314,0,0.001464881,7.71E-05,0,0,0,0,0,0.156309586
719,9309017,1.12E-18,0,0,0,0.000774503,0,0.00036622,4.33E-07,0,0,0,0,0,0.45850558
720,9309018,1.12E-18,0,0,0.000775103,0.001549006,0,0,6.06E-07,0,0,0,0,0,0.125047956
721,9309019,0.0136485,0,0.002988273,0.002325668,0,1.29E-35,0.002014211,4.45E-21,0.0008213,0,0.000802495,0,0.013833992,0.197991759
722,9309021,1.12E-18,0,0,0.003876054,0.004647556,0,0.003295981,7.87E-06,0,0,0,0,0,0.166730129
723,9309022,1.61E-05,2.05E-05,0.000444485,0.010077616,0.010069722,2.57E-39,0.002746651,1.38E-06,0.000170006,2.00E-05,0.000283234,2.05E-05,0.001976285,0.145889043
724,9309023,1.12E-18,0,0,0.037209389,0.037955073,0,0.00036622,0.004564487,0,0,0,0,0,0.052103912
725,9309025,1.12E-18,0,0,0.009302423,0.010069722,0,0.004449575,0.000548363,0,0,0,0,0,0
726,9309026,0.00046348,0.000312656,0.001333609,0.003100861,0.001549006,7.67E-39,0,7.75E-07,0.000510018,0.000356193,0.000660878,0.000312656,0.009881423,0.041683369
727,9309027,0.002615962,5.54E-05,0.003414845,0.007752019,0.003872963,3.20E-36,0.003234945,2.75E-05,0.001178145,5.60E-05,0.000944112,5.54E-05,0.023715415,0.187571216
728,9309028,8.25E-05,0.007651185,0.003266379,0.007752019,0.006196741,4.58E-34,0,0.000279129,0.000566342,0.007963455,0.003115569,0.007651185,0.015810277,0.104206628
729,9309029,1.12E-18,0,0,0,0.000774503,0,0.00109866,2.09E-06,0,0,0,0,0,0.020842283
730,9309030,1.12E-18,0,0,0.011628002,0.0123935,0,0.00073244,7.05E-05,0,0,0,0,0,0.375141235
731,9309033,6.69E-05,0.000876963,0.001422516,0.010077616,0.008520519,1.13E-36,0.001464881,0.000171518,0.000579722,0.000854863,0.001935429,0.000876963,0.011857708,0
732,9309034,1.12E-18,0,0,0.014728774,0.01549187,0,0,0.000185949,0,0,0,0,0,0.583552098
733,9309035,1.12E-18,0,0,0.004651247,0.005422148,0,0.00109866,9.57E-05,0,0,0,0,0,0.1354685
734,9309036,1.62E-05,2.87E-06,0.001778145,0.003100861,0.000774503,1.02E-38,0,2.59E-08,0.000680024,2.87E-06,0.001557785,2.87E-06,0.017786561,0
735,9309037,0.000156389,0,0.000444485,0,0,2.57E-39,0.00109866,4.45E-21,0.000170006,0,0.000566467,0,0.001976285,0.145889043
736,9309039,1.12E-18,0,0,0.049612495,0.050348573,0,0.001525917,0.012594425,0,0,0,0,0,0.395982321
737,9309040,0.000139328,3.33E-06,0.002178233,0.003100861,0.000774503,3.05E-37,0,3.08E-09,0.000765027,3.33E-06,0.010007586,3.33E-06,0.009881423,0.250094475
738,9309041,0.000208993,0.003634948,0.00355629,0.009302423,0.005422148,2.65E-35,0,3.69E-06,0.001270287,0.003638256,0.003351597,0.003634948,0.0256917,0.354299906
739,9309042,0.000514662,0.001359928,0.00316115,0.007752019,0.00309837,2.64E-35,0,0.000200379,0.001406294,0.001083844,0.003776448,0.001359928,0.0256917,0.406402864
740,9309043,6.21E-06,0,0.000444485,0,0,2.57E-39,0,4.45E-21,0.000170006,0,0.000377645,0,0.005928854,0.375141235
741,9309044,0.003056695,0.005948098,0.003879594,0.027907073,0.023237796,6.34E-22,0.00036622,0.001777028,0.001301945,0.005978952,0.00160499,0.005948098,0.023715415,1.208785401
742,9309045,1.12E-18,0,0,0.006201633,0.006971333,0,0,0.000143069,0,0,0,0,0,0.1354685
743,9309046,4.10E-06,1.24E-05,0.003302277,0.001550475,0.000774503,4.58E-34,0.001647991,4.34E-21,0.000413337,1.24E-05,0.004059681,1.24E-05,0.007905138,0.041683369
744,9309047,1.12E-18,0,0,0.000775103,0.001549006,0,0.00036622,3.93E-07,0,0,0,0,0,0.208412302
745,9309048,0.000241692,1.53E-05,0.001333609,0.002325668,0.000774503,7.67E-39,0.008728247,1.75E-07,0.000510018,1.53E-05,0.000660878,1.53E-05,0.009881423,0
746,9309049,4.56E-05,2.15E-06,0.00088897,0.001550475,0.000774503,6.41E-38,0.00073244,2.27E-08,0.000357013,2.15E-06,0.001038523,2.15E-06,0.005928854,0.125047956
747,9309050,5.11E-05,0.001029478,0.001587632,0.013953581,0.0123935,2.44E-37,0.00073244,0.00029892,0.00057802,0.001109286,0.001463373,0.001029478,0.013833992,0.031262826
748,9309051,1.12E-18,0,0,0,0.000774503,0,0.00054933,4.13E-21,0,0,0,0,0,0.323038277
749,9309052,0.001108941,0.00064819,0.001333609,0.008527212,0.006971333,6.66E-38,0.00036622,0.000890575,0.000527019,0.000676766,0.00160499,0.00064819,0.013833992,0.010419333
750,9309055,1.12E-18,0,0,0.028682266,0.029434555,0,0.00036622,0.000166158,0,0,0,0,0,0.125047956
751,9309056,0.00046348,0.000432127,0.001333609,0.002325668,0.000774503,7.67E-39,0,8.49E-07,0.000510018,0.000435064,0.001982635,0.000432127,0.009881423,0.072944999
752,9309058,9.17E-19,0,0.001673552,0,0,3.83E-36,0,4.45E-21,0.000261809,0,0.014728145,0,0.003952569,0.041683369
753,9309059,1.12E-18,0,0,0.003876054,0.004647556,0,0.002441468,1.55E-07,0,0,0,0,0,0.010419333
754,9309060,1.12E-18,0,0,0,0.000774503,0,0,4.71E-21,0,0,0,0,0,0.229253388
755,9309061,1.12E-18,0,0,0,0.000774503,0,0.001281771,4.29E-11,0,0,0,0,0,0
756,9309062,1.12E-18,0,0,0,0.000774503,0,0.001464881,3.08E-06,0,0,0,0,0,0.010419333
757,9309063,2.37E-05,1.91E-06,0.000444485,0.001550475,0.001549006,2.57E-39,0.001647991,6.64E-10,0.000170006,1.91E-06,0.00042485,1.91E-06,0.001976285,0.406402864
758,9309064,1.12E-18,0,0,0.001550475,0.002323778,0,0.002380431,9.81E-05,0,0,0,0,0,0.218832845
759,9309065,0.000258753,0.001698004,0.001778145,0.003876054,0.002323778,1.85E-37,0,6.97E-06,0.000561018,0.001704637,0.001557785,0.001698004,0.009881423,0.093786085
760,9309066,3.85E-05,0,0.000444485,0,0,2.57E-39,0,4.45E-21,0.000170006,0,9.44E-05,0,0.003952569,0.385561778
761,9309067,0.003163324,0.041210911,0.008915433,0.010077616,0.001549006,3.95E-34,0,7.01E-05,0.002429954,0.04136544,0.033279944,0.041210911,0.041501976,0.270935561
762,9309068,1.12E-05,0,0.00088897,0.000775103,0,5.14E-39,0,4.45E-21,0.000340012,0,0.001982635,0,0.007905138,0.010419333
763,9309069,0.00081038,0,0.00088897,0.001550475,0.000774503,5.14E-39,0,2.60E-06,0.000340012,0,0.000141617,0,0.005928854,0.250094475
764,9309070,5.42E-08,9.53E-07,0.000592304,0.000775103,0.000774503,6.17E-38,0.00073244,2.96E-21,0.000187007,9.54E-07,0.002454691,9.53E-07,0.001976285,0.093786085
765,9309071,1.18E-18,0,0.000444485,0,0,2.57E-39,0.001953174,4.45E-21,0.000170006,0,0.003162775,0,0.005928854,0.020842283
766,9309072,1.27E-18,0,0.000444485,0,0,2.57E-39,0,4.45E-21,0.000170006,0,0.006372755,0,0.001976285,0.354299906
767,9309073,1.12E-18,0,0,0,0.000774503,0,0,4.36E-21,0,0,0,0,0,0.062524455
768,9309074,1.12E-18,0,0,0.002325668,0.00309837,0,0,1.38E-06,0,0,0,0,0,0.343879363
769,9309075,0.001627868,0.007930797,0.002469653,0.051938074,0.04957398,3.02E-36,0.00036622,0.005549562,0.000787129,0.008752167,0.000566467,0.007930797,0.015810277,0.573131555
770,9309076,1.12E-18,0,0,0.001550475,0.002323778,0,0.00109866,7.26E-05,0,0,0,0,0,0.500187753
771,9309082,0.000364671,0,0.001422516,0.001550475,0,1.01E-36,0.00073244,4.45E-21,0.00054572,0,0.001982635,0,0.005928854,0.052103912
772,9309083,0.000213258,0,0.001587632,0.00542644,0.003872963,1.25E-37,0.00091555,4.58E-06,0.000544021,0,0.00075529,0,0.013833992,0.041683369
773,9309084,2.77E-05,5.77E-07,0.001778145,0.002325668,0.000774503,3.02E-37,0.005615376,3.69E-06,0.000595021,5.16E-07,0.001935429,5.77E-07,0.007905138,0.145889043
774,9309085,0.00081038,0.00587184,0.002586399,0.003876054,0.000774503,1.90E-37,0,4.49E-08,0.000901034,0.00585174,0.002643513,0.00587184,0.019762846,0.197991759
775,9309086,1.12E-18,0,0,0.001550475,0.002323778,0,0.001281771,6.27E-06,0,0,0,0,0,0.031262826
776,9309087,1.12E-18,0,0,0,0.000774503,0,0,1.24E-08,0,0,0,0,0,0.229253388
777,9309090,1.12E-18,0,0,0,0.000774503,0,0,4.86E-21,0,0,0,0,0,0.687757772
778,9309092,1.12E-18,0,0,0,0.000774503,0,0.001464881,1.95E-09,0,0,0,0,0,0.166730129
779,9309093,1.12E-18,0,0,0.003100861,0.003872963,0,0.003112871,4.21E-05,0,0,0,0,0,0.104206628
780,9309094,1.34E-05,2.38E-06,0.00088897,0.006201633,0.005422148,5.14E-39,0.00109866,2.22E-05,0.000340012,2.39E-06,0.000613673,2.38E-06,0.009881423,0.020842283
781,9309095,5.03E-07,0.005160102,0.001980206,0.003876054,0.001549006,1.01E-36,0,1.90E-06,0.000715726,0.006207933,0.005900699,0.005160102,0.02173913,0.104206628
782,9309096,1.12E-18,0,0,0,0.000774503,0,0,4.95E-07,0,0,0,0,0,0.354299906
783,9309097,1.12E-18,0,0,0.058139618,0.058869092,0,0.00036622,0.008547173,0,0,0,0,0,0
784,9309098,1.12E-18,0,0,0,0.000774503,0,0.004211532,4.74E-08,0,0,0,0,0,0.208412302
785,9309099,5.72E-08,4.78E-07,0.000444485,0.000775103,0.000774503,2.57E-39,0.003424158,3.24E-21,0.000170006,4.78E-07,0.001038523,4.78E-07,0.005928854,0
786,9309100,5.36E-05,1.51E-06,0.001333609,0.004651247,0.00309837,7.67E-39,0.00036622,4.25E-06,0.000510018,1.51E-06,0.001321757,1.51E-06,0.015810277,0
787,9309101,0.00328417,0.000135993,0.00088897,0.001550475,0.000774503,5.14E-39,0.005066045,1.47E-05,0.000340012,0.00013688,0.000188822,0.000135993,0.007905138,0.083365542
788,9309102,1.44E-07,1.43E-06,0.000999834,0.001550475,0.000774503,6.41E-38,0.00036622,3.81E-21,0.000357013,1.43E-06,0.004626148,1.43E-06,0.011857708,0.239673931
789,9309103,0.002495116,0,0.005976546,0.007752019,0.000774503,2.38E-25,0.00109866,5.77E-06,0.00221764,0,0.055891423,0,0.035573123,0.031262826
790,9309104,1.12E-18,0,0,0.001550475,0.002323778,0,0.00073244,6.93E-07,0,0,0,0,0,0.312617734
791,9309105,6.38E-05,0.005643067,0.001389174,0.006201633,0.005422148,1.82E-37,0.00109866,0.000416426,0.000391012,0.005520989,0.001132934,0.005643067,0.003952569,0.093786085
792,9309106,1.12E-18,0,0,0.025581476,0.026336166,0,0.006530926,0.002902616,0,0,0,0,0,0.062524455
793,9309107,1.12E-18,0,0,0.007752019,0.008520519,0,0,0.000278717,0,0,0,0,0,0.093786085
794,9309108,0.002310293,0,0.001778145,0.002325668,0,1.02E-38,0,4.45E-21,0.000680024,0,0.00075529,0,0.015810277,0.270935561
795,9309110,0.003682252,0.005160102,0.003600749,0.036434196,0.03098374,1.39E-37,0.00073244,0.002168716,0.001394051,0.005088469,0.004814971,0.005160102,0.031620553,0.291776647
796,9309111,4.98E-05,4.78E-07,0.001333609,0.002325668,0.000774503,7.67E-39,0,8.45E-08,0.000510018,4.78E-07,0.001510579,4.78E-07,0.013833992,0.250094475
797,9309112,1.12E-18,0,0,0,0.000774503,0,0,4.51E-21,0,0,0,0,0,0.010419333
798,9309113,1.12E-18,0,0,0,0.000774503,0,0.00036622,5.37E-21,0,0,0,0,0,0
799,9309114,0.001087615,0,0.000444485,0,0,2.57E-39,0.00036622,4.45E-21,0.000170006,0,0.000141617,0,0.003952569,0.010419333
800,9309115,0.000279368,0.006329386,0.004924102,0.014728774,0.006971333,2.05E-37,0,0.001814135,0.001921074,0.006207933,0.01274551,0.006329386,0.051383399,0
801,3001,1.13E-18,0,0.00361784,0,0,3.29E-34,0,4.45E-21,0.000342954,0,0.027284833,0,0.001976285,0.1354685
802,9309118,1.04E-06,7.78E-05,0.000444485,0.003876054,0.003872963,2.57E-39,0.00073244,2.54E-06,0.000170006,7.84E-05,9.44E-05,7.78E-05,0.005928854,0
803,9309119,0.00333393,0.01042188,0.004677295,0.020155125,0.013942685,1.06E-21,0,0.000279129,0.001806152,0.010456805,0.002973952,0.01042188,0.037549407,0.072944999
804,9309120,4.17E-08,0,0.000444485,0,0,2.57E-39,0.002563541,4.45E-21,0.000170006,0,0.001038523,0,0.003952569,0.062524455
805,9309121,6.53E-05,0,0.001333609,0.001550475,0,1.07E-36,0.004819283,4.45E-21,0.000562721,0,0.00042485,0,0.009881423,0.010419333
806,9309123,1.72E-05,3.58E-06,0.00088897,0.003100861,0.002323778,5.14E-39,0.00036622,4.33E-21,0.000340012,3.59E-06,0.002501896,3.58E-06,0.005928854,0.052103912
807,9309124,0.003959487,0.001522611,0.001333609,0.006201633,0.004647556,7.67E-39,0,0.001121465,0.000510018,0.001549439,0.002265869,0.001522611,0.013833992,0.052103912
808,9309125,8.25E-05,0.040642791,0.006916462,0.011628002,0.002323778,4.74E-33,0.002746651,0.000206976,0.003086338,0.039716013,0.029597907,0.040642791,0.053359684,0.437664494
809,9309126,1.12E-18,0,0,0,0.000774503,0,0,0.00030964,0,0,0,0,0,0.291776647
810,9309127,1.12E-18,0,0,0.002325668,0.00309837,0,0.00091555,1.82E-05,0,0,0,0,0,0.375141235
811,9309129,7.89E-07,0,0.00088897,0.001550475,0.000774503,5.14E-39,0.080173522,3.16E-06,0.000340012,0,0.002501896,0,0.007905138,0.500187753
812,9309130,1.12E-18,0,0,0.003100861,0.003872963,0,0,5.22E-21,0,0,0,0,0,0.81280429
813,9309131,1.12E-18,0,0,0,0.000774503,0,0.00036622,4.42E-21,0,0,0,0,0,0.052103912
814,3020,1.12E-18,0,0.000444485,0,0,2.57E-39,0.001464881,4.45E-21,0.000170006,0,0.000519262,0,0.003952569,0.323038277
815,9309133,0.000634797,0,0.000444485,0.003100861,0.00309837,2.57E-39,0,1.29E-05,0.000170006,0,4.72E-05,0,0.001976285,0.083365542
816,9309134,1.12E-18,0,0,0.006201633,0.006971333,0,0,0.002597511,0,0,0,0,0,0.104206628
817,9309135,1.12E-18,0,0,0.004651247,0.005422148,0,0.00091555,7.46E-05,0,0,0,0,0,0.114627171
818,9309136,3.38E-07,3.81E-06,0.00088897,0.002325668,0.001549006,5.14E-39,0,4.86E-21,0.000340012,3.82E-06,0.004248503,3.81E-06,0.005928854,0.30219719
819,9309137,1.12E-18,0,0,0.018604739,0.019364833,0,0.00036622,6.27E-06,0,0,0,0,0,0.427243951
820,9309138,0.00095966,0,0.003111754,0.004651247,0,7.68E-38,0,4.45E-21,0.001207043,0,0.001463373,0,0.027667984,0.635655056
821,9309139,2.14E-09,0,0.000444485,0.000775103,0.000774503,2.57E-39,0.004486197,7.83E-09,0.000170006,0,0.001557785,0,0.005928854,0.093786085
822,9309140,1.12E-18,0,0,0.084496197,0.085205258,0,0.003704927,0.015441298,0,0,0,0,0,0.427243951
823,9309141,0.000902791,0,0.002845032,0.001550475,0.000774503,3.85E-35,0,2.57E-06,0.000476526,0,0.000708084,0,0.011857708,0.093786085
824,9309142,1.12E-18,0,0,0.019379932,0.020139426,0,0,2.42E-05,0,0,0,0,0,0.041683369
825,9309143,0.000767728,0.000439753,0.000999834,0.008527212,0.007745926,6.41E-38,0.00036622,0.000816361,0.000357013,0.000463051,0.000613673,0.000439753,0.007905138,0.531449382
