,Unnamed: 0,Node Id,Authorities-Score,Betweenness-Centrality,Closeness-Centrality,Degree-Centrality,Degree-Prestige,EigenVector-Centrality,Harmonic-Centrality,Hub-Score,Katz-Centrality,Load-Centrality,Page-Rank,Percolation-Centrality,Rank-Prestige,scores
5475,5475,9210120,6.53e-05,0.02573696,0.005003617,0.01627916,0.016266463,3.9e-36,0.001831101,0.00127814,0.00053212,0.026582419,0.000566467,0.02573696,0.001976285,
5476,5476,9210121,0.0005957,0.007244478,0.001852239,0.025581476,0.023237796,6.9e-38,0.0,0.000853468,0.000697025,0.007301954,0.002549102,0.007244478,0.013833992,
5481,5481,9210127,1.12e-18,0.0,0.0,0.065891566,0.066615036,0.0,0.002990798,0.019530069,0.0,0.0,0.0,0.0,0.0,
5488,5488,9210141,1.12e-18,0.0,0.0,0.025581476,0.026336166,0.0,0.015002092,2.07e-06,0.0,0.0,0.0,0.0,0.0,
5509,5509,9604004,1.12e-18,0.0,0.0,0.034108617,0.034856703,0.0,0.0,0.007864192,0.0,0.0,0.0,0.0,0.0,
5511,5511,9604007,0.003803098,0.009303435,0.018224959,0.012403195,0.006971333,3.04e-19,0.002471986,0.000824607,0.002394749,0.008650398,0.005759082,0.009303435,0.031620553,
5517,5517,9604013,0.052887937,0.009100081,0.02582519,0.023255897,0.008520519,5.64e-26,0.043200463,0.003908636,0.00497295,0.009057476,0.008119362,0.009100081,0.083003953,
5529,5529,9604026,0.003078021,0.008057893,0.013176945,0.023255897,0.01859024,9.77e-20,0.0,0.001810012,0.001739455,0.007861685,0.003257186,0.008057893,0.023715415,
5530,5530,9604027,0.001180027,0.016090366,0.010716511,0.020155125,0.007745926,2.09e-31,0.00109866,1.93e-05,0.004572137,0.016130448,0.012698305,0.016090366,0.057312253,
5533,5533,9604030,1.12e-18,0.0,0.0,0.045736512,0.046475592,0.0,0.0,0.009519838,0.0,0.0,0.0,0.0,0.0,
5537,5537,9604034,1.12e-18,0.0,0.0,0.112403181,0.113090628,0.0,0.0,0.044020436,0.0,0.0,0.0,0.0,0.0,
5538,5538,9604035,1.12e-18,0.0,0.0,0.097674496,0.09837335,0.0,0.0,0.042144415,0.0,0.0,0.0,0.0,0.0,
5544,5544,9604041,0.155998089,0.03278876,0.037629867,0.037984582,0.023237796,3.0200000000000004e-21,0.002563541,0.010267344,0.004017167,0.035733013,0.001652196,0.03278876,0.071146245,
5545,5545,9604042,1.12e-18,0.0,0.0,0.062790776,0.063516647,0.0,0.0,0.034837327,0.0,0.0,0.0,0.0,0.0,
5546,5546,9604043,0.156738094,0.003533272,0.037126142,0.021705511,0.001549006,2.7700000000000004e-21,0.001281771,0.00050301,0.006404558,0.003536486,0.007977745,0.003533272,0.104743083,
5547,5547,9604044,0.000152835,0.007091962,0.005425313,0.027907073,0.023237796,3.38e-22,0.00109866,0.000238311,0.001411533,0.007200184,0.005192615,0.007091962,0.027667984,
5554,5554,9604051,0.048054094,0.000259276,0.01327002,0.024806283,0.019364833,2.4699999999999997e-30,0.0,0.004455845,0.002350945,0.000214988,0.000896906,0.000259276,0.0256917,
5555,5555,9604052,0.079324797,0.020767503,0.059280769,0.052713267,0.034856703,6.17e-20,0.0,0.015664642,0.010110225,0.02037932,0.005192615,0.020767503,0.088932806,
5558,5558,9604055,1.12e-18,0.0,0.0,0.054263653,0.054996129,0.0,0.00036622,0.023255477,0.0,0.0,0.0,0.0,0.0,
5559,5559,9604056,0.008388141,0.000467714,0.066927059,0.017829546,0.000774503,4.99e-19,0.0,1.01e-05,0.006949403,0.000463051,0.05999831,0.000467714,0.098814229,
5560,5560,9604057,0.112816226,0.001026936,0.042546938,0.017829546,0.000774503,4.6200000000000005e-21,0.0,0.000412303,0.006333071,0.00104568,0.012981538,0.001026936,0.084980237,
5562,5562,9604059,0.048622781,0.001728507,0.013508225,0.026356669,0.020139426,1.36e-29,0.0,0.004569105,0.002756046,0.001587602,0.00118014,0.001728507,0.029644269,
5568,5568,9604065,1.12e-18,0.0,0.0,0.029457459,0.030209147,0.0,0.0,0.012422536,0.0,0.0,0.0,0.0,0.0,
5573,5573,9604070,0.069593133,0.015302371,0.03332983,0.027907073,0.019364833,1.85e-21,0.00036622,0.005854584,0.003162218,0.015926909,0.003257186,0.015302371,0.04743083,
5590,5590,9604089,1.12e-18,0.0,0.0,0.051162881,0.051897758,0.0,0.0,0.030396201,0.0,0.0,0.0,0.0,0.0,
5591,5591,9604090,1.12e-18,0.0,0.0,0.033333424,0.03408211,0.0,0.0,0.012231227,0.0,0.0,0.0,0.0,0.0,
5592,5592,9604091,0.10334047,0.085490938,0.044883481,0.068992338,0.052672351,6.050000000000001e-21,0.00073244,0.014337644,0.005053723,0.086434522,0.020534433,0.085490938,0.083003953,
5597,5597,9604097,0.095174829,0.02183511,0.050976086,0.04263574,0.023237796,4.82e-21,0.00036622,0.007326755,0.007356687,0.022033073,0.008638624,0.02183511,0.096837945,
5617,5617,9604119,1.12e-18,0.0,0.0,0.03488381,0.035631296,0.0,0.001647991,0.011833313,0.0,0.0,0.0,0.0,0.0,
5627,5627,9604129,1.12e-18,0.0,0.0,0.048837302,0.04957398,0.0,0.00073244,0.019752012,0.0,0.0,0.0,0.0,0.0,
5637,5637,9604139,1.12e-18,0.0,0.0,0.019379932,0.020139426,0.0,0.00073244,0.006489944,0.0,0.0,0.0,0.0,0.0,
5640,5640,9604142,0.000218234,0.009227177,0.008531739,0.007752019,0.00309837,2.17e-30,0.00109866,0.000208626,0.001586476,0.00921013,0.037339625,0.009227177,0.02173913,
5649,5649,9604152,0.000156389,0.00044992,0.002988273,0.022480704,0.01859024,1.55e-35,0.010526214,0.000224705,0.001166412,0.000399445,0.001841018,0.00044992,0.015810277,
5653,5653,9604156,0.155917762,0.051386479,0.047867792,0.057364425,0.040278851,3.07e-20,0.0,0.014071914,0.006285869,0.050838898,0.011848604,0.051386479,0.086956522,
5661,5661,9604164,0.039808125,0.009227177,0.050208595,0.013953581,0.004647556,6.5000000000000006e-21,0.0,0.000907067,0.005716972,0.009159245,0.013264772,0.009227177,0.059288538,
5663,5663,9604166,0.077133218,0.119356965,0.06562672,0.074418688,0.059643684,6.46e-20,0.0,0.02463154,0.009577816,0.114967351,0.003729242,0.119356965,0.07312253,
5665,5665,9604168,0.118945255,0.036147402,0.069061664,0.045736512,0.026336166,8.79e-20,0.0,0.009623656,0.012440694,0.032601823,0.00878024,0.036147402,0.084980237,
5668,5668,9604171,0.017273883,0.029265148,0.053088283,0.012403195,0.008520519,6.01e-20,0.0,0.001323494,0.002619062,0.028480927,0.00075529,0.029265148,0.023715415,
5671,5671,9604174,0.000240981,0.0,0.022970457,0.017054353,0.0,2.96e-20,0.00036622,4.45e-21,0.005144604,0.0,0.054656525,0.0,0.106719368,
5675,5675,9604178,1.12e-18,0.0,0.0,0.041860547,0.042602629,0.0,0.0,0.018248671,0.0,0.0,0.0,0.0,0.0,
5676,5676,9604179,1.12e-18,0.0,0.0,0.070542724,0.071262591,0.0,0.078941225,0.028090683,0.0,0.0,0.0,0.0,0.0,
5683,5683,9604189,1.12e-18,0.0,0.0,0.02403109,0.024786981,0.0,0.0,0.012283095,0.0,0.0,0.0,0.0,0.0,
5688,5688,9604196,1.12e-18,0.0,0.0,0.018604739,0.019364833,0.0,0.048389744,0.002931477,0.0,0.0,0.0,0.0,0.0,
5690,5690,9604198,1.12e-18,0.0,0.0,0.046511705,0.047250185,0.0,0.008392545,0.027040505,0.0,0.0,0.0,0.0,0.0,
5691,5691,9604199,0.065541234,0.008032474,0.019845389,0.044186126,0.031758333,3.0699999999999998e-30,0.012378241,0.007354791,0.004529052,0.007607262,0.002549102,0.008032474,0.077075099,
5699,5699,9211011,1.12e-18,0.0,0.0,0.01627916,0.017041055,0.0,0.021392489,0.001257525,0.0,0.0,0.0,0.0,0.0,
5706,5706,9211021,1.12e-18,0.0,0.0,0.08837218,0.089078239,0.0,0.0,0.009574633,0.0,0.0,0.0,0.0,0.0,
5712,5712,9211030,0.001144484,0.006481901,0.002845032,0.027131862,0.023237796,1.92e-37,0.001953174,0.000643193,0.00107104,0.006894876,0.001274551,0.006481901,0.0256917,
5715,5715,9211034,1.26e-05,0.005821001,0.001333609,0.027131862,0.025561574,7.67e-39,0.0,0.000405294,0.000510018,0.005800855,0.001132934,0.005821001,0.011857708,
5719,5719,9211040,1.12e-18,0.0,0.0,0.045736512,0.046475592,0.0,0.0,0.000322834,0.0,0.0,0.0,0.0,0.0,
5728,5728,9211053,1.12e-18,0.0,0.0,0.025581476,0.026336166,0.0,0.014485751,1.21e-05,0.0,0.0,0.0,0.0,0.0,
5730,5730,9211056,1.12e-18,0.0,0.0,0.027131862,0.027885352,0.0,0.012433174,0.004230315,0.0,0.0,0.0,0.0,0.0,
5741,5741,9211072,0.000157811,0.000243262,0.000444485,0.024806283,0.024786981,2.57e-39,0.00969873,0.000651439,0.000170006,0.000247808,4.72e-05,0.000243262,0.005928854,
5763,5763,9211096,1.46e-05,0.00424501,0.00088897,0.020155125,0.019364833,5.14e-39,0.002685614,4.25e-05,0.000340012,0.004248872,0.000944112,0.00424501,0.005928854,
5764,5764,9211097,1.12e-18,0.0,0.0,0.037209389,0.037955073,0.0,0.002868725,0.009577643,0.0,0.0,0.0,0.0,0.0,
5768,5768,9211102,4.83e-05,0.001870855,0.001389174,0.035659003,0.034856703,1.82e-37,0.013031334,1.23e-05,0.000391012,0.001875101,0.002313074,0.001870855,0.003952569,
5779,5779,9211114,1.61e-05,2.87e-05,0.000444485,0.023255897,0.023237796,2.57e-39,0.003295981,1.77e-05,0.000170006,2.82e-05,0.000283234,2.87e-05,0.001976285,
5786,5786,9211121,1.12e-18,0.0,0.0,0.017829546,0.01859024,0.0,0.005230845,0.003417995,0.0,0.0,0.0,0.0,0.0,
5801,5801,9605001,1.12e-18,0.0,0.0,0.031783038,0.032532925,0.0,0.0,0.001360601,0.0,0.0,0.0,0.0,0.0,
5803,5803,9605003,0.000881466,0.010650653,0.005003401,0.02403109,0.020914018,8.05e-34,0.00073244,0.001616229,0.001129559,0.010812997,0.00835539,0.010650653,0.019762846,
5808,5808,9605008,0.000216812,0.001817474,0.00118543,0.017829546,0.017041055,1.2300000000000001e-37,0.001281771,0.001842996,0.000374011,0.001821672,0.002407485,0.001817474,0.007905138,
5809,5809,9605009,1.12e-18,0.0,0.0,0.020930318,0.021688611,0.0,0.003955178,0.006127735,0.0,0.0,0.0,0.0,0.0,
5811,5811,9605011,0.010876148,0.020259118,0.059432889,0.032558231,0.009295111,2.22e-20,0.0,0.001768782,0.010149984,0.019870473,0.015011379,0.020259118,0.108695652,
5815,5815,9605016,0.120276695,0.022546848,0.049403965,0.050387688,0.035631296,8.05e-20,0.0,0.022690292,0.00514312,0.023330632,0.002407485,0.022546848,0.071146245,
5817,5817,9605018,0.00232451,0.014565213,0.009485698,0.02403109,0.017041055,1.05e-31,0.00036622,0.000593717,0.002292824,0.014400368,0.017607687,0.014565213,0.045454545,
5822,5822,9605023,0.145597506,7.14e-06,0.008890735,0.015503967,0.000774503,5.15e-38,0.060608088,0.000573102,0.003400131,7.15e-06,0.002077046,7.14e-06,0.079051383,
5827,5827,9605028,0.102269916,0.0189119,0.056332643,0.038759775,0.01549187,2.41e-20,0.064115703,0.005785235,0.00859097,0.019285299,0.005050999,0.0189119,0.12055336,
5831,5831,9605032,1.12e-18,0.0,0.0,0.046511705,0.047250185,0.0,0.013800396,0.012424226,0.0,0.0,0.0,0.0,0.0,
5832,5832,9605033,1.12e-18,0.0,0.0,0.065116355,0.065840425,0.0,0.017766402,0.026721877,0.0,0.0,0.0,0.0,0.0,
5844,5844,9605046,0.063053226,0.062128641,0.075334363,0.037209389,0.013168092,6.17e-19,0.0,0.003838544,0.008456888,0.062050831,0.047365621,0.062128641,0.122529644,
5847,5847,9605049,1.12e-18,0.0,0.0,0.027907073,0.028659962,0.0,0.00073244,0.009990729,0.0,0.0,0.0,0.0,0.0,
5849,5849,9605051,0.089480134,0.015404047,0.066756492,0.032558231,0.0123935,2.23e-19,0.00036622,0.007332403,0.014783713,0.015774255,0.004531737,0.015404047,0.100790514,
5851,5851,9605053,1.12e-18,0.0,0.0,0.049612495,0.050348573,0.0,0.0,0.018332946,0.0,0.0,0.0,0.0,0.0,
5856,5856,9605059,0.029287406,0.023029813,0.04882829,0.033333424,0.022463203,6.540000000000001e-21,0.0,0.003339657,0.005793137,0.023254305,0.011376548,0.023029813,0.04743083,
5859,5859,9605062,0.002480899,0.002297898,0.012882723,0.024806283,0.021688611,1.21e-19,0.00036622,0.001892473,0.001373064,0.002368683,0.002171457,0.002297898,0.015810277,
5871,5871,9605075,0.001634977,0.026612144,0.016908032,0.013178388,0.001549006,1.15e-25,0.0,1.2e-05,0.004398623,0.026773236,0.02818174,0.026612144,0.063241107,
5875,5875,9605080,0.001499913,0.025241286,0.026520896,0.010077616,0.004647556,2.11e-27,0.0,8.45e-06,0.002363969,0.025416905,0.007647306,0.025241286,0.031620553,
5879,5879,9605085,0.125023103,0.007574928,0.073106354,0.03488381,0.011618907,1.77e-19,0.00073244,0.005160595,0.013484808,0.007378281,0.006892017,0.007574928,0.114624506,
5880,5880,9605086,0.000526747,0.000485507,0.002032169,0.018604739,0.017041055,1.19e-36,0.0,0.000886452,0.00059672,0.000646236,0.000849701,0.000485507,0.011857708,
5884,5884,9605090,0.0500445,0.012252064,0.044316501,0.033333424,0.024786981,5.89e-20,0.00109866,0.005462525,0.003538465,0.012314096,0.002549102,0.012252064,0.043478261,
5885,5885,9605091,0.076664051,0.030534076,0.070320912,0.033333424,0.013168092,2.46e-19,0.0,0.007394249,0.014807427,0.027608254,0.007694512,0.030534076,0.090909091,
5887,5887,9605096,1.12e-18,0.0,0.0,0.024806283,0.025561574,0.0,0.0,0.007908309,0.0,0.0,0.0,0.0,0.0,
5891,5891,9605101,0.051892734,0.02840064,0.041511524,0.033333424,0.025561574,1.17e-19,0.00073244,0.009260623,0.00264018,0.02876181,0.001982635,0.02840064,0.045454545,
5902,5902,9605112,0.037888805,0.000663442,0.041546909,0.022480704,0.019364833,6.13e-20,0.0,0.007773609,0.001364343,0.000727651,0.000377645,0.000663442,0.02173913,
5908,5908,9605118,0.014714789,0.011006522,0.066290409,0.008527212,0.00309837,2.79e-19,0.0,0.000397873,0.002957998,0.011220075,0.004767765,0.011006522,0.027667984,
5925,5925,9605136,1.12e-18,0.0,0.0,0.04263574,0.043377222,0.0,0.0,0.005842586,0.0,0.0,0.0,0.0,0.0,
5934,5934,9605150,1.12e-18,0.0,0.0,0.083721004,0.084430665,0.0,0.0,0.040206094,0.0,0.0,0.0,0.0,0.0,
5935,5935,9605151,0.00354008,0.044558368,0.021275758,0.034108617,0.026336166,3.34e-19,0.00073244,0.005027421,0.003744398,0.04411703,0.019637527,0.044558368,0.043478261,
5936,5936,9605152,0.002210773,0.018530611,0.013089321,0.007752019,0.002323778,3.74e-20,0.0,7.87e-05,0.002186252,0.018293047,0.035451401,0.018530611,0.019762846,
5937,5937,9605153,0.004080333,0.011819937,0.015864447,0.017054353,0.005422148,3.65e-21,0.0,0.000163684,0.003905905,0.012136,0.010904492,0.011819937,0.061264822,
5938,5938,9605154,0.117805037,0.06743897,0.040104108,0.041085354,0.013168092,9.690000000000001e-21,0.0,0.004199599,0.010200194,0.065705879,0.01831577,0.06743897,0.146245059,
5942,5942,9605159,0.002025949,0.022368914,0.019696389,0.017054353,0.01549187,4.1700000000000006e-21,0.0,0.007043008,0.000820322,0.023228863,0.011470959,0.022368914,0.009881423,
5950,5950,9605168,0.019335375,0.070097312,0.011842628,0.017054353,0.0123935,3.74e-20,0.00091555,0.003422118,0.001487272,0.072327504,0.00118014,0.070097312,0.029644269,
5952,5952,9605170,0.001130266,0.003024887,0.011117687,0.024806283,0.01859024,4.09e-34,0.0,0.000548363,0.002386924,0.003053082,0.003587625,0.003024887,0.027667984,
5955,5955,9605173,1.12e-18,0.0,0.0,0.01627916,0.017041055,0.0,0.0,0.000952421,0.0,0.0,0.0,0.0,0.0,
5966,5966,9605184,1.12e-18,0.0,0.0,0.054263653,0.054996129,0.0,0.0,0.018274399,0.0,0.0,0.0,0.0,0.0,
5979,5979,9605199,1.12e-18,0.0,0.0,0.052713267,0.053446943,0.0,0.004577752,0.032545373,0.0,0.0,0.0,0.0,0.0,
5980,5980,9605200,1.12e-18,0.0,0.0,0.028682266,0.029434555,0.0,0.00036622,0.006857677,0.0,0.0,0.0,0.0,0.0,
5981,5981,9605201,0.079753446,0.042618881,0.061936633,0.02403109,0.008520519,4.82e-20,0.067946918,0.00239136,0.005760761,0.042585146,0.003634831,0.042618881,0.081027668,
5990,5990,9605211,0.001528348,0.014565213,0.062081804,0.010852809,0.006196741,3.3e-19,0.040461659,0.00206564,0.002374608,0.015087312,0.00878024,0.014565213,0.031620553,
5994,5994,9605215,1.12e-18,0.0,0.0,0.031783038,0.032532925,0.0,0.013442459,0.009073519,0.0,0.0,0.0,0.0,0.0,
5996,5996,9605218,4.25e-05,0.009659304,0.018225391,0.00542644,0.002323778,6.2500000000000006e-21,0.063358848,7.05e-05,0.001140453,0.009769861,0.010574053,0.009659304,0.017786561,
6002,6002,9605223,0.037035773,0.009328854,0.054156597,0.013953581,0.000774503,4.74e-19,0.00036622,0.000180589,0.004450207,0.009388226,0.008827446,0.009328854,0.067193676,
6004,6004,9605225,0.001478587,0.0305295,0.027281252,0.014728774,0.008520519,4.1700000000000006e-21,0.0,0.000820484,0.002342815,0.031267372,0.006844811,0.0305295,0.0256917,
6007,6007,9212009,1.12e-18,0.0,0.0,0.033333424,0.03408211,0.0,0.011712941,0.002288284,0.0,0.0,0.0,0.0,0.0,
6008,6008,9605229,0.045210656,0.007269897,0.020923127,0.030232652,0.020139426,1.34e-23,0.010168713,0.001249279,0.003445757,0.007225627,0.00439012,0.007269897,0.061264822,
6013,6013,9605234,1.12e-18,0.0,0.0,0.045736512,0.046475592,0.0,0.014081165,0.034382762,0.0,0.0,0.0,0.0,0.0,
6015,6015,9605236,0.140816976,0.00010549,0.055248644,0.021705511,0.001549006,1.43e-19,0.0,0.000391688,0.007543352,0.000112455,0.002737924,0.00010549,0.09486166,
6021,6021,9212027,0.000223921,0.010396461,0.004085812,0.004651247,0.00309837,4.7800000000000003e-35,0.00036622,9.69e-05,0.000563232,0.011092863,0.001557785,0.010396461,0.015810277,
6024,6024,9212030,1.12e-18,0.0,0.0,0.028682266,0.029434555,0.0,0.033075348,0.005828692,0.0,0.0,0.0,0.0,0.0,
6032,6032,9212045,0.001151592,0.00091255,0.001333609,0.022480704,0.020914018,6.66e-38,0.001647991,0.00279954,0.000527019,0.000915924,0.000330439,0.00091255,0.009881423,
6035,6035,9212049,1.12e-18,0.0,0.0,0.020155125,0.020914018,0.0,0.003118975,0.002098624,0.0,0.0,0.0,0.0,0.0,
6051,6051,9212075,1.12e-18,0.0,0.0,0.017829546,0.01859024,0.0,0.023126803,0.002284161,0.0,0.0,0.0,0.0,0.0,
6059,6059,9212086,2.58e-05,0.000541429,0.00088897,0.018604739,0.017815648,5.14e-39,0.0,0.000449411,0.000340012,0.000521568,0.000991317,0.000541429,0.007905138,
6060,6060,9212088,1.12e-18,0.0,0.0,0.019379932,0.020139426,0.0,0.065044187,3.33e-05,0.0,0.0,0.0,0.0,0.0,
6062,6062,9212090,1.12e-18,0.0,0.0,0.017829546,0.01859024,0.0,0.00036622,0.000149254,0.0,0.0,0.0,0.0,0.0,
6106,6106,9212149,1.12e-18,0.0,0.0,0.069767531,0.070487999,0.0,0.001525917,0.00709838,0.0,0.0,0.0,0.0,0.0,
6117,6117,9606001,1.12e-18,0.0,0.0,0.04263574,0.043377222,0.0,0.055084161,0.002717079,0.0,0.0,0.0,0.0,0.0,
6125,6125,9606009,0.17224478,0.00177172,0.01561067,0.027907073,0.004647556,2.01e-31,0.0,0.001356478,0.005771527,0.001770787,0.003068364,0.00177172,0.116600791,
6131,6131,9606017,1.12e-18,0.0,0.0,0.043410933,0.044151814,0.0,0.0,0.016550682,0.0,0.0,0.0,0.0,0.0,
6139,6139,9606025,8.96e-05,0.020233699,0.011168038,0.007752019,0.004647556,1.4499999999999998e-23,0.046104792,4.74e-05,0.001489219,0.020328435,0.02539661,0.020233699,0.017786561,
6147,6147,9606033,1.12e-18,0.0,0.0,0.031783038,0.032532925,0.0,0.00036622,0.016818844,0.0,0.0,0.0,0.0,0.0,
6150,6150,9606036,1.12e-18,0.0,0.0,0.01627916,0.017041055,0.0,0.016206114,0.003537563,0.0,0.0,0.0,0.0,0.0,
6153,6153,9606040,1.12e-18,0.0,0.0,0.051938074,0.052672351,0.0,0.002838206,0.011438904,0.0,0.0,0.0,0.0,0.0,
6156,6156,9606043,0.054096398,0.001975073,0.005762095,0.024806283,0.01859024,8.34e-34,0.00036622,0.005239964,0.001958001,0.001969238,0.002501896,0.001975073,0.037549407,
6157,6157,9606044,1.12e-18,0.0,0.0,0.017054353,0.017815648,0.0,0.0,0.008264539,0.0,0.0,0.0,0.0,0.0,
6158,6158,9606045,1.43e-05,0.009989754,0.014596197,0.003100861,0.00309837,4.1700000000000006e-21,0.019714852,0.000498887,0.00023492,0.010176939,0.000944112,0.009989754,0.001976285,
6162,6162,9606049,0.064830375,0.035096826,0.072112442,0.048837302,0.020139426,1.84e-20,0.02713081,0.00485009,0.012347294,0.035069731,0.010007586,0.035096826,0.146245059,
6163,6163,9606050,0.00409455,0.001616662,0.017465917,0.029457459,0.022463203,4.37e-19,0.003479091,0.003178859,0.002896067,0.001526541,0.004154092,0.001616662,0.041501976,
6194,6194,9606082,0.003859966,0.036135455,0.031233781,0.012403195,0.006196741,1.43e-20,0.00109866,0.000560733,0.002317588,0.036400366,0.031438926,0.036135455,0.033596838,
6196,6196,9412138,0.012297867,0.021809691,0.025557349,0.034108617,0.01549187,1.94e-20,0.0,0.005484707,0.008099922,0.02167688,0.030730842,0.021809691,0.09486166,
6213,6213,9606102,0.015425648,0.031995172,0.067358445,0.038759775,0.03098374,6.79e-19,0.072814105,0.008089475,0.003846928,0.03321015,0.006136727,0.031995172,0.049407115,
6223,6223,9606112,1.12e-18,0.0,0.0,0.048062109,0.048799388,0.0,0.002197321,0.01054973,0.0,0.0,0.0,0.0,0.0,
6229,6229,9606118,0.060423047,0.010879426,0.041753065,0.020930318,0.010069722,1.6e-20,0.043027816,0.003347903,0.004024149,0.011372729,0.002171457,0.010879426,0.057312253,
6233,6233,9606122,1.12e-18,0.0,0.0,0.048837302,0.04957398,0.0,0.055074068,0.00964423,0.0,0.0,0.0,0.0,0.0,
6244,6244,9606136,0.138464032,0.079720521,0.068821694,0.035659003,0.017041055,1.95e-19,0.002594059,0.004780781,0.007528509,0.079911104,0.003729242,0.079720521,0.079051383,
6247,6247,9606139,1.12e-18,0.0,0.0,0.10697683,0.107668479,0.0,0.001342807,0.028028095,0.0,0.0,0.0,0.0,0.0,
6254,6254,9606146,0.127019196,0.00091255,0.021712329,0.014728774,0.001549006,4.8199999999999996e-24,0.0,0.000406943,0.003698962,0.00091338,0.001746607,0.00091255,0.071146245,
6256,6256,9606148,0.065327976,0.021911368,0.03949809,0.017054353,0.006196741,4.6200000000000005e-21,0.009411858,0.001166819,0.003557723,0.021397014,0.006561578,0.021911368,0.053359684,
6260,6260,9606153,0.004940473,0.027713305,0.013388502,0.008527212,0.002323778,1.15e-25,0.0,5.36e-05,0.002524288,0.027873872,0.017277247,0.027713305,0.037549407,
6265,6265,9606158,0.000677449,0.0,0.001333609,0.002325668,0.000774503,7.67e-39,0.415809127,1.58e-06,0.000510018,0.0,0.000708084,0.0,0.005928854,
6267,6267,9606161,0.001251112,0.0,0.004445362,0.006976826,0.0,5.56e-37,0.552894144,4.45e-21,0.001853069,0.0,0.015955491,0.0,0.035573123,
6268,6268,9606162,1.12e-18,0.0,0.0,0.0,0.000774503,0.0,0.531057159,5.050000000000001e-21,0.0,0.0,0.0,0.0,0.0,
6271,6271,9606165,1.12e-18,0.0,0.0,0.027907073,0.028659962,0.0,0.76740716,0.014909344,0.0,0.0,0.0,0.0,0.0,
6272,6272,9606166,4.41e-05,0.0,0.000444485,0.000775103,0.000774503,2.57e-39,0.503257717,2.96e-05,0.000170006,0.0,0.000472056,0.0,0.001976285,
6275,6275,9606169,1.12e-18,0.0,0.0,0.033333424,0.03408211,0.0,0.007245055,0.012480217,0.0,0.0,0.0,0.0,0.0,
6278,6278,9606172,1.12e-18,0.0,0.0,0.010852809,0.011618907,0.0,0.498556299,0.001055497,0.0,0.0,0.0,0.0,0.0,
6282,6282,9606176,0.097828467,0.008667954,0.04913906,0.028682266,0.008520519,4.82e-21,0.0,0.002816032,0.006928774,0.008523186,0.005381438,0.008667954,0.116600791,
6283,6283,9606177,0.024737906,4.12e-06,0.000444485,0.002325668,0.002323778,2.57e-39,0.508169779,0.000367775,0.000170006,4.07e-06,0.0,4.12e-06,0.001976285,
6288,6288,9412157,1.12e-18,0.0,0.0,0.002325668,0.00309837,0.0,0.473370355,0.000626701,0.0,0.0,0.0,0.0,0.0,
6289,6289,9606183,1.12e-18,0.0,0.0,0.0,0.000774503,0.0,0.417479538,2.94e-07,0.0,0.0,0.0,0.0,0.0,
6291,6291,9606185,1.12e-18,0.0,0.0,0.067441952,0.068164221,0.0,0.079638787,0.038134311,0.0,0.0,0.0,0.0,0.0,
6292,6292,9412158,0.037817719,0.004905909,0.001778145,0.019379932,0.017815648,1.85e-37,0.355175292,0.003912759,0.000561018,0.005037585,0.003729242,0.004905909,0.011857708,
6293,6293,9606187,1.12e-18,0.0,0.0,0.008527212,0.009295111,0.0,0.511631417,0.0029892,0.0,0.0,0.0,0.0,0.0,
6297,6297,9606191,1.12e-18,0.0,0.0,0.022480704,0.023237796,0.0,0.0,0.004847492,0.0,0.0,0.0,0.0,0.0,
6299,6299,9606193,1.12e-18,0.0,0.0,0.026356669,0.027110759,0.0,0.017276,0.009407897,0.0,0.0,0.0,0.0,0.0,
6302,6302,9606196,0.146073782,0.001154033,0.015782387,0.012403195,0.000774503,2.72e-29,0.00036622,0.000265936,0.003012933,0.001183069,0.000944112,0.001154033,0.067193676,
6305,6305,9606199,0.032486273,0.031415614,0.048460456,0.037984582,0.032532925,1.17e-19,0.023126803,0.009151857,0.002433064,0.032211283,0.000991317,0.031415614,0.035573123,
6318,6318,9412209,1.12e-18,0.0,0.0,0.020930318,0.021688611,0.0,0.005188119,0.003578793,0.0,0.0,0.0,0.0,0.0,
6319,6319,9412215,1.32e-18,0.0,0.001452152,0.000775103,0.0,4.09e-35,0.60558573,4.45e-21,0.000395092,0.0,0.018835032,0.0,0.007905138,
6322,6322,9412220,2.56e-05,0.010345623,0.00118543,0.002325668,0.001549006,1.82e-37,0.00036622,0.0001307,0.000391012,0.010329593,0.001557785,0.010345623,0.007905138,
6325,6325,9412229,1.12e-18,0.0,0.0,0.034108617,0.034856703,0.0,0.407994486,0.000329843,0.0,0.0,0.0,0.0,0.0,
6328,6328,9412244,1.08e-18,1.91e-06,0.000444485,0.000775103,0.000774503,2.57e-39,0.532667174,1.57e-07,0.000170006,1.91e-06,0.006372755,1.91e-06,0.005928854,
6334,6334,9607008,8.67e-05,7.14e-06,0.002222681,0.003876054,0.000774503,1.9e-37,0.73240723,9.69e-08,0.000901034,7.15e-06,0.006514372,7.14e-06,0.017786561,
6336,6336,9607011,0.06596775,0.164509888,0.080254852,0.027131862,0.01859024,4.08e-19,0.00036622,0.003376765,0.004198713,0.167533275,0.004059681,0.164509888,0.049407115,
6341,6341,9607017,0.000133642,1.98e-05,0.010632716,0.002325668,0.000774503,3.7e-21,0.60661972,4.74e-07,0.00093748,1.98e-05,0.00514541,1.98e-05,0.009881423,
