,Rank,Unnamed: 0.1,Node Id,Authorities-Score,Betweenness-Centrality,Closeness-Centrality,Degree-Centrality,Degree-Prestige,EigenVector-Centrality,Harmonic-Centrality,Hub-Score,Katz-Centrality,Load-Centrality,Page-Rank
1454,1455,103259,9906181,211245,9607190,201224,106045,9808006,302203,9901118,208038,9907026,9406076,204178
1455,1456,103256,9906180,9709033,206141,301229,9710146,9809033,202139,9908162,9209016,205061,9612203,102040
1456,1457,103247,9906179,109183,9602102,210107,9710215,9810116,202176,9911180,204158,9610026,110262,209064
1457,1458,103246,9906178,9906176,9407047,205078,9201021,9810251,204157,9608144,9812092,302010,9705237,304204
1458,1459,103241,9906177,9712012,110262,205216,9203071,111087,210148,9608129,9608195,9811116,9607190,9405052
1459,1460,103239,9906176,303160,9504033,208206,9602082,111098,210281,211106,105249,9810195,203160,207148
1460,1461,103235,9906175,205305,205244,209209,9602167,111179,211069,9912138,9601014,9911113,109004,9902156
1461,1462,103233,9906174,203004,9308052,210135,9603123,111210,210183,9808079,9605009,9902200,9912122,9904016
1462,1463,103231,9906172,201265,9505144,303121,9607032,9303093,303210,9411038,9905096,112180,9407047,211005
1463,1464,103230,9906171,9909025,9901111,210041,9607184,9305109,210238,9606183,9603186,9709113,9807232,9711113
1464,1465,103229,9906169,9705079,210030,210054,9607239,9306023,202153,9610189,9907188,9904121,9505144,12133
1465,1466,103223,9906168,9605236,9704041,206071,301250,9701023,202157,9909135,103111,109209,202129,9903091
1466,1467,103222,9906167,201252,9902100,211148,302005,9308045,202190,210129,109065,201206,9902100,210265
1467,1468,103220,9906166,201248,9902106,302205,302174,9308106,206247,9811142,9909121,9708082,103133,9807048
1468,1469,103219,9906165,9610138,209004,204017,9609076,9704114,303051,9908203,9907129,9801036,9506178,9912183
1469,1470,103208,9906164,9904051,9912122,302196,9609104,9704214,302198,9909096,210135,9904094,9902177,206238
1470,1471,103203,9906163,9807136,109004,301243,303033,9311042,303134,9908189,9910082,110189,206141,9411020
1471,1472,103199,9906162,211019,9705122,210264,9612222,9705160,303165,9506175,9806236,212060,209004,110239
1472,1473,103197,9906161,9903025,9902177,107186,9505051,9706078,304221,9810228,9902073,102069,107071,211061
1473,1474,103188,9906160,9812043,9912052,206001,9506075,9706100,303066,9606158,206167,111177,112236,209027
1474,1475,103187,9906159,9903105,9412128,203203,201136,9707018,302224,9903205,206038,9701088,9609217,303210
1475,1476,103185,9906158,105046,107022,301084,9901080,9708003,207078,9903216,9806022,9906078,210030,9608132
1476,1477,103183,9906156,304208,111209,201227,9508091,9708086,210239,9508068,9808120,9709017,9803107,210105
1477,1478,103182,9906155,9806249,9608017,204167,9902032,9708119,208048,9912216,9712223,210146,9411238,103129
1478,1479,103179,9906154,110198,9411238,211023,203163,9709029,301174,212090,205067,301030,9902106,209043
1479,1480,103178,9906153,108196,9709053,302109,203166,9710142,207106,9903147,206017,111091,9911100,209161
1480,1481,103177,9906152,9612162,9909006,207163,9903077,9711181,212346,9907157,9801061,203013,9412128,304027
1481,1482,103171,9906151,9606136,210238,209089,9903132,9204095,205275,210036,9602071,303109,9611040,107129
1482,1483,103170,9906150,9905055,9609217,212203,9903219,9205009,207145,9809182,9910174,205153,111277,9810113
1483,1484,103169,9906149,9610085,9612203,209264,205266,9206035,207132,9910200,9903049,9812154,9705122,9807026
1484,1485,103168,9906148,9704030,9802139,204066,206070,9208002,209223,211005,9902101,9506106,9606118,209117
1485,1486,103167,9906147,9612089,9806136,203052,206241,9208026,211258,9810186,9704127,9903252,106247,9903162
1486,1487,103163,9906146,106032,9701173,209085,207027,9208031,212065,9811220,9305016,111198,208031,9806005
1487,1488,103162,9906144,207136,9911100,209138,207124,9208035,206164,106036,9903162,9908129,107022,108130
1488,1489,103159,9906143,9910159,9710215,211164,207208,9602071,211173,209039,202187,9904019,107140,111097
1489,1490,103156,9906142,9903217,9608126,209175,208141,9209116,205204,209005,109162,205163,109152,211242
1490,1491,103155,9906141,9608154,9912227,209099,208163,9603004,207244,9902177,9512145,208083,9709053,9710237
1491,1492,103154,9906140,9912133,107140,211167,208187,9604026,205099,206068,9901159,201035,9904070,210247
1492,1493,103152,9906139,9810055,109092,112113,9908076,9604152,210048,210002,9307158,201054,9909006,302106
1493,1494,103148,9906138,203076,9802099,205100,209114,9211121,209127,9610064,9911004,9806224,9911172,302097
1494,1495,103138,9906137,206187,9612017,205301,209176,9605170,210135,9912193,112055,301005,9701173,209044
1495,1496,103133,9906136,104130,201270,203190,210272,9212075,210117,9907149,9903022,9807136,9908094,301253
1496,1497,103129,9906135,9808126,209217,105214,210308,9212090,209256,9909140,9710119,208204,9802082,9710163
1497,1498,103124,9906134,9802091,9911172,211070,9911082,9606043,209211,9508111,9904129,212170,9707202,9707078
1498,1499,103116,9906133,111229,106143,108092,9911115,9607011,207144,9609105,9407190,211266,203260,207234
1499,1500,103115,9906132,9607067,205134,205010,9912088,9607229,209099,9907110,9611233,201135,9605118,301235
1500,1501,103112,9906128,107091,203260,111136,9405110,9608079,206078,303010,9903156,205104,9907133,9910103
1501,1502,103111,9906127,111093,9904070,210096,101211,9612095,302109,9408164,9905205,211127,9802139,9906180
1502,1503,103110,9906125,9805051,111277,205210,9801195,201136,205052,9506194,9708085,112092,106143,9907074
1503,1504,103109,9906119,9712073,9908094,208058,102041,9902058,204183,9911202,9708003,303168,9710215,9805158
1504,1505,103108,9906114,207163,212057,202098,9802085,9902074,301105,9909100,105208,212308,9612017,211218
1505,1506,103107,9906112,208029,9408035,112100,9803058,9902131,209085,9412229,9510093,301047,9912052,209059
1506,1507,103106,9906109,9708168,9907133,303155,9803085,203124,209089,204064,9710142,9907054,201270,9712020
1507,1508,103102,9906105,9910062,105093,211194,104026,205074,209138,9909222,205052,205302,205043,9905224
1508,1509,103099,9906103,111208,9707202,205155,9804200,205146,302106,208008,9603116,207114,9709065,9902190
1509,1510,103090,9906102,9807239,107126,207074,105214,206033,203048,9811149,205316,9708085,9611014,205171
1510,1511,103089,9906098,104136,9912274,207177,106200,9906011,210096,9507008,9711143,112248,108152,9907160
1511,1512,103086,9906096,201225,9802082,209207,107036,9908019,209148,9811257,9506150,9706168,204103,111106
1512,1513,103085,9906089,9711001,9605118,204231,9808069,9909214,210041,9911245,9907030,301124,205033,9909218
1513,1514,9409186,9906087,209160,9505046,111119,109209,9911042,205006,9809188,9706117,111201,209217,203006
1514,1515,103082,9906086,107186,205051,211017,9809039,9911082,205092,112029,9705223,9801048,9806136,210186
1515,1516,103080,9906085,108161,208031,302112,110123,9911147,207206,201070,9705175,110286,107126,9806240
1516,1517,103078,9906083,9703210,9908201,111212,9810155,9912279,211278,9904116,9901143,9803251,9912274,108198
1517,1518,103071,9906081,9912214,211216,207027,111260,9802126,303160,9911169,204001,212188,211022,211074
1518,1519,103069,9906079,108209,106126,206247,112094,103230,302205,211043,9909081,9911253,109099,302211
1519,1520,103068,9906078,9906147,9709065,106200,112169,9803103,211194,9904210,9903091,112027,9608167,212193
1520,1521,103067,9906077,109039,204103,301083,9812073,104056,210145,9907169,9910065,9707099,106126,209061
1521,1522,103058,9906073,9705132,109099,104159,9701117,105242,208153,9904191,9703146,212119,203249,9812016
1522,1523,103047,9906070,111128,9712172,108156,9308124,110062,207163,205004,9904087,9911163,208074,212086
1523,1524,103041,9906068,9701187,9910159,206081,9702077,9810210,212203,9610162,9604070,9806213,9912227,112055
1524,1525,103032,9906065,9706192,9911022,301054,9702086,111025,303121,211022,9707224,9906163,9908201,210263
1525,1526,103031,9906064,204174,9811192,111077,9706071,9811220,211017,303253,9605136,212258,212057,9712206
1526,1527,103030,9906057,106256,108152,105070,9707110,9812088,210118,9911193,201174,209079,105093,9801207
1527,1528,103022,9906055,9711069,9606118,105093,9709222,9812127,207266,210049,9912165,9802147,9505046,9608144
1528,1529,103021,9906054,9806141,206070,112040,9710122,9304068,208149,205077,9806197,206113,9901102,9911189
1529,1530,103013,9906051,9711083,211022,110286,9711083,9304159,206255,109065,9212030,212113,9402032,9912202
1530,1531,103011,9906047,9603009,9803107,210164,9712226,9703078,208039,212174,205218,9805014,9811192,205072
1531,1532,9409119,9906044,9912145,9812016,107040,9201007,9707120,207114,9608068,9906220,9705055,205051,9910038
1532,1533,103007,9906040,9711040,109040,107086,9204030,9708036,212072,9912223,210238,9907093,9910159,304196
1533,1534,103003,9906035,101114,109152,209017,9206044,9710226,209141,9909109,9702174,9904018,9802099,211091
1534,1535,9409113,9906033,205134,9702077,304051,9601167,9601014,205216,205028,9605028,206203,9605003,209251
1535,1536,103001,9906031,9507113,9707188,207140,9605229,9606044,211142,302199,9910011,9711003,109040,9911091
1536,1537,9409111,9906030,201129,9901102,111165,303160,9608099,210220,9911201,9909154,9811036,9903086,111048
1537,1538,9409098,9906029,205185,203053,301174,303173,9608183,210022,9906147,9802088,112096,210231,105005
1538,1539,9409089,9906027,9910220,105283,205050,9611063,9609075,207133,9908168,9907003,206231,110174,207009
1539,1540,9409076,9906023,203050,9812067,202057,9612015,9612231,210126,9907177,9509108,9610049,9812067,208039
1540,1541,9409069,9906022,209103,9611014,210118,9503027,9503002,209258,9909060,9509070,303202,9702077,212084
1541,1542,9409064,9906012,208012,210233,302207,9503045,203093,212207,9910245,9903029,109213,209090,9910216
1542,1543,301067,9906011,209248,209090,202126,9506091,9903026,303010,9912150,9912209,205078,205050,106061
1543,1544,9409021,9906004,111190,210231,209254,201145,9903048,205051,9909163,9904116,207135,9404157,107166
1544,1545,9409019,9905231,9602172,106055,208144,9901134,9903093,212169,9907209,112154,203161,208178,205123
1545,1546,9802203,9905229,9712202,106247,303080,9509080,205134,212107,212086,204143,212252,9812016,9805051
1546,1547,9802198,9905228,9706047,205050,210011,9510083,205147,302207,9910134,9704114,201079,9704110,9808187
1547,1548,9802197,9905227,101152,9605003,205072,204206,209215,206081,9909224,9906151,112198,9806075,9909200
1548,1549,9802195,9905226,106038,9404157,301248,9904033,9909011,209214,9509141,9907100,203019,9812194,104026
1549,1550,9802190,9905224,9804027,110174,110209,205230,9909056,210070,9912191,9907126,9805120,209145,102097
1550,1551,9802186,9905221,9908035,9902047,206151,205258,9911039,205170,9911118,9903067,108183,9902047,110174
1551,1552,9802185,9905219,9802151,205014,205184,9906055,9911081,209106,9807187,9701014,210040,205134,9907043
1552,1553,9802183,9905217,9911027,9704110,202109,9906087,9403186,303109,9908068,208042,9806169,9911027,303165
1553,1554,9802176,9905215,9605085,205230,301061,207127,9404151,206151,207007,9712115,9808156,211216,304221
1554,1555,9802168,9905214,205020,9806075,108013,207212,103069,212246,209090,9204083,204197,101003,210081
1555,1556,9802158,9905212,110271,112236,201079,208029,103247,204061,9908052,9912187,9806146,105283,9912173
1556,1557,9802151,9905210,301150,9903086,207102,208209,9803077,205184,9909069,9903078,9812155,110173,110024
1557,1558,9802150,9905209,9901074,9812194,204256,209047,9803259,205070,9910137,9402107,212009,9905004,9806149
1558,1559,9802147,9905207,9711143,9608167,303165,9910065,9805097,204079,9910222,9812158,210041,9911022,205200
1559,1560,301063,9905205,207264,203249,304221,9910096,9412203,204231,9911251,9710129,9912145,9712172,9411038
1560,1561,9802139,9905199,9805126,9905004,302041,9910155,106120,203272,9910261,9805104,303031,9903105,212061
1561,1562,9802130,9905197,9804151,110173,203064,9910156,106209,202126,205051,9803140,201060,205230,9901032
1562,1563,9802126,9905195,207208,112104,210042,211236,9806028,202135,9906248,9803216,203163,106055,9912008
1563,1564,9802116,9905194,9811013,202094,201066,211261,9806042,204213,9911181,9305139,111154,9811208,201206
1564,1565,9802109,9905193,102111,9402032,202186,9911015,107169,203052,9901120,9312172,205075,203052,211116
1565,1566,9802099,9905189,9612120,203052,206241,212225,9809021,304127,211061,9906217,208144,9904129,303267
1566,1567,9802091,9905186,9601057,207194,107054,9912075,110271,203243,9912181,9711081,9612207,206070,9712179
1567,1568,9802088,9905184,9511213,9803092,211105,9912209,9811021,208154,9808175,212269,206100,109092,9910065
1568,1569,9802085,9905179,9907117,107071,210070,9402005,9811056,203092,9910169,104056,212246,202094,9911214
1569,1570,9802082,9905177,9510183,9903105,203038,9402107,9811230,208139,212032,9506077,9710105,9707188,9705078
1570,1571,9802076,9905170,9706194,202178,304150,9405117,9704143,112113,9506102,107071,109057,9912185,112040
1571,1572,9802073,9905162,211049,9911027,106048,9801002,9708044,207074,9908130,9402073,9801058,9803092,9805126
1572,1573,9802071,9905161,207122,9801002,111044,9801017,9711097,201227,9912213,209011,304257,9704087,205134
1573,1574,9802068,9905160,9801207,207174,109040,102129,9903229,302012,205048,9406055,211288,9305109,205117
1574,1575,9802067,9905159,9708041,208074,206193,9803124,9602097,203060,9910163,107261,211060,9704041,9907173
1575,1576,9802051,9905157,9512181,9904129,110050,9803166,9603073,201271,9909070,9401021,9911136,207194,203140
1576,1577,9802047,9905156,9708044,101003,111249,9803168,9605018,206109,203028,108080,9806115,9812092,9912041
1577,1578,9802042,9905155,202183,9907142,206164,104200,9606136,205050,110147,9909172,9812194,202060,111073
1578,1579,9802041,9905148,9608039,9811208,205070,105311,9608085,112235,9909098,209224,9902058,9910030,9911113
1579,1580,9802040,9905146,203115,9305109,206171,9805014,9609104,112040,212061,103011,205287,103032,102202
1580,1581,9802039,9905145,9709146,9811107,104226,9805156,205101,202175,9904163,9607227,9703118,112104,210252
1581,1582,9802033,9905133,9701088,101119,206152,106171,205106,209003,9907197,9910036,9706127,9708170,9805058
1582,1583,9802026,9905130,205303,9910030,110191,107152,9905015,201114,9509108,203203,9709192,205106,112045
1583,1584,9802016,9905129,9803054,9912185,202153,107172,9512143,206152,303054,111238,9903058,207132,9907165
1584,1585,9802010,9905128,9910069,207132,301130,108205,9906201,204064,9906134,9610151,9604168,107173,205025
1585,1586,9802007,9905127,212313,9708170,107115,108245,208209,212211,9910124,204066,303023,203053,9912154
1586,1587,9802004,9905111,9605016,102138,212155,9808075,9908135,212233,9910206,9901121,9709107,9909214,203268
1587,1588,102202,9905104,9904078,103032,212238,110115,211249,201093,9909167,9803227,112037,9608108,106189
1588,1589,102200,9905103,209095,205106,205265,110171,9912007,111165,9905205,9906193,9905161,101119,9703182
1589,1590,102199,9905099,9901016,206103,205222,9811237,9912135,111050,9912206,9804172,206218,112249,9907042
1590,1591,102195,9905097,9912059,9812092,211093,112008,9912271,203064,112055,201226,9804095,9807076,202171
1591,1592,102188,9905096,211021,9704087,111266,112227,102188,211030,9809109,9711201,9709118,9703118,304256
1592,1593,102185,9905094,9611186,9701117,212114,9701186,103080,204009,9908181,9507112,9905029,205014,204138
1593,1594,102184,9905092,9706087,9703118,211232,9703118,103170,111048,205100,9309075,9701055,210233,9607136
1594,1595,102181,9905088,9908031,202060,202077,9705003,103241,202184,9906236,9906054,9808169,101028,210209
1595,1596,102174,9905085,103115,9909214,211030,9705192,9410052,210068,9906209,206195,9708037,9901105,9909075
1596,1597,102172,9905075,208042,107173,201226,9706204,105019,209063,301232,103099,112258,9801002,210183
1597,1598,102168,9905067,207257,9608108,206078,9706217,105048,112199,212037,9905048,9703072,103085,112195
1598,1599,102159,9905064,9604168,112249,112020,9707202,9805162,302001,9910218,9610238,109182,9810053,303031
1599,1600,102158,9905057,9910244,205251,205006,9708015,106040,212003,9911165,9810135,9606049,9511214,103220
1600,1601,102156,9905055,206161,207089,111199,9708036,9807034,202057,9810155,9803067,207201,9703100,9804095
1601,1602,102155,9905053,9802168,209222,110107,9712202,9807216,210054,204023,9912135,112128,9711082,302146
1602,1603,102149,9905049,9609217,9807076,110184,9207095,9807232,112101,110024,9311081,107051,9907142,109067
1603,1604,102147,9905048,9911251,9810053,301172,9209016,9808039,207183,9906206,9711089,212003,9701117,301211
1604,1605,102138,9905046,9610105,9901057,112047,9604065,110093,111198,9909223,9912233,207265,9708164,205303
1605,1606,102133,9905038,9812078,9511214,304228,9606050,111008,206171,9509004,101003,209240,9907224,207124
1606,1607,102130,9905030,9811036,108229,205162,301161,111092,207076,211060,9512210,208011,9608012,9701078
1607,1608,102129,9905029,9605154,102172,109099,9608173,9304104,112126,9910263,111001,209137,202178,207175
1608,1609,102128,9905028,211138,9911205,303134,302137,9702099,201061,112002,9909061,106186,205251,9912272
1609,1610,102127,9905024,9909129,212256,207076,303087,9703176,111012,9910197,9803013,210029,9806169,207220
1610,1611,102125,9905020,112040,9806169,107251,303239,9704186,110034,209095,102080,202039,9911113,202175
1611,1612,102123,9905015,9612143,9901105,201054,9610084,9311183,110171,111136,204058,9910094,9911205,208074
1612,1613,102121,9905012,9806112,9907224,105249,9610151,9708002,111128,9910262,104227,107090,212256,111275
1613,1614,102108,9905006,212296,101028,204183,9610238,9710033,112145,9811243,9412138,202210,102172,9905155
1614,1615,102114,9905004,206059,9703100,304027,9612017,9711130,211121,9910156,9807200,9702079,103090,110173
1615,1616,102113,9904217,9808134,106078,204185,9612087,9712063,203190,202039,106127,9411210,106078,9901161
1616,1617,102112,9904216,205258,9711082,209127,9503212,9712226,208227,208009,9512127,9503027,206103,207078
1617,1618,102111,9904214,204033,205254,207222,9507169,9209055,207131,9911153,201028,212088,102138,208101
1618,1619,102110,9904213,209219,103090,205029,202135,9210120,110232,207094,108187,211028,111128,206087
1619,1620,102105,9904210,211089,9710212,211063,9902157,9607032,211041,9907068,9605090,211176,9711179,204032
1620,1621,102100,9904207,9710218,9608012,302070,204001,9607046,111212,207033,112079,302184,106192,210303
1621,1622,102089,9904197,112180,9609137,304101,9906214,9610026,111060,9507045,9407106,210231,9609137,212025
1622,1623,102097,9904192,9709211,205033,206185,9906242,9611014,108245,9810237,103219,9901115,9901057,9802039
1623,1624,102094,9904191,9709222,9708164,206066,207284,9611214,112173,9810159,9302033,304195,9812047,9610144
1624,1625,102092,9904188,205080,9901134,206013,208165,9507113,206071,9906244,9710206,211097,207089,202022
1625,1626,102078,9904187,9707259,201032,110099,9908072,202187,203203,201112,9610155,206144,9807034,9911033
1626,1627,102085,9904181,9601167,106192,304037,9908088,9902059,112195,9912251,9911041,9811119,108229,302203
1627,1628,102080,9904180,9612215,201136,206255,209188,203160,205100,201037,9905030,302226,9811107,203227
1628,1629,102077,9904179,9910089,9911113,110232,209202,9903005,110115,9911140,9608137,103112,9704030,210052
1629,1630,102076,9904178,9707002,9711179,207131,9909061,9903196,111199,9906149,9709225,9904146,201032,201140
1630,1631,102069,9904172,9509070,301196,206098,9909209,204252,209161,204046,9703072,9810014,9912225,206031
1631,1632,102064,9904165,303087,303115,112195,9910146,9904109,109025,9909122,9912013,201140,301196,9910005
1632,1633,102057,9904164,9610205,9912225,206011,211217,205131,206098,9509035,9810151,9702164,303115,107072
1633,1634,9408164,9904163,9803120,9807136,208155,211222,205200,211063,112049,9904147,9610138,206042,108092
1634,1635,102049,9904154,108008,9810135,202037,211241,205204,110184,210004,108165,211232,207119,9910067
1635,1636,9408155,9904153,209081,9704030,207144,212121,205244,109076,9903162,9911039,303121,9901134,110189
1636,1637,102042,9904151,210262,9908004,212102,212126,205288,110050,9510135,9609104,203203,205254,304183
1637,1638,102041,9904150,9708090,106103,112028,9912104,9512025,204023,9907191,9901078,203031,9811149,9905092
1638,1639,102036,9904149,9711012,9907101,211214,9404162,206221,208011,9911088,209089,204201,204001,302065
1639,1640,102035,9904148,208018,102041,112173,9407005,9906214,111096,9905229,211011,103011,206155,9906033
1640,1641,102032,9904147,209009,111128,212086,101119,208019,203237,9901126,9607041,212116,9907101,207244
1641,1642,102020,9904146,204058,9607093,210059,9607164,208094,209153,9904143,9911230,201173,106103,107251
1642,1643,102010,9904145,104026,210047,205009,9801087,9908018,211148,9507112,9205068,9908100,204182,205294
1643,1644,9408113,9904143,202014,9402107,204051,103086,211245,206241,9907199,111276,210173,102041,103011
1644,1645,102006,9904142,9804105,103085,204245,103241,9911087,108080,9608104,207037,212059,9607093,304191
1645,1646,9408104,9904131,9511157,9909095,212174,9804061,9911136,201224,110031,9902018,206197,207174,211044
1646,1647,9408099,9904129,9801034,206042,210022,9804084,9912092,109039,9909184,9805158,9704112,107163,211254
1647,1648,9408098,9904127,9702077,9804011,211233,9805120,9405069,109092,9808055,9602174,9904188,210047,9406203
1648,1649,9408083,9904126,9903242,204001,201159,106020,9405121,212258,9911105,9907152,203032,204047,203032
1649,1650,9408074,9904125,9707110,9804126,304166,9806021,9801020,201062,112094,9608079,9902018,9908004,208062
1650,1651,9408060,9904122,302010,301009,112126,9806103,9409098,110200,211091,9706127,9803069,103148,212228
1651,1652,9408039,9904121,9811149,107163,202157,9807076,9803027,204155,9909114,9911221,212262,9807136,9801090
1652,1653,9408036,9904120,9909213,204047,210067,108101,9803109,209261,211021,9606043,105062,9710212,9910127
1653,1654,9408035,9904119,9711160,111060,210145,9808038,9803170,206001,9808111,9705236,9809172,9402107,212008
1654,1655,9408013,9904118,9506075,204136,203272,9808143,106149,209111,9912184,9803252,106117,9909095,212316
1655,1656,9408005,9904116,9706046,9801181,204226,9808192,108245,110281,9511180,9906167,208167,9804011,111209
1656,1657,9801207,9904115,212253,109140,201019,109127,9808069,207168,209054,211220,211250,109140,9508110
1657,1658,9801206,9904113,207124,9801125,204113,110146,109025,112236,204051,9908125,9705199,301009,207046
1658,1659,9801205,9904112,9806144,9610156,205024,110232,110196,210026,9907217,112009,9903172,204136,209111
1659,1660,9801195,9904109,9704198,9907207,112145,111013,110260,110028,9810201,107186,9805048,206017,9911136
1660,1661,9801193,9904101,9707224,206017,301067,111025,9810152,207068,9909221,9511180,207283,9910050,9709192
1661,1662,9801183,9904098,206239,207168,206128,112101,9810230,201159,212153,206090,211292,9801181,212069
1662,1663,9801182,9904095,202003,9707027,202175,112231,9810243,111225,9902210,9909062,202111,9804126,9711127
1663,1664,9801181,9904094,205174,206155,211112,9812089,111051,203151,9908054,9607239,107185,9801125,208003
1664,1665,9801173,9904087,9610024,103148,201136,9812097,111180,205083,9302103,9910077,206081,9907207,301129
1665,1666,9801166,9904086,206116,107242,107031,9812127,112223,110099,9906085,208163,108161,112154,209102
1666,1667,9801162,9904083,207241,110071,212233,9812194,112236,205010,9908115,9710121,209127,9610171,209150
1667,1668,9801161,9904081,111210,9811149,206042,9812237,9812067,107057,9809172,9605085,110093,111060,210075
1668,1669,9801159,9904078,9907099,112154,112114,103064,9311009,111030,9911152,111179,9712142,202187,9612065
1669,1670,9801147,9904073,203019,206204,211278,9301043,9706087,205162,9907208,9709002,9710102,211123,9503027
1670,1671,9801145,9904070,9912177,9910050,212071,9701154,9603074,211169,112040,209099,203023,9804121,211195
1671,1672,9801144,9904069,9609053,9804121,107238,9308075,9605028,211108,211038,9812237,205258,203205,9912009
1672,1673,9801135,9904068,207175,108135,208222,9702166,9605159,109004,9908134,110174,108043,9302033,209051
1673,1674,9801134,9904059,205230,205015,208039,9309055,9412138,111179,302184,9311042,9704147,9610156,210155
1674,1675,9801125,9904056,9706096,204182,212211,9703182,9607077,201037,9805182,205174,9804208,107242,212009
1675,1676,9801121,9904051,102202,303016,303109,9703211,9608125,202045,9810146,9904109,9610082,9810135,201226
1676,1677,9801120,9904050,205187,304018,203092,9704044,9610134,207281,9909205,9607108,9712075,303016,301031
1677,1678,9801090,9904042,9911037,203205,204103,9704051,9611165,209139,9806120,9510224,205288,304018,9912258
1678,1679,9801087,9904039,9703052,207119,205170,9705188,9506077,211225,102041,9906234,105249,206033,301237
1679,1680,9801084,9904035,9511228,109176,207206,9705241,9506139,111082,210123,9906214,9712084,207168,9803189
1680,1681,301021,9904034,9907036,202187,111050,9706040,201158,206017,207060,208010,108120,211287,205180
1681,1682,9801076,9904033,204226,211158,303051,9708017,9903053,110186,103110,9703176,9907029,110071,206020
1682,1683,9801070,9904027,9706204,9911160,302224,9709113,9903214,106285,209044,9605151,9808086,9707027,209076
1683,1684,9607201,9904021,9706151,204110,203060,9710105,204174,201095,9912192,9802168,9711179,211158,9903105
1684,1685,9801061,9904019,9904115,9707041,111128,9710218,204203,112133,212041,107173,9912258,108135,108231
1685,1686,9801060,9904018,9707192,206016,212329,9711205,204254,205283,9608125,9705160,9607184,9701128,9811093
1686,1687,9801058,9904017,202148,9807034,209261,9712075,9905075,112214,203093,109122,111209,206016,9907052
1687,1688,9801049,9904016,9811128,9701128,201271,9601108,206057,107177,111048,9610171,211193,9911160,212142
1688,1689,9801048,9904013,212168,211287,112019,9605200,9906206,104073,210020,9908109,204049,9807216,9803259
1689,1690,9801038,9904011,9701053,109129,112133,9212030,9906215,205210,9808061,9607057,206147,109129,301125
1690,1691,9801036,9904010,9710247,302148,208011,9607112,9907152,212060,210083,9701128,301048,9309075,9910039
1691,1692,9801034,9904008,9801060,209115,109092,301186,9907178,103239,9907111,102085,212051,302148,208056
1692,1693,9801030,9904003,9705110,103169,107178,301187,9908025,211060,212009,9810129,104073,201029,9607093
1693,1694,9801024,9903268,9708122,9302033,304057,9608012,209090,303186,9906188,9505054,212165,209115,210077
1694,1695,9801023,9903259,207125,205043,107172,302127,209122,112197,205037,110034,9911124,9707041,301084
1695,1696,9801020,9903252,202090,209201,208096,9610193,9909015,201136,205104,112188,211164,201079,111266
1696,1697,9801019,9903246,108055,9812047,109216,9611186,9909072,301237,303068,110260,9612008,209077,207052
1697,1698,9801017,9903245,209225,211123,110186,9502091,9909081,112231,9912163,9210068,9703211,103169,209039
1698,1699,9801002,9903242,9604091,110286,206225,9506064,9909099,106117,9912098,202198,106171,211236,212269
1699,1700,9607164,9903240,9707120,9610125,202190,9506101,210102,112132,103152,111078,206072,110286,9711105
1700,1701,101236,9903238,303057,9610171,206044,9507010,210153,111229,211029,9703211,211089,9610125,207064
1701,1702,101235,9903237,9707146,206214,205139,9507060,9910058,208213,9910237,206070,207281,204110,207104
1702,1703,101232,9903235,9711080,206033,302198,201127,9910170,109152,9906224,103208,205202,9907106,201062
1703,1704,101229,9903231,204001,211236,106237,201197,211241,110107,9903252,9706217,107212,9802176,301030
1704,1705,101226,9903229,210158,9907106,210111,201227,211271,207220,107031,208092,101147,201136,301048
1705,1706,101225,9903228,205034,9807216,111048,9901101,211291,108229,9909211,9904142,103021,206214,202008
1706,1707,101219,9903227,210230,210269,212346,9901159,9911068,111051,9906225,9602045,110123,209201,107098
1707,1708,101213,9903225,110200,9811032,211268,202168,9912027,106160,201100,112136,211092,9407018,203270
1708,1709,101212,9903224,9605028,201079,201114,202190,9912208,106241,211069,202003,109070,211118,9701057
1709,1710,101211,9903222,9912180,9806115,201093,9509141,9406198,107244,9906191,9711202,9404063,9806115,302010
1710,1711,101206,9903219,106045,9910089,212101,203064,101020,212262,109040,9602097,303036,9609107,208029
1711,1712,101200,9903217,9909150,102128,108109,203080,102035,106186,9508078,108100,212081,9910089,9709123
1712,1713,101199,9903216,203080,201029,207263,203201,102080,211164,106015,209201,9511053,109176,103068
1713,1714,101198,9903214,9809133,209077,209211,203243,9802039,208184,9910214,109017,106266,9903090,110143
1714,1715,101194,9903213,9704109,9407018,212222,9904179,9409064,110209,9508079,103155,103080,205015,9901117
1715,1716,101187,9903210,304026,105207,202174,9511180,9804111,202014,112038,9905004,9808002,9402005,210219
1716,1717,101186,9903209,9806169,9609107,302191,205083,9804166,205163,9908196,208066,206112,9811032,9404063
1717,1718,101184,9903208,9906031,208042,211043,205104,9804208,210034,201102,9606049,212172,9510008,205221
1718,1719,101182,9903207,9802041,110034,208139,205254,105227,212329,9807232,109025,106213,204129,210254
1719,1720,101181,9903205,9806177,9802176,109140,205291,9805041,201054,9506112,9606191,304076,207136,212109
1720,1721,101177,9903203,9705166,9703146,206016,9905004,108172,211105,302070,107036,9407005,9806004,111182
1721,1722,101169,9903196,9712145,110265,204009,206057,9809192,111277,203004,9807213,205290,101212,204260
1722,1723,101164,9903195,206166,9402005,211209,206214,9810008,106055,9912188,206237,9706153,105245,9801193
