Id,Degree-Centrality,Betweenness-Centrality,EigenVector-centrality,Closeness-Centrality,Hub-Score,Authorities-Score,Degree-Prestige,Page-Rank,Katz-Centrality,Harmonic-Centrality,Percolation-Centrality,Rank-prestige,score
9611050,0.263031267,0.136426869,0.21422124,0.901446297,0.214679287,0.214679287,0.263031267,0.240945832,0.50676279,0.857964167,0.136426869,0.263051396,0.146866777
9708078,0.01523656,0.000459621,0.014721146,0.758219094,0.014744517,0.014744517,0.01523656,0.012946529,0.583620097,0.690434874,0.000459621,0.015378389,0.000582779
9903162,0.025661588,0.005082209,0.032765676,0.817254831,0.032761874,0.032761874,0.025661588,0.025132975,0.523576814,0.753867726,0.005082209,0.025091056,0.0053862
9705241,0.030473138,0.010023953,0.043938177,0.762844965,0.044351065,0.044351065,0.030473138,0.029184655,0.353676857,0.697515751,0.010023953,0.025091056,0.010248759
9909214,0.033680832,0.0020548,0.076807078,0.802292153,0.077286991,0.077286991,0.033680832,0.025384242,0.55070577,0.737207212,0.0020548,0.032375556,0.002144533
9705084,0.02967121,0.000600721,0.02920448,0.7811013,0.029232724,0.029232724,0.02967121,0.022714531,0.597253684,0.715050892,0.000600721,0.031566168,0.00076348
107185,0.032076976,0.001429834,0.032283512,0.761378576,0.03242397,0.03242397,0.032076976,0.026546352,0.431539848,0.698641201,0.001429834,0.031566168,0.001652362
9906214,0.026463516,0.001311925,0.025941608,0.774782619,0.026011324,0.026011324,0.026463516,0.022745939,0.658856648,0.707955279,0.001311925,0.023472278,0.001614689
9612148,0.023255821,0.00319049,0.016795542,0.776743126,0.016850877,0.016850877,0.023255821,0.021049887,0.495781958,0.706551622,0.00319049,0.025495751,0.003889764
108008,0.030473138,0.01063379,0.020694254,0.792607512,0.020708841,0.020708841,0.030473138,0.03184086,0.583093332,0.730055112,0.01063379,0.033184945,0.011883685
9901073,0.008019244,0.000423299,0.008328852,0.714803,0.008358922,0.008358922,0.008019244,0.010182593,0.591166031,0.647298195,0.000423299,0.008498584,0.000599206
9612143,0.03448276,0.007041934,0.026972523,0.804605383,0.026956969,0.026956969,0.03448276,0.033557956,0.685181077,0.737710467,0.007041934,0.033184945,0.008404924
9706090,0.012028866,0.001366346,0.009161766,0.743751893,0.009179294,0.009179294,0.012028866,0.014045822,0.605133193,0.672854993,0.001366346,0.010117361,0.001750911
108069,0.006415388,0.0002815,0.006116142,0.717451007,0.006141701,0.006141701,0.006415388,0.005722604,0.615817255,0.64932468,0.0002815,0.007689195,0.000387216
9712143,0.036888526,0.000688035,0.048393459,0.792269972,0.048369556,0.048369556,0.036888526,0.026546352,0.625109549,0.729367508,0.000688035,0.036422501,0.000749399
9712057,0.012028866,0.00346444,0.009291957,0.738935762,0.009312327,0.009312327,0.012028866,0.024441991,0.633661621,0.670879994,0.00346444,0.01092675,0.003882153
9904179,0.02004811,0.000953106,0.038920592,0.809154772,0.038907123,0.038907123,0.02004811,0.017406517,0.772270815,0.747173904,0.000953106,0.020639417,0.001177127
108174,0.010425028,0.000240987,0.008605759,0.730008681,0.008624988,0.008624988,0.010425028,0.009680059,0.548306552,0.662245742,0.000240987,0.012140834,0.000378611
9910217,0.012028866,0.000229112,0.012483107,0.735827121,0.012549469,0.012549469,0.012028866,0.009554425,0.558634705,0.670044066,0.000229112,0.012140834,0.000298039
9711080,0.021651966,0.002662618,0.014845819,0.776743126,0.014855378,0.014855378,0.021651966,0.021426788,0.586665538,0.711284451,0.002662618,0.023067584,0.003035707
109013,0.022453894,0.000877199,0.021994199,0.770833072,0.022039173,0.022039173,0.022453894,0.016872575,0.715361715,0.704882703,0.000877199,0.020234723,0.00105034
9907142,0.020850038,0.002669316,0.046712665,0.823293551,0.046750985,0.046750985,0.020850038,0.019542286,0.483860961,0.761897706,0.002669316,0.025091056,0.002973581
9912119,0.006415388,0.000616088,0.031062771,0.786011499,0.031062153,0.031062153,0.006415388,0.005722604,0.575875669,0.724450895,0.000616088,0.005665722,0.000672738
9901085,0.01523656,0.000396057,0.018641029,0.757975703,0.018713342,0.018713342,0.01523656,0.011690194,0.581290861,0.691585789,0.000396057,0.017401862,0.00054132
109165,0.01523656,0.001010866,0.010976988,0.750966337,0.011019587,0.011019587,0.01523656,0.014862439,0.674318315,0.686879293,0.001010866,0.016592473,0.001188353
9902058,0.032878904,0.005876794,0.047676448,0.839046059,0.047756272,0.047756272,0.032878904,0.029616834,0.533831089,0.777933436,0.005876794,0.03358964,0.006471405
9902191,0.00481155,0.000247273,0.024617508,0.795452191,0.024620462,0.024620462,0.00481155,0.004372045,0.600148512,0.731631234,0.000247273,0.00364225,0.000257361
9906244,0.013632722,0.002766361,0.009847373,0.718340841,0.009888804,0.009888804,0.013632722,0.019542286,0.603613704,0.651743142,0.002766361,0.016592473,0.003312594
9706057,0.016038488,0.000243082,0.018509208,0.767479656,0.018513793,0.018513793,0.016038488,0.012255545,0.667804565,0.699837047,0.000243082,0.015378389,0.000280047
9811107,0.013632722,0.000881509,0.032331532,0.808472814,0.032340602,0.032340602,0.013632722,0.011407519,0.556097069,0.748349917,0.000881509,0.016187778,0.000835713
110119,0.012028866,0.000810638,0.05376842,0.798805559,0.054138542,0.054138542,0.012028866,0.009303158,0.508838496,0.731291632,0.000810638,0.012140834,0.00085293
111002,0.012028866,0.000221428,0.01351709,0.759720332,0.013547218,0.013547218,0.012028866,0.009680059,0.613228626,0.692064843,0.000221428,0.011736139,0.000290216
111055,0.012028866,0.000354844,0.011016563,0.745621706,0.011063931,0.011063931,0.012028866,0.010873577,0.672730569,0.679469446,0.000354844,0.012140834,0.00040599
9908006,0.017642344,0.000486165,0.013835285,0.746510214,0.013835457,0.013835457,0.017642344,0.014391314,0.581866599,0.678497477,0.000486165,0.018615945,0.000631279
9911136,0.044105859,0.003771143,0.065211239,0.825840732,0.06544282,0.06544282,0.044105859,0.036401983,0.53683551,0.763250485,0.003771143,0.043707001,0.004191894
9903091,0.027265444,0.002130128,0.041572746,0.824244132,0.041591069,0.041591069,0.027265444,0.023405515,0.579294061,0.761177438,0.002130128,0.029138001,0.002425401
111161,0.010425028,0.000903065,0.006747211,0.720668161,0.006762523,0.006762523,0.010425028,0.012224136,0.577102526,0.652925758,0.000903065,0.008498584,0.001064858
111209,0.031275066,0.003806271,0.022549868,0.779138534,0.022649353,0.022649353,0.031275066,0.028210995,0.616150595,0.714901532,0.003806271,0.033184945,0.004459213
9704005,0.030473138,0.001665212,0.025498901,0.771743914,0.025518658,0.025518658,0.030473138,0.027896911,0.635797294,0.706781539,0.001665212,0.029542695,0.002059322
9611162,0.01523656,0.000602118,0.012609022,0.737037349,0.012615986,0.012615986,0.01523656,0.013637513,0.541470228,0.673327466,0.000602118,0.016187778,0.000713415
111275,0.016038488,0.001966997,0.01673636,0.764545456,0.01678436,0.01678436,0.016038488,0.016684124,0.653657442,0.698021529,0.001966997,0.017806556,0.0022248
9705074,0.023255821,0.000359734,0.028196428,0.783233825,0.028213024,0.028213024,0.023255821,0.017249475,0.602389702,0.715981346,0.000359734,0.023876973,0.00040599
9704169,0.016038488,0.001440954,0.008242228,0.743742882,0.008248061,0.008248061,0.016038488,0.018128909,0.57208662,0.673105412,0.001440954,0.015783084,0.001557084
9709160,0.02485966,0.00047918,0.018386276,0.755950402,0.018402932,0.018402932,0.02485966,0.020170453,0.582954451,0.691133733,0.00047918,0.02630514,0.000600771
9812177,0.004009622,2.87E-05,0.006364418,0.71287738,0.006385596,0.006385596,0.004009622,0.003461202,0.533557515,0.643795468,2.87E-05,0.004451639,3.95E-05
201061,0.020850038,0.000941273,0.017942882,0.754705153,0.01798166,0.01798166,0.020850038,0.016621308,0.61042788,0.688054785,0.000941273,0.023472278,0.001129997
9703141,0.006415388,0.000273817,0.008074494,0.732071737,0.008092855,0.008092855,0.006415388,0.006759081,0.550194586,0.662749843,0.000273817,0.006070417,0.000370006
201205,0.061748203,0.003565829,0.057595559,0.793201464,0.057699177,0.057699177,0.061748203,0.04169021,0.505032666,0.737643761,0.003565829,0.059490085,0.003773795
9701142,0.016038488,0.001041908,0.010785079,0.749819853,0.010797865,0.010797865,0.016038488,0.016935391,0.566589838,0.681624882,0.001041908,0.017401862,0.00123528
202027,0.011226938,0.000630058,0.009783899,0.751665116,0.009800115,0.009800115,0.011226938,0.011972869,0.543075156,0.681029071,0.000630058,0.01092675,0.000829877
203098,0.006415388,4.65E-05,0.008962099,0.743283655,0.009001916,0.009001916,0.006415388,0.005125845,0.548916935,0.673017196,4.65E-05,0.0072845,5.59E-05
9709012,0.007217316,0.000192091,0.006964931,0.734928653,0.006984245,0.006984245,0.007217316,0.006633447,0.460449168,0.66764159,0.000192091,0.0072845,0.000244845
204261,0.042502004,0.002345905,0.06128973,0.79543158,0.061611684,0.061611684,0.042502004,0.030376288,0.556303014,0.732346157,0.002345905,0.044111696,0.002575156
204103,0.036888526,0.004186918,0.058735298,0.820674261,0.058928626,0.058928626,0.036888526,0.030349591,0.629511836,0.758529514,0.004186918,0.038445973,0.004532315
9703070,0.016840416,0.000245876,0.015133006,0.764545456,0.015121445,0.015121445,0.016840416,0.013480471,0.584862543,0.695744336,0.000245876,0.016592473,0.000308208
9907117,0.016038488,0.000508517,0.031132622,0.764003137,0.031283653,0.031283653,0.016038488,0.01291512,0.606484239,0.699047058,0.000508517,0.014569,0.000531932
9703179,0.027265444,0.000998111,0.028198871,0.789224698,0.028226328,0.028226328,0.027265444,0.02177228,0.472592663,0.724648531,0.000998111,0.026709834,0.001042463
9909167,0.012830794,0.000177422,0.011339663,0.739024714,0.011374342,0.011374342,0.012830794,0.01081076,0.63067265,0.671933056,0.000177422,0.012545528,0.000222942
9705064,0.024057732,0.001446382,0.01396461,0.732220168,0.013990662,0.013990662,0.024057732,0.023562557,0.736012312,0.668468837,0.001446382,0.024686362,0.001687384
9912145,0.019246182,0.001005062,0.033420341,0.804183806,0.033422384,0.033422384,0.019246182,0.01523934,0.622105934,0.740029983,0.001005062,0.020234723,0.001146612
9901067,0.003207694,0.00010338,0.005807671,0.722041234,0.005809118,0.005809118,0.003207694,0.003052893,0.622235145,0.652300965,0.00010338,0.004046945,0.000138459
9908165,0.016038488,0.001049508,0.031807085,0.793365468,0.031819334,0.031819334,0.016038488,0.01370033,0.495485443,0.733253024,0.001049508,0.018615945,0.001117567
207129,0.010425028,0.000340874,0.039177788,0.812872389,0.039161217,0.039161217,0.010425028,0.00792119,0.620348683,0.750781529,0.000340874,0.009712667,0.000330893
207168,0.01523656,0.001038513,0.012251639,0.757377253,0.01226123,0.01226123,0.01523656,0.014862439,0.679052239,0.694514345,0.001038513,0.016997167,0.001222357
9701144,0.012830794,0.001719863,0.008699462,0.736665906,0.008713677,0.008713677,0.012830794,0.014831031,0.545052863,0.666929501,0.001719863,0.013759611,0.001987378
208100,0.019246182,0.001830424,0.032851894,0.806423225,0.032852337,0.032852337,0.019246182,0.01599314,0.508978632,0.745434088,0.001830424,0.018211251,0.002134293
9905073,0.013632722,0.000512708,0.010970668,0.738109553,0.010975242,0.010975242,0.013632722,0.011595969,0.398188601,0.673924481,0.000512708,0.014569,0.0006039
209176,0.032878904,0.001134133,0.023866072,0.757526777,0.023924254,0.023924254,0.032878904,0.024787483,0.566378113,0.696444209,0.001134133,0.031566168,0.001398842
209200,0.010425028,0.000296868,0.01704263,0.762911323,0.017072599,0.017072599,0.010425028,0.007858373,0.544837808,0.696350156,0.000296868,0.010117361,0.000360619
9711099,0.010425028,0.000620279,0.015462572,0.754111852,0.0154762,0.0154762,0.010425028,0.009617242,0.578077626,0.686302544,0.000620279,0.009307972,0.000793784
209222,0.03929431,0.000637043,0.083011214,0.76277862,0.083820475,0.083820475,0.03929431,0.022306222,0.637047231,0.699480475,0.000637043,0.038445973,0.000775996
209241,0.119486768,0.059427172,0.126747984,0.862479279,0.127423893,0.127423893,0.119486768,0.109840712,0.604946699,0.807852843,0.059427172,0.12626467,0.062615978
210079,0.020850038,0.006332217,0.012159795,0.759748536,0.012172541,0.012172541,0.020850038,0.02503875,0.620348297,0.693797256,0.006332217,0.020639417,0.007598045
9705079,0.025661588,0.000828533,0.02890871,0.791157105,0.028941381,0.028941381,0.025661588,0.020107636,0.568844278,0.726671628,0.000828533,0.025900445,0.000838161
9707135,0.004009622,1.91E-05,0.008495735,0.749005687,0.008514127,0.008514127,0.004009622,0.003524019,0.588032276,0.678997846,1.91E-05,0.00364225,4.65E-05
211250,0.01523656,0.000971456,0.017796021,0.77136575,0.017826454,0.017826454,0.01523656,0.013166387,0.537019259,0.703148537,0.000971456,0.015378389,0.001245395
211162,0.024057732,0.000963654,0.058763058,0.824078177,0.058763886,0.058763886,0.024057732,0.017563559,0.552092062,0.765657041,0.000963654,0.024686362,0.000957064
9907156,0.00481155,0.000121541,0.009552692,0.72614049,0.009556221,0.009556221,0.00481155,0.004529087,0.571085827,0.659448589,0.000121541,0.00364225,0.000185394
9904018,0.004009622,2.18E-05,0.006724601,0.717845283,0.006740351,0.006740351,0.004009622,0.00330416,0.568940601,0.648665184,2.18E-05,0.00364225,3.11E-05
211288,0.013632722,0.000240288,0.011060901,0.739674701,0.011086103,0.011086103,0.013632722,0.011407519,0.525793056,0.671132979,0.000240288,0.014569,0.000306643
9702018,0.016840416,0.001369916,0.012087287,0.762134719,0.012128197,0.012128197,0.016840416,0.018348768,0.688832914,0.690540682,0.001369916,0.019425334,0.001780175
301138,0.004009622,0.000856027,0.006296673,0.707749238,0.006319079,0.006319079,0.004009622,0.003524019,0.58107653,0.640154208,0.000856027,0.005261028,0.001099184
9709171,0.007217316,1.82E-05,0.009493594,0.717375557,0.009511877,0.009511877,0.007217316,0.005534154,0.593831877,0.648688135,1.82E-05,0.0072845,2.04E-05
9711008,0.008821172,0.006008918,0.004119891,0.717694232,0.00412403,0.00412403,0.008821172,0.015867507,0.593196663,0.647365983,0.006008918,0.010117361,0.006847684
9712125,0.013632722,0.005292237,0.00554681,0.72307022,0.005565224,0.005565224,0.013632722,0.017971868,0.599610559,0.654448208,0.005292237,0.013354917,0.006266665
2258,0.010425028,0.000517598,0.016407036,0.759701531,0.016407433,0.016407433,0.010425028,0.009146116,0.569769627,0.695488694,0.000517598,0.01092675,0.000718891
3019,0.011226938,0.00055881,0.010472713,0.749536066,0.010509626,0.010509626,0.011226938,0.010276818,0.567183157,0.68091815,0.00055881,0.012950223,0.000745488
3037,0.065757825,0.005425898,0.058388928,0.798930301,0.058629966,0.058629966,0.065757825,0.053018894,0.427792736,0.739228809,0.005425898,0.069607446,0.006077626
9711040,0.018444272,0.000940351,0.023633205,0.760520284,0.023696989,0.023696989,0.018444272,0.015930324,0.455888977,0.69584692,0.000940351,0.021044112,0.001113804
9703124,0.016038488,0.000233303,0.011260414,0.734049933,0.011263481,0.011263481,0.016038488,0.012789487,0.655478329,0.668853523,0.000233303,0.015378389,0.000282394
5212,0.028869282,0.002667745,0.018424417,0.767345357,0.01849162,0.01849162,0.028869282,0.027520011,0.708842654,0.703719775,0.002667745,0.02994739,0.003077527
3122,0.068163592,0.005482393,0.161452286,0.832560347,0.162927361,0.162927361,0.068163592,0.043220111,0.435846026,0.771194632,0.005482393,0.070012141,0.005791305
3132,0.002405766,8.17E-06,0.005034178,0.709885179,0.005033091,0.005033091,0.002405766,0.0019536,0.537490362,0.641464195,8.17E-06,0.002428167,7.55E-06
9812010,0.005613478,0.000109666,0.007518419,0.733409789,0.007516378,0.007516378,0.005613478,0.004560495,0.577361622,0.663205783,0.000109666,0.004451639,0.000125161
3145,0.043303932,0.004716775,0.127419245,0.841761045,0.128116331,0.128116331,0.043303932,0.032567022,0.531135322,0.780507916,0.004716775,0.042897612,0.004900991
9706115,0.012028866,0.000283596,0.009929353,0.740504421,0.009955321,0.009955321,0.012028866,0.010276818,0.571136378,0.671154331,0.000283596,0.010117361,0.000391909
3211,0.025661588,0.008838871,0.037133433,0.79862891,0.03731272,0.03731272,0.025661588,0.02214918,0.532552915,0.735396559,0.008838871,0.025900445,0.009659761
3221,0.056134726,0.003309133,0.116079585,0.79081061,0.117215809,0.117215809,0.056134726,0.038134783,0.437882066,0.726879566,0.003309133,0.057061918,0.00368411
9707102,0.01443465,0.000235399,0.01881417,0.767882829,0.018846376,0.018846376,0.01443465,0.011815828,0.517676765,0.702520105,0.000235399,0.015783084,0.000269878
3294,0.013632722,0.000625867,0.0399318,0.772132158,0.040188233,0.040188233,0.013632722,0.010967802,0.529410751,0.704139624,0.000625867,0.016592473,0.000825606
3298,0.032076976,0.003985153,0.023031058,0.768680824,0.023118516,0.023118516,0.032076976,0.028933388,0.595301208,0.703994823,0.003985153,0.033994334,0.004425983
9911119,0.010425028,0.000527377,0.009098718,0.727637989,0.009112777,0.009112777,0.010425028,0.01081076,0.567023281,0.658322874,0.000527377,0.010522056,0.000605464
9712097,0.003207694,0.001862276,0.003892154,0.699220974,0.003902308,0.003902308,0.003207694,0.012789487,0.569437845,0.629100546,0.001862276,0.004856333,0.002230299
4073,0.012028866,0.001095952,0.01334146,0.754436198,0.013392013,0.013392013,0.012028866,0.012035686,0.54957687,0.686874888,0.001095952,0.011331445,0.001447764
9706040,0.024057732,0.004410917,0.013303146,0.748649473,0.013325496,0.013325496,0.024057732,0.026075226,0.573085558,0.686090577,0.004410917,0.025900445,0.004923489
4100,0.013632722,0.000808067,0.007343905,0.71167913,0.007361173,0.007361173,0.013632722,0.013511879,0.564985828,0.644636674,0.000808067,0.015378389,0.000992445
4141,0.030473138,0.001262806,0.037981865,0.789498727,0.038121562,0.038121562,0.030473138,0.024065091,0.414753158,0.723655818,0.001262806,0.031161473,0.001492563
9711006,0.018444272,0.018490643,0.008195666,0.758256552,0.008203716,0.008203716,0.018444272,0.02541565,0.59788038,0.685570152,0.018490643,0.019830028,0.020889427
5105,0.012830794,0.001563026,0.026271101,0.77429404,0.02637384,0.02637384,0.012830794,0.012852304,0.598385543,0.712200388,0.001563026,0.013354917,0.001734577
5113,0.011226938,0.000775139,0.047476008,0.799460889,0.047750286,0.047750286,0.011226938,0.008549357,0.591851349,0.73002632,0.000775139,0.010117361,0.000684472
5165,0.01443465,0.001638626,0.009436398,0.723641249,0.009467532,0.009467532,0.01443465,0.018160318,0.604084711,0.657161736,0.001638626,0.016187778,0.002039132
9909182,0.006415388,0.000132019,0.007905813,0.728683,0.007915478,0.007915478,0.006415388,0.005094437,0.569969467,0.663902031,0.000132019,0.0072845,0.000130636
5244,0.016038488,0.000137607,0.018812751,0.755913171,0.018868548,0.018868548,0.016038488,0.01216132,0.390994907,0.688384592,0.000137607,0.016592473,0.000161927
9902190,0.007217316,0.001622148,0.027615177,0.79298631,0.027619031,0.027619031,0.007217316,0.00773274,0.597306505,0.731260596,0.001622148,0.007689195,0.001804542
5276,0.028869282,0.003310823,0.020795197,0.787332002,0.02079753,0.02079753,0.028869282,0.025635509,0.77378389,0.721406892,0.003310823,0.02994739,0.003784621
6037,0.019246182,0.003028184,0.03743461,0.798213567,0.037431341,0.037431341,0.019246182,0.019824961,0.531485071,0.737401655,0.003028184,0.018615945,0.003520939
6091,0.036086615,0.001871364,0.069114146,0.790627294,0.069572393,0.069572393,0.036086615,0.029945365,0.582681912,0.724107664,0.001871364,0.034399029,0.002367522
6190,0.02967121,0.003006251,0.045642754,0.814890032,0.045690931,0.045690931,0.02967121,0.025635509,0.343851845,0.756964197,0.003006251,0.028328612,0.003159116
6203,0.02967121,0.002102369,0.015660436,0.758903298,0.015653578,0.015653578,0.02967121,0.026891844,0.585621932,0.6958458,0.002102369,0.029542695,0.002503517
6226,0.02485966,0.001412958,0.026024946,0.797715728,0.026046135,0.026046135,0.02485966,0.019165385,0.595881449,0.733878942,0.001412958,0.025091056,0.001509116
7066,0.00481155,4.04E-05,0.005131298,0.713731007,0.005143952,0.005143952,0.00481155,0.004874579,0.597780374,0.644871192,4.04E-05,0.005665722,5.16E-05
7070,0.004009622,0.000656602,0.007773122,0.729236946,0.007782445,0.007782445,0.004009622,0.005251479,0.544971356,0.660818023,0.000656602,0.004046945,0.000748617
7115,0.012028866,0.00156098,0.00792047,0.742842969,0.00793765,0.00793765,0.012028866,0.014642581,0.580763744,0.673889927,0.00156098,0.012545528,0.001758976
7173,0.026463516,0.000506421,0.027792498,0.768478767,0.027807938,0.027807938,0.026463516,0.019322427,0.486629606,0.703831411,0.000506421,0.02630514,0.00064223
8012,0.016840416,0.000425394,0.011711527,0.747155253,0.011706925,0.011706925,0.016840416,0.014297089,0.586262589,0.681458194,0.000425394,0.016187778,0.000435715
8055,0.01523656,0.001236025,0.012467104,0.737595214,0.01246078,0.01246078,0.01523656,0.013574696,0.579899437,0.67545892,0.001236025,0.016592473,0.001349873
8068,0.017642344,0.000457526,0.020161992,0.750433932,0.020221052,0.020221052,0.017642344,0.014799622,0.488131058,0.687104749,0.000457526,0.019020639,0.000610158
8125,0.028869282,0.0016907,0.032031421,0.774997793,0.03219094,0.03219094,0.028869282,0.024190724,0.518873736,0.712715056,0.0016907,0.02630514,0.001979509
9703138,0.012830794,0.00021584,0.017355169,0.761246406,0.01738301,0.01738301,0.012830794,0.010842168,0.498720867,0.695268665,0.00021584,0.013759611,0.000233894
9706111,0.00481155,1.46E-05,0.008930616,0.743013786,0.008935399,0.008935399,0.00481155,0.003900919,0.567391598,0.673463215,1.46E-05,0.004451639,1.22E-05
9708142,0.007217316,0.000134114,0.012817194,0.749289071,0.012837708,0.012837708,0.007217316,0.005879646,0.551967225,0.683939942,0.000134114,0.007689195,9.15E-05
9711018,0.00481155,8.87E-05,0.005298422,0.70847614,0.005299157,0.005299157,0.00481155,0.004748945,0.593909598,0.640187996,8.87E-05,0.005665722,0.000132201
9812200,0.0096231,0.00010338,0.010599011,0.729661633,0.010620487,0.010620487,0.0096231,0.008046824,0.582272217,0.662613699,0.00010338,0.010522056,0.000138459
9812201,0.004009622,0.000108269,0.004834493,0.723965521,0.004833541,0.004833541,0.004009622,0.004717537,0.575403745,0.652243664,0.000108269,0.004046945,0.000152539
9901062,0.003207694,1.15E-05,0.007263117,0.720659704,0.007272484,0.007272484,0.003207694,0.002613176,0.585105968,0.652274803,1.15E-05,0.003237556,8.06E-06
9907061,0.007217316,0.000148085,0.010496185,0.739933232,0.010509626,0.010509626,0.007217316,0.005848238,0.595621132,0.673141244,0.000148085,0.006475111,0.000158015
9908071,0.00481155,1.75E-05,0.005577312,0.711712131,0.005587396,0.005587396,0.00481155,0.003963736,0.585806432,0.642276707,1.75E-05,0.004046945,2.33E-05
9910261,0.00481155,0.000644028,0.007480853,0.72345365,0.007494206,0.007494206,0.00481155,0.006444997,0.573209705,0.653305025,0.000644028,0.005261028,0.000721238
9023,0.016840416,0.00185886,0.011987506,0.74721891,0.011995164,0.011995164,0.016840416,0.016746941,0.534297874,0.68509924,0.00185886,0.015378389,0.00212464
9074,0.019246182,0.001165985,0.012989226,0.750186345,0.012992913,0.012992913,0.019246182,0.017249475,0.608089001,0.68593554,0.001165985,0.020234723,0.001280745
9811196,0.012028866,0.007921054,0.013009904,0.739817314,0.013037258,0.013037258,0.012028866,0.016055957,0.60656058,0.673442671,0.007921054,0.011331445,0.008702016
10046,0.016038488,0.001671149,0.031706192,0.812237878,0.031765012,0.031765012,0.016038488,0.014328497,0.66114203,0.746626226,0.001671149,0.015783084,0.001950565
10189,0.006415388,0.000794551,0.006776739,0.719916039,0.006806867,0.006806867,0.006415388,0.009868509,0.562122701,0.651065058,0.000794551,0.008093889,0.001063974
11017,0.056134726,0.003686497,0.041034844,0.790881921,0.041139199,0.041139199,0.056134726,0.043146302,0.471939053,0.727933004,0.003686497,0.05180089,0.004164632
11047,0.012028866,0.000142497,0.017490556,0.744004268,0.01758256,0.01758256,0.012028866,0.008832033,0.526412331,0.678899611,0.000142497,0.014164306,0.000147846
11147,0.020850038,0.000871988,0.054850503,0.780962194,0.055164007,0.055164007,0.020850038,0.015773282,0.601065549,0.716895174,0.000871988,0.021448806,0.00081205
9711051,0.003207694,1.33E-05,0.004448766,0.701153495,0.004456614,0.004456614,0.003207694,0.002958668,0.572402234,0.631852295,1.33E-05,0.002832861,1.80E-05
11281,0.020850038,0.002084766,0.026220137,0.797011517,0.026297346,0.026297346,0.020850038,0.016370041,0.553454406,0.734505836,0.002084766,0.019830028,0.002401925
12010,0.005613478,0.000136908,0.004911695,0.709016157,0.00492223,0.00492223,0.005613478,0.005314296,0.537675593,0.640741209,0.000136908,0.004856333,0.000193999
12042,0.042502004,0.003870723,0.043480287,0.81473863,0.043482801,0.043482801,0.042502004,0.033975059,0.70521073,0.756260398,0.003870723,0.048563335,0.004047529
12091,0.02485966,0.00196435,0.055814869,0.824543024,0.055788819,0.055788819,0.02485966,0.018411585,0.593851107,0.766286323,0.00196435,0.027114529,0.002045046
12167,0.005613478,5.20E-05,0.007595095,0.72526551,0.007627239,0.007627239,0.005613478,0.004529087,0.569702839,0.657393791,5.20E-05,0.007689195,6.82E-05
9709113,0.030473138,0.001750682,0.021957715,0.783423723,0.021972657,0.021972657,0.030473138,0.026860435,0.401216798,0.719378455,0.001750682,0.031970862,0.001849334
12216,0.005613478,0.000891777,0.005666371,0.726097551,0.005676085,0.005676085,0.005613478,0.006727672,0.584179819,0.655985068,0.000891777,0.005261028,0.00099893
12221,0.012830794,0.000719202,0.013309804,0.75342701,0.013303324,0.013303324,0.012830794,0.010559493,0.656568872,0.691247442,0.000719202,0.014569,0.000880082
12234,0.05453087,0.011015792,0.074703318,0.852573983,0.07486623,0.07486623,0.05453087,0.047248549,0.505692339,0.796217734,0.011015792,0.058276002,0.011831954
101042,0.026463516,0.002862944,0.016257966,0.763822536,0.016252227,0.016252227,0.026463516,0.02387664,0.551961824,0.699599616,0.002862944,0.028328612,0.003294735
101107,0.004009622,0.001033414,0.005709992,0.711209195,0.005720429,0.005720429,0.004009622,0.00792119,0.573339426,0.642944396,0.001033414,0.004046945,0.001169978
101115,0.011226938,0.000934337,0.020555906,0.77660557,0.020620152,0.020620152,0.011226938,0.008266682,0.497614108,0.713663261,0.000934337,0.011736139,0.001100162
101154,0.012830794,0.001853992,0.014191242,0.755531763,0.014190212,0.014190212,0.012830794,0.01370033,0.506209428,0.695857557,0.001853992,0.014164306,0.002080099
101179,0.008821172,0.000594434,0.010009285,0.726681976,0.01004401,0.01004401,0.008821172,0.0090833,0.579063459,0.660379197,0.000594434,0.01092675,0.00064223
101187,0.012830794,0.007253087,0.007672079,0.735254316,0.007693756,0.007693756,0.012830794,0.016903983,0.624252395,0.666520879,0.007253087,0.013759611,0.0076757
102002,0.007217316,0.004226133,0.0052046,0.706828467,0.005210469,0.005210469,0.007217316,0.015961732,0.562268685,0.638097365,0.004226133,0.008093889,0.004947629
102132,0.016840416,0.001156499,0.052319275,0.767988491,0.052840359,0.052840359,0.016840416,0.011847236,0.612371638,0.701462188,0.001156499,0.016997167,0.001288028
102178,0.0096231,4.25E-05,0.009277937,0.733365985,0.009312327,0.009312327,0.0096231,0.007638515,0.451901827,0.664553093,4.25E-05,0.012140834,6.19E-05
9906108,0.005613478,0.000280103,0.007677398,0.739042507,0.007693756,0.007693756,0.005613478,0.005502746,0.607765427,0.66930339,0.000280103,0.005261028,0.00035749
103009,0.010425028,0.000635646,0.010377054,0.746682722,0.010376593,0.010376593,0.010425028,0.009617242,0.605415719,0.682719407,0.000635646,0.009307972,0.000661787
103052,0.01443465,0.00142887,0.010712402,0.742546475,0.010709176,0.010709176,0.01443465,0.01445413,0.601753867,0.679358414,0.00142887,0.013354917,0.001553086
103158,0.007217316,0.00023959,0.009491412,0.740067024,0.009489704,0.009489704,0.007217316,0.006539222,0.588495578,0.676453575,0.00023959,0.006879806,0.000168967
103165,0.01443465,0.000397454,0.037336186,0.781956901,0.03755484,0.03755484,0.01443465,0.010590901,0.517621606,0.715270163,0.000397454,0.013759611,0.000410683
