,Id,Degree-Centrality,Betweenness-Centrality,EigenVector-centrality,Closeness-Centrality,Hub-Score,Authorities-Score,Degree-Prestige,Page-Rank,Katz-Centrality,Harmonic-Centrality,Percolation-Centrality,Rank-prestige
1922,9712151,0.008019244,0.002094455,0.004261724,0.715511114,0.004257064,0.004257064,0.008019244,0.011972869,0.637736107,0.646862487,0.002094455,0.006879806
1923,9904165,0.008019244,0.000477782,0.023554265,0.792505197,0.023548879,0.023548879,0.008019244,0.007324431,0.66558126,0.729959359,0.000477782,0.006070417
1924,9909157,0.004009622,4.87e-05,0.004992502,0.711604886,0.004988746,0.004988746,0.004009622,0.003900919,0.569953258,0.645565688,4.87e-05,0.00364225
1925,9912010,0.016038488,0.002117722,0.036659943,0.812356103,0.036659526,0.036659526,0.016038488,0.016275816,0.604207602,0.752621643,0.002117722,0.015783084
1926,8249,0.026463516,0.003328803,0.011190536,0.748065653,0.011219137,0.011219137,0.026463516,0.03239459,0.743832067,0.682203815,0.003328803,0.027923917
1927,11060,0.042502004,0.00277241,0.043722746,0.791605956,0.043810063,0.043810063,0.042502004,0.033214348,0.664492352,0.729709251,0.00277241,0.042088223
1928,11171,0.008019244,0.000337381,0.007610086,0.720253878,0.007627239,0.007627239,0.008019244,0.00810964,0.601095491,0.654067375,0.000337381,0.008903278
1929,11215,0.008019244,0.000440063,0.004385416,0.721150685,0.004390097,0.004390097,0.008019244,0.008957666,0.571161851,0.653140452,0.000440063,0.008093889
1930,11239,0.012028866,0.000383483,0.005898242,0.738775707,0.005897807,0.005897807,0.012028866,0.012255545,0.570576477,0.669391634,0.000383483,0.013354917
1931,12037,0.02004811,0.005696997,0.042044717,0.822411254,0.042174198,0.042174198,0.02004811,0.018034684,0.568351186,0.760666437,0.005696997,0.019020639
1932,12051,0.012028866,0.000315029,0.009345529,0.72466625,0.009356671,0.009356671,0.012028866,0.010371043,0.680785618,0.658901092,0.000315029,0.012545528
1933,12121,0.008821172,0.001747992,0.008692425,0.737205504,0.008691505,0.008691505,0.008821172,0.008737808,0.546882738,0.672235278,0.001747992,0.0072845
1934,12201,0.016038488,0.000432379,0.013002867,0.764088715,0.013015085,0.013015085,0.016038488,0.014234272,0.544419656,0.696910186,0.000432379,0.016592473
1935,101122,0.02485966,0.002010396,0.012512312,0.744157575,0.012527297,0.012527297,0.02485966,0.026609168,0.576390081,0.682332366,0.002010396,0.023067584
1936,102114,0.046511626,0.008499485,0.053905928,0.837249582,0.053890879,0.053890879,0.046511626,0.044924643,0.710011504,0.782139121,0.008499485,0.047349251
1937,102202,0.040096237,0.004293518,0.024228238,0.771792424,0.024304508,0.024304508,0.040096237,0.036172702,0.691950909,0.711161978,0.004293518,0.038041279
1938,103149,0.010425028,0.000942684,0.00979507,0.730642896,0.009822288,0.009822288,0.010425028,0.011878644,0.514810714,0.664900469,0.000942684,0.01092675
1939,104081,0.02004811,0.001505175,0.00606247,0.728804102,0.006075185,0.006075185,0.02004811,0.023248473,0.555616696,0.661771442,0.001505175,0.019830028
1940,104146,0.0096231,0.000391865,0.008728204,0.740835044,0.008758022,0.008758022,0.0096231,0.008203865,0.501293818,0.674622174,0.000391865,0.010522056
1941,104238,0.025661588,0.000923629,0.020082202,0.747228004,0.020110191,0.020110191,0.025661588,0.020327495,0.585501234,0.684862176,0.000923629,0.028733306
1942,105016,0.007217316,7.26e-05,0.005143274,0.719536351,0.005143952,0.005143952,0.007217316,0.005942463,0.549108602,0.653369347,7.26e-05,0.0072845
1943,106081,0.018444272,0.001685545,0.009946429,0.741631535,0.009955321,0.009955321,0.018444272,0.01677835,0.564631016,0.680146679,0.001685545,0.017401862
1944,9606045,0.003207694,0.000363925,0.00096496,0.64768747,0.000962274,0.000962274,0.003207694,0.005314296,0.570985579,0.573896247,0.000363925,0.003237556
1945,9812023,0.004009622,4.23e-05,7.21e-05,0.589353942,7.18e-05,7.18e-05,0.004009622,0.007858373,0.577803625,0.516400406,4.23e-05,0.004451639
1946,11007,0.006415388,0.000222127,5.25e-05,0.57497003,5.25e-05,5.25e-05,0.006415388,0.014014413,0.582597653,0.503945721,0.000222127,0.005665722
1947,9611050,0.263031267,0.136426869,0.21422124,0.901446297,0.214679287,0.214679287,0.263031267,0.240945832,0.50676279,0.857964167,0.136426869,0.263051396
1948,9708078,0.01523656,0.000459621,0.014721146,0.758219094,0.014744517,0.014744517,0.01523656,0.012946529,0.583620097,0.690434874,0.000459621,0.015378389
1949,9903162,0.025661588,0.005082209,0.032765676,0.817254831,0.032761874,0.032761874,0.025661588,0.025132975,0.523576814,0.753867726,0.005082209,0.025091056
1950,9705241,0.030473138,0.010023953,0.043938177,0.762844965,0.044351065,0.044351065,0.030473138,0.029184655,0.353676857,0.697515751,0.010023953,0.025091056
1951,9909214,0.033680832,0.0020548,0.076807078,0.802292153,0.077286991,0.077286991,0.033680832,0.025384242,0.55070577,0.737207212,0.0020548,0.032375556
1952,9705084,0.02967121,0.000600721,0.02920448,0.7811013,0.029232724,0.029232724,0.02967121,0.022714531,0.597253684,0.715050892,0.000600721,0.031566168
1953,107185,0.032076976,0.001429834,0.032283512,0.761378576,0.03242397,0.03242397,0.032076976,0.026546352,0.431539848,0.698641201,0.001429834,0.031566168
1954,9906214,0.026463516,0.001311925,0.025941608,0.774782619,0.026011324,0.026011324,0.026463516,0.022745939,0.658856648,0.707955279,0.001311925,0.023472278
1955,9612148,0.023255821,0.00319049,0.016795542,0.776743126,0.016850877,0.016850877,0.023255821,0.021049887,0.495781958,0.706551622,0.00319049,0.025495751
1956,108008,0.030473138,0.01063379,0.020694254,0.792607512,0.020708841,0.020708841,0.030473138,0.03184086,0.583093332,0.730055112,0.01063379,0.033184945
1957,9901073,0.008019244,0.000423299,0.008328852,0.714803,0.008358922,0.008358922,0.008019244,0.010182593,0.591166031,0.647298195,0.000423299,0.008498584
1958,9612143,0.03448276,0.007041934,0.026972523,0.804605383,0.026956969,0.026956969,0.03448276,0.033557956,0.685181077,0.737710467,0.007041934,0.033184945
1959,9706090,0.012028866,0.001366346,0.009161766,0.743751893,0.009179294,0.009179294,0.012028866,0.014045822,0.605133193,0.672854993,0.001366346,0.010117361
1960,108069,0.006415388,0.0002815,0.006116142,0.717451007,0.006141701,0.006141701,0.006415388,0.005722604,0.615817255,0.64932468,0.0002815,0.007689195
1961,9712143,0.036888526,0.000688035,0.048393459,0.792269972,0.048369556,0.048369556,0.036888526,0.026546352,0.625109549,0.729367508,0.000688035,0.036422501
1962,9712057,0.012028866,0.00346444,0.009291957,0.738935762,0.009312327,0.009312327,0.012028866,0.024441991,0.633661621,0.670879994,0.00346444,0.01092675
1963,9904179,0.02004811,0.000953106,0.038920592,0.809154772,0.038907123,0.038907123,0.02004811,0.017406517,0.772270815,0.747173904,0.000953106,0.020639417
1964,108174,0.010425028,0.000240987,0.008605759,0.730008681,0.008624988,0.008624988,0.010425028,0.009680059,0.548306552,0.662245742,0.000240987,0.012140834
1965,9910217,0.012028866,0.000229112,0.012483107,0.735827121,0.012549469,0.012549469,0.012028866,0.009554425,0.558634705,0.670044066,0.000229112,0.012140834
1966,9711080,0.021651966,0.002662618,0.014845819,0.776743126,0.014855378,0.014855378,0.021651966,0.021426788,0.586665538,0.711284451,0.002662618,0.023067584
1967,109013,0.022453894,0.000877199,0.021994199,0.770833072,0.022039173,0.022039173,0.022453894,0.016872575,0.715361715,0.704882703,0.000877199,0.020234723
1968,9907142,0.020850038,0.002669316,0.046712665,0.823293551,0.046750985,0.046750985,0.020850038,0.019542286,0.483860961,0.761897706,0.002669316,0.025091056
1969,9912119,0.006415388,0.000616088,0.031062771,0.786011499,0.031062153,0.031062153,0.006415388,0.005722604,0.575875669,0.724450895,0.000616088,0.005665722
1970,9901085,0.01523656,0.000396057,0.018641029,0.757975703,0.018713342,0.018713342,0.01523656,0.011690194,0.581290861,0.691585789,0.000396057,0.017401862
1971,109165,0.01523656,0.001010866,0.010976988,0.750966337,0.011019587,0.011019587,0.01523656,0.014862439,0.674318315,0.686879293,0.001010866,0.016592473
1972,9902058,0.032878904,0.005876794,0.047676448,0.839046059,0.047756272,0.047756272,0.032878904,0.029616834,0.533831089,0.777933436,0.005876794,0.03358964
1973,9902191,0.00481155,0.000247273,0.024617508,0.795452191,0.024620462,0.024620462,0.00481155,0.004372045,0.600148512,0.731631234,0.000247273,0.00364225
1974,9906244,0.013632722,0.002766361,0.009847373,0.718340841,0.009888804,0.009888804,0.013632722,0.019542286,0.603613704,0.651743142,0.002766361,0.016592473
1975,9706057,0.016038488,0.000243082,0.018509208,0.767479656,0.018513793,0.018513793,0.016038488,0.012255545,0.667804565,0.699837047,0.000243082,0.015378389
1976,9811107,0.013632722,0.000881509,0.032331532,0.808472814,0.032340602,0.032340602,0.013632722,0.011407519,0.556097069,0.748349917,0.000881509,0.016187778
1977,110119,0.012028866,0.000810638,0.05376842,0.798805559,0.054138542,0.054138542,0.012028866,0.009303158,0.508838496,0.731291632,0.000810638,0.012140834
1978,111002,0.012028866,0.000221428,0.01351709,0.759720332,0.013547218,0.013547218,0.012028866,0.009680059,0.613228626,0.692064843,0.000221428,0.011736139
1979,111055,0.012028866,0.000354844,0.011016563,0.745621706,0.011063931,0.011063931,0.012028866,0.010873577,0.672730569,0.679469446,0.000354844,0.012140834
1980,9908006,0.017642344,0.000486165,0.013835285,0.746510214,0.013835457,0.013835457,0.017642344,0.014391314,0.581866599,0.678497477,0.000486165,0.018615945
1981,9911136,0.044105859,0.003771143,0.065211239,0.825840732,0.06544282,0.06544282,0.044105859,0.036401983,0.53683551,0.763250485,0.003771143,0.043707001
1982,9903091,0.027265444,0.002130128,0.041572746,0.824244132,0.041591069,0.041591069,0.027265444,0.023405515,0.579294061,0.761177438,0.002130128,0.029138001
1983,111161,0.010425028,0.000903065,0.006747211,0.720668161,0.006762523,0.006762523,0.010425028,0.012224136,0.577102526,0.652925758,0.000903065,0.008498584
1984,111209,0.031275066,0.003806271,0.022549868,0.779138534,0.022649353,0.022649353,0.031275066,0.028210995,0.616150595,0.714901532,0.003806271,0.033184945
1985,9704005,0.030473138,0.001665212,0.025498901,0.771743914,0.025518658,0.025518658,0.030473138,0.027896911,0.635797294,0.706781539,0.001665212,0.029542695
1986,9611162,0.01523656,0.000602118,0.012609022,0.737037349,0.012615986,0.012615986,0.01523656,0.013637513,0.541470228,0.673327466,0.000602118,0.016187778
1987,111275,0.016038488,0.001966997,0.01673636,0.764545456,0.01678436,0.01678436,0.016038488,0.016684124,0.653657442,0.698021529,0.001966997,0.017806556
1988,9705074,0.023255821,0.000359734,0.028196428,0.783233825,0.028213024,0.028213024,0.023255821,0.017249475,0.602389702,0.715981346,0.000359734,0.023876973
1989,9704169,0.016038488,0.001440954,0.008242228,0.743742882,0.008248061,0.008248061,0.016038488,0.018128909,0.57208662,0.673105412,0.001440954,0.015783084
1990,9709160,0.02485966,0.00047918,0.018386276,0.755950402,0.018402932,0.018402932,0.02485966,0.020170453,0.582954451,0.691133733,0.00047918,0.02630514
1991,9812177,0.004009622,2.87e-05,0.006364418,0.71287738,0.006385596,0.006385596,0.004009622,0.003461202,0.533557515,0.643795468,2.87e-05,0.004451639
1992,201061,0.020850038,0.000941273,0.017942882,0.754705153,0.01798166,0.01798166,0.020850038,0.016621308,0.61042788,0.688054785,0.000941273,0.023472278
1993,9703141,0.006415388,0.000273817,0.008074494,0.732071737,0.008092855,0.008092855,0.006415388,0.006759081,0.550194586,0.662749843,0.000273817,0.006070417
1994,201205,0.061748203,0.003565829,0.057595559,0.793201464,0.057699177,0.057699177,0.061748203,0.04169021,0.505032666,0.737643761,0.003565829,0.059490085
1995,9701142,0.016038488,0.001041908,0.010785079,0.749819853,0.010797865,0.010797865,0.016038488,0.016935391,0.566589838,0.681624882,0.001041908,0.017401862
1996,202027,0.011226938,0.000630058,0.009783899,0.751665116,0.009800115,0.009800115,0.011226938,0.011972869,0.543075156,0.681029071,0.000630058,0.01092675
1997,203098,0.006415388,4.65e-05,0.008962099,0.743283655,0.009001916,0.009001916,0.006415388,0.005125845,0.548916935,0.673017196,4.65e-05,0.0072845
1998,9709012,0.007217316,0.000192091,0.006964931,0.734928653,0.006984245,0.006984245,0.007217316,0.006633447,0.460449168,0.66764159,0.000192091,0.0072845
1999,204261,0.042502004,0.002345905,0.06128973,0.79543158,0.061611684,0.061611684,0.042502004,0.030376288,0.556303014,0.732346157,0.002345905,0.044111696
2000,204103,0.036888526,0.004186918,0.058735298,0.820674261,0.058928626,0.058928626,0.036888526,0.030349591,0.629511836,0.758529514,0.004186918,0.038445973
2001,9703070,0.016840416,0.000245876,0.015133006,0.764545456,0.015121445,0.015121445,0.016840416,0.013480471,0.584862543,0.695744336,0.000245876,0.016592473
2002,9907117,0.016038488,0.000508517,0.031132622,0.764003137,0.031283653,0.031283653,0.016038488,0.01291512,0.606484239,0.699047058,0.000508517,0.014569
2003,9703179,0.027265444,0.000998111,0.028198871,0.789224698,0.028226328,0.028226328,0.027265444,0.02177228,0.472592663,0.724648531,0.000998111,0.026709834
2004,9909167,0.012830794,0.000177422,0.011339663,0.739024714,0.011374342,0.011374342,0.012830794,0.01081076,0.63067265,0.671933056,0.000177422,0.012545528
2005,9705064,0.024057732,0.001446382,0.01396461,0.732220168,0.013990662,0.013990662,0.024057732,0.023562557,0.736012312,0.668468837,0.001446382,0.024686362
2006,9912145,0.019246182,0.001005062,0.033420341,0.804183806,0.033422384,0.033422384,0.019246182,0.01523934,0.622105934,0.740029983,0.001005062,0.020234723
2007,9901067,0.003207694,0.00010338,0.005807671,0.722041234,0.005809118,0.005809118,0.003207694,0.003052893,0.622235145,0.652300965,0.00010338,0.004046945
2008,9908165,0.016038488,0.001049508,0.031807085,0.793365468,0.031819334,0.031819334,0.016038488,0.01370033,0.495485443,0.733253024,0.001049508,0.018615945
2009,207129,0.010425028,0.000340874,0.039177788,0.812872389,0.039161217,0.039161217,0.010425028,0.00792119,0.620348683,0.750781529,0.000340874,0.009712667
2010,207168,0.01523656,0.001038513,0.012251639,0.757377253,0.01226123,0.01226123,0.01523656,0.014862439,0.679052239,0.694514345,0.001038513,0.016997167
2011,9701144,0.012830794,0.001719863,0.008699462,0.736665906,0.008713677,0.008713677,0.012830794,0.014831031,0.545052863,0.666929501,0.001719863,0.013759611
2012,208100,0.019246182,0.001830424,0.032851894,0.806423225,0.032852337,0.032852337,0.019246182,0.01599314,0.508978632,0.745434088,0.001830424,0.018211251
2013,9905073,0.013632722,0.000512708,0.010970668,0.738109553,0.010975242,0.010975242,0.013632722,0.011595969,0.398188601,0.673924481,0.000512708,0.014569
2014,209176,0.032878904,0.001134133,0.023866072,0.757526777,0.023924254,0.023924254,0.032878904,0.024787483,0.566378113,0.696444209,0.001134133,0.031566168
2015,209200,0.010425028,0.000296868,0.01704263,0.762911323,0.017072599,0.017072599,0.010425028,0.007858373,0.544837808,0.696350156,0.000296868,0.010117361
2016,9711099,0.010425028,0.000620279,0.015462572,0.754111852,0.0154762,0.0154762,0.010425028,0.009617242,0.578077626,0.686302544,0.000620279,0.009307972
2017,209222,0.03929431,0.000637043,0.083011214,0.76277862,0.083820475,0.083820475,0.03929431,0.022306222,0.637047231,0.699480475,0.000637043,0.038445973
2018,209241,0.119486768,0.059427172,0.126747984,0.862479279,0.127423893,0.127423893,0.119486768,0.109840712,0.604946699,0.807852843,0.059427172,0.12626467
2019,210079,0.020850038,0.006332217,0.012159795,0.759748536,0.012172541,0.012172541,0.020850038,0.02503875,0.620348297,0.693797256,0.006332217,0.020639417
2020,9705079,0.025661588,0.000828533,0.02890871,0.791157105,0.028941381,0.028941381,0.025661588,0.020107636,0.568844278,0.726671628,0.000828533,0.025900445
2021,9707135,0.004009622,1.91e-05,0.008495735,0.749005687,0.008514127,0.008514127,0.004009622,0.003524019,0.588032276,0.678997846,1.91e-05,0.00364225
2022,211250,0.01523656,0.000971456,0.017796021,0.77136575,0.017826454,0.017826454,0.01523656,0.013166387,0.537019259,0.703148537,0.000971456,0.015378389
2023,211162,0.024057732,0.000963654,0.058763058,0.824078177,0.058763886,0.058763886,0.024057732,0.017563559,0.552092062,0.765657041,0.000963654,0.024686362
2024,9907156,0.00481155,0.000121541,0.009552692,0.72614049,0.009556221,0.009556221,0.00481155,0.004529087,0.571085827,0.659448589,0.000121541,0.00364225
2025,9904018,0.004009622,2.18e-05,0.006724601,0.717845283,0.006740351,0.006740351,0.004009622,0.00330416,0.568940601,0.648665184,2.18e-05,0.00364225
2026,211288,0.013632722,0.000240288,0.011060901,0.739674701,0.011086103,0.011086103,0.013632722,0.011407519,0.525793056,0.671132979,0.000240288,0.014569
2027,9702018,0.016840416,0.001369916,0.012087287,0.762134719,0.012128197,0.012128197,0.016840416,0.018348768,0.688832914,0.690540682,0.001369916,0.019425334
2028,301138,0.004009622,0.000856027,0.006296673,0.707749238,0.006319079,0.006319079,0.004009622,0.003524019,0.58107653,0.640154208,0.000856027,0.005261028
2029,9709171,0.007217316,1.82e-05,0.009493594,0.717375557,0.009511877,0.009511877,0.007217316,0.005534154,0.593831877,0.648688135,1.82e-05,0.0072845
2030,9711008,0.008821172,0.006008918,0.004119891,0.717694232,0.00412403,0.00412403,0.008821172,0.015867507,0.593196663,0.647365983,0.006008918,0.010117361
2031,9712125,0.013632722,0.005292237,0.00554681,0.72307022,0.005565224,0.005565224,0.013632722,0.017971868,0.599610559,0.654448208,0.005292237,0.013354917
2032,2258,0.010425028,0.000517598,0.016407036,0.759701531,0.016407433,0.016407433,0.010425028,0.009146116,0.569769627,0.695488694,0.000517598,0.01092675
2033,3019,0.011226938,0.00055881,0.010472713,0.749536066,0.010509626,0.010509626,0.011226938,0.010276818,0.567183157,0.68091815,0.00055881,0.012950223
2034,3037,0.065757825,0.005425898,0.058388928,0.798930301,0.058629966,0.058629966,0.065757825,0.053018894,0.427792736,0.739228809,0.005425898,0.069607446
2035,9711040,0.018444272,0.000940351,0.023633205,0.760520284,0.023696989,0.023696989,0.018444272,0.015930324,0.455888977,0.69584692,0.000940351,0.021044112
2036,9703124,0.016038488,0.000233303,0.011260414,0.734049933,0.011263481,0.011263481,0.016038488,0.012789487,0.655478329,0.668853523,0.000233303,0.015378389
2037,5212,0.028869282,0.002667745,0.018424417,0.767345357,0.01849162,0.01849162,0.028869282,0.027520011,0.708842654,0.703719775,0.002667745,0.02994739
2038,3122,0.068163592,0.005482393,0.161452286,0.832560347,0.162927361,0.162927361,0.068163592,0.043220111,0.435846026,0.771194632,0.005482393,0.070012141
2039,3132,0.002405766,8.17e-06,0.005034178,0.709885179,0.005033091,0.005033091,0.002405766,0.0019536,0.537490362,0.641464195,8.17e-06,0.002428167
2040,9812010,0.005613478,0.000109666,0.007518419,0.733409789,0.007516378,0.007516378,0.005613478,0.004560495,0.577361622,0.663205783,0.000109666,0.004451639
2041,3145,0.043303932,0.004716775,0.127419245,0.841761045,0.128116331,0.128116331,0.043303932,0.032567022,0.531135322,0.780507916,0.004716775,0.042897612
2042,9706115,0.012028866,0.000283596,0.009929353,0.740504421,0.009955321,0.009955321,0.012028866,0.010276818,0.571136378,0.671154331,0.000283596,0.010117361
2043,3211,0.025661588,0.008838871,0.037133433,0.79862891,0.03731272,0.03731272,0.025661588,0.02214918,0.532552915,0.735396559,0.008838871,0.025900445
2044,3221,0.056134726,0.003309133,0.116079585,0.79081061,0.117215809,0.117215809,0.056134726,0.038134783,0.437882066,0.726879566,0.003309133,0.057061918
2045,9707102,0.01443465,0.000235399,0.01881417,0.767882829,0.018846376,0.018846376,0.01443465,0.011815828,0.517676765,0.702520105,0.000235399,0.015783084
2046,3294,0.013632722,0.000625867,0.0399318,0.772132158,0.040188233,0.040188233,0.013632722,0.010967802,0.529410751,0.704139624,0.000625867,0.016592473
2047,3298,0.032076976,0.003985153,0.023031058,0.768680824,0.023118516,0.023118516,0.032076976,0.028933388,0.595301208,0.703994823,0.003985153,0.033994334
2048,9911119,0.010425028,0.000527377,0.009098718,0.727637989,0.009112777,0.009112777,0.010425028,0.01081076,0.567023281,0.658322874,0.000527377,0.010522056
2049,9712097,0.003207694,0.001862276,0.003892154,0.699220974,0.003902308,0.003902308,0.003207694,0.012789487,0.569437845,0.629100546,0.001862276,0.004856333
2050,4073,0.012028866,0.001095952,0.01334146,0.754436198,0.013392013,0.013392013,0.012028866,0.012035686,0.54957687,0.686874888,0.001095952,0.011331445
2051,9706040,0.024057732,0.004410917,0.013303146,0.748649473,0.013325496,0.013325496,0.024057732,0.026075226,0.573085558,0.686090577,0.004410917,0.025900445
2052,4100,0.013632722,0.000808067,0.007343905,0.71167913,0.007361173,0.007361173,0.013632722,0.013511879,0.564985828,0.644636674,0.000808067,0.015378389
2053,4141,0.030473138,0.001262806,0.037981865,0.789498727,0.038121562,0.038121562,0.030473138,0.024065091,0.414753158,0.723655818,0.001262806,0.031161473
2054,9711006,0.018444272,0.018490643,0.008195666,0.758256552,0.008203716,0.008203716,0.018444272,0.02541565,0.59788038,0.685570152,0.018490643,0.019830028
2055,5105,0.012830794,0.001563026,0.026271101,0.77429404,0.02637384,0.02637384,0.012830794,0.012852304,0.598385543,0.712200388,0.001563026,0.013354917
2056,5113,0.011226938,0.000775139,0.047476008,0.799460889,0.047750286,0.047750286,0.011226938,0.008549357,0.591851349,0.73002632,0.000775139,0.010117361
2057,5165,0.01443465,0.001638626,0.009436398,0.723641249,0.009467532,0.009467532,0.01443465,0.018160318,0.604084711,0.657161736,0.001638626,0.016187778
2058,9909182,0.006415388,0.000132019,0.007905813,0.728683,0.007915478,0.007915478,0.006415388,0.005094437,0.569969467,0.663902031,0.000132019,0.0072845
2059,5244,0.016038488,0.000137607,0.018812751,0.755913171,0.018868548,0.018868548,0.016038488,0.01216132,0.390994907,0.688384592,0.000137607,0.016592473
2060,9902190,0.007217316,0.001622148,0.027615177,0.79298631,0.027619031,0.027619031,0.007217316,0.00773274,0.597306505,0.731260596,0.001622148,0.007689195
2061,5276,0.028869282,0.003310823,0.020795197,0.787332002,0.02079753,0.02079753,0.028869282,0.025635509,0.77378389,0.721406892,0.003310823,0.02994739
2062,6037,0.019246182,0.003028184,0.03743461,0.798213567,0.037431341,0.037431341,0.019246182,0.019824961,0.531485071,0.737401655,0.003028184,0.018615945
2063,6091,0.036086615,0.001871364,0.069114146,0.790627294,0.069572393,0.069572393,0.036086615,0.029945365,0.582681912,0.724107664,0.001871364,0.034399029
2064,6190,0.02967121,0.003006251,0.045642754,0.814890032,0.045690931,0.045690931,0.02967121,0.025635509,0.343851845,0.756964197,0.003006251,0.028328612
2065,6203,0.02967121,0.002102369,0.015660436,0.758903298,0.015653578,0.015653578,0.02967121,0.026891844,0.585621932,0.6958458,0.002102369,0.029542695
2066,6226,0.02485966,0.001412958,0.026024946,0.797715728,0.026046135,0.026046135,0.02485966,0.019165385,0.595881449,0.733878942,0.001412958,0.025091056
2067,7066,0.00481155,4.04e-05,0.005131298,0.713731007,0.005143952,0.005143952,0.00481155,0.004874579,0.597780374,0.644871192,4.04e-05,0.005665722
2068,7070,0.004009622,0.000656602,0.007773122,0.729236946,0.007782445,0.007782445,0.004009622,0.005251479,0.544971356,0.660818023,0.000656602,0.004046945
2069,7115,0.012028866,0.00156098,0.00792047,0.742842969,0.00793765,0.00793765,0.012028866,0.014642581,0.580763744,0.673889927,0.00156098,0.012545528
2070,7173,0.026463516,0.000506421,0.027792498,0.768478767,0.027807938,0.027807938,0.026463516,0.019322427,0.486629606,0.703831411,0.000506421,0.02630514
2071,8012,0.016840416,0.000425394,0.011711527,0.747155253,0.011706925,0.011706925,0.016840416,0.014297089,0.586262589,0.681458194,0.000425394,0.016187778
2072,8055,0.01523656,0.001236025,0.012467104,0.737595214,0.01246078,0.01246078,0.01523656,0.013574696,0.579899437,0.67545892,0.001236025,0.016592473
2073,8068,0.017642344,0.000457526,0.020161992,0.750433932,0.020221052,0.020221052,0.017642344,0.014799622,0.488131058,0.687104749,0.000457526,0.019020639
2074,8125,0.028869282,0.0016907,0.032031421,0.774997793,0.03219094,0.03219094,0.028869282,0.024190724,0.518873736,0.712715056,0.0016907,0.02630514
2075,9703138,0.012830794,0.00021584,0.017355169,0.761246406,0.01738301,0.01738301,0.012830794,0.010842168,0.498720867,0.695268665,0.00021584,0.013759611
2076,9706111,0.00481155,1.46e-05,0.008930616,0.743013786,0.008935399,0.008935399,0.00481155,0.003900919,0.567391598,0.673463215,1.46e-05,0.004451639
2077,9708142,0.007217316,0.000134114,0.012817194,0.749289071,0.012837708,0.012837708,0.007217316,0.005879646,0.551967225,0.683939942,0.000134114,0.007689195
2078,9711018,0.00481155,8.87e-05,0.005298422,0.70847614,0.005299157,0.005299157,0.00481155,0.004748945,0.593909598,0.640187996,8.87e-05,0.005665722
2079,9812200,0.0096231,0.00010338,0.010599011,0.729661633,0.010620487,0.010620487,0.0096231,0.008046824,0.582272217,0.662613699,0.00010338,0.010522056
2080,9812201,0.004009622,0.000108269,0.004834493,0.723965521,0.004833541,0.004833541,0.004009622,0.004717537,0.575403745,0.652243664,0.000108269,0.004046945
2081,9901062,0.003207694,1.15e-05,0.007263117,0.720659704,0.007272484,0.007272484,0.003207694,0.002613176,0.585105968,0.652274803,1.15e-05,0.003237556
2082,9907061,0.007217316,0.000148085,0.010496185,0.739933232,0.010509626,0.010509626,0.007217316,0.005848238,0.595621132,0.673141244,0.000148085,0.006475111
2083,9908071,0.00481155,1.75e-05,0.005577312,0.711712131,0.005587396,0.005587396,0.00481155,0.003963736,0.585806432,0.642276707,1.75e-05,0.004046945
2084,9910261,0.00481155,0.000644028,0.007480853,0.72345365,0.007494206,0.007494206,0.00481155,0.006444997,0.573209705,0.653305025,0.000644028,0.005261028
2085,9023,0.016840416,0.00185886,0.011987506,0.74721891,0.011995164,0.011995164,0.016840416,0.016746941,0.534297874,0.68509924,0.00185886,0.015378389
2086,9074,0.019246182,0.001165985,0.012989226,0.750186345,0.012992913,0.012992913,0.019246182,0.017249475,0.608089001,0.68593554,0.001165985,0.020234723
2087,9811196,0.012028866,0.007921054,0.013009904,0.739817314,0.013037258,0.013037258,0.012028866,0.016055957,0.60656058,0.673442671,0.007921054,0.011331445
2088,10046,0.016038488,0.001671149,0.031706192,0.812237878,0.031765012,0.031765012,0.016038488,0.014328497,0.66114203,0.746626226,0.001671149,0.015783084
2089,10189,0.006415388,0.000794551,0.006776739,0.719916039,0.006806867,0.006806867,0.006415388,0.009868509,0.562122701,0.651065058,0.000794551,0.008093889
2090,11017,0.056134726,0.003686497,0.041034844,0.790881921,0.041139199,0.041139199,0.056134726,0.043146302,0.471939053,0.727933004,0.003686497,0.05180089
2091,11047,0.012028866,0.000142497,0.017490556,0.744004268,0.01758256,0.01758256,0.012028866,0.008832033,0.526412331,0.678899611,0.000142497,0.014164306
2092,11147,0.020850038,0.000871988,0.054850503,0.780962194,0.055164007,0.055164007,0.020850038,0.015773282,0.601065549,0.716895174,0.000871988,0.021448806
2093,9711051,0.003207694,1.33e-05,0.004448766,0.701153495,0.004456614,0.004456614,0.003207694,0.002958668,0.572402234,0.631852295,1.33e-05,0.002832861
2094,11281,0.020850038,0.002084766,0.026220137,0.797011517,0.026297346,0.026297346,0.020850038,0.016370041,0.553454406,0.734505836,0.002084766,0.019830028
2095,12010,0.005613478,0.000136908,0.004911695,0.709016157,0.00492223,0.00492223,0.005613478,0.005314296,0.537675593,0.640741209,0.000136908,0.004856333
2096,12042,0.042502004,0.003870723,0.043480287,0.81473863,0.043482801,0.043482801,0.042502004,0.033975059,0.70521073,0.756260398,0.003870723,0.048563335
2097,12091,0.02485966,0.00196435,0.055814869,0.824543024,0.055788819,0.055788819,0.02485966,0.018411585,0.593851107,0.766286323,0.00196435,0.027114529
