,Rank,Id,Degree-Centrality,Closeness-Centrality,Betweenness-Centrality,EigenVector-centrality,Hybrid-Centrality,Harmonic-Centrality,Hub-Score,Authorities-Score,Degree-Prestige,Percolation-Centrality,Page-Rank,Load-Centrality
1443,1444,9610012,208080,7191,6203,205052,109174,208184,5246,9604042,109057,6203,111212,203052
1444,1445,9609239,209217,111097,9306052,208144,304219,303243,9903077,9608096,111085,9306052,9309125,9903203
1445,1446,9609225,211170,101199,9602136,108101,207258,103179,9911206,12054,202087,9602136,109102,103155
1446,1447,9609219,304045,4142,9712211,212175,7044,211286,9809045,9606122,203080,9712211,211090,9902088
1447,1448,9609217,304206,110112,9602071,208060,108220,201149,6023,212210,203255,9602071,9802051,9609112
1448,1449,9609212,9202057,12164,9911041,202103,107086,4142,9912168,108167,205183,9911041,7019,9712214
1449,1450,9609209,9304057,109174,1055,8245,106100,301016,8074,9702101,209002,1055,10026,202126
1450,1451,9609192,9311177,212012,9244,107200,12169,108020,12025,101145,211009,9244,9606077,7239
1451,1452,9609191,9404162,207198,9609112,12076,210146,206228,1084,3200,9406067,9609112,9907086,104026
1452,1453,9609176,9409098,112190,11075,203093,101199,101199,9605131,12198,9410230,11075,7170,202017
1453,1454,9609161,9502077,302012,205300,106112,107220,12169,9602071,9709002,9501144,205300,211021,204253
1454,1455,9609145,9511134,301114,9604119,109186,112177,206020,9804051,9610250,9503212,9604119,107265,108152
1455,1456,9609122,9604189,202103,9902088,304203,106178,204055,9210021,9603087,9508089,9902088,3131,9702093
1456,1457,9609116,9606176,108239,108167,201100,112198,106200,9805083,9604166,9510087,108167,207061,9704098
1457,1458,9609113,9608154,106086,204253,203125,210169,205317,1143,9606148,9602102,204253,12142,2223
1458,1459,9609112,9612108,112177,9704098,112020,4142,108150,5036,9707027,9605077,9704098,212207,8142
1459,1460,9609094,9705128,106032,9706175,201047,107067,103209,6236,112137,9606176,9706175,9712115,11075
1460,1461,9609076,9706133,106100,102192,207132,112218,8074,206005,9512059,9608005,102192,203199,9712211
1461,1462,9609070,9711030,211065,211090,4011,201055,208012,10072,9802051,9608053,211090,205316,9611202
1462,1463,9609069,9712043,8074,9702093,201229,109099,107102,9701165,304072,9608061,9702093,207140,9905174
1463,1464,9609063,9712063,205228,9501068,204261,304201,111097,9806120,104143,9610251,9501068,110035,108167
1464,1465,9609059,9712071,112093,9602120,112092,211200,12104,9906221,9804210,9611165,9602120,10002,9206078
1465,1466,9609052,9804035,107234,9603089,2152,111097,108055,107031,9712071,9701078,9603089,110115,9706141
1466,1467,9609051,9804159,106260,12129,107265,10222,102158,9906161,4074,9703078,12129,204058,1055
1467,1468,9609043,9804180,201032,9903203,1071,110192,110298,9707217,9801023,9704131,9903203,211027,205106
1468,1469,9609041,9805034,112218,9608061,109194,111057,3086,2117,9909129,9704198,9608061,9806120,9602071
1469,1470,9609031,9806197,108025,9712214,204257,208144,10048,9907200,8194,9706071,9712214,107086,1197
1470,1471,9609026,9808038,102007,9905174,204017,210057,205195,9909013,9704151,9707120,9905174,10179,205300
1471,1472,9609017,9808175,205139,9905173,112174,204239,207130,4166,9605199,9707160,9905173,109063,2008
1472,1473,9609007,9902210,6102,9906055,207097,207076,110084,3057,9705232,9707170,9906055,104147,9244
1473,1474,9608195,9906022,110123,205037,209188,110123,5021,9303143,9508143,9707176,205037,203134,9912275
1474,1475,9608194,9909110,212303,2040,212258,3086,111275,5054,9703098,9708086,2040,8194,9603089
1475,1476,9608173,9912107,108020,202017,209239,101039,110192,9901134,9812219,9710033,202017,302184,9604119
1476,1477,9608163,1037,3086,9611159,9202,9009,11111,9907047,212293,9711143,9611159,9805050,9810219
1477,1478,9608157,1089,11193,102123,110006,110143,101069,201112,110186,9712071,102123,9505052,102123
1478,1479,9608154,2008,12097,9704112,9909041,11032,7110,12041,207104,9712077,9704112,5003,9810254
1479,1480,9608137,2084,102158,9904131,11077,103081,4125,9812196,211172,9712115,9904131,9907029,205067
1480,1481,9608117,5121,10222,212215,102130,107267,109174,4074,11236,9804184,212215,9711153,9910256
1481,1482,9608111,5220,12202,9612096,109063,205228,112093,9907100,207115,9805140,9612096,202187,9608061
1482,1483,9608108,5239,205247,9709053,106055,11193,112218,9602049,203147,9806125,9709053,208129,9904131
1483,1484,9608107,5272,209211,9206078,103079,107234,212012,112002,301105,9809188,9206078,9812196,205037
1484,1485,9608105,6112,101039,9711130,211192,102158,107220,9605201,9511088,9810214,9711130,9911091,211090
1485,1486,9608096,6196,106127,5163,7191,9211,6102,9504006,9803166,9811178,5163,203018,9812237
1486,1487,9608071,7012,107241,107152,6037,107111,210057,9806075,211042,9811230,107152,203028,9905173
1487,1488,9608061,7153,211035,9810254,9009,108239,109177,9706141,11023,9901076,9810254,206241,109152
1488,1489,9608053,9107,5049,102035,9911088,106200,106178,208126,106127,9902052,102035,210072,4009
1489,1490,9608019,9139,208012,4009,210116,108025,201055,9911088,9602022,9902173,4009,111097,108191
1490,1491,9608015,9181,110143,12081,202190,12202,302012,9811141,11147,9908018,12081,9909172,2186
1491,1492,9608008,10015,205195,109152,205228,202103,12141,9160,9612192,9911081,109152,211142,211195
1492,1493,9608005,10026,9211,9803227,203202,101069,201112,205290,7239,9911147,9803227,103090,9612096
1493,1494,9607235,10090,204233,9712043,106020,301016,202103,11182,9701054,9912140,9712043,3136,9905226
1494,1495,9607234,11077,111057,9912275,209214,108020,107234,9609041,9805076,8112,9912275,201037,107152
1495,1496,9607229,101161,209060,4013,4187,302012,111218,6240,9607201,8192,4013,207001,5007
1496,1497,9607223,103081,107111,5007,206063,103177,103081,101164,9604052,8241,5007,108003,9309075
1497,1498,9607207,103148,106200,205106,109162,102207,12097,101027,9611195,10205,205106,209068,9712043
1498,1499,9607203,103171,101069,201174,12143,12141,107111,9205068,9506144,103179,201174,101126,9805217
1499,1500,9607202,106013,101029,202060,9217,112190,107267,9704134,304271,106151,202060,207236,9702094
1500,1501,9607201,108113,106155,211195,9911238,209211,106086,9607050,206158,107251,211195,202179,9711130
1501,1502,9607190,109017,109107,9706141,9912287,207130,207198,9406206,2054,203101,9706141,9912271,9907100
1502,1503,9607168,109057,111275,108191,201037,107241,203239,9711081,12104,205101,108191,204012,4109
1503,1504,9607164,110006,7170,8142,209129,106127,205247,4013,110041,205311,8142,205227,112092
1504,1505,9607163,110087,9009,9707075,9911147,106032,8172,9608137,9603060,206196,9707075,9810055,9901131
1505,1506,9607159,111236,9189,101013,203110,111275,107086,9311177,8173,207105,101013,211190,201174
1506,1507,9607149,112127,203239,9810069,202064,112093,11236,204144,9709062,211052,9810069,101069,102035
1507,1508,9607139,202003,205009,9901131,5197,8075,10247,9806131,210292,211123,9901131,205153,4111
1508,1509,9607121,203190,110084,9309075,10002,11111,101039,201226,209081,9506200,9309075,102097,9810069
1509,1510,9607112,205096,208067,9812237,205317,5021,112116,9908066,9707262,9601167,9812237,106024,9905020
1510,1511,9607109,205317,3025,9907100,112198,207198,106100,204071,111121,9611014,9907100,7012,9803166
1511,1512,9607066,206063,208184,104227,4103,8213,106008,2008,2242,9612051,104227,8164,9908141
1512,1513,9607057,206188,102207,201226,208124,105249,209060,11008,112177,9702006,201226,11111,9707075
1513,1514,9607050,207001,12082,112092,3129,6102,8001,9807087,9704174,9702099,112092,212312,104227
1514,1515,9607049,208081,8001,9610156,110041,301114,9101,9404151,209205,9703041,9610156,204231,202060
1515,1516,9607041,208222,103081,9805217,207086,205247,8213,9610041,9511030,9706100,9805217,9503159,208126
1516,1517,9607027,211086,205052,8173,9906102,209060,112190,201019,4124,9706207,8173,9704114,9610156
1517,1518,9607026,211129,209080,9702094,107138,208012,109099,9605077,9705221,9707042,9702094,4123,9902195
1518,1519,9607019,301101,105249,9907108,203260,12037,111057,1212,304018,9710239,9907108,201070,201226
1519,1520,9607011,303115,3183,4109,203239,110084,209211,9901060,9803137,9712063,4109,9903217,111048
1520,1521,9607007,9201074,112166,4111,9908201,108003,205052,2222,208042,9802052,4111,212166,9511222
1521,1522,9606199,9211040,107186,9905226,108076,9199,7044,9911169,204256,9802195,9905226,10222,9609209
1522,1523,9606196,9305047,210059,12148,209210,203239,12202,9707179,9712063,9803103,12148,112195,4013
1523,1524,9606193,9401153,102151,9609209,11191,106109,210169,9902101,9703218,9804159,9609209,9711080,5163
1524,1525,9606185,9501020,12037,106155,110112,208184,112198,9804210,204189,9810070,106155,112002,8192
1525,1526,9606176,9506171,206024,9803166,1065,212012,207246,9703110,9802069,9811172,9803166,5163,12129
1526,1527,9606169,9510224,103177,4148,111179,12097,207076,5163,104133,9901018,4148,206081,205079
1527,1528,9606165,9511104,8213,9504006,106072,7110,205139,9308154,211123,9901147,9504006,209181,12148
1528,1529,9606148,9512053,107227,9806197,211060,108017,204239,9604030,9803197,9902058,9806197,112013,212215
1529,1530,9606146,9602077,204235,2186,211105,112166,102207,9708044,9904131,9906030,2186,304219,9806197
1530,1531,9606144,9602167,105300,111048,108239,12033,110143,9911060,210262,9906039,111048,104133,9912249
1531,1532,9606139,9604068,203068,1197,112137,205317,9910053,106127,112236,9907202,1197,205296,6236
1532,1533,9606133,9604097,12239,9802057,205010,204233,9199,203031,205089,9909072,9802057,5217,9506144
1533,1534,9606130,9605154,207130,110186,3286,8132,106032,1203,3221,9910150,110186,106255,9805136
1534,1535,9606122,9605201,9905111,9611202,11008,107227,203068,109174,212144,9910267,9611202,9805097,5087
1535,1536,9606112,9607139,106256,205079,111181,212303,11193,9604013,9810219,9911040,205079,204066,209244
1536,1537,9606102,9609052,103111,9707027,1033,211065,12037,9705128,9704114,9911206,9707027,106002,9802057
1537,1538,9606086,9611040,7110,112140,203016,105300,209080,9905227,9704089,1092,112140,203092,9803197
1538,1539,9606082,9611063,205317,9803197,206013,205052,12033,9806214,9802033,2192,9803197,9812172,4148
1539,1540,9606077,9611164,212175,9902195,9118,109107,107241,9610125,12145,3278,9902195,4037,102192
1540,1541,9606044,9611174,106094,208126,203031,208067,203082,206059,9707160,4074,208126,212308,9606112
1541,1542,9606040,9701165,201226,209244,9211,8057,210017,9506144,9612051,4124,209244,210256,9810072
1542,1543,9606036,9701175,7044,12158,107185,205195,212246,102080,107265,4125,12158,9705199,9907108
1543,1544,9606033,9704145,8057,208010,1178,109017,208144,3263,206118,4183,208010,212254,9504006
1544,1545,9606017,9705104,201112,9506144,9908066,12082,211035,3145,9804163,6232,9506144,105208,9505073
1545,1546,9606001,9705130,12033,9905020,110288,201226,104238,107091,201176,6246,9905020,304139,9908072
1546,1547,9605236,9707247,8172,204079,204038,205009,211065,9803138,5087,9038,204079,9611151,11073
1547,1548,9605234,9711130,8132,9910256,4009,8172,101029,9402107,304206,11190,9910256,9702184,9805125
1548,1549,9605225,9712168,11032,9704198,301103,209080,106094,9607112,5032,12179,9704198,9901032,8173
1549,1550,9605201,9802088,108017,9806004,5081,206024,212245,3122,9803140,12248,9806004,107227,12081
1550,1551,9605200,9805126,207246,9908072,202156,204235,101042,9707143,205290,101083,9908072,207278,204079
1551,1552,9605199,9811047,12141,205301,2235,6139,11016,9612222,9711081,103108,205301,202135,9604097
1552,1553,9605184,9811232,203271,9904143,211081,11016,111160,9702198,212211,103155,9904143,203211,2040
1553,1554,9605154,9812025,11236,6236,109081,11236,204250,9403155,9609176,105070,6236,205109,112140
1554,1555,9605150,9901101,5021,104133,204248,211035,9211,9511053,7240,106044,104133,5021,9910096
1555,1556,9605136,9904131,204206,8164,108120,104227,204253,9709043,9610238,106112,8164,11170,101013
1556,1557,9605131,9908171,108055,12137,112248,107186,5220,9404063,109063,106120,12137,201061,106155
1557,1558,9605105,9908175,203014,9912094,211234,102184,107227,9908114,10286,111135,9912094,204145,9904143
1558,1559,9605096,9909199,11016,112226,5032,10247,106286,9126,10026,111179,112226,9604112,205301
1559,1560,9605077,9912140,102184,9511222,210302,103111,109107,3096,9910082,111212,9511222,9802151,9806004
1560,1561,9605075,2086,104227,9805125,211241,8188,206024,9803209,9908186,112045,9805125,1164,9509162
1561,1562,9605074,2175,204250,208013,2008,203068,9907086,3187,5121,201253,208013,211200,9603116
1562,1563,9605053,4124,4134,9509162,203119,4134,112166,6103,10015,202163,9509162,203260,9707027
1563,1564,9605049,5176,106163,9604097,206242,104238,204233,9905174,204001,204071,9604097,202008,9607112
1564,1565,9605046,5246,103108,9908141,2118,203014,205183,6192,9603073,204144,9908141,11016,9902170
1565,1566,9605033,7019,106008,112119,12153,103108,7171,9911015,211250,205085,112119,9708044,8164
1566,1567,9605032,7036,212071,9910096,106120,102151,105249,9510183,111057,205121,9910096,210145,9901106
1567,1568,9605028,7239,106286,106100,208114,201112,205009,9804009,2094,205179,106100,205101,9912094
1568,1569,9605023,8042,109017,112079,204221,106256,109017,1177,9612102,205213,112079,9711156,208010
1569,1570,9605016,9142,107065,9606112,9233,9101,108017,1213,9603116,207107,9606112,9804092,110186
1570,1571,9605001,9233,106041,5087,207181,106094,104227,9603170,302148,208231,5087,9806169,9406206
1571,1572,9604198,104136,4148,12145,1041,106008,12239,8205,101042,210239,12145,109038,9807223
1572,1573,9604189,107031,9199,9705162,103064,4148,111066,9705160,9611151,211082,9705162,203268,12145
1573,1574,9604179,107138,12165,9603116,107033,12034,8132,9607026,9703078,9403186,9603116,5127,104133
1574,1575,9604178,108007,201100,9807223,202090,106041,102184,9811232,5219,9404063,9807223,9802148,208013
1575,1576,9604168,108191,111160,9505073,210042,111160,209245,8252,210254,9508058,9505073,9095,1215
1576,1577,9604166,110261,10144,210224,9906056,9907086,112043,9809124,12221,9601023,210224,103219,12158
1577,1578,9604156,111091,10247,9901106,2226,108187,5162,9609209,2222,9603113,9901106,9803227,9704198
1578,1579,9604139,111160,11111,9406206,301005,7171,7097,9502122,9507158,9605046,9406206,106200,9705162
1579,1580,9604129,111224,9101,9912249,9811057,101042,12082,9808039,9712195,9610125,9912249,202151,11033
1580,1581,9604123,111249,201258,8252,206092,7024,208067,9503086,6069,9612202,8252,206141,106100
1581,1582,9604119,112085,6139,204261,9907006,12239,203213,9907129,7097,9701127,204261,108001,9810126
1582,1583,9604112,112236,108003,208165,301244,9160,211278,9904033,9610249,9704156,208165,9609192,2158
1583,1584,9604097,201015,103013,9612204,112131,107065,8057,9810195,212010,9705192,9612204,9903244,9302014
1584,1585,9604091,202057,211278,9902170,9912001,9912001,111222,9810135,9708034,9706186,9902170,111154,9612204
1585,1586,9604090,202184,209245,111247,302175,210059,105300,9512161,112199,9707259,111247,9501071,106113
1586,1587,9604089,203006,4206,204189,7011,212175,201099,9911137,207190,9803138,204189,9906154,204261
1587,1588,9604078,204256,9160,9808094,3102,5220,104198,9804163,110039,9804009,9808094,212074,206188
1588,1589,9604071,206070,101042,5114,111017,5162,102151,1132,212081,9806143,5114,304266,111247
1589,1590,9604068,206237,12034,11073,9910113,106163,11245,111179,9706110,9807179,11073,2245,9907106
1590,1591,9604065,207278,104238,9907106,202065,204250,106041,9711179,108016,9807187,9907106,7082,112226
1591,1592,9604055,208010,8075,8192,2052,203271,106256,9511126,111224,9808020,8192,10116,9709211
1592,1593,9604052,208190,204158,9603004,110099,12165,4134,5001,9605033,9808052,9603004,103023,9808094
1593,1594,9604042,209081,106109,9703222,109069,103013,203271,10179,108085,9808100,9703222,103222,9603004
1594,1595,9604041,209099,203213,9709211,106036,4206,12034,9509141,205266,9810210,9709211,206255,9703222
1595,1596,9604035,209137,10113,2158,103071,204206,106163,9907219,207221,9810251,2158,9810083,112147
1596,1597,9604034,210048,112116,9302014,210081,206016,103111,111201,205320,9811193,9302014,9411028,11172
1597,1598,9604030,211110,108187,9189,106078,10240,4148,9606199,12025,9812062,9189,9705050,5114
1598,1599,9604013,304232,7171,112147,205153,106286,108003,9401006,9907178,9901032,112147,3221,9189
1599,1600,9603195,9211097,10221,1215,303104,10113,301180,9501020,9611014,9903203,1215,206029,112079
1600,1601,9603194,9301043,12258,103102,203173,102042,8075,4142,109094,9907086,103102,12025,3148
1601,1602,9603187,9303048,106044,106160,206014,207246,204235,204001,9604091,9907184,106160,210030,3169
1602,1603,9603170,9403040,108109,9810126,9907086,7097,8125,4141,9509132,9909085,9810126,5151,5090
1603,1604,9603167,9403141,5220,3169,208137,9909215,12165,9811089,9612087,9910011,3169,201135,12137
1604,1605,9603161,9503205,303122,203019,7170,212246,208076,9908036,9244,9910016,203019,8133,106160
1605,1606,9603150,9506014,205183,206188,210198,10205,8019,5003,207111,9911082,206188,9902071,203093
1606,1607,9603142,9510009,201261,11033,212029,201099,8173,9803166,9712223,9911222,11033,210068,203019
1607,1608,9603140,9510229,109180,3148,111208,11245,203014,106010,204049,9912132,3148,303243,208103
1608,1609,9603136,9511026,110034,9612095,9908022,204158,10179,206033,9908018,1032,9612095,111181,210224
1609,1610,9603133,9512081,103219,9901041,210269,106120,201209,109025,206191,1143,9901041,109186,9504047
1610,1611,9603127,9602030,8245,9607112,106015,5007,103219,9904036,4206,2094,9607112,201055,9702180
1611,1612,9603126,9603033,106120,9701069,205210,112116,8188,110189,301136,2226,9701069,6247,3122
1612,1613,9603123,9608108,8204,9902095,204196,12258,106073,210114,108003,3055,9902095,9021,9512161
1613,1614,9603116,9702155,206016,9512161,9811147,10144,10144,9810219,9803259,3118,9512161,5162,9701069
1614,1615,9603113,9703102,102130,112177,9812007,106044,103108,1092,9603097,3208,112177,104026,204189
1615,1616,9603109,9704040,103184,9804093,109111,8204,212308,12210,9512077,5049,9804093,9904054,9912187
1616,1617,9603100,9704134,301180,9912187,207234,8125,5007,103115,9908072,5087,9912187,9910050,111274
1617,1618,9603099,9704189,8188,208103,210282,10221,106120,9507027,112116,5127,208103,6023,112119
1618,1619,9603097,9705131,101026,5090,108115,103219,12258,9705104,212063,5212,5090,108118,9803227
1619,1620,9603090,9705181,201099,103090,107156,110034,212175,12213,210048,6203,103090,11017,9809213
1620,1621,9603089,9707228,7097,9702180,209125,201100,205194,9907070,9904054,7011,9702180,107084,2117
1621,1622,9603087,9708040,204128,9702198,8075,104198,10221,5090,9706071,7065,9702198,9709123,7079
1622,1623,9603086,9710206,207260,7079,9902106,111222,2029,9807196,107233,8074,7079,9199,7064
1623,1624,9603081,9802057,102042,9711201,9904056,109180,206214,9142,11233,8123,9711201,109029,9909101
1624,1625,9603078,9803061,104198,9810072,106073,201258,9160,10090,9703007,8203,9810072,111276,9512042
1625,1626,9603075,9803265,201034,3122,4125,212071,10240,9901146,111093,9181,3122,206070,9711201
1626,1627,9603073,9807135,111066,209090,11179,12104,204158,4160,9604119,9182,209090,210083,9901041
1627,1628,9603061,9809045,212246,9809213,107152,9908142,107065,9708166,9609219,11127,9809213,101002,9509148
1628,1629,9603060,9810151,5162,202097,106161,102130,211262,12198,9609161,11131,202097,210122,9612095
1629,1630,9603053,9811120,112047,9804026,301235,12148,4187,3221,206132,11269,9804026,1175,9711005
1630,1631,9603042,9811141,111222,102007,103023,303122,7024,208048,212253,12195,102007,12035,201004
1631,1632,9603037,9812007,208076,201004,5172,205183,6139,9808074,9224,103148,201004,108087,9804026
1632,1633,9603033,9812089,206187,9509148,12091,10179,5219,3198,209203,105062,9509148,9707075,6251
1633,1634,9603009,9901148,207102,11172,108114,106048,7236,9902132,9711165,106149,11172,9708164,112128
1634,1635,9603004,9902059,107018,111274,102007,101105,1054,206038,9908022,106184,111274,111015,9902095
1635,1636,9603003,9910170,206002,9711005,106063,204253,4206,9711202,203190,108120,9711005,206202,9903219
1636,1637,9603002,9911043,10205,9803232,210296,8245,303122,9212030,9711156,109025,9803232,9901120,112177
1637,1638,9602179,2044,109216,9811232,109102,203213,9907006,9801067,207027,110034,9811232,9910249,9611039
1638,1639,9602176,4067,12148,203093,5003,8019,212089,9408083,9803086,110050,203093,3187,9209
1639,1640,9602174,4125,104049,206062,112084,8173,10113,9712130,208044,110099,206062,203013,9804083
1640,1641,9602172,7062,8019,112128,209169,12072,106109,9810053,9602065,110123,112128,108245,11283
1641,1642,9602167,7067,101027,204027,212144,207260,110034,9803082,111165,111008,204027,207135,3256
1642,1643,9602156,7177,101105,209205,7007,108109,8245,9612052,205165,111154,209205,111177,9808069
1643,1644,9602144,8213,210112,9909101,107141,201261,109180,208114,9908144,112113,9909101,112050,9139
1644,1645,9602136,9106,106073,9602111,303186,211278,209115,9702133,106201,203187,9602111,302050,111096
1645,1646,9602135,10113,10286,106113,208087,9907006,7062,9510204,1178,204026,106113,112064,9306153
1646,1647,9602120,11033,209115,9808069,5067,103184,202044,9202014,108156,204147,9808069,112099,9811232
1647,1648,9602114,12156,101185,9812071,209207,10286,10286,5049,204197,205146,9812071,9802067,103102
1648,1649,9602111,103023,210265,2117,9021,104049,211207,9605154,103081,205147,2117,205180,9909110
1649,1650,9602102,106024,110299,3256,3103,5217,5151,9903186,9911206,205288,3256,301144,8252
1650,1651,9602082,107212,103207,9209,9909215,112043,102130,9901135,11269,205314,9209,9702024,204027
1651,1652,9602077,107233,11245,9306153,3020,209245,5217,9605096,202179,206045,9306153,203136,6085
1652,1653,9602073,108156,6246,9903219,9810151,203082,2028,12251,9610156,207156,9903219,112127,205140
1653,1654,9602071,109213,202044,6251,3115,208076,6047,9909163,9712004,211189,6251,103099,9126
1654,1655,9602070,110215,9907086,11283,111249,111066,212298,9303057,111276,211216,11283,205293,209205
1655,1656,9602065,111136,210017,9611039,9808037,112047,12213,206255,10078,9409098,9611039,8125,103090
1656,1657,9602064,111261,8125,9909110,101028,206002,9912107,9806132,9608005,9412203,9909110,106054,9711013
1657,1658,9602052,112002,102082,9504047,212183,101026,112221,9712063,9901080,9501075,9504047,9810195,9812027
1658,1659,9602051,112221,5219,9802033,10141,202044,108187,9902007,210055,9507112,9802033,211197,9812071
1659,1660,9602049,112223,203082,9803191,112029,6085,102042,9211097,5239,9602005,9803191,9708008,108001
1660,1661,9602045,201099,7024,108001,4056,210017,212339,9303046,109029,9603073,108001,107065,202097
1661,1662,9602043,202030,8173,111096,212015,5151,4009,9703078,107031,9606130,111096,109200,9602111
1662,1663,9602030,202087,5007,2170,9909146,106034,206002,111222,101102,9608105,2170,9801151,9902067
1663,1664,9602022,202153,7029,9609041,9909088,201209,210059,9808056,207223,9609059,9609041,210046,9609041
1664,1665,9602014,203005,205194,9711013,3291,4187,201261,9611072,9803067,9704142,9711013,3183,9904094
1665,1666,9602005,203023,212123,7195,106109,104185,10205,10240,111059,9704197,7195,207175,9705091
1666,1667,9601177,203112,112158,103064,4204,206187,210265,103099,9709220,9705241,103064,1156,2170
1667,1668,9601169,203231,4187,205140,3203,7029,12148,11086,107227,9707041,205140,12164,7195
1668,1669,9601167,204033,204253,1132,108150,9038,7075,9801020,205123,9707179,1132,112083,209090
1669,1670,9601152,204049,10179,7064,4037,301180,212071,9907026,203268,9708103,7064,205067,1132
1670,1671,9601115,204186,103156,8119,211170,7062,103156,12258,9711201,9709043,8119,206195,108196
1671,1672,9601112,205180,11242,202077,204109,101027,206016,207245,208207,9709058,202077,7097,202077
1672,1673,9601108,206092,6028,9904094,301084,107018,7041,9702099,207097,9709107,9904094,109094,9711097
1673,1674,9601097,207156,6085,9902067,110071,204128,112254,205020,203108,9709180,9902067,301255,9911080
1674,1675,9601085,210017,112254,9911080,111160,201034,106044,9506011,9505088,9711081,9911080,203057,9603086
1675,1676,9601057,211017,11179,9126,3086,6028,104049,9209016,107152,9711179,9126,7079,9705084
1676,1677,9601038,211212,201209,9711097,8016,207102,10015,6224,9805019,9712050,9711097,111278,9803232
1677,1678,9601036,211261,12104,9139,212245,11077,103013,9506101,9705220,9712193,9139,9701127,106073
1678,1679,9601034,212002,110103,8167,11230,110299,8204,9706186,206050,9802168,8167,1134,9307049
1679,1680,9601029,9301114,112043,9705084,206087,5219,207260,9912151,9711005,9803119,9705084,9810053,9803191
1680,1681,9601023,9308139,204122,107086,9907178,11073,207102,2106,9704044,9803259,107086,104198,2192
1681,1682,9601007,9309075,106034,9512042,108075,210265,4011,9607011,9701137,9804149,9512042,210153,4056
1682,1683,9601003,9403155,111017,9804083,11029,109216,105208,106238,9612202,9804163,9804083,3298,8167
1683,1684,9512219,9403195,7062,6085,212298,2028,204128,9809193,9702198,9805172,6085,208041,102007
1684,1685,9512218,9410138,209142,101125,106092,101185,11242,101020,9607223,9806099,101125,210303,103064
1685,1686,9512214,9410237,11045,106073,112196,209115,208222,110174,9160,9806169,106073,9806011,204168
1686,1687,9512210,9411028,110281,203129,202201,106073,108109,207106,112128,9806235,203129,9910037,203129
1687,1688,9512196,9501113,112227,4124,9910082,112221,10026,9808184,3298,9808037,4124,110174,210148
1688,1689,9512181,9502122,108101,5217,211191,105208,10002,9510129,9710230,9809021,5217,9812229,9412195
1689,1690,9512161,9507022,105208,206155,7012,5239,112047,9610251,210175,9809067,206155,11190,9801134
1690,1691,9512154,9601097,212245,209217,111228,6246,106112,7011,9710231,9810151,209217,102057,9702198
1691,1692,9512148,9601167,12024,9903026,207236,12213,103184,9712115,112043,9811257,9903026,206220,107086
1692,1693,9512139,9603123,104185,9412195,4185,204122,101105,9246,104238,9812032,9412195,110122,206155
1693,1694,9512129,9604168,5001,9603086,9910233,12009,303111,202195,103148,9812067,9603086,204136,9802033
1694,1695,9512127,9607109,112049,9812027,210168,103207,101026,4038,8249,9901041,9812027,210187,4124
1695,1696,9512095,9608173,202107,205026,9912257,5001,104185,9305047,10240,9901056,205026,9702110,205026
1696,1697,9512089,9608194,12072,9804009,103187,208222,3102,206045,9604034,9903033,9804009,9803108,209217
1697,1698,9512081,9609225,11077,108196,106210,7239,9038,9805087,9606169,9903048,108196,111059,9711087
1698,1699,9512078,9701069,109010,9711087,207201,2029,11073,112126,106155,9903226,9711087,207194,208165
1699,1700,9512077,9701139,206185,210292,208019,12024,9909215,107241,9704197,9903228,210292,9806104,9804009
1700,1701,9512062,9702094,109194,9307049,9107,11179,106243,9712223,9806080,9904131,9307049,201102,9805145
1701,1702,9512059,9702189,205208,9808060,10179,9912107,201034,204002,212250,9904143,9808060,210089,107247
1702,1703,9512053,9706050,107261,203190,9906087,11045,109064,12179,205291,9905049,203190,203099,9402107
1703,1704,9512042,9706117,12009,9705091,9906175,108101,12072,9061,9611202,9905137,9705091,9607057,9601007
1704,1705,9512031,9707119,112221,2192,9907106,102082,6215,9411021,106024,9909101,2192,9911193,9808060
1705,1706,9512012,9707244,204257,205101,205269,12248,4037,112195,111275,9910021,205101,9805141,11217
1706,1707,9512006,9708085,6232,2172,109013,10108,7239,9909061,9605046,9911042,2172,103081,202087
1707,1708,9511222,9709014,208222,210148,3052,10015,210168,9602102,212136,9911238,210148,110175,203190
1708,1709,9511203,9709043,205041,9601007,9901121,6232,9912001,9709069,203151,9912210,9601007,112189,9903026
1709,1710,9511194,9709107,7254,9801134,210064,1054,206187,202096,11006,9912271,9801134,109216,205101
1710,1711,9511173,9709211,110064,9805145,9911160,205194,9198,9803259,9909176,1012,9805145,112037,206062
1711,1712,9511164,9711013,108119,107247,9912076,102113,6028,103090,4114,1037,107247,206188,9602030
1712,1713,9511154,9711197,7041,205153,2189,4011,110299,9704177,9706127,1041,205153,9409009,8119
1713,1714,9511134,9712005,12248,203268,9906221,210112,6085,9812216,9606165,1103,203268,1121,205153
1714,1715,9511126,9712211,11073,210278,5007,112227,212081,9704190,9512042,1132,210278,209231,9908064
1715,1716,9511108,9801135,106243,204168,107166,7254,101027,9803044,9804009,1167,204168,9801135,2075
1716,1717,9511104,9802069,212308,9402107,204081,112254,11179,9608195,301255,2174,9402107,9806199,204218
1717,1718,9511088,9803048,5239,106058,109175,11177,107018,106005,9702136,3110,106058,207004,210278
1718,1719,9511080,9808032,11177,110113,203245,110103,6069,9708025,112085,3124,110113,303006,9603109
1719,1720,9511064,9809188,102113,103023,111092,8192,101185,8231,108075,3147,103023,9607190,9608117
