,Unnamed: 0,Id,Katz-Centrality,Authorities-Score,Betweenness-Centrality,Closeness-Centrality,Degree-Centrality,Degree-Prestige,EigenVector-centrality,Harmonic-Centrality,Hub-Score,Load-centrality,Page-Rank,Percolation-Centrality,Hybrid-Centrality,score
3597,3597,0.000412661,0.090420783,0.166531038,0.001462206,0.074892437,0.044248099,0.0162003,1.02e-46,0.0,0.014977335,0.001331972,0.005677833,0.001462206,0.016584607,0.022399492
3598,3598,0.998863418,0.028168422,0.045999296,0.006362915,0.013584553,0.039823327,0.022091309,2.76e-88,0.029779992,0.025187639,0.006154046,0.010236094,0.006362915,0.029454664,0.011200995
3599,3599,0.000412862,0.03098526,0.049211704,0.005309453,0.014079536,0.03392363,0.0162003,1.99e-86,0.000869066,0.021468923,0.005226724,0.006957345,0.005309453,0.024740566,0.0
3600,3600,0.000412963,0.10940526,0.117637062,0.001340005,0.207396655,0.032448706,0.001472424,5.87e-40,0.003041731,0.000566365,0.001378338,0.035883907,0.001340005,0.007988828,0.0
3602,3602,0.998863821,0.018655911,0.034904738,0.009523304,0.235988908,0.007374949,0.001472424,1.73e-35,0.005866195,0.001836441,0.009652579,0.012355285,0.009523304,0.007731572,0.0
3603,3603,0.998863922,0.060939879,0.11542269,0.004593098,0.261002224,0.029498834,0.002945505,2.72e-37,0.016657096,1.36e-18,0.004594459,0.039173052,0.004593098,0.00924162,0.011200995
3604,3604,0.998864023,0.059341513,0.05758936,0.136830914,0.136457878,0.041298251,0.0162003,1.36e-38,0.000869066,0.00741521,0.140454295,0.019952386,0.136830914,0.062032667,0.0
3605,3605,0.000413468,0.017334412,0.105136772,0.00073321,0.008359731,0.011799745,0.001472424,1.69e-88,0.0,0.001566376,0.000813514,0.001839298,0.00073321,0.002204501,0.011200995
3606,3606,0.969108972,0.006500402,0.08024129,2.22e-06,0.003134893,0.007374949,0.004418257,6.34e-89,0.000869066,0.004706845,2.22e-06,0.000279893,2.22e-06,0.004760858,0.055994983
3607,3607,0.998864326,0.028814147,0.009050938,6.91e-07,0.193014347,0.013274669,0.002945505,4.59e-24,0.001738132,0.000261577,6.91e-07,0.080169807,6.91e-07,0.015732745,0.111987651
3608,3608,0.00041367,0.006717086,0.088937485,0.0,0.003343889,0.002950177,0.0,1.57e-87,0.0,1.01e-19,0.0,0.001759329,0.0,0.00033951,0.0
3611,3611,0.000414073,0.074940971,0.063304419,0.005478007,0.277535831,0.023599138,0.001472424,1.1e-36,0.001738132,0.001396621,0.005437479,0.024510647,0.005478007,0.008125095,0.022399492
3613,3613,0.998864931,0.058961514,0.13246493,0.000665789,0.083139976,0.030973782,0.001472424,7.97e-44,0.233638993,1.01e-19,0.000665986,0.008276842,0.000665789,0.001841071,0.011200995
3616,3616,0.000414578,0.021751135,0.041215538,0.009944689,0.122378026,0.010324821,0.004418257,3.15e-41,0.001738132,0.003441398,0.010074089,0.002039222,0.009944689,0.007500087,0.100789154
3617,3617,0.000414679,0.0,1.18e-18,0.0,0.0,0.014749593,0.0162003,0.0,0.004490174,0.001327176,0.0,0.0,0.0,0.001327176,0.0
3619,3619,0.998865436,0.165307189,0.152843048,0.010661044,0.269519829,0.058997363,0.001472424,6.32e-39,0.0,0.000972234,0.010411297,0.088878084,0.010661044,0.021981738,0.0
3620,3620,0.000414981,0.100073442,0.270996419,0.126690702,0.094699697,0.06489706,0.025036814,3.78e-67,0.000869066,0.034449167,0.12728843,0.00851675,0.126690702,0.08259286,0.291163793
3621,3621,0.000415082,0.079739876,0.084647611,0.034637857,0.187129681,0.017699441,0.004418257,6.929999999999999e-40,0.0,0.005933711,0.035069631,0.021831669,0.034637857,0.022909218,0.0
3622,3622,0.00041488,0.126296186,0.063066393,0.014411371,0.417712819,0.047197947,0.007363762,3.62e-12,0.487926018,0.005918279,0.014204887,0.016753607,0.014411371,0.0143906,0.0
3624,3624,0.000415183,0.044432625,0.112980828,0.000644719,0.338324477,0.016224517,0.001472424,1.33e-11,0.053159244,0.003479979,0.00064491,0.009676308,0.000644719,0.005583398,0.033597989
3625,3625,0.000415284,0.0,1.18e-18,0.0,0.0,0.073746628,0.075110466,0.0,0.0,0.10241269,0.0,0.0,0.0,0.10241269,0.0
3627,3627,0.969110889,0.02361814,0.136311713,6.32e-05,0.013472594,0.016224517,0.002945505,1.3700000000000001e-86,0.108547993,1.01e-19,6.32e-05,0.004038459,6.32e-05,0.000802478,0.044796486
3628,3628,0.998866142,0.076563084,0.011266391,0.003345798,0.221017008,0.023599138,0.004418257,1.06e-37,0.0,0.002307126,0.00337208,0.078382089,0.003345798,0.018663026,0.0
3629,3629,0.000415486,0.03685052,0.076253204,0.02039504,0.032730787,0.022124214,0.00589101,1.53e-77,0.005967586,0.002515461,0.0210755,0.008436781,0.02039504,0.011736248,0.022399492
3630,3630,0.000415687,0.052968464,0.096059357,0.005183037,0.124761394,0.023599138,0.004418257,3.07e-45,0.56505259,0.0021991,0.005521781,0.015474095,0.005183037,0.007145145,0.0
3631,3631,0.000416091,0.022933663,0.002782826,0.001420068,0.207027173,0.007374949,0.001472424,3.82e-37,0.171429143,0.000122687,0.001551157,0.060913955,0.001420068,0.012421673,0.044796486
3632,3632,0.969111292,0.067815829,0.056253063,0.013147216,0.182619935,0.029498834,0.002945505,5.2e-41,0.0,0.003248495,0.013235414,0.031638327,0.013147216,0.01418427,0.0
3633,3633,0.998866545,0.033289382,8.35e-05,0.000450882,0.022526206,0.017699441,0.00589101,9.039999999999999e-68,0.606941992,3.09e-05,0.000425725,0.024550631,0.000450882,0.00492907,0.0
3634,3634,0.969111494,0.047986132,0.179212887,0.008722672,0.022882197,0.032448706,0.004418257,1.56e-75,0.0,0.0021991,0.008725257,0.003998474,0.008722672,0.006165195,0.0
3635,3635,0.000415889,0.031239795,0.065844896,0.000411693,0.13770901,0.013274669,0.001472424,7.86e-41,0.0,3.3e-15,0.000434155,0.012275316,0.000411693,0.002523178,0.089590656
3636,3636,0.998866848,0.070883804,0.11575906,0.007289963,0.074309201,0.038348402,0.010309267,1.8099999999999998e-68,0.0,0.012163645,0.007376425,0.012875087,0.007289963,0.017333458,0.335957789
3637,3637,0.00041599,0.0776425,0.113668699,0.081764306,0.222332189,0.036873478,0.017673052,2.56e-39,0.000869066,0.018280769,0.082709112,0.035338115,0.081764306,0.055213066,0.0
3638,3638,0.000416192,0.011276917,0.073191555,0.0,0.05370357,0.004425101,0.0,1.14e-64,0.000869066,1.01e-19,0.0,0.002678978,0.0,0.000516981,0.089590656
3639,3639,0.000416495,0.138489251,0.044690018,0.000964972,0.169569808,0.02802391,0.001472424,3.78e-41,0.020278204,0.000533185,0.000969473,0.16994355,0.000964972,0.033682568,0.0
3641,3641,0.000416293,0.16073279,0.123813044,0.181830632,0.376919484,0.119469322,0.088365237,5.1e-11,0.537412285,0.080191289,0.172216759,0.011315682,0.181830632,0.147196545,0.951875885
3642,3642,0.9691121,0.014881297,0.031979259,7.33e-05,0.026847335,0.007374949,0.001472424,1.4499999999999998e-68,0.000869066,1.07e-15,7.33e-05,0.083011923,7.33e-05,0.016046252,0.0
3643,3643,0.000416999,0.114681658,0.042618028,0.145642499,0.362911349,0.061947212,0.019145805,1.46e-35,0.000869066,0.010441017,0.138261179,0.031061347,0.145642499,0.0684143,0.0
3644,3644,0.0004171,0.034484894,0.00268286,0.007753486,0.036253911,0.017699441,0.001472424,1.37e-66,0.000869066,1.47e-06,0.007755784,0.021311867,0.007753486,0.006953708,0.044796486
3645,3645,0.000417504,0.017966669,0.032360209,0.000190045,0.015907533,0.010324821,0.002945505,3.05e-78,0.0,3.92e-06,0.000189679,0.090196381,0.000190045,0.017479293,0.0
3647,3647,0.998867958,0.039689007,0.013265703,0.000695285,0.032285295,0.032448706,0.0162003,1.53e-76,0.001738132,0.008453648,0.000699707,0.005877757,0.000695285,0.009843325,0.022399492
3648,3648,0.000417403,0.01083401,0.093149818,3.51e-05,0.005224822,0.008849873,0.002945505,1.06e-88,0.0,0.00199848,4.3e-05,0.001319496,3.51e-05,0.002268545,0.0
3649,3649,0.998868059,0.016528286,0.043940006,0.003644981,0.012806378,0.022124214,0.013254795,1.15e-77,0.549093157,0.002507745,0.003662922,0.003958489,0.003644981,0.004609622,0.022399492
3650,3650,0.000418008,0.048230958,0.05697957,0.023302598,0.356355676,0.023599138,0.013254795,8.72e-12,0.0,1.64e-14,0.023857466,0.004558261,0.023302598,0.009514,0.033597989
3654,3654,0.000417806,0.078312588,0.042011751,0.024440337,0.303747809,0.041298251,0.010309267,1.2099999999999999e-30,0.001303599,0.004282457,0.025079845,0.033407252,0.024440337,0.019795755,0.0
3655,3655,0.969113512,0.026158404,0.09793952,0.002258624,0.100878501,0.017699441,0.004418257,3.58e-42,0.0,0.003171333,0.002250863,0.016233805,0.002258624,0.007129713,0.033597989
3656,3656,0.000418109,0.015489246,0.029777044,0.000206057,0.007432732,0.017699441,0.008836514,6.62e-81,0.343256029,1.34e-19,0.000206118,0.01315498,0.000206057,0.002614074,0.011200995
3658,3658,0.000418311,0.196801016,0.366713191,0.101877018,0.403900688,0.076696476,0.008836514,6.360000000000001e-35,0.003331419,0.006936809,0.102303426,0.102189405,0.101877018,0.064039712,0.123186148
3659,3659,0.000418916,0.019395218,0.033389044,0.008090594,0.091990781,0.02064929,0.013254795,8.640000000000001e-43,0.55278798,2.54e-18,0.008092992,0.021071959,0.008090594,0.007029403,0.0
3660,3660,0.000418412,0.094252914,0.079800361,0.003931523,0.304532922,0.03392363,0.00589101,7.72e-37,0.302782009,0.003325656,0.004076002,0.075843058,0.003931523,0.019427695,0.0
3661,3661,0.998869169,0.113650979,0.053101716,0.001841453,0.152175879,0.050147795,0.004418257,3.23e-43,0.0,0.003163617,0.001416274,0.036841141,0.001841453,0.010869571,0.033597989
3662,3662,0.000418714,0.0882937,0.029457154,0.023723983,0.311500382,0.026548986,0.007363762,1.11e-36,0.003838374,0.004621967,0.024152523,0.037642436,0.023723983,0.02065163,0.0
3663,3663,0.00041932,0.025124204,0.068514787,0.00425599,0.033565357,0.022124214,0.010309267,7.11e-73,0.56186796,0.006782486,0.004468006,0.001959252,0.00425599,0.008757818,0.022399492
3664,3664,0.969114319,0.072861183,0.052686453,0.007837763,0.158063556,0.041298251,0.007363762,8.509999999999999e-42,0.549093157,0.003441398,0.007924388,0.033492419,0.007837763,0.012790504,0.044796486
3666,3666,0.000418815,0.064126798,0.228365422,0.00935475,0.038368128,0.053097667,0.020618557,1.67e-75,0.008111282,0.039538346,0.009568277,0.003998474,0.00935475,0.043774507,0.011200995
3667,3667,0.998869774,0.01938063,0.100715591,0.0,0.04670753,0.007374949,0.0,2.19e-68,0.000869066,1.01e-19,0.0,0.000919649,0.0,0.000177471,0.033597989
3668,3668,0.000419219,0.054720654,0.040786227,0.003076111,0.141519518,0.036873478,0.010309267,7.46e-32,0.000869066,0.003202198,0.003081238,0.028469136,0.003076111,0.009823417,0.0
3669,3669,0.998869976,0.022602581,0.059885866,0.007163547,0.037082326,0.02802391,0.017673052,2.07e-70,0.001738132,0.011743192,0.007671482,0.004318352,0.007163547,0.015292616,0.0
3670,3670,0.998870178,0.022596298,0.076937833,0.004057939,0.288936362,0.013274669,0.004418257,7.74e-13,0.002607198,0.003572572,0.004510157,0.008316826,0.004057939,0.006746221,0.391950456
3671,3671,0.969115126,0.035999264,0.043963241,0.051593552,0.191617767,0.025074062,0.0162003,4.61e-40,0.105026607,0.018946826,0.052234361,0.008236857,0.051593552,0.039545831,0.0
3673,3673,0.000419824,0.060951155,0.003539322,0.003303659,0.026043757,0.035398554,0.019145805,8.27e-72,0.076536977,0.001273163,0.003039087,0.009316445,0.003303659,0.004232302,0.0
3674,3674,0.000419925,0.112141869,0.062104292,0.003716617,0.369275743,0.03392363,0.001472424,7.01e-35,0.002896886,0.000403554,0.003768299,0.073732664,0.003716617,0.016002656,0.011200995
3675,3675,0.000420026,0.104666644,0.109414218,0.047439116,0.307156861,0.060472288,0.010309267,7.74e-36,0.000869066,0.005601917,0.047091518,0.03246961,0.047439116,0.029175108,0.391950456
3676,3676,0.969115631,0.0832481,0.078786385,0.014411371,0.324828793,0.029498834,0.011782043,1.19e-22,0.000869066,0.010001197,0.014289189,0.050741837,0.014411371,0.0250479,0.111987651
3678,3678,0.000420228,0.006500402,0.0573616,1.42e-05,0.003134893,0.004425101,0.001472424,6.34e-89,0.002607198,0.000456024,1.42e-05,0.001839298,1.42e-05,0.000817911,0.0
3680,3680,0.998871187,0.07238238,0.045542157,0.001908875,0.248305759,0.02802391,0.001472424,1.58e-35,0.000869066,0.000251546,0.001993742,0.032989011,0.001908875,0.007332184,0.0
3682,3682,0.998871287,0.077703661,0.124273696,0.006405054,0.220994966,0.026548986,0.004418257,7.36e-40,0.089203091,0.002353422,0.006449103,0.055050193,0.006405054,0.015330271,0.0
3683,3683,0.969116337,0.14651806,0.037839403,0.035227797,0.40866636,0.050147795,0.004418257,0.000696349,0.027334796,0.001990764,0.034058007,0.035029033,0.035227797,0.021435898,0.033597989
3685,3685,0.000421237,0.044702062,0.218282408,0.0062365,0.034149193,0.022124214,0.001472424,2.28e-74,0.561906496,0.001851873,0.006406952,0.002599008,0.0062365,0.004668264,0.0
3686,3686,0.000420833,0.039742262,0.112941922,0.01415854,0.218078901,0.017699441,0.002945505,2.7e-37,0.000869066,0.003672882,0.014837152,0.049753014,0.01415854,0.018582778,0.0
3687,3687,0.000421741,0.11203141,0.078604286,0.0,0.354168012,0.030973782,0.0,7.9e-34,0.0,1.01e-19,0.0,0.052910209,0.0,0.010210458,0.0
3690,3690,0.998872195,0.144864721,0.11589523,0.005351591,0.452196342,0.038348402,0.001472424,5.18e-11,0.134561562,0.000395066,0.00547963,0.039126669,0.005351591,0.009928665,0.022399492
3691,3691,0.998872296,0.051208225,0.007889175,0.040916496,0.16038241,0.03392363,0.011782043,5.63e-32,0.0,0.005478459,0.041181526,0.02083205,0.040916496,0.024529607,0.011200995
3692,3692,0.998872397,0.141787976,0.066111561,0.01559125,0.168111343,0.02802391,0.004418257,6.81e-41,0.0,0.000949085,0.016185984,0.01931263,0.01559125,0.010493949,0.022399492
3694,3694,0.000421842,0.149516246,0.118029089,0.001222017,0.142327089,0.051622743,0.007363762,3.15e-42,0.098255142,0.003634302,0.001235024,0.050214838,0.001222017,0.013774466,0.0
3696,3696,0.000422246,0.056039485,0.036392874,0.024988138,0.030678854,0.036873478,0.010309267,2.52e-63,0.103171592,0.006767054,0.024911241,0.032619952,0.024988138,0.022197867,0.0
3697,3697,0.998873003,0.163124155,0.036923232,3.56e-05,0.212104701,0.038348402,0.001472424,4.51e-39,0.007809178,0.000425159,2.84e-05,0.0217517,3.56e-05,0.004634468,0.022399492
3698,3698,0.998873104,0.15957212,0.032076793,0.005772976,0.397267092,0.036873478,0.001472424,7.300000000000001e-35,0.000869066,0.001381189,0.005690385,0.184611552,0.005772976,0.03910578,0.078392159
3699,3699,0.998873305,0.098779696,0.036848393,0.000846984,0.133348304,0.030973782,0.008836514,3.15e-42,0.0,0.005447594,0.000855665,0.035397692,0.000846984,0.01259027,0.0
3700,3700,0.000422851,0.089938972,0.017777663,9.94e-06,0.070470728,0.019174366,0.010309267,6.52e-43,0.000869066,0.005246975,9.65e-06,0.003598627,9.94e-06,0.005945054,0.313560795
3701,3701,0.000422952,0.049068813,0.097854414,0.010829598,0.098492205,0.02802391,0.007363762,1.02e-46,0.367029865,0.002662068,0.011254317,0.006957345,0.010829598,0.008047933,0.0
3702,3702,0.99887381,0.092683239,0.0523001,0.014832756,0.26675881,0.039823327,0.001472424,6.42e-36,0.0,0.000446764,0.014837152,0.091957309,0.014832756,0.023624581,0.0
3703,3703,0.000423356,0.035014788,0.017048184,0.000636292,0.30412541,0.011799745,0.002945505,0.00020842,0.55278798,0.001921319,0.000708137,0.003518657,0.000636292,0.002846484,0.0
3706,3706,0.998874314,0.065316501,0.042350012,0.001913088,0.231066393,0.016224517,0.001472424,1.1e-37,0.0,0.000794762,0.00191787,0.166880318,0.001913088,0.033700238,0.0
3707,3707,0.998874415,0.157090047,0.205617849,0.263161332,0.300692269,0.054572591,0.011782043,1.49e-37,0.0,0.013440512,0.260207391,0.055204534,0.263161332,0.119915595,0.0
3708,3708,0.998874112,0.046099091,0.090248115,0.001129312,0.163721791,0.014749593,0.001472424,1.74e-41,0.105489101,0.001674402,0.001112786,0.009236475,0.001129312,0.003867329,0.022399492
3709,3709,0.000423557,0.054443985,0.046977068,0.012936523,0.104248492,0.026548986,0.004418257,1.02e-46,0.002317509,0.000972234,0.013361867,0.01239527,0.012936523,0.008179108,0.0
3710,3710,0.000424062,0.033662235,0.070754286,0.019299439,0.087636048,0.02064929,0.007363762,3.07e-46,0.001738132,0.002986146,0.019178705,0.003918505,0.019299439,0.010787163,0.0
3711,3711,0.000424163,0.011472047,0.024478058,0.006784301,0.011469138,0.013274669,0.008836514,7.23e-80,0.522731404,0.00963306,0.006954915,0.003358718,0.006784301,0.012796677,0.011200995
3712,3712,0.000424264,0.089731219,0.076388022,0.111112516,0.429096832,0.089970793,0.063328423,1.91e-11,0.002172665,0.062528661,0.119697457,0.009676308,0.111112516,0.106653943,0.0
3713,3713,0.998875021,0.033549745,0.11138327,0.00539373,0.136624702,0.023599138,0.007363762,8.45e-41,0.572452103,1.87e-12,0.005395328,0.015594049,0.00539373,0.004984626,0.0
3714,3714,0.000424465,0.097249401,0.033788906,0.003510138,0.339299221,0.035398554,0.00589101,0.000853641,0.347383706,0.001242298,0.00252063,0.012595194,0.003510138,0.004777062,0.011200995
3716,3716,0.000424667,0.194981828,0.090233795,0.050110276,0.379503065,0.082596173,0.038291609,3.9e-11,0.026014039,0.034854418,0.050564339,0.025510265,0.050110276,0.058209475,0.0
3718,3718,0.000424869,0.052044163,0.103367381,0.004550959,0.031012536,0.035398554,0.00589101,1.36e-78,0.127049692,0.00399696,0.004594459,0.030841431,0.004550959,0.011623052,0.044796486
3719,3719,0.00042497,0.083790408,0.082468901,0.00154227,0.214010753,0.029498834,0.001472424,6.24e-41,0.090754628,2.79e-05,0.001500576,0.061071495,0.00154227,0.01237036,0.011200995
3720,3720,0.998875424,0.044174778,0.108404836,0.007037132,0.322126082,0.017699441,0.004418257,4.73e-36,0.089203091,0.00433647,0.007207821,0.069363931,0.007037132,0.020330175,0.022399492
3721,3721,0.000425172,0.055198166,0.053857402,0.002448248,0.313380316,0.016224517,0.002945505,1.24e-35,0.609341874,0.001651254,0.002647083,0.01087585,0.002448248,0.004682925,0.011200995
3722,3722,0.998875929,0.0404978,0.024856306,0.007795625,0.139756517,0.007374949,0.004418257,3.05e-41,0.001593287,0.000871924,0.007755784,0.005118047,0.007795625,0.004706845,0.011200995
3724,3724,0.99887613,0.033060834,0.062967508,0.00084277,0.194278572,0.014749593,0.002945505,1.21e-39,0.402156937,0.002631203,0.000910462,0.0340674,0.00084277,0.009526423,0.0
3725,3725,0.000425575,0.126605448,0.137379724,0.098938699,0.42248458,0.073746628,0.022091309,0.000344507,0.106886327,0.017162777,0.103382491,0.047031653,0.098938699,0.063280984,0.0
3727,3727,0.000425777,0.043849543,0.014589571,0.000535159,0.161335761,0.019174366,0.001472424,4.55e-40,0.003041731,0.000676705,0.000543748,0.071192433,0.000535159,0.014612747,0.0
3728,3728,0.998876534,0.078561334,0.05371853,0.002161706,0.154754269,0.038348402,0.002945505,4.53e-40,0.0,0.001072543,0.002179207,0.110452651,0.002161706,0.023182137,0.0
3729,3729,0.000425878,0.013024039,0.002409981,3.74e-05,0.010377593,0.007374949,0.001472424,3.66e-81,0.618683886,2.88e-07,3.74e-05,0.006077681,3.74e-05,0.001188285,0.0
3730,3730,0.000425979,0.060402297,0.05402248,0.003775611,0.174414451,0.014749593,0.001472424,7.03e-40,0.0,0.003140469,0.003852601,0.074977788,0.003775611,0.019006086,0.033597989
3731,3731,0.998876837,0.014430901,0.050661205,0.002229127,0.009151365,0.025074062,0.017673052,4.3300000000000004e-85,0.650168633,0.010402822,0.002276154,0.013354904,0.002229127,0.013804868,0.0
3732,3732,0.000426281,0.02762227,0.037052377,0.015844081,0.16455711,0.016224517,0.002945505,6.54e-36,0.519942075,0.001612673,0.015848776,0.012115377,0.015844081,0.0097532,0.078392159
3733,3733,0.998877038,0.077180183,0.038345175,0.001066104,0.201475074,0.019174366,0.001472424,4.41e-39,0.008821019,0.000476857,0.001053775,0.027749411,0.001066104,0.00621998,0.011200995
3734,3734,0.00042608,0.016802022,0.016967131,6.32e-05,0.007549881,0.011799745,0.002945505,2.13e-38,0.001738132,0.000422844,6.32e-05,0.037611248,6.32e-05,0.007704102,0.0
3736,3736,0.000426685,0.015530979,0.032821131,0.009186196,0.091903826,0.010324821,0.00589101,9.2e-46,0.006228306,0.002577191,0.009231069,0.007837009,0.009186196,0.007461507,0.033597989
3737,3737,0.000426483,0.028078132,0.000432284,0.006447192,0.06820401,0.013274669,0.00589101,2.46e-45,0.253300794,0.005046355,0.006364801,0.044409453,0.006447192,0.015962069,0.0
3738,3738,0.000426887,0.149732892,0.109822996,0.091738492,0.380728561,0.070796756,0.011782043,8.53e-31,0.182048959,0.009786225,0.091305808,0.030095316,0.091738492,0.049106899,0.0
3739,3739,0.000426988,0.004333608,0.043136498,0.0,0.002089929,0.001475253,0.0,4.2399999999999996e-89,0.549093157,1.01e-19,0.0,0.002958871,0.0,0.000570994,0.011200995
3740,3740,0.000427089,0.016586448,7.78e-11,0.0,0.005689261,0.008849873,0.002945505,1.0,0.000869066,4.22e-10,0.0,0.064894036,0.0,0.012523063,0.022399492
3741,3741,0.00042719,0.018556272,9.7e-11,9.99e-06,0.006400411,0.013274669,0.00589101,1.0,0.003939765,4.23e-10,9.99e-06,0.080991893,9.99e-06,0.015633207,0.190377137
3742,3742,0.000426584,0.011138953,3.89e-11,1.66e-06,0.004654844,0.008849873,0.00589101,0.76759188,0.003910797,4.24e-10,1.66e-06,0.049998521,1.66e-06,0.009649186,0.0
3743,3743,0.000427391,0.020526086,3.35e-08,9.99e-06,0.00731475,0.013274669,0.004418257,1.0,0.498817153,2.69e-12,9.99e-06,0.078445665,9.99e-06,0.015141843,0.156781646
3745,3745,0.000427593,0.00730313,3.89e-11,0.0,0.003938721,0.007374949,0.00589101,0.535183759,0.155556302,4.24e-10,0.0,0.030194078,0.0,0.005826765,0.0
3746,3746,0.9994814,0.021905205,0.001248219,0.000253674,0.018704269,0.013274669,0.001472424,1.1e-77,0.0,8.02e-06,0.000253749,0.030563537,0.000253674,0.00599899,0.022399492
3747,3747,0.000427795,0.085895149,0.032002764,0.025198831,0.346347166,0.056047515,0.027982319,0.000307073,0.549093157,0.011790492,0.025332751,0.010196109,0.025198831,0.023009759,0.0
3748,3748,0.000427896,0.0,1.18e-18,0.0,0.0,0.0,0.001472424,0.0,0.491060265,1.01e-19,0.0,0.0,0.0,0.0,0.0
3749,3749,0.9994815,0.021668011,0.196157593,5.69e-05,0.01044966,0.014749593,0.001472424,2.11e-88,0.487966023,0.002415152,5.9e-05,0.004998093,5.69e-05,0.003400888,0.0
3750,3750,0.000428098,0.172089243,0.088936674,0.079812871,0.524360816,0.053097667,0.008836514,4e-11,0.008618237,0.005324136,0.078622151,0.082312989,0.079812871,0.050216017,0.011200995
3752,3752,0.000428299,0.045779199,0.062777303,0.001622333,0.273599622,0.026548986,0.011782043,1.11e-36,0.003910797,0.006041737,0.001589093,0.005717818,0.001622333,0.007733115,0.022399492
3754,3754,0.000428501,0.127582966,0.047164571,0.038472462,0.353077765,0.035398554,0.011782043,1.3e-35,0.001303599,0.008095542,0.036123406,0.05075983,0.038472462,0.031548593,0.0
3755,3755,0.999481601,0.096882186,0.152961656,0.03965234,0.218212753,0.076696476,0.035346104,2.1300000000000003e-37,0.4382449,0.01761502,0.038273107,0.033439639,0.03965234,0.038335246,0.548729604
3756,3756,0.000428703,0.032500027,0.051412838,0.003864102,0.225655799,0.026548986,0.010309267,2.21e-36,0.000869066,0.009055352,0.003818881,0.003758566,0.003864102,0.011187322,0.0
3758,3758,0.000427997,0.076175976,0.012671313,0.001023966,0.23409144,0.029498834,0.002945505,4.75e-35,0.609341874,0.001905886,0.00085145,0.046102007,0.001023966,0.011145886,0.011200995
3759,3759,0.000429006,0.054632433,0.034807204,0.020142209,0.149159316,0.023599138,0.007363762,5.73e-41,0.0,0.004251593,0.020274631,0.044061586,0.020142209,0.020154247,0.0
3761,3761,0.000429207,0.03870494,0.086238144,0.000223756,0.294840659,0.023599138,0.008836514,4.86e-12,0.181765102,0.004714561,0.000211598,0.002838917,0.000223756,0.005342115,0.0
3763,3763,0.000429409,0.005396509,8.02e-06,0.000594153,0.070692933,0.004425101,0.002945505,8.919999999999999e-42,0.343256029,2.95e-05,0.000611189,0.009436399,0.000594153,0.002071166,0.011200995
3764,3764,0.00042951,0.06801822,0.058878375,0.002616802,0.213975752,0.032448706,0.001472424,1.29e-35,0.0,1.06e-19,0.002617577,0.047472285,0.002616802,0.010119408,0.011200995
3765,3765,0.000429611,0.018054747,5.35e-05,2e-05,0.014890767,0.008849873,0.001472424,4.1700000000000004e-77,0.549093157,4.51e-08,2e-05,0.012035407,2e-05,0.002330274,0.0
3766,3766,0.000429712,0.013217489,1.42e-05,2.16e-05,0.006400411,0.010324821,0.002945505,1.63e-87,0.550160059,7.31e-19,2.16e-05,0.021191913,2.16e-05,0.00409727,0.033597989
3767,3767,0.000429813,0.009384418,6.89e-05,3.66e-05,0.004702339,0.007374949,0.002945505,2.68e-84,0.549093157,0.000313275,3.66e-05,0.016433729,3.66e-05,0.003495411,0.06719348
3770,3770,0.000430115,0.044364184,0.008888831,0.001896233,0.212326008,0.011799745,0.001472424,8.86e-39,0.095489672,1.01e-19,0.001896795,0.048836164,0.001896233,0.010118714,0.033597989
3773,3773,0.000430418,0.023566735,0.057961124,0.00344693,0.012709041,0.019174366,0.00589101,2.03e-75,0.026883105,0.002669784,0.003469027,0.010236094,0.00344693,0.005911334,0.0
3775,3775,0.999482005,0.005886701,0.032105432,0.008385564,0.078715921,0.002950177,0.001472424,9.2e-46,0.14641774,1.74e-06,0.0084302,0.003958489,0.008385564,0.003842637,0.0
3776,3776,0.000430721,0.041230777,0.014238341,0.000315617,0.31344493,0.017699441,0.004418257,8.76e-12,0.503930158,0.005424446,0.00036292,0.006877376,0.000315617,0.006875852,0.022399492
3779,3779,0.000431024,0.063735295,0.105831668,0.0,0.215980887,0.025074062,0.0,1.1000000000000001e-35,0.108547993,1.01e-19,0.0,0.024950479,0.0,0.004814871,0.033597989
3780,3780,0.00043062,0.14034836,0.097909531,0.0254938,0.343882531,0.06489706,0.022091309,4.61e-11,0.004490174,0.0170681,0.024826939,0.016953531,0.0254938,0.029552813,0.0
3781,3781,0.000431225,0.038004565,0.048456829,0.000429813,0.167868892,0.016224517,0.002945505,7.679999999999999e-40,0.427663924,0.002152803,0.000421088,0.017193439,0.000429813,0.005626532,0.0
3782,3782,0.000431326,0.005221994,1.12e-18,4.1e-05,0.003761882,0.010324821,0.008836514,7.66e-86,0.388109182,8.26e-20,4.16e-05,0.030213271,4.1e-05,0.005845593,0.0
3784,3784,0.000431528,0.092599669,0.194754563,0.08062783,0.286043737,0.047197947,0.013254795,2.32e-36,0.322213522,0.008361363,0.082905536,0.021511791,0.08062783,0.04245335,0.011200995
3790,3790,0.000431932,0.008667206,0.00486319,0.000762707,0.004179857,0.02802391,0.023564062,8.449999999999999e-89,0.124436024,0.004429064,0.000720782,0.001239527,0.000762707,0.004939872,0.0
3791,3791,0.000432234,0.044116806,0.071981431,0.000143692,0.32119504,0.02064929,0.004418257,3.62e-12,0.328807539,0.001612673,0.000142049,0.008676689,0.000143692,0.003339391,0.011200995
